outer_seed,kernel_ivr,lcmd,random,ivr_minus_random,ivr_minus_lcmd
157,0.5486373507083153,0.5830240925144091,0.773868932054304,-0.22523158134598864,-0.0343867418060938
887,0.38413904906096824,0.3429492000486118,0.4654395623144185,-0.08130051325345028,0.04118984901235645
2357,0.4460000358374404,0.3919416097237422,0.5240780186950685,-0.07807798285762813,0.05405842611369821
6101,0.6802780839081188,0.6550766786112255,0.7878860619322093,-0.1076079780240905,0.025201405296893298
12203,0.4412956133763525,0.4247013877913356,0.5700290676873516,-0.12873345431099914,0.016594225585016886
