column,protocol,seed,planned_budget,actual_budget,method,V1_r2,V1_rmse,V1_mae,V2_r2,V2_rmse,V2_mae,combined_normalized_rmse,normalized_rmse
8g,compound,769539383,100,99,affine_condition_residual,0.594301657974369,12.18224664165894,6.354452573990708,0.8954277261683141,11.287943059267768,6.194635292045234,1.200672799411061,1.1240881014194843
8g,compound,769539383,100,99,target_head_only,0.8988552956332806,6.082713287668523,3.208858827959027,0.8700353457293122,12.584013113430002,5.975787371919866,0.7773733399050694,0.7773545617692535
8g,compound,769539383,100,99,last2,0.4426223519787196,14.279090490854744,8.69576694679539,0.763493574816187,16.97571229326569,10.093846045600046,1.4830485565025784,1.4340392208867905
8g,compound,1425370602,30,31,zero_shot,0.3535915555769048,14.181577550896005,8.349385993636911,0.5593134863365071,19.462862415598767,12.196760139845717,1.5337572238161192,1.5052051323443731
8g,compound,1425370602,30,31,column_mass_ratio_scaling,0.8613076438228132,6.568970275659036,2.9243369743694947,0.9342610008475195,7.517152771508074,5.761500427050469,0.6758804191786492,0.6506239323410046
8g,compound,1425370602,30,31,scale_only,0.8657124914685004,6.4638138642893015,2.900113504177481,0.9331708886659863,7.579222831513892,3.8322312663375606,0.6690221879970428,0.6458817407089634
8g,compound,1425370602,30,31,affine,0.7603179490110732,8.63552587404697,6.339501000951247,0.8120147966609259,12.711700907603609,9.807553926325593,0.9555787518100689,0.9433133186224177
8g,compound,1425370602,30,31,affine_condition_residual,-0.6476017279618314,22.641080715130602,15.0654215585332,-1.2894336747875137,44.36146356118121,29.909222479795712,2.8169535475990544,2.8163771916457425
8g,compound,1425370602,30,31,target_head_only,0.8452689120894021,6.9384078241458536,3.3262153193481967,0.8726964274587025,10.460733266333772,4.8706474858471465,0.7741939796992839,0.7656155320890885
8g,compound,1425370602,30,31,last2,0.665230234518895,10.20573171653662,5.565329241548849,0.796034348240287,13.240986761322699,6.79513326221042,1.085333449338942,1.0594114469962306
8g,compound,1425370602,50,52,zero_shot,0.3535915555769048,14.181577550896005,8.349385993636911,0.5593134863365071,19.462862415598767,12.196760139845717,1.5337572238161192,1.5052051323443731
8g,compound,1425370602,50,52,column_mass_ratio_scaling,0.8613076438228132,6.568970275659036,2.9243369743694947,0.9342610008475195,7.517152771508074,5.761500427050469,0.6758804191786492,0.6506239323410046
8g,compound,1425370602,50,52,scale_only,0.8525485305499277,6.773226300165161,2.9780298792273214,0.9157715136247728,8.508859072626908,4.136564451045766,0.7137975159287491,0.6944282346084982
8g,compound,1425370602,50,52,affine,0.8119526372577479,7.6489999330373095,3.9313107011737625,0.871307345997447,10.51764992106278,5.764810527856706,0.8277443509490918,0.81247599564202
8g,compound,1425370602,50,52,affine_condition_residual,0.8223193072568772,7.43517428278552,3.6221782103963536,0.8753867883683449,10.349607436036031,5.343726050248118,0.8077147288468884,0.7936814550309972
8g,compound,1425370602,50,52,target_head_only,0.8335593302656291,7.19615917151725,3.3269113233626055,0.8655070288647928,10.752058695441953,4.9774098350111915,0.8004187821821535,0.7910316139989435
8g,compound,1425370602,50,52,last2,0.7679456961315627,8.497004483110478,4.253052160474989,0.8146391741310146,12.622657853068635,6.769806577677062,0.9432153460800398,0.9317541570985568
8g,compound,1425370602,70,63,zero_shot,0.3535915555769048,14.181577550896005,8.349385993636911,0.5593134863365071,19.462862415598767,12.196760139845717,1.5337572238161192,1.5052051323443731
8g,compound,1425370602,70,63,column_mass_ratio_scaling,0.8613076438228132,6.568970275659036,2.9243369743694947,0.9342610008475195,7.517152771508074,5.761500427050469,0.6758804191786492,0.6506239323410046
8g,compound,1425370602,70,63,scale_only,0.8540283020330459,6.739153731946093,2.968808219393263,0.9131232515528209,8.641589090437755,4.186730922701245,0.7142850536992933,0.6963942493098578
8g,compound,1425370602,70,63,affine,0.8175952150955856,7.533367375390795,3.67105310384554,0.8726851485414899,10.461196659186424,5.342768335227534,0.8177603384541633,0.803382818316625
8g,compound,1425370602,70,63,affine_condition_residual,0.8270548069893854,7.335425003304108,3.3991184651598547,0.8764816360567872,10.304041470131454,5.062587877304386,0.7991980810219036,0.7859347523577671
8g,compound,1425370602,70,63,target_head_only,0.831823515834289,7.233586315751267,3.304488279337217,0.8639832428519806,10.812796780586583,5.012020532222215,0.804706943716492,0.7952955676558153
8g,compound,1425370602,70,63,last2,0.7790652761224337,8.290925692824954,3.979719647518929,0.82128223672351,12.394405278329325,6.346846383793063,0.9223600436433678,0.9115785790209228
8g,compound,1425370602,100,97,zero_shot,0.3535915555769048,14.181577550896005,8.349385993636911,0.5593134863365071,19.462862415598767,12.196760139845717,1.5337572238161192,1.5052051323443731
8g,compound,1425370602,100,97,column_mass_ratio_scaling,0.8613076438228132,6.568970275659036,2.9243369743694947,0.9342610008475195,7.517152771508074,5.761500427050469,0.6758804191786492,0.6506239323410046
8g,compound,1425370602,100,97,scale_only,0.8661945928269836,6.452200664499667,2.897774821833585,0.9230855452061866,8.131034720381969,4.005068670005004,0.6805540740883443,0.6623068858670971
8g,compound,1425370602,100,97,affine,0.8466437858255548,6.907513191672286,3.239884268552325,0.8930427092928944,9.588419563229406,4.907474564624625,0.7497315554557459,0.7365250565745918
8g,compound,1425370602,100,97,affine_condition_residual,0.8562185067965734,6.688404468565813,2.96694716517394,0.895407959354958,9.481807866475267,4.781397484133818,0.730872475725472,0.7193058571502264
8g,compound,1425370602,100,97,target_head_only,0.8609885408052582,6.576522868893535,2.961926234481681,0.8889099969359873,9.771906929512278,4.5879610784373055,0.7300881724943727,0.7212289154231226
8g,compound,1425370602,100,97,last2,0.769080359086145,8.476205363020203,3.8794054857346403,0.845391385702996,11.52812498860112,6.437830974980978,0.9141520375664003,0.8963929874871146
8g,compound,536279090,30,28,zero_shot,0.3098250862136481,14.075228415744288,9.664204761541907,0.5219416741506712,21.700460884424164,14.266276051912754,1.5831612835321272,1.568048971795566
8g,compound,536279090,30,28,column_mass_ratio_scaling,0.8965828760306024,5.448439019385023,2.9384631740160225,0.9211171650348311,8.814948304551892,5.9591260867998965,0.6240024308690185,0.6198842569757959
8g,compound,536279090,30,28,scale_only,0.8992995324402031,5.3764004661485485,2.9196118147875962,0.9090342606168734,9.46602051842528,4.385300990751606,0.6372794527994957,0.635562263201839
8g,compound,536279090,30,28,affine,0.426337273672423,12.832290504405972,6.464142627632929,0.8597184662910194,11.755166024336772,5.39504500741408,1.262295046086957,1.179867555741049
8g,compound,536279090,30,28,affine_condition_residual,0.43240534191255886,12.764241612242838,6.371747611035735,0.861233669736186,11.691508944055936,5.341105591134484,1.2555773867946194,1.1735697292165679
8g,compound,536279090,30,28,target_head_only,0.6711592360782082,9.715579073654027,5.710933239729281,0.7276601209961255,16.37887749559909,9.120677928556752,1.1309832407100058,1.125901458630783
8g,compound,536279090,30,28,last2,0.7499178599940306,8.472609787150642,5.007560423911439,0.8434908179529303,12.416478058854876,6.429020181240786,0.9361271984820335,0.9237937481306076
8g,compound,536279090,50,53,zero_shot,0.3098250862136481,14.075228415744288,9.664204761541907,0.5219416741506712,21.700460884424164,14.266276051912754,1.5831612835321272,1.568048971795566
8g,compound,536279090,50,53,column_mass_ratio_scaling,0.8965828760306024,5.448439019385023,2.9384631740160225,0.9211171650348311,8.814948304551892,5.9591260867998965,0.6240024308690185,0.6198842569757959
8g,compound,536279090,50,53,scale_only,0.9066116029635122,5.177526460293086,3.1924859682751734,0.9254753439790713,8.567981195225832,4.02330496777086,0.5982405597601012,0.5950126371179676
8g,compound,536279090,50,53,affine,0.879338020531357,5.885198144874933,3.3648685796889097,0.9227004601509421,8.726035367401682,4.053657662930657,0.6528587140700899,0.6448332926324349
8g,compound,536279090,50,53,affine_condition_residual,0.8773157137402848,5.934311467398413,3.3933528809167615,0.9212809865426567,8.805790237037057,4.1754239979594825,0.6584863132006281,0.6504302334597991
8g,compound,536279090,50,53,target_head_only,0.8834143821215857,5.784933300003624,3.203492284149506,0.8730492770560208,11.182685312418336,5.192444015797176,0.7151360473566472,0.7148759887711041
8g,compound,536279090,50,53,last2,0.7786407312770127,7.9712186556688795,4.710282423476543,0.8265998420305791,13.0693280421849,5.945837111249771,0.9176750757163352,0.9122826825048541
8g,compound,536279090,70,67,zero_shot,0.3098250862136481,14.075228415744288,9.664204761541907,0.5219416741506712,21.700460884424164,14.266276051912754,1.5831612835321272,1.568048971795566
8g,compound,536279090,70,67,column_mass_ratio_scaling,0.8965828760306024,5.448439019385023,2.9384631740160225,0.9211171650348311,8.814948304551892,5.9591260867998965,0.6240024308690185,0.6198842569757959
8g,compound,536279090,70,67,scale_only,0.9053747765916078,5.211699003291667,3.26041509254136,0.9274886777781824,8.451453898225191,3.999717986494388,0.5974228520901524,0.5935568915999202
8g,compound,536279090,70,67,affine,0.8630464746203623,6.269926858388192,3.5575292671899863,0.9268278804728061,8.489875706491507,4.002060155122042,0.6752911298196967,0.6619012019962343
8g,compound,536279090,70,67,affine_condition_residual,0.8599756014737161,6.339831633200646,3.57231673054785,0.9254975027854713,8.56670731915905,4.116635869189512,0.682386900508723,0.6687265374677909
8g,compound,536279090,70,67,target_head_only,0.8793776068850915,5.884232668226845,3.2368433852497867,0.8562990664345334,11.897571114436118,5.594769372230719,0.7434183998372729,0.7434108451300401
8g,compound,536279090,70,67,last2,0.8002343639629658,7.57244726833074,4.417993020879993,0.8317772838933433,12.872735179514157,5.722014031528441,0.8845032330711379,0.8808645452492107
8g,compound,536279090,100,97,zero_shot,0.3098250862136481,14.075228415744288,9.664204761541907,0.5219416741506712,21.700460884424164,14.266276051912754,1.5831612835321272,1.568048971795566
8g,compound,536279090,100,97,column_mass_ratio_scaling,0.8965828760306024,5.448439019385023,2.9384631740160225,0.9211171650348311,8.814948304551892,5.9591260867998965,0.6240024308690185,0.6198842569757959
8g,compound,536279090,100,97,scale_only,0.9070149005751496,5.166334795431233,3.1658927670539225,0.934928050962473,8.006181328623565,4.090767992116325,0.5821906480593855,0.5768297812904704
8g,compound,536279090,100,97,affine,0.9052797733631576,5.214314606188041,3.058925310744134,0.937259009582605,7.861477931453854,4.043547194470352,0.5818202661762313,0.5753738566156467
8g,compound,536279090,100,97,affine_condition_residual,0.902276948620685,5.2963219414382205,3.196393174263127,0.9351553460623697,7.992186376150179,4.275823789367815,0.5911555708211181,0.5846427926329916
8g,compound,536279090,100,97,target_head_only,0.8994413855954448,5.3726123598936715,2.961336960805678,0.8922575331348949,10.302010116487487,4.695685111852387,0.6616402311154759,0.6613222359928852
8g,compound,536279090,100,97,last2,0.8354525837020264,6.872605261919487,3.8559939957190483,0.8771439850354448,11.000862251458384,5.623466367695285,0.7838899745625089,0.7782387638972366
8g,compound,2767143051,30,27,zero_shot,0.33343929689314933,13.178786219560292,9.228344792911402,0.5098330972644403,18.983830760136723,13.338612904096598,1.4476998957925877,1.4266749905398717
8g,compound,2767143051,30,27,column_mass_ratio_scaling,0.8545747705315725,6.15567154716008,3.0584708301299206,0.7600812498725202,13.281403068313253,7.546605030258133,0.8039876876724109,0.8036738124432248
8g,compound,2767143051,30,27,scale_only,0.7428480326332187,8.185599379922985,5.232069541193327,0.842020065381328,10.777370838444075,4.969433271028866,0.8742339713263878,0.854603309784074
8g,compound,2767143051,30,27,affine,0.7315483030737293,8.363511081977636,5.093788002419925,0.8487266757846346,10.546127976533377,5.991142621589988,0.8823015123363812,0.8587006632151274
8g,compound,2767143051,30,27,affine_condition_residual,0.7176870444348753,8.576714710816649,5.210048296908079,0.849641032780897,10.514207141887432,5.95116406063473,0.8979089059097862,0.8712366188712198
8g,compound,2767143051,30,27,target_head_only,0.8533564966791115,6.181401790682181,3.1893661020728064,0.8235493144671979,11.389995090056333,5.621787127223582,0.7474476050315407,0.7464813065757221
8g,compound,2767143051,30,27,last2,0.7221955884455095,8.507953918305056,5.814702769667368,0.7398168950744208,13.830930783569306,8.346557397871573,0.9762119933792346,0.9700277811237517
8g,compound,2767143051,50,47,zero_shot,0.33343929689314933,13.178786219560292,9.228344792911402,0.5098330972644403,18.983830760136723,13.338612904096598,1.4476998957925877,1.4266749905398717
8g,compound,2767143051,50,47,column_mass_ratio_scaling,0.8545747705315725,6.15567154716008,3.0584708301299206,0.7600812498725202,13.281403068313253,7.546605030258133,0.8039876876724109,0.8036738124432248
8g,compound,2767143051,50,47,scale_only,0.7894368240393511,7.407075495976634,4.57739062049836,0.839634631421272,10.858432982531308,5.068070273993616,0.8184870316084358,0.8077235849365041
8g,compound,2767143051,50,47,affine,0.7602619995166424,7.903582652426141,4.335796803995882,0.8425892672804899,10.757937878196008,5.133882828585867,0.8526053064641858,0.8361036831500005
8g,compound,2767143051,50,47,affine_condition_residual,0.7411588944368611,8.212439496070319,4.706490076431942,0.8414285856142063,10.797527326357764,5.188006046899655,0.8767386401286992,0.8569333290759353
8g,compound,2767143051,50,47,target_head_only,0.8537352299562948,6.1734143379834086,3.30544286022128,0.8472682165886618,10.596844789704601,4.8137961145570145,0.7239795292811362,0.7213064782427021
8g,compound,2767143051,50,47,last2,0.6811138835729682,9.115350353413858,6.209491667105883,0.7162081989225979,14.444808346432513,9.195051862267544,1.0357468102417753,1.0276622087776162
8g,compound,2767143051,70,71,zero_shot,0.33343929689314933,13.178786219560292,9.228344792911402,0.5098330972644403,18.983830760136723,13.338612904096598,1.4476998957925877,1.4266749905398717
8g,compound,2767143051,70,71,column_mass_ratio_scaling,0.8545747705315725,6.15567154716008,3.0584708301299206,0.7600812498725202,13.281403068313253,7.546605030258133,0.8039876876724109,0.8036738124432248
8g,compound,2767143051,70,71,scale_only,0.7927961207163811,7.347752190990093,4.52306778590459,0.8383322578922491,10.902436059782197,5.122959491516222,0.8153064925445974,0.8053278049146771
8g,compound,2767143051,70,71,affine,0.7054888003509738,8.760047625668776,4.626122657466293,0.8194395995563108,11.52187386468448,5.484077074838707,0.9353038430641206,0.9142096447290662
8g,compound,2767143051,70,71,affine_condition_residual,0.6940074129002526,8.929168380182396,4.884521700437284,0.8209131592661771,11.474762341343252,5.4732023886783665,0.9469892639328297,0.9234758928139983
8g,compound,2767143051,70,71,target_head_only,0.8464399682696603,6.325497035204981,3.3765501133163407,0.8456154273551946,10.654027460829829,4.774764041725649,0.7360739265026414,0.7327352673230745
8g,compound,2767143051,70,71,last2,0.7670215246942069,7.791363371011459,5.381725720163515,0.784685514120952,12.58196539719381,7.532336654721415,0.8916907812432573,0.8857124500081042
8g,compound,2767143051,100,98,zero_shot,0.33343929689314933,13.178786219560292,9.228344792911402,0.5098330972644403,18.983830760136723,13.338612904096598,1.4476998957925877,1.4266749905398717
8g,compound,2767143051,100,98,column_mass_ratio_scaling,0.8545747705315725,6.15567154716008,3.0584708301299206,0.7600812498725202,13.281403068313253,7.546605030258133,0.8039876876724109,0.8036738124432248
8g,compound,2767143051,100,98,scale_only,0.8256980727934972,6.739173763793528,3.916964873543606,0.8456327759937798,10.653428832153498,4.828626442933248,0.7650508071524532,0.7589663084088462
8g,compound,2767143051,100,98,affine,0.7597469406398732,7.912068220596544,4.224756554331375,0.8372294417652598,10.939558331125854,5.061072816848278,0.8576946814639038,0.8422907591020974
8g,compound,2767143051,100,98,affine_condition_residual,0.751823223328282,8.041482658767466,4.438092840913639,0.8378928062384918,10.917243720471262,5.078600507641945,0.8667888486001402,0.8498086775368229
8g,compound,2767143051,100,98,target_head_only,0.8541274418538916,6.165131714924476,3.2766130972346033,0.8463873255791511,10.627359867153519,4.74192539296748,0.7242764176366007,0.7217299662734489
8g,compound,2767143051,100,98,last2,0.813803975490659,6.9653150029876905,4.329014333380836,0.8154753487384041,11.647670018790617,6.2837327309704705,0.8081799498662297,0.8042381647003208
8g,compound,1362771960,30,28,zero_shot,0.28638359830472204,13.411901528054196,8.552619219379148,0.4925750345307375,17.222520225913044,12.007631810229757,1.4221052979372084,1.3866882017356303
8g,compound,1362771960,30,28,column_mass_ratio_scaling,0.8706108241136191,5.710931063731283,2.8840992352582404,0.8891358553125014,8.050193943609793,6.153057096730107,0.6229097122318128,0.6127557259403345
8g,compound,1362771960,30,28,scale_only,0.8733382286119288,5.65041990555425,2.8720174679533845,0.9193439015586712,6.8664046418882245,4.935786284842109,0.5901857232500909,0.5720986586144075
8g,compound,1362771960,30,28,affine,0.8364384599080699,6.420938941248223,3.1698255298381808,0.9162642056587925,6.9962667599527775,5.206683568120633,0.653225922611715,0.625030453847312
8g,compound,1362771960,30,28,affine_condition_residual,0.8365439128710603,6.418868722879392,3.205397341263225,0.9276427144824199,6.50357152672331,4.351419059605298,0.6431349560108829,0.6095756374939525
8g,compound,1362771960,30,28,target_head_only,0.7754992697804518,7.522580146420043,3.3118022976750914,0.8367513130056433,9.768674448239508,5.097596053524295,0.8002008054084001,0.7811599937453549
8g,compound,1362771960,30,28,last2,0.6636177186843131,9.208194843137315,5.1424384462660635,0.8226044321367714,10.183150691075513,6.866751490053924,0.9399073992762178,0.9010106101585189
8g,compound,1362771960,50,48,zero_shot,0.28638359830472204,13.411901528054196,8.552619219379148,0.4925750345307375,17.222520225913044,12.007631810229757,1.4221052979372084,1.3866882017356303
8g,compound,1362771960,50,48,column_mass_ratio_scaling,0.8706108241136191,5.710931063731283,2.8840992352582404,0.8891358553125014,8.050193943609793,6.153057096730107,0.6229097122318128,0.6127557259403345
8g,compound,1362771960,50,48,scale_only,0.8967369886883947,5.101881149189151,3.016106312996944,0.9335021605581585,6.234685565430572,3.8324166259781602,0.5336772985087942,0.517644122967312
8g,compound,1362771960,50,48,affine,0.9088714742528968,4.792753761421449,2.8437398262580538,0.9305568401288432,6.371262889318196,4.060526929531824,0.5133328451776923,0.5022763216229824
8g,compound,1362771960,50,48,affine_condition_residual,0.9081336047998971,4.812118152398368,2.899527044980918,0.9316830778169917,6.3193867343890355,4.0299115799804355,0.5135511502098956,0.5018916650632771
8g,compound,1362771960,50,48,target_head_only,0.8667802426635858,5.794850865952134,2.7384699064061255,0.8960141413812296,7.796468510175289,3.9404576370681546,0.6229075195744499,0.6101896315494701
8g,compound,1362771960,50,48,last2,0.6243286330526726,9.731101266230844,5.130727790058524,0.7186163196663902,12.825084667010831,8.300073069696841,1.0396027877638405,1.0163589116590108
8g,compound,1362771960,70,69,zero_shot,0.28638359830472204,13.411901528054196,8.552619219379148,0.4925750345307375,17.222520225913044,12.007631810229757,1.4221052979372084,1.3866882017356303
8g,compound,1362771960,70,69,column_mass_ratio_scaling,0.8706108241136191,5.710931063731283,2.8840992352582404,0.8891358553125014,8.050193943609793,6.153057096730107,0.6229097122318128,0.6127557259403345
8g,compound,1362771960,70,69,scale_only,0.893984592302291,5.169427375903063,2.930688272977526,0.9339494180202104,6.213683271924105,3.6670923183004946,0.5384168620954533,0.5212770383389516
8g,compound,1362771960,70,69,affine,0.9080553783917529,4.814166532636551,2.8616121939643833,0.9356908027255073,6.131226107589668,3.5718635701699437,0.50927537422007,0.4961696080068996
8g,compound,1362771960,70,69,affine_condition_residual,0.9074126415154676,4.830963891552939,2.9251660527097134,0.9351442496126012,6.157225116822502,3.7609861489046983,0.5111596242723055,0.4980440788183562
8g,compound,1362771960,70,69,target_head_only,0.8980422979199707,5.069533110346296,2.7078938246464377,0.9347481575554608,6.175998437815668,3.5638186407780306,0.5298611026450067,0.5137662489179978
8g,compound,1362771960,70,69,last2,0.7863489048801193,7.338554199657421,3.6041567080953847,0.8676856733212833,8.794562174979465,5.288615381268488,0.7637509214890953,0.7391865781566999
8g,compound,1362771960,100,97,zero_shot,0.28638359830472204,13.411901528054196,8.552619219379148,0.4925750345307375,17.222520225913044,12.007631810229757,1.4221052979372084,1.3866882017356303
8g,compound,1362771960,100,97,column_mass_ratio_scaling,0.8706108241136191,5.710931063731283,2.8840992352582404,0.8891358553125014,8.050193943609793,6.153057096730107,0.6229097122318128,0.6127557259403345
8g,compound,1362771960,100,97,scale_only,0.8916241613501621,5.226659162558199,2.893269180846852,0.9338994243183707,6.216034396319411,3.6497509310186325,0.5429002230860047,0.5249817769965112
8g,compound,1362771960,100,97,affine,0.904371695878997,4.909657216375411,2.7790094882000385,0.9348755223767485,6.169968039855385,3.6004601089269417,0.5174561026639443,0.5034338473512796
8g,compound,1362771960,100,97,affine_condition_residual,0.9032346597401613,4.938759277623903,2.8504421165201403,0.9339616921860298,6.213105901369011,3.811119804461719,0.5206748321549853,0.5066221473883341
8g,compound,1362771960,100,97,target_head_only,0.8984092002595537,5.060403344293503,2.7966412718399707,0.935702613465326,6.130663064941622,3.499038265062415,0.5281369757561976,0.5117769359193001
8g,compound,1362771960,100,97,last2,0.8305211716289336,6.536054592484511,2.9183188413537064,0.9038576668589686,7.496665215239287,4.099723329405854,0.6728636881740316,0.6478980941965815
25g,row,769539383,30,30,zero_shot,-0.7195837586660054,41.981258156399775,30.594179850208516,-0.5133069837141848,62.948651608480645,45.42674684232595,4.675314586020975,4.621684223463819
25g,row,769539383,30,30,column_mass_ratio_scaling,0.6867986853791057,17.916598885426566,11.372507526436632,0.274680710787392,43.580030237062715,37.43896323831714,2.5018440308991305,2.4922838785873083
25g,row,769539383,30,30,scale_only,0.6775022259413124,18.180555275349594,9.316999011361844,0.7449914678615781,25.84046171330936,13.774094007977459,1.9883507662751725,1.9573098451229982
25g,row,769539383,30,30,affine,0.7105519691377328,17.22380430408909,8.291379701099714,0.7702820578535994,24.525641298223103,12.357789874646697,1.8848467891530247,1.8557070734422785
25g,row,769539383,30,30,affine_condition_residual,0.7202222303621248,16.93364241381667,8.084816678425893,0.7695942161119829,24.56233227304916,12.189411389844894,1.8644885146690124,1.8384361255271502
25g,row,769539383,30,30,target_head_only,0.3003927752654919,26.77755534409852,15.20305167801526,0.21485325617419337,45.34175548162977,26.943425180474108,3.122742574463683,3.109343545242277
25g,row,769539383,50,50,zero_shot,-0.7195837586660054,41.981258156399775,30.594179850208516,-0.5133069837141848,62.948651608480645,45.42674684232595,4.675314586020975,4.621684223463819
25g,row,769539383,50,50,column_mass_ratio_scaling,0.6867986853791057,17.916598885426566,11.372507526436632,0.274680710787392,43.580030237062715,37.43896323831714,2.5018440308991305,2.4922838785873083
25g,row,769539383,50,50,scale_only,0.6928582679496518,17.742433953917594,10.822770023438268,0.7381367821576266,26.185457358240093,16.03864943477022,1.9650749487112202,1.9402388715724126
25g,row,769539383,50,50,affine,0.6617747028600511,18.618591619830585,10.64680560926708,0.7576411449360112,25.191403236601868,14.878963111329568,2.00481142079149,1.9649186837068142
25g,row,769539383,50,50,affine_condition_residual,0.6642349225635518,18.55075307032685,10.66565503943706,0.7623800157983662,24.943902192051457,14.192052500787977,1.9937296441412191,1.9529164220526867
25g,row,769539383,50,50,target_head_only,0.3423981290716912,25.96123227316641,14.838350260987573,0.22302509797649583,45.10517880490651,26.985372827490984,3.0599723755593176,3.0501863176308595
25g,row,769539383,70,70,zero_shot,-0.7195837586660054,41.981258156399775,30.594179850208516,-0.5133069837141848,62.948651608480645,45.42674684232595,4.675314586020975,4.621684223463819
25g,row,769539383,70,70,column_mass_ratio_scaling,0.6867986853791057,17.916598885426566,11.372507526436632,0.274680710787392,43.580030237062715,37.43896323831714,2.5018440308991305,2.4922838785873083
25g,row,769539383,70,70,scale_only,0.693971777380513,17.71024310495265,10.700025817063414,0.7370583118275357,26.239323690247446,16.201907971398583,1.964126325994171,1.9398715284190295
25g,row,769539383,70,70,affine,0.7236421336400043,16.829828802495264,8.939522947435943,0.7617575660828709,24.97655131939774,14.469255834054554,1.8675621586767026,1.8447314243080284
25g,row,769539383,70,70,affine_condition_residual,0.7340485327093913,16.50992035075719,8.772747562284687,0.766381914916689,24.732962754556752,13.725569749712832,1.838062328004045,1.8168558705399973
25g,row,769539383,70,70,target_head_only,0.35427396325481675,25.7257433032136,14.534190629453073,0.22513305205907752,45.04395145920644,26.851450353739214,3.0421595331028515,3.0333392288065975
25g,row,769539383,100,100,zero_shot,-0.7195837586660054,41.981258156399775,30.594179850208516,-0.5133069837141848,62.948651608480645,45.42674684232595,4.675314586020975,4.621684223463819
25g,row,769539383,100,100,column_mass_ratio_scaling,0.6867986853791057,17.916598885426566,11.372507526436632,0.274680710787392,43.580030237062715,37.43896323831714,2.5018440308991305,2.4922838785873083
25g,row,769539383,100,100,scale_only,0.6991466067622609,17.559867711527698,9.664562217472863,0.7433263091301046,25.924691163384743,15.17519649045046,1.9450784176871545,1.9205440558373774
25g,row,769539383,100,100,affine,0.7215048138386633,16.894783431997897,8.443874400357055,0.7689300694657228,24.597707365759334,13.546699725155744,1.8625508904631813,1.8370705580067166
25g,row,769539383,100,100,affine_condition_residual,0.7358134051133347,16.45504867724213,8.270184805290903,0.7697663480968453,24.553155522167764,13.251590554833799,1.829415850401466,1.8077817799084004
25g,row,769539383,100,100,target_head_only,0.3556498965136585,25.69832007716316,14.738231573299487,0.2245005506445359,45.06233174468488,27.028977976039965,3.040819338591094,3.0321707514739034
25g,row,1425370602,30,30,zero_shot,-0.5084614770463691,54.10615984061065,38.004755851687214,-0.3595615724638115,82.35569591888277,57.6718582172783,6.057725362950653,5.994647956711509
25g,row,1425370602,30,30,column_mass_ratio_scaling,0.72880235469144,22.94153942202455,14.84627478791743,0.3984613242704441,54.78049832974307,45.63159505639758,3.169206163390515,3.1594879567986456
25g,row,1425370602,30,30,scale_only,0.7331936480906358,22.75504410883365,14.52710180824503,0.8122825104766869,30.601771618345637,19.46078349845633,2.445695604295395,2.3956646739643177
25g,row,1425370602,30,30,affine,0.5023885115780068,31.075977515180213,16.99225534608845,0.7878268323704638,32.534147481772884,20.304523029202585,3.1344160143107405,2.9837648882116166
25g,row,1425370602,30,30,affine_condition_residual,0.508996534741204,30.868951465188978,16.8269405768554,0.7810473167090246,33.04983814032381,20.400863118379633,3.1283734516561252,2.986666787865417
25g,row,1425370602,30,30,target_head_only,0.43609134020890805,33.081407676795436,18.75376339931877,0.29165046285316454,59.44536639258431,36.034743562036624,3.9559206880171196,3.9479918136982475
25g,row,1425370602,50,50,zero_shot,-0.5084614770463691,54.10615984061065,38.004755851687214,-0.3595615724638115,82.35569591888277,57.6718582172783,6.057725362950653,5.994647956711509
25g,row,1425370602,50,50,column_mass_ratio_scaling,0.72880235469144,22.94153942202455,14.84627478791743,0.3984613242704441,54.78049832974307,45.63159505639758,3.169206163390515,3.1594879567986456
25g,row,1425370602,50,50,scale_only,0.7120526063694022,23.639385080032792,15.855444021575467,0.7928917510466141,32.14348042105824,22.999173056565112,2.549307522371734,2.499729222599564
25g,row,1425370602,50,50,affine,0.4916769322636284,31.408667250434245,17.223124531359968,0.7089980298301155,38.10150807586501,24.73635116382257,3.279138575778331,3.178027588462843
25g,row,1425370602,50,50,affine_condition_residual,0.49336227957115175,31.356556235625163,17.446016074707746,0.7181874034021773,37.49509011450606,23.83663177808594,3.261552292890894,3.1558605350426747
25g,row,1425370602,50,50,target_head_only,0.45492082890518226,32.524407426672084,18.303204374897238,0.3026347989343404,58.982657622513045,35.871872755945944,3.9049997909727776,3.8982567946051843
25g,row,1425370602,70,70,zero_shot,-0.5084614770463691,54.10615984061065,38.004755851687214,-0.3595615724638115,82.35569591888277,57.6718582172783,6.057725362950653,5.994647956711509
25g,row,1425370602,70,70,column_mass_ratio_scaling,0.72880235469144,22.94153942202455,14.84627478791743,0.3984613242704441,54.78049832974307,45.63159505639758,3.169206163390515,3.1594879567986456
25g,row,1425370602,70,70,scale_only,0.7349359520981745,22.68062470116026,14.394085564362884,0.8066925935021809,31.05406430877322,20.902011854541644,2.451152011326028,2.405009306902133
25g,row,1425370602,70,70,affine,0.5558391353243333,29.359573628614505,16.194255142385604,0.7451904424864384,35.6534908127148,22.92819871575731,3.066056517788396,2.9718668649920144
25g,row,1425370602,70,70,affine_condition_residual,0.56002497506179,29.220901588519048,15.75715758711476,0.7490477115930645,35.38260312381729,22.248155247045585,3.049271698864852,2.9546425434912513
