column,protocol,seed,planned_budget,actual_budget,method,V1_r2,V1_rmse,V1_mae,V2_r2,V2_rmse,V2_mae,combined_normalized_rmse,normalized_rmse
8g,row,2767143051,50,50,target_head_only,0.8253630571664593,8.101238545901266,4.094739291978919,0.8590410044869187,10.281782160491012,6.050522476970286,0.8561716726355539,0.8338367918939456
8g,row,2767143051,70,70,zero_shot,0.29168315053977123,16.31537825302325,10.026245339987936,0.4592168622400512,20.138799160085973,13.515723958775617,1.7112094361633816,1.6616269334998113
8g,row,2767143051,70,70,column_mass_ratio_scaling,0.8317492988278608,7.951733232674176,4.049087481291397,0.8652849939777545,10.051479414599902,6.7139290176612745,0.8394304921616146,0.8171872938345651
8g,row,2767143051,70,70,scale_only,0.8681129691343139,7.040190421443978,3.969584379115327,0.8850592066310202,9.28451228857594,5.639000099373649,0.7522657278907189,0.7354921220414989
8g,row,2767143051,70,70,affine,0.8632508528321174,7.168786948858667,4.184850935191232,0.8638470790514206,10.104980541795612,6.720162070531095,0.7819171714083348,0.7691697648553523
8g,row,2767143051,70,70,affine_condition_residual,0.8658508134893849,7.100311171267655,4.081768975126285,0.8582691160826699,10.309895134656221,6.695463463041105,0.7820607129200429,0.7711977729079567
8g,row,2767143051,70,70,target_head_only,0.8342585775835909,7.892214698884546,4.133045221411663,0.8649440251063112,10.06419171671615,5.958007471941519,0.8351911467333388,0.8138059425521704
8g,row,2767143051,100,100,zero_shot,0.29168315053977123,16.31537825302325,10.026245339987936,0.4592168622400512,20.138799160085973,13.515723958775617,1.7112094361633816,1.6616269334998113
8g,row,2767143051,100,100,column_mass_ratio_scaling,0.8317492988278608,7.951733232674176,4.049087481291397,0.8652849939777545,10.051479414599902,6.7139290176612745,0.8394304921616146,0.8171872938345651
8g,row,2767143051,100,100,scale_only,0.8795959924248384,6.726727450920944,4.257841224561622,0.8875965036523732,9.181463462436241,5.799639315727587,0.7262716813724179,0.712396528750527
8g,row,2767143051,100,100,affine,0.8872593525755864,6.509140151071217,3.7962429202966574,0.8772077326892777,9.596381600717288,6.403651665655634,0.7206602699034981,0.7114941151273608
8g,row,2767143051,100,100,affine_condition_residual,0.8857475886676835,6.552636064406197,3.8094896452654736,0.8702174950067556,9.865749322632634,6.366602552601206,0.7307998031786952,0.7226318080529861
