epoch,train_loss,normalized_valid_score,legacy_valid_score
1,909.58837890625,2.572038449194485,335.07873124148136
2,884.2398681640625,2.604547745194405,339.02346115826185
3,852.2453002929688,2.6320581296555017,342.28649726284675
4,820.2736206054688,2.6547531917393563,344.84475009673315
5,789.477783203125,2.6699178040430986,346.30901578455087
6,760.3963623046875,2.676953221598224,346.65762259285475
7,733.3916015625,2.675979298966846,345.95107195193214
8,708.3072509765625,2.668493436216154,344.4670350933966
9,684.754150390625,2.6572742418720336,342.5146858711596
10,662.4862670898438,2.6411435098728524,339.7837379744069
11,641.0946044921875,2.619581946207854,336.1970872252132
12,620.3822021484375,2.5926302589189687,331.70822063310334
13,600.384033203125,2.56120860107724,326.41803086092204
14,581.18115234375,2.5258411251167114,320.4061458137612
15,562.5850219726562,2.486017334471808,313.57063191890666
16,544.3779296875,2.4445938794625013,306.4654239311285
17,526.68115234375,2.401675650580115,299.1049668186097
18,509.54669189453125,2.3581058985782963,291.631296772317
19,493.13592529296875,2.3139624581983553,284.07181169400246
20,477.4770812988281,2.270301566629938,276.50267670590347
21,462.36724853515625,2.22708623218628,268.9534085414889
22,447.6060791015625,2.1833930579014447,261.26602890500726
23,433.42083740234375,2.138295977288685,253.36040355362184
24,419.8117370605469,2.093362792561119,245.5307047347187
25,406.82342529296875,2.048706627173612,237.76787463382607
26,394.255859375,2.0051886494967475,230.26225593066692
27,381.9700927734375,1.961922907045587,222.85078059446914
28,369.94207763671875,1.9170081766843206,215.18201033068317
29,358.2578125,1.8720239805649197,207.56379769271143
30,346.9501953125,1.8288349704881097,200.21070984675453
31,336.1523132324219,1.7886752795816654,193.3195981271665
32,325.98590087890625,1.7528563666049806,187.08521876701388
33,316.36431884765625,1.7212548973315858,181.5314977469102
34,307.0518493652344,1.693361505202925,176.57278042909502
35,297.92034912109375,1.6682538819030648,172.00844355547997
36,289.2830810546875,1.6450126678271562,167.74558892454934
37,281.1720275878906,1.624967703216933,164.07078407994823
38,273.45574951171875,1.6085086690797912,161.10832825830994
39,266.0575256347656,1.5957066563270104,158.89176561007753
40,259.0145568847656,1.5868025865248983,157.4724649558657
41,252.4571075439453,1.580985836714394,156.6658603743299
42,246.3135528564453,1.5780321648967928,156.4676430432237
43,240.5233154296875,1.5744038234004483,156.10239617836578
44,235.08016967773438,1.570752074829782,155.63544447704226
45,230.0561065673828,1.569054280057574,155.50818002769802
46,225.48558044433594,1.568515928193868,155.59198220665075
47,221.24546813964844,1.5696738740277734,155.94930667202198
48,217.25559997558594,1.5694263371706838,156.10799209007428
49,213.56130981445312,1.5650673147556287,155.5858394105103
