column,protocol,method,V1_rmse_mean,V1_rmse_std,V1_rmse_median,V1_rmse_per_seed,V1_mae_mean,V1_mae_std,V1_mae_median,V1_mae_per_seed,V1_r2_mean,V1_r2_std,V1_r2_median,V1_r2_per_seed,V2_rmse_mean,V2_rmse_std,V2_rmse_median,V2_rmse_per_seed,V2_mae_mean,V2_mae_std,V2_mae_median,V2_mae_per_seed,V2_r2_mean,V2_r2_std,V2_r2_median,V2_r2_per_seed,combined_normalized_rmse_mean,combined_normalized_rmse_std,combined_normalized_rmse_median,combined_normalized_rmse_per_seed,normalized_rmse_mean,normalized_rmse_std,normalized_rmse_median,normalized_rmse_per_seed,nrmse_mean,nrmse_std,nrmse_median,nrmse_per_seed,combined_nrmse_mean,combined_nrmse_std,combined_nrmse_median,combined_nrmse_per_seed,all_outputs_finite_mean,all_outputs_finite_std,all_outputs_finite_median,all_outputs_finite_per_seed
25g,row,HIER_CW_ENDPOINT_ALIGNED_CORRECTED,8.00092004561473,2.256272426812852,7.252687776960611,"[10.513183779935664, 7.252687776960611, 5.366030738507126, 10.192751839629704, 6.679946093040541]",4.529859347237759,0.4467837346275404,4.478064430189251,"[5.04435671348954, 4.817832777681363, 3.8660888034878704, 4.442954011340769, 4.478064430189251]",0.19833522697272102,0.5657014703117633,0.51130380301821,"[-0.5260147751914772, 0.51130380301821, 0.6743043331341414, -0.29699640016627193, 0.6290791740690028]",11.02369542795071,2.517355788983672,9.387012519985452,"[13.522982676583624, 9.387012519985452, 8.933152169482721, 14.014518360717474, 9.260811412984275]",7.109033150165168,0.608776339066014,6.942267112252252,"[7.891308737960304, 6.714549453822853, 6.42292274393641, 7.57411770285402, 6.942267112252252]",0.5321150671913588,0.19593147759515236,0.6556569865596986,"[0.31237101514734233, 0.6556569865596986, 0.6884345708673725, 0.3235015091407183, 0.6806112542416624]",0.8670546218311429,0.22754581781088043,0.7707558695043915,"[1.1152791142156986, 0.7707558695043915, 0.6214988086106306, 1.1029973874569394, 0.7247419293680547]",0.8670546218311429,0.22754581781088043,0.7707558695043915,"[1.1152791142156986, 0.7707558695043915, 0.6214988086106306, 1.1029973874569394, 0.7247419293680547]",0.8505455804905522,0.2196215886092501,0.7521639284651545,"[1.0876911042921416, 0.7521639284651545, 0.6183313701945148, 1.0826456367638957, 0.7118958627370541]",0.8505455804905522,0.2196215886092501,0.7521639284651545,"[1.0876911042921416, 0.7521639284651545, 0.6183313701945148, 1.0826456367638957, 0.7118958627370541]",1.0,0.0,1.0,"[true, true, true, true, true]"
25g,row,HIER_CW_SEPARATE_LAMBDA_LEGACY_OBJECTIVE,8.021631502891058,2.303836259065209,7.168751319961317,"[10.598810838221866, 7.168751319961317, 5.388600386252651, 10.280940468713712, 6.6710545013057505]",4.550239328850273,0.44770149201875364,4.5013465371128145,"[5.056689447946881, 4.831876602656618, 3.8721453569619477, 4.5013465371128145, 4.4891386995731]",0.19073274253640723,0.5798305779427056,0.5225498587004971,"[-0.5509739668817812, 0.5225498587004971, 0.6715588045580465, -0.3195369566061801, 0.6300659729114539]",11.06353700086368,2.581913907799155,9.481595881565886,"[13.626468088052116, 9.481595881565886, 8.875625909689587, 14.124504429713335, 9.209490695297479]",7.1304208939930165,0.6236783916796669,6.943408463695181,"[7.903493855233288, 6.80231646426935, 6.375998880816418, 7.626886805950842, 6.943408463695181]",0.5279813212034072,0.20213845036073244,0.6486828395460018,"[0.3018065048596855, 0.6486828395460018, 0.6924343872919205, 0.3128415099971976, 0.6841413643222307]",0.869484604966576,0.23314029575736636,0.766661068984197,"[1.1242066676889908, 0.766661068984197, 0.6214768904079405, 1.1122637052453548, 0.7228146925063966]",0.869484604966576,0.23314029575736636,0.766661068984197,"[1.1242066676889908, 0.766661068984197, 0.6214768904079405, 1.1122637052453548, 0.7228146925063966]",0.8530989399710756,0.2250509576274288,0.7497794441464467,"[1.0963430569691748, 0.7497794441464467, 0.6179743761873384, 1.0916623114520787, 0.7097355111003391]",0.8530989399710756,0.2250509576274288,0.7497794441464467,"[1.0963430569691748, 0.7497794441464467, 0.6179743761873384, 1.0916623114520787, 0.7097355111003391]",1.0,0.0,1.0,"[true, true, true, true, true]"
25g,row,HIER_CW_SHARED_LAMBDA_CORRECTED,8.008652907527091,2.3294678380576777,7.211193199790533,"[10.62894733393563, 7.211193199790533, 5.388600386252651, 10.280940468713712, 6.533583148942936]",4.521092862090997,0.44583213552387374,4.5013465371128145,"[5.039050461470422, 4.813142321965496, 3.8721453569619477, 4.5013465371128145, 4.379779632944305]",0.1908500970411346,0.5847541916685491,0.5168797312925775,"[-0.5598065372949115, 0.5168797312925775, 0.6715588045580465, -0.3195369566061801, 0.6451554432561406]",11.030658392976019,2.6037426582303564,9.428123939913092,"[13.611237992493095, 9.428123939913092, 8.875625909689587, 14.124504429713335, 9.113799693070979]",7.113326321128009,0.6364174609445846,6.895009484352394,"[7.912006223134795, 6.756730211385598, 6.375998880816418, 7.626886805950842, 6.895009484352394]",0.5303895131685155,0.20356764538896532,0.652634208015288,"[0.3033663531051195, 0.652634208015288, 0.6924343872919205, 0.3128415099971976, 0.6906711074330516]",0.8677430409723261,0.23550089745811603,0.7685882371463578,"[1.1261393440254825, 0.7685882371463578, 0.6214768904079405, 1.1122637052453548, 0.7102470280364946]",0.8677430409723261,0.23550089745811603,0.7685882371463578,"[1.1261393440254825, 0.7685882371463578, 0.6214768904079405, 1.1122637052453548, 0.7102470280364946]",0.851252822663316,0.22724228018159018,0.7508095276107285,"[1.097781678466079, 0.7508095276107285, 0.6179743761873384, 1.0916623114520787, 0.6980362196003551]",0.851252822663316,0.22724228018159018,0.7508095276107285,"[1.097781678466079, 0.7508095276107285, 0.6179743761873384, 1.0916623114520787, 0.6980362196003551]",1.0,0.0,1.0,"[true, true, true, true, true]"
25g,row,M3_CENTER_WIDTH_FULL,8.080615139779223,2.351992730361982,7.21242390307992,"[10.986362847328621, 7.21242390307992, 5.472436603121068, 10.092911030928192, 6.63894131443831]",4.62139721461979,0.5389039828214476,4.414072331290106,"[5.4142637985796025, 4.870801950780188, 4.004827932700317, 4.414072331290106, 4.403020059748741]",0.17468179932829062,0.606460098244153,0.5167148131093029,"[-0.6664723131940817, 0.5167148131093029, 0.6612594826208592, -0.2717119704281381, 0.6336189845335108]",11.645691075973948,2.6918568699286625,10.71244801116958,"[15.099831027685127, 9.445683976910985, 9.109237780886627, 13.861254583217427, 10.71244801116958]",7.5706284157173,0.9154953096798965,7.503441864670529,"[8.53865586981816, 6.7419295060758335, 6.606766670188477, 7.503441864670529, 8.462348167833502]",0.4761762461648126,0.22923474839406496,0.5726349695036282,"[0.14265944810495212, 0.6513390539323753, 0.6760306857925604, 0.33821707349054686, 0.5726349695036282]",0.8885986662449517,0.23834139529552062,0.769098170069377,"[1.1887330467158324, 0.769098170069377, 0.633793513722759, 1.0918003947799837, 0.7595682059368063]",0.8885986662449517,0.23834139529552062,0.769098170069377,"[1.1887330467158324, 0.769098170069377, 0.633793513722759, 1.0918003947799837, 0.7595682059368063]",0.8749474544599781,0.2309254772340644,0.7544416781351486,"[1.1667584556084933, 0.7514337609001829, 0.6305597911343575, 1.0715435865217078, 0.7544416781351486]",0.8749474544599781,0.2309254772340644,0.7544416781351486,"[1.1667584556084933, 0.7514337609001829, 0.6305597911343575, 1.0715435865217078, 0.7544416781351486]",1.0,0.0,1.0,"[true, true, true, true, true]"
25g,row,OLD_HIER_REFERENCE,8.131997168232036,2.556219991031667,7.2677545871349905,"[11.1108275962225, 7.2677545871349905, 5.32146860395472, 10.526361802329081, 6.4335732515188875]",4.518097828747608,0.534027588630236,4.548268541089906,"[5.173687804168085, 4.7885183869338785, 3.740203263107443, 4.548268541089906, 4.339811148438732]",0.1514330855653692,0.6480897764918124,0.5092712487037443,"[-0.7044452032449906, 0.5092712487037443, 0.6796913428027285, -0.38328750974708625, 0.65593554931245]",11.23130152549043,2.906420990193905,9.523017377871808,"[14.136364175572096, 9.523017377871808, 8.623942411688782, 14.641986236804458, 9.231197425515004]",7.213245361016118,0.775670182388335,7.168506004078904,"[7.985449979187299, 6.862655588773307, 6.126357676485225, 7.923257556555859, 7.168506004078904]",0.5096064426430249,0.2335109075111915,0.6456065918529627,"[0.24857672866935498, 0.6456065918529627, 0.7096301671295505, 0.26156807088052114, 0.6826506546827349]",0.881819270780263,0.26012757703625095,0.7751140998492767,"[1.175049376902559, 0.7751140998492767, 0.6098548980347139, 1.1432636657046187, 0.7058143134101469]",0.881819270780263,0.26012757703625095,0.7751140998492767,"[1.175049376902559, 0.7751140998492767, 0.6098548980347139, 1.1432636657046187, 0.7058143134101469]",0.8653198317376948,0.25123353240385227,0.7573499106620705,"[1.1446912559567037, 0.7573499106620705, 0.605886882459308, 1.123329750712052, 0.6953413588983395]",0.8653198317376948,0.25123353240385227,0.7573499106620705,"[1.1446912559567037, 0.7573499106620705, 0.605886882459308, 1.123329750712052, 0.6953413588983395]",1.0,0.0,1.0,"[true, true, true, true, true]"
25g,row,conditional_EA,8.460570664555206,2.8746608485687446,7.281481858712445,"[13.040940703380588, 7.281481858712445, 6.073606785214805, 9.448845614532237, 6.45797836093595]",4.852943958691683,0.8537800555933021,4.554550348477188,"[6.175252867636812, 5.206917642865397, 4.554550348477188, 4.121364139569787, 4.206634794909231]",0.05616880603457848,0.8423920086118113,0.5074157296284695,"[-1.348053923158417, 0.5074157296284695, 0.5827474384273084, -0.11458546560475447, 0.653320250880286]",12.095896218848873,2.9639715020702218,12.093573294903134,"[16.266213009584114, 9.606112200926685, 9.004931826669138, 13.508650762161295, 12.093573294903134]",7.8762930329298015,1.2672069965601422,7.5330093365459385,"[8.975757992408344, 6.88434240959798, 6.565047250064311, 7.5330093365459385, 9.423308176032435]",0.4309374910219976,0.27049555278449744,0.455333317150303,"[0.005093881486001317, 0.6393949607204639, 0.6834074742489373, 0.3714578215042823, 0.455333317150303]",0.9291058368353425,0.2808167771559182,0.7866341067460443,"[1.3716428888082026, 0.7781293521902711, 0.6737474620689947, 1.0353753743631997, 0.7866341067460443]",0.9291058368353425,0.2808167771559182,0.7866341067460443,"[1.3716428888082026, 0.7781293521902711, 0.6737474620689947, 1.0353753743631997, 0.7866341067460443]",0.9130593062878363,0.26866211304106846,0.7859135223776506,"[1.3334066827995399, 0.7608053233515373, 0.6654627093402319, 1.0197082935702224, 0.7859135223776506]",0.9130593062878363,0.26866211304106846,0.7859135223776506,"[1.3334066827995399, 0.7608053233515373, 0.6654627093402319, 1.0197082935702224, 0.7859135223776506]",1.0,0.0,1.0,"[true, true, true, true, true]"
25g,row,paper_style_current_v2,7.408778452536362,1.415340283695535,7.1011461415706005,"[9.110250888056642, 7.1011461415706005, 5.660511443624723, 8.561660804846218, 6.610322984583623]",4.461541322827197,0.30173526477888046,4.545999385542168,"[4.7527877499999995, 4.545999385542168, 3.958606889534883, 4.4503824324324315, 4.599930156626505]",0.3489682704456159,0.3584998162467804,0.5315126196096889,"[-0.14591103147149265, 0.5315126196096889, 0.6375759461294832, 0.08489294125726432, 0.6367708767031357]",11.111435026814732,2.4986249523801933,9.654902498891754,"[13.812179174374366, 9.190250155537898, 9.037774999359858, 13.862068305909792, 9.654902498891754]",6.967134604367944,0.5869047086112988,7.042253756756757,"[7.042253756756757, 6.66714374698795, 6.132694337209303, 7.608212445945947, 7.3853687349397585]",0.5249340692568047,0.19708581605714637,0.6528498853688852,"[0.2826458777768779, 0.6699413284459579, 0.6810938832002287, 0.3381393714920742, 0.6528498853688852]",0.8257145674304758,0.1644702974066369,0.7546365488755138,"[1.0185480329463346, 0.7546365488755138, 0.6450169608076108, 0.9808366930977654, 0.7295346014251538]",0.8257145674304758,0.1644702974066369,0.7546365488755138,"[1.0185480329463346, 0.7546365488755138, 0.6450169608076108, 0.9808366930977654, 0.7295346014251538]",0.8157003322571554,0.16454888300612328,0.736428365297984,"[1.0076630486086633, 0.736428365297984, 0.6402714064303496, 0.9744041427062262, 0.719734698242554]",0.8157003322571554,0.16454888300612328,0.736428365297984,"[1.0076630486086633, 0.736428365297984, 0.6402714064303496, 0.9744041427062262, 0.719734698242554]",1.0,0.0,1.0,"[true, true, true, true, true]"
25g,row,scale_only,8.754031122429044,2.195550733546254,7.56017641318495,"[11.431547523006685, 7.56017641318495, 6.643961694366093, 10.804877450362499, 7.329592531224995]",5.249917288104161,0.5987543077730616,5.368358625267207,"[6.102125572606909, 5.368358625267207, 4.518832200647591, 5.385633147857933, 4.874636894141167]",0.052278505304416065,0.6362729628741995,0.4689873646790662,"[-0.8042648072010021, 0.4689873646790662, 0.5007019060972202, -0.4574563616840044, 0.5534244246308004]",11.055945781345786,2.243994181885284,9.797024734420472,"[13.065816798566816, 9.737922882654424, 8.82755015743404, 13.851414333653178, 9.797024734420472]",7.305867457084027,0.5931847640190558,7.4772865394669905,"[7.703962856128968, 6.998914785891581, 6.436034280944683, 7.913138822987909, 7.4772865394669905]",0.5329953831295663,0.1702675311453121,0.6294309506234059,"[0.35807791105968967, 0.6294309506234059, 0.6957572857963161, 0.3391563532084021, 0.6425544149600174]",0.924226011630863,0.2186556324497775,0.8023261963546101,"[1.1758507040868664, 0.8023261963546101, 0.7114974237471362, 1.145127325582601, 0.7863284083831014]",0.924226011630863,0.2186556324497775,0.8023261963546101,"[1.1758507040868664, 0.8023261963546101, 0.7114974237471362, 1.145127325582601, 0.7863284083831014]",0.8993369113361789,0.20786911501127064,0.7825892338897347,"[1.131746993648219, 0.7825892338897347, 0.696137510961616, 1.116415031225293, 0.7697957869560318]",0.8993369113361789,0.20786911501127064,0.7825892338897347,"[1.131746993648219, 0.7825892338897347, 0.696137510961616, 1.116415031225293, 0.7697957869560318]",1.0,0.0,1.0,"[true, true, true, true, true]"
40g,compound,CORRECTED_JOINT_FULL128,15.149719645004097,2.286076115716091,14.121481667406012,"[19.065769521336588, 15.156437221545838, 14.104114270157304, 14.121481667406012, 13.30079554457475]",9.688142057061455,0.901786758966344,9.53675655253037,"[10.645742176585886, 10.571063951793848, 9.53675655253037, 8.612468059895743, 9.07467954450143]",0.6959570465279497,0.06580618383066655,0.7269154794265816,"[0.5904970569923574, 0.6732414936455996, 0.7445958224718994, 0.7269154794265816, 0.7445353801033103]",19.547938518557277,2.1427395488003436,19.114696031920058,"[22.98837743634077, 17.247157394023617, 19.826358532879176, 18.56310319762277, 19.114696031920058]",12.937275699018022,0.9648575466027085,12.77148021975791,"[14.202824076123287, 12.77148021975791, 13.55200877476895, 11.728556060110003, 12.431509364329953]",0.7259590580076118,0.03999042084975048,0.731349007933851,"[0.6628114853693491, 0.7742076170721868, 0.7326021012974392, 0.7288250783652327, 0.731349007933851]",1.6098385201271483,0.2141989757744431,1.5370084668494794,"[1.9873689509542132, 1.5573610281186503, 1.5370084668494794, 1.5074892623108855, 1.4599648924025124]",1.6098385201271483,0.2141989757744431,1.5370084668494794,"[1.9873689509542132, 1.5573610281186503, 1.5370084668494794, 1.5074892623108855, 1.4599648924025124]",1.569284102020062,0.20066332133636858,1.498153128242492,"[1.9247772250052826, 1.498153128242492, 1.5115949308247192, 1.4734081147958, 1.4384871112320172]",1.569284102020062,0.20066332133636858,1.498153128242492,"[1.9247772250052826, 1.498153128242492, 1.5115949308247192, 1.4734081147958, 1.4384871112320172]",1.0,0.0,1.0,"[true, true, true, true, true]"
40g,compound,HIER_CW_ENDPOINT_ALIGNED_CORRECTED,15.427865048165026,2.1424091287217473,14.703170338261472,"[19.056873057632064, 15.465235294920836, 14.367290483844656, 14.703170338261472, 13.546756066166093]",9.973461030049068,0.7032023195212372,9.704862652995764,"[10.786116537758083, 10.620643874605891, 9.704862652995764, 9.619758355582928, 9.135923729302668]",0.6849199872311524,0.060932332367664245,0.7039544566916915,"[0.5908791321126529, 0.6597910644733676, 0.7349754499204413, 0.7039544566916915, 0.734999832957609]",20.10344490218962,2.085912136965648,19.74073564336281,"[23.197764833134325, 17.449759683325805, 20.635736279326103, 19.74073564336281, 19.493228071799056]",13.330878735505133,1.0430179202932206,12.680628061725661,"[14.62659991535049, 12.561661496000669, 14.301177780249724, 12.680628061725661, 12.484326424199123]",0.7099535516125062,0.04093763662581686,0.710324332016079,"[0.6566410137131209, 0.7688716951005499, 0.710324332016079, 0.6933273608196675, 0.7206033564131138]",1.6442255367291114,0.19824027543982845,1.5794974551443612,"[1.991384707613083, 1.5859132569077454, 1.5767344525357048, 1.5794974551443612, 1.4875978114446629]",1.6442255367291114,0.19824027543982845,1.5794974551443612,"[1.991384707613083, 1.5859132569077454, 1.5767344525357048, 1.5794974551443612, 1.4875978114446629]",1.6042106444236996,0.18576236720719533,1.5469447661346978,"[1.9307249198805838, 1.524048952690992, 1.5534673344042922, 1.5469447661346978, 1.4658672490079323]",1.6042106444236996,0.18576236720719533,1.5469447661346978,"[1.9307249198805838, 1.524048952690992, 1.5534673344042922, 1.5469447661346978, 1.4658672490079323]",1.0,0.0,1.0,"[true, true, true, true, true]"
40g,compound,HIER_CW_SEPARATE_LAMBDA_LEGACY_OBJECTIVE,15.433698471756362,2.151470035211669,14.690024508107854,"[19.098139086474912, 15.398856862517919, 14.420050320142103, 14.690024508107854, 13.56142158153902]",9.958938232588402,0.7030857611670325,9.753375655405868,"[10.828267916485911, 10.531666116671907, 9.753375655405868, 9.54907873760953, 9.132302736768795]",0.6847490746661992,0.060871743537233014,0.7044835976270961,"[0.5891053812348336, 0.6627052228523248, 0.7330254196663284, 0.7044835976270961, 0.7344257519504128]",20.06508751232869,2.1074828153800174,19.718518213731393,"[23.16716654832033, 17.356944386395785, 20.627821146897688, 19.718518213731393, 19.45498726629825]",13.294668983252521,1.0685437293192726,12.645458893907737,"[14.615562870813214, 12.471614693997225, 14.295565968788415, 12.645458893907737, 12.445142488756021]",0.7110264758443462,0.04153117378271079,0.7105465079074669,"[0.6575462101574354, 0.7713238996446486, 0.7105465079074669, 0.6940172686074895, 0.7216984929046903]",1.6437382565802754,0.19969103224798232,1.5787250718549053,"[1.9938776070766653, 1.5787250718549053, 1.5804083764393806, 1.577974826617794, 1.4877054009126318]",1.6437382565802754,0.19969103224798232,1.5787250718549053,"[1.9938776070766653, 1.5787250718549053, 1.5804083764393806, 1.577974826617794, 1.4877054009126318]",1.6033878376687425,0.18725017790538603,1.545419613296714,"[1.9323917902525485, 1.5169502665777548, 1.5565690138760844, 1.545419613296714, 1.4656085043406113]",1.6033878376687425,0.18725017790538603,1.545419613296714,"[1.9323917902525485, 1.5169502665777548, 1.5565690138760844, 1.545419613296714, 1.4656085043406113]",1.0,0.0,1.0,"[true, true, true, true, true]"
40g,compound,HIER_CW_SHARED_LAMBDA_CORRECTED,15.421180987427078,2.151905451623628,14.690024508107854,"[19.098139086474912, 15.336269440871513, 14.420050320142103, 14.690024508107854, 13.56142158153902]",9.948254083374408,0.6925334413200214,9.753375655405868,"[10.828267916485911, 10.478245370601936, 9.753375655405868, 9.54907873760953, 9.132302736768795]",0.6852963233311483,0.06063586311400549,0.7044835976270961,"[0.5891053812348336, 0.6654414661770707, 0.7330254196663284, 0.7044835976270961, 0.7344257519504128]",20.080075554054773,2.083538485045761,19.718518213731393,"[23.16716654832033, 17.431884595026197, 20.627821146897688, 19.718518213731393, 19.45498726629825]",13.309701042697654,1.054506999984687,12.645458893907737,"[14.615562870813214, 12.546774991222891, 14.295565968788415, 12.645458893907737, 12.445142488756021]",0.7106306912027373,0.040816168824505464,0.7105465079074669,"[0.6575462101574354, 0.769344976436604, 0.7105465079074669, 0.6940172686074895, 0.7216984929046903]",1.643075805274907,0.1999659289520176,1.577974826617794,"[1.9938776070766653, 1.575412815328063, 1.5804083764393806, 1.577974826617794, 1.4877054009126318]",1.643075805274907,0.1999659289520176,1.577974826617794,"[1.9938776070766653, 1.575412815328063, 1.5804083764393806, 1.577974826617794, 1.4877054009126318]",1.6030596939391408,0.18744086369979182,1.545419613296714,"[1.9323917902525485, 1.5153095479297451, 1.5565690138760844, 1.545419613296714, 1.4656085043406113]",1.6030596939391408,0.18744086369979182,1.545419613296714,"[1.9323917902525485, 1.5153095479297451, 1.5565690138760844, 1.545419613296714, 1.4656085043406113]",1.0,0.0,1.0,"[true, true, true, true, true]"
40g,compound,M3_CENTER_WIDTH_FULL,15.99360376769738,2.163184583747823,15.156937699305594,"[19.645757803624257, 15.156937699305594, 16.0666986755239, 15.050277689026318, 14.04834697100684]",10.400114391233732,1.1323776680046251,10.116345651973575,"[12.057693532239956, 10.116345651973575, 10.910481004110133, 9.822366270887349, 9.093685496957647]",0.6623638308133193,0.05727510033405739,0.6732199136313937,"[0.5652036183522395, 0.6732199136313937, 0.6685716473535158, 0.689811582987444, 0.7150123917420038]",21.411090116495146,2.3916406309515943,21.121765930279768,"[24.496485592806366, 18.52754301634526, 23.02927014701426, 19.880385896030077, 21.121765930279768]",14.748912402613621,1.8631336238218572,13.755327582136454,"[16.782574894498534, 13.010985307542283, 16.755876043066092, 13.439798185824753, 13.755327582136454]",0.6713457614443269,0.04722240253952155,0.6719695895149767,"[0.6171191018308746, 0.739438710910306, 0.6392283291899331, 0.6889730757755441, 0.6719695895149767]",1.7177455294905979,0.20956894905023016,1.608938914649534,"[2.0661514432199803, 1.585594442079063, 1.7620381276614463, 1.608938914649534, 1.5660047198429654]",1.7177455294905979,0.20956894905023016,1.608938914649534,"[2.0661514432199803, 1.585594442079063, 1.7620381276614463, 1.608938914649534, 1.5660047198429654]",1.6807787625367023,0.19992713362658537,1.5733135986601008,"[2.0084841960974473, 1.5380065155725562, 1.735744432694426, 1.5733135986601008, 1.548345069658981]",1.6807787625367023,0.19992713362658537,1.5733135986601008,"[2.0084841960974473, 1.5380065155725562, 1.735744432694426, 1.5733135986601008, 1.548345069658981]",1.0,0.0,1.0,"[true, true, true, true, true]"
40g,compound,OLD_HIER_REFERENCE,15.42629375479945,2.1154191667246796,14.690024508107854,"[19.02532257418249, 15.336269440871513, 14.565643431922696, 14.690024508107854, 13.514208818912707]",9.94361794027262,0.7237425032552244,9.839514474654862,"[10.831782330803541, 10.478245370601936, 9.839514474654862, 9.54907873760953, 9.019468787693228]",0.6852073147138777,0.05876193405667151,0.7044835976270961,"[0.5922326884854631, 0.6654414661770707, 0.7276071466010352, 0.7044835976270961, 0.7362716746787239]",20.11299759080132,2.088715647762807,19.718518213731393,"[23.15436116715314, 17.431884595026197, 20.78450985922129, 19.718518213731393, 19.475714118874574]",13.351335901692826,1.1289345679393752,12.645458893907737,"[14.717636927643111, 12.546774991222891, 14.442037306914253, 12.645458893907737, 12.404771388776133]",0.7097049093653419,0.04070307324739324,0.7061324353553249,"[0.6579246802093234, 0.769344976436604, 0.7061324353553249, 0.6940172686074895, 0.7211051862179678]",1.644238778677766,0.19693396144194308,1.577974826617794,"[1.987975163262864, 1.575412815328063, 1.5950637057363228, 1.577974826617794, 1.484767382443785]",1.644238778677766,0.19693396144194308,1.577974826617794,"[1.987975163262864, 1.575412815328063, 1.5950637057363228, 1.577974826617794, 1.484767382443785]",1.6044080395821616,0.1849226878690209,1.545419613296714,"[1.9273729895235925, 1.5153095479297451, 1.570680774506283, 1.545419613296714, 1.463257272654474]",1.6044080395821616,0.1849226878690209,1.545419613296714,"[1.9273729895235925, 1.5153095479297451, 1.570680774506283, 1.545419613296714, 1.463257272654474]",1.0,0.0,1.0,"[true, true, true, true, true]"
40g,compound,conditional_EA,16.371567586286186,2.375872634708675,15.879723244862495,"[20.443269094915095, 15.879723244862495, 16.173766494540754, 14.672108854758237, 14.688970242354353]",10.476350743277814,0.628422308768598,10.306088534270108,"[11.461148557583872, 10.306088534270108, 10.640860375259605, 9.793807101924159, 10.179849147351323]",0.6456537539577905,0.06946424130392173,0.664139679352723,"[0.5291863555284837, 0.6413106264292762, 0.664139679352723, 0.7052039696004446, 0.6884281388780253]",22.261415682225454,1.8455438068765158,22.14098566299989,"[25.015310296347074, 20.69317984503402, 22.95333571346752, 20.50426689327878, 22.14098566299989]",14.917864668906144,0.9770054222025772,14.23984658149106,"[16.12825221848037, 14.215303925169334, 15.835227603965308, 14.23984658149106, 14.17069301542466]",0.6451984049011095,0.029504135578427747,0.6416035523317182,"[0.6007288562399193, 0.6749660706319239, 0.6416035523317182, 0.66914564344845, 0.6395479018535364]",1.7665713618940835,0.21795031066191312,1.6908812451069628,"[2.1391918410859394, 1.6908812451069628, 1.7679993167377697, 1.595904362668837, 1.6388800438709088]",1.7665713618940835,0.21795031066191312,1.6908812451069628,"[2.1391918410859394, 1.6908812451069628, 1.7679993167377697, 1.595904362668837, 1.6388800438709088]",1.7312084882814092,0.20213952906321042,1.6512246011108735,"[2.0752260056896863, 1.6512246011108735, 1.7401767120437337, 1.5687205725395574, 1.6206945500231944]",1.7312084882814092,0.20213952906321042,1.6512246011108735,"[2.0752260056896863, 1.6512246011108735, 1.7401767120437337, 1.5687205725395574, 1.6206945500231944]",1.0,0.0,1.0,"[true, true, true, true, true]"
40g,compound,paper_style_current_v2,16.239652838100447,2.40242515429105,16.352338654264223,"[19.924557720890004, 16.352338654264223, 15.20487135585422, 16.376147155820373, 13.3403493036734]",11.001170568230652,0.7938774633965014,10.879148627906977,"[12.04349392222222, 11.406121353658538, 10.77300191489362, 10.879148627906977, 9.904087022471911]",0.6502713567455283,0.07441506381999614,0.6327515133862532,"[0.5527753533863113, 0.6196421379169037, 0.7031740538543692, 0.6327515133862532, 0.743013725183804]",22.08333889854968,2.7348591695709583,21.72362381863174,"[25.64029662134199, 19.531107017261437, 21.72362381863174, 24.042780987786127, 19.478886047727116]",15.389487642965259,1.5172151086377006,15.718043234042556,"[17.374095833333335, 13.56340087804878, 15.718043234042556, 16.070052325581393, 14.221845943820224]",0.6472129736699785,0.07957443554588789,0.6789766471506486,"[0.5805287258328917, 0.7104470773086343, 0.6789766471506486, 0.5450980841227149, 0.7210143339350028]",1.7525430013242882,0.23603762654989086,1.700389336013973,"[2.1139455742019506, 1.700389336013973, 1.6657447102480285, 1.8105027077504592, 1.4721326784070292]",1.7525430013242882,0.23603762654989086,1.700389336013973,"[2.1139455742019506, 1.700389336013973, 1.6657447102480285, 1.8105027077504592, 1.4721326784070292]",1.7172994853166297,0.22628790681345287,1.6450722355639342,"[2.0617492969507794, 1.6450722355639342, 1.6404503218062476, 1.78690182105365, 1.4523237512085383]",1.7172994853166297,0.22628790681345287,1.6450722355639342,"[2.0617492969507794, 1.6450722355639342, 1.6404503218062476, 1.78690182105365, 1.4523237512085383]",1.0,0.0,1.0,"[true, true, true, true, true]"
