column,protocol,seed,method,V1_rmse,V1_mae,V1_r2,V2_rmse,V2_mae,V2_r2,combined_normalized_rmse,normalized_rmse,nrmse,combined_nrmse,all_outputs_finite
25g,compound,536279090,HIER_CW_SHARED_LAMBDA_CORRECTED,5.778571109618794,3.927285162454272,0.5630270483127755,7.922037565149006,6.217356727117177,0.7520354458490469,0.6247518642029044,0.6247518642029044,0.6130619655304618,0.6130619655304618,True
25g,compound,536279090,HIER_CW_SEPARATE_LAMBDA_LEGACY_OBJECTIVE,5.778571109618794,3.927285162454272,0.5630270483127755,7.922037565149006,6.217356727117177,0.7520354458490469,0.6247518642029044,0.6247518642029044,0.6130619655304618,0.6130619655304618,True
25g,compound,536279090,HIER_CW_ENDPOINT_ALIGNED_CORRECTED,5.785074596732326,3.939239344826825,0.5620429132787674,7.9317434571176975,6.228638611158184,0.751427473094269,0.6254743717943763,0.6254743717943763,0.6137765068472391,0.6137765068472391,True
25g,compound,536279090,CORRECTED_JOINT_FULL128,6.218072250117242,4.447329596284165,0.4940295434186919,8.357697417944934,6.395245442597805,0.7240127004939465,0.6682030047426928,0.6682030047426928,0.654499878842816,0.654499878842816,True
25g,compound,536279090,M3_CENTER_WIDTH_FULL,5.8478554966256375,3.9620118713777095,0.5524857218231966,7.733379445384753,6.180716349130538,0.7637050453483767,0.6253702621225713,0.6253702621225713,0.6115908644983273,0.6115908644983273,True
25g,compound,536279090,conditional_EA,6.321242856988674,4.20085073184729,0.4771000706700983,10.170147990426667,7.833606694935429,0.5913322616369545,0.7224112330481083,0.7224112330481083,0.7174160503351904,0.7174160503351904,True
25g,compound,536279090,paper_style_current_v2,7.298216560392217,5.105643505263158,0.30297697667678825,9.571471823090397,7.469037031578949,0.6380294317585585,0.7785659423685013,0.7785659423685013,0.7607898558161894,0.7607898558161894,True
25g,compound,536279090,scale_only,6.890786897379408,4.616368860553823,0.3786285859133096,7.883828109730081,6.354028859828371,0.7544216354237376,0.7089578095960976,0.7089578095960976,0.6824487241351906,0.6824487241351906,True
25g,compound,2767143051,OLD_HIER_REFERENCE,5.983554646978793,4.215525350808216,0.698009095929793,8.185530566185342,5.953320039445337,0.8224033495422716,0.6464841078185782,0.6464841078185782,0.634264067167576,0.634264067167576,True
25g,compound,2767143051,HIER_CW_SHARED_LAMBDA_CORRECTED,6.154815009354442,4.255879614687895,0.6804746294335848,8.641421676392266,6.251651599639807,0.8020700580241051,0.670464770596122,0.670464770596122,0.6593101080103357,0.6593101080103357,True
25g,compound,2767143051,HIER_CW_SEPARATE_LAMBDA_LEGACY_OBJECTIVE,6.154815009354442,4.255879614687895,0.6804746294335848,8.641421676392266,6.251651599639807,0.8020700580241051,0.670464770596122,0.670464770596122,0.6593101080103357,0.6593101080103357,True
25g,compound,2767143051,HIER_CW_ENDPOINT_ALIGNED_CORRECTED,6.1309861052396055,4.2537316231513636,0.6829439807918485,8.761545460253867,6.329395375248933,0.7965289909744455,0.6717214498763935,0.6717214498763935,0.661534059531963,0.661534059531963,True
25g,compound,2767143051,CORRECTED_JOINT_FULL128,6.263907992259687,4.322640944023175,0.6690471855887781,8.754127455791396,6.236494707257457,0.7968733845317371,0.6813413300351451,0.6813413300351451,0.6697378449549563,0.6697378449549563,True
25g,compound,2767143051,M3_CENTER_WIDTH_FULL,6.294244470752142,4.356314517343579,0.6658337747376434,8.975071975055227,6.477077387585398,0.7864906091270394,0.6891095822415257,0.6891095822415257,0.6785344887200776,0.6785344887200776,True
25g,compound,2767143051,conditional_EA,7.068383886547529,4.943161739908926,0.5785795610507586,8.77893322211561,6.381602777908242,0.7957205911209413,0.7425896593781075,0.7425896593781075,0.7215569695814761,0.7215569695814761,True
25g,compound,2767143051,paper_style_current_v2,8.17392770481441,6.4825303529411755,0.4364442007382008,10.954907382803041,8.584964838235294,0.6819037701093451,0.8776169529847389,0.8776169529847389,0.8593843027152435,0.8593843027152435,True
25g,compound,2767143051,scale_only,7.395413998411325,5.29303154823409,0.5386820846874859,8.472357425700888,6.375643984185355,0.809739059253814,0.761116940768347,0.761116940768347,0.7327736099025811,0.7327736099025811,True
