column,method,n_seeds,V1_rmse_mean,V1_rmse_std,V1_rmse_median,V1_rmse_min,V1_rmse_max,V1_mae_mean,V1_mae_std,V1_mae_median,V1_mae_min,V1_mae_max,V1_r2_mean,V1_r2_std,V1_r2_median,V1_r2_min,V1_r2_max,V2_rmse_mean,V2_rmse_std,V2_rmse_median,V2_rmse_min,V2_rmse_max,V2_mae_mean,V2_mae_std,V2_mae_median,V2_mae_min,V2_mae_max,V2_r2_mean,V2_r2_std,V2_r2_median,V2_r2_min,V2_r2_max,combined_normalized_rmse_mean,combined_normalized_rmse_std,combined_normalized_rmse_median,combined_normalized_rmse_min,combined_normalized_rmse_max,combined_source_normalized_rmse_mean,combined_source_normalized_rmse_std,combined_source_normalized_rmse_median,combined_source_normalized_rmse_min,combined_source_normalized_rmse_max
25g,P0,5,7.271394495886673,1.3006458413763364,7.141983310699732,5.620018317695493,9.057842765119846,4.3737521586972665,0.335197567243459,4.549596481927711,3.928712808139535,4.685123202702703,0.37792219822889483,0.3334029089607911,0.526108785030494,-0.1327648933483585,0.6427426844703769,10.986593877845795,2.2165839334741575,10.004277437959141,8.959376550070766,13.619053234021155,6.924964239561388,0.5884587921499552,7.078365013513511,6.052483581395349,7.626194674698795,0.5381152616881606,0.17272754201141896,0.6272711731687222,0.30256614327562215,0.6866026076009846,0.6683240060512131,0.12054011461046661,0.6221191285637971,0.5205136918259937,0.8214015335861755,0.8126035800415,0.14780445551250562,0.7586362914561674,0.6400303340613122,1.0097146354212179
25g,P1,5,7.4314148140598375,1.5170993946771232,7.428875763880478,5.381378696916143,9.23834865661954,4.438818086216898,0.4502094928226404,4.676509325301204,3.7571933255813956,4.858287307228916,0.3437080149273439,0.36878036843368717,0.4872718205616581,-0.17836252675079667,0.6724385546687843,10.946496428340618,2.2626390435993566,9.91181102446601,8.596522392444912,13.651967726411685,6.954456982081437,0.6802948920439932,6.983404135135134,5.868728325581396,7.6836345542168685,0.5407260506790867,0.1761054988663656,0.634129364355284,0.299190956969996,0.7114737065298975,0.675683036363799,0.13440007086427658,0.6450062583862889,0.49886749143578313,0.8316574963789766,0.8229982243657779,0.1657149164313968,0.7869289043918589,0.6133295516572962,1.0236481764199996
40g,P0,5,13.745094576043977,2.268047585021307,14.87508586699053,10.548966449552774,16.008712630272218,8.7660900023477,0.6118803071332904,9.021560356321837,7.89236842,9.399874135416667,0.6944658879049517,0.0892565551006192,0.706333244778216,0.5835723781016291,0.8108971215813049,16.403401041668438,2.5317626242915536,16.35557034689959,14.016918217180194,20.263627098230756,11.142238295032566,1.2399422834402756,10.876450632183907,9.838819329999998,13.017810437499998,0.7844107974878478,0.03970718882041309,0.8042174053335155,0.735783479329382,0.8209185725576437,0.4777738187347683,0.08010956492153508,0.491395681973312,0.38666096745456885,0.5803868269672263,1.4297697663620201,0.22578719888654217,1.5302054305114157,1.1358674129770812,1.6906117509299492
40g,P1,5,13.655935930490111,2.450030869140306,14.511875166043634,10.376599517026879,16.198845699277083,8.593208527582377,0.6814090852313309,8.67570195402299,7.61138617,9.517413791666666,0.696813331962063,0.10063887338886943,0.7204993066480143,0.5676251617535961,0.817026401889934,16.33742683493972,2.56793331345422,16.71972727442956,13.751416905479285,20.15789237910211,11.121210923309386,1.3325029144167326,11.351217413793103,9.818974955555555,13.038511927083333,0.7852882416604754,0.04637088603956646,0.811563990439358,0.7311002921048189,0.8232243967735987,0.4750610174951081,0.08377912216753688,0.5031588035423171,0.3822101032724174,0.5826858458653984,1.4213154518175586,0.2420030007505148,1.4955660852095982,1.1207475050122935,1.7027077924050926
