column,outer_seed,method,inner_fold,stage,n_inner_train,n_inner_validation,inner_train_group_hash,inner_validation_group_hash,best_epoch,epochs_run,validation_score,last_20_validation_slope,train_loss,parameter_drift,bn_buffer_drift,trainable_parameter_count,quantile_crossing_count,runtime_seconds,inner_validation_combined_nrmse,epoch_150_validation_score,epoch_300_validation_score,epoch_500_validation_score
40g,2767143051,P1,5,B,288,71,6c552c015beb69594fbd6fb6f1f4a2f279fd9f5db5c0a4ceb3be0d48ec671fd5,3f6ffc6107bd4c9b76ff27bcb9d7f9c7dd08f85dbbbbbfffa5877c0e1803f8fb,138,218,0.5869818801399814,3.8089517420756354e-05,268.7384948730469,1.81358807942604,138.04966455478942,36387,0,368.8122181892395,0.5869818801399814,0.5872056670425724,,
40g,1362771960,P0,1,B,288,73,9b1017ffc630110fddd8ae1c0749b9752e4ac13a864df47ca24ddcd8c105c57c,6f907bea66ef086a7ddb753b3320267678d65559f538c190cf3d051102838082,319,399,0.5160317665473197,4.900190224912311e-05,200.06808471679688,2.6671937460386386,319.0531795623654,36387,0,815.7409977912903,0.5160317665473197,0.540773357010286,0.5162843817078259,
40g,1362771960,P1,1,A,288,73,9b1017ffc630110fddd8ae1c0749b9752e4ac13a864df47ca24ddcd8c105c57c,6f907bea66ef086a7ddb753b3320267678d65559f538c190cf3d051102838082,500,500,1.4380369837675282,-0.0009703797156162,4143.09765625,1.326078663753996,0.0,774,4,1024.649438381195,1.4380369837675282,1.814573162441269,1.6437519930708604,1.4380369837675282
40g,1362771960,P1,1,B,288,73,9b1017ffc630110fddd8ae1c0749b9752e4ac13a864df47ca24ddcd8c105c57c,6f907bea66ef086a7ddb753b3320267678d65559f538c190cf3d051102838082,233,313,0.5089025891179881,6.107161808768846e-05,198.28472900390625,2.115718303527096,233.04948256974723,36387,0,639.1439280509949,0.5089025891179881,0.5163797403063292,0.5111347345339349,
40g,1362771960,P0,2,B,289,72,bd72a192673aba535c5c7d3eec05a6db5913c4e33c811e0b0d618c5f0c83f12b,2b64efe8d70484e19d069e49c8b0f62c25d97939f3f7e9a4edde22af753bd2c0,242,322,0.5322269621869561,6.08566664308909e-05,242.9011993408203,2.475085250656806,242.0556748223577,36387,2,645.2325768470764,0.5322269621869561,0.584577209499894,0.5338710661838971,
40g,1362771960,P1,2,A,289,72,bd72a192673aba535c5c7d3eec05a6db5913c4e33c811e0b0d618c5f0c83f12b,2b64efe8d70484e19d069e49c8b0f62c25d97939f3f7e9a4edde22af753bd2c0,500,500,1.5455521387234896,-0.0009608156498881,4071.72705078125,1.3238481126696329,0.0,774,0,999.532007932663,1.5455521387234896,1.9168174681422785,1.7487222083126996,1.5455521387234896
40g,1362771960,P1,2,B,289,72,bd72a192673aba535c5c7d3eec05a6db5913c4e33c811e0b0d618c5f0c83f12b,2b64efe8d70484e19d069e49c8b0f62c25d97939f3f7e9a4edde22af753bd2c0,195,275,0.5187098767129819,0.000119988826717,229.75979614257812,2.011793152635631,195.0547422499967,36387,0,578.7832968235016,0.5187098767129819,0.5213517581429427,,
40g,1362771960,P0,3,B,289,72,ba37163c53723bea5ce181d01c9314159507479a73e0d522445e9923bf4896b7,8103b7f2e9fcb0ec5489f4096177fa86bfcb0d32bf1180f74444362959e7b17f,500,500,0.4706526629498027,-2.5918680040805072e-05,188.94769287109375,3.1673079711236993,500.0409235791288,36387,0,1097.2107000350952,0.4706526629498027,0.5867879446406239,0.4860936997555689,0.4706526629498027
40g,1362771960,P1,3,A,289,72,ba37163c53723bea5ce181d01c9314159507479a73e0d522445e9923bf4896b7,8103b7f2e9fcb0ec5489f4096177fa86bfcb0d32bf1180f74444362959e7b17f,500,500,1.4738797067151326,-0.0009449484315873,4124.4970703125,1.3275860204693657,0.0,774,4,1217.9023039340973,1.4738797067151326,1.840075017133567,1.6740254093780422,1.4738797067151326
40g,1362771960,P1,3,B,289,72,ba37163c53723bea5ce181d01c9314159507479a73e0d522445e9923bf4896b7,8103b7f2e9fcb0ec5489f4096177fa86bfcb0d32bf1180f74444362959e7b17f,412,492,0.464173106401572,5.393963128966706e-05,150.0261688232422,2.6959896834620793,412.0358357283899,36387,0,1044.7692821025848,0.464173106401572,0.49597582073132,0.4706740318949555,
40g,1362771960,P0,4,B,289,72,5d00e7c8abc81b8c2b36b924b00dc35c298f3ad6381544382aa5bff6c30f75b3,2d602e3306b021ce8a376ddb4affbdedd524d7eb1a75c9cf2e2369dc12ee264a,185,265,0.699730577667813,0.0002203670492785,201.15240478515625,2.2826122715766384,185.05390082069025,36387,16,569.5737817287445,0.699730577667813,0.7164202344747004,,
40g,1362771960,P1,4,A,289,72,5d00e7c8abc81b8c2b36b924b00dc35c298f3ad6381544382aa5bff6c30f75b3,2d602e3306b021ce8a376ddb4affbdedd524d7eb1a75c9cf2e2369dc12ee264a,500,500,1.408637233935574,-0.0009101977717409,4181.11669921875,1.329681826186038,0.0,774,3,1062.1745648384094,1.408637233935574,1.7623919234753342,1.601771348642523,1.408637233935574
40g,1362771960,P1,4,B,289,72,5d00e7c8abc81b8c2b36b924b00dc35c298f3ad6381544382aa5bff6c30f75b3,2d602e3306b021ce8a376ddb4affbdedd524d7eb1a75c9cf2e2369dc12ee264a,83,163,0.6870396300282189,0.0002347175947502,236.09779357910156,1.6559529795990813,83.07401267322234,36387,1,328.2762279510498,0.6870396300282189,0.6928298406714795,,
40g,1362771960,P0,5,B,289,72,6483caf4d3d885ffb9e753fa32314447d44ff985a8491e4049f80b89c0ea57cf,192d54c86a15d81f0243c6423f49c8353390f2a5af174a072f23cef075779081,206,286,0.4007798714108135,0.0003018437292,291.42095947265625,2.393202553505566,206.05543272228985,36387,6,463.6038782596588,0.4007798714108135,0.467226172368299,,
40g,1362771960,P1,5,A,289,72,6483caf4d3d885ffb9e753fa32314447d44ff985a8491e4049f80b89c0ea57cf,192d54c86a15d81f0243c6423f49c8353390f2a5af174a072f23cef075779081,500,500,1.226285816012788,-0.0008163021718927,4401.611328125,1.3268393426068057,0.0,774,6,639.3275091648102,1.226285816012788,1.5414712359740577,1.3988178800048414,1.226285816012788
40g,1362771960,P1,5,B,289,72,6483caf4d3d885ffb9e753fa32314447d44ff985a8491e4049f80b89c0ea57cf,192d54c86a15d81f0243c6423f49c8353390f2a5af174a072f23cef075779081,127,207,0.3748828143378382,0.0003924616170127,305.6248779296875,1.8039548980587057,127.06380211293826,36387,3,261.27195382118225,0.3748828143378382,0.3779209900372329,,
