outer_seed,method,source_round,active_label_count,gradient_block_scale,latent_block_scale,gradient_feature_mean_norm,latent_feature_mean_norm,fused_feature_mean_norm,gradient_effective_rank,latent_effective_rank,fused_effective_rank,gradient_pairwise_kernel_abs_corr,latent_pairwise_kernel_abs_corr,fused_pairwise_kernel_abs_corr,selected_gradient_norm_mean,selected_latent_norm_mean,selected_fused_norm_mean,nearest_L_gradient_distance,nearest_L_latent_distance,nearest_L_fused_distance,gradient_maxdet_overlap_count,gradient_maxdet_overlap_fraction,normalization_scale,selector_seconds,gradient_seconds,latent_seconds,fusion_seconds
157,gradient_latent_fusion_maxdet,0,333,148.34281932681438,71.41693366653884,122.58882141113281,60.15156555175781,0.8477553725242615,24.797112183766334,2.90029950711148,12.560268857773249,0.2359578784211758,0.7438355616335877,0.4945331538157115,435.1039123535156,149.60699462890625,2.564612865447998,262.9705523548778,36.46294381805834,1.3741489892383432,24,0.75,0.9999999999462404,0.3150840839371085,125.45757037500152,0.0,0.0
157,gradient_latent_fusion_maxdet,1,365,197.6329362333017,81.43480303689475,122.3830337524414,59.10594940185547,0.68594890832901,21.762636944183644,2.7344839169939528,10.526360180050656,0.22084060117715634,0.7692263131476362,0.5450882518371519,520.4893188476562,162.82778930664062,2.3603992462158203,232.10360857556316,25.721349090949097,0.9284546073855195,13,0.40625,1.0000000001591234,0.27214304101653397,131.55243437492754,0.0,0.0
157,gradient_latent_fusion_maxdet,2,397,283.8600944609538,88.19757236798465,141.8524169921875,59.06203079223633,0.6039526462554932,19.226781651095457,2.643614764129614,9.311660047019984,0.23775966894408762,0.7887178093707611,0.6006013788187603,618.1143188476562,130.7242889404297,1.8857407569885254,287.1686862471407,21.680874673968688,0.7842292554428697,10,0.3125,0.9999999999639633,0.25978737499099225,138.27759645797778,0.0,0.0
157,gradient_latent_fusion_maxdet,3,429,296.5455968439968,90.4039109140575,130.73822021484375,54.66903305053711,0.5405681729316711,21.197386418886275,2.979409783615252,9.950463747185236,0.21744293268200462,0.7363790561477185,0.5631206281648679,556.1001586914062,144.20425415039062,1.7576367855072021,160.2753398115804,14.982964085031206,0.42570264002903657,3,0.09375,0.9999999999804803,0.2250953329494223,112.47586229199078,0.0,0.0
157,gradient_latent_fusion_maxdet,4,461,315.1523753282674,93.10813055871036,149.40054321289062,49.740474700927734,0.5131379961967468,25.570901103775256,2.982731282619887,12.001479201242406,0.212517571939933,0.7240566552958211,0.5055801228930946,500.8689880371094,115.12261962890625,1.4472463130950928,184.99062257033756,13.794483057092828,0.46451020528328546,5,0.15625,1.0000000001032494,0.33524416701402515,119.84985100000631,0.0,0.0
157,gradient_latent_fusion_maxdet,5,493,323.1305948801265,93.02962024476982,146.7793731689453,48.99946212768555,0.49991074204444885,24.213815774779587,2.8907928532597835,11.44986818110556,0.21525868898832604,0.7373513978891886,0.5219253875537635,477.43780517578125,106.1174545288086,1.3383080959320068,182.4409873855288,14.190154768826865,0.45844734636816026,6,0.1875,0.9999999999604168,0.22454312501940876,95.945568333962,0.0,0.0
157,gradient_latent_fusion_maxdet,6,525,348.06241765367685,95.48591011182883,154.1424560546875,49.16512680053711,0.48760226368904114,25.153697742378295,2.978987925727318,11.535717921676085,0.21274568186328463,0.7363448025879237,0.5239368969911562,520.436767578125,107.32231140136719,1.341620683670044,157.95145733059053,15.801383213939486,0.375286972804164,6,0.1875,0.9999999999058441,0.2330410829745233,114.8934052089462,0.0,0.0
157,gradient_latent_fusion_maxdet,7,557,404.74889148558276,96.46093079249539,153.2593231201172,51.14296340942383,0.4689399003982544,18.548858055636217,2.8212788064800813,8.735514761184005,0.23349626728457576,0.7609157191773641,0.5969740175904829,417.8764343261719,114.65647888183594,1.1329809427261353,89.64921439301298,8.959694074405975,0.18959219515426157,8,0.25,0.9999999999528413,0.19335954205598682,117.07818174990825,0.0,0.0
157,gradient_latent_fusion_maxdet,8,589,397.82618053931316,97.23466874752731,146.48240661621094,50.2612419128418,0.45779117941856384,19.58035714555654,2.772044316339039,9.236002641225031,0.20425956357172637,0.7742564338570193,0.5978594706624558,413.7884521484375,90.21669006347656,0.9969416856765747,151.64603952546037,12.720749646284633,0.31386597648501197,8,0.25,1.0000000000562599,0.24751074996311218,102.57143683300819,0.0,0.0
157,gradient_latent_fusion_maxdet,9,621,338.89024117978437,95.58908246649298,161.40472412109375,47.844478607177734,0.49391451478004456,32.42523121725557,3.033731245073722,14.0166646979006,0.20045961459082579,0.7446255120181328,0.4857394385603752,351.1661682128906,77.27044677734375,0.938308596611023,180.1120720152166,18.70273274957634,0.4374435454341027,5,0.15625,1.0000000000201164,0.08024537505116314,43.070004083099775,0.0,0.0
