seed,column,candidate,alpha,balanced_rmse,mae,mae_guard_limit,mae_guard_pass
769539383,25g,original,0.0,9.177989099749043,5.619397679690199,5.731785633284003,True
769539383,25g,original,0.25,8.980341015648428,5.310661844052904,5.731785633284003,True
769539383,25g,original,0.5,8.92235476645012,5.165370341236029,5.731785633284003,True
769539383,25g,original,0.75,9.006728228290529,5.19101884998786,5.731785633284003,True
769539383,25g,original,1.0,9.229558015257734,5.369262492179449,5.731785633284003,True
769539383,25g,balanced,0.0,9.177989099749043,5.619397679690199,5.731785633284003,True
769539383,25g,balanced,0.25,8.956832566968995,5.395021822007868,5.731785633284003,True
769539383,25g,balanced,0.5,8.800760992582513,5.241442113356671,5.731785633284003,True
769539383,25g,balanced,0.75,8.713272471502817,5.185065872593455,5.731785633284003,True
769539383,25g,balanced,1.0,8.696437142587595,5.2176368241971245,5.731785633284003,True
769539383,40g,original,0.0,16.826453216439283,11.55860479922974,11.789776895214334,True
769539383,40g,original,0.25,16.31968553662863,11.074682009249003,11.789776895214334,True
769539383,40g,original,0.5,15.939211182772665,10.722476211703132,11.789776895214334,True
769539383,40g,original,0.75,15.694218017752856,10.509869252234521,11.789776895214334,True
769539383,40g,original,1.0,15.591094066602427,10.446514824273546,11.789776895214334,True
769539383,40g,balanced,0.0,16.826453216439283,11.55860479922974,11.789776895214334,True
769539383,40g,balanced,0.25,16.538260598977892,11.296471108018428,11.789776895214334,True
769539383,40g,balanced,0.5,16.3337327531535,11.115401244856947,11.789776895214334,True
769539383,40g,balanced,0.75,16.21603570174366,11.000446875012402,11.789776895214334,True
769539383,40g,balanced,1.0,16.187063610366792,10.980883081808555,11.789776895214334,True
1425370602,25g,original,0.0,7.876013984790204,5.409036582899033,5.517217314557014,True
1425370602,25g,original,0.25,7.633209153291706,5.155028469537552,5.517217314557014,True
1425370602,25g,original,0.5,7.564290641353586,5.056221897540362,5.517217314557014,True
1425370602,25g,original,0.75,7.673944818379291,5.122857765748508,5.517217314557014,True
1425370602,25g,original,1.0,7.954790411059177,5.343563450564333,5.517217314557014,True
1425370602,25g,balanced,0.0,7.876013984790204,5.409036582899033,5.517217314557014,True
1425370602,25g,balanced,0.25,7.660533277645184,5.220568313846233,5.517217314557014,True
1425370602,25g,balanced,0.5,7.51177193410013,5.106794044617296,5.517217314557014,True
1425370602,25g,balanced,0.75,7.433736527795847,5.0670791294335356,5.517217314557014,True
1425370602,25g,balanced,1.0,7.428656246062596,5.094883267782072,5.517217314557014,True
1425370602,40g,original,0.0,16.09471960660151,11.118760279561487,11.341135485152718,True
1425370602,40g,original,0.25,15.548633866169263,10.57145607231349,11.341135485152718,True
1425370602,40g,original,0.5,15.249419461379523,10.2214577835555,11.341135485152718,True
1425370602,40g,original,0.75,15.211651311736917,10.07686998914876,11.341135485152718,True
1425370602,40g,original,1.0,15.437248468120432,10.206873996793318,11.341135485152718,True
1425370602,40g,balanced,0.0,16.09471960660151,11.118760279561487,11.341135485152718,True
1425370602,40g,balanced,0.25,15.730536097097996,10.784831043671325,11.341135485152718,True
1425370602,40g,balanced,0.5,15.462147948244583,10.515430188784885,11.341135485152718,True
1425370602,40g,balanced,0.75,15.294599014979982,10.332130176632237,11.341135485152718,True
1425370602,40g,balanced,1.0,15.231217465093527,10.243453810922238,11.341135485152718,True
536279090,25g,original,0.0,7.7727802769037835,5.282761297243333,5.3884165231882,True
536279090,25g,original,0.25,7.525231171206733,5.071174917558564,5.3884165231882,True
536279090,25g,original,0.5,7.476273475854802,5.068042965210217,5.3884165231882,True
536279090,25g,original,0.75,7.629731053584402,5.211072148157623,5.3884165231882,True
536279090,25g,original,1.0,7.973926057650759,5.505745477744022,5.3884165231882,False
536279090,25g,balanced,0.0,7.7727802769037835,5.282761297243333,5.3884165231882,True
536279090,25g,balanced,0.25,7.563857920350479,5.1124666664435106,5.3884165231882,True
536279090,25g,balanced,0.5,7.432922654066082,5.034473211201048,5.3884165231882,True
536279090,25g,balanced,0.75,7.3841242445712325,5.019331915108531,5.3884165231882,True
536279090,25g,balanced,1.0,7.419083614103325,5.085924535791354,5.3884165231882,True
536279090,40g,original,0.0,17.745996651041878,11.981367338524555,12.220994685295047,True
536279090,40g,original,0.25,17.244017642228112,11.457087582851889,12.220994685295047,True
536279090,40g,original,0.5,16.919186547582115,11.165971956629573,12.220994685295047,True
536279090,40g,original,0.75,16.781793232489104,11.056820849744366,12.220994685295047,True
536279090,40g,original,1.0,16.83642706882536,11.10037546993658,12.220994685295047,True
536279090,40g,balanced,0.0,17.745996651041878,11.981367338524555,12.220994685295047,True
536279090,40g,balanced,0.25,17.40194164948589,11.625094609072049,12.220994685295047,True
536279090,40g,balanced,0.5,17.155310354897097,11.371209583196741,12.220994685295047,True
536279090,40g,balanced,0.75,17.010340906077488,11.223129735967753,12.220994685295047,True
536279090,40g,balanced,1.0,16.96963895539656,11.224278159269083,12.220994685295047,True
2767143051,25g,original,0.0,8.943885237198877,5.517258461103877,5.627603630325955,True
2767143051,25g,original,0.25,8.740089144478988,5.287543518414978,5.627603630325955,True
2767143051,25g,original,0.5,8.662644048656942,5.193541860147486,5.627603630325955,True
2767143051,25g,original,0.75,8.714919053959152,5.228793870072276,5.627603630325955,True
2767143051,25g,original,1.0,8.894627303233436,5.425251214964459,5.627603630325955,True
2767143051,25g,balanced,0.0,8.943885237198877,5.517258461103877,5.627603630325955,True
2767143051,25g,balanced,0.25,8.708855987211802,5.312307285939671,5.627603630325955,True
2767143051,25g,balanced,0.5,8.556192993951365,5.191158991229516,5.627603630325955,True
2767143051,25g,balanced,0.75,8.490340450619557,5.170635875995854,5.627603630325955,True
2767143051,25g,balanced,1.0,8.513313095325916,5.234178743219518,5.627603630325955,True
2767143051,40g,original,0.0,17.363963750840046,11.784533691925127,12.02022436576363,True
2767143051,40g,original,0.25,16.838521391912867,11.257876315784372,12.02022436576363,True
2767143051,40g,original,0.5,16.45116839427695,10.836523476795293,12.02022436576363,True
2767143051,40g,original,0.75,16.21180599912718,10.543152636444196,12.02022436576363,True
2767143051,40g,original,1.0,16.1270251229216,10.436013681371621,12.02022436576363,True
2767143051,40g,balanced,0.0,17.363963750840046,11.784533691925127,12.02022436576363,True
2767143051,40g,balanced,0.25,16.987152957108872,11.426244871155744,12.02022436576363,True
2767143051,40g,balanced,0.5,16.727901579948842,11.153670012454851,12.02022436576363,True
2767143051,40g,balanced,0.75,16.59172125432482,11.004336284405527,12.02022436576363,True
2767143051,40g,balanced,1.0,16.581644500063614,10.972837304374004,12.02022436576363,True
1362771960,25g,original,0.0,9.443038020567865,5.86187396535447,5.97911144466156,True
1362771960,25g,original,0.25,9.181910182252027,5.614370101187682,5.97911144466156,True
1362771960,25g,original,0.5,9.014996648682114,5.50342319233995,5.97911144466156,True
1362771960,25g,original,0.75,8.947571570002063,5.500469307616898,5.97911144466156,True
1362771960,25g,original,1.0,8.981875743330104,5.6082445408242165,5.97911144466156,True
1362771960,25g,balanced,0.0,9.443038020567865,5.86187396535447,5.97911144466156,True
1362771960,25g,balanced,0.25,9.172140085894464,5.632702497573068,5.97911144466156,True
1362771960,25g,balanced,0.5,8.972429278326462,5.490930958662781,5.97911144466156,True
1362771960,25g,balanced,0.75,8.848726872029882,5.435525266559161,5.97911144466156,True
1362771960,25g,balanced,1.0,8.804237278658128,5.456567004284219,5.97911144466156,True
1362771960,40g,original,0.0,16.427660362390704,11.221212480687477,11.445636730301226,True
1362771960,40g,original,0.25,16.03643850222209,10.826207370055457,11.445636730301226,True
1362771960,40g,original,0.5,15.771081582131965,10.538852552437442,11.445636730301226,True
1362771960,40g,original,0.75,15.637998218640247,10.367600980204296,11.445636730301226,True
1362771960,40g,original,1.0,15.640565267385687,10.254309211483054,11.445636730301226,True
1362771960,40g,balanced,0.0,16.427660362390704,11.221212480687477,11.445636730301226,True
1362771960,40g,balanced,0.25,16.125515791130972,10.92211262289681,11.445636730301226,True
1362771960,40g,balanced,0.5,15.933065544088462,10.722379425393429,11.445636730301226,True
1362771960,40g,balanced,0.75,15.85430475576512,10.620145032881753,11.445636730301226,True
1362771960,40g,balanced,1.0,15.890923966194887,10.645642308916667,11.445636730301226,True
