outer_seed,E_zero,E_L0_30,E_full_reference,initial_recovery_zero_based,remaining_headroom
42,1.5884982793653897,0.8527040782059807,0.6050224195414573,0.7481568498195118,0.2518431501804882
525,1.4953204847566,0.8627152834119638,0.7883519004459585,0.8948137376733418,0.10518626232665818
1101,1.1424469585607897,0.8247038933609646,0.8647542856410875,1.144225599685534,-0.14422559968553395
