outer_seed,strategy,round,budget_after_reveal,query_rank,sample_id,canonical_smiles
42,pretrained_random,1,40,1,3d5dc8831f4c74f7b7d1,COc1ccc(CCO)cc1
42,pretrained_random,1,40,2,79723584590c0a689474,COc1cc(Br)cc(OC)c1
42,pretrained_random,1,40,3,4afc7ef2732850bea176,CCOC(=O)c1ccccc1
42,pretrained_random,1,40,4,d59d233a1606de5b6deb,CC(C)(O)CCc1ccccc1
42,pretrained_random,1,40,5,614e6d0929b0845d454b,CC(=O)c1ccccc1
42,pretrained_random,1,40,6,147b560e4c606680c7b2,CC(=O)c1ccc2c(c1)OCO2
42,pretrained_random,1,40,7,1c04f02c0ea8c00b358d,OCc1cccc(Br)c1
42,pretrained_random,1,40,8,ec581cec37da9563e756,COc1ccc(CO)cc1
42,pretrained_random,1,40,9,26bb8ff67b7738527484,O=C(c1ccccc1)c1ccc(Cl)cc1
42,pretrained_random,1,40,10,c883df6ea04f89f45f03,ClCCCc1ccccc1
42,pretrained_random,2,50,1,1e8c03a5d84f08329475,BrC(=C(c1ccccc1)c1ccccc1)c1ccccc1
42,pretrained_random,2,50,2,6278b7d64a22dbe3844e,CCOC(=O)/C=C/c1ccccc1
42,pretrained_random,2,50,3,3c7f7a7105a5eb39ca89,C=CC(=O)OCC(CC)CCCC
42,pretrained_random,2,50,4,e2869f5cf5635b6ae9c1,c1ccc(COCc2ccccc2)cc1
42,pretrained_random,2,50,5,ee0eba88726c692c7f0c,C1=Cc2ccccc2C1
42,pretrained_random,2,50,6,ff8745125a0eeb17c1e5,CC(=O)c1ccccc1C
42,pretrained_random,2,50,7,e375bb01e53e46f8faee,O=C1CCCc2ccccc21
42,pretrained_random,2,50,8,543561ac99bc28db6f2f,COC(=O)C(C)(C)Br
42,pretrained_random,2,50,9,afcb9ffea06f12f9e0f5,O=CCCc1ccccc1
42,pretrained_random,2,50,10,6322e8f867a741eed74c,CC(C)(CCl)c1ccccc1
42,pretrained_random,3,60,1,e15e8a4f329d3a08aff9,CCOC(=O)/C=C/c1ccccc1
42,pretrained_random,3,60,2,b566ed83f272904657ba,O=C(/C=C/c1ccccc1)c1ccccc1
42,pretrained_random,3,60,3,bc3f10fed296515e66e5,Cc1ccc(C)cc1
42,pretrained_random,3,60,4,c72867f0f2e38c70aa8c,CCOC(=O)/C=C/c1ccccc1
42,pretrained_random,3,60,5,e7e3cdff8a4b43574b19,CC(C)(C)c1cc(C=O)cc(C(C)(C)C)c1
42,pretrained_random,3,60,6,ffcab07e0d31056e0d4a,CCC(=O)c1cccc(Br)c1
42,pretrained_random,3,60,7,99398d649f02f80651f1,CCOC(=O)c1ccccc1
42,pretrained_random,3,60,8,ee96bcc328a38cb12519,COc1ccc(C)cc1OC
42,pretrained_random,3,60,9,2f612d3ec5e270672ad1,C/C(=N\O)c1ccccc1
42,pretrained_random,3,60,10,212154e56fe15a3333a2,COc1ccc(OC)c(Br)c1
42,pretrained_random,4,70,1,96ccc1b8240fc2e9c1f3,COC(=O)c1ccccc1N
42,pretrained_random,4,70,2,ecc7e2759499addc038f,CC(=O)c1ccc(Br)cc1
42,pretrained_random,4,70,3,d9e344f199dc9a567b5f,CCOC(=O)Cc1ccccc1
42,pretrained_random,4,70,4,2c7e37ef828eb17c78fb,ClCCCc1ccccc1
42,pretrained_random,4,70,5,b7770c04c72527e1d9f6,COC(=O)c1ccc(C(C)(C)C)cc1
42,pretrained_random,4,70,6,6936556d392803de12ed,CC(=O)c1ccc(C)cc1
42,pretrained_random,4,70,7,4365d2fb106c18823aac,CCC(=O)c1cccnc1
42,pretrained_random,4,70,8,2cde006ff48a36a368d2,COc1cc(F)cc(Br)c1
42,pretrained_random,4,70,9,35eae227e68fe7434e68,CC(O)c1ccccc1
42,pretrained_random,4,70,10,41927f703a0632f098fb,CC(=O)CC(=O)c1ccccc1
42,pretrained_random,5,80,1,759d5133ee82740013bf,CCOC(=O)/C=C(/C)N
42,pretrained_random,5,80,2,369517a8e4fab7d4e0e5,Cc1ccc(C)cc1
42,pretrained_random,5,80,3,10d51839b15b94f0ae56,CCOC(=O)/C=C(/C)N
42,pretrained_random,5,80,4,4699975b36aa2351be18,ClCCc1ccccc1
42,pretrained_random,5,80,5,42f031acb8211bfbf67f,COc1ccccc1
42,pretrained_random,5,80,6,b089551184e4d70e386d,C/C(=N\O)c1ccccc1
42,pretrained_random,5,80,7,4c7d7c5f8b0c317c5548,C=CC(=O)OCCCCCCCCCCCC
42,pretrained_random,5,80,8,1773be1aaa4102ae19f0,CC(=O)CC(=O)OC(C)(C)C
42,pretrained_random,5,80,9,c9d7d885160197c7f67c,c1ccc(COCc2ccccc2)cc1
42,pretrained_random,5,80,10,82fa7e7b3bd183853280,CCOC(=O)c1cccnc1
42,pretrained_random,6,90,1,9c357cc9e9b8199eb1e0,O=C(Cc1ccccc1F)C1CC1
42,pretrained_random,6,90,2,a82e55e1cd19814ea307,BrCCCc1ccccc1
42,pretrained_random,6,90,3,bd0519702a5756bc3c94,CCOC(=O)C(Cc1ccccc1)C(C)=O
42,pretrained_random,6,90,4,fdc873b5607287090ff3,CSc1ccc(C=O)cc1
42,pretrained_random,6,90,5,2e10d8b186d86053260f,CCC(=O)c1cccc(Br)c1
42,pretrained_random,6,90,6,ebc9c107c2207e99cf79,CCOC(=O)CC(C)=O
42,pretrained_random,6,90,7,28c4b7ec4bf7f486b68c,CCOC(=O)C(Br)C(=O)OCC
42,pretrained_random,6,90,8,fc58ac30a03fcb0ec051,CCOC(=O)C(Br)C(=O)OCC
42,pretrained_random,6,90,9,155ad3f702726e253c4d,O=CCCc1ccccc1
42,pretrained_random,6,90,10,46ed1e35ca65ace74790,COc1ccc(CO)cc1
42,pretrained_random,7,100,1,768064b2e2a953d147d0,COc1ccc(OC)c(Br)c1
42,pretrained_random,7,100,2,934f00061cc32bab10e8,C=CC(=O)OCCOc1ccccc1
42,pretrained_random,7,100,3,e90e636dced92c2b53d7,O=C(Cc1ccccc1F)C1CC1
42,pretrained_random,7,100,4,2beadb75e05408973f02,CCOC(=O)/C=C/c1ccccc1
42,pretrained_random,7,100,5,d92ef85db0d1c0979197,O=C(Cc1ccccc1)c1ccccc1
42,pretrained_random,7,100,6,b7fa3dd8e6040788ae14,CCOC(=O)c1cccnc1
42,pretrained_random,7,100,7,41921840a5681261ba98,CCOC(=O)C(Cc1ccccc1)C(C)=O
42,pretrained_random,7,100,8,77c599d272254892b6ec,CC1CCC(=O)c2ccccc21
42,pretrained_random,7,100,9,2195290d04210cdb253f,C=CC(=O)OC1CCCCC1
42,pretrained_random,7,100,10,8b67a1246fe892b6581d,CC(C)CCOC(=O)c1ccccc1
42,pretrained_coverage,1,40,1,118d66c0e53f510c51ed,CC(=O)c1ccc2c(c1)Cc1ccccc1-2
42,pretrained_coverage,1,40,2,2cbca950d64fdcd81660,O=Cc1ccc2ccccc2c1Br
42,pretrained_coverage,1,40,3,dc9f747c03c55d77bf72,BrC(=C(c1ccccc1)c1ccccc1)c1ccccc1
42,pretrained_coverage,1,40,4,3b03dfa8ff44ff554734,O=Cc1cc(Br)ccc1O
42,pretrained_coverage,1,40,5,937105af8867732c56ec,O=C(c1ccccc1)c1ccc(Cl)cc1
42,pretrained_coverage,1,40,6,ce61c0bd799e65402b75,CCCC(=O)c1ccc(-c2ccccc2)cc1
42,pretrained_coverage,1,40,7,78b04c44dfa852f4e621,CC(=O)c1ccc2c(c1)OCO2
42,pretrained_coverage,1,40,8,7ba2cf5e6ca289d9810f,CCOC(=O)c1cccnc1
42,pretrained_coverage,1,40,9,f95928e2618ed15e654f,COc1ccc(C=O)cc1
42,pretrained_coverage,1,40,10,d31d42caff135d7154c4,CCOC(=O)/C=C(/C)N
42,pretrained_coverage,2,50,1,07e9bc7a9d27fdd58c2f,O=C(c1ccccc1)c1cccc(C(=O)c2ccccc2)c1
42,pretrained_coverage,2,50,2,bd0519702a5756bc3c94,CCOC(=O)C(Cc1ccccc1)C(C)=O
42,pretrained_coverage,2,50,3,47404d0982a587f0393e,COCCOC(=O)CC(C)=O
42,pretrained_coverage,2,50,4,28c4b7ec4bf7f486b68c,CCOC(=O)C(Br)C(=O)OCC
42,pretrained_coverage,2,50,5,17bdb259a18419ca296f,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1
42,pretrained_coverage,2,50,6,4c6a8ef1c87748df99f2,CCC(=O)c1cccnc1
42,pretrained_coverage,2,50,7,3d5dc8831f4c74f7b7d1,COc1ccc(CCO)cc1
42,pretrained_coverage,2,50,8,454c1ea3beebbec4befe,COc1ccc(C=O)cc1
42,pretrained_coverage,2,50,9,4e6d2ab0e823ac1d4b58,CC(=O)CC(=O)OC(C)(C)C
42,pretrained_coverage,2,50,10,d59d233a1606de5b6deb,CC(C)(O)CCc1ccccc1
42,pretrained_coverage,3,60,1,7e451fd74af5bfa51ac9,O=C(c1ccccc1)c1cccc(C(=O)c2ccccc2)c1
42,pretrained_coverage,3,60,2,9c7a6ce4172638d2abc7,CCOC(=O)CC(C)=O
42,pretrained_coverage,3,60,3,7e19b816ecd8282ce2a1,O=Cc1cc(Br)ccc1O
42,pretrained_coverage,3,60,4,c2bd8e8f13a96726e7fc,COc1ccc(CO)cc1
42,pretrained_coverage,3,60,5,99dd4a9a47de5c84b7c0,O=Cc1ccc(Br)cc1O
42,pretrained_coverage,3,60,6,f248b9b89d62a22b03c3,CCOC(=O)/C=C(/C)N
42,pretrained_coverage,3,60,7,546046afb5114d631360,CC(=O)c1ccc2c(c1)Cc1ccccc1-2
42,pretrained_coverage,3,60,8,9b28c23ad1d4dda9fe1a,CC(O)c1ccccc1
42,pretrained_coverage,3,60,9,f33380e15f0fd8b62027,COC(=O)c1ccccc1O
42,pretrained_coverage,3,60,10,e375bb01e53e46f8faee,O=C1CCCc2ccccc21
42,pretrained_coverage,4,70,1,74097878150c8a5a8d79,COCCOC(=O)CC(C)=O
42,pretrained_coverage,4,70,2,a9656ffd805f80fcf143,C=CC(=O)OCCCCCCCCCCCC
42,pretrained_coverage,4,70,3,8837a8a19c37b63d2e48,O=Cc1ccc(-c2ccccc2)cc1
42,pretrained_coverage,4,70,4,a7f9a08159d001c30f67,BrC(=C(c1ccccc1)c1ccccc1)c1ccccc1
42,pretrained_coverage,4,70,5,f38afd5febe30c01c852,CC1CCC(=O)c2ccccc21
42,pretrained_coverage,4,70,6,226ebdbf914ce9333de8,O=Cc1ccc(Br)cc1O
42,pretrained_coverage,4,70,7,155ad3f702726e253c4d,O=CCCc1ccccc1
42,pretrained_coverage,4,70,8,80e66bd0e8e9450537bb,COCCCCC(=O)c1ccc(C(F)(F)F)cc1
42,pretrained_coverage,4,70,9,0b9968c1280b5e4f726a,C=CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C
42,pretrained_coverage,4,70,10,759d5133ee82740013bf,CCOC(=O)/C=C(/C)N
42,pretrained_coverage,5,80,1,9563dde5c28fb62e4f7e,C=CC(=O)OCCOc1ccccc1
42,pretrained_coverage,5,80,2,82fa7e7b3bd183853280,CCOC(=O)c1cccnc1
42,pretrained_coverage,5,80,3,826e9f40c328ce2478ec,COc1ccc(C)cc1OC
42,pretrained_coverage,5,80,4,06c29062334b43b0d12f,COCCCCC(=O)c1ccc(C(F)(F)F)cc1
42,pretrained_coverage,5,80,5,8cd132f293d2823adc8d,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1
42,pretrained_coverage,5,80,6,194278dd9ee3d2407ed5,C=CC(=O)OCc1ccccc1
42,pretrained_coverage,5,80,7,0ffc20c3f979502b8a09,O=C(CCCCl)c1ccc(F)cc1
42,pretrained_coverage,5,80,8,0dffde5d00d50ee96173,O=Cc1cc(Br)ccc1O
42,pretrained_coverage,5,80,9,adc9f476f8b5d66fa85d,COc1cc(F)cc(Br)c1
42,pretrained_coverage,5,80,10,6f34563b6236c57b9c60,CC(=O)c1ccc2c(c1)OCO2
42,pretrained_coverage,6,90,1,b48dea92ecfc07816494,CCOC(=O)c1cccnc1
