outer_seed,strategy,round,member_seed,fit_seed,frozen_parameters_sha256_before,frozen_parameters_sha256_after,trainable_parameters_sha256_before,trainable_parameters_sha256_after,frozen_unchanged,trainable_changed
42,pretrained_hybrid,3,42,4230042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,65490a87e0885f6a6cd1161b90c871d37157f083e79c13b3b1a6c3c5154d83fc,True,True
42,pretrained_hybrid,3,525,4230525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,61292012a8d16378b3f741fa2a69ac62f743b124d84622d97f688437bd05f41e,True,True
42,pretrained_hybrid,3,1101,4231101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,d1ae2f71b219bc8051de16bafafb91343c6725d52c1bf522a3a8bae35f647c3b,True,True
42,pretrained_hybrid,4,42,4240042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,945d325b0c98d67ac535bfb12ad5687081741d038e26290a236dc8a9228232ad,True,True
42,pretrained_hybrid,4,525,4240525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,51f115ab299b5b9661f7cd398b6023c18d26af76e99f69d2fe471d6111d9c96f,True,True
42,pretrained_hybrid,4,1101,4241101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,75ab4d4c08b67355b7abc0537927b93b89845aa324e0c2cbd35d0259b81be3ff,True,True
42,pretrained_hybrid,5,42,4250042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,be68f181a2156bf22d5cb772c4d8b2c2e36bd7eb02f3abe4f8cf7bf21eda1d7e,True,True
42,pretrained_hybrid,5,525,4250525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,13022f093955756b8cb26a5a47723d755594f27bff7b9265526b6710d2ed450a,True,True
42,pretrained_hybrid,5,1101,4251101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,db0ca61900cbc0031ec313b558a98ccfb302c2c70d787738793d8fba10f05ccc,True,True
42,pretrained_hybrid,6,42,4260042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,5b9749f6a8a60926cf1ad57529cda35ab70880d80b2518a03818cc9093d28a76,True,True
42,pretrained_hybrid,6,525,4260525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,d72a9dc2d199c613efb4d815b262b871d7bb464260175e9cab95716017628752,True,True
42,pretrained_hybrid,6,1101,4261101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,a8b19b25c75648809092e80e4ba59ffa26a809eca128a537a75d765a093a1f1b,True,True
42,pretrained_hybrid,7,42,4270042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,7c41457e32defb6840afce153ffd72d27c5d8722ac9ebd84c33baf6338a88fb6,True,True
42,pretrained_hybrid,7,525,4270525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,1454494443f131e0cbe8e417239ac91d6dd7fb7fa8e2b0d7bd1a030913431827,True,True
42,pretrained_hybrid,7,1101,4271101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,a7172cd2290afc27579eaf7c6369d8687801976631e9adba66cc9f43e77d3a1b,True,True
42,pretrained_quantile_width,1,42,4210042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,dba6916cad6ccc4df436f19ac79020fc4f34591ec8f6a51106db3addad81cbe7,True,True
42,pretrained_quantile_width,1,525,4210525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,5714d4e7fd3f67b0968e8afddd686f4226c967993fa34e06d27e6b7328c98d7c,True,True
42,pretrained_quantile_width,1,1101,4211101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,159fcd4abae65b206ab419e4c77a5459c6ec99cd91fbe788c7bb2fac1652dee5,True,True
42,pretrained_quantile_width,2,42,4220042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,444d90f660b6d4333afd0fe9d12cc41e762743963e477cca96db992ca2c696f8,True,True
42,pretrained_quantile_width,2,525,4220525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,3ac7eb96727e0ce71e8372e13f43ba15932f4ad885552d50e1d3c92fc154af09,True,True
42,pretrained_quantile_width,2,1101,4221101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,03aef49892f74c3eba222d596d32d6ee3d0468e65d116eeeead5f068f904a051,True,True
42,pretrained_quantile_width,3,42,4230042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,171772b7a89400e2c2ff303aad462896bcd5d38172dc8c0f2d2cd86c533006bb,True,True
42,pretrained_quantile_width,3,525,4230525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,62a3867c09c92e88c782eac7d7367edcbfb6e264ca3f8d5e560f8b810dc25596,True,True
42,pretrained_quantile_width,3,1101,4231101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,34932e81fcbab7489cac073396b0b5ebdacedb67be3816fb493e9502f0f0dce8,True,True
42,pretrained_quantile_width,4,42,4240042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,263467516535787130e5c51bffe581d86cca78146550ba447bf294f77cac6ba7,True,True
42,pretrained_quantile_width,4,525,4240525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,1edf5cd1b0412b67ac9afe4aef3259533aca572c14ac385e7cfb2c35d90bd7d8,True,True
42,pretrained_quantile_width,4,1101,4241101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,52cba4757558af400ca07e5a03ce15e47255b458ecf0219f94942dc2ff288b49,True,True
42,pretrained_quantile_width,5,42,4250042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,f94dda9af96520930bc38c1ad5cf18667833cb97612024df4495a6e016d44b7a,True,True
42,pretrained_quantile_width,5,525,4250525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,b8d2f564d54983b978e71b0f169ed6beba5217d4fb0dd332540d78b2ecc18944,True,True
42,pretrained_quantile_width,5,1101,4251101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,0d9df03e1246193d5d8e2c6c89dcf7270b0edc95802a9c7835c570375360d5c3,True,True
42,pretrained_quantile_width,6,42,4260042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,e0179dd14dbeded04f3e77bc9a1b6cd73c500982ef440c9efe001187b049d389,True,True
42,pretrained_quantile_width,6,525,4260525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,e440480dc1e92068fff312c4d1aea2dfa42a53cfb9c246aa98b344bc12177946,True,True
42,pretrained_quantile_width,6,1101,4261101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,5ab0fcece844d587d2bffe391ab86270a9352c51eaae05cf0392516008a1f68a,True,True
42,pretrained_quantile_width,7,42,4270042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,14d074de1b7e42e60bdc631c6f1d1affec5433eaa30cf4d7c6354d9fd0a65144,True,True
42,pretrained_quantile_width,7,525,4270525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,3dbc5f8f20a6a0bb1438fd9b468c6e30322e4e7e90326f73f3b5a03713e4a566,True,True
42,pretrained_quantile_width,7,1101,4271101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,7010e28adef6899f4745d3d26fc919d098bb3c0cce05d80e5499bb42ce119411,True,True
525,pretrained_shared_round0,0,42,52500042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,421590e6a7c9ce77a5bb2f7524e828bd4f0fbb202cadba504866b57fdbe13929,True,True
525,pretrained_shared_round0,0,525,52500525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,0eef0a7868bcb2c3d84b09ece4d69698e9e83d2b9236cf4d949927e4436f2927,True,True
525,pretrained_shared_round0,0,1101,52501101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,c21e75e641d9bc7d9e4bc929eaa94d0cff60e4939b585cf7748757a945e57271,True,True
525,pretrained_random,1,42,52510042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,b2898963eef1d04e46cf1caf8c75a8de5cd802f8764445884ef051762717a3a0,True,True
525,pretrained_random,1,525,52510525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,525137786f567f63459238bd5b571f84bbc70b836e5b7393e199c2040a3ddaa8,True,True
525,pretrained_random,1,1101,52511101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,e777b30ee591ac3d04af1fee4cfb43628597240ccc231ce7c133c5b3f93b9f63,True,True
525,pretrained_random,2,42,52520042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,3df6f14cdc11c3ad2f025157216e2ee8e20a722cea58f80db3b396a53d3e45b2,True,True
525,pretrained_random,2,525,52520525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,b8d75c4b2b439889b191db8b54d8cb78130442ddc6305790b4445d74124b5561,True,True
525,pretrained_random,2,1101,52521101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,b3787a9e52f5f4557e9feae4bb6eb8c6c23371ec9e7c08897cf76eaf106bc746,True,True
525,pretrained_random,3,42,52530042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,b10286267296f29568e7ce9719cf8b4ae7f4269a14e692389df67c922797d5ff,True,True
525,pretrained_random,3,525,52530525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,7543e9bf3456dc3ab8a3f9cd5842b07653667db01c805442012407a38dc70278,True,True
525,pretrained_random,3,1101,52531101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,8740ba75f6bc2f2e14ead77b1c82f63538b05c6ed72b8722959aeddb02753f87,True,True
525,pretrained_random,4,42,52540042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,581e73b6cf7e9cb422b533bd161ce4d818ee2fc868acd41b575e282212ee4e71,True,True
525,pretrained_random,4,525,52540525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,9af0655c683d304996fc8524777d95d80b321283426cc4d5ab6a8f9c46b1e164,True,True
525,pretrained_random,4,1101,52541101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,eb9ff06ea3ba346f80d0025f19050fcf08925b6bea56a70f6a42be75fc075a1f,True,True
525,pretrained_random,5,42,52550042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,2c28065bd47ad0cc948e0e595457f9cd7d9b34a5ba23f0ff594ecd012c07c85c,True,True
525,pretrained_random,5,525,52550525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,a57cd2cc471778e01d1db23ed7a5d13938ae9722978dd39438f776e255ac0f24,True,True
525,pretrained_random,5,1101,52551101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,92cb2fae7bc3745e9649da3f24d69533934eabad5546b857858add3ccc8d5269,True,True
525,pretrained_random,6,42,52560042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,f31a888c56687bf27f5a5821a2e12b381e6467c54c147a68956a64594619c768,True,True
525,pretrained_random,6,525,52560525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,b68d0ecc930d68d4100f77a26745730d25a9aa817817e47a8b607c6aec32f307,True,True
525,pretrained_random,6,1101,52561101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,32878e285cd9909e78378c6968ee67d4e723066dd822d8ae69d7867f0a59ea1a,True,True
525,pretrained_random,7,42,52570042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,49efb0bc32fa2b1681a91fad959e4c4ba32d9f47d23f2b5921cdf6063e9f288f,True,True
525,pretrained_random,7,525,52570525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,8415117c1350cb06ea3c6c6188814d61fe62c0c7956b0b41e9e763d105982c03,True,True
525,pretrained_random,7,1101,52571101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,c002b76c23837bac42d3ad165a518389e4dcba665c61c328ad513493768184d8,True,True
525,pretrained_coverage,1,42,52510042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,00187f53da6a7cf508349a03b7dc756a5a6eb146e88d2654844c604396b38fd9,True,True
525,pretrained_coverage,1,525,52510525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,6718a151552a3b71f652ee82094472cfa52b439d15d4eea305b9ec7f6c1fe8d1,True,True
525,pretrained_coverage,1,1101,52511101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,0e357358c5dd6440539a955f163d3a26ab858420a734d76e4b3b0edde404ec6c,True,True
525,pretrained_coverage,2,42,52520042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,a42eb54be96131f7504a75c7584b0e1b2d97be3f2f3293fa42323f6451c50496,True,True
525,pretrained_coverage,2,525,52520525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,2338750a174a23072b35215543e4d76d974b2c1caf0b8ca2131ce8f7e1e9a743,True,True
525,pretrained_coverage,2,1101,52521101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,c5508f7747396a8971e1ca40e1c98c4aa793d9ea8447e95d0cfa6acfa22d33fc,True,True
525,pretrained_coverage,3,42,52530042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,1f51828118f5fafdf3aa654d8ae7d42133760895994e2ac5e7b1eac7a63524fa,True,True
525,pretrained_coverage,3,525,52530525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,36aea02d07324ffecfa9dfb056cd14d12e3104d15f553f5f91d005d2cfe16354,True,True
525,pretrained_coverage,3,1101,52531101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,259d86fae63b0bdc0e3a0a03b457f3f47c5eff0c94c9e86eb7bc44eec47d4a53,True,True
525,pretrained_coverage,4,42,52540042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,1e1210895d091e0a79ab8f8280bdb8baa33433e3002145795a387b9b1f6aba35,True,True
525,pretrained_coverage,4,525,52540525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,b10100097663cd7119ccbfbdc7c8f5f21cf8700441c2bb39d2786b2ffc3ee5b9,True,True
525,pretrained_coverage,4,1101,52541101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,9938596790c6f4fa549d97a2cab3930d09b53526580cb0392e2f320d1a91de47,True,True
