outer_seed,strategy,round,member_seed,fit_seed,frozen_parameters_sha256_before,frozen_parameters_sha256_after,trainable_parameters_sha256_before,trainable_parameters_sha256_after,frozen_unchanged,trainable_changed
42,pretrained_random,3,525,4230525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,a792da68e0cd325ce8c3d426dfeee2f5648627a5f73da0c03543d037afbf7aeb,True,True
42,pretrained_random,3,1101,4231101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,47ab643c1db27dfccc9c643027c675c3c30c16b7061190a525cd4be48f507fb2,True,True
42,pretrained_random,4,42,4240042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,a6dbe16e2839533fec8fd4f8d54b7510fb8ab8326d6acad9ba1c3546c2457308,True,True
42,pretrained_random,4,525,4240525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,78b519a274f9d0180a0ef1f97469497f978f5edd365a54dfacd0b8e3719094f0,True,True
42,pretrained_random,4,1101,4241101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,d6295de166aad8f9d90468f3a4f975cecbe267a0ad2f9962b9e46ef1d537ab37,True,True
42,pretrained_random,5,42,4250042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,25de1b4861af4be7431a35ee9562f53dccf66b8b10dc0422879bcd47b183b5d3,True,True
42,pretrained_random,5,525,4250525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,ef8b6bf75ac2ad416ddb28e7cf1e9a6650fd47564c700e2db2733c0984b8f02a,True,True
42,pretrained_random,5,1101,4251101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,4992ad45ebfc5e8cde04138c1ce06909b98ef5d3cac6e4a7d074b7cf451be2fb,True,True
42,pretrained_random,6,42,4260042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,99e1899896ffe3324113940f07553a2382408e102a356559cf2e7606d2cf065b,True,True
42,pretrained_random,6,525,4260525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,8c7204c4e5d362c5288c1930c7d95073b344fa634df4ea99e55eeb6734fb4a9e,True,True
42,pretrained_random,6,1101,4261101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,830a61d7ee1b8a3acedba2a0313f3ed8ca1a4e4eaf01a7b465f1e9b1846f1021,True,True
42,pretrained_random,7,42,4270042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,de47945bf9d5c53b31c593e09b517a7f9fbfac8e511810a5fffe8f5b397c5b27,True,True
42,pretrained_random,7,525,4270525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,a5b7ab26c9fa809180bc759025d06dc2d7cefc9647b71ef9f3951c20b65e2709,True,True
42,pretrained_random,7,1101,4271101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,8fa1b0b94247e8edcb9339b38b070126cc2f13bd7694fcafa481550022efd26d,True,True
42,pretrained_coverage,1,42,4210042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,3d92ff48fb18eae4e2451e7321202e57520cea26697a8da8bfa90bc1e4c3abec,True,True
42,pretrained_coverage,1,525,4210525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,1a562d3918de898b5af4a84bebfb7d0916530522b49aa2ea4ee0c5232786f307,True,True
42,pretrained_coverage,1,1101,4211101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,c1dbe716bc4433826d4248f67c92e173b3d15457dec37bad9cbf690011f1a547,True,True
42,pretrained_coverage,2,42,4220042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,d010869c240c5906c8227b2ab48ffc4bb77bcff94c65ac2b330b9501f57b9bfa,True,True
42,pretrained_coverage,2,525,4220525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,d85607276bc08a6b72345221e334b3f071e32ca9be88fd95aef1f728589e5507,True,True
42,pretrained_coverage,2,1101,4221101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,2e1c3cbe6d77d0574f8442dd3f3c7bed30efe637c2a322cf13591ff6ebb55286,True,True
42,pretrained_coverage,3,42,4230042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,41ee3a9b5cc5df703601da0c1e9cae754b3d87aec242e96a88396afa77eebe09,True,True
42,pretrained_coverage,3,525,4230525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,b7074cd7c4f5d2044313eff50a35f110bb634c1f2d7f4d240e0d65aba47e7dd3,True,True
42,pretrained_coverage,3,1101,4231101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,3593a5da22879e8a9e1d4ee4770809a36ac0e9294c9e960750c74755f4751d2f,True,True
42,pretrained_coverage,4,42,4240042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,f16c61e5c6bca8087d16abfb3bcbc4f4bfb8adbed04740cccc2d47bc0c034f18,True,True
42,pretrained_coverage,4,525,4240525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,893e2d5a7d9c45a8d5716617af164bb7f80f398a24b12ba7413a568efebfd96b,True,True
42,pretrained_coverage,4,1101,4241101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,2a3018a57ab3aacc2a346cbf754790872a35d98d8d17e38eeb7223e03cd86efd,True,True
42,pretrained_coverage,5,42,4250042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,b57bcbbd3211ec8b598e3ad20f4e049744c235d2350395afc5c99ab9e8b10270,True,True
42,pretrained_coverage,5,525,4250525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,72b089003bff85d0c82576c3e28379ab48e4b079f897496b0606ca10d03b5945,True,True
42,pretrained_coverage,5,1101,4251101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,aaf17c41006dbd7e438eea2f2cc5fb8d4e436f2518f9522468517600b2c7526e,True,True
42,pretrained_coverage,6,42,4260042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,07ead06e20d16978ce188624093d7adad17f8c39a5eaf464b7cf5aefc68bf0c1,True,True
42,pretrained_coverage,6,525,4260525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,4970a5b69ae9f9f789bd13ac879795bf870a743788c5db97e7f0af6fb82dc0ee,True,True
42,pretrained_coverage,6,1101,4261101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,5295cb91bbd794d97fa1937dbe7ab7548fdb02bfd03e7d56ad8ac8b10b6e61e2,True,True
42,pretrained_coverage,7,42,4270042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,4427e6b089befa836c19c0fee0e3382f8d1e3f079a25efc347ae13cb9b381bed,True,True
42,pretrained_coverage,7,525,4270525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,e5bb574f1c7a204f4eac2861c47d0de4b23f231fa991dc79781ede91726ab8da,True,True
42,pretrained_coverage,7,1101,4271101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,362c7e0275d68b39597ca1a9cf5efa922292454731fbdcbf87222c163d7b01d3,True,True
42,pretrained_ensemble,1,42,4210042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,494444d7f0bcab543eabc815a3120371e608962aed7a9eab7ac6d669cc7a48b9,True,True
42,pretrained_ensemble,1,525,4210525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,9806dbd7a2e287f6865eddd0dea8e6c31f934daf121eecb94806dbfe20192480,True,True
42,pretrained_ensemble,1,1101,4211101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,b0d74bbeb02dd9a655de24194ff59d02bb8e16bf6742705dcf4a9d62268ee0ba,True,True
42,pretrained_ensemble,2,42,4220042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,8f730ff430bd42612dd7c3a7571c7fa60e885696897e5ff4db5a7e23d5258055,True,True
42,pretrained_ensemble,2,525,4220525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,a438a2c30eb49cb362abb2fd47d1ed7564e874868229fc39b9e483b1d3909e5f,True,True
42,pretrained_ensemble,2,1101,4221101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,3713a36969f0ce374ada9694f48be47f354ebccc924a87e4e7275dfaad549614,True,True
42,pretrained_ensemble,3,42,4230042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,a41e1a5acd95421eefd700d6cfe4408239075aa19b77fa1fb294a5a7d4941389,True,True
42,pretrained_ensemble,3,525,4230525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,36f8fb98fb8557a93cffb415c3ec701ea46570f0bab52b7e19debdff5736b243,True,True
42,pretrained_ensemble,3,1101,4231101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,e27b668092ae73e58014ff01a103932c7042d106d7fdaca8d71c5e79aec21678,True,True
42,pretrained_ensemble,4,42,4240042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,4a95627e73c2893604266250f6550c2fb7a3d4b5c1e9b794d1532bffd0a83e78,True,True
42,pretrained_ensemble,4,525,4240525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,2613255eb2d265de3a0d21cb4b76fcab83439761de74d9481e59e14f44aaa6db,True,True
42,pretrained_ensemble,4,1101,4241101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,d7699e8111cfbdceb348d9da68c333855b0b2db28d083a57b62cc9106088f7da,True,True
42,pretrained_ensemble,5,42,4250042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,2094a820caf32aae23da2c2c1cbdf0d2f1a30acbe26942fc7a10f6cb442ad1f6,True,True
42,pretrained_ensemble,5,525,4250525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,3e849c51d725fc626b299c488e86d488cf6149ed5bfb184eb462f9b22de6ecae,True,True
42,pretrained_ensemble,5,1101,4251101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,c2510cd4c241721116f21bdb8cb0df22044361d9c9cf917307b0527cfc793272,True,True
42,pretrained_ensemble,6,42,4260042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,7ec6b1093c1aadf0b4cec9b14932f11a2eb5d638f2f3984ef28810069dab1f58,True,True
42,pretrained_ensemble,6,525,4260525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,dc2beded7046662dd37590e3489283736a15b25c7e6b956f50d06978c1242701,True,True
42,pretrained_ensemble,6,1101,4261101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,e6f8296360d3c9748c77253938783767d01b5e58d55b741e7d758e3c0f734899,True,True
42,pretrained_ensemble,7,42,4270042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,469561301ce3ca40e9c85d562dd05a27e0989da5f367f57a36beb70402cf7ec6,True,True
42,pretrained_ensemble,7,525,4270525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,c611733797665f3da4347490e25160e3c84e104e4177a611aec3b53b42622a86,True,True
42,pretrained_ensemble,7,1101,4271101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,b0113ea479886cc047f4e744ddc12a97b1d6ae7d5fc069670f88f8b43a538560,True,True
42,pretrained_hybrid,1,42,4210042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,85651ae44ad936560ce3d99393845553c2bc35756ad43ebf09a970365aab0bc3,True,True
42,pretrained_hybrid,1,525,4210525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,79e192f168534734e448bcb26e0cb27ea4f41ca4598dbd6445f09bf965e7bca4,True,True
42,pretrained_hybrid,1,1101,4211101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,bd1bd30b72ee4b95e993fd96a5ebe3497e578eb6c451238fe2783ff696e55f56,True,True
42,pretrained_hybrid,2,42,4220042,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,abe251db9d22439beeb2b77131f554625cf0d1ee04b2a448a043aa81af397ea7,True,True
42,pretrained_hybrid,2,525,4220525,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,f78aa0d38aa3277400e0143061fe0c4699f5c38756643306cf7e50e7679979cf,True,True
42,pretrained_hybrid,2,1101,4221101,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,3d582805ba86d9d7d4300034ae24c107278ce70748a0e693eff55c88590f54ac,True,True
