strategy,mean_best_epoch,median_best_epoch,max_epoch_fraction,best_epoch_ge_490_fraction
pretrained_coverage,194.31746031746033,161.0,0.06349206349206349,0.015873015873015872
pretrained_ensemble,175.93650793650792,126.0,0.1111111111111111,0.031746031746031744
pretrained_hybrid,224.3015873015873,169.0,0.2222222222222222,0.1111111111111111
pretrained_quantile_width,209.33333333333334,152.0,0.23809523809523808,0.09523809523809523
pretrained_random,70.34920634920636,59.0,0.015873015873015872,0.0
pretrained_shared_round0,96.33333333333333,59.0,0.1111111111111111,0.0
