outer_seed,E_zero,E_L0_30,E_full_reference
42,1.5884982793653897,0.8527040782059807,0.6050224195414573
525,1.4953204847566,0.8627152834119638,0.7883519004459585
1101,1.1424469585607897,0.8247038933609646,0.8647542856410875
