target,alpha_80_mean,alpha_80_std,alpha_80_median,alpha_80_min,alpha_80_max,test_coverage_before_mean,test_coverage_after_mean,test_width_before_mean,test_width_after_mean,test_auce_mean,test_crossing_after_max
V1,3.790270452309469,6.0402204700822715,1.3960693487670844,1.0,16.105985037406484,0.7085291853516295,0.8242427188661309,7.37226023287846,11.51733567508753,0.11157902038781499,0.0
V2,10.919193114795426,22.04888952838899,1.7088011194892475,1.473644934785701,55.9092938673263,0.5193889497050417,0.8544209342001235,6.06331049458121,18.45322471742602,0.047722002463854385,0.0
