CAS,name,Purity,Density g/ml,V/ul,loading solvent,Volume of loading solvent/ul,PE/EA,Flow mL/min,Ending time,column_specs,t1,t2,smiles,verified t1,verified t2,source_row_1based,sample_id,decision,decision_reason,quality_flags,label_source,V1_ml,V2_ml,canonical_smiles
2042-37-7,2-Bromobenzonitrile,0.99,1.496,100,DCM,300,0/1,15,2023-10-22_20-13-04.xlsx,Silica-CS 25g,1312.0,2092.0,C1=CC=C(C(=C1)C#N)Br,1312.0,2092.0,237,8d64ead8cf316b96e0d6,keep,,,verified_t1_t2,16.4,26.15,N#Cc1ccccc1Br
2042-37-7,2-Bromobenzonitrile,0.99,1.496,100,DCM,300,1/1,15,2023-10-22_20-35-59.xlsx,Silica-CS 25g,2360.0,3735.0,C1=CC=C(C(=C1)C#N)Br,2360.0,3735.0,238,cb5f60804cba951b7da8,keep,,,verified_t1_t2,29.5,46.6875,N#Cc1ccccc1Br
2042-37-7,2-Bromobenzonitrile,0.99,1.496,100,DCM,300,2/1,15,2023-10-22_20-44-47.xlsx,Silica-CS 25g,2332.0,4132.0,C1=CC=C(C(=C1)C#N)Br,2332.0,4132.0,239,4227d7870ed2de95a781,keep,,,verified_t1_t2,29.15,51.65,N#Cc1ccccc1Br
2042-37-7,2-Bromobenzonitrile,0.99,1.496,100,DCM,300,5/1,15,2023-10-22_20-51-21.xlsx,Silica-CS 25g,2285.0,3063.0,C1=CC=C(C(=C1)C#N)Br,2285.0,3063.0,240,5476d38b95f7d1750219,keep,,,verified_t1_t2,28.5625,38.2875,N#Cc1ccccc1Br
2042-37-7,2-Bromobenzonitrile,0.99,1.496,100,DCM,300,10/1,15,2023-10-23_10-28-48.xlsx,Silica-CS 25g,4860.0,7161.0,C1=CC=C(C(=C1)C#N)Br,4860.0,7161.0,241,946cb7065423c477d14b,keep,,,verified_t1_t2,60.75,89.5125,N#Cc1ccccc1Br
2042-37-7,2-Bromobenzonitrile,0.99,1.496,100,DCM,300,20/1,15,2023-10-23_10-46-34.xlsx,Silica-CS 25g,6812.0,9476.0,C1=CC=C(C(=C1)C#N)Br,6812.0,9476.0,242,52e2be61dcd145c234c7,keep,,,verified_t1_t2,85.15,118.45,N#Cc1ccccc1Br
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,100,PE,300,0/1,15,2023-10-23_10-59-30.xlsx,Silica-CS 25g,1278.0,2636.0,CC1=CC(=C(C=C1)C=O)C,1278.0,2636.0,243,6eb7cefaca3016db9104,keep,,,verified_t1_t2,15.975,32.95,Cc1ccc(C=O)c(C)c1
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,100,PE,300,1/1,15,2023-10-23_11-06-12.xlsx,Silica-CS 25g,1599.0,2858.0,CC1=CC(=C(C=C1)C=O)C,1599.0,2858.0,244,b1c3449db92f2218ed0b,keep,,,verified_t1_t2,19.9875,35.725,Cc1ccc(C=O)c(C)c1
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,100,PE,300,2/1,15,2023-10-23_11-13-19.xlsx,Silica-CS 25g,1787.0,3101.0,CC1=CC(=C(C=C1)C=O)C,1787.0,3101.0,245,1add73f76baa1763596f,keep,,,verified_t1_t2,22.3375,38.7625,Cc1ccc(C=O)c(C)c1
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,100,PE,300,5/1,15,2023-10-23_11-21-27.xlsx,Silica-CS 25g,2216.0,3725.0,CC1=CC(=C(C=C1)C=O)C,2216.0,3725.0,246,22209a39921025d05f27,keep,,,verified_t1_t2,27.7,46.5625,Cc1ccc(C=O)c(C)c1
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,100,PE,300,10/1,15,2023-10-23_11-31-05.xlsx,Silica-CS 25g,2795.0,4609.0,CC1=CC(=C(C=C1)C=O)C,2795.0,4609.0,247,2b984bba3c30fcfbb2a4,keep,,,verified_t1_t2,34.9375,57.6125,Cc1ccc(C=O)c(C)c1
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,100,PE,300,20/1,15,2023-10-23_11-43-04.xlsx,Silica-CS 25g,3720.0,6040.0,CC1=CC(=C(C=C1)C=O)C,3720.0,6040.0,248,981735d2c190683bd824,keep,,,verified_t1_t2,46.5,75.5,Cc1ccc(C=O)c(C)c1
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,100,PE,300,50/1,15,2023-10-23_12-01-30.xlsx,Silica-CS 25g,6088.0,9897.0,CC1=CC(=C(C=C1)C=O)C,6088.0,9897.0,249,1540d4a811473482ae95,keep,,,verified_t1_t2,76.1,123.7125,Cc1ccc(C=O)c(C)c1
1667-01-2,"2',4',6'-TRIMETHYLACETOPHENONE",0.98,0.975,100,DCM,300,0/1,15,2023-10-23_12-23-48.xlsx,Silica-CS 25g,1496.0,2194.0,CC1=CC(=C(C(=C1)C)C(=O)C)C,1496.0,2194.0,250,753cd2fc30dbdcea5119,keep,,,verified_t1_t2,18.7,27.425,CC(=O)c1c(C)cc(C)cc1C
1667-01-2,"2',4',6'-TRIMETHYLACETOPHENONE",0.98,0.975,100,DCM,300,1/1,15,2023-10-23_12-29-55.xlsx,Silica-CS 25g,1562.0,2544.0,CC1=CC(=C(C(=C1)C)C(=O)C)C,1562.0,2544.0,251,580a7b82d6974cb67c36,keep,,,verified_t1_t2,19.525,31.8,CC(=O)c1c(C)cc(C)cc1C
1667-01-2,"2',4',6'-TRIMETHYLACETOPHENONE",0.98,0.975,100,DCM,300,2/1,15,2023-10-23_12-36-07.xlsx,Silica-CS 25g,1657.0,2592.0,CC1=CC(=C(C(=C1)C)C(=O)C)C,1657.0,2592.0,252,86e21ff3197eeba2986d,keep,,,verified_t1_t2,20.7125,32.4,CC(=O)c1c(C)cc(C)cc1C
1667-01-2,"2',4',6'-TRIMETHYLACETOPHENONE",0.98,0.975,100,DCM,300,5/1,15,2023-10-23_12-43-20.xlsx,Silica-CS 25g,2183.0,3187.0,CC1=CC(=C(C(=C1)C)C(=O)C)C,2183.0,3187.0,253,a441232185bdf31abf6c,keep,,,verified_t1_t2,27.2875,39.8375,CC(=O)c1c(C)cc(C)cc1C
1667-01-2,"2',4',6'-TRIMETHYLACETOPHENONE",0.98,0.975,100,DCM,300,10/1,15,2023-10-23_12-52-18.xlsx,Silica-CS 25g,2771.0,4205.0,CC1=CC(=C(C(=C1)C)C(=O)C)C,2771.0,4205.0,254,49a35ebd436d2cafaee3,keep,,,verified_t1_t2,34.6375,52.5625,CC(=O)c1c(C)cc(C)cc1C
1667-01-2,"2',4',6'-TRIMETHYLACETOPHENONE",0.98,0.975,100,DCM,300,20/1,15,2023-10-23_13-04-12.xlsx,Silica-CS 25g,3861.0,5961.0,CC1=CC(=C(C(=C1)C)C(=O)C)C,3861.0,5961.0,255,3c8588c4a2d63a53f4f3,keep,,,verified_t1_t2,48.2625,74.5125,CC(=O)c1c(C)cc(C)cc1C
1667-01-2,"2',4',6'-TRIMETHYLACETOPHENONE",0.98,0.975,100,DCM,300,50/1,15,2023-10-23_13-24-18.xlsx,Silica-CS 25g,7078.0,10898.0,CC1=CC(=C(C(=C1)C)C(=O)C)C,7078.0,10898.0,256,9dad9b22568c0090adb1,keep,,,verified_t1_t2,88.475,136.225,CC(=O)c1c(C)cc(C)cc1C
55745-70-5,"2,3-Dihydrobenzo[b]furan-5-carbaldehyde",0.98,1.177,100,DCM,300,0/1,15,2023-10-23_14-11-14.xlsx,Silica-CS 25g,1388.0,2609.0,C1COC2=C1C=C(C=C2)C=O,1388.0,2609.0,257,65a397d846c4f44aa77d,keep,,,verified_t1_t2,17.35,32.6125,O=Cc1ccc2c(c1)CCO2
55745-70-5,"2,3-Dihydrobenzo[b]furan-5-carbaldehyde",0.98,1.177,100,DCM,300,1/1,15,2023-10-23_14-19-17.xlsx,Silica-CS 25g,1879.0,3656.0,C1COC2=C1C=C(C=C2)C=O,1879.0,3656.0,258,b15c7c5932df82e45f26,keep,,,verified_t1_t2,23.4875,45.7,O=Cc1ccc2c(c1)CCO2
55745-70-5,"2,3-Dihydrobenzo[b]furan-5-carbaldehyde",0.98,1.177,100,DCM,300,2/1,15,2023-10-23_14-29-42.xlsx,Silica-CS 25g,3005.0,5066.0,C1COC2=C1C=C(C=C2)C=O,3005.0,5066.0,259,6b4e403d992186b3798b,keep,,,verified_t1_t2,37.5625,63.325,O=Cc1ccc2c(c1)CCO2
55745-70-5,"2,3-Dihydrobenzo[b]furan-5-carbaldehyde",0.98,1.177,100,DCM,300,5/1,15,2023-10-23_14-47-23.xlsx,Silica-CS 25g,5597.0,9412.0,C1COC2=C1C=C(C=C2)C=O,5597.0,9412.0,260,58639e0964ff95057729,keep,,,verified_t1_t2,69.9625,117.65,O=Cc1ccc2c(c1)CCO2
55745-70-5,"2,3-Dihydrobenzo[b]furan-5-carbaldehyde",0.98,1.177,100,DCM,300,10/1,15,2023-10-23_15-17-09.xlsx,Silica-CS 25g,8974.0,16548.0,C1COC2=C1C=C(C=C2)C=O,8974.0,16548.0,261,8da48ccc91cc64ca32ce,keep,,,verified_t1_t2,112.175,206.85,O=Cc1ccc2c(c1)CCO2
17610-00-3,"3,5-Bis(tert-butyl)benzaldehyde",0.95,0.9445,100,DCM,300,0/1,15,2023-10-23_15-43-36.xlsx,Silica-CS 25g,1191.0,2327.0,CC(C)(C)C1=CC(=CC(=C1)C=O)C(C)(C)C,1191.0,2327.0,262,a5274a58d3f0cf0e3f93,keep,,,verified_t1_t2,14.8875,29.0875,CC(C)(C)c1cc(C=O)cc(C(C)(C)C)c1
17610-00-3,"3,5-Bis(tert-butyl)benzaldehyde",0.95,0.9445,100,DCM,300,1/1,15,2023-10-23_15-49-49.xlsx,Silica-CS 25g,1571.0,2574.0,CC(C)(C)C1=CC(=CC(=C1)C=O)C(C)(C)C,1571.0,2574.0,263,fa5e68d3df41aa25b412,keep,,,verified_t1_t2,19.6375,32.175,CC(C)(C)c1cc(C=O)cc(C(C)(C)C)c1
17610-00-3,"3,5-Bis(tert-butyl)benzaldehyde",0.95,0.9445,100,DCM,300,2/1,15,2023-10-23_15-56-16.xlsx,Silica-CS 25g,1694.0,2730.0,CC(C)(C)C1=CC(=CC(=C1)C=O)C(C)(C)C,1694.0,2730.0,264,9e9562f9c43965929037,keep,,,verified_t1_t2,21.175,34.125,CC(C)(C)c1cc(C=O)cc(C(C)(C)C)c1
17610-00-3,"3,5-Bis(tert-butyl)benzaldehyde",0.95,0.9445,100,DCM,300,5/1,15,2023-10-23_16-02-33.xlsx,Silica-CS 25g,1578.0,2644.0,CC(C)(C)C1=CC(=CC(=C1)C=O)C(C)(C)C,1578.0,2644.0,265,ba542fa006de647736ee,keep,,,verified_t1_t2,19.725,33.05,CC(C)(C)c1cc(C=O)cc(C(C)(C)C)c1
17610-00-3,"3,5-Bis(tert-butyl)benzaldehyde",0.95,0.9445,100,DCM,300,10/1,15,2023-10-23_16-09-46.xlsx,Silica-CS 25g,1672.0,3189.0,CC(C)(C)C1=CC(=CC(=C1)C=O)C(C)(C)C,1672.0,3189.0,266,ce5a104959c6fc81d2d8,keep,,,verified_t1_t2,20.9,39.8625,CC(C)(C)c1cc(C=O)cc(C(C)(C)C)c1
17610-00-3,"3,5-Bis(tert-butyl)benzaldehyde",0.95,0.9445,100,DCM,300,20/1,15,2023-10-23_16-18-19.xlsx,Silica-CS 25g,1729.0,3986.0,CC(C)(C)C1=CC(=CC(=C1)C=O)C(C)(C)C,1729.0,3986.0,267,a4e2c931c64f6a0d8ae7,keep,,,verified_t1_t2,21.6125,49.825,CC(C)(C)c1cc(C=O)cc(C(C)(C)C)c1
17610-00-3,"3,5-Bis(tert-butyl)benzaldehyde",0.95,0.9445,100,DCM,300,50/1,15,2023-10-23_16-30-53.xlsx,Silica-CS 25g,1825.0,6392.0,CC(C)(C)C1=CC(=CC(=C1)C=O)C(C)(C)C,1825.0,6392.0,268,50fafc1be50cac26b89a,keep,,,verified_t1_t2,22.8125,79.9,CC(C)(C)c1cc(C=O)cc(C(C)(C)C)c1
613-91-2,Acetophenone oxime,0.98,1.11,100,DCM,300,0/1,15,2023-10-23_17-09-17.xlsx,Silica-CS 25g,1286.0,2274.0,C/C(=N\O)/C1=CC=CC=C1,1286.0,2274.0,269,308c85f95609fbc8e81a,keep,,,verified_t1_t2,16.075,28.425,C/C(=N\O)c1ccccc1
613-91-2,Acetophenone oxime,0.98,1.11,100,DCM,300,1/1,15,2023-10-23_17-16-34.xlsx,Silica-CS 25g,2264.0,3218.0,C/C(=N\O)/C1=CC=CC=C1,2264.0,3218.0,270,adfdf7af00470db397a5,keep,,,verified_t1_t2,28.3,40.225,C/C(=N\O)c1ccccc1
613-91-2,Acetophenone oxime,0.98,1.11,100,DCM,300,2/1,15,2023-10-23_17-24-02.xlsx,Silica-CS 25g,2086.0,3320.0,C/C(=N\O)/C1=CC=CC=C1,2086.0,3320.0,271,0fae3a2e89d43a631488,keep,,,verified_t1_t2,26.075,41.5,C/C(=N\O)c1ccccc1
613-91-2,Acetophenone oxime,0.98,1.11,100,DCM,300,5/1,15,2023-10-23_17-34-35.xlsx,Silica-CS 25g,3179.0,5175.0,C/C(=N\O)/C1=CC=CC=C1,3179.0,5175.0,272,a70b91bd9e118f9d5379,keep,,,verified_t1_t2,39.7375,64.6875,C/C(=N\O)c1ccccc1
613-91-2,Acetophenone oxime,0.98,1.11,100,DCM,300,10/1,15,2023-10-23_17-51-56.xlsx,Silica-CS 25g,5401.0,9211.0,C/C(=N\O)/C1=CC=CC=C1,5401.0,9211.0,273,d0496a49f7fd23f198b4,keep,,,verified_t1_t2,67.5125,115.1375,C/C(=N\O)c1ccccc1
613-91-2,Acetophenone oxime,0.98,1.11,100,DCM,300,20/1,15,2023-10-23_18-25-51.xlsx,Silica-CS 25g,10705.0,19006.0,C/C(=N\O)/C1=CC=CC=C1,10705.0,19006.0,274,0330b260cef4af9eee75,keep,,,verified_t1_t2,133.8125,237.575,C/C(=N\O)c1ccccc1
624-38-4,"1,4-Diiodobenzene",0.9966,2.35,100,DCM,900,0/1,15,2023-10-24_10-00-20.xlsx,Silica-CS 25g,1457.0,2357.0,C1=CC(=CC=C1I)I,1457.0,2357.0,275,a298430505de328e9188,keep,,,verified_t1_t2,18.2125,29.4625,Ic1ccc(I)cc1
624-38-4,"1,4-Diiodobenzene",0.9966,2.35,100,DCM,900,1/1,15,2023-10-24_10-07-08.xlsx,Silica-CS 25g,1809.0,2904.0,C1=CC(=CC=C1I)I,1809.0,2904.0,276,f5e17af096e8f118e1e5,keep,,,verified_t1_t2,22.6125,36.3,Ic1ccc(I)cc1
624-38-4,"1,4-Diiodobenzene",0.9966,2.35,100,DCM,900,2/1,15,2023-10-24_10-13-46.xlsx,Silica-CS 25g,1800.0,2844.0,C1=CC(=CC=C1I)I,1800.0,2844.0,277,e5dda09fde0b09fe9260,keep,,,verified_t1_t2,22.5,35.55,Ic1ccc(I)cc1
624-38-4,"1,4-Diiodobenzene",0.9966,2.35,100,DCM,900,5/1,15,2023-10-24_10-20-19.xlsx,Silica-CS 25g,1694.0,2779.0,C1=CC(=CC=C1I)I,1694.0,2779.0,278,b361a3e9c41d8920fc72,keep,,,verified_t1_t2,21.175,34.7375,Ic1ccc(I)cc1
624-38-4,"1,4-Diiodobenzene",0.9966,2.35,100,DCM,900,10/1,15,2023-10-24_10-26-47.xlsx,Silica-CS 25g,1695.0,2726.0,C1=CC(=CC=C1I)I,1695.0,2726.0,279,67afef1bb6672f76770c,keep,,,verified_t1_t2,21.1875,34.075,Ic1ccc(I)cc1
624-38-4,"1,4-Diiodobenzene",0.9966,2.35,100,DCM,900,20/1,15,2023-10-24_10-33-21.xlsx,Silica-CS 25g,1702.0,2752.0,C1=CC(=CC=C1I)I,1702.0,2752.0,280,a06aa3502d2075de7357,keep,,,verified_t1_t2,21.275,34.4,Ic1ccc(I)cc1
624-38-4,"1,4-Diiodobenzene",0.9966,2.35,100,DCM,900,50/1,15,2023-10-24_10-39-59.xlsx,Silica-CS 25g,1693.0,2836.0,C1=CC(=CC=C1I)I,1693.0,2836.0,281,148063cfb761d9e77693,keep,,,verified_t1_t2,21.1625,35.45,Ic1ccc(I)cc1
1126-46-1,METHYL 4-CHLOROBENZOATE,0.9995,1.382,100,DCM,300,0/1,15,2023-10-24_11-04-12.xlsx,Silica-CS 25g,1909.0,3018.0,COC(=O)C1=CC=C(C=C1)Cl,1909.0,3018.0,282,b63870a0c28bf9e15921,keep,,,verified_t1_t2,23.8625,37.725,COC(=O)c1ccc(Cl)cc1
1126-46-1,METHYL 4-CHLOROBENZOATE,0.9995,1.382,100,DCM,300,1/1,15,2023-10-24_11-11-50.xlsx,Silica-CS 25g,2132.0,3446.0,COC(=O)C1=CC=C(C=C1)Cl,2132.0,3446.0,283,32422b9dfef9d069d315,keep,,,verified_t1_t2,26.65,43.075,COC(=O)c1ccc(Cl)cc1
1126-46-1,METHYL 4-CHLOROBENZOATE,0.9995,1.382,100,DCM,300,2/1,15,2023-10-24_11-19-58.xlsx,Silica-CS 25g,2452.0,3742.0,COC(=O)C1=CC=C(C=C1)Cl,2452.0,3742.0,284,fe8cadf409a31731dc9b,keep,,,verified_t1_t2,30.65,46.775,COC(=O)c1ccc(Cl)cc1
1126-46-1,METHYL 4-CHLOROBENZOATE,0.9995,1.382,100,DCM,300,5/1,15,2023-10-24_11-29-26.xlsx,Silica-CS 25g,2869.0,4544.0,COC(=O)C1=CC=C(C=C1)Cl,2869.0,4544.0,285,e43aa137d4ce215b2694,keep,,,verified_t1_t2,35.8625,56.8,COC(=O)c1ccc(Cl)cc1
1126-46-1,METHYL 4-CHLOROBENZOATE,0.9995,1.382,100,DCM,300,10/1,15,2023-10-24_11-38-24.xlsx,Silica-CS 25g,2766.0,4249.0,COC(=O)C1=CC=C(C=C1)Cl,2766.0,4249.0,286,6956bd5a7d4928c77687,keep,,,verified_t1_t2,34.575,53.1125,COC(=O)c1ccc(Cl)cc1
1126-46-1,METHYL 4-CHLOROBENZOATE,0.9995,1.382,100,DCM,300,20/1,15,2023-10-24_11-49-28.xlsx,Silica-CS 25g,3558.0,5483.0,COC(=O)C1=CC=C(C=C1)Cl,3558.0,5483.0,287,fcd3b9f8704b9cc803b6,keep,,,verified_t1_t2,44.475,68.5375,COC(=O)c1ccc(Cl)cc1
1126-46-1,METHYL 4-CHLOROBENZOATE,0.9995,1.382,100,DCM,300,50/1,15,2023-10-24_12-05-43.xlsx,Silica-CS 25g,5492.0,8551.0,COC(=O)C1=CC=C(C=C1)Cl,5492.0,8551.0,288,eb514154432d8b0c05b4,keep,,,verified_t1_t2,68.65,106.8875,COC(=O)c1ccc(Cl)cc1
22502-03-0,2-Methoxyethyl acetoacetate,0.95,1.09,100,DCM,300,0/1,15,2023-10-24_12-30-03.xlsx,Silica-CS 25g,2262.0,4717.0,CC(=O)CC(=O)OCCOC,2262.0,4717.0,289,7beaa11263fd8eb7800a,keep,,,verified_t1_t2,28.275,58.9625,COCCOC(=O)CC(C)=O
22502-03-0,2-Methoxyethyl acetoacetate,0.95,1.09,100,DCM,300,1/1,15,2023-10-24_12-49-31.xlsx,Silica-CS 25g,5242.0,10510.0,CC(=O)CC(=O)OCCOC,5242.0,10510.0,290,17e4d7c5f1bfe3ac4726,keep,,,verified_t1_t2,65.525,131.375,COCCOC(=O)CC(C)=O
22502-03-0,2-Methoxyethyl acetoacetate,0.95,1.09,100,DCM,300,2/1,15,2023-10-24_13-21-32.xlsx,Silica-CS 25g,9234.0,17910.0,CC(=O)CC(=O)OCCOC,9234.0,17910.0,291,d02eb8099f0c243cafa7,keep,,,verified_t1_t2,115.425,223.875,COCCOC(=O)CC(C)=O
91-13-4,"1,2-Bis(bromomethyl)benzene",0.9849,1.96,100,DCM,300,0/1,15,2023-10-24_14-41-12.xlsx,Silica-CS 25g,1443.0,2161.0,C1=CC=C(C(=C1)CBr)CBr,1443.0,2161.0,293,6c998b4ad99c3f47dfe4,keep,,,verified_t1_t2,18.0375,27.0125,BrCc1ccccc1CBr
91-13-4,"1,2-Bis(bromomethyl)benzene",0.9849,1.96,100,DCM,300,1/1,15,2023-10-24_14-46-55.xlsx,Silica-CS 25g,1445.0,2279.0,C1=CC=C(C(=C1)CBr)CBr,1445.0,2279.0,294,96487a04d932bc1d2a3f,keep,,,verified_t1_t2,18.0625,28.4875,BrCc1ccccc1CBr
91-13-4,"1,2-Bis(bromomethyl)benzene",0.9849,1.96,100,DCM,300,2/1,15,2023-10-24_14-52-52.xlsx,Silica-CS 25g,1558.0,2446.0,C1=CC=C(C(=C1)CBr)CBr,1558.0,2446.0,295,c352124342f2d80b8c35,keep,,,verified_t1_t2,19.475,30.575,BrCc1ccccc1CBr
91-13-4,"1,2-Bis(bromomethyl)benzene",0.9849,1.96,100,DCM,300,5/1,15,2023-10-24_14-59-24.xlsx,Silica-CS 25g,1656.0,2758.0,C1=CC=C(C(=C1)CBr)CBr,1656.0,2758.0,296,81853936cfb61b7e96a5,keep,,,verified_t1_t2,20.7,34.475,BrCc1ccccc1CBr
91-13-4,"1,2-Bis(bromomethyl)benzene",0.9849,1.96,100,DCM,300,10/1,15,2023-10-24_15-06-32.xlsx,Silica-CS 25g,1733.0,3107.0,C1=CC=C(C(=C1)CBr)CBr,1733.0,3107.0,297,3c94a271eb872a9ba1fc,keep,,,verified_t1_t2,21.6625,38.8375,BrCc1ccccc1CBr
91-13-4,"1,2-Bis(bromomethyl)benzene",0.9849,1.96,100,DCM,300,20/1,15,2023-10-24_15-14-14.xlsx,Silica-CS 25g,1787.0,3473.0,C1=CC=C(C(=C1)CBr)CBr,1787.0,3473.0,298,29a76f0fa9121d5b9367,keep,,,verified_t1_t2,22.3375,43.4125,BrCc1ccccc1CBr
91-13-4,"1,2-Bis(bromomethyl)benzene",0.9849,1.96,100,DCM,300,50/1,15,2023-10-24_15-23-02.xlsx,Silica-CS 25g,1837.0,4116.0,C1=CC=C(C(=C1)CBr)CBr,1837.0,4116.0,299,f38e3eedf502c14f5878,keep,,,verified_t1_t2,22.9625,51.45,BrCc1ccccc1CBr
93-54-9,1-Phenyl-1-propanol,0.98,0.994,100,DCM,300,0/1,15,2023-10-24_15-39-57.xlsx,Silica-CS 25g,1345.0,2134.0,CCC(C1=CC=CC=C1)O,1345.0,2134.0,300,84542553a0bacc6c5212,keep,,,verified_t1_t2,16.8125,26.675,CCC(O)c1ccccc1
93-54-9,1-Phenyl-1-propanol,0.98,0.994,100,DCM,300,1/1,15,2023-10-24_15-45-14.xlsx,Silica-CS 25g,2136.0,2894.0,CCC(C1=CC=CC=C1)O,2136.0,2894.0,301,b97a3e6b48e855e6b598,keep,,,verified_t1_t2,26.7,36.175,CCC(O)c1ccccc1
93-54-9,1-Phenyl-1-propanol,0.98,0.994,100,DCM,300,2/1,15,2023-10-24_16-23-53.xlsx,Silica-CS 25g,2549.0,3510.0,CCC(C1=CC=CC=C1)O,2549.0,3510.0,302,1281c48bc275aeddf6b8,keep,,,verified_t1_t2,31.8625,43.875,CCC(O)c1ccccc1
93-54-9,1-Phenyl-1-propanol,0.98,0.994,100,DCM,300,5/1,15,2023-10-24_16-36-42.xlsx,Silica-CS 25g,4915.0,6527.0,CCC(C1=CC=CC=C1)O,4915.0,6527.0,303,30c362c14d99ddf834d9,keep,,,verified_t1_t2,61.4375,81.5875,CCC(O)c1ccccc1
93-54-9,1-Phenyl-1-propanol,0.98,0.994,100,DCM,300,10/1,15,2023-10-24_16-58-59.xlsx,Silica-CS 25g,9262.0,12674.0,CCC(C1=CC=CC=C1)O,9262.0,12674.0,304,1f36531025007290ee2a,keep,,,verified_t1_t2,115.775,158.425,CCC(O)c1ccccc1
94-30-4,Ethyl 4-methoxybenzoate,0.98,1.103,100,DCM,300,0/1,15,2023-10-24_17-14-04.xlsx,Silica-CS 25g,1552.0,2994.0,CCOC(=O)C1=CC=C(C=C1)OC,1552.0,2994.0,305,6c3982b4c64da2a42cff,keep,,,verified_t1_t2,19.4,37.425,CCOC(=O)c1ccc(OC)cc1
94-30-4,Ethyl 4-methoxybenzoate,0.98,1.103,100,DCM,300,1/1,15,2023-10-24_17-20-51.xlsx,Silica-CS 25g,1746.0,2946.0,CCOC(=O)C1=CC=C(C=C1)OC,1746.0,2946.0,306,917c18a6904e2edae8af,keep,,,verified_t1_t2,21.825,36.825,CCOC(=O)c1ccc(OC)cc1
94-30-4,Ethyl 4-methoxybenzoate,0.98,1.103,100,DCM,300,2/1,15,2023-10-24_17-28-29.xlsx,Silica-CS 25g,1994.0,3411.0,CCOC(=O)C1=CC=C(C=C1)OC,1994.0,3411.0,307,78584e387fdab3c21204,keep,,,verified_t1_t2,24.925,42.6375,CCOC(=O)c1ccc(OC)cc1
94-30-4,Ethyl 4-methoxybenzoate,0.98,1.103,100,DCM,300,5/1,15,2023-10-24_17-38-02.xlsx,Silica-CS 25g,2722.0,4572.0,CCOC(=O)C1=CC=C(C=C1)OC,2722.0,4572.0,308,278603b410c95702cb79,keep,,,verified_t1_t2,34.025,57.15,CCOC(=O)c1ccc(OC)cc1
94-30-4,Ethyl 4-methoxybenzoate,0.98,1.103,100,DCM,300,10/1,15,2023-10-24_17-50-41.xlsx,Silica-CS 25g,3850.0,6440.0,CCOC(=O)C1=CC=C(C=C1)OC,3850.0,6440.0,309,4c91ef997b48e76d5592,keep,,,verified_t1_t2,48.125,80.5,CCOC(=O)c1ccc(OC)cc1
94-30-4,Ethyl 4-methoxybenzoate,0.98,1.103,100,DCM,300,20/1,15,2023-10-24_18-08-57.xlsx,Silica-CS 25g,5840.0,9776.0,CCOC(=O)C1=CC=C(C=C1)OC,5840.0,9776.0,310,3fd6023191d5e7af29f1,keep,,,verified_t1_t2,73.0,122.2,CCOC(=O)c1ccc(OC)cc1
94-30-4,Ethyl 4-methoxybenzoate,0.98,1.103,100,DCM,300,50/1,15,2023-10-24_18-43-53.xlsx,Silica-CS 25g,11724.0,19644.0,CCOC(=O)C1=CC=C(C=C1)OC,11724.0,19644.0,311,e5b272fb04f203bb5816,keep,,,verified_t1_t2,146.55,245.55,CCOC(=O)c1ccc(OC)cc1
2876-78-0,Methyl naphthalene-1-acetate,0.97,1.142,100,DCM,300,0/1,15,2023-10-24_19-58-50.xlsx,Silica-CS 25g,1358.0,2054.0,COC(=O)CC1=CC=CC2=CC=CC=C21,1358.0,2054.0,312,d4ec9de6a7e30b6b8a7b,keep,,,verified_t1_t2,16.975,25.675,COC(=O)Cc1cccc2ccccc12
2876-78-0,Methyl naphthalene-1-acetate,0.97,1.142,100,DCM,300,1/1,15,2023-10-24_20-05-07.xlsx,Silica-CS 25g,1790.0,2641.0,COC(=O)CC1=CC=CC2=CC=CC=C21,1790.0,2641.0,313,f39fd3d87ccc86474a4f,keep,,,verified_t1_t2,22.375,33.0125,COC(=O)Cc1cccc2ccccc12
2876-78-0,Methyl naphthalene-1-acetate,0.97,1.142,100,DCM,300,2/1,15,2023-10-24_20-12-20.xlsx,Silica-CS 25g,2086.0,3163.0,COC(=O)CC1=CC=CC2=CC=CC=C21,2086.0,3163.0,314,e44e323602e173f8895c,keep,,,verified_t1_t2,26.075,39.5375,COC(=O)Cc1cccc2ccccc12
2876-78-0,Methyl naphthalene-1-acetate,0.97,1.142,100,DCM,300,5/1,15,2023-10-24_20-21-43.xlsx,Silica-CS 25g,3005.0,4467.0,COC(=O)CC1=CC=CC2=CC=CC=C21,3005.0,4467.0,315,8097db6e24570d791c2a,keep,,,verified_t1_t2,37.5625,55.8375,COC(=O)Cc1cccc2ccccc12
