CAS,name,Purity,Density g/ml,V/ul,loading solvent,Volume of loading solvent/ul,PE/EA,Flow mL/min,Ending time,column_specs,t1,t2,smiles,verified t1,verified t2,source_row_1based,sample_id,decision,decision_reason,quality_flags,label_source,V1_ml,V2_ml
403-42-9,4-Fluoroacetophenone,0.99,1.143,100,PE,300,5/1,30,2023-11-21_18-53-20.xlsx,Silica-CS 40g,3081,4605,CC(=O)C1=CC=C(C=C1)F,3081,4605,464,b90bb5a4d4e1ba62ae0e,keep,,,verified_t1_t2,77.025,115.125
403-42-9,4-Fluoroacetophenone,0.99,1.143,100,PE,300,10/1,30,2023-11-21_19-07-10.xlsx,Silica-CS 40g,4896,7206,CC(=O)C1=CC=C(C=C1)F,4896,7206,465,f23c7f476ca0053be87a,keep,,,verified_t1_t2,122.4,180.15
403-42-9,4-Fluoroacetophenone,0.99,1.143,100,PE,300,20/1,30,2023-11-21_19-28-17.xlsx,Silica-CS 40g,8109,11609,CC(=O)C1=CC=C(C=C1)F,8109,11609,466,a580101aa374ce776d9d,keep,,,verified_t1_t2,202.725,290.225
403-42-9,4-Fluoroacetophenone,0.99,1.143,100,PE,300,50/1,30,2023-11-21_20-07-34.xlsx,Silica-CS 40g,16381,22286,CC(=O)C1=CC=C(C=C1)F,16381,22286,467,1c847064cf8dd5d1d510,keep,,,verified_t1_t2,409.525,557.15
1667-01-2,"2',4',6'-TRIMETHYLACETOPHENONE",0.98,0.975,100,DCM,300,0/1,30,2023-11-21_20-23-26.xlsx,Silica-CS 40g,979,1534,CC1=CC(=C(C(=C1)C)C(=O)C)C,979,1534,468,317665c40431009b456f,keep,,,verified_t1_t2,24.475,38.35
1667-01-2,"2',4',6'-TRIMETHYLACETOPHENONE",0.98,0.975,100,DCM,300,1/1,30,2023-11-21_20-28-13.xlsx,Silica-CS 40g,1171,1827,CC1=CC(=C(C(=C1)C)C(=O)C)C,1171,1827,469,1afc0fc7668d8ca841df,keep,,,verified_t1_t2,29.275,45.675
1667-01-2,"2',4',6'-TRIMETHYLACETOPHENONE",0.98,0.975,100,DCM,300,2/1,30,2023-11-21_20-33-20.xlsx,Silica-CS 40g,1341,2047,CC1=CC(=C(C(=C1)C)C(=O)C)C,1341,2047,470,fc42a536bb75c2389f5f,keep,,,verified_t1_t2,33.525,51.175
1667-01-2,"2',4',6'-TRIMETHYLACETOPHENONE",0.98,0.975,100,DCM,300,5/1,30,2023-11-21_20-39-22.xlsx,Silica-CS 40g,1856,2595,CC1=CC(=C(C(=C1)C)C(=O)C)C,1856,2595,471,8c5dbb2e0333e49f8872,keep,,,verified_t1_t2,46.4,64.875
1667-01-2,"2',4',6'-TRIMETHYLACETOPHENONE",0.98,0.975,100,DCM,300,10/1,30,2023-11-21_20-46-55.xlsx,Silica-CS 40g,2357,3483,CC1=CC(=C(C(=C1)C)C(=O)C)C,2357,3483,472,effa8c2015e22a0c6235,keep,,,verified_t1_t2,58.925,87.075
1667-01-2,"2',4',6'-TRIMETHYLACETOPHENONE",0.98,0.975,100,DCM,300,20/1,30,2023-11-21_20-57-09.xlsx,Silica-CS 40g,3422,5064,CC1=CC(=C(C(=C1)C)C(=O)C)C,3422,5064,473,4d1599e67d95fcc399ab,keep,,,verified_t1_t2,85.55,126.6
1667-01-2,"2',4',6'-TRIMETHYLACETOPHENONE",0.98,0.975,100,DCM,300,50/1,30,2023-11-21_21-14-20.xlsx,Silica-CS 40g,6612,9224,CC1=CC(=C(C(=C1)C)C(=O)C)C,6612,9224,474,80e04c565bacc5255908,keep,,,verified_t1_t2,165.3,230.6
55745-70-5,"2,3-Dihydrobenzo[b]furan-5-carbaldehyde",0.98,1.177,100,DCM,300,0/1,30,2023-11-21_21-26-56.xlsx,Silica-CS 40g,1125,1907,C1COC2=C1C=C(C=C2)C=O,1125,1907,475,4a586e6c350657e15d56,keep,,,verified_t1_t2,28.125,47.675
55745-70-5,"2,3-Dihydrobenzo[b]furan-5-carbaldehyde",0.98,1.177,100,DCM,300,1/1,30,2023-11-21_21-33-39.xlsx,Silica-CS 40g,1561,2954,C1COC2=C1C=C(C=C2)C=O,1561,2954,476,4409d11cf921565d5040,keep,,,verified_t1_t2,39.025,73.85
55745-70-5,"2,3-Dihydrobenzo[b]furan-5-carbaldehyde",0.98,1.177,100,DCM,300,2/1,30,2023-11-22_09-26-40.xlsx,Silica-CS 40g,2012,4895,C1COC2=C1C=C(C=C2)C=O,2012,4895,477,96872af4372da039dcd5,keep,,,verified_t1_t2,50.3,122.375
55745-70-5,"2,3-Dihydrobenzo[b]furan-5-carbaldehyde",0.98,1.177,100,DCM,300,5/1,30,2023-11-22_09-41-52.xlsx,Silica-CS 40g,5112,8039,C1COC2=C1C=C(C=C2)C=O,5112,8039,478,e58dfdc36552dfeae8c7,keep,,,verified_t1_t2,127.8,200.975
1671-75-6,HEPTANOPHENONE,0.98,0.946,100,DCM,300,0/1,30,2023-11-22_10-00-24.xlsx,Silica-CS 40g,948,1683,CCCCCCC(=O)C1=CC=CC=C1,948,1683,479,f066ec8dea6253c746cc,keep,,,verified_t1_t2,23.7,42.075
1671-75-6,HEPTANOPHENONE,0.98,0.946,100,DCM,300,1/1,30,2023-11-22_10-08-20.xlsx,Silica-CS 40g,998,1512,CCCCCCC(=O)C1=CC=CC=C1,998,1512,480,34396b97cead63231620,keep,,,verified_t1_t2,24.95,37.8
1671-75-6,HEPTANOPHENONE,0.98,0.946,100,DCM,300,2/1,30,2023-11-22_10-13-02.xlsx,Silica-CS 40g,1225,1765,CCCCCCC(=O)C1=CC=CC=C1,1225,1765,481,da61969c6391799f33bb,keep,,,verified_t1_t2,30.625,44.125
1671-75-6,HEPTANOPHENONE,0.98,0.946,100,DCM,300,5/1,30,2023-11-22_10-18-09.xlsx,Silica-CS 40g,1334,2000,CCCCCCC(=O)C1=CC=CC=C1,1334,2000,482,b40fd8fc15a3d0bc1e81,keep,,,verified_t1_t2,33.35,50.0
1671-75-6,HEPTANOPHENONE,0.98,0.946,100,DCM,300,10/1,30,2023-11-22_10-23-46.xlsx,Silica-CS 40g,1466,2345,CCCCCCC(=O)C1=CC=CC=C1,1466,2345,483,9c71709419c4ba78d6a9,keep,,,verified_t1_t2,36.65,58.625
1671-75-6,HEPTANOPHENONE,0.98,0.946,100,DCM,300,20/1,30,2023-11-22_10-30-24.xlsx,Silica-CS 40g,1538,2903,CCCCCCC(=O)C1=CC=CC=C1,1538,2903,484,260a78d3d383da538c1b,keep,,,verified_t1_t2,38.45,72.575
1671-75-6,HEPTANOPHENONE,0.98,0.946,100,DCM,300,50/1,30,2023-11-22_10-39-17.xlsx,Silica-CS 40g,1732,4252,CCCCCCC(=O)C1=CC=CC=C1,1732,4252,485,cba7636798d41377ad53,keep,,,verified_t1_t2,43.3,106.3
620-23-5,m-Tolualdehyde,0.98,1.019,100,PE,300,0/1,30,2023-11-22_10-54-35.xlsx,Silica-CS 40g,1110,3848,CC1=CC(=CC=C1)C=O,1110,3848,486,ac3d2851ff7693fd86b4,keep,,,verified_t1_t2,27.75,96.2
620-23-5,m-Tolualdehyde,0.98,1.019,100,PE,300,1/1,30,2023-11-22_10-59-57.xlsx,Silica-CS 40g,1227,2173,CC1=CC(=CC=C1)C=O,1227,2173,487,ec80f0408125e7d4b956,keep,,,verified_t1_t2,30.675,54.325
620-23-5,m-Tolualdehyde,0.98,1.019,100,PE,300,2/1,30,2023-11-22_11-05-44.xlsx,Silica-CS 40g,1453,2400,CC1=CC(=CC=C1)C=O,1453,2400,488,7c5d4482a7648a5a6c6a,keep,,,verified_t1_t2,36.325,60.0
620-23-5,m-Tolualdehyde,0.98,1.019,100,PE,300,5/1,30,2023-11-22_11-12-27.xlsx,Silica-CS 40g,1882,2993,CC1=CC(=CC=C1)C=O,1882,2993,489,2422f6a0445b52836d98,keep,,,verified_t1_t2,47.05,74.825
620-23-5,m-Tolualdehyde,0.98,1.019,100,PE,300,10/1,30,2023-11-22_11-20-40.xlsx,Silica-CS 40g,2418,3893,CC1=CC(=CC=C1)C=O,2418,3893,490,02b1b249c639db9f37c9,keep,,,verified_t1_t2,60.45,97.325
620-23-5,m-Tolualdehyde,0.98,1.019,100,PE,300,20/1,30,2023-11-22_11-31-29.xlsx,Silica-CS 40g,3298,5419,CC1=CC(=CC=C1)C=O,3298,5419,491,06b889b238df54f32dae,keep,,,verified_t1_t2,82.45,135.475
620-23-5,m-Tolualdehyde,0.98,1.019,100,PE,300,50/1,30,2023-11-22_11-47-44.xlsx,Silica-CS 40g,5510,8674,CC1=CC(=CC=C1)C=O,5510,8674,492,ee0bf4715a14e228eb46,keep,,,verified_t1_t2,137.75,216.85
326-06-7,"4,4,4-Trifluoro-1-phenyl-1,3-butanedione",0.98,1.113,100,DCM,300,0/1,30,2023-11-22_12-14-24.xlsx,Silica-CS 40g,938,2770,C1=CC=C(C=C1)C(=O)CC(=O)C(F)(F)F,938,2770,493,61cf28ac37992a8e8e05,keep,,,verified_t1_t2,23.45,69.25
326-06-7,"4,4,4-Trifluoro-1-phenyl-1,3-butanedione",0.98,1.113,100,DCM,300,1/1,30,2023-11-22_12-19-41.xlsx,Silica-CS 40g,1120,2130,C1=CC=C(C=C1)C(=O)CC(=O)C(F)(F)F,1120,2130,494,2972614465f6cd46c71a,keep,,,verified_t1_t2,28.0,53.25
326-06-7,"4,4,4-Trifluoro-1-phenyl-1,3-butanedione",0.98,1.113,100,DCM,300,2/1,30,2023-11-22_12-25-34.xlsx,Silica-CS 40g,1307,2450,C1=CC=C(C=C1)C(=O)CC(=O)C(F)(F)F,1307,2450,495,f5c2cb830f92de1ae1a3,keep,,,verified_t1_t2,32.675,61.25
326-06-7,"4,4,4-Trifluoro-1-phenyl-1,3-butanedione",0.98,1.113,100,DCM,300,5/1,30,2023-11-22_12-32-01.xlsx,Silica-CS 40g,1546,2829,C1=CC=C(C=C1)C(=O)CC(=O)C(F)(F)F,1546,2829,496,c7ad6e85bad42f99e393,keep,,,verified_t1_t2,38.65,70.725
326-06-7,"4,4,4-Trifluoro-1-phenyl-1,3-butanedione",0.98,1.113,100,DCM,300,10/1,30,2023-11-22_12-39-04.xlsx,Silica-CS 40g,1787,3163,C1=CC=C(C=C1)C(=O)CC(=O)C(F)(F)F,1787,3163,497,811b939aaafe9b20a8b1,keep,,,verified_t1_t2,44.675,79.075
326-06-7,"4,4,4-Trifluoro-1-phenyl-1,3-butanedione",0.98,1.113,100,DCM,300,20/1,30,2023-11-22_13-06-04.xlsx,Silica-CS 40g,1812,4031,C1=CC=C(C=C1)C(=O)CC(=O)C(F)(F)F,1812,4031,498,f01dba66ba9645e796e8,keep,,,verified_t1_t2,45.3,100.775
326-06-7,"4,4,4-Trifluoro-1-phenyl-1,3-butanedione",0.98,1.113,100,DCM,300,50/1,30,2023-11-22_13-15-12.xlsx,Silica-CS 40g,2286,4427,C1=CC=C(C=C1)C(=O)CC(=O)C(F)(F)F,2286,4427,499,a4c33bbdf59543400745,keep,,,verified_t1_t2,57.15,110.675
1761-61-1,5-Bromosalicylaldehyde,0.99,1.737,100,DCM,800,0/1,30,2023-11-22_13-30-51.xlsx,Silica-CS 40g,967,1863,C1=CC(=C(C=C1Br)C=O)O,967,1863,500,6b5010fec983df80c060,keep,,,verified_t1_t2,24.175,46.575
1761-61-1,5-Bromosalicylaldehyde,0.99,1.737,100,DCM,800,1/1,30,2023-11-22_13-36-03.xlsx,Silica-CS 40g,1161,2060,C1=CC(=C(C=C1Br)C=O)O,1161,2060,501,cd5a377b6e93d981a5a5,keep,,,verified_t1_t2,29.025,51.5
1761-61-1,5-Bromosalicylaldehyde,0.99,1.737,100,DCM,800,2/1,30,2023-11-22_13-41-46.xlsx,Silica-CS 40g,1352,2372,C1=CC(=C(C=C1Br)C=O)O,1352,2372,502,d1b854e6f2b364f56d7d,keep,,,verified_t1_t2,33.8,59.3
1761-61-1,5-Bromosalicylaldehyde,0.99,1.737,100,DCM,800,5/1,30,2023-11-22_13-48-28.xlsx,Silica-CS 40g,1741,2951,C1=CC(=C(C=C1Br)C=O)O,1741,2951,503,4c1561d27d7718f642a0,keep,,,verified_t1_t2,43.525,73.775
1761-61-1,5-Bromosalicylaldehyde,0.99,1.737,100,DCM,800,10/1,30,2023-11-22_13-56-16.xlsx,Silica-CS 40g,2177,3643,C1=CC(=C(C=C1Br)C=O)O,2177,3643,504,5754c9c3d95319b8a3ea,keep,,,verified_t1_t2,54.425,91.075
1761-61-1,5-Bromosalicylaldehyde,0.99,1.737,100,DCM,800,20/1,30,2023-11-22_14-05-45.xlsx,Silica-CS 40g,2845,4628,C1=CC(=C(C=C1Br)C=O)O,2845,4628,505,87a501695d347c109fb8,keep,,,verified_t1_t2,71.125,115.7
1761-61-1,5-Bromosalicylaldehyde,0.99,1.737,100,DCM,800,50/1,30,2023-11-22_14-18-39.xlsx,Silica-CS 40g,4368,6655,C1=CC(=C(C=C1Br)C=O)O,4368,6655,506,bb02e7e7eac380b18c00,keep,,,verified_t1_t2,109.2,166.375
552-89-6,2-Nitrobenzaldehyde,0.98,1.284,100,DCM,300,0/1,30,2023-11-22_14-42-03.xlsx,Silica-CS 40g,1082,3162,C1=CC=C(C(=C1)C=O)[N+](=O)[O-],1082,3162,507,3a48daa96d09b80bead6,keep,,,verified_t1_t2,27.05,79.05
552-89-6,2-Nitrobenzaldehyde,0.98,1.284,100,DCM,300,1/1,30,2023-11-22_14-48-16.xlsx,Silica-CS 40g,1617,2673,C1=CC=C(C(=C1)C=O)[N+](=O)[O-],1617,2673,508,d008a827f3272626df8c,keep,,,verified_t1_t2,40.425,66.825
552-89-6,2-Nitrobenzaldehyde,0.98,1.284,100,DCM,300,2/1,30,2023-11-22_14-56-24.xlsx,Silica-CS 40g,2350,3800,C1=CC=C(C(=C1)C=O)[N+](=O)[O-],2350,3800,509,aaa07822cb9383fdaf53,keep,,,verified_t1_t2,58.75,95.0
552-89-6,2-Nitrobenzaldehyde,0.98,1.284,100,DCM,300,5/1,30,2023-11-22_15-10-29.xlsx,Silica-CS 40g,4604,7351,C1=CC=C(C(=C1)C=O)[N+](=O)[O-],4604,7351,510,91159214f17401ad9615,keep,,,verified_t1_t2,115.1,183.775
552-89-6,2-Nitrobenzaldehyde,0.98,1.284,100,DCM,300,10/1,30,2023-11-22_15-34-06.xlsx,Silica-CS 40g,8349,13061,C1=CC=C(C(=C1)C=O)[N+](=O)[O-],8349,13061,511,d70177635a7554a31034,keep,,,verified_t1_t2,208.725,326.525
552-89-6,2-Nitrobenzaldehyde,0.98,1.284,100,DCM,300,20/1,30,2023-11-22_16-13-08.xlsx,Silica-CS 40g,14326,22141,C1=CC=C(C(=C1)C=O)[N+](=O)[O-],14326,22141,512,fadbfe1894d45f45d423,keep,,,verified_t1_t2,358.15,553.525
673-22-3,2-Hydroxy-4-methoxybenzaldehyde,0.98,1.2143,100,DCM,600,0/1,30,2023-11-22_16-38-02.xlsx,Silica-CS 40g,1110,2249,COC1=CC(=C(C=C1)C=O)O,1110,2249,513,72b1b6fab9d5473a94b6,keep,,,verified_t1_t2,27.75,56.225
673-22-3,2-Hydroxy-4-methoxybenzaldehyde,0.98,1.2143,100,DCM,600,1/1,30,2023-11-22_16-43-59.xlsx,Silica-CS 40g,1542,2523,COC1=CC(=C(C=C1)C=O)O,1542,2523,514,026a07ea9d8cf48a2e65,keep,,,verified_t1_t2,38.55,63.075
673-22-3,2-Hydroxy-4-methoxybenzaldehyde,0.98,1.2143,100,DCM,600,2/1,30,2023-11-22_16-51-02.xlsx,Silica-CS 40g,2090,3184,COC1=CC(=C(C=C1)C=O)O,2090,3184,515,c844b16fa6f3c3c0345f,keep,,,verified_t1_t2,52.25,79.6
673-22-3,2-Hydroxy-4-methoxybenzaldehyde,0.98,1.2143,100,DCM,600,5/1,30,2023-11-22_17-01-16.xlsx,Silica-CS 40g,3436,5069,COC1=CC(=C(C=C1)C=O)O,3436,5069,516,cc8a1e088145113b68ab,keep,,,verified_t1_t2,85.9,126.725
673-22-3,2-Hydroxy-4-methoxybenzaldehyde,0.98,1.2143,100,DCM,600,10/1,30,2023-11-22_17-16-21.xlsx,Silica-CS 40g,5161,7959,COC1=CC(=C(C=C1)C=O)O,5161,7959,517,362e5bf72e9810d3cd25,keep,,,verified_t1_t2,129.025,198.975
673-22-3,2-Hydroxy-4-methoxybenzaldehyde,0.98,1.2143,100,DCM,600,20/1,30,2023-11-22_17-38-43.xlsx,Silica-CS 40g,8416,12311,COC1=CC(=C(C=C1)C=O)O,8416,12311,518,82555f23583d21ae8cbf,keep,,,verified_t1_t2,210.4,307.775
673-22-3,2-Hydroxy-4-methoxybenzaldehyde,0.98,1.2143,100,DCM,600,50/1,30,2023-11-22_18-18-05.xlsx,Silica-CS 40g,14409,21420,COC1=CC(=C(C=C1)C=O)O,14409,21420,519,8e58c65c9cd62c71ca15,keep,,,verified_t1_t2,360.225,535.5
613-91-2,Acetophenone oxime,0.98,1.11,100,DCM,300,0/1,30,2023-11-22_18-31-07.xlsx,Silica-CS 40g,999,2171,C/C(=N\O)/C1=CC=CC=C1,999,2171,520,1136acd5707925ef37f9,keep,,,verified_t1_t2,24.975,54.275
613-91-2,Acetophenone oxime,0.98,1.11,100,DCM,300,1/1,30,2023-11-22_18-36-34.xlsx,Silica-CS 40g,1316,2230,C/C(=N\O)/C1=CC=CC=C1,1316,2230,521,95e624a673f4a918c1c4,keep,,,verified_t1_t2,32.9,55.75
613-91-2,Acetophenone oxime,0.98,1.11,100,DCM,300,2/1,30,2023-11-22_18-42-52.xlsx,Silica-CS 40g,1702,2731,C/C(=N\O)/C1=CC=CC=C1,1702,2731,522,55ee42c7e40a2bac2ab3,keep,,,verified_t1_t2,42.55,68.275
613-91-2,Acetophenone oxime,0.98,1.11,100,DCM,300,5/1,30,2023-11-22_18-52-00.xlsx,Silica-CS 40g,2779,4418,C/C(=N\O)/C1=CC=CC=C1,2779,4418,523,414b35aae9f4036d1e00,keep,,,verified_t1_t2,69.475,110.45
613-91-2,Acetophenone oxime,0.98,1.11,100,DCM,300,10/1,30,2023-11-22_19-07-10.xlsx,Silica-CS 40g,5137,8027,C/C(=N\O)/C1=CC=CC=C1,5137,8027,524,ee6ef057a996a7bd125e,keep,,,verified_t1_t2,128.425,200.675
613-91-2,Acetophenone oxime,0.98,1.11,100,DCM,300,20/1,30,2023-11-22_19-37-40.xlsx,Silica-CS 40g,11014,17095,C/C(=N\O)/C1=CC=CC=C1,11014,17095,525,a09233506487344d701c,keep,,,verified_t1_t2,275.35,427.375
13329-40-3,4'-Iodoacetophenone,0.98,1.7411,100,DCM,300,0/1,30,2023-11-22_19-50-17.xlsx,Silica-CS 40g,1025,1931,CC(=O)C1=CC=C(C=C1)I,1025,1931,526,b5c903329e057c999e1e,keep,,,verified_t1_t2,25.625,48.275
13329-40-3,4'-Iodoacetophenone,0.98,1.7411,100,DCM,300,1/1,30,2023-11-22_19-56-45.xlsx,Silica-CS 40g,1426,2822,CC(=O)C1=CC=C(C=C1)I,1426,2822,527,d4597f5db16aadb843ff,keep,,,verified_t1_t2,35.65,70.55
13329-40-3,4'-Iodoacetophenone,0.98,1.7411,100,DCM,300,2/1,30,2023-11-22_20-03-17.xlsx,Silica-CS 40g,1863,2893,CC(=O)C1=CC=C(C=C1)I,1863,2893,528,24e27cf62984bc2abcf6,keep,,,verified_t1_t2,46.575,72.325
13329-40-3,4'-Iodoacetophenone,0.98,1.7411,100,DCM,300,5/1,30,2023-11-22_20-12-15.xlsx,Silica-CS 40g,3015,4314,CC(=O)C1=CC=C(C=C1)I,3015,4314,529,6425c9a4008c34796d31,keep,,,verified_t1_t2,75.375,107.85
13329-40-3,4'-Iodoacetophenone,0.98,1.7411,100,DCM,300,10/1,30,2023-11-22_20-25-32.xlsx,Silica-CS 40g,4552,6892,CC(=O)C1=CC=C(C=C1)I,4552,6892,530,a9e305eb3f8bad12813a,keep,,,verified_t1_t2,113.8,172.3
13329-40-3,4'-Iodoacetophenone,0.98,1.7411,100,DCM,300,20/1,30,2023-11-22_20-45-35.xlsx,Silica-CS 40g,7471,10936,CC(=O)C1=CC=C(C=C1)I,7471,10936,531,442775e9819f2bd9f1b5,keep,,,verified_t1_t2,186.775,273.4
13329-40-3,4'-Iodoacetophenone,0.98,1.7411,100,DCM,300,50/1,30,2023-11-22_21-21-37.xlsx,Silica-CS 40g,14444,20353,CC(=O)C1=CC=C(C=C1)I,14444,20353,532,01c94b8a11e42350709d,keep,,,verified_t1_t2,361.1,508.825
