epoch,train_loss,validation_selection_score,validation_V1_r2,validation_V1_rmse,validation_V1_mae,validation_V2_r2,validation_V2_rmse,validation_V2_mae,validation_combined_normalized_rmse,validation_all_outputs_finite
1,666.6277160644531,1.1267384112040204,-1.412109136581421,10.476929664611816,8.110662460327148,-0.10351431369781494,13.636626243591309,8.173698425292969,1.1267384112040204,True
2,423.7412872314453,1.1298923025267409,-1.4421799182891846,10.542033195495605,8.153099060058594,-0.0905466079711914,13.556265830993652,8.117243766784668,1.1298923025267409,True
3,266.2245330810547,1.1263278633223,-1.2887685298919678,10.205552101135254,7.786603927612305,-0.24343883991241455,14.475385665893555,8.574374198913574,1.1263278633223,True
4,227.1087188720703,1.054238197934595,-0.8343250751495361,9.136370658874512,5.985524654388428,-0.28710174560546875,14.72734260559082,8.74786376953125,1.054238197934595,True
5,213.7747802734375,1.0235836197664634,-0.6267400979995728,8.603885650634766,5.245247840881348,-0.33193397521972656,14.981637954711914,8.722091674804688,1.0235836197664634,True
6,171.28195190429688,1.037502953926912,-0.5333070755004883,8.35314655303955,4.959738254547119,-0.528109073638916,16.047046661376953,10.086090087890625,1.037502953926912,True
7,140.06475830078125,1.0677425022011124,-0.5096147060394287,8.288360595703125,4.9160990715026855,-0.7508714199066162,17.176910400390625,11.936542510986328,1.0677425022011124,True
8,125.97903060913086,1.0458037971767915,-0.40856611728668213,8.006158828735352,4.874790668487549,-0.7255549430847168,17.052274703979492,12.429991722106934,1.0458037971767915,True
9,114.925537109375,1.0507813710642855,-0.40863919258117676,8.006365776062012,4.684845924377441,-0.757491946220398,17.2093563079834,12.28687858581543,1.0507813710642855,True
10,105.18019104003906,0.9091652665146336,-0.18242454528808594,7.335374355316162,3.969949960708618,-0.16766321659088135,14.027385711669922,8.36879825592041,0.9091652665146336,True
11,89.98152923583984,0.875028432138275,-0.1547391414642334,7.248990058898926,3.85603666305542,-0.01282203197479248,13.064250946044922,7.049000263214111,0.875028432138275,True
12,80.88214492797852,0.8458873872103428,-0.1035308837890625,7.086434841156006,3.7917580604553223,0.08178400993347168,12.439140319824219,6.669754981994629,0.8458873872103428,True
13,69.7625961303711,0.8759066865600376,-0.18252646923065186,7.335690498352051,4.026709079742432,0.014622330665588379,12.88603401184082,7.001169681549072,0.8759066865600376,True
14,63.52398109436035,0.8950436528473646,-0.22929906845092773,7.479358196258545,4.048943519592285,-0.03522968292236328,13.207977294921875,7.083778381347656,0.8950436528473646,True
15,53.4077033996582,0.8122899819006977,-0.03558671474456787,6.864813804626465,3.529646396636963,0.17408263683319092,11.797398567199707,6.160610675811768,0.8122899819006977,True
16,53.26469802856445,0.8593695241614675,-0.1284170150756836,7.165894031524658,4.144417762756348,0.040044963359832764,12.718719482421875,7.188170909881592,0.8593695241614675,True
17,51.41584014892578,0.9102080540240726,-0.2421320676803589,7.518296241760254,4.396755695343018,-0.10437524318695068,13.64194393157959,7.951481819152832,0.9102080540240726,True
18,52.18451690673828,0.8177074317676395,0.013091325759887695,6.701530933380127,3.4598002433776855,0.09064418077468872,12.37898063659668,6.78206729888916,0.8177074317676395,True
19,48.07113265991211,0.7643152440145405,0.10353022813796997,6.387094974517822,3.3997762203216553,0.24514448642730713,11.278461456298828,6.041936874389648,0.7643152440145405,True
20,48.10232162475586,0.710926949799745,0.22161924839019775,5.951570987701416,3.1580469608306885,0.35012948513031006,10.464810371398926,5.619777202606201,0.710926949799745,True
21,39.52932357788086,0.6715929392303595,0.29601383209228516,5.66001558303833,2.962195634841919,0.43087977170944214,9.793094635009766,5.238255977630615,0.6715929392303595,True
22,38.607839584350586,0.7451392905001705,0.16816651821136475,6.152530193328857,3.1271426677703857,0.2591455578804016,11.173375129699707,5.944800853729248,0.7451392905001705,True
23,38.78783988952637,0.6849482818664614,0.29894620180130005,5.648215293884277,2.7432050704956055,0.3718952536582947,10.288071632385254,5.3347063064575195,0.6849482818664614,True
24,35.014373779296875,0.5887840881236087,0.46528321504592896,4.932844638824463,2.5328352451324463,0.555205762386322,8.657600402832031,4.449676990509033,0.5887840881236087,True
