epoch,train_loss,validation_V1_rmse,validation_V1_mae,validation_V1_r2,validation_V1_q10_q90_coverage,validation_V1_interval_width,validation_V1_mean_pinball_loss,validation_V1_quantile_crossing_rate,validation_V2_rmse,validation_V2_mae,validation_V2_r2,validation_V2_q10_q90_coverage,validation_V2_interval_width,validation_V2_mean_pinball_loss,validation_V2_quantile_crossing_rate,validation_within_target_quantile_crossing_rate,validation_q50_V1_gt_q50_V2_rate,validation_V1_q90_gt_V2_q10_rate,validation_combined_normalized_rmse,validation_all_outputs_finite
1,686.443359375,10.896321296691895,7.430042266845703,-0.8237971067428589,0.002336448598130841,1.53587806224823,3.4079082674187293,0.0,24.890541076660156,17.55653190612793,-0.9944472312927246,0.002336448598130841,1.6315407752990723,8.520082603808133,0.0,0.0,0.4158878504672897,1.0,1.4824803537332334,True
2,633.5633239746094,10.4683198928833,6.809466361999512,-0.683335542678833,0.007009345794392523,1.783766746520996,3.023473125296961,0.0,24.03041648864746,16.36353302001953,-0.8589874505996704,0.0,1.8293761014938354,7.890754995149245,0.0,0.0,0.04906542056074766,1.0,1.4281566441716012,True
3,588.9307556152344,10.15591049194336,6.323358058929443,-0.5843621492385864,0.016355140186915886,1.8716225624084473,2.745339357574409,0.0,23.376678466796875,15.388358116149902,-0.7592172622680664,0.002336448598130841,1.72694730758667,7.402146143473197,0.0,0.0,0.0,0.9953271028037384,1.3876467230707645,True
4,572.766845703125,9.952489852905273,5.9811110496521,-0.5215290784835815,0.07476635514018691,1.9260430335998535,2.5491252634291337,0.0,22.974769592285156,14.768942832946777,-0.699245810508728,0.002336448598130841,1.6276355981826782,7.090871131828641,0.0,0.0,0.0,0.969626168224299,1.3620631246486576,True
5,551.5924682617188,9.787988662719727,5.707603931427002,-0.47164690494537354,0.1658878504672897,1.999542474746704,2.388920947825797,0.0,22.67656707763672,14.305895805358887,-0.655421257019043,0.004672897196261682,1.6190277338027954,6.844187642944936,0.0,0.0,0.0,0.9485981308411215,1.3422718600922892,True
6,543.7991943359375,9.634480476379395,5.447938919067383,-0.4258483648300171,0.3107476635514019,2.0945162773132324,2.2448719373187545,0.0,22.424989700317383,13.908951759338379,-0.6188939809799194,0.011682242990654205,1.6748731136322021,6.616037603479308,0.0,0.0,0.0,0.9439252336448598,1.3247005841211321,True
7,528.6698913574219,9.48428726196289,5.188435077667236,-0.3817394971847534,0.4602803738317757,2.2177202701568604,2.115821566407183,0.0,22.195053100585938,13.541470527648926,-0.5858653783798218,0.030373831775700934,1.7723091840744019,6.391266376615684,0.0,0.0,0.0,0.9579439252336449,1.3080594821688205,True
8,518.0690765380859,9.339975357055664,4.929425239562988,-0.34001052379608154,0.572429906542056,2.3576362133026123,2.0052225272974864,0.0,21.97639274597168,13.18974494934082,-0.554771900177002,0.08411214953271028,1.9035935401916504,6.16950956170804,0.0,0.0,0.0,0.9649532710280374,1.2921554926547336,True
9,506.0224914550781,9.202964782714844,4.67747688293457,-0.3009849786758423,0.6355140186915887,2.505934476852417,1.9119663639789055,0.0,21.766658782958984,12.8521089553833,-0.5252374410629272,0.14018691588785046,2.06007719039917,5.95566898948307,0.0,0.0,0.0,0.985981308411215,1.2769929926943515,True
10,500.6224365234375,9.072979927062988,4.4452362060546875,-0.2644937038421631,0.6308411214953271,2.6568169593811035,1.8332211534553597,0.0,21.565711975097656,12.528732299804688,-0.49720585346221924,0.18457943925233644,2.2340803146362305,5.75439225164158,0.0,0.0,0.0,0.9953271028037384,1.2625494983666767,True
11,473.6173553466797,8.951875686645508,4.243869781494141,-0.23096251487731934,0.6004672897196262,2.808180809020996,1.7676472713271407,0.0,21.371984481811523,12.217142105102539,-0.4704272747039795,0.2219626168224299,2.42033052444458,5.5664095499433826,0.0,0.0,0.0,1.0,1.2488794542739399,True
12,464.13157653808594,8.842052459716797,4.077463150024414,-0.20094454288482666,0.5654205607476636,2.96016788482666,1.7177204759507163,0.0,21.184511184692383,11.922520637512207,-0.4447435140609741,0.2616822429906542,2.6158194541931152,5.392525319035551,0.0,0.0,0.0,1.0,1.2360883714664737,True
13,460.720703125,8.743163108825684,3.9598000049591064,-0.17423200607299805,0.48598130841121495,3.113252639770508,1.6836168832311007,0.0,21.002565383911133,11.651718139648438,-0.4200335741043091,0.2780373831775701,2.8187026977539062,5.236784484601838,0.0,0.0,0.0,1.0,1.2241282809722902,True
14,458.78443908691406,8.652209281921387,3.8793842792510986,-0.14992833137512207,0.4182242990654206,3.268225908279419,1.6642497731703465,0.0,20.82621955871582,11.406021118164062,-0.3962874412536621,0.2546728971962617,3.0286672115325928,5.09553123448868,0.0,0.0,0.0,1.0,1.2128241454709259,True
15,447.070556640625,8.568434715270996,3.82796573638916,-0.1277679204940796,0.37616822429906543,3.424682140350342,1.6550213542868417,0.0,20.6551570892334,11.176025390625,-0.3734438419342041,0.26635514018691586,3.2454800605773926,4.966205226929389,0.0,0.0,0.0,1.0,1.2021199212738312,True
