outer_seed,budget,method,gradient_train_ids_hash,gradient_train_rows,validation_ids_hash,validation_rows,evaluation_ids_hash,evaluation_rows,target_labels_used_for_fit
769539383,50,current_last2_head,9f0b13a9aa5822afbf156bb895802f0dfe76d4f1362fb3d32c8e889861c60c0f,42,74804d811203b9bc19257241a76875fc8e6901a44a9c2f0758203b6a5e24bf3d,8,645c6bc0eff0e108d2196b529f0a62e61fb58f572bbf1a8dafbd5346c6ca24f3,58,True
769539383,70,zero_shot,,0,74804d811203b9bc19257241a76875fc8e6901a44a9c2f0758203b6a5e24bf3d,8,645c6bc0eff0e108d2196b529f0a62e61fb58f572bbf1a8dafbd5346c6ca24f3,58,False
769539383,70,affine,3817b6b4aa400b100ced808ae303947eab523ed72d0c7e1b18731e0af471df7d,62,74804d811203b9bc19257241a76875fc8e6901a44a9c2f0758203b6a5e24bf3d,8,645c6bc0eff0e108d2196b529f0a62e61fb58f572bbf1a8dafbd5346c6ca24f3,58,True
769539383,70,condition_ridge_residual,3817b6b4aa400b100ced808ae303947eab523ed72d0c7e1b18731e0af471df7d,62,74804d811203b9bc19257241a76875fc8e6901a44a9c2f0758203b6a5e24bf3d,8,645c6bc0eff0e108d2196b529f0a62e61fb58f572bbf1a8dafbd5346c6ca24f3,58,True
769539383,70,target_head_only,3817b6b4aa400b100ced808ae303947eab523ed72d0c7e1b18731e0af471df7d,62,74804d811203b9bc19257241a76875fc8e6901a44a9c2f0758203b6a5e24bf3d,8,645c6bc0eff0e108d2196b529f0a62e61fb58f572bbf1a8dafbd5346c6ca24f3,58,True
769539383,70,last1_head,3817b6b4aa400b100ced808ae303947eab523ed72d0c7e1b18731e0af471df7d,62,74804d811203b9bc19257241a76875fc8e6901a44a9c2f0758203b6a5e24bf3d,8,645c6bc0eff0e108d2196b529f0a62e61fb58f572bbf1a8dafbd5346c6ca24f3,58,True
769539383,70,current_last2_head,3817b6b4aa400b100ced808ae303947eab523ed72d0c7e1b18731e0af471df7d,62,74804d811203b9bc19257241a76875fc8e6901a44a9c2f0758203b6a5e24bf3d,8,645c6bc0eff0e108d2196b529f0a62e61fb58f572bbf1a8dafbd5346c6ca24f3,58,True
769539383,100,zero_shot,,0,74804d811203b9bc19257241a76875fc8e6901a44a9c2f0758203b6a5e24bf3d,8,645c6bc0eff0e108d2196b529f0a62e61fb58f572bbf1a8dafbd5346c6ca24f3,58,False
769539383,100,affine,ab9b10eed3bcf69aeee2f4dec6af8cd60533ffddbabb71567da0a5d4e34ff07b,92,74804d811203b9bc19257241a76875fc8e6901a44a9c2f0758203b6a5e24bf3d,8,645c6bc0eff0e108d2196b529f0a62e61fb58f572bbf1a8dafbd5346c6ca24f3,58,True
769539383,100,condition_ridge_residual,ab9b10eed3bcf69aeee2f4dec6af8cd60533ffddbabb71567da0a5d4e34ff07b,92,74804d811203b9bc19257241a76875fc8e6901a44a9c2f0758203b6a5e24bf3d,8,645c6bc0eff0e108d2196b529f0a62e61fb58f572bbf1a8dafbd5346c6ca24f3,58,True
769539383,100,target_head_only,ab9b10eed3bcf69aeee2f4dec6af8cd60533ffddbabb71567da0a5d4e34ff07b,92,74804d811203b9bc19257241a76875fc8e6901a44a9c2f0758203b6a5e24bf3d,8,645c6bc0eff0e108d2196b529f0a62e61fb58f572bbf1a8dafbd5346c6ca24f3,58,True
769539383,100,last1_head,ab9b10eed3bcf69aeee2f4dec6af8cd60533ffddbabb71567da0a5d4e34ff07b,92,74804d811203b9bc19257241a76875fc8e6901a44a9c2f0758203b6a5e24bf3d,8,645c6bc0eff0e108d2196b529f0a62e61fb58f572bbf1a8dafbd5346c6ca24f3,58,True
769539383,100,current_last2_head,ab9b10eed3bcf69aeee2f4dec6af8cd60533ffddbabb71567da0a5d4e34ff07b,92,74804d811203b9bc19257241a76875fc8e6901a44a9c2f0758203b6a5e24bf3d,8,645c6bc0eff0e108d2196b529f0a62e61fb58f572bbf1a8dafbd5346c6ca24f3,58,True
1425370602,30,zero_shot,,0,8f9f94e79b8d3abc7f45c3ed46c6287dc646553995f31ea6c2fe481e9336ab2c,8,31b4cdf8d806fa1a5fac51ea90487fe1680438860387fc33e9b75b839e9a21b3,58,False
1425370602,30,affine,adff715d07f40f9d08ce70017489fb9bbfb24b5c559b04dd3640481bd7bd15f1,22,8f9f94e79b8d3abc7f45c3ed46c6287dc646553995f31ea6c2fe481e9336ab2c,8,31b4cdf8d806fa1a5fac51ea90487fe1680438860387fc33e9b75b839e9a21b3,58,True
1425370602,30,condition_ridge_residual,adff715d07f40f9d08ce70017489fb9bbfb24b5c559b04dd3640481bd7bd15f1,22,8f9f94e79b8d3abc7f45c3ed46c6287dc646553995f31ea6c2fe481e9336ab2c,8,31b4cdf8d806fa1a5fac51ea90487fe1680438860387fc33e9b75b839e9a21b3,58,True
1425370602,30,target_head_only,adff715d07f40f9d08ce70017489fb9bbfb24b5c559b04dd3640481bd7bd15f1,22,8f9f94e79b8d3abc7f45c3ed46c6287dc646553995f31ea6c2fe481e9336ab2c,8,31b4cdf8d806fa1a5fac51ea90487fe1680438860387fc33e9b75b839e9a21b3,58,True
1425370602,30,last1_head,adff715d07f40f9d08ce70017489fb9bbfb24b5c559b04dd3640481bd7bd15f1,22,8f9f94e79b8d3abc7f45c3ed46c6287dc646553995f31ea6c2fe481e9336ab2c,8,31b4cdf8d806fa1a5fac51ea90487fe1680438860387fc33e9b75b839e9a21b3,58,True
1425370602,30,current_last2_head,adff715d07f40f9d08ce70017489fb9bbfb24b5c559b04dd3640481bd7bd15f1,22,8f9f94e79b8d3abc7f45c3ed46c6287dc646553995f31ea6c2fe481e9336ab2c,8,31b4cdf8d806fa1a5fac51ea90487fe1680438860387fc33e9b75b839e9a21b3,58,True
1425370602,50,zero_shot,,0,8f9f94e79b8d3abc7f45c3ed46c6287dc646553995f31ea6c2fe481e9336ab2c,8,31b4cdf8d806fa1a5fac51ea90487fe1680438860387fc33e9b75b839e9a21b3,58,False
1425370602,50,affine,44bf034c9b10463ab1457e065c945bb953898aa1160444653064de9a77f4d06e,42,8f9f94e79b8d3abc7f45c3ed46c6287dc646553995f31ea6c2fe481e9336ab2c,8,31b4cdf8d806fa1a5fac51ea90487fe1680438860387fc33e9b75b839e9a21b3,58,True
1425370602,50,condition_ridge_residual,44bf034c9b10463ab1457e065c945bb953898aa1160444653064de9a77f4d06e,42,8f9f94e79b8d3abc7f45c3ed46c6287dc646553995f31ea6c2fe481e9336ab2c,8,31b4cdf8d806fa1a5fac51ea90487fe1680438860387fc33e9b75b839e9a21b3,58,True
1425370602,50,target_head_only,44bf034c9b10463ab1457e065c945bb953898aa1160444653064de9a77f4d06e,42,8f9f94e79b8d3abc7f45c3ed46c6287dc646553995f31ea6c2fe481e9336ab2c,8,31b4cdf8d806fa1a5fac51ea90487fe1680438860387fc33e9b75b839e9a21b3,58,True
1425370602,50,last1_head,44bf034c9b10463ab1457e065c945bb953898aa1160444653064de9a77f4d06e,42,8f9f94e79b8d3abc7f45c3ed46c6287dc646553995f31ea6c2fe481e9336ab2c,8,31b4cdf8d806fa1a5fac51ea90487fe1680438860387fc33e9b75b839e9a21b3,58,True
1425370602,50,current_last2_head,44bf034c9b10463ab1457e065c945bb953898aa1160444653064de9a77f4d06e,42,8f9f94e79b8d3abc7f45c3ed46c6287dc646553995f31ea6c2fe481e9336ab2c,8,31b4cdf8d806fa1a5fac51ea90487fe1680438860387fc33e9b75b839e9a21b3,58,True
1425370602,70,zero_shot,,0,8f9f94e79b8d3abc7f45c3ed46c6287dc646553995f31ea6c2fe481e9336ab2c,8,31b4cdf8d806fa1a5fac51ea90487fe1680438860387fc33e9b75b839e9a21b3,58,False
1425370602,70,affine,2a59ca329b51501d8afdc002f491213dcf4cbda3360cf20d8e0cfc991a620a00,62,8f9f94e79b8d3abc7f45c3ed46c6287dc646553995f31ea6c2fe481e9336ab2c,8,31b4cdf8d806fa1a5fac51ea90487fe1680438860387fc33e9b75b839e9a21b3,58,True
1425370602,70,condition_ridge_residual,2a59ca329b51501d8afdc002f491213dcf4cbda3360cf20d8e0cfc991a620a00,62,8f9f94e79b8d3abc7f45c3ed46c6287dc646553995f31ea6c2fe481e9336ab2c,8,31b4cdf8d806fa1a5fac51ea90487fe1680438860387fc33e9b75b839e9a21b3,58,True
1425370602,70,target_head_only,2a59ca329b51501d8afdc002f491213dcf4cbda3360cf20d8e0cfc991a620a00,62,8f9f94e79b8d3abc7f45c3ed46c6287dc646553995f31ea6c2fe481e9336ab2c,8,31b4cdf8d806fa1a5fac51ea90487fe1680438860387fc33e9b75b839e9a21b3,58,True
1425370602,70,last1_head,2a59ca329b51501d8afdc002f491213dcf4cbda3360cf20d8e0cfc991a620a00,62,8f9f94e79b8d3abc7f45c3ed46c6287dc646553995f31ea6c2fe481e9336ab2c,8,31b4cdf8d806fa1a5fac51ea90487fe1680438860387fc33e9b75b839e9a21b3,58,True
1425370602,70,current_last2_head,2a59ca329b51501d8afdc002f491213dcf4cbda3360cf20d8e0cfc991a620a00,62,8f9f94e79b8d3abc7f45c3ed46c6287dc646553995f31ea6c2fe481e9336ab2c,8,31b4cdf8d806fa1a5fac51ea90487fe1680438860387fc33e9b75b839e9a21b3,58,True
1425370602,100,zero_shot,,0,8f9f94e79b8d3abc7f45c3ed46c6287dc646553995f31ea6c2fe481e9336ab2c,8,31b4cdf8d806fa1a5fac51ea90487fe1680438860387fc33e9b75b839e9a21b3,58,False
1425370602,100,affine,74405d98ea5d9d7f4c14b38cfcf7bcd118cd5231e5605960148f794657c90a44,92,8f9f94e79b8d3abc7f45c3ed46c6287dc646553995f31ea6c2fe481e9336ab2c,8,31b4cdf8d806fa1a5fac51ea90487fe1680438860387fc33e9b75b839e9a21b3,58,True
1425370602,100,condition_ridge_residual,74405d98ea5d9d7f4c14b38cfcf7bcd118cd5231e5605960148f794657c90a44,92,8f9f94e79b8d3abc7f45c3ed46c6287dc646553995f31ea6c2fe481e9336ab2c,8,31b4cdf8d806fa1a5fac51ea90487fe1680438860387fc33e9b75b839e9a21b3,58,True
1425370602,100,target_head_only,74405d98ea5d9d7f4c14b38cfcf7bcd118cd5231e5605960148f794657c90a44,92,8f9f94e79b8d3abc7f45c3ed46c6287dc646553995f31ea6c2fe481e9336ab2c,8,31b4cdf8d806fa1a5fac51ea90487fe1680438860387fc33e9b75b839e9a21b3,58,True
1425370602,100,last1_head,74405d98ea5d9d7f4c14b38cfcf7bcd118cd5231e5605960148f794657c90a44,92,8f9f94e79b8d3abc7f45c3ed46c6287dc646553995f31ea6c2fe481e9336ab2c,8,31b4cdf8d806fa1a5fac51ea90487fe1680438860387fc33e9b75b839e9a21b3,58,True
1425370602,100,current_last2_head,74405d98ea5d9d7f4c14b38cfcf7bcd118cd5231e5605960148f794657c90a44,92,8f9f94e79b8d3abc7f45c3ed46c6287dc646553995f31ea6c2fe481e9336ab2c,8,31b4cdf8d806fa1a5fac51ea90487fe1680438860387fc33e9b75b839e9a21b3,58,True
536279090,30,zero_shot,,0,4db9b71bb113b40378fc6a6109e2fd1ffd2afff61f1a4293ff9ac4f518fbc5b6,8,9fb1a2b5d99fc84ecee329ee00439ac444fafe59030edb6bd4050a5a8f7bcf4a,58,False
536279090,30,affine,966487073b7e7d40cf393ebbaf7261794af1a56bd67a04f9212db072c4926008,22,4db9b71bb113b40378fc6a6109e2fd1ffd2afff61f1a4293ff9ac4f518fbc5b6,8,9fb1a2b5d99fc84ecee329ee00439ac444fafe59030edb6bd4050a5a8f7bcf4a,58,True
536279090,30,condition_ridge_residual,966487073b7e7d40cf393ebbaf7261794af1a56bd67a04f9212db072c4926008,22,4db9b71bb113b40378fc6a6109e2fd1ffd2afff61f1a4293ff9ac4f518fbc5b6,8,9fb1a2b5d99fc84ecee329ee00439ac444fafe59030edb6bd4050a5a8f7bcf4a,58,True
536279090,30,target_head_only,966487073b7e7d40cf393ebbaf7261794af1a56bd67a04f9212db072c4926008,22,4db9b71bb113b40378fc6a6109e2fd1ffd2afff61f1a4293ff9ac4f518fbc5b6,8,9fb1a2b5d99fc84ecee329ee00439ac444fafe59030edb6bd4050a5a8f7bcf4a,58,True
536279090,30,last1_head,966487073b7e7d40cf393ebbaf7261794af1a56bd67a04f9212db072c4926008,22,4db9b71bb113b40378fc6a6109e2fd1ffd2afff61f1a4293ff9ac4f518fbc5b6,8,9fb1a2b5d99fc84ecee329ee00439ac444fafe59030edb6bd4050a5a8f7bcf4a,58,True
536279090,30,current_last2_head,966487073b7e7d40cf393ebbaf7261794af1a56bd67a04f9212db072c4926008,22,4db9b71bb113b40378fc6a6109e2fd1ffd2afff61f1a4293ff9ac4f518fbc5b6,8,9fb1a2b5d99fc84ecee329ee00439ac444fafe59030edb6bd4050a5a8f7bcf4a,58,True
536279090,50,zero_shot,,0,4db9b71bb113b40378fc6a6109e2fd1ffd2afff61f1a4293ff9ac4f518fbc5b6,8,9fb1a2b5d99fc84ecee329ee00439ac444fafe59030edb6bd4050a5a8f7bcf4a,58,False
536279090,50,affine,8995fa723cf36e08c4d9842ad351a4d286fc8b7e0bb38af6df35f2c0bc80552f,42,4db9b71bb113b40378fc6a6109e2fd1ffd2afff61f1a4293ff9ac4f518fbc5b6,8,9fb1a2b5d99fc84ecee329ee00439ac444fafe59030edb6bd4050a5a8f7bcf4a,58,True
536279090,50,condition_ridge_residual,8995fa723cf36e08c4d9842ad351a4d286fc8b7e0bb38af6df35f2c0bc80552f,42,4db9b71bb113b40378fc6a6109e2fd1ffd2afff61f1a4293ff9ac4f518fbc5b6,8,9fb1a2b5d99fc84ecee329ee00439ac444fafe59030edb6bd4050a5a8f7bcf4a,58,True
536279090,50,target_head_only,8995fa723cf36e08c4d9842ad351a4d286fc8b7e0bb38af6df35f2c0bc80552f,42,4db9b71bb113b40378fc6a6109e2fd1ffd2afff61f1a4293ff9ac4f518fbc5b6,8,9fb1a2b5d99fc84ecee329ee00439ac444fafe59030edb6bd4050a5a8f7bcf4a,58,True
536279090,50,last1_head,8995fa723cf36e08c4d9842ad351a4d286fc8b7e0bb38af6df35f2c0bc80552f,42,4db9b71bb113b40378fc6a6109e2fd1ffd2afff61f1a4293ff9ac4f518fbc5b6,8,9fb1a2b5d99fc84ecee329ee00439ac444fafe59030edb6bd4050a5a8f7bcf4a,58,True
536279090,50,current_last2_head,8995fa723cf36e08c4d9842ad351a4d286fc8b7e0bb38af6df35f2c0bc80552f,42,4db9b71bb113b40378fc6a6109e2fd1ffd2afff61f1a4293ff9ac4f518fbc5b6,8,9fb1a2b5d99fc84ecee329ee00439ac444fafe59030edb6bd4050a5a8f7bcf4a,58,True
536279090,70,zero_shot,,0,4db9b71bb113b40378fc6a6109e2fd1ffd2afff61f1a4293ff9ac4f518fbc5b6,8,9fb1a2b5d99fc84ecee329ee00439ac444fafe59030edb6bd4050a5a8f7bcf4a,58,False
536279090,70,affine,3c4117092e093b6ef7ef6909047649f97ec4a139e8c27fd9cb95f68ea827fe78,62,4db9b71bb113b40378fc6a6109e2fd1ffd2afff61f1a4293ff9ac4f518fbc5b6,8,9fb1a2b5d99fc84ecee329ee00439ac444fafe59030edb6bd4050a5a8f7bcf4a,58,True
536279090,70,condition_ridge_residual,3c4117092e093b6ef7ef6909047649f97ec4a139e8c27fd9cb95f68ea827fe78,62,4db9b71bb113b40378fc6a6109e2fd1ffd2afff61f1a4293ff9ac4f518fbc5b6,8,9fb1a2b5d99fc84ecee329ee00439ac444fafe59030edb6bd4050a5a8f7bcf4a,58,True
536279090,70,target_head_only,3c4117092e093b6ef7ef6909047649f97ec4a139e8c27fd9cb95f68ea827fe78,62,4db9b71bb113b40378fc6a6109e2fd1ffd2afff61f1a4293ff9ac4f518fbc5b6,8,9fb1a2b5d99fc84ecee329ee00439ac444fafe59030edb6bd4050a5a8f7bcf4a,58,True
536279090,70,last1_head,3c4117092e093b6ef7ef6909047649f97ec4a139e8c27fd9cb95f68ea827fe78,62,4db9b71bb113b40378fc6a6109e2fd1ffd2afff61f1a4293ff9ac4f518fbc5b6,8,9fb1a2b5d99fc84ecee329ee00439ac444fafe59030edb6bd4050a5a8f7bcf4a,58,True
536279090,70,current_last2_head,3c4117092e093b6ef7ef6909047649f97ec4a139e8c27fd9cb95f68ea827fe78,62,4db9b71bb113b40378fc6a6109e2fd1ffd2afff61f1a4293ff9ac4f518fbc5b6,8,9fb1a2b5d99fc84ecee329ee00439ac444fafe59030edb6bd4050a5a8f7bcf4a,58,True
536279090,100,zero_shot,,0,4db9b71bb113b40378fc6a6109e2fd1ffd2afff61f1a4293ff9ac4f518fbc5b6,8,9fb1a2b5d99fc84ecee329ee00439ac444fafe59030edb6bd4050a5a8f7bcf4a,58,False
536279090,100,affine,7c683590d8e91b7189dd46c9b9dcf15d808da0746c00da59ced56a1fe407439a,92,4db9b71bb113b40378fc6a6109e2fd1ffd2afff61f1a4293ff9ac4f518fbc5b6,8,9fb1a2b5d99fc84ecee329ee00439ac444fafe59030edb6bd4050a5a8f7bcf4a,58,True
536279090,100,condition_ridge_residual,7c683590d8e91b7189dd46c9b9dcf15d808da0746c00da59ced56a1fe407439a,92,4db9b71bb113b40378fc6a6109e2fd1ffd2afff61f1a4293ff9ac4f518fbc5b6,8,9fb1a2b5d99fc84ecee329ee00439ac444fafe59030edb6bd4050a5a8f7bcf4a,58,True
536279090,100,target_head_only,7c683590d8e91b7189dd46c9b9dcf15d808da0746c00da59ced56a1fe407439a,92,4db9b71bb113b40378fc6a6109e2fd1ffd2afff61f1a4293ff9ac4f518fbc5b6,8,9fb1a2b5d99fc84ecee329ee00439ac444fafe59030edb6bd4050a5a8f7bcf4a,58,True
536279090,100,last1_head,7c683590d8e91b7189dd46c9b9dcf15d808da0746c00da59ced56a1fe407439a,92,4db9b71bb113b40378fc6a6109e2fd1ffd2afff61f1a4293ff9ac4f518fbc5b6,8,9fb1a2b5d99fc84ecee329ee00439ac444fafe59030edb6bd4050a5a8f7bcf4a,58,True
536279090,100,current_last2_head,7c683590d8e91b7189dd46c9b9dcf15d808da0746c00da59ced56a1fe407439a,92,4db9b71bb113b40378fc6a6109e2fd1ffd2afff61f1a4293ff9ac4f518fbc5b6,8,9fb1a2b5d99fc84ecee329ee00439ac444fafe59030edb6bd4050a5a8f7bcf4a,58,True
2767143051,30,zero_shot,,0,ad2b5ee660bf3ff7d748a6740b833273450b8745b8f285770bc774fc67fa676c,8,cf625244150bfa8556866504cdcc750e4e9da995a8bf69153eac9eaba0447bbf,58,False
2767143051,30,affine,5673b6be59eca0e0cc31ceb275e3deb856a79016e61b0a50cb86252cf5a11035,22,ad2b5ee660bf3ff7d748a6740b833273450b8745b8f285770bc774fc67fa676c,8,cf625244150bfa8556866504cdcc750e4e9da995a8bf69153eac9eaba0447bbf,58,True
2767143051,30,condition_ridge_residual,5673b6be59eca0e0cc31ceb275e3deb856a79016e61b0a50cb86252cf5a11035,22,ad2b5ee660bf3ff7d748a6740b833273450b8745b8f285770bc774fc67fa676c,8,cf625244150bfa8556866504cdcc750e4e9da995a8bf69153eac9eaba0447bbf,58,True
2767143051,30,target_head_only,5673b6be59eca0e0cc31ceb275e3deb856a79016e61b0a50cb86252cf5a11035,22,ad2b5ee660bf3ff7d748a6740b833273450b8745b8f285770bc774fc67fa676c,8,cf625244150bfa8556866504cdcc750e4e9da995a8bf69153eac9eaba0447bbf,58,True
2767143051,30,last1_head,5673b6be59eca0e0cc31ceb275e3deb856a79016e61b0a50cb86252cf5a11035,22,ad2b5ee660bf3ff7d748a6740b833273450b8745b8f285770bc774fc67fa676c,8,cf625244150bfa8556866504cdcc750e4e9da995a8bf69153eac9eaba0447bbf,58,True
2767143051,30,current_last2_head,5673b6be59eca0e0cc31ceb275e3deb856a79016e61b0a50cb86252cf5a11035,22,ad2b5ee660bf3ff7d748a6740b833273450b8745b8f285770bc774fc67fa676c,8,cf625244150bfa8556866504cdcc750e4e9da995a8bf69153eac9eaba0447bbf,58,True
2767143051,50,zero_shot,,0,ad2b5ee660bf3ff7d748a6740b833273450b8745b8f285770bc774fc67fa676c,8,cf625244150bfa8556866504cdcc750e4e9da995a8bf69153eac9eaba0447bbf,58,False
2767143051,50,affine,40d67cfba39ebe0f8235fc0505a88bac5a737c952676208378ab21bc67895148,42,ad2b5ee660bf3ff7d748a6740b833273450b8745b8f285770bc774fc67fa676c,8,cf625244150bfa8556866504cdcc750e4e9da995a8bf69153eac9eaba0447bbf,58,True
2767143051,50,condition_ridge_residual,40d67cfba39ebe0f8235fc0505a88bac5a737c952676208378ab21bc67895148,42,ad2b5ee660bf3ff7d748a6740b833273450b8745b8f285770bc774fc67fa676c,8,cf625244150bfa8556866504cdcc750e4e9da995a8bf69153eac9eaba0447bbf,58,True
2767143051,50,target_head_only,40d67cfba39ebe0f8235fc0505a88bac5a737c952676208378ab21bc67895148,42,ad2b5ee660bf3ff7d748a6740b833273450b8745b8f285770bc774fc67fa676c,8,cf625244150bfa8556866504cdcc750e4e9da995a8bf69153eac9eaba0447bbf,58,True
2767143051,50,last1_head,40d67cfba39ebe0f8235fc0505a88bac5a737c952676208378ab21bc67895148,42,ad2b5ee660bf3ff7d748a6740b833273450b8745b8f285770bc774fc67fa676c,8,cf625244150bfa8556866504cdcc750e4e9da995a8bf69153eac9eaba0447bbf,58,True
2767143051,50,current_last2_head,40d67cfba39ebe0f8235fc0505a88bac5a737c952676208378ab21bc67895148,42,ad2b5ee660bf3ff7d748a6740b833273450b8745b8f285770bc774fc67fa676c,8,cf625244150bfa8556866504cdcc750e4e9da995a8bf69153eac9eaba0447bbf,58,True
2767143051,70,zero_shot,,0,ad2b5ee660bf3ff7d748a6740b833273450b8745b8f285770bc774fc67fa676c,8,cf625244150bfa8556866504cdcc750e4e9da995a8bf69153eac9eaba0447bbf,58,False
2767143051,70,affine,ec128a78a9b4677b0ea5cf08033fad389f38b48fe69787ba8ece8b2506fa014f,62,ad2b5ee660bf3ff7d748a6740b833273450b8745b8f285770bc774fc67fa676c,8,cf625244150bfa8556866504cdcc750e4e9da995a8bf69153eac9eaba0447bbf,58,True
2767143051,70,condition_ridge_residual,ec128a78a9b4677b0ea5cf08033fad389f38b48fe69787ba8ece8b2506fa014f,62,ad2b5ee660bf3ff7d748a6740b833273450b8745b8f285770bc774fc67fa676c,8,cf625244150bfa8556866504cdcc750e4e9da995a8bf69153eac9eaba0447bbf,58,True
2767143051,70,target_head_only,ec128a78a9b4677b0ea5cf08033fad389f38b48fe69787ba8ece8b2506fa014f,62,ad2b5ee660bf3ff7d748a6740b833273450b8745b8f285770bc774fc67fa676c,8,cf625244150bfa8556866504cdcc750e4e9da995a8bf69153eac9eaba0447bbf,58,True
2767143051,70,last1_head,ec128a78a9b4677b0ea5cf08033fad389f38b48fe69787ba8ece8b2506fa014f,62,ad2b5ee660bf3ff7d748a6740b833273450b8745b8f285770bc774fc67fa676c,8,cf625244150bfa8556866504cdcc750e4e9da995a8bf69153eac9eaba0447bbf,58,True
2767143051,70,current_last2_head,ec128a78a9b4677b0ea5cf08033fad389f38b48fe69787ba8ece8b2506fa014f,62,ad2b5ee660bf3ff7d748a6740b833273450b8745b8f285770bc774fc67fa676c,8,cf625244150bfa8556866504cdcc750e4e9da995a8bf69153eac9eaba0447bbf,58,True
2767143051,100,zero_shot,,0,ad2b5ee660bf3ff7d748a6740b833273450b8745b8f285770bc774fc67fa676c,8,cf625244150bfa8556866504cdcc750e4e9da995a8bf69153eac9eaba0447bbf,58,False
2767143051,100,affine,6205d25b917089941a28a79c62c2775567d57309199794cc44b62277eb7e251b,92,ad2b5ee660bf3ff7d748a6740b833273450b8745b8f285770bc774fc67fa676c,8,cf625244150bfa8556866504cdcc750e4e9da995a8bf69153eac9eaba0447bbf,58,True
2767143051,100,condition_ridge_residual,6205d25b917089941a28a79c62c2775567d57309199794cc44b62277eb7e251b,92,ad2b5ee660bf3ff7d748a6740b833273450b8745b8f285770bc774fc67fa676c,8,cf625244150bfa8556866504cdcc750e4e9da995a8bf69153eac9eaba0447bbf,58,True
2767143051,100,target_head_only,6205d25b917089941a28a79c62c2775567d57309199794cc44b62277eb7e251b,92,ad2b5ee660bf3ff7d748a6740b833273450b8745b8f285770bc774fc67fa676c,8,cf625244150bfa8556866504cdcc750e4e9da995a8bf69153eac9eaba0447bbf,58,True
