sample_id,subset_type,random_sample,ensemble_top8,qwidth_top8,coverage_top8,ensemble_score,quantile_width,coverage_score
07e9bc7a9d27fdd58c2f,random_sample,True,False,False,False,7.190957907709954,3.348176102524193,32.22406148644853
167f49f748fa35bdb29e,random_sample,True,False,False,False,0.00021121232790558133,0.7304633814602505,500.05067579898554
26aa0143305ac532a560,random_sample,True,False,False,False,0.07958289068118,0.9204671742374244,8.117243823128454
2f828b7aa8c3e93352da,random_sample,True,False,False,False,0.1388153610774286,0.6188443460758017,6.893935520465054
46ed1e35ca65ace74790,random_sample,True,False,False,False,0.01727782007349144,0.36675735734184867,5.269226746728227
5048acae682925888d12,random_sample,True,False,False,False,0.07073638375387467,1.1037844554519212,6.727957548259979
77fe8c752e01feedccfa,random_sample,True,False,False,False,0.15110732561580006,1.1266127484369248,5.770994603062167
a433dc0f6a13e9ace41d,random_sample,True,False,False,False,0.08890910992023349,0.6496361126389837,5.127102083195254
a82e55e1cd19814ea307,random_sample,True,False,False,False,0.023640172999940222,0.6487771080449622,7.4741443258525395
be7d68067464e72d0b8d,random_sample,True,False,False,False,0.7610219565584366,2.304366944768244,13.277482611119117
f72724ff299c47641488,random_sample,True,False,False,False,0.018041533223445986,0.26772729800654566,5.378014860358308
fff65bc451d163b1b106,random_sample,True,False,False,False,0.0438448253783088,0.2730780048186533,6.717312898956875
