sample_id,subset_type,random_sample,ensemble_top8,qwidth_top8,coverage_top8,ensemble_score,quantile_width,coverage_score,baseline_V1_NRMSE,after_V1_NRMSE,oracle_utility_V1,baseline_V2_NRMSE,after_V2_NRMSE,oracle_utility_V2,baseline_combined_NRMSE,after_combined_NRMSE,oracle_utility_combined
07e9bc7a9d27fdd58c2f,random_sample,True,False,False,False,7.190957907709954,3.348176102524193,32.22406148644853,1.1528936724944134,1.5160018452328132,-0.3631081727383998,0.7160059519844042,1.020212416509262,-0.3042064645248576,0.9344498122394088,1.2681071308710377,-0.3336573186316288
167f49f748fa35bdb29e,random_sample,True,False,False,False,0.00021121232790558133,0.7304633814602505,500.05067579898554,1.1528936724944134,1.1362241042860215,0.0166695682083917,0.7160059519844042,0.7083808640072398,0.0076250879771644,0.9344498122394088,0.9223024841466309,0.012147328092778
26aa0143305ac532a560,random_sample,True,False,False,False,0.07958289068118,0.9204671742374244,8.117243823128454,1.1528936724944134,1.1389591178859375,0.0139345546084759,0.7160059519844042,0.7026958308890129,0.0133101210953913,0.9344498122394088,0.9208274743874753,0.0136223378519336
2f828b7aa8c3e93352da,random_sample,True,False,False,False,0.1388153610774286,0.6188443460758017,6.893935520465054,1.1528936724944134,1.1403297798727918,0.0125638926216216,0.7160059519844042,0.6998459377547755,0.0161600142296286,0.9344498122394088,0.9200878588137836,0.014361953425625
46ed1e35ca65ace74790,random_sample,True,False,False,False,0.01727782007349144,0.36675735734184867,5.269226746728227,1.1528936724944134,1.119938483918562,0.0329551885758514,0.7160059519844042,0.6863041953069776,0.0297017566774265,0.9344498122394088,0.9031213396127696,0.031328472626639
5048acae682925888d12,random_sample,True,False,False,False,0.07073638375387467,1.1037844554519212,6.727957548259979,1.1528936724944134,1.1401920536935497,0.0127016188008639,0.7160059519844042,0.6985941153926774,0.0174118365917268,0.9344498122394088,0.9193930845431134,0.0150567276962954
77fe8c752e01feedccfa,random_sample,True,False,False,False,0.15110732561580006,1.1266127484369248,5.770994603062167,1.1528936724944134,1.1823793600693076,-0.0294856875748941,0.7160059519844042,0.7213698486627289,-0.0053638966783247,0.9344498122394088,0.9518746043660182,-0.0174247921266094
a433dc0f6a13e9ace41d,random_sample,True,False,False,False,0.08890910992023349,0.6496361126389837,5.127102083195254,1.1528936724944134,1.1299179813445372,0.0229756911498761,0.7160059519844042,0.7017723135780576,0.0142336384063466,0.9344498122394088,0.9158451474612974,0.0186046647781114
a82e55e1cd19814ea307,random_sample,True,False,False,False,0.023640172999940222,0.6487771080449622,7.4741443258525395,1.1528936724944134,1.1259045741565603,0.0269890983378531,0.7160059519844042,0.6936465392900689,0.0223594126943352,0.9344498122394088,0.9097755567233146,0.0246742555160942
be7d68067464e72d0b8d,random_sample,True,False,False,False,0.7610219565584366,2.304366944768244,13.277482611119117,1.1528936724944134,1.2662678656923194,-0.1133741931979059,0.7160059519844042,0.7895992894937728,-0.0735933375093685,0.9344498122394088,1.027933577593046,-0.0934837653536372
f72724ff299c47641488,random_sample,True,False,False,False,0.018041533223445986,0.26772729800654566,5.378014860358308,1.1528936724944134,1.1281057258094518,0.0247879466849616,0.7160059519844042,0.6925239227680127,0.0234820292163915,0.9344498122394088,0.9103148242887322,0.0241349879506765
fff65bc451d163b1b106,random_sample,True,False,False,False,0.0438448253783088,0.2730780048186533,6.717312898956875,1.1528936724944134,1.1288413832943898,0.0240522892000236,0.7160059519844042,0.6913573762587241,0.0246485757256801,0.9344498122394088,0.9100993797765567,0.0243504324628519
