phase,V1_MAE,V1_RMSE,V1_R2,V2_MAE,V2_RMSE,V2_R2,NRMSE,test_rows,V1_NRMSE,V2_NRMSE
baseline,4.339282616801645,8.964305996288234,0.7490374718918837,6.470799484472165,11.43984565356381,0.7924958168486232,0.9344498122394088,58,1.1528936724944134,0.7160059519844042
