epoch,train_loss,validation_selection_score,validation_V1_rmse,validation_V1_mae,validation_V1_r2,validation_V2_rmse,validation_V2_mae,validation_V2_r2,validation_combined_normalized_rmse,validation_all_outputs_finite
1,369.6968078613281,260.31542859427464,9.276355743408203,5.927065372467041,-0.5644992589950562,18.6689395904541,11.125762939453125,-0.4909101724624634,1.180810002881699,True
2,210.03973388671875,267.1045702885849,10.384922981262207,7.535451889038086,-0.9607721567153931,17.847013473510742,9.841608047485352,-0.36252129077911377,1.2311707213577576,True
3,148.38304138183594,239.36894716026563,10.070111274719238,7.062602519989014,-0.8436954021453857,16.61094856262207,8.663976669311523,-0.18032348155975342,1.1743513480821344,True
4,133.9499282836914,234.51391461919502,9.577317237854004,6.1738057136535645,-0.6676630973815918,16.8990478515625,9.334447860717773,-0.22162139415740967,1.1480146003680134,True
5,124.97322082519531,238.919242541544,9.358560562133789,5.727275371551514,-0.5923504829406738,17.397504806518555,9.338109970092773,-0.2947506904602051,1.1476775752559272,True
6,101.10530471801758,238.0112517493062,8.87890338897705,4.9252777099609375,-0.43330705165863037,17.842439651489258,9.715575218200684,-0.3618229627609253,1.1293934303725492,True
7,76.56604766845703,235.32068262595658,8.477320671081543,4.557308197021484,-0.306585431098938,18.080692291259766,10.881097793579102,-0.398435115814209,1.1111483088266254,True
8,66.34497451782227,209.97074324174446,7.745211601257324,4.124648571014404,-0.09065449237823486,17.319494247436523,11.022704124450684,-0.28316545486450195,1.0409845191397618,True
9,65.63176727294922,216.82061290152365,7.909090518951416,4.327396869659424,-0.13729643821716309,17.56513023376465,11.467435836791992,-0.319820761680603,1.0590792849319477,True
10,59.496788024902344,199.61863029151664,7.907374382019043,4.1875691413879395,-0.13680291175842285,16.55850601196289,9.735533714294434,-0.1728825569152832,1.026715398069648,True
11,50.832136154174805,153.88531062924517,7.332961559295654,3.7576534748077393,0.022359013557434082,14.15012264251709,7.281447887420654,0.14348959922790527,0.9148142598615491,True
12,47.05948448181152,140.38567175620165,7.142780303955078,3.6100878715515137,0.07241177558898926,13.369095802307129,6.561239242553711,0.2354317307472229,0.8786460318900354,True
13,42.52612113952637,162.16231960327445,7.745956897735596,3.956491231918335,-0.09086441993713379,14.294227600097656,6.812047481536865,0.12595540285110474,0.9467927203127555,True
14,36.30131721496582,153.42667735016425,7.403749942779541,3.5527238845825195,0.003392636775970459,14.043586730957031,6.769927024841309,0.15633845329284668,0.9163128938767201,True
15,32.9180908203125,149.30977483832066,7.299222946166992,3.520559787750244,0.031334519386291504,13.858652114868164,6.710676193237305,0.17841190099716187,0.9037766717898748,True
16,32.38437461853027,117.59534432586634,6.566562652587891,3.2023496627807617,0.21603477001190186,12.204556465148926,5.98258638381958,0.36282873153686523,0.8052053083083819,True
17,30.973064422607422,98.35902244103909,6.005467414855957,3.0118837356567383,0.34428632259368896,11.161844253540039,5.796670913696289,0.4670528769493103,0.7364066597392231,True
18,34.045010566711426,132.84557677281396,7.138027667999268,3.5462827682495117,0.07364583015441895,12.797979354858398,5.99324369430542,0.29935985803604126,0.8615022851345375,True
19,33.404385566711426,134.498787112105,6.985625743865967,3.283507823944092,0.11278015375137329,13.091968536376953,6.083364486694336,0.2668007016181946,0.8598215262370572,True
20,33.1658878326416,98.62659175195586,5.856655120849609,2.8283374309539795,0.37638014554977417,11.34250259399414,5.4498138427734375,0.44966137409210205,0.7318874160418785,True
21,30.26032257080078,101.91178197801742,6.162301540374756,2.9232940673828125,0.3095909357070923,11.308211326599121,5.393213272094727,0.4529840350151062,0.7513446516684887,True
22,28.069564819335938,75.92457984460407,5.425656318664551,2.6115987300872803,0.4647887945175171,9.642285346984863,4.728982448577881,0.6022847890853882,0.6523503736596784,True
23,28.403459548950195,85.84925006019466,5.7874650955200195,2.747361898422241,0.3910279870033264,10.232741355895996,4.983810901641846,0.5520843267440796,0.694333434931866,True
24,28.988755226135254,78.22694960517902,5.408026695251465,2.5345330238342285,0.46826136112213135,9.897494316101074,4.678852558135986,0.5809530019760132,0.6585961180295714,True
25,25.080854415893555,95.03416488160178,5.840872287750244,2.650942087173462,0.37973684072494507,11.037968635559082,5.173677921295166,0.4788166880607605,0.7216527963153812,True
26,24.178287506103516,63.80943351285191,4.839259624481201,2.272660970687866,0.5742266774177551,8.98788070678711,4.371399402618408,0.6544373035430908,0.5932121388751358,True
27,21.101898193359375,57.707693907982275,4.513339519500732,2.455057144165039,0.6296464204788208,8.641465187072754,4.653724670410156,0.6805617213249207,0.5610077252320506,True
28,20.512176513671875,41.82907915181056,3.8636622428894043,1.9922714233398438,0.7285943627357483,7.335011005401611,3.9143688678741455,0.7698485255241394,0.4783700322456793,True
29,19.118793487548828,52.25908836956751,4.51810359954834,2.118499279022217,0.6288641095161438,7.980705261230469,3.8662922382354736,0.7275450229644775,0.5418236174733058,True
30,18.56724262237549,56.81466123942437,4.5500383377075195,2.172765016555786,0.6235990524291992,8.498448371887207,4.193991661071777,0.6910476684570312,0.559177216137553,True
31,20.190826416015625,80.19499623302318,5.5389604568481445,2.5601773262023926,0.44220179319381714,9.951373100280762,4.828593730926514,0.5763782858848572,0.6691019542919804,True
32,20.922523498535156,45.71574782934579,4.125947952270508,2.0046002864837646,0.6904946565628052,7.575262546539307,3.6506898403167725,0.754524827003479,0.5031748856818159,True
33,18.262627601623535,48.58678698611652,4.260683536529541,2.0303614139556885,0.6699504256248474,7.801712989807129,3.665356159210205,0.7396292686462402,0.518989831195832,True
34,17.01654815673828,47.14483327856249,4.221538066864014,2.0205531120300293,0.6759873628616333,7.658126354217529,3.7501275539398193,0.7491251230239868,0.5121098364156907,True
35,15.968505382537842,60.9929562007469,4.699952125549316,2.2536208629608154,0.5983873605728149,8.820816993713379,4.244168281555176,0.6671643257141113,0.5788636251937426,True
36,15.49735164642334,43.09843355060235,3.984848737716675,2.0031630992889404,0.7113016843795776,7.378267288208008,3.6062557697296143,0.7671260237693787,0.48780172320813137,True
37,14.725027561187744,44.87515674550701,3.954115152359009,2.0037732124328613,0.7157377004623413,7.647238731384277,3.780228853225708,0.7498378753662109,0.4938102041401835,True
38,14.40536642074585,41.364393109689445,3.8305768966674805,1.88597571849823,0.7332226037979126,7.306308746337891,3.5325262546539307,0.7716462016105652,0.475299340237717,True
39,14.03392744064331,43.5573056469791,3.8664498329162598,1.8914005756378174,0.7282025814056396,7.564108848571777,3.6484780311584473,0.755247175693512,0.48549125734166515,True
40,13.65919303894043,35.39801851411016,3.5647177696228027,1.806765079498291,0.7689687013626099,6.7365875244140625,3.1984198093414307,0.8058702349662781,0.4404303913424949,True
41,13.166415691375732,33.65999763030618,3.398977756500244,1.7281550168991089,0.7899526357650757,6.64935302734375,3.163943290710449,0.8108654022216797,0.42678637596909014,True
42,12.46849250793457,30.30924829217662,3.299267053604126,1.661253809928894,0.8020955920219421,6.232830047607422,3.003997802734375,0.8338184356689453,0.4075700422721902,True
43,12.247987270355225,34.799650106725096,3.6162874698638916,1.7789361476898193,0.7622357606887817,6.59122371673584,3.191436290740967,0.8141578435897827,0.4395985187435627,True
44,12.247148036956787,30.20207270021382,3.2705113887786865,1.7121421098709106,0.805530309677124,6.245931148529053,3.346954345703125,0.8331190943717957,0.40604330467165034,True
45,12.325703620910645,32.53383129627372,3.5776169300079346,1.7707903385162354,0.7672936320304871,6.282433986663818,3.0904781818389893,0.8311628103256226,0.4279718659290799,True
46,12.940404891967773,29.5964657292144,3.209199905395508,1.7547119855880737,0.8127533197402954,6.212487697601318,3.391526460647583,0.8349014520645142,0.40096071226160257,True
47,13.33777666091919,30.912921642307538,3.387679100036621,1.7429451942443848,0.7913467884063721,6.234829902648926,3.2403509616851807,0.8337118029594421,0.41358380451702526,True
48,13.801123142242432,37.88382429015945,3.6892054080963135,2.0973122119903564,0.7525506615638733,6.967580318450928,3.7912516593933105,0.7923288345336914,0.4556834662086632,True
49,13.982665061950684,31.627084418014533,3.5062294006347656,1.739417314529419,0.7764877676963806,6.2182698249816895,3.135312080383301,0.8345939517021179,0.4211966885409874,True
50,14.002878189086914,35.899699699083214,3.6820061206817627,1.9135463237762451,0.7535154819488525,6.684688568115234,3.4298055171966553,0.8088499307632446,0.4468152943678939,True
51,12.98232650756836,34.6494069498865,3.581076145172119,1.9674009084701538,0.7668433785438538,6.606860160827637,3.6075708866119385,0.8132749795913696,0.43767016129514935,True
52,13.307504177093506,37.44111325887758,3.8068926334381104,1.9777623414993286,0.7365113496780396,6.774759292602539,3.4255154132843018,0.803663969039917,0.45798821917341,True
53,12.578716278076172,33.38941465717659,3.645038366317749,1.7668662071228027,0.7584401369094849,6.340837478637695,3.0884439945220947,0.8280091285705566,0.4343169386522344,True
54,11.906881332397461,33.76384424252524,3.6300196647644043,1.6842033863067627,0.7604266405105591,6.416666030883789,3.0508129596710205,0.8238708972930908,0.4354565171826675,True
55,12.271100997924805,32.58475368161521,3.7233386039733887,1.768902063369751,0.7479506134986877,6.1190690994262695,3.048147439956665,0.8398293256759644,0.43357860447197966,True
56,12.034377574920654,40.7005500626575,4.107370376586914,1.9621825218200684,0.6932756304740906,6.90363073348999,3.250124454498291,0.7961234450340271,0.4825690292113432,True
57,11.461994171142578,30.199141239738992,3.554007053375244,1.6614594459533691,0.7703549265861511,5.9275922775268555,2.9815216064453125,0.8496965765953064,0.4162705765684336,True
58,11.118501663208008,39.84509189424125,4.024741172790527,1.9258003234863281,0.7054924368858337,6.876997947692871,3.198423147201538,0.7976934313774109,0.47602190245415044,True
59,11.24786901473999,32.54803955102187,3.6831295490264893,1.7411282062530518,0.7533650994300842,6.161590099334717,3.232363224029541,0.8375955820083618,0.43191466828540187,True
60,11.468751907348633,38.861589197350895,4.1351423263549805,1.9286081790924072,0.6891137361526489,6.5973005294799805,3.072343111038208,0.8138149976730347,0.4760939132393649,True
61,11.332286834716797,28.043885322644428,3.354126453399658,1.6329169273376465,0.7954594492912292,5.795467376708984,2.7876763343811035,0.8563224077224731,0.398532176830108,True
62,11.699207305908203,35.5312034859964,3.765024423599243,1.8338936567306519,0.7422752380371094,6.535410404205322,3.3308920860290527,0.8172918558120728,0.4482091799872611,True
63,12.50591516494751,25.174168192835168,3.056338310241699,1.5779869556427002,0.8301664590835571,5.627248764038086,2.847015619277954,0.8645420670509338,0.37319809360312417,True
64,11.828887939453125,34.92354745523397,3.5246074199676514,1.7837706804275513,0.7741385698318481,6.708306789398193,3.220057487487793,0.8074967861175537,0.4369010276900344,True
65,12.731817245483398,26.966024163109125,3.377271890640259,1.6975079774856567,0.7926267981529236,5.578540802001953,3.19767165184021,0.8668769001960754,0.3940605371059536,True
66,14.684351921081543,60.0241423543705,4.885230541229248,2.272301197052002,0.5660989284515381,8.503959655761719,3.960336208343506,0.6906468272209167,0.5822527090200759,True
67,15.394864082336426,29.947865140966996,3.5129923820495605,1.7520043849945068,0.7756247520446777,5.934096336364746,3.0162510871887207,0.8493665456771851,0.4135640033814615,True
68,13.797203063964844,37.769717386053856,3.9440715312957764,1.841400384902954,0.7171800136566162,6.665435791015625,3.3903956413269043,0.8099493980407715,0.46440143709359333,True
69,12.804020404815674,37.07618986905851,3.783118963241577,1.8640522956848145,0.739791989326477,6.74747371673584,3.1449697017669678,0.8052423000335693,0.45556365019796985,True
70,11.673430442810059,26.917226653229193,3.0717365741729736,1.5097225904464722,0.8284508585929871,5.9129791259765625,2.975277900695801,0.8504367470741272,0.3827737403748948,True
71,11.005138397216797,39.79335029036446,3.8844354152679443,1.933009386062622,0.7256680727005005,7.029155254364014,3.4473211765289307,0.7886421084403992,0.4707056553942972,True
72,10.977355480194092,25.102175560049716,3.1399881839752197,1.569163203239441,0.8207427859306335,5.5213494300842285,2.869847297668457,0.8695924878120422,0.37583369067489036,True
73,10.519574642181396,29.673623453421044,3.4963433742523193,1.6744352579116821,0.7777464389801025,5.907487869262695,3.0058469772338867,0.850714385509491,0.411646589068646,True
74,10.465381383895874,40.22053155156027,4.061138153076172,1.9095990657806396,0.7001416683197021,6.888786315917969,3.2428770065307617,0.7969992160797119,0.47890356704110365,True
75,10.543888092041016,27.229778351817117,3.436349868774414,1.6411983966827393,0.7853082418441772,5.55360746383667,2.7907960414886475,0.8680642247200012,0.3975790382834967,True
