outer_seed,method,training_seconds,gradient_seconds,selector_seconds
157,gradient_latent_fusion_a080_maxdet,3441.1117689160105,649.1998203760008,1.1153354160010167
6101,gradient_latent_fusion_a080_maxdet,2765.777002917999,724.2612343339811,1.3629166270002315
