column,protocol,method,V1_r2,V2_r2,V1_rmse,V2_rmse,V1_mae,V2_mae,combined_normalized_rmse,V1_macro_compound_mae,V2_macro_compound_mae,V1_macro_compound_rmse,V2_macro_compound_rmse
25g,row,scale_only,0.7379488067762582,0.7915170243626837,18.881781074264048,26.821600196102015,10.687139091419404,15.815491894096127,2.0655435421150585,11.572557335640555,16.72306510185218,12.367389518240353,17.886002564990093
25g,row,standard_shallow_finetune,0.7752685401886581,0.8090070885907312,17.375091306064125,25.661762923805895,10.1569909622449,14.89888186530612,1.9287237540783415,10.761900211461823,15.565258586230755,11.596788284467559,16.66421644822917
25g,row,target_head_only,0.4112795170391014,0.270070207497312,28.27711721985752,50.361984456760396,16.04401590102041,30.67824054489796,3.369085363355486,17.41965252790514,33.3617115773116,18.778362777442116,35.55985236573997
40g,compound,conditional_EA,0.759812893871384,0.7675872378922594,31.844720031971008,43.45523928242005,18.640082117389333,28.433227627299157,3.4414685293870755,19.021632415667618,29.15008719224852,25.892250819452908,37.258499066110794
40g,compound,conditional_policy,0.732092814324084,0.7916240584378402,33.574458308284804,40.965248488690015,20.075574358263303,23.082901890504754,3.510858062174185,20.482867210302224,23.937805096445835,27.807988920510706,31.52179620921995
40g,compound,local_identity_shrinkage,0.7320928144861489,0.7916240580522813,33.57445829878806,40.96524852284305,20.075574361200726,23.082901926659495,3.510858062232456,20.482867215129716,23.937805131581523,27.807988917111242,31.52179623097137
40g,compound,mass_normalized_column_conditioned,0.5635598738522347,0.5726799683320811,42.9319648359659,59.40481161555307,24.16378639173482,39.08757074160269,4.663833593252108,25.017173390892857,40.8141475960119,35.540022164253365,51.39513373728681
40g,compound,packing_mass_physical_scale,0.7039027490732122,0.4530221241358713,35.38986600755631,67.02405308225907,21.56889489774742,58.26680930814315,4.345549229512537,21.79790370439348,59.13568111169906,29.129760080020084,64.80040724734651
40g,compound,physics_scale_residual,0.7351077236571213,0.7732314780300941,33.60910645391786,42.93064568512294,19.426392529620152,25.23262281976679,3.5591104033856618,20.06446632740394,26.577630180683563,26.90163272401289,34.72028437370712
40g,compound,raw_column_conditioned,0.2760940956006978,0.2784969987860293,55.90937423122042,78.01474780123655,30.463153685579293,42.72631752797132,6.079051987630778,32.664013568244044,46.38677509470238,46.24343056922331,64.87080942639204
40g,compound,scale_only,0.7151053171398959,0.7749381211887222,34.73907025761934,42.70940345154804,24.33405966682828,28.51458663071936,3.640323237953629,24.671841753242575,29.20996588473734,30.525004125407737,36.57133791301841
40g,compound,standard_shallow_finetune,0.6727233627969367,0.7195854544146714,37.457475034118524,48.26727033726297,21.986353527182423,28.52919704885965,3.9763609835967166,22.657881098869048,29.701614995773802,29.9411154266935,39.1088694613577
40g,compound,target_head_only,-0.16943167314680227,-0.26141137525890185,70.9857320379044,102.75106928510104,47.326327982223404,71.60155688082845,7.811306099879597,48.81403395583333,74.4104542310119,63.87975552185112,93.63265554104264
40g,row,conditional_EA,0.816767902785605,0.8572505419483456,29.986364443555328,36.19062203548,17.310620551679694,20.71155045621929,3.127743481094568,17.604734376995754,21.28081372554282,19.179381037964482,23.058266571767042
40g,row,conditional_policy,0.8088174393903664,0.8568644189155815,30.5211727580455,36.23521481675821,18.01844486573191,20.701452533258134,3.170615317617801,18.36239688385952,21.27733031280714,19.913788943704436,23.046935147376587
40g,row,local_identity_shrinkage,0.7792216182038045,0.85040315935472,32.91082162485149,37.060979506673874,19.998601571105855,20.692908729148147,3.374172274189104,20.33046972907135,21.306902067979447,21.933261750972303,23.187488282757684
40g,row,mass_normalized_column_conditioned,0.7514365232725331,0.7275278045762088,35.16958598162175,50.0680101619676,21.209019388679245,36.888113013207544,3.8615984356139466,21.146274556746178,36.72025239938679,22.854932513128,38.53195453842817
40g,row,packing_mass_physical_scale,0.7209569437386976,0.5444418180837982,37.13759819977436,64.78859660208019,22.343975967911057,56.80117266385061,4.3901566272345125,22.732121014853856,57.24362550972336,24.696747490037183,58.40071522060941
40g,row,physics_scale_residual,0.8438127252335225,0.8660251697097194,27.775691116564445,35.342738527568635,15.909780660310565,20.25616344991055,2.9380452995259083,16.10156910422491,20.555706804192052,17.72134677704574,22.575417811435237
40g,row,raw_column_conditioned,0.38733892320400376,0.47745282897495683,55.42360107498314,69.97109360673484,31.046409331509437,39.970953609433955,5.8562668388647685,31.50394199608213,39.8207138350038,34.54126547741822,43.70785144010306
40g,row,scale_only,0.7438719240594336,0.8034388696935097,35.427889801471615,42.66069450165374,24.63937993535088,28.527949769501436,3.6923894395538284,25.326416916891,29.287348002400712,26.843424036872527,31.116338104669484
40g,row,standard_shallow_finetune,0.8197570354395683,0.8545757275288463,29.838560539138996,36.95226770066789,17.66580217735849,22.280033449056603,3.1325782931416923,17.846841168665737,22.559216013672966,19.602052449995647,24.727779335064998
40g,row,target_head_only,-0.0826711366033404,-0.17879412401953496,73.47718167848991,105.72422246758401,46.412262465094344,71.15742105849056,8.069101930743612,45.6992646432697,70.48123453472567,49.444174634498594,74.97917592244123
8g,compound,conditional_EA,0.8720204744795762,0.9093081858872674,6.104701275933916,8.636323624726101,3.167844763139793,4.753561939757558,0.6683032574118417,3.3195251684737146,4.998549449659863,4.613631274219804,6.615169668517349
8g,compound,conditional_policy,0.8694967677094503,0.908293579903137,6.163633667724191,8.765291073532026,3.383652874540348,4.5524165471128555,0.6751199243766203,3.479558182211521,4.803384540132685,4.728426583856819,6.477481653205231
8g,compound,local_identity_shrinkage,0.8766197648118592,0.9094579154313746,5.994230328535217,8.594078496786953,3.255317479383515,4.746288544080841,0.6604395058533055,3.375326892873944,4.969652334189203,4.632394680942896,6.600082984799211
8g,compound,mass_normalized_column_conditioned,0.8607425754106638,0.8876249957000659,6.3961065797780945,9.776632899855743,3.6808780158279233,5.91953366681106,0.7200808653360965,3.8852426625881833,6.219287782389772,5.247087357002113,8.05204005843459
8g,compound,packing_mass_physical_scale,0.8777227017283288,0.8798847208168361,5.952473171304888,9.796789070255265,2.981999693323469,6.4444754227949135,0.6904329370779517,3.149170122659606,6.66460722982484,4.604162360052759,8.350322476307664
8g,compound,physics_scale_residual,0.7805914282706841,0.8627334371305446,7.7345189371888905,10.773509284587643,4.082431262880775,5.822772349075219,0.8412120613756618,4.341231552028303,6.2575825286144156,5.755771788732834,8.231833396454045
8g,compound,raw_column_conditioned,-0.07825202456774585,-0.08421244308272358,17.75382727435442,30.34854216127535,8.696091930996472,15.48347996268924,2.079504107712525,9.709987447743384,17.29042369272487,13.55940969207171,23.49286712007546
8g,compound,scale_only,0.8531615453952364,0.9090830967789453,6.530218908283933,8.720369229116532,3.781959607929605,4.56068995390916,0.7016671031227558,3.8823208360917674,4.8114059710327854,5.091166578866891,6.467588209175473
8g,compound,standard_shallow_finetune,0.833725860124502,0.8728894507512486,6.857981459882469,10.27115634770001,3.521736935085425,5.14642153935357,0.7653508151521337,3.8205898161904757,5.617538593386243,5.502933326922007,7.652316818004867
8g,compound,target_head_only,0.8823643720897796,0.8866585668776349,5.851476734994996,9.883190441643091,3.041075287710778,4.70007942640388,0.6843030240317542,3.188344845643739,5.117249088130511,4.633154499587177,7.084466771049025
8g,row,conditional_EA,0.8492178951095459,0.8693309258398557,6.513088820863658,9.42061488075969,3.4665793992711533,5.550908968112802,0.7220037217647206,3.366869505053427,5.449372840237599,3.748745926786613,5.974444606953007
8g,row,conditional_policy,0.8491656413036195,0.8695915103976913,6.513017461781452,9.411095894840011,3.547852553413649,5.563606270701564,0.7217784023035388,3.4345517967220056,5.462925043834074,3.8214364192508405,5.987054797533275
8g,row,local_identity_shrinkage,0.8506068019846685,0.8683450789164215,6.473451191563934,9.460178049036895,3.5495738370079493,5.636231183028802,0.7201366293855279,3.42852044704291,5.530780640834363,3.8235721786496044,6.050635872956251
8g,row,mass_normalized_column_conditioned,0.8358600599194606,0.8539472030951414,6.67869958781497,10.376624238215639,3.9453293866086954,6.607199644347825,0.7558165959537261,3.9682205204839818,6.699481583472798,4.338255549526264,7.227381083143589
8g,row,packing_mass_physical_scale,0.8555484261635808,0.8348475983591609,6.313394830602445,10.800972191758254,3.285429483054341,6.86902690268254,0.74257142441622,3.161669273240037,6.687988877814327,3.550810951961151,7.2603903845380415
8g,row,physics_scale_residual,0.8073136038462498,0.8269620341025575,7.254993513168236,11.210066909221533,4.0552526887632006,6.331247858241058,0.818067732177092,3.9317696211890314,6.1321338343296805,4.337680694492751,6.767021096691778
8g,row,raw_column_conditioned,0.3771865380250235,0.29400705312231895,13.47572422029919,21.82473500477995,7.106388278608696,12.14202405257971,1.551384586315902,7.041289118286615,11.92679481892157,7.799908615866949,13.269380872471123
8g,row,scale_only,0.852852017862331,0.8746235057926747,6.1985406821766675,9.243614384224859,3.8248837147187054,5.519750429236308,0.6904829851657632,3.7244129364860816,5.416906719321511,4.06827366403761,5.936713238229662
8g,row,standard_shallow_finetune,0.8598785678959843,0.8680231875963076,6.214064196050153,9.699509948139674,3.555343220637681,5.738115231304347,0.7034445878728814,3.5418622169526834,5.670539142894458,3.879038256052567,6.1996545802366585
8g,row,target_head_only,0.8633700883230475,0.8787585535135234,6.069854543700356,9.122946677466814,3.3430514278840575,5.297948515362319,0.6789053550551098,3.2912474362560986,5.170250465802725,3.627899602072334,5.684953235406249
