column,protocol,seed,budget,actual_budget,method,V1_r2,V1_rmse,V1_mae,V2_r2,V2_rmse,V2_mae,combined_normalized_rmse,all_outputs_finite,normalized_rmse,V1_macro_compound_mae,V1_macro_compound_rmse,V1_median_relative_absolute_error,V1_relative_excluded_rows,V1_median_absolute_error,V2_macro_compound_mae,V2_macro_compound_rmse,V2_median_relative_absolute_error,V2_relative_excluded_rows,V2_median_absolute_error
8g,row,769539383,30,30,scale_only,0.4357419883381143,10.124735196166526,6.664661910586529,0.6113399128462518,16.643926898008097,10.553853422097285,1.1668024595110735,True,1.1601076401997923,6.260613485766682,6.69706260369723,0.39702283972785196,0,4.621665842474476,9.346606056048818,10.285503769348937,0.2940895165206867,0,7.141264049378449
8g,row,769539383,30,30,local_identity_shrinkage,0.6073047033383956,8.446419673406258,4.812971190325582,0.6603540332386415,15.55908519018508,8.879348882337483,1.0211986212620923,True,1.019870966398893,4.468941069528782,4.911927912947694,0.2341479030733059,0,2.9111169319142682,7.653658225346601,8.652253445873072,0.198950077207092,0,5.191106421460006
8g,row,769539383,30,30,conditional_EA,0.6135453071484225,8.37903682453034,4.133908707575055,0.6601716827456073,15.56326134185865,8.718274853862239,1.0168421961376677,True,1.0157251035676707,3.891496908104682,4.353110284186378,0.18487160046275536,0,2.351051412376311,7.504201264838691,8.531541343142969,0.204387697962661,0,4.684164060389495
8g,row,769539383,30,30,conditional_policy,0.6073047033383956,8.446419673406258,4.812971190325582,0.6603540332386415,15.55908519018508,8.879348882337483,1.0211986212620923,True,1.019870966398893,4.468941069528782,4.911927912947694,0.2341479030733059,0,2.9111169319142682,7.653658225346601,8.652253445873072,0.198950077207092,0,5.191106421460006
8g,row,769539383,30,30,target_head_only,0.7954176408298266,6.096476408703276,3.3034961936231886,0.8016517710284322,11.890085876243667,6.954493834782609,0.7568379927956339,True,0.7566458698178101,2.9745966996732025,3.2890433913530353,0.1522563093145869,0,2.0093653333333332,6.050305359885621,6.849422755504665,0.165369396278952,0,4.398236666666666
8g,row,769539383,30,30,standard_shallow_finetune,0.7658199853915029,6.522584599781655,3.8566167634782604,0.8254960679827823,11.152530930143458,6.205676886956521,0.7636927465741703,True,0.760745459789723,3.443975894689543,3.776324635940687,0.18117268427095284,0,2.450490666666667,5.589988627859477,6.272380462102351,0.1387418959982881,0,4.0492799999999995
8g,row,769539383,30,30,packing_mass_physical_scale,0.7717988166172357,6.438782462132647,3.3014991251627603,0.7447221238343775,13.488927386829328,7.79699937682221,0.8281651854951989,True,0.8280927519269041,2.7802189248060087,3.15811359916701,0.11933548551749949,0,1.4217353820800778,6.908372056873796,7.759622218968203,0.18785574446352452,0,4.83813705444336
8g,row,769539383,30,30,physics_scale_residual,0.6050900412652465,8.47020359165099,4.171194866980949,0.5917572418994883,17.058077079933543,8.89666402330811,1.0680233066302698,True,1.0680007277150367,3.532634728078532,4.039072259801085,0.16798901975338315,0,2.2870259732459894,7.4184303428897875,8.601625628887744,0.1716631313748272,0,3.919417175737241
8g,row,769539383,30,30,raw_column_conditioned,0.5913218931021185,8.616591275031416,5.562425842318841,0.7048600985622913,14.503899832368543,8.789758291304347,1.0024274243040803,True,0.9978515104692485,5.029953951470588,5.471995346054814,0.3023765038257798,0,3.5721676333333328,7.945616783088234,8.901276248420416,0.2503401902630107,0,5.347492333333333
8g,row,769539383,30,30,mass_normalized_column_conditioned,0.6194642202222422,8.314622861632252,4.431103466666667,0.5690317349981707,17.52643043856784,10.56710565942029,1.0728374551712536,True,1.072694815027326,4.396194211397059,4.861041749091414,0.1596246153846154,0,2.030495333333331,9.467692296568627,10.352377662105395,0.23360590627006203,0,5.727577666666667
8g,row,769539383,50,50,scale_only,0.5806579431294993,8.728286975492207,5.374054138557617,0.669611093598617,15.345588776166684,9.464948126496266,1.0339566961697064,True,1.0311167099885274,5.039808800426431,5.445470245452478,0.30147347445357936,0,3.625036880768695,8.381982436958742,9.259632120816025,0.2524203037868464,0,6.269951813793469
8g,row,769539383,50,50,local_identity_shrinkage,0.6819850967295815,7.600961676380052,4.021362749099252,0.6999586895914238,14.623837568280637,8.164600627223576,0.9375387033399002,True,0.9371354363642892,3.7153727806654064,4.1571538529700325,0.18343024308925823,0,2.1616166185446666,7.03474099591965,7.9798511368906855,0.1777367263589941,0,4.660131763162084
8g,row,769539383,50,50,conditional_EA,0.6858885476613122,7.554168917251481,3.6150749311778654,0.6964517292399919,14.70905288279011,8.063048096315468,0.9370719085256475,True,0.936816529410345,3.328050719556809,3.7579286700675048,0.16253273398079185,0,2.0431375867137227,6.972679287178472,7.95769005857769,0.17993968518358885,0,4.280517303104332
8g,row,769539383,50,50,conditional_policy,0.6819850967295815,7.600961676380052,4.021362749099252,0.6999586895914238,14.623837568280637,8.164600627223576,0.9375387033399002,True,0.9371354363642892,3.7153727806654064,4.1571538529700325,0.18343024308925823,0,2.1616166185446666,7.03474099591965,7.9798511368906855,0.1777367263589941,0,4.660131763162084
8g,row,769539383,50,50,target_head_only,0.7948218523081985,6.105347090606842,3.289616866376811,0.8003984899502612,11.927591011766548,6.995067175362319,0.7585535694035692,True,0.7583752123634557,2.95415387377451,3.2610388244272652,0.14901487046632117,0,1.8546863333333317,6.086384233660131,6.893528691924313,0.17028249322493225,0,4.382659666666665
8g,row,769539383,50,50,standard_shallow_finetune,0.7708041934708689,6.452799039411593,3.7529254455072465,0.8225644949515195,11.245819051437978,6.155578975362318,0.7615622169224461,True,0.7592186302280851,3.3940879094771246,3.7054349613433053,0.18045780660377359,0,2.220037000000005,5.603515539215688,6.295181483625704,0.13819917896087233,0,3.8152646666666676
8g,row,769539383,50,50,packing_mass_physical_scale,0.7717988166172357,6.438782462132647,3.3014991251627603,0.7447221238343775,13.488927386829328,7.79699937682221,0.8281651854951989,True,0.8280927519269041,2.7802189248060087,3.15811359916701,0.11933548551749949,0,1.4217353820800778,6.908372056873796,7.759622218968203,0.18785574446352452,0,4.83813705444336
8g,row,769539383,50,50,physics_scale_residual,0.5235184162282857,9.303960676498503,4.660023359971224,0.6071927890382202,16.732489211979978,8.703475223636136,1.1129821846128585,True,1.1107801863171987,3.9033311301169364,4.484812834366597,0.19817291976177157,0,2.384639151590381,7.2796192310326715,8.464861370986636,0.19547263427534714,0,4.068048074886619
8g,row,769539383,50,50,raw_column_conditioned,0.5952395290459651,8.575191997641278,5.617473524927537,0.7195986547454756,14.137117714795309,9.059735575362318,0.9893464790927319,True,0.9838171463323488,5.2203319570261435,5.661530722082298,0.3180622701949862,0,3.7786631333333336,8.140762181781044,8.967595294237624,0.2661136920127795,0,5.7985630000000015
8g,row,769539383,50,50,mass_normalized_column_conditioned,0.5911109571516145,8.618814680655781,4.59271446231884,0.7199114045330742,14.129231493511988,7.62157454057971,0.9921770590080395,True,0.9863399312808817,4.296278135620915,4.815793956682378,0.18571807194244616,0,2.5146893333333313,6.94315776756536,7.802909699131508,0.1809602944423997,0,4.1614275
8g,row,769539383,70,70,scale_only,0.6953682527826489,7.439305386636963,4.1052049377663185,0.7570066407882425,13.160367900736615,7.500604546702571,0.8835930416127119,True,0.8813618360987716,3.8440780384713262,4.2770562859653865,0.20162790490187787,0,2.504433424624077,6.645021098435102,7.484215565918583,0.1731099406545692,0,4.61700952147836
8g,row,769539383,70,70,local_identity_shrinkage,0.7386903311067471,6.89005273908822,3.465496090813604,0.7591373387731685,13.102542226770712,7.06705754098558,0.845232755077433,True,0.8447108193345303,3.154103590424869,3.585297619462374,0.13109387320531718,0,1.6682444091918747,6.14446828842538,6.998491857319338,0.15649211395634707,0,3.9692184152102215
8g,row,769539383,70,70,conditional_EA,0.7390025686282824,6.885935065146194,3.228571905976321,0.7576591194376442,13.142687106600816,7.0422690019790695,0.8461677736564162,True,0.8456980913871296,2.948488326284425,3.3498777233193224,0.13099174689611529,0,1.5207341338480997,6.131692684784916,6.998370840378422,0.15271559538521035,0,3.8632977183770087
8g,row,769539383,70,70,conditional_policy,0.7386903311067471,6.89005273908822,3.465496090813604,0.7591373387731685,13.102542226770712,7.06705754098558,0.845232755077433,True,0.8447108193345303,3.154103590424869,3.585297619462374,0.13109387320531718,0,1.6682444091918747,6.14446828842538,6.998491857319338,0.15649211395634707,0,3.9692184152102215
8g,row,769539383,70,70,target_head_only,0.7951478223256627,6.100495328372454,3.298909504637681,0.8039497015755481,11.821009916313317,6.86801784057971,0.7550032513934664,True,0.7547525377821772,2.9655976232843138,3.2720615976352883,0.14660669683257915,0,1.9149309999999993,5.9643284125816995,6.76219740609959,0.1615971612903226,0,4.259805666666665
8g,row,769539383,70,70,standard_shallow_finetune,0.771873138221579,6.437733870698586,3.7206687162318848,0.8167189431071553,11.429562796124037,6.187726004347826,0.7658155703918239,True,0.7639773425093448,3.38661227875817,3.7060596242176373,0.1893896178803172,0,2.189028333333333,5.6001848688725495,6.2801395583415065,0.14647426282051285,0,3.472805666666666
8g,row,769539383,70,70,packing_mass_physical_scale,0.7717988166172357,6.438782462132647,3.3014991251627603,0.7447221238343775,13.488927386829328,7.79699937682221,0.8281651854951989,True,0.8280927519269041,2.7802189248060087,3.15811359916701,0.11933548551749949,0,1.4217353820800778,6.908372056873796,7.759622218968203,0.18785574446352452,0,4.83813705444336
8g,row,769539383,70,70,physics_scale_residual,0.5646767486826199,8.893050088884397,4.315743373660056,0.6137170595403829,16.592949526792943,8.518870621847185,1.0814427498949313,True,1.0803661886657496,3.5086973841870988,3.975063311254227,0.1813295227103229,0,2.2158474736333638,6.995959956271257,8.027356838470375,0.18719247564378833,0,3.7936334073893043
8g,row,769539383,70,70,raw_column_conditioned,0.5742919144437345,8.794289453491778,5.839604815652172,0.7103085196994983,14.369401816815337,9.195810099130433,1.0110701644071847,True,1.0049442032670126,5.401116088316993,5.846261810375527,0.3329515536480686,0,4.035342933333332,8.279903823202616,9.126264281226955,0.2708862935420744,0,5.857749999999999
8g,row,769539383,70,70,mass_normalized_column_conditioned,0.7754222147004043,6.387460150136912,3.6018843457971013,0.8370640694245197,10.776537895983061,6.03926088115942,0.743792705388759,True,0.7404773383376,3.1968563800653595,3.5850325545985045,0.15656702175543888,0,1.8110843333333335,5.437090839052287,6.182336736784316,0.16866947634069393,0,3.655896666666667
8g,row,769539383,100,100,scale_only,0.7151565116580361,7.193627645166435,3.872405914633053,0.7858013709551348,12.356036177729965,6.7483095243503035,0.8438493832741435,True,0.8407567274948945,3.609964149900737,4.047656345241909,0.18126919460767862,0,2.2217964851374585,5.981461783945766,6.786152936234953,0.15141264274566438,0,4.008669931173463
8g,row,769539383,100,100,local_identity_shrinkage,0.7473403410298286,6.775053970221867,3.468531499571991,0.7789799831225059,12.551239930499404,6.633676889677793,0.8212202522966139,True,0.8202674211679786,3.1525498961550937,3.5758003605554256,0.13285753056586544,0,1.6320604048812584,5.791398802613697,6.6166273203794645,0.13889162441021252,0,3.759962806357528
8g,row,769539383,100,100,conditional_EA,0.7485733933279364,6.75850163786923,3.2210082715440134,0.7784760572287156,12.565540204749833,6.632296103726855,0.8205446980121656,True,0.8196618576367017,2.929098084695518,3.3264816665638,0.12850979877938282,0,1.5879395014074635,5.79351560915924,6.622382105082025,0.139920823251123,0,3.7064314608845024
