column,target,normalization,dimension,level,n,mean,median,std,q10,q90,cv
4g,center,raw,Flow mL/min,6,12,10.579166666666666,10.098749999999999,2.814813560218133,7.658499999999999,15.158500000000002,0.2660713881261725
4g,center,raw,Flow mL/min,8,11,10.286060606060605,9.806666666666667,2.1887859740970654,7.8133333333333335,12.766666666666667,0.21279147167453208
4g,center,raw,Flow mL/min,10,3761,13.452728662589736,9.0875,11.883120580631395,6.3374999999999995,25.433333333333334,0.8833241849050881
4g,center,mass_normalized,overall,all,4163,3.325658129153655,2.280208333333333,2.900962985609567,1.5791666666666666,6.255833333333338,0.8722974139100196
4g,center,mass_normalized,EA_bin,high,626,1.8980106829073482,1.7265625,0.6566014689114433,1.4265625000000002,2.534635416666667,0.3459419247870985
4g,center,mass_normalized,EA_bin,low,1616,4.464703357054455,3.0270833333333336,3.676775535937464,1.8390625,9.4984375,0.8235206780598254
4g,center,mass_normalized,EA_bin,mid,1921,2.8326910354849906,2.1531249999999997,2.1751652248929827,1.61875,4.467708333333333,0.7678794466621272
4g,center,mass_normalized,Flow mL/min,4,8,2.3307291666666665,2.17875,0.5916355940029892,1.7852916666666665,3.1378749999999997,0.2538414168683216
4g,center,mass_normalized,Flow mL/min,5,371,3.0110961365678346,2.3078125,2.1865831711283654,1.5588541666666667,5.229687500000001,0.7261751441854389
4g,center,mass_normalized,Flow mL/min,6,12,2.6447916666666664,2.5246874999999998,0.7037033900545332,1.9146249999999998,3.7896250000000005,0.2660713881261725
4g,center,mass_normalized,Flow mL/min,8,11,2.5715151515151513,2.4516666666666667,0.5471964935242664,1.9533333333333334,3.191666666666667,0.21279147167453208
4g,center,mass_normalized,Flow mL/min,10,3761,3.363182165647434,2.271875,2.970780145157849,1.5843749999999999,6.358333333333333,0.8833241849050881
4g,width,raw,overall,all,4163,9.520929217711586,6.5249999999999995,9.42697827666645,2.925,19.148333333333337,0.9901321668403582
4g,width,raw,EA_bin,high,626,5.706050319488817,4.679166666666667,3.838764467979177,2.754166666666667,9.541666666666666,0.6727533500481078
4g,width,raw,EA_bin,low,1616,12.839487417491748,9.541666666666664,11.474623839637458,3.5166666666666666,25.383333333333333,0.8936979699053342
4g,width,raw,EA_bin,mid,1921,7.972425386083637,5.737500000000002,7.78963732923378,2.8083333333333327,14.8,0.9770724656553167
4g,width,raw,Flow mL/min,4,8,5.944999999999999,5.583333333333332,2.527096332357726,3.7383333333333333,8.838333333333331,0.425079282145959
4g,width,raw,Flow mL/min,5,371,8.332075471698113,6.308333333333334,8.28670168077085,2.2625,15.287500000000001,0.9945543230997623
4g,width,raw,Flow mL/min,6,12,7.930000000000001,6.9425,4.373451414241077,3.8114999999999997,14.644000000000002,0.5515071140278786
4g,width,raw,Flow mL/min,8,11,6.957575757575754,6.079999999999999,3.433003573454816,3.6800000000000006,9.013333333333332,0.4934195031533492
4g,width,raw,Flow mL/min,10,3761,9.658382079234247,6.558333333333333,9.55509316764432,2.9749999999999996,19.80833333333333,0.9893057749483735
4g,width,mass_normalized,overall,all,4163,2.3802323044278966,1.6312499999999999,2.3567445691666125,0.73125,4.787083333333334,0.9901321668403582
4g,width,mass_normalized,EA_bin,high,626,1.4265125798722043,1.1697916666666668,0.9596911169947943,0.6885416666666667,2.3854166666666665,0.6727533500481078
4g,width,mass_normalized,EA_bin,low,1616,3.209871854372937,2.385416666666666,2.8686559599093644,0.8791666666666667,6.345833333333333,0.8936979699053342
4g,width,mass_normalized,EA_bin,mid,1921,1.9931063465209093,1.4343750000000004,1.947409332308445,0.7020833333333332,3.7,0.9770724656553167
4g,width,mass_normalized,Flow mL/min,4,8,1.4862499999999998,1.395833333333333,0.6317740830894315,0.9345833333333333,2.209583333333333,0.425079282145959
4g,width,mass_normalized,Flow mL/min,5,371,2.0830188679245283,1.5770833333333334,2.0716754201927126,0.565625,3.8218750000000004,0.9945543230997623
4g,width,mass_normalized,Flow mL/min,6,12,1.9825000000000002,1.735625,1.0933628535602693,0.9528749999999999,3.6610000000000005,0.5515071140278786
4g,width,mass_normalized,Flow mL/min,8,11,1.7393939393939386,1.5199999999999998,0.858250893363704,0.9200000000000002,2.253333333333333,0.4934195031533492
4g,width,mass_normalized,Flow mL/min,10,3761,2.414595519808562,1.6395833333333332,2.38877329191108,0.7437499999999999,4.9520833333333325,0.9893057749483735
8g,V1_ml,raw,overall,all,574,17.390171312427412,10.804166666666667,17.717642228742026,8.216666666666667,34.00583333333336,1.0188308045062555
8g,V1_ml,raw,EA_bin,high,90,8.506018518518516,8.016666666666666,2.528971033403316,7.016666666666667,10.128333333333334,0.2973154864285181
8g,V1_ml,raw,EA_bin,low,220,24.492689393939393,16.28333333333333,21.930834481207025,9.865,51.52166666666666,0.8954032825253446
8g,V1_ml,raw,EA_bin,mid,264,14.500094696969697,10.333333333333332,14.271504584103333,9.016666666666667,20.22750000000001,0.9842352675866223
8g,V1_ml,raw,Flow mL/min,10,574,17.390171312427412,10.804166666666667,17.717642228742026,8.216666666666667,34.00583333333336,1.0188308045062555
8g,V1_ml,mass_normalized,overall,all,574,2.1737714140534266,1.3505208333333334,2.2147052785927532,1.0270833333333333,4.25072916666667,1.0188308045062555
8g,V1_ml,mass_normalized,EA_bin,high,90,1.0632523148148145,1.0020833333333332,0.3161213791754145,0.8770833333333333,1.2660416666666667,0.2973154864285181
8g,V1_ml,mass_normalized,EA_bin,low,220,3.061586174242424,2.0354166666666664,2.741354310150878,1.233125,6.440208333333333,0.8954032825253446
8g,V1_ml,mass_normalized,EA_bin,mid,264,1.812511837121212,1.2916666666666665,1.7839380730129166,1.1270833333333334,2.5284375000000012,0.9842352675866223
8g,V1_ml,mass_normalized,Flow mL/min,10,574,2.1737714140534266,1.3505208333333334,2.2147052785927532,1.0270833333333333,4.25072916666667,1.0188308045062555
8g,V2_ml,raw,overall,all,574,31.112601626016264,21.924999999999997,29.18756324355625,13.385,56.611666666666736,0.9381267305897588
8g,V2_ml,raw,EA_bin,high,90,18.50472222222222,17.133333333333333,6.182035718199842,11.94,25.66000000000001,0.3340788175018303
8g,V2_ml,raw,EA_bin,low,220,42.830719696969695,31.891666666666666,35.9319982558056,15.009166666666667,82.89666666666665,0.8389305272016668
8g,V2_ml,raw,EA_bin,mid,264,25.64564393939394,19.583333333333332,23.84891903035133,13.126666666666669,38.79500000000002,0.9299403472461581
8g,V2_ml,raw,Flow mL/min,10,574,31.112601626016264,21.924999999999997,29.18756324355625,13.385,56.611666666666736,0.9381267305897588
8g,V2_ml,mass_normalized,overall,all,574,3.889075203252033,2.7406249999999996,3.6484454054445314,1.673125,7.076458333333342,0.9381267305897588
8g,V2_ml,mass_normalized,EA_bin,high,90,2.3130902777777775,2.1416666666666666,0.7727544647749802,1.4925,3.2075000000000014,0.3340788175018303
8g,V2_ml,mass_normalized,EA_bin,low,220,5.353839962121212,3.986458333333333,4.4914997819757,1.8761458333333334,10.36208333333333,0.8389305272016668
8g,V2_ml,mass_normalized,EA_bin,mid,264,3.2057054924242423,2.4479166666666665,2.981114878793916,1.6408333333333336,4.849375000000003,0.9299403472461581
8g,V2_ml,mass_normalized,Flow mL/min,10,574,3.889075203252033,2.7406249999999996,3.6484454054445314,1.673125,7.076458333333342,0.9381267305897588
8g,center,raw,overall,all,574,24.251386469221835,16.27916666666667,23.19724765309688,11.319166666666666,44.012083333333344,0.9565328432886593
8g,center,raw,EA_bin,high,90,13.505370370370368,12.885416666666668,3.4942401913495527,9.67125,18.390416666666667,0.25872968275017605
8g,center,raw,EA_bin,low,220,33.66170454545455,23.610416666666666,28.64840211117226,12.68875,68.81916666666666,0.8510680756670342
8g,center,raw,EA_bin,mid,264,20.072869318181816,15.045833333333334,18.807343024471155,11.342916666666666,27.771250000000002,0.9369533934760209
8g,center,raw,Flow mL/min,10,574,24.251386469221835,16.27916666666667,23.19724765309688,11.319166666666666,44.012083333333344,0.9565328432886593
8g,center,mass_normalized,overall,all,574,3.0314233086527294,2.0348958333333336,2.89965595663711,1.4148958333333332,5.501510416666668,0.9565328432886593
8g,center,mass_normalized,EA_bin,high,90,1.688171296296296,1.6106770833333335,0.4367800239186941,1.20890625,2.2988020833333334,0.25872968275017605
8g,center,mass_normalized,EA_bin,low,220,4.2077130681818184,2.951302083333333,3.5810502638965325,1.58609375,8.602395833333333,0.8510680756670342
8g,center,mass_normalized,EA_bin,mid,264,2.509108664772727,1.8807291666666668,2.3509178780588944,1.4178645833333332,3.4714062500000002,0.9369533934760209
8g,center,mass_normalized,Flow mL/min,10,574,3.0314233086527294,2.0348958333333336,2.89965595663711,1.4148958333333332,5.501510416666668,0.9565328432886593
8g,width,raw,overall,all,574,13.72243031358885,10.0625,13.386866465613313,3.8491666666666666,26.337500000000013,0.9755463252275918
8g,width,raw,EA_bin,high,90,9.998703703703704,8.9125,6.355128807381727,3.7608333333333337,17.125,0.6355952727179695
8g,width,raw,EA_bin,low,220,18.338030303030305,14.362499999999999,16.162185041044257,4.3116666666666665,33.73916666666667,0.8813479296287074
8g,width,raw,EA_bin,mid,264,11.145549242424243,8.487499999999999,11.403024048916887,3.51,20.200833333333335,1.0231011322001606
8g,width,raw,Flow mL/min,10,574,13.72243031358885,10.0625,13.386866465613313,3.8491666666666666,26.337500000000013,0.9755463252275918
8g,width,mass_normalized,overall,all,574,1.7153037891986063,1.2578125,1.673358308201664,0.48114583333333333,3.2921875000000016,0.9755463252275918
8g,width,mass_normalized,EA_bin,high,90,1.249837962962963,1.1140625,0.7943911009227159,0.4701041666666667,2.140625,0.6355952727179695
8g,width,mass_normalized,EA_bin,low,220,2.292253787878788,1.7953124999999999,2.020273130130532,0.5389583333333333,4.217395833333334,0.8813479296287074
8g,width,mass_normalized,EA_bin,mid,264,1.3931936553030304,1.0609374999999999,1.4253780061146109,0.43875,2.525104166666667,1.0231011322001606
8g,width,mass_normalized,Flow mL/min,10,574,1.7153037891986063,1.2578125,1.673358308201664,0.48114583333333333,3.2921875000000016,0.9755463252275918
25g,V1_ml,raw,overall,all,490,38.68992346938776,23.85,35.101021417574366,17.375,76.26000000000002,0.9072393602780578
25g,V1_ml,raw,EA_bin,high,80,17.799062499999998,17.518749999999997,2.41352070212555,15.28625,19.76625,0.13559819243994173
25g,V1_ml,raw,EA_bin,low,189,58.083333333333336,45.2875,44.14924649139528,20.935,121.61750000000005,0.7601018047299044
25g,V1_ml,raw,EA_bin,mid,221,29.66691176470588,22.45,22.522294580595773,18.625,42.9125,0.7591721969318723
25g,V1_ml,raw,Flow mL/min,15,490,38.68992346938776,23.85,35.101021417574366,17.375,76.26000000000002,0.9072393602780578
25g,V1_ml,mass_normalized,overall,all,490,1.5475969387755102,0.954,1.4040408567029747,0.695,3.0504000000000007,0.907239360278058
25g,V1_ml,mass_normalized,EA_bin,high,80,0.7119624999999999,0.70075,0.096540828085022,0.61145,0.79065,0.13559819243994173
25g,V1_ml,mass_normalized,EA_bin,low,189,2.3233333333333333,1.8115,1.7659698596558113,0.8374,4.864700000000002,0.7601018047299045
25g,V1_ml,mass_normalized,EA_bin,mid,221,1.186676470588235,0.898,0.9008917832238309,0.745,1.7165000000000001,0.7591721969318724
25g,V1_ml,mass_normalized,Flow mL/min,15,490,1.5475969387755102,0.954,1.4040408567029747,0.695,3.0504000000000007,0.907239360278058
25g,V2_ml,raw,overall,all,490,63.9477806122449,42.56875,55.680048958122036,27.3475,127.97750000000008,0.8707112025629904
25g,V2_ml,raw,EA_bin,high,80,31.528437500000003,28.15,9.900495243774106,24.4125,42.94375000000003,0.314017947885115
25g,V2_ml,raw,EA_bin,low,189,95.26170634920636,75.5,68.46806524560053,34.59,199.49000000000015,0.7187364983219298
25g,V2_ml,raw,EA_bin,mid,221,48.903506787330315,37.975,37.38865006709558,28.4875,71.15,0.7645392431608208
25g,V2_ml,raw,Flow mL/min,15,490,63.9477806122449,42.56875,55.680048958122036,27.3475,127.97750000000008,0.8707112025629904
25g,V2_ml,mass_normalized,overall,all,490,2.557911224489796,1.70275,2.227201958324881,1.0939,5.119100000000003,0.8707112025629903
25g,V2_ml,mass_normalized,EA_bin,high,80,1.2611374999999998,1.126,0.3960198097509642,0.9765,1.7177500000000012,0.314017947885115
25g,V2_ml,mass_normalized,EA_bin,low,189,3.8104682539682537,3.02,2.738722609824021,1.3836000000000002,7.979600000000007,0.71873649832193
25g,V2_ml,mass_normalized,EA_bin,mid,221,1.9561402714932128,1.5190000000000001,1.4955460026838232,1.1395,2.846,0.7645392431608207
25g,V2_ml,mass_normalized,Flow mL/min,15,490,2.557911224489796,1.70275,2.227201958324881,1.0939,5.119100000000003,0.8707112025629903
25g,center,raw,overall,all,490,51.318852040816324,33.784375,45.117526210833766,22.581249999999997,106.41687499999999,0.8791608622685022
25g,center,raw,EA_bin,high,80,24.66375,22.896875,5.727485796771145,20.3375,31.340625000000014,0.23222282891981733
25g,center,raw,EA_bin,low,189,76.67251984126985,59.9125,55.880128915423285,27.79625,162.58875000000003,0.7288156047448069
25g,center,raw,EA_bin,mid,221,39.2852092760181,31.0375,29.80488169560891,23.825000000000003,57.381249999999994,0.758679468555192
25g,center,raw,Flow mL/min,15,490,51.318852040816324,33.784375,45.117526210833766,22.581249999999997,106.41687499999999,0.8791608622685022
25g,center,mass_normalized,overall,all,490,2.052754081632653,1.351375,1.8047010484333508,0.90325,4.256675,0.8791608622685024
25g,center,mass_normalized,EA_bin,high,80,0.98655,0.915875,0.22909943187084578,0.8134999999999999,1.2536250000000007,0.2322228289198173
25g,center,mass_normalized,EA_bin,low,189,3.066900793650794,2.3965,2.235205156616931,1.11185,6.503550000000001,0.7288156047448068
25g,center,mass_normalized,EA_bin,mid,221,1.571408371040724,1.2415,1.1921952678243564,0.9530000000000001,2.29525,0.758679468555192
25g,center,mass_normalized,Flow mL/min,15,490,2.052754081632653,1.351375,1.8047010484333508,0.90325,4.256675,0.8791608622685024
25g,width,raw,overall,all,490,25.25785714285714,17.3,22.85463689343313,8.575,52.185,0.9048525678234888
25g,width,raw,EA_bin,high,80,13.729375,10.49375,8.744907220451445,7.370000000000002,23.251250000000034,0.6369486754095831
25g,width,raw,EA_bin,low,189,37.17837301587302,28.762500000000003,27.994796267347233,10.557500000000001,74.34250000000006,0.7529860506643222
25g,width,raw,EA_bin,mid,221,19.23659502262443,15.000000000000004,16.03140425766713,8.799999999999997,30.650000000000006,0.8333805561125744
25g,width,raw,Flow mL/min,15,490,25.25785714285714,17.3,22.85463689343313,8.575,52.185,0.9048525678234888
25g,width,mass_normalized,overall,all,490,1.0103142857142857,0.692,0.9141854757373252,0.34299999999999997,2.0873999999999997,0.9048525678234887
25g,width,mass_normalized,EA_bin,high,80,0.5491750000000001,0.41975,0.34979628881805774,0.29480000000000006,0.9300500000000014,0.6369486754095829
25g,width,mass_normalized,EA_bin,low,189,1.4871349206349205,1.1505,1.1197918506938893,0.4223,2.9737000000000022,0.7529860506643224
25g,width,mass_normalized,EA_bin,mid,221,0.7694638009049772,0.6000000000000001,0.6412561703066852,0.35199999999999987,1.2260000000000002,0.8333805561125746
25g,width,mass_normalized,Flow mL/min,15,490,1.0103142857142857,0.692,0.9141854757373252,0.34299999999999997,2.0873999999999997,0.9048525678234887
40g,V1_ml,raw,overall,all,529,76.2890359168242,45.15,75.26089559394622,28.12,162.49999999999997,0.9865230919420853
40g,V1_ml,raw,EA_bin,high,82,30.038414634146342,27.9125,10.670615006459537,25.055,32.175,0.35523229625872643
40g,V1_ml,raw,EA_bin,low,204,122.32450980392156,89.4875,92.97848746635924,37.895,268.0525000000003,0.7600969553476884
40g,V1_ml,raw,EA_bin,mid,243,53.249176954732505,40.2,44.988998877291706,30.68,81.07500000000002,0.8448768873092098
40g,V1_ml,raw,Flow mL/min,30,529,76.2890359168242,45.15,75.26089559394622,28.12,162.49999999999997,0.9865230919420853
40g,V1_ml,mass_normalized,overall,all,529,1.9072258979206052,1.12875,1.8815223898486557,0.703,4.062499999999999,0.9865230919420855
40g,V1_ml,mass_normalized,EA_bin,high,82,0.7509603658536586,0.6978125000000001,0.26676537516148846,0.626375,0.804375,0.3552322962587265
40g,V1_ml,mass_normalized,EA_bin,low,204,3.058112745098039,2.2371875,2.324462186658981,0.9473750000000001,6.701312500000007,0.7600969553476884
40g,V1_ml,mass_normalized,EA_bin,mid,243,1.331229423868313,1.0050000000000001,1.1247249719322927,0.767,2.026875,0.8448768873092095
40g,V1_ml,mass_normalized,Flow mL/min,30,529,1.9072258979206052,1.12875,1.8815223898486557,0.703,4.062499999999999,0.9865230919420855
40g,V2_ml,raw,overall,all,529,112.28993383742912,72.575,105.21691697602954,43.24,231.29999999999995,0.9370111227277083
40g,V2_ml,raw,EA_bin,high,82,55.82896341463414,47.6,19.739666178175494,38.175,85.61000000000004,0.35357393314956737
40g,V2_ml,raw,EA_bin,low,204,175.24362745098037,129.3375,130.79749823358986,53.5925,359.0075000000001,0.7463752042577234
40g,V2_ml,raw,EA_bin,mid,243,78.4925925925926,61.1,64.06785926316518,43.99,116.93,0.8162280942318028
40g,V2_ml,raw,Flow mL/min,30,529,112.28993383742912,72.575,105.21691697602954,43.24,231.29999999999995,0.9370111227277083
40g,V2_ml,mass_normalized,overall,all,529,2.807248345935728,1.814375,2.630422924400738,1.081,5.782499999999999,0.9370111227277081
40g,V2_ml,mass_normalized,EA_bin,high,82,1.3957240853658537,1.19,0.4934916544543873,0.954375,2.140250000000001,0.3535739331495673
40g,V2_ml,mass_normalized,EA_bin,low,204,4.38109068627451,3.2334375,3.2699374558397465,1.3398125,8.975187500000002,0.7463752042577233
40g,V2_ml,mass_normalized,EA_bin,mid,243,1.9623148148148146,1.5275,1.6016964815791292,1.09975,2.9232500000000003,0.8162280942318029
40g,V2_ml,mass_normalized,Flow mL/min,30,529,2.807248345935728,1.814375,2.630422924400738,1.081,5.782499999999999,0.9370111227277081
40g,center,raw,overall,all,529,94.28948487712665,58.387499999999996,89.94469876549101,36.879999999999995,194.34499999999997,0.9539207779393688
40g,center,raw,EA_bin,high,82,42.93368902439025,38.64375,13.272459518514976,32.66625,57.88750000000001,0.3091385767240968
40g,center,raw,EA_bin,low,204,148.78406862745098,108.85,111.53471532978975,46.26499999999999,316.8925000000001,0.749641519812635
40g,center,raw,EA_bin,mid,243,65.87088477366255,50.0375,54.30358238366487,37.58,96.00750000000001,0.8243943066842987
40g,center,raw,Flow mL/min,30,529,94.28948487712665,58.387499999999996,89.94469876549101,36.879999999999995,194.34499999999997,0.9539207779393688
40g,center,mass_normalized,overall,all,529,2.3572371219281663,1.4596874999999998,2.2486174691372756,0.9219999999999999,4.858624999999999,0.953920777939369
40g,center,mass_normalized,EA_bin,high,82,1.0733422256097558,0.96609375,0.3318114879628744,0.81665625,1.4471875000000003,0.3091385767240969
40g,center,mass_normalized,EA_bin,low,204,3.7196017156862746,2.72125,2.788367883244744,1.1566249999999998,7.922312500000003,0.7496415198126352
40g,center,mass_normalized,EA_bin,mid,243,1.6467721193415636,1.2509375,1.3575895595916219,0.9395,2.4001875,0.8243943066842989
40g,center,mass_normalized,Flow mL/min,30,529,2.3572371219281663,1.4596874999999998,2.2486174691372756,0.9219999999999999,4.858624999999999,0.953920777939369
40g,width,raw,overall,all,529,36.00089792060491,24.75,33.307787423175355,11.02,74.30499999999999,0.9251932409194669
40g,width,raw,EA_bin,high,82,25.790548780487807,18.675,17.38965681666245,9.917499999999999,51.9525,0.6742647069929288
40g,width,raw,EA_bin,low,204,52.919117647058826,40.73749999999999,41.785146363352375,13.6075,109.62250000000004,0.7896039885252081
40g,width,raw,EA_bin,mid,243,25.243415637860082,19.65,21.491509539664108,9.845000000000002,40.58500000000001,0.8513709019405098
40g,width,raw,Flow mL/min,30,529,36.00089792060491,24.75,33.307787423175355,11.02,74.30499999999999,0.9251932409194669
40g,width,mass_normalized,overall,all,529,0.9000224480151229,0.61875,0.832694685579384,0.27549999999999997,1.8576249999999999,0.925193240919467
40g,width,mass_normalized,EA_bin,high,82,0.6447637195121951,0.46687500000000004,0.4347414204165613,0.24793749999999998,1.2988125000000001,0.674264706992929
40g,width,mass_normalized,EA_bin,low,204,1.3229779411764706,1.0184374999999997,1.0446286590838092,0.34018750000000003,2.740562500000001,0.789603988525208
40g,width,mass_normalized,EA_bin,mid,243,0.6310853909465021,0.49124999999999996,0.5372877384916027,0.24612500000000004,1.014625,0.8513709019405098
40g,width,mass_normalized,Flow mL/min,30,529,0.9000224480151229,0.61875,0.832694685579384,0.27549999999999997,1.8576249999999999,0.925193240919467
