column,protocol,seed,budget,actual_budget,method,epochs_run,best_epoch,validation_score,source_draws,source_unique_rows,target_rows,balanced_batches,shared_head,parameter_count,checkpoint_sha256,wall_seconds,fit_success
25g,compound,1425370602,30,33,mass_normalized_column_conditioned,232,132,0.7899498307624799,5800,2751,25,True,True,461208,58d7a03c652211b0c75a475744ce2ed6879040e514f7d3e94adf765d68164cd7,547.1178024159744,True
25g,compound,1425370602,50,47,raw_column_conditioned,101,1,3.465044439425841,3939,2325,39,True,True,461208,c4a9ace3cc78533929867c4f3ae8001721068f860b01bd2d2b670ac2765cbaa6,118.18626500002574,True
25g,compound,1425370602,50,47,mass_normalized_column_conditioned,101,1,1.3127961604612763,3939,2325,39,True,True,461208,a1e34136054c42e3c4be46e28b21535465b796b168bb546fe63f9acce06e8212,216.07754529101658,True
25g,compound,1425370602,70,72,raw_column_conditioned,101,1,3.4866302672510265,6464,2889,64,True,True,461208,782cfb5ef7f3f5559a7437370d57b606a26ecee4438c689f4d7fe7d2002c12e9,139.85975504200906,True
25g,compound,1425370602,70,72,mass_normalized_column_conditioned,122,22,1.2477882153663746,7808,3051,64,True,True,461208,301e1bcd6843d552da535beac4e6d5edb2fd385a6b674da243de407400ed4b8e,628.263162917021,True
25g,compound,1425370602,100,99,raw_column_conditioned,101,1,3.4821369080933358,9191,3132,91,True,True,461208,da0919349bacfb19e418d5cc2b3f50440896090ef3bd1bbc3ea67a000167db42,216.60465966601623,True
25g,compound,1425370602,100,99,mass_normalized_column_conditioned,101,1,1.4419358856957103,9191,3132,91,True,True,461208,8f69e8de6a8c081ca836794fe12ac4a7d865ce9f1b01a4f3fefe0fe013d25c6b,398.9019031659991,True
25g,compound,536279090,30,33,raw_column_conditioned,109,9,0.9447327368607124,2834,1942,26,True,True,461208,09f461ace61cf4a11ddb5c5189038e0ac44227d39f0b06809a150fb8f247bef7,72.9049512920028,True
25g,compound,536279090,30,33,mass_normalized_column_conditioned,101,1,0.4412280495181727,2626,1843,26,True,True,461208,f6a1bd30eb879d3bae7b7f6ac4ceb2d949a247eaebcdc053fe35c545a26e9f8b,68.81204091597465,True
25g,compound,536279090,50,48,raw_column_conditioned,101,1,0.9129222318987944,4141,2387,41,True,True,461208,65ca2542dc1970a1739bcce6d88f9b22008de33b399de8fc930317b131fd181f,104.05851787500433,True
25g,compound,536279090,50,48,mass_normalized_column_conditioned,101,1,0.5366778743065279,4141,2387,41,True,True,461208,fb00f3363e676c0d195aa3da1149fe222bb36253e4cae342eceb9f668f27ebce,98.19908616700559,True
25g,compound,536279090,70,71,raw_column_conditioned,105,5,0.5057021722559762,6720,2902,64,True,True,461208,5f7539cc99ac012961e5c1ab0485e6ef381e748b5db014b2d035a7c4616591c2,160.8683688339952,True
25g,compound,536279090,70,71,mass_normalized_column_conditioned,101,1,0.49215770297645517,6464,2866,64,True,True,461208,3d6970a8c26d006c98bd7be599b578c598d4f9cad615df7bb93ed593108902eb,137.68951670799288,True
25g,compound,536279090,100,98,raw_column_conditioned,106,6,0.4899350620620052,9646,3157,91,True,True,461208,f818f2f60e09696d3e2d84eec636b88e2b2f766f7d6c51b02902d4894a6f090f,225.4629425840103,True
25g,compound,536279090,100,98,mass_normalized_column_conditioned,101,1,0.5024089311278258,9191,3126,91,True,True,461208,d9d6a5e78fd5cdcae5aa9a33edc74454d1160773b9a98f820ed7b02ae910421c,415.7547976260248,True
25g,compound,2767143051,30,30,raw_column_conditioned,109,9,2.195662997726576,2398,1718,22,True,True,461208,4a249e2de09e68e21ffa10e460708ce4c14d4a849767f6a9ebe331427ff59f4b,65.99615991598694,True
25g,compound,2767143051,30,30,mass_normalized_column_conditioned,101,1,1.3575248037484013,2222,1633,22,True,True,461208,f844562b620051b0ad2a9ed8c894e213ca74721a95dfde2a4de702dedd806a4a,56.250499082991155,True
25g,compound,2767143051,50,48,raw_column_conditioned,111,11,3.2636373589644037,4440,2458,40,True,True,461208,a7da6498e03dc2aac158dd327080cc0c69c7f88bc36b4dbc46de333df8920917,92.83423412500997,True
25g,compound,2767143051,50,48,mass_normalized_column_conditioned,118,18,1.229285389971047,4720,2534,40,True,True,461208,0b1a46938e851acb410238d5688457d07b60a3ed6746aacfc0a762ea182ba174,89.39175575002446,True
25g,compound,2767143051,70,69,raw_column_conditioned,106,6,3.1954502800171802,6466,2856,61,True,True,461208,ba02476f12b5b731a6ab9301ae457904f3b391cfd03fe561adcaa4ab1650abd8,111.5051865420246,True
25g,compound,2767143051,70,69,mass_normalized_column_conditioned,101,1,1.511716147716167,6161,2814,61,True,True,461208,cd46542e4344b0796caecc43bd9b9ab440f85eac7699ad5198b597f2aa4045c4,381.82533620801405,True
25g,compound,2767143051,100,102,raw_column_conditioned,108,8,3.341937348514947,10152,3199,94,True,True,461208,8eb8a49e25cfed532e524c56a160e9a5737b207ae17258d3ea61fa3fa50d824e,181.64836333299172,True
25g,compound,2767143051,100,102,mass_normalized_column_conditioned,115,15,0.9028848279211966,10810,3222,94,True,True,461208,07d1c1b96a342a4b4f3bfbc1ee6b2c2dead3a8f54e915cbb3a04df4b24851c19,219.14741916698404,True
25g,compound,1362771960,30,32,raw_column_conditioned,101,1,3.2879118238076877,2424,1721,24,True,True,461208,adc547f7efc493561eaf29fd4472c926cde459c3f2696da077a15270405ba510,59.16959337500157,True
25g,compound,1362771960,30,32,mass_normalized_column_conditioned,101,1,0.616979208691274,2424,1721,24,True,True,461208,58b3acc0ac93f243c88fa8a8165abe7af04c3079e0d878da3e3096622af3c519,52.91089675002149,True
25g,compound,1362771960,50,52,raw_column_conditioned,115,15,3.085421089039588,5060,2649,44,True,True,461208,ea7d570b426a544730a3ab0e2695cce6840f7cca821935427c5da155995e09c2,105.08153516700258,True
25g,compound,1362771960,50,52,mass_normalized_column_conditioned,101,1,0.9476793069365481,4444,2489,44,True,True,461208,f21600e92d83ab64a61098fab196f717ac602430d2e4b3bf5b8bdfe14f758bff,99.43867879197933,True
25g,compound,1362771960,70,70,raw_column_conditioned,110,10,3.065569878328062,6820,2965,62,True,True,461208,3391f48baf96d6968cfc8f9f2044e9427f5da82d863ecd71657b9c010043e0c2,135.99935233400902,True
25g,compound,1362771960,70,70,mass_normalized_column_conditioned,101,1,0.7704600584680054,6262,2876,62,True,True,461208,227b055754a3248f2047b8b8af92b45162df571748e3a7e9bebc0b1c70cd2273,481.3294933750003,True
25g,compound,1362771960,100,98,raw_column_conditioned,106,6,2.585289152734516,9540,3167,90,True,True,461208,12b6b97e885095f59631ae7e3ea0db2da4821664c72f385e33f44366d3094544,200.84936587500852,True
25g,compound,1362771960,100,98,mass_normalized_column_conditioned,101,1,0.8793160706792386,9090,3138,90,True,True,461208,cc222cef5b030b12eb6ca2ef91fe14857fdeb90b2f3fd3d2fe8e3c7779249adc,230.78766479200567,True
40g,row,769539383,30,30,raw_column_conditioned,102,2,7.1798882928561145,2244,1657,22,True,True,461208,92f04794cc23af5168e0081ea394c5f4d98020426488283d34149188b87463c2,67.36907487499411,True
40g,row,769539383,30,30,mass_normalized_column_conditioned,202,102,3.4457973473382224,4444,2456,22,True,True,461208,d818c2e08bb25b10888481269f14bd076122760d01c19457530f513dd0280dee,113.26966845800052,True
40g,row,769539383,50,50,raw_column_conditioned,102,2,6.94947524965338,4284,2434,42,True,True,461208,7c59fa59158279a7b29b7e1347ac9ac532e6f1fc467b95a0822d877a4b756a52,91.90565862500807,True
40g,row,769539383,50,50,mass_normalized_column_conditioned,201,101,3.2221568286596947,8442,3076,42,True,True,461208,0e64455a4641f84ab0f5c9ac1335e6cfdd9932175b5be32e97813b0f3c3575a6,455.0773385830107,True
40g,row,769539383,70,70,raw_column_conditioned,102,2,6.801437394408098,6324,2849,62,True,True,461208,d9d7a5e653464ca49f2418fcadc57f9b17205c1474108e59be44346f3a0501ce,134.8215809999965,True
40g,row,769539383,70,70,mass_normalized_column_conditioned,156,56,2.76197394579165,9672,3152,62,True,True,461208,daec7b1bbca03d486099a105bb923819e220ffb6a5ad110a48a2de1fd9ed5c6d,312.3764749999973,True
40g,row,769539383,100,100,raw_column_conditioned,112,12,6.6705366795464895,10304,3182,92,True,True,461208,4a302f98733fd30caf490b1100ce9aa9f71747db8df4ce72a6f7b79453ce05f7,324.6648258330242,True
40g,row,769539383,100,100,mass_normalized_column_conditioned,317,217,2.624583266205571,29164,3330,92,True,True,461208,b07a51ce499fa4f61d02448157173980b4c55a878a1e03f1ffd28074ce4444c6,511.55960629100446,True
40g,row,1425370602,30,30,raw_column_conditioned,103,3,6.117376902569606,2266,1644,22,True,True,461208,fef90de450c44ef91533a003b6115f93a5b46b8612035714a1f00a8c368e59b1,63.33112191699911,True
40g,row,1425370602,30,30,mass_normalized_column_conditioned,158,58,3.5931476351218925,3476,2156,22,True,True,461208,3b61c55117db33769bc7adea934ca302e80c94bdc1742fdbaa208ea0561ca30d,133.79461820801953,True
40g,row,1425370602,50,50,raw_column_conditioned,102,2,6.378160256898999,4284,2428,42,True,True,461208,005bb2c4c1a975c2d165cb5352e9aa805fe1b251c87f42741d325677e3ee57a8,146.48397679199115,True
40g,row,1425370602,50,50,mass_normalized_column_conditioned,123,23,3.57485041438823,5166,2647,42,True,True,461208,bd5481b0b27f83ffa36f5adcdb95a9edd2bcc4a2a20c51fa3ed7d9fc28971fae,179.98784100002376,True
40g,row,1425370602,70,70,raw_column_conditioned,102,2,6.215623221234526,6324,2852,62,True,True,461208,10c53afceaa4d6c0a3356d13f68c0df671c8a984cbb4e1d9221be10a685ffa68,210.08090029199957,True
40g,row,1425370602,70,70,mass_normalized_column_conditioned,179,79,2.978164991927335,11098,3231,62,True,True,461208,5feec89e41c4a3bd6a5cc047912e6c38cacb327b279d8b79c90c2fa8a220063a,204.50716329101124,True
40g,row,1425370602,100,100,raw_column_conditioned,102,2,6.255183679666763,9384,3135,92,True,True,461208,ff293a156e721374c88b6191513bb388f5f0f575fa7913415bc7ad4cbc38902d,241.97120512498077,True
40g,row,1425370602,100,100,mass_normalized_column_conditioned,329,229,2.2652620224066715,30268,3330,92,True,True,461208,250d0f46c3bd5d5e49705dbaa30db63bcc045f9915ba61f0d78e41d39a915832,406.3910782089806,True
40g,row,536279090,30,30,raw_column_conditioned,164,64,2.7910138699664993,3608,2195,22,True,True,461208,4156687b4358300e113f3f3f649025d898bec923a6b396b95e70fd872b87549e,126.19940637500258,True
40g,row,536279090,30,30,mass_normalized_column_conditioned,216,116,2.082514901872961,4752,2535,22,True,True,461208,7b905bdef353800c3a7a06b0340d59783ca8057d2c85c5a42684e4821b6ca72d,113.68586933400366,True
40g,row,536279090,50,50,raw_column_conditioned,227,127,2.2781590178010878,9534,3137,42,True,True,461208,082f95592e4a57be56703979d1caeaf7fa335f67f5cc11391a55bf83b0d9a9ee,182.79818179202266,True
40g,row,536279090,50,50,mass_normalized_column_conditioned,429,329,1.4134479712943837,18018,3314,42,True,True,461208,7db9a2134d115af25f1fbdddda91bad1e9351d0b35bffb9354a484a6ed4e29dd,252.7962271249853,True
40g,row,536279090,70,70,raw_column_conditioned,183,83,2.3342507380882656,11346,3242,62,True,True,461208,7bb2413ec5a277efc1ae8145cfa7a93c7bec246e6d2312646a4d6e49613e740a,194.18406233398127,True
40g,row,536279090,70,70,mass_normalized_column_conditioned,157,57,1.8246763829207227,9734,3181,62,True,True,461208,389afb5ac06c272cbe46ff99c1b41edfc40892be699dbe6e04a610fe69533da2,145.67405733300257,True
40g,row,536279090,100,100,raw_column_conditioned,228,128,1.80022633481821,20976,3320,92,True,True,461208,5554a4d15c541030632cc606f2f8856391cd251f405d7e30a6a68d08e2f7502a,273.3675214590039,True
40g,row,536279090,100,100,mass_normalized_column_conditioned,317,217,1.8458261243247265,29164,3329,92,True,True,461208,aaf9eba9ebdf5b4961ad1bce446ce340c87a0fe22c18b0c9d0f36068567c88c1,334.4306055000052,True
40g,row,2767143051,30,30,raw_column_conditioned,174,74,9.449684405538733,3828,2247,22,True,True,461208,9ac37f09b65ef14ca365ec1dc83498410efeb8702339b7ed3b325c98fe57fe2c,68.61868866698933,True
40g,row,2767143051,30,30,mass_normalized_column_conditioned,105,5,2.764592234210317,2310,1680,22,True,True,461208,f81ab630f6dcee4f2f1e32260445f19d8e1e2a772a7964bc556d1c88f89bbb2b,45.154761665995466,True
40g,row,2767143051,50,50,raw_column_conditioned,102,2,7.42206460293493,4284,2438,42,True,True,461208,968b784bf840cedf4e1d51fe2e088405b38bb8e9ad291f325a129876979a43c8,50.267008250026265,True
40g,row,2767143051,50,50,mass_normalized_column_conditioned,137,37,3.8397958036961057,5754,2749,42,True,True,461208,380e0329ae87a0c999aad24f85141942c54948f99d8bdabae618ba121cac0fdf,63.56562429200858,True
40g,row,2767143051,70,70,raw_column_conditioned,102,2,7.147845976859035,6324,2849,62,True,True,461208,bc269e2e2071ac9744135ee7ebb3cd51f05a75ac1c2e7a6f9a07c1be01e9ca1c,70.3223686250276,True
40g,row,2767143051,70,70,mass_normalized_column_conditioned,250,150,2.8075341379693843,15500,3297,62,True,True,461208,b23cac33258e326c952f85fd34a4bd43897f03e0ddbc6e7dc54d9defdf9f3e67,186.07544133299962,True
40g,row,2767143051,100,100,raw_column_conditioned,102,2,6.2507648445024016,9384,3142,92,True,True,461208,6d13522bcaed2b7292e9c3815bb3b9ddf2eac16daddb865483ccef5fb3f2323c,102.2729485410091,True
40g,row,2767143051,100,100,mass_normalized_column_conditioned,107,7,3.1450901296392653,9844,3169,92,True,True,461208,a809a0d55240a011b6735a12cb12233c1e46aea3b474bb0ac9dacf655c199d31,120.35269087500637,True
40g,row,1362771960,30,30,raw_column_conditioned,149,49,4.006041166745691,3278,2089,22,True,True,461208,343dc5a5d10b524c50c606c59ace6a776c24fbf1fc57ba1f21ebc46c74d4dbd2,45.292662082996685,True
40g,row,1362771960,30,30,mass_normalized_column_conditioned,105,5,1.99547927069093,2310,1667,22,True,True,461208,c4f064ca5a2b653403e2471cc7bb90dd2f62193ca6efde1e6e2700a69c48929b,31.27056358300615,True
40g,row,1362771960,50,50,raw_column_conditioned,109,9,4.316955055806607,4578,2524,42,True,True,461208,eeec7505bbab2f2b049ee58b21af475c8552b7627d99bc47babe338835df8493,57.980876042012824,True
40g,row,1362771960,50,50,mass_normalized_column_conditioned,195,95,1.6207767092808438,8190,3046,42,True,True,461208,02eca526387902ab0e60baecf9d9cf02fdfbe368ba0c0608f8ceb47f2773cfce,100.70108158298535,True
40g,row,1362771960,70,70,raw_column_conditioned,102,2,3.9913903316259693,6324,2883,62,True,True,461208,43132b606faa843937c2b9f02d36298e8be8d0d44eb30bde1dd8f5eae84daee9,78.43568266698276,True
40g,row,1362771960,70,70,mass_normalized_column_conditioned,181,81,1.2063825463322602,11222,3235,62,True,True,461208,8e36df04b21b696b3a56a883716c9a01784e4490fd0a5511fba176bfdf7d84f4,126.88933904099395,True
40g,row,1362771960,100,100,raw_column_conditioned,189,89,3.2571592768014583,17388,3314,92,True,True,461208,87ba6a94d75bfe66ec27616e67bf392163952fb03db9eba872f1cd6eb4229e7a,204.71075100000598,True
40g,row,1362771960,100,100,mass_normalized_column_conditioned,154,54,1.0618184765117833,14168,3283,92,True,True,461208,4bf6c023b8810334785003ac46d34f4b22791781752f6d724bc10329043de943,173.24151679099305,True
40g,compound,769539383,30,28,raw_column_conditioned,113,13,1.2849041936385786,2373,1711,21,True,True,461208,73ab55a161cef01c50cb99938d8a3eba2916cb419c103098cbe433acbe8a8ee7,29.054688624979462,True
40g,compound,769539383,30,28,mass_normalized_column_conditioned,101,1,0.7885510526929396,2121,1593,21,True,True,461208,fc981724b1e2bf63992783fbd9ff34874ff1434790a977bca0b845dd497376ed,26.910599416005425,True
40g,compound,769539383,50,49,raw_column_conditioned,111,11,1.2114065539522072,4662,2524,42,True,True,461208,9b7b7dc8e5e057427e6c17f746031e55691f84346762a7940b4b02f35c65c260,54.018275875016116,True
40g,compound,769539383,50,49,mass_normalized_column_conditioned,101,1,1.4104156816376825,4242,2423,42,True,True,461208,51187faf0274caea22457cf009d7794cae8c7ac22bfb97e091dc2f6998bf0aeb,49.35234362501069,True
40g,compound,769539383,70,69,raw_column_conditioned,113,13,1.341319573397418,7006,2936,62,True,True,461208,28e72d437fe4a57226a7cc4214057d01c0fd9a60f1953fb156e67c8a87d00f86,78.82277512500877,True
40g,compound,769539383,70,69,mass_normalized_column_conditioned,101,1,1.1860621076619355,6262,2843,62,True,True,461208,b3d7db1bcd54aa8ff1be0ed4af38c8ba6836a880068e49001ad3d3cfe845d21a,72.18534716698923,True
40g,compound,769539383,100,93,raw_column_conditioned,113,13,1.481522387210569,9718,3173,86,True,True,461208,d862cf01e8b46d378769f3f402035239297908237dd50f2da618852298e5d47c,108.31844079098664,True
40g,compound,769539383,100,93,mass_normalized_column_conditioned,101,1,1.2922102682420917,8686,3115,86,True,True,461208,e018b7a822953c613447f4d437eeb502c21178466675d82ffa08386c5dca8a19,99.7523185830214,True
40g,compound,1425370602,30,29,raw_column_conditioned,116,16,0.8359071667940665,2552,1782,22,True,True,461208,e59aaee2b364ffbd2fe41ce749318c8110582de698cf0c6e79b3ef29b8a05f7c,33.66541420802241,True
40g,compound,1425370602,30,29,mass_normalized_column_conditioned,103,3,1.0042171828102677,2266,1644,22,True,True,461208,75c03f8763759381fc4e23e652264e625135f423bdcbae7925bf20d9b82688c5,29.996864625019953,True
40g,compound,1425370602,50,52,raw_column_conditioned,110,10,1.0020642581788572,4950,2610,45,True,True,461208,b842e7dec5b19c60c941ee042a71f515a1e95d3893dc812945ba3b0479e6952b,63.31615229099407,True
40g,compound,1425370602,50,52,mass_normalized_column_conditioned,122,22,0.5737157896297581,5490,2715,45,True,True,461208,69f9fa6dd8489b6824693af25142950e7b11beb7a1b03f8eeb92b9a811ca4069,70.12845983399893,True
40g,compound,1425370602,70,72,raw_column_conditioned,111,11,0.8972010588105643,7215,2957,65,True,True,461208,57e073337a43850f690ba9bdd308a325d8ad389617018e791d4bc63fbf3b3923,89.54030595798395,True
40g,compound,1425370602,70,72,mass_normalized_column_conditioned,171,71,0.9470301076425469,11115,3218,65,True,True,461208,07aafa5bae4de08863250db125afbaf645dff9ce53a45472fef75dd3eee949b9,130.14568704200792,True
40g,compound,1425370602,100,99,raw_column_conditioned,113,13,1.0429174403534598,10396,3190,92,True,True,461208,56a60ef157acbd9592cc3832d5434c002fd8e228626336e5e9e0e8ba033941a9,114.32599812498665,True
40g,compound,1425370602,100,99,mass_normalized_column_conditioned,132,32,1.0311922425272735,12144,3246,92,True,True,461208,7b3b6849996744244920fe97e45de39904b4671ff633bef514ec7ea084201ea7,145.177630124992,True
40g,compound,536279090,30,31,raw_column_conditioned,110,10,1.8348973805396473,2640,1836,24,True,True,461208,abafd20a44e488beacfe887495a7056b73e22b041390565b47b263db6c920e33,36.81257129201549,True
40g,compound,536279090,30,31,mass_normalized_column_conditioned,101,1,1.1662844658928653,2424,1739,24,True,True,461208,4350cc994f9f0fac86dc62fe47811706e49df75474d980b00dccd25d3f385482,31.474031958001433,True
40g,compound,536279090,50,52,raw_column_conditioned,113,13,1.7768973292694905,5085,2632,45,True,True,461208,5f800f929ee0f227ba72143130f25a3ff830d03a7e89363b734a4d7d8ee66236,63.09293079198687,True
40g,compound,536279090,50,52,mass_normalized_column_conditioned,127,27,0.9442160570195669,5715,2745,45,True,True,461208,398bf44eb7740dd9753f40a76150ea4d11dca301679716fda7a269834d618aab,68.01348266599234,True
40g,compound,536279090,70,72,raw_column_conditioned,110,10,1.7245901249454758,7150,2981,65,True,True,461208,2a7be4ff36b84571d5b508b942509a034a3e3412b074ab9e75d439dbc7975ebe,84.33689700000104,True
40g,compound,536279090,70,72,mass_normalized_column_conditioned,111,11,0.596464737097437,7215,2993,65,True,True,461208,5ae2e8fedb489cf3468dc01f73eb062c5af8ef26b2f2812c2b80482f6ad73603,79.24429358297493,True
40g,compound,536279090,100,100,raw_column_conditioned,112,12,1.5944356696653743,10416,3186,93,True,True,461208,9bcca596c8d19b8f94ddaa47148cb14880f6acbe21edd07576a99a055b578f5e,122.53703554198728,True
40g,compound,536279090,100,100,mass_normalized_column_conditioned,118,18,0.9421703870925549,10974,3205,93,True,True,461208,3b36aa4ec4ff0a92b42d9840345b7265be0aab23721067eff79b3194cf6c4639,127.51860999999917,True
40g,compound,2767143051,30,31,raw_column_conditioned,110,10,2.1288305565911583,2640,1834,24,True,True,461208,2f0f261fc86b8301ba7881866a3cf80360adcee3a8cd7d5451846b02e57d2932,36.33834741701139,True
40g,compound,2767143051,30,31,mass_normalized_column_conditioned,101,1,1.283410879704937,2424,1735,24,True,True,461208,7e490d2459c3e29444654b2102fd9db7fbbd1ae940f6e01acafd6a8e3abdc87e,34.58017945900792,True
40g,compound,2767143051,50,50,raw_column_conditioned,102,2,2.205958427552167,4386,2487,43,True,True,461208,4ce3dcc36a7acb1b685aaa961d5756fc435a7838e51394e96a005a6cba697a56,45.9009035420022,True
40g,compound,2767143051,50,50,mass_normalized_column_conditioned,149,49,0.7969023208566389,6407,2860,43,True,True,461208,e6420220fb04afbc2f76196a406f86fb537a64b8abb6d6e254745979469ffcca,68.2906582079886,True
40g,compound,2767143051,70,71,raw_column_conditioned,109,9,1.951154274301185,6976,2921,64,True,True,461208,ce6f9adae0993643a36220d11e9c32e769e59f464e503ae87346fbf20c8196d4,72.41460633301176,True
40g,compound,2767143051,70,71,mass_normalized_column_conditioned,116,16,0.7517891653080203,7424,2980,64,True,True,461208,1e1483d06551504b9b90a8ab3a5f8efea6d7e37fbe8ff6f99f92d1897dbff3bf,86.42190029198537,True
40g,compound,2767143051,100,99,raw_column_conditioned,112,12,1.7382690990676621,10304,3196,92,True,True,461208,2333d98a404209b818a0aa569ef0091adf43ba8d67c3d32adc37861cab7617b6,113.00002145799226,True
40g,compound,2767143051,100,99,mass_normalized_column_conditioned,116,16,1.082997120503756,10672,3209,92,True,True,461208,fd80df5c9fdbf0defbf228d02f0613f3c410591c673088858eaf0bb1f15f6a71,83.34654850000516,True
40g,compound,1362771960,30,28,raw_column_conditioned,110,10,1.845940159215983,2310,1660,21,True,True,461208,cb94fffd20ab8436163d0f73045d1f238b3b65fdb1d38acbdac3999d11b55486,32.37361420900561,True
40g,compound,1362771960,30,28,mass_normalized_column_conditioned,294,194,0.3331245865812713,6174,2815,21,True,True,461208,24c532d3d006d4e975c1965926ed7d1a381d612ea94fc8df11b9f99a5c6d1a60,83.27615145800519,True
40g,compound,1362771960,50,49,raw_column_conditioned,110,10,1.2409029105444356,4620,2530,42,True,True,461208,9ba42ccbf500c8df68b5e4e25def952236fb7721035cbf98fdb22938607a9b8d,62.69838337498368,True
40g,compound,1362771960,50,49,mass_normalized_column_conditioned,235,135,0.39366681173297036,9870,3162,42,True,True,461208,9881cd21ea0fa553c4b4b1693bd98c2f7ae74bda353489c0be6bc8425f6f9b6f,98.4775885840063,True
40g,compound,1362771960,70,72,raw_column_conditioned,154,54,1.893024020415468,10010,3196,65,True,True,461208,34c6ab5dbe3b5b8973a890d6d73028507e648a63930671289780c10996390c7d,96.17358587501803,True
40g,compound,1362771960,70,72,mass_normalized_column_conditioned,218,118,0.37126969625851125,14170,3295,65,True,True,461208,d34bb4e848bf07540dd7464ecd8f2de938b50f61fcc4d82074cd621c68fd7534,84.52371300000232,True
40g,compound,1362771960,100,100,raw_column_conditioned,112,12,1.8893519810980137,10416,3194,93,True,True,461208,e27ecb229b53bd5668c1e3a77d7e5bd18921f3a19d8e33291f8b4e3932ff6623,77.14234433299862,True
40g,compound,1362771960,100,100,mass_normalized_column_conditioned,109,9,0.8399857248943895,10137,3185,93,True,True,461208,ba49a38385562632027d3a1ff1938e21a6c6dcb506fb79eb7c801b3ed1b97a2e,53.17208429201855,True
