column,protocol,method,reference,endpoint,relative_gain,mean_delta,median_delta,std_delta,wins,ties,seeds,no_output_regression,material,stronger_10pct
25g,row,physics_scale_residual,standard_shallow_finetune,budget100,0.014739997559205853,-0.028429383427497523,-0.07730244466093539,0.1831568309177222,3,0,5,True,False,False
25g,row,raw_column_conditioned,scale_only,budget100,-0.6015614703903762,1.2425514103500812,1.0805043261788767,0.38007379146663517,0,0,5,False,False,False
25g,row,raw_column_conditioned,local_identity_shrinkage,budget100,-0.6422617675906737,1.2937419316806562,1.109560818650209,0.3546825670638949,0,0,5,False,False,False
25g,row,raw_column_conditioned,conditional_EA,budget100,-0.6985197052224925,1.3604608200534671,1.1635582950279515,0.35864122315514035,0,0,5,False,False,False
25g,row,raw_column_conditioned,conditional_policy,budget100,-0.689066673389801,1.349560689382382,1.1635582950279515,0.33725583793333264,0,0,5,False,False,False
25g,row,raw_column_conditioned,target_head_only,budget100,0.018102958017544024,-0.06099041089034589,-0.15507867669049036,0.3089524698888411,4,0,5,False,False,False
25g,row,raw_column_conditioned,standard_shallow_finetune,budget100,-0.7151730233373639,1.379371198386798,1.4410877105314506,0.2471675630220887,0,0,5,False,False,False
25g,row,mass_normalized_column_conditioned,scale_only,budget100,-0.08149154440433648,0.16832433328135962,-0.017078949541454058,0.532600803616211,3,0,5,False,False,False
25g,row,mass_normalized_column_conditioned,local_identity_shrinkage,budget100,-0.10897536447034728,0.2195148546119347,0.011977542929878293,0.4872239062605778,2,0,5,False,False,False
25g,row,mass_normalized_column_conditioned,conditional_EA,budget100,-0.14696484222645756,0.2862337429847454,0.06597501930762073,0.5058091314689299,2,0,5,False,False,False
25g,row,mass_normalized_column_conditioned,conditional_policy,budget100,-0.14058146313982856,0.27533361231366027,0.06597501930762073,0.4991801162111331,2,0,5,False,False,False
25g,row,mass_normalized_column_conditioned,target_head_only,budget100,0.33695123914237446,-1.1352174879590675,-1.3277815167174145,0.401825519656311,5,0,5,True,True,True
25g,row,mass_normalized_column_conditioned,standard_shallow_finetune,budget100,-0.15821038169558532,0.30514412131807644,0.2813390855069793,0.44448327014457517,2,0,5,False,False,False
40g,compound,packing_mass_physical_scale,scale_only,budget100,-0.1937262010709091,0.7052259915589072,0.6943980128784641,0.14864289263274205,0,0,5,False,False,False
40g,compound,packing_mass_physical_scale,local_identity_shrinkage,budget100,-0.23774563154778305,0.8346911672800807,0.7561969409061793,0.20056150060427166,0,0,5,False,False,False
40g,compound,packing_mass_physical_scale,conditional_EA,budget100,-0.26270201003014204,0.9040807001254612,0.8777816404400953,0.12117800502187323,0,0,5,False,False,False
40g,compound,packing_mass_physical_scale,conditional_policy,budget100,-0.2377456315683264,0.8346911673383512,0.7561969411137173,0.20056150058338595,0,0,5,False,False,False
40g,compound,packing_mass_physical_scale,target_head_only,budget100,0.4436846829521225,-3.4657568703670605,-3.3665033036260894,0.40834901262317774,5,0,5,True,True,True
40g,compound,packing_mass_physical_scale,standard_shallow_finetune,budget100,-0.09284575707255827,0.36918824591581967,0.3745517095131783,0.3652485879073084,1,0,5,False,False,False
40g,compound,physics_scale_residual,scale_only,budget100,0.0223092371911513,-0.08121283456796782,-0.1904344463107721,0.31720036968969023,3,0,5,False,False,False
40g,compound,physics_scale_residual,local_identity_shrinkage,budget100,-0.01374374591564198,0.04825234115320569,-0.10326420885954324,0.35561701508577453,3,0,5,False,False,False
40g,compound,physics_scale_residual,conditional_EA,budget100,-0.034183626261297784,0.1176418739985862,-0.06640528557400005,0.29883285802229914,3,0,5,False,False,False
40g,compound,physics_scale_residual,conditional_policy,budget100,-0.01374374593246741,0.048252341211476237,-0.10326420885954324,0.3556170150840799,3,0,5,False,False,False
40g,compound,physics_scale_residual,target_head_only,budget100,0.5443642384670444,-4.252195696493936,-4.220133464491325,0.3683920463348315,5,0,5,True,True,True
40g,compound,physics_scale_residual,standard_shallow_finetune,budget100,0.10493277193199957,-0.4172505802110553,-0.4790784513520574,0.24764333204677955,5,0,5,True,True,True
40g,compound,raw_column_conditioned,scale_only,budget100,-0.669920935660663,2.4387287496771486,2.3639689917555975,0.951954421094347,0,0,5,False,False,False
40g,compound,raw_column_conditioned,local_identity_shrinkage,budget100,-0.7315003568572864,2.5681939253983215,2.498714898148577,1.0232150844958932,0,0,5,False,False,False
40g,compound,raw_column_conditioned,conditional_EA,budget100,-0.766412197502633,2.6375834582437028,2.5473526193172287,0.9410767745219757,0,0,5,False,False,False
40g,compound,raw_column_conditioned,conditional_policy,budget100,-0.7315003568860248,2.568193925456592,2.4987148982323917,1.023215084447818,0,0,5,False,False,False
40g,compound,raw_column_conditioned,target_head_only,budget100,0.22176241592625834,-1.7322541122488198,-1.6422907512784732,0.49787457995767526,5,0,5,True,True,True
40g,compound,raw_column_conditioned,standard_shallow_finetune,budget100,-0.5287978160705431,2.102691004034061,2.301928281386475,0.6637794043302584,0,0,5,False,False,False
40g,compound,mass_normalized_column_conditioned,scale_only,budget100,-0.2811591961470532,1.023510355298479,0.5587391990750037,1.4399462734520243,1,0,5,False,False,False
40g,compound,mass_normalized_column_conditioned,local_identity_shrinkage,budget100,-0.3284027752140195,1.1529755310196523,0.6459094365262326,1.507629141139943,1,0,5,False,False,False
40g,compound,mass_normalized_column_conditioned,conditional_EA,budget100,-0.3551870526861207,1.222365063865033,0.6827683598117757,1.4196606275403967,0,0,5,False,False,False
40g,compound,mass_normalized_column_conditioned,conditional_policy,budget100,-0.3284027752360674,1.152975531077923,0.6459094365262326,1.5076291410860412,1,0,5,False,False,False
40g,compound,mass_normalized_column_conditioned,target_head_only,budget100,0.402938057526129,-3.1474725066274893,-3.4709598191055493,0.9354861133165233,5,0,5,True,True,True
40g,compound,mass_normalized_column_conditioned,standard_shallow_finetune,budget100,-0.1728898891452142,0.6874726096553915,0.4630604542883501,1.038502207544712,1,0,5,False,False,False
40g,row,packing_mass_physical_scale,scale_only,budget100,-0.18897442945915244,0.6977671876806837,0.6306494699319538,0.1311322363980058,0,0,5,False,False,False
40g,row,packing_mass_physical_scale,local_identity_shrinkage,budget100,-0.3011062478395754,1.0159843530454082,1.022150066102729,0.19555359298974673,0,0,5,False,False,False
40g,row,packing_mass_physical_scale,conditional_EA,budget100,-0.40361786501051466,1.262413146139944,1.3025628213987304,0.2149258221644722,0,0,5,False,False,False
40g,row,packing_mass_physical_scale,conditional_policy,budget100,-0.3846386860115836,1.2195413096167105,1.1859556779942233,0.22600852878168046,0,0,5,False,False,False
40g,row,packing_mass_physical_scale,target_head_only,budget100,0.45592995789186475,-3.6789453035090993,-3.4624385866233043,0.7951055466883101,5,0,5,True,True,True
40g,row,packing_mass_physical_scale,standard_shallow_finetune,budget100,-0.4014515253604669,1.2575783340928195,1.1668247190090866,0.3886239171633995,0,0,5,False,False,False
40g,row,physics_scale_residual,scale_only,budget100,0.20429701481300722,-0.7543441400279199,-0.7965127365036224,0.16515631647293627,5,0,5,True,True,True
40g,row,physics_scale_residual,local_identity_shrinkage,budget100,0.12925450724593124,-0.4361269746631954,-0.46042381209875627,0.23006404822677193,5,0,5,True,True,True
40g,row,physics_scale_residual,conditional_EA,budget100,0.06065017246947435,-0.18969818156865959,-0.06678706356770725,0.2479623420465248,4,0,5,True,True,False
40g,row,physics_scale_residual,conditional_policy,budget100,0.07335169826487542,-0.23257001809189326,-0.24120652844135293,0.23889152417952472,4,0,5,True,True,False
40g,row,physics_scale_residual,target_head_only,budget100,0.6358894304790185,-5.131056631217704,-4.994295849403155,0.7974031755553506,5,0,5,True,True,True
40g,row,physics_scale_residual,standard_shallow_finetune,budget100,0.06209996220738834,-0.1945329936157842,-0.198489218601007,0.36073152570206735,4,0,5,True,True,False
40g,row,raw_column_conditioned,scale_only,budget100,-0.5860371541882685,2.163877399310941,1.6071319294619295,1.0259593163818153,0,0,5,False,False,False
40g,row,raw_column_conditioned,local_identity_shrinkage,budget100,-0.7356158378938056,2.482094564675665,2.0557970489076887,1.0487778922422277,0,0,5,False,False,False
40g,row,raw_column_conditioned,conditional_EA,budget100,-0.8723616160540577,2.728523357770201,2.4494337974387377,1.068650410886785,0,0,5,False,False,False
40g,row,raw_column_conditioned,conditional_policy,budget100,-0.8470442649803367,2.6856515212469674,2.4494337974387377,1.1048440976181635,0,0,5,False,False,False
40g,row,raw_column_conditioned,target_head_only,budget100,0.27423561021677634,-2.2128350918788433,-2.191731616825771,0.4813872812263819,5,0,5,True,True,True
40g,row,raw_column_conditioned,standard_shallow_finetune,budget100,-0.8694718186888362,2.723688545723076,2.425139236780061,0.928138088328322,0,0,5,False,False,False
40g,row,mass_normalized_column_conditioned,scale_only,budget100,-0.04582642184150676,0.16920899606011827,0.01765607635633737,0.24656623616328893,1,0,5,False,False,False
40g,row,mass_normalized_column_conditioned,local_identity_shrinkage,budget100,-0.1444579949735918,0.48742616142484285,0.4663211958020965,0.27926253148861657,0,0,5,False,False,False
40g,row,mass_normalized_column_conditioned,conditional_EA,budget100,-0.23462760260076143,0.7338549545193787,0.8599579443331455,0.31504965830152903,0,0,5,False,False,False
40g,row,mass_normalized_column_conditioned,conditional_policy,budget100,-0.21793344470287423,0.690983117996145,0.8599579443331455,0.36631020034685585,0,0,5,False,False,False
40g,row,mass_normalized_column_conditioned,target_head_only,budget100,0.5214339255151683,-4.207503495129666,-4.084005783793794,0.6213929209754,5,0,5,True,True,True
40g,row,mass_normalized_column_conditioned,standard_shallow_finetune,budget100,-0.23272208202053046,0.729020142472254,0.5648805884387955,0.4458436147912903,0,0,5,False,False,False
8g,compound,packing_mass_physical_scale,scale_only,budget100,0.016010677990754618,-0.011234166044804072,0.03893686602574353,0.11630665746745722,2,0,5,False,False,False
8g,compound,packing_mass_physical_scale,local_identity_shrinkage,budget100,-0.04541435053297427,0.02999343122464628,0.04528845896934364,0.03841158165306565,1,0,5,False,False,False
8g,compound,packing_mass_physical_scale,conditional_EA,budget100,-0.03311323028981228,0.022129679666110035,0.03170717898482267,0.06100739918072712,1,0,5,False,False,False
8g,compound,packing_mass_physical_scale,conditional_policy,budget100,-0.022681914943438963,0.01531301270133143,0.03893686602574353,0.0609068254067098,2,0,5,False,False,False
8g,compound,packing_mass_physical_scale,target_head_only,budget100,-0.008957892674624324,0.00612991304619741,-0.037637786958755304,0.07450805956227925,3,0,5,False,False,False
8g,compound,packing_mass_physical_scale,standard_shallow_finetune,budget100,0.09788697756765308,-0.0749178780741819,-0.0737959878773663,0.04546501723700629,5,0,5,True,True,False
8g,compound,physics_scale_residual,scale_only,budget100,-0.19887630135695966,0.13954495825290597,0.08207786446121257,0.2149482779045343,1,0,5,False,False,False
8g,compound,physics_scale_residual,local_identity_shrinkage,budget100,-0.2737155393040782,0.18077255552235633,0.09658411556248725,0.29371313870588234,1,0,5,False,False,False
8g,compound,physics_scale_residual,conditional_EA,budget100,-0.2587280580278022,0.17290880396382008,0.08300283557796628,0.27006215147585694,1,0,5,False,False,False
8g,compound,physics_scale_residual,conditional_policy,budget100,-0.24601871608574521,0.1660921369990415,0.08207786446121257,0.2728376806416805,1,0,5,False,False,False
8g,compound,physics_scale_residual,target_head_only,budget100,-0.2292975945355844,0.15690903734390746,0.032543804597607084,0.29508163920458225,2,0,5,False,False,False
8g,compound,physics_scale_residual,standard_shallow_finetune,budget100,-0.09911957330109944,0.07586124622352813,-0.0019232121296888227,0.34771935506838414,3,0,5,False,False,False
8g,compound,raw_column_conditioned,scale_only,budget100,-1.9636619679870018,1.3778370045897694,1.3781228747500651,0.15686054694339274,0,0,5,False,False,False
8g,compound,raw_column_conditioned,local_identity_shrinkage,budget100,-2.148667045630092,1.4190646018592197,1.3675270285375027,0.175731426811655,0,0,5,False,False,False
8g,compound,raw_column_conditioned,conditional_EA,budget100,-2.1116174949765827,1.4112008503006837,1.3799948109061355,0.16809644538991836,0,0,5,False,False,False
8g,compound,raw_column_conditioned,conditional_policy,budget100,-2.080199580293322,1.4043841833359048,1.3781228747500651,0.170644523632884,0,0,5,False,False,False
8g,compound,raw_column_conditioned,target_head_only,budget100,-2.0388644134006166,1.395201083680771,1.3928860896671338,0.1617903657844799,0,0,5,False,False,False
8g,compound,raw_column_conditioned,standard_shallow_finetune,budget100,-1.7170600286081474,1.3141532925603916,1.1548329516846771,0.22098346701040952,0,0,5,False,False,False
8g,compound,mass_normalized_column_conditioned,scale_only,budget100,-0.026242875191655024,0.018413762213340724,0.036345412779124286,0.0822874920681947,2,0,5,False,False,False
8g,compound,mass_normalized_column_conditioned,local_identity_shrinkage,budget100,-0.0903055600917344,0.059641359482791076,0.08382141807802479,0.05617109462219891,1,0,5,False,False,False
8g,compound,mass_normalized_column_conditioned,conditional_EA,budget100,-0.07747621659779957,0.05177760792425483,0.038217348935194906,0.06132454803650103,1,0,5,False,False,False
8g,compound,mass_normalized_column_conditioned,conditional_policy,budget100,-0.06659696942138305,0.044960940959476225,0.036345412779124286,0.05074532611473088,1,0,5,False,False,False
8g,compound,mass_normalized_column_conditioned,target_head_only,budget100,-0.05228362296800526,0.03577784130434221,0.028923256631574024,0.020376641390553688,0,0,5,False,False,False
8g,compound,mass_normalized_column_conditioned,standard_shallow_finetune,budget100,0.05914928019909216,-0.04526994981603712,-0.0006440937891702969,0.11179901120742353,3,0,5,True,False,False
8g,row,packing_mass_physical_scale,scale_only,budget100,-0.07543768690831976,0.05208843925045683,0.03880657223787931,0.05343478323964232,1,0,5,False,False,False
8g,row,packing_mass_physical_scale,local_identity_shrinkage,budget100,-0.031153525755015288,0.022434795030692102,0.008834230481058802,0.06898850114074587,1,0,5,False,False,False
8g,row,packing_mass_physical_scale,conditional_EA,budget100,-0.028486975941381276,0.020567702651499386,0.007620487483033345,0.06617583763308502,1,0,5,False,False,False
8g,row,packing_mass_physical_scale,conditional_policy,budget100,-0.02880804142423843,0.02079302211268108,0.0074756615551334615,0.06668967418909896,1,0,5,False,False,False
8g,row,packing_mass_physical_scale,target_head_only,budget100,-0.09377753303469238,0.06366606936111016,0.06575405694782321,0.05541884505760565,1,0,5,False,False,False
8g,row,packing_mass_physical_scale,standard_shallow_finetune,budget100,-0.05562177493134546,0.039126836543338595,0.038550229545232684,0.029394396502555764,0,0,5,False,False,False
8g,row,physics_scale_residual,scale_only,budget100,-0.18477609115987104,0.12758474701132888,0.08610285658666461,0.1360958497247589,0,0,5,False,False,False
8g,row,physics_scale_residual,local_identity_shrinkage,budget100,-0.1359896147417552,0.09793110279156417,0.09171426356436163,0.0752345633211608,0,0,5,False,False,False
8g,row,physics_scale_residual,conditional_EA,budget100,-0.13305196014443244,0.09606401041237145,0.08486396790023187,0.07668719222663624,0,0,5,False,False,False
8g,row,physics_scale_residual,conditional_policy,budget100,-0.13340566795327757,0.09628932987355314,0.08486396790023187,0.07577967769101801,0,0,5,False,False,False
8g,row,physics_scale_residual,target_head_only,budget100,-0.20498052649869836,0.13916237712198223,0.07800146469150637,0.1765980813163675,1,0,5,False,False,False
8g,row,physics_scale_residual,standard_shallow_finetune,budget100,-0.16294552020197495,0.11462314430421065,0.060037354627180295,0.14359801065604066,2,0,5,False,False,False
8g,row,raw_column_conditioned,scale_only,budget100,-1.2468107392153391,0.8609016011501389,0.8685089548310444,0.4794588113281372,0,0,5,False,False,False
8g,row,raw_column_conditioned,local_identity_shrinkage,budget100,-1.1542920093366926,0.8312479569303741,0.877975930034675,0.4384955314400943,0,0,5,False,False,False
8g,row,raw_column_conditioned,conditional_EA,budget100,-1.1487210377863564,0.8293808645511815,0.8754919746666354,0.43833226374066125,0,0,5,False,False,False
8g,row,raw_column_conditioned,conditional_policy,budget100,-1.149391809681052,0.8296061840123631,0.877975930034675,0.43856507972535347,0,0,5,False,False,False
8g,row,raw_column_conditioned,target_head_only,budget100,-1.2851264535834588,0.8724792312607923,0.8719947618752557,0.4815796764189224,0,0,5,False,False,False
8g,row,raw_column_conditioned,standard_shallow_finetune,budget100,-1.2054112193926652,0.8479399984430206,0.8444218797345195,0.4496837688376797,0,0,5,False,False,False
8g,row,mass_normalized_column_conditioned,scale_only,budget100,-0.09462016036829413,0.06533361078796299,0.09390887882254106,0.1392467001237538,2,0,5,False,False,False
8g,row,mass_normalized_column_conditioned,local_identity_shrinkage,budget100,-0.04954610710281848,0.03567996656819825,-0.03840543747569447,0.1441952189942996,3,0,5,False,False,False
8g,row,mass_normalized_column_conditioned,conditional_EA,budget100,-0.04683199430933693,0.03381287418900554,-0.04088939284373405,0.14153059444296578,3,0,5,False,False,False
8g,row,mass_normalized_column_conditioned,conditional_policy,budget100,-0.04715878660480155,0.03403819365018723,-0.03840543747569447,0.1414713548851447,3,0,5,False,False,False
8g,row,mass_normalized_column_conditioned,target_head_only,budget100,-0.11328713247868394,0.07691124089861631,0.12177804738727283,0.09816251218805126,2,0,5,False,False,False
8g,row,mass_normalized_column_conditioned,standard_shallow_finetune,budget100,-0.07445079396972876,0.052372008080844745,0.0334848939434953,0.09739523842926548,2,0,5,False,False,False
