column,protocol,seed,budget,actual_budget,method,target,dimension,level,q33,q67,q90,n,rmse,mae,median_absolute_error,compounds,eligible
40g,compound,1362771960,30,28,physics_scale_residual,V2,source_q50,mid,11.5848146,13.9913664,20.762665,20,26.568060292748463,20.567018372790006,18.393919426074334,,
40g,compound,1362771960,30,28,physics_scale_residual,V2,source_q50,high,11.5848146,13.9913664,20.762665,48,87.0140077809058,62.04975287652667,41.331185080283376,,
40g,compound,1362771960,30,28,physics_scale_residual,V2,source_q50,top10,11.5848146,13.9913664,20.762665,19,104.75797456653834,78.4635754677163,51.62243281803572,,
40g,compound,1362771960,30,28,physics_scale_residual,V2,target_magnitude,low,56.306,100.01599999999999,204.585,36,25.744847993461683,19.398695123066915,14.746175644068325,,
40g,compound,1362771960,30,28,physics_scale_residual,V2,target_magnitude,mid,56.306,100.01599999999999,204.585,37,36.93018997620441,24.066840805401284,16.53557690791174,,
40g,compound,1362771960,30,28,physics_scale_residual,V2,target_magnitude,high,56.306,100.01599999999999,204.585,36,93.3123482048984,64.47098953577296,41.331185080283376,,
40g,compound,1362771960,30,28,physics_scale_residual,V2,target_magnitude,top10,56.306,100.01599999999999,204.585,11,146.84937745581715,110.98083434011086,58.206186168234126,,
40g,compound,1362771960,30,28,physics_scale_residual,V2,EA,low,,,,41,85.90922933762884,54.7449193981896,33.20233986145331,,
40g,compound,1362771960,30,28,physics_scale_residual,V2,EA,mid,,,,51,35.59276155064832,23.664791789706175,15.363207641381337,,
40g,compound,1362771960,30,28,physics_scale_residual,V2,EA,high,,,,17,34.790493869238105,26.960922406899662,18.89738834424071,,
40g,compound,1362771960,30,28,physics_scale_residual,V1,flow_ml_min,30,,,,109,63.715478070055696,38.63946282409277,20.37026679951743,16.0,True
40g,compound,1362771960,30,28,physics_scale_residual,V2,flow_ml_min,30,,,,109,59.645876638552714,35.86955740842278,20.641199149981567,16.0,True
40g,compound,1362771960,30,28,raw_column_conditioned,V1,source_q50,low,4.77416724,5.36939654,6.336005,31,20.46061292626618,18.465320903225805,16.243482999999998,,
40g,compound,1362771960,30,28,raw_column_conditioned,V1,source_q50,mid,4.77416724,5.36939654,6.336005,24,25.44598966727191,21.57673733333333,17.038504000000003,,
40g,compound,1362771960,30,28,raw_column_conditioned,V1,source_q50,high,4.77416724,5.36939654,6.336005,54,94.09973987193624,68.86296037037036,46.2125285,,
40g,compound,1362771960,30,28,raw_column_conditioned,V1,source_q50,top10,4.77416724,5.36939654,6.336005,38,108.74323817376143,84.10881542105263,60.8652115,,
40g,compound,1362771960,30,28,raw_column_conditioned,V1,target_magnitude,low,35.724999999999994,73.10300000000001,159.63500000000002,36,14.277117556915083,13.759903555555555,12.846461000000001,,
40g,compound,1362771960,30,28,raw_column_conditioned,V1,target_magnitude,mid,35.724999999999994,73.10300000000001,159.63500000000002,37,27.331985488144035,25.442809378378378,24.907116000000002,,
40g,compound,1362771960,30,28,raw_column_conditioned,V1,target_magnitude,high,35.724999999999994,73.10300000000001,159.63500000000002,36,114.46691793257116,93.6701674722222,66.844308,,
40g,compound,1362771960,30,28,raw_column_conditioned,V1,target_magnitude,top10,35.724999999999994,73.10300000000001,159.63500000000002,11,180.857318787871,169.31329954545453,174.95438000000001,,
40g,compound,1362771960,30,28,raw_column_conditioned,V1,EA,low,,,,41,103.23843350263012,74.17682680487805,45.194656,,
40g,compound,1362771960,30,28,raw_column_conditioned,V1,EA,mid,,,,51,36.1852893015144,30.51356288235294,22.637569999999997,,
40g,compound,1362771960,30,28,raw_column_conditioned,V1,EA,high,,,,17,13.086862226409858,12.436758705882353,11.849758000000001,,
40g,compound,1362771960,30,28,raw_column_conditioned,V2,source_q50,low,11.5848146,13.9913664,20.762665,41,29.973372032101594,27.788679609756095,24.914875000000002,,
40g,compound,1362771960,30,28,raw_column_conditioned,V2,source_q50,mid,11.5848146,13.9913664,20.762665,20,39.955698347796165,31.765904750000004,22.993968499999998,,
40g,compound,1362771960,30,28,raw_column_conditioned,V2,source_q50,high,11.5848146,13.9913664,20.762665,48,136.15986341775778,103.52725293750001,73.477852,,
40g,compound,1362771960,30,28,raw_column_conditioned,V2,source_q50,top10,11.5848146,13.9913664,20.762665,19,167.00011682762806,146.78068768421053,121.55937,,
40g,compound,1362771960,30,28,raw_column_conditioned,V2,target_magnitude,low,56.306,100.01599999999999,204.585,36,22.551787485790737,20.659714611111113,21.425914499999998,,
40g,compound,1362771960,30,28,raw_column_conditioned,V2,target_magnitude,mid,56.306,100.01599999999999,204.585,37,38.91179057667763,35.825611378378376,34.992424,,
40g,compound,1362771960,30,28,raw_column_conditioned,V2,target_magnitude,high,56.306,100.01599999999999,204.585,36,156.73122575764432,129.85179869444445,101.26477500000001,,
40g,compound,1362771960,30,28,raw_column_conditioned,V2,target_magnitude,top10,56.306,100.01599999999999,204.585,11,240.17673309986836,223.37109336363636,226.81979,,
40g,compound,1362771960,30,28,raw_column_conditioned,V2,EA,low,,,,41,142.17197584236175,105.93130007317073,67.35128,,
40g,compound,1362771960,30,28,raw_column_conditioned,V2,EA,mid,,,,51,48.883701309002085,40.625564490196076,34.782718,,
40g,compound,1362771960,30,28,raw_column_conditioned,V2,EA,high,,,,17,21.776884825005062,19.345588705882353,13.829597,,
40g,compound,1362771960,30,28,raw_column_conditioned,V1,flow_ml_min,30,,,,109,68.17912153571169,44.11804132110093,22.226856,16.0,True
40g,compound,1362771960,30,28,raw_column_conditioned,V2,flow_ml_min,30,,,,109,93.78191001224596,61.871211926605504,34.992424,16.0,True
40g,compound,1362771960,30,28,mass_normalized_column_conditioned,V1,source_q50,low,4.77416724,5.36939654,6.336005,31,10.843143300941609,8.449342580645162,7.017097,,
40g,compound,1362771960,30,28,mass_normalized_column_conditioned,V1,source_q50,mid,4.77416724,5.36939654,6.336005,24,20.93684718802483,16.171092541666667,12.508449999999996,,
40g,compound,1362771960,30,28,mass_normalized_column_conditioned,V1,source_q50,high,4.77416724,5.36939654,6.336005,54,55.81979711744127,35.725890666666665,17.714738500000003,,
40g,compound,1362771960,30,28,mass_normalized_column_conditioned,V1,source_q50,top10,4.77416724,5.36939654,6.336005,38,64.2988085740243,41.846001657894746,21.664245000000008,,
40g,compound,1362771960,30,28,mass_normalized_column_conditioned,V1,target_magnitude,low,35.724999999999994,73.10300000000001,159.63500000000002,36,9.205444348502658,7.651958416666667,6.483269999999999,,
40g,compound,1362771960,30,28,mass_normalized_column_conditioned,V1,target_magnitude,mid,35.724999999999994,73.10300000000001,159.63500000000002,37,20.840368296160833,16.240297594594594,12.193424,,
40g,compound,1362771960,30,28,mass_normalized_column_conditioned,V1,target_magnitude,high,35.724999999999994,73.10300000000001,159.63500000000002,36,67.35077910804351,47.30201175,30.2913,,
40g,compound,1362771960,30,28,mass_normalized_column_conditioned,V1,target_magnitude,top10,35.724999999999994,73.10300000000001,159.63500000000002,11,113.9363349726774,101.13569809090909,91.56329,,
40g,compound,1362771960,30,28,mass_normalized_column_conditioned,V1,EA,low,,,,41,63.488004022711976,43.09321497560976,29.091563,,
40g,compound,1362771960,30,28,mass_normalized_column_conditioned,V1,EA,mid,,,,51,17.321284474337926,12.968931196078431,9.474176999999997,,
40g,compound,1362771960,30,28,mass_normalized_column_conditioned,V1,EA,high,,,,17,10.459856366501254,8.882154823529413,8.914278000000003,,
40g,compound,1362771960,30,28,mass_normalized_column_conditioned,V2,source_q50,low,11.5848146,13.9913664,20.762665,41,25.45297768141797,18.46213217073171,14.365760000000002,,
40g,compound,1362771960,30,28,mass_normalized_column_conditioned,V2,source_q50,mid,11.5848146,13.9913664,20.762665,20,29.265147490881915,19.566270550000002,17.024995,,
40g,compound,1362771960,30,28,mass_normalized_column_conditioned,V2,source_q50,high,11.5848146,13.9913664,20.762665,48,66.13590817100778,45.34899760416667,27.752227500000004,,
40g,compound,1362771960,30,28,mass_normalized_column_conditioned,V2,source_q50,top10,11.5848146,13.9913664,20.762665,19,82.1502232022992,62.791596842105264,45.898229999999984,,
40g,compound,1362771960,30,28,mass_normalized_column_conditioned,V2,target_magnitude,low,56.306,100.01599999999999,204.585,36,24.52486069462915,18.514448138888888,13.8726025,,
40g,compound,1362771960,30,28,mass_normalized_column_conditioned,V2,target_magnitude,mid,56.306,100.01599999999999,204.585,37,25.429356192007894,18.906652054054057,18.752768000000003,,
40g,compound,1362771960,30,28,mass_normalized_column_conditioned,V2,target_magnitude,high,56.306,100.01599999999999,204.585,36,76.02302074979917,54.41551266666667,34.12169,,
40g,compound,1362771960,30,28,mass_normalized_column_conditioned,V2,target_magnitude,top10,56.306,100.01599999999999,204.585,11,123.63900971560084,107.0197690909091,103.30346,,
40g,compound,1362771960,30,28,mass_normalized_column_conditioned,V2,EA,low,,,,41,70.77070123006247,49.1092546097561,35.40050000000001,,
40g,compound,1362771960,30,28,mass_normalized_column_conditioned,V2,EA,mid,,,,51,28.12740822154529,20.28959723529412,18.752768000000003,,
40g,compound,1362771960,30,28,mass_normalized_column_conditioned,V2,EA,high,,,,17,21.617137684517843,16.280930411764707,13.379444999999997,,
40g,compound,1362771960,30,28,mass_normalized_column_conditioned,V1,flow_ml_min,30,,,,109,40.909511988361764,23.662696669724774,10.961665000000004,16.0,True
40g,compound,1362771960,30,28,mass_normalized_column_conditioned,V2,flow_ml_min,30,,,,109,48.2387977128477,30.504813899082578,19.58994,16.0,True
40g,compound,1362771960,50,49,scale_only,V1,source_q50,low,4.847566533,5.467257721,6.945864799999999,35,18.82118731467332,16.859308914426745,17.011881610420733,,
40g,compound,1362771960,50,49,scale_only,V1,source_q50,mid,4.847566533,5.467257721,6.945864799999999,23,25.296860745419615,23.020603561907276,24.402980509867078,,
40g,compound,1362771960,50,49,scale_only,V1,source_q50,high,4.847566533,5.467257721,6.945864799999999,51,49.23844263467194,34.67801744889014,29.109352127004342,,
40g,compound,1362771960,50,49,scale_only,V1,source_q50,top10,4.847566533,5.467257721,6.945864799999999,32,57.751991885673675,40.10815709480241,31.22934552686162,,
40g,compound,1362771960,50,49,scale_only,V1,target_magnitude,low,35.724999999999994,73.10300000000001,159.63500000000002,36,28.92429189389613,25.22347415347544,24.681952026175136,,
40g,compound,1362771960,50,49,scale_only,V1,target_magnitude,mid,35.724999999999994,73.10300000000001,159.63500000000002,37,22.57732036046312,19.471786404854385,18.4582384480818,,
40g,compound,1362771960,50,49,scale_only,V1,target_magnitude,high,35.724999999999994,73.10300000000001,159.63500000000002,36,53.17267819950542,34.9896504810409,22.020138318357752,,
40g,compound,1362771960,50,49,scale_only,V1,target_magnitude,top10,35.724999999999994,73.10300000000001,159.63500000000002,11,83.26698186308852,58.21152359814755,31.538453979428937,,
40g,compound,1362771960,50,49,scale_only,V1,EA,low,,,,41,49.75838044716546,31.05064445855503,19.145138318357752,,
40g,compound,1362771960,50,49,scale_only,V1,EA,mid,,,,51,24.393557531660875,21.414281383431053,18.78312329588956,,
40g,compound,1362771960,50,49,scale_only,V1,EA,high,,,,17,33.34601956320405,30.760224145085918,28.04838971477329,,
40g,compound,1362771960,50,49,scale_only,V2,source_q50,low,11.17380355,14.868423905000004,22.466802400000002,38,18.392136766196483,15.26223701781357,13.016779265222361,,
40g,compound,1362771960,50,49,scale_only,V2,source_q50,mid,11.17380355,14.868423905000004,22.466802400000002,26,33.188528148871114,26.564404023741815,24.805870178544282,,
40g,compound,1362771960,50,49,scale_only,V2,source_q50,high,11.17380355,14.868423905000004,22.466802400000002,45,65.27206760280546,40.70869560427166,23.931676672243498,,
40g,compound,1362771960,50,49,scale_only,V2,source_q50,top10,11.17380355,14.868423905000004,22.466802400000002,15,58.177580540991585,51.9128745673596,53.758179788960035,,
40g,compound,1362771960,50,49,scale_only,V2,target_magnitude,low,56.306,100.01599999999999,204.585,36,27.413472760915436,24.050470785303773,25.299648976147267,,
40g,compound,1362771960,50,49,scale_only,V2,target_magnitude,mid,56.306,100.01599999999999,204.585,37,24.44379337720693,17.92310715585042,15.842912625602068,,
40g,compound,1362771960,50,49,scale_only,V2,target_magnitude,high,56.306,100.01599999999999,204.585,36,71.50198935710618,43.70996945691739,23.23563541709433,,
40g,compound,1362771960,50,49,scale_only,V2,target_magnitude,top10,56.306,100.01599999999999,204.585,11,119.28858138844213,96.92455762298916,70.24062576716562,,
40g,compound,1362771960,50,49,scale_only,V2,EA,low,,,,41,67.71726952634465,41.64491099366835,25.990350115525942,,
40g,compound,1362771960,50,49,scale_only,V2,EA,mid,,,,51,24.097922854809003,19.263253083675842,18.405976971213363,,
40g,compound,1362771960,50,49,scale_only,V2,EA,high,,,,17,30.278778022256727,24.2743267928563,17.467615579637624,,
40g,compound,1362771960,50,49,scale_only,V1,flow_ml_min,30,,,,109,37.19060141548479,26.49659251213028,20.793831539721907,16.0,True
40g,compound,1362771960,50,49,scale_only,V2,flow_ml_min,30,,,,109,46.25543868174558,28.463585444829604,20.300397600988717,16.0,True
40g,compound,1362771960,50,49,local_identity_shrinkage,V1,source_q50,low,4.847566533,5.467257721,6.945864799999999,35,24.696457573611486,19.90107906813736,17.04808754185379,,
40g,compound,1362771960,50,49,local_identity_shrinkage,V1,source_q50,mid,4.847566533,5.467257721,6.945864799999999,23,20.08184294628455,15.71947390092491,11.142152460266288,,
40g,compound,1362771960,50,49,local_identity_shrinkage,V1,source_q50,high,4.847566533,5.467257721,6.945864799999999,51,122.25793655816527,85.15987871607865,47.12992035778704,,
40g,compound,1362771960,50,49,local_identity_shrinkage,V1,source_q50,top10,4.847566533,5.467257721,6.945864799999999,32,152.4614596735087,119.48904055216026,99.67025509384155,,
40g,compound,1362771960,50,49,local_identity_shrinkage,V1,target_magnitude,low,35.724999999999994,73.10300000000001,159.63500000000002,36,34.266843533839676,23.757520152254028,16.42879520409631,,
40g,compound,1362771960,50,49,local_identity_shrinkage,V1,target_magnitude,mid,35.724999999999994,73.10300000000001,159.63500000000002,37,30.330902255076776,22.70330750392578,16.329775434499084,,
40g,compound,1362771960,50,49,local_identity_shrinkage,V1,target_magnitude,high,35.724999999999994,73.10300000000001,159.63500000000002,36,141.0879532657562,102.94295495832476,62.21993927057949,,
40g,compound,1362771960,50,49,local_identity_shrinkage,V1,target_magnitude,top10,35.724999999999994,73.10300000000001,159.63500000000002,11,220.65056252407607,185.50579679163607,211.27254058319966,,
40g,compound,1362771960,50,49,local_identity_shrinkage,V1,EA,low,,,,41,128.96409434818096,84.24862444584616,42.76798899007654,,
40g,compound,1362771960,50,49,local_identity_shrinkage,V1,EA,mid,,,,51,42.47896626126296,31.386955643440906,19.693469653346284,,
40g,compound,1362771960,50,49,local_identity_shrinkage,V1,EA,high,,,,17,33.42313094813411,20.371243619465407,10.30346940156062,,
40g,compound,1362771960,50,49,local_identity_shrinkage,V2,source_q50,low,11.17380355,14.868423905000004,22.466802400000002,38,15.649350870846739,13.340753004072843,13.475212290346342,,
40g,compound,1362771960,50,49,local_identity_shrinkage,V2,source_q50,mid,11.17380355,14.868423905000004,22.466802400000002,26,29.634682605732426,19.8350930118551,12.558142529165512,,
40g,compound,1362771960,50,49,local_identity_shrinkage,V2,source_q50,high,11.17380355,14.868423905000004,22.466802400000002,45,65.69977340318002,35.810063773111125,17.419206595743788,,
40g,compound,1362771960,50,49,local_identity_shrinkage,V2,source_q50,top10,11.17380355,14.868423905000004,22.466802400000002,15,57.997298445135236,38.508025096812595,19.014578643124167,,
40g,compound,1362771960,50,49,local_identity_shrinkage,V2,target_magnitude,low,56.306,100.01599999999999,204.585,36,18.322145408822816,14.5185319363106,12.988647022436567,,
40g,compound,1362771960,50,49,local_identity_shrinkage,V2,target_magnitude,mid,56.306,100.01599999999999,204.585,37,25.999073189933767,19.00183616165039,15.841601650571803,,
40g,compound,1362771960,50,49,local_identity_shrinkage,V2,target_magnitude,high,56.306,100.01599999999999,204.585,36,72.51151527781403,39.12163373790985,16.934199094515094,,
40g,compound,1362771960,50,49,local_identity_shrinkage,V2,target_magnitude,top10,56.306,100.01599999999999,204.585,11,118.65646009832902,79.41472574579221,22.86128869409322,,
40g,compound,1362771960,50,49,local_identity_shrinkage,V2,EA,low,,,,41,67.66952659544788,34.733806100331506,13.379398637771082,,
40g,compound,1362771960,50,49,local_identity_shrinkage,V2,EA,mid,,,,51,22.509055001575724,16.03855258619594,13.831541117172243,,
40g,compound,1362771960,50,49,local_identity_shrinkage,V2,EA,high,,,,17,27.434707936803438,23.062451190789186,19.613855518261328,,
40g,compound,1362771960,50,49,local_identity_shrinkage,V1,flow_ml_min,30,,,,109,85.29063269490543,49.552655794734775,25.43069150546163,16.0,True
40g,compound,1362771960,50,49,local_identity_shrinkage,V2,flow_ml_min,30,,,,109,45.572864111134066,24.166182589477074,15.15906153497761,16.0,True
40g,compound,1362771960,50,49,conditional_EA,V1,source_q50,low,4.847566533,5.467257721,6.945864799999999,35,9.355045146258234,6.596016908844608,5.086073358476394,,
40g,compound,1362771960,50,49,conditional_EA,V1,source_q50,mid,4.847566533,5.467257721,6.945864799999999,23,16.764435332880215,13.159960561565445,11.661135668853376,,
40g,compound,1362771960,50,49,conditional_EA,V1,source_q50,high,4.847566533,5.467257721,6.945864799999999,51,44.910311063473806,27.751997964606698,16.276419205927283,,
40g,compound,1362771960,50,49,conditional_EA,V1,source_q50,top10,4.847566533,5.467257721,6.945864799999999,32,54.51654727489185,35.476330457507686,21.534098454228307,,
40g,compound,1362771960,50,49,conditional_EA,V1,target_magnitude,low,35.724999999999994,73.10300000000001,159.63500000000002,36,12.289123570851695,8.605728077976288,6.019449522701546,,
40g,compound,1362771960,50,49,conditional_EA,V1,target_magnitude,mid,35.724999999999994,73.10300000000001,159.63500000000002,37,13.913698777374858,11.30009643560149,9.9078020172714,,
40g,compound,1362771960,50,49,conditional_EA,V1,target_magnitude,high,35.724999999999994,73.10300000000001,159.63500000000002,36,52.64957887026538,33.91616116655851,21.534098454228307,,
40g,compound,1362771960,50,49,conditional_EA,V1,target_magnitude,top10,35.724999999999994,73.10300000000001,159.63500000000002,11,83.08982884536336,59.04085212098712,39.85566841376141,,
40g,compound,1362771960,50,49,conditional_EA,V1,EA,low,,,,41,49.54019859579156,31.139512951475055,19.423612056952237,,
40g,compound,1362771960,50,49,conditional_EA,V1,EA,mid,,,,51,14.673784097571462,11.525146401383802,10.681267099832965,,
40g,compound,1362771960,50,49,conditional_EA,V1,EA,high,,,,17,6.80006014823925,4.964063731732756,3.421770873500499,,
40g,compound,1362771960,50,49,conditional_EA,V2,source_q50,low,11.17380355,14.868423905000004,22.466802400000002,38,19.280982261695588,15.199429880458927,12.015761012866879,,
40g,compound,1362771960,50,49,conditional_EA,V2,source_q50,mid,11.17380355,14.868423905000004,22.466802400000002,26,35.166125755323435,30.515908621791304,29.94618117666343,,
40g,compound,1362771960,50,49,conditional_EA,V2,source_q50,high,11.17380355,14.868423905000004,22.466802400000002,45,65.90793456631904,43.29575752051884,32.040938147921594,,
40g,compound,1362771960,50,49,conditional_EA,V2,source_q50,top10,11.17380355,14.868423905000004,22.466802400000002,15,59.36439805180329,36.7499371722704,14.45105667182969,,
40g,compound,1362771960,50,49,conditional_EA,V2,target_magnitude,low,56.306,100.01599999999999,204.585,36,29.9836254911231,24.84941164627448,23.993063910714703,,
40g,compound,1362771960,50,49,conditional_EA,V2,target_magnitude,mid,56.306,100.01599999999999,204.585,37,34.02996277279345,25.930480631801107,19.945467470590955,,
40g,compound,1362771960,50,49,conditional_EA,V2,target_magnitude,high,56.306,100.01599999999999,204.585,36,68.01577787146054,40.70262348346774,20.12766765608987,,
40g,compound,1362771960,50,49,conditional_EA,V2,target_magnitude,top10,56.306,100.01599999999999,204.585,11,109.80623477273559,67.56567298060737,22.821249844730744,,
40g,compound,1362771960,50,49,conditional_EA,V2,EA,low,,,,41,64.57861027912433,39.587101932952415,22.821249844730744,,
40g,compound,1362771960,50,49,conditional_EA,V2,EA,mid,,,,51,31.935812202865613,25.150910229114306,20.578446212384932,,
40g,compound,1362771960,50,49,conditional_EA,V2,EA,high,,,,17,33.21263349710728,24.325496888910717,21.598409966876076,,
40g,compound,1362771960,50,49,conditional_EA,V1,flow_ml_min,30,,,,109,32.11088774548081,17.879739274500075,9.976844568301118,16.0,True
40g,compound,1362771960,50,49,conditional_EA,V2,flow_ml_min,30,,,,109,47.09480168509023,30.452303193095048,22.762428775234042,16.0,True
40g,compound,1362771960,50,49,conditional_policy,V1,source_q50,low,4.847566533,5.467257721,6.945864799999999,35,24.6964579922146,19.9010794206604,17.048088087097042,,
40g,compound,1362771960,50,49,conditional_policy,V1,source_q50,mid,4.847566533,5.467257721,6.945864799999999,23,20.08184293341954,15.719473782526645,11.142152210210654,,
40g,compound,1362771960,50,49,conditional_policy,V1,source_q50,high,4.847566533,5.467257721,6.945864799999999,51,122.25793760370897,85.1598793034744,47.12992052321016,,
40g,compound,1362771960,50,49,conditional_policy,V1,source_q50,top10,4.847566533,5.467257721,6.945864799999999,32,152.46146101762065,119.4890415252112,99.67025552627183,,
40g,compound,1362771960,50,49,conditional_policy,V1,target_magnitude,low,35.724999999999994,73.10300000000001,159.63500000000002,36,34.26684376086027,23.757520315675656,16.428795330808033,,
40g,compound,1362771960,50,49,conditional_policy,V1,target_magnitude,mid,35.724999999999994,73.10300000000001,159.63500000000002,37,30.330902346743557,22.703307560310932,16.329775268642763,,
40g,compound,1362771960,50,49,conditional_policy,V1,target_magnitude,high,35.724999999999994,73.10300000000001,159.63500000000002,36,141.0879545439362,102.94295583618312,62.21993962802195,,
40g,compound,1362771960,50,49,conditional_policy,V1,target_magnitude,top10,35.724999999999994,73.10300000000001,159.63500000000002,11,220.65056462982446,185.50579853694146,211.27254328710922,,
40g,compound,1362771960,50,49,conditional_policy,V1,EA,low,,,,41,128.96409553857518,84.24862520432622,42.76798941256341,,
40g,compound,1362771960,50,49,conditional_policy,V1,EA,mid,,,,51,42.478966511733454,31.386955806906094,19.69347018149395,,
40g,compound,1362771960,50,49,conditional_policy,V1,EA,high,,,,17,33.42313101527046,20.37124362757848,10.30346902903409,,
40g,compound,1362771960,50,49,conditional_policy,V2,source_q50,low,11.17380355,14.868423905000004,22.466802400000002,38,15.649350495274799,13.340752717066,13.475212227138758,,
40g,compound,1362771960,50,49,conditional_policy,V2,source_q50,mid,11.17380355,14.868423905000004,22.466802400000002,26,29.634682627880608,19.83509309178046,12.558142932566774,,
40g,compound,1362771960,50,49,conditional_policy,V2,source_q50,high,11.17380355,14.868423905000004,22.466802400000002,45,65.6997731965425,35.81006378504377,17.41920819707161,,
40g,compound,1362771960,50,49,conditional_policy,V2,source_q50,top10,11.17380355,14.868423905000004,22.466802400000002,15,57.99729779554894,38.50802519295744,19.01457935138589,,
40g,compound,1362771960,50,49,conditional_policy,V2,target_magnitude,low,56.306,100.01599999999999,204.585,36,18.322145393632475,14.518531951129084,12.988647511166572,,
40g,compound,1362771960,50,49,conditional_policy,V2,target_magnitude,mid,56.306,100.01599999999999,204.585,37,25.999072992538633,19.00183593363395,15.841601881766053,,
40g,compound,1362771960,50,49,conditional_policy,V2,target_magnitude,high,56.306,100.01599999999999,204.585,36,72.51151504134086,39.12163372712963,16.934199292162916,,
40g,compound,1362771960,50,49,conditional_policy,V2,target_magnitude,top10,56.306,100.01599999999999,204.585,11,118.65645975711271,79.41472592484574,22.861289597373855,,
40g,compound,1362771960,50,49,conditional_policy,V2,EA,low,,,,41,67.66952639328258,34.73380615075674,13.379399152073653,,
40g,compound,1362771960,50,49,conditional_policy,V2,EA,mid,,,,51,22.509054847375875,16.038552458199746,13.83154040092306,,
40g,compound,1362771960,50,49,conditional_policy,V2,EA,high,,,,17,27.434707766802468,23.062450965444473,19.61385472902446,,
40g,compound,1362771960,50,49,conditional_policy,V1,flow_ml_min,30,,,,109,85.29063343441847,49.55265615778367,25.430691308069505,16.0,True
40g,compound,1362771960,50,49,conditional_policy,V2,flow_ml_min,30,,,,109,45.57286394662287,24.166182513410725,15.15906153170556,16.0,True
40g,compound,1362771960,50,49,target_head_only,V1,source_q50,low,4.847566533,5.467257721,6.945864799999999,35,21.714420898259508,18.109664771428573,15.133125,,
40g,compound,1362771960,50,49,target_head_only,V1,source_q50,mid,4.847566533,5.467257721,6.945864799999999,23,31.80125410709914,26.540077130434778,20.587999999999997,,
40g,compound,1362771960,50,49,target_head_only,V1,source_q50,high,4.847566533,5.467257721,6.945864799999999,51,98.77029798175407,76.15946201960784,55.577084000000006,,
40g,compound,1362771960,50,49,target_head_only,V1,source_q50,top10,4.847566533,5.467257721,6.945864799999999,32,120.61243246534046,101.89211928124999,87.0448945,,
40g,compound,1362771960,50,49,target_head_only,V1,target_magnitude,low,35.724999999999994,73.10300000000001,159.63500000000002,36,12.282179706314812,11.343389527777779,10.8593315,,
40g,compound,1362771960,50,49,target_head_only,V1,target_magnitude,mid,35.724999999999994,73.10300000000001,159.63500000000002,37,28.02979807487605,26.869847297297294,24.979270999999997,,
40g,compound,1362771960,50,49,target_head_only,V1,target_magnitude,high,35.724999999999994,73.10300000000001,159.63500000000002,36,118.18031572044794,103.49572863888889,81.48955699999999,,
40g,compound,1362771960,50,49,target_head_only,V1,target_magnitude,top10,35.724999999999994,73.10300000000001,159.63500000000002,11,181.99206471271074,176.7725670909091,170.64497,,
40g,compound,1362771960,50,49,target_head_only,V1,EA,low,,,,41,108.07771218943718,86.17258295121951,68.914864,,
40g,compound,1362771960,50,49,target_head_only,V1,EA,mid,,,,51,33.2573087108948,27.95810539215686,22.405098000000002,,
40g,compound,1362771960,50,49,target_head_only,V1,EA,high,,,,17,10.782973035707382,9.967842823529411,9.341164,,
40g,compound,1362771960,50,49,target_head_only,V2,source_q50,low,11.17380355,14.868423905000004,22.466802400000002,38,29.813937951856285,27.43993084210526,27.824161500000002,,
40g,compound,1362771960,50,49,target_head_only,V2,source_q50,mid,11.17380355,14.868423905000004,22.466802400000002,26,54.8104485219977,44.35065796153845,38.046484500000005,,
40g,compound,1362771960,50,49,target_head_only,V2,source_q50,high,11.17380355,14.868423905000004,22.466802400000002,45,144.5413618215441,119.86971615555558,90.08190000000002,,
40g,compound,1362771960,50,49,target_head_only,V2,source_q50,top10,11.17380355,14.868423905000004,22.466802400000002,15,195.42085689869606,183.57999913333333,173.75792800000002,,
40g,compound,1362771960,50,49,target_head_only,V2,target_magnitude,low,56.306,100.01599999999999,204.585,36,22.07967894650757,20.82508891666667,21.71761,,
40g,compound,1362771960,50,49,target_head_only,V2,target_magnitude,mid,56.306,100.01599999999999,204.585,37,44.406905779307195,43.1000808108108,41.290547,,
40g,compound,1362771960,50,49,target_head_only,V2,target_magnitude,high,56.306,100.01599999999999,204.585,36,163.42868790381962,145.71015319444444,120.30883700000001,,
40g,compound,1362771960,50,49,target_head_only,V2,target_magnitude,top10,56.306,100.01599999999999,204.585,11,246.68975320416453,240.98041763636363,231.75853,,
40g,compound,1362771960,50,49,target_head_only,V2,EA,low,,,,41,149.61371715799206,122.44521531707316,99.2509,,
40g,compound,1362771960,50,49,target_head_only,V2,EA,mid,,,,51,49.29727372788677,42.849436019607836,36.70881,,
40g,compound,1362771960,50,49,target_head_only,V2,EA,high,,,,17,24.661268269497004,22.611567117647063,20.234322,,
40g,compound,1362771960,50,49,target_head_only,V1,flow_ml_min,30,,,,109,70.2092270982394,47.04947343119266,24.979270999999997,16.0,True
40g,compound,1362771960,50,49,target_head_only,V2,flow_ml_min,30,,,,109,98.24305883819318,69.63276794495413,41.290547,16.0,True
40g,compound,1362771960,50,49,standard_shallow_finetune,V1,source_q50,low,4.847566533,5.467257721,6.945864799999999,35,19.386617447209094,13.925326228571429,10.201984000000003,,
40g,compound,1362771960,50,49,standard_shallow_finetune,V1,source_q50,mid,4.847566533,5.467257721,6.945864799999999,23,15.194108471649121,10.84851252173913,8.291491999999998,,
