column,protocol,seed,budget,actual_budget,method,target,n,rmse,mae,median_absolute_error
40g,compound,769539383,30,28,local_identity_shrinkage,center,96,26.200607198698723,16.11768366388988,8.368110350847779
40g,compound,769539383,30,28,local_identity_shrinkage,width,96,32.65546667208171,21.755711933808914,12.408285177779515
40g,compound,769539383,30,28,conditional_EA,center,96,26.22861032384512,16.181574274718926,8.332418654165558
40g,compound,769539383,30,28,conditional_EA,width,96,29.152727642976522,18.336175008335918,10.882272973948798
40g,compound,769539383,30,28,conditional_policy,center,96,26.200607235671686,16.117683527185303,8.368110640820277
40g,compound,769539383,30,28,conditional_policy,width,96,32.65546759421944,21.7557122759011,12.408284484586048
40g,compound,769539383,30,28,target_head_only,center,96,91.20430161156233,62.60098710937499,35.91290275
40g,compound,769539383,30,28,target_head_only,width,96,40.53519242786811,28.864592135416668,16.438222
40g,compound,769539383,30,28,standard_shallow_finetune,center,96,43.09986284416401,24.858120994791665,11.508456000000002
40g,compound,769539383,30,28,standard_shallow_finetune,width,96,22.37117147681537,13.401702760416663,5.976689000000004
40g,compound,769539383,30,28,packing_mass_physical_scale,center,96,38.5745317592353,33.10055183023214,27.200612115859986
40g,compound,769539383,30,28,packing_mass_physical_scale,width,96,69.12665006565344,56.70572031637033,48.00198392868042
40g,compound,769539383,30,28,physics_scale_residual,center,96,28.326043099734548,17.630098369155004,7.84305289899925
40g,compound,769539383,30,28,physics_scale_residual,width,96,21.30279548315597,14.537016665490851,9.540399220301499
40g,compound,769539383,30,28,raw_column_conditioned,center,96,92.77112324227033,50.72693707291666,16.81198175
40g,compound,769539383,30,28,raw_column_conditioned,width,96,39.470517705497535,24.099666749999997,12.228755499999998
40g,compound,769539383,30,28,mass_normalized_column_conditioned,center,96,74.4555633219414,38.9848354375,13.830023000000004
40g,compound,769539383,30,28,mass_normalized_column_conditioned,width,96,29.641090411105996,22.366224916666663,19.93890649999999
40g,compound,769539383,50,49,scale_only,center,96,30.530600348681197,23.883567720315366,20.04570456616737
40g,compound,769539383,50,49,scale_only,width,96,22.50171570126215,15.47260791593383,10.164233205088571
40g,compound,769539383,50,49,local_identity_shrinkage,center,96,36.50277751724718,22.852877174998707,12.427763521925193
40g,compound,769539383,50,49,local_identity_shrinkage,width,96,29.941959231969015,20.921170477537853,13.349596076929611
40g,compound,769539383,50,49,conditional_EA,center,96,31.581225516585807,23.88199017195744,17.24608004312129
40g,compound,769539383,50,49,conditional_EA,width,96,37.34720689489907,26.649237971965107,18.332579568367887
40g,compound,769539383,50,49,conditional_policy,center,96,36.50277751724718,22.852877174998707,12.427763521925193
40g,compound,769539383,50,49,conditional_policy,width,96,29.941959231969015,20.921170477537853,13.349596076929611
40g,compound,769539383,50,49,target_head_only,center,96,91.10515931977677,62.301343846354165,35.6914055
40g,compound,769539383,50,49,target_head_only,width,96,40.51710621165046,28.962081432291665,16.69872
40g,compound,769539383,50,49,standard_shallow_finetune,center,96,48.599776300384306,29.394668848958332,14.308359999999993
40g,compound,769539383,50,49,standard_shallow_finetune,width,96,21.14599660879941,13.625273135416668,8.095405
40g,compound,769539383,50,49,packing_mass_physical_scale,center,96,38.5745317592353,33.10055183023214,27.200612115859986
40g,compound,769539383,50,49,packing_mass_physical_scale,width,96,69.12665006565344,56.70572031637033,48.00198392868042
40g,compound,769539383,50,49,physics_scale_residual,center,96,49.44252102604511,30.098215999296514,15.067528182499615
40g,compound,769539383,50,49,physics_scale_residual,width,96,23.50634326064611,15.636176428116897,10.194829288067766
40g,compound,769539383,50,49,raw_column_conditioned,center,96,84.77518095483012,42.82185899479166,11.78886
40g,compound,769539383,50,49,raw_column_conditioned,width,96,37.93834853581381,21.46993605208333,8.555463000000001
40g,compound,769539383,50,49,mass_normalized_column_conditioned,center,96,70.00373060895694,36.665028604166665,13.438187249999991
40g,compound,769539383,50,49,mass_normalized_column_conditioned,width,96,29.063850822160088,18.97037064583333,13.461280000000002
40g,compound,769539383,70,69,scale_only,center,96,33.94319687660263,28.859067161800592,24.348668816381767
40g,compound,769539383,70,69,scale_only,width,96,23.92057589000734,16.335166898417256,10.505501902697624
40g,compound,769539383,70,69,local_identity_shrinkage,center,96,33.62646738799241,21.04973142769638,10.279153394961194
40g,compound,769539383,70,69,local_identity_shrinkage,width,96,28.957696930316807,20.51500837355363,14.13401246412387
40g,compound,769539383,70,69,conditional_EA,center,96,33.215621028542465,21.269786732738023,9.346588769012314
40g,compound,769539383,70,69,conditional_EA,width,96,29.653373987753227,19.368224990706743,11.616753881545122
40g,compound,769539383,70,69,conditional_policy,center,96,33.62646738799241,21.04973142769638,10.279153394961194
40g,compound,769539383,70,69,conditional_policy,width,96,28.957696930316807,20.51500837355363,14.13401246412387
40g,compound,769539383,70,69,target_head_only,center,96,90.30575121534082,62.40748084635416,36.69502675
40g,compound,769539383,70,69,target_head_only,width,96,40.4604124291608,28.846894244791667,16.4974505
40g,compound,769539383,70,69,standard_shallow_finetune,center,96,52.15423746780373,30.735207796875002,14.755382499999998
40g,compound,769539383,70,69,standard_shallow_finetune,width,96,23.28694190701151,14.635213427083334,8.701780500000003
40g,compound,769539383,70,69,packing_mass_physical_scale,center,96,38.5745317592353,33.10055183023214,27.200612115859986
40g,compound,769539383,70,69,packing_mass_physical_scale,width,96,69.12665006565344,56.70572031637033,48.00198392868042
40g,compound,769539383,70,69,physics_scale_residual,center,96,39.67285806978352,24.929680987685657,12.488843047735106
40g,compound,769539383,70,69,physics_scale_residual,width,96,21.020572489799903,13.864759193884828,8.76019741703594
40g,compound,769539383,70,69,raw_column_conditioned,center,96,74.14037885000334,39.503363479166666,14.588518749999995
40g,compound,769539383,70,69,raw_column_conditioned,width,96,33.330097178212704,20.192689312499997,12.526992999999997
40g,compound,769539383,70,69,mass_normalized_column_conditioned,center,96,73.29676765634608,37.53855797395834,12.03818875
40g,compound,769539383,70,69,mass_normalized_column_conditioned,width,96,31.11704889754779,20.889433531249995,13.841025499999994
40g,compound,769539383,100,93,scale_only,center,96,30.209629694959098,23.137755273707757,19.48727449721929
40g,compound,769539383,100,93,scale_only,width,96,22.434156025394266,15.742301829653776,10.412549862400155
40g,compound,769539383,100,93,local_identity_shrinkage,center,96,26.5579753163168,16.53422223477833,8.768517209040368
40g,compound,769539383,100,93,local_identity_shrinkage,width,96,25.39869270921613,18.818691228564468,12.963585882333172
40g,compound,769539383,100,93,conditional_EA,center,96,29.096334529699664,20.370848876967493,13.009839160446745
40g,compound,769539383,100,93,conditional_EA,width,96,27.922844991008837,18.413610075429386,12.319992785892687
40g,compound,769539383,100,93,conditional_policy,center,96,26.5579753163168,16.53422223477833,8.768517209040368
40g,compound,769539383,100,93,conditional_policy,width,96,25.39869270921613,18.818691228564468,12.963585882333172
40g,compound,769539383,100,93,target_head_only,center,96,90.13717871380467,62.326599432291665,36.53465825
40g,compound,769539383,100,93,target_head_only,width,96,40.58163209211103,28.85428728125,16.5400865
40g,compound,769539383,100,93,standard_shallow_finetune,center,96,44.56018008846936,27.30853183854167,13.172269999999997
40g,compound,769539383,100,93,standard_shallow_finetune,width,96,19.351116651965878,12.86106815625,7.965612999999996
40g,compound,769539383,100,93,packing_mass_physical_scale,center,96,38.5745317592353,33.10055183023214,27.200612115859986
40g,compound,769539383,100,93,packing_mass_physical_scale,width,96,69.12665006565344,56.70572031637033,48.00198392868042
40g,compound,769539383,100,93,physics_scale_residual,center,96,34.661314012679014,22.031796820830802,12.251821175778069
40g,compound,769539383,100,93,physics_scale_residual,width,96,16.279603823962113,11.438744063270086,7.663184029108013
40g,compound,769539383,100,93,raw_column_conditioned,center,96,77.55203486958374,40.835650328125006,15.063381
40g,compound,769539383,100,93,raw_column_conditioned,width,96,33.20401571117731,20.035406572916667,10.367091500000003
40g,compound,769539383,100,93,mass_normalized_column_conditioned,center,96,71.2510236045344,36.52215269791667,11.579228999999998
40g,compound,769539383,100,93,mass_normalized_column_conditioned,width,96,30.87422041145402,19.509976874999996,12.301207000000005
40g,compound,1425370602,30,29,scale_only,center,100,45.81959354930018,37.53867234201211,33.68918003663517
40g,compound,1425370602,30,29,scale_only,width,100,25.194276116488652,18.61693810653979,14.727198051741846
40g,compound,1425370602,30,29,local_identity_shrinkage,center,100,40.30035274435378,21.30671089167363,10.826904508666452
40g,compound,1425370602,30,29,local_identity_shrinkage,width,100,33.645990286726786,26.205176697608792,23.279835637064334
40g,compound,1425370602,30,29,conditional_EA,center,100,46.28744113092379,30.19453451308113,24.62674630891282
40g,compound,1425370602,30,29,conditional_EA,width,100,33.167514826261396,25.475558892349262,21.623054805564067
40g,compound,1425370602,30,29,conditional_policy,center,100,40.30035274435378,21.30671089167363,10.826904508666452
40g,compound,1425370602,30,29,conditional_policy,width,100,33.645990286726786,26.205176697608792,23.279835637064334
40g,compound,1425370602,30,29,target_head_only,center,100,89.92446332558562,59.392797355,31.450806999999998
40g,compound,1425370602,30,29,target_head_only,width,100,35.83900523086269,23.610180510000006,15.2099905
40g,compound,1425370602,30,29,standard_shallow_finetune,center,100,45.61436322419312,30.032991560000006,19.070872249999997
40g,compound,1425370602,30,29,standard_shallow_finetune,width,100,18.34709935700812,13.013365879999998,9.018932499999996
40g,compound,1425370602,30,29,packing_mass_physical_scale,center,100,42.746743647597306,33.12391050863266,29.719908046722413
40g,compound,1425370602,30,29,packing_mass_physical_scale,width,100,59.64667820881037,48.29648828220368,41.127989292144775
40g,compound,1425370602,30,29,physics_scale_residual,center,100,42.217004070924105,25.797036967021818,17.60640962545846
40g,compound,1425370602,30,29,physics_scale_residual,width,100,24.614752871626546,18.973001557208445,15.674568156327922
40g,compound,1425370602,30,29,raw_column_conditioned,center,100,90.88830215534276,58.3724511575,31.027434874999997
40g,compound,1425370602,30,29,raw_column_conditioned,width,100,40.03669237938273,26.841713085000002,17.452283
40g,compound,1425370602,30,29,mass_normalized_column_conditioned,center,100,70.35202809493617,36.179305670000005,11.52736325
40g,compound,1425370602,30,29,mass_normalized_column_conditioned,width,100,24.60664803966703,15.464408059999998,10.567649500000002
40g,compound,1425370602,50,52,scale_only,center,100,40.69975226287118,28.984447520588343,24.291527515012213
40g,compound,1425370602,50,52,scale_only,width,100,22.451354089974544,16.443056696370128,13.058119336886973
40g,compound,1425370602,50,52,local_identity_shrinkage,center,100,37.909708821366294,18.705431583989853,9.683235418541486
40g,compound,1425370602,50,52,local_identity_shrinkage,width,100,29.22959402972417,23.163072759504466,20.6498272154773
40g,compound,1425370602,50,52,conditional_EA,center,100,36.99347918822806,21.370203020853324,13.680469263855692
40g,compound,1425370602,50,52,conditional_EA,width,100,25.812799821224843,17.55067717327181,12.016838240295861
40g,compound,1425370602,50,52,conditional_policy,center,100,37.909708821366294,18.705431583989853,9.683235418541486
40g,compound,1425370602,50,52,conditional_policy,width,100,29.22959402972417,23.163072759504466,20.6498272154773
40g,compound,1425370602,50,52,target_head_only,center,100,89.82075492980997,59.23273204499999,31.544412499999996
40g,compound,1425370602,50,52,target_head_only,width,100,35.55898255698346,23.34438889,14.882513000000001
40g,compound,1425370602,50,52,standard_shallow_finetune,center,100,43.59483854966487,27.056051030000006,16.355677250000003
40g,compound,1425370602,50,52,standard_shallow_finetune,width,100,17.88856484119941,12.790731179999998,8.834367499999985
40g,compound,1425370602,50,52,packing_mass_physical_scale,center,100,42.746743647597306,33.12391050863266,29.719908046722413
40g,compound,1425370602,50,52,packing_mass_physical_scale,width,100,59.64667820881037,48.29648828220368,41.127989292144775
40g,compound,1425370602,50,52,physics_scale_residual,center,100,38.17302899527121,21.73659101471174,14.498871164754846
40g,compound,1425370602,50,52,physics_scale_residual,width,100,20.90863188365168,15.521868537954663,11.974258949273294
40g,compound,1425370602,50,52,raw_column_conditioned,center,100,77.40536995492309,46.790540605,23.061472000000006
40g,compound,1425370602,50,52,raw_column_conditioned,width,100,30.59039465582203,18.47776591,11.574482499999998
40g,compound,1425370602,50,52,mass_normalized_column_conditioned,center,100,46.532546388478565,30.955195102500003,22.016517499999996
40g,compound,1425370602,50,52,mass_normalized_column_conditioned,width,100,38.45686503127754,28.632637515000003,21.7802095
40g,compound,1425370602,70,72,scale_only,center,100,40.52859116392496,28.076564389937644,22.994973195605244
40g,compound,1425370602,70,72,scale_only,width,100,21.83607960087241,15.904755140273455,11.48325017314632
40g,compound,1425370602,70,72,local_identity_shrinkage,center,100,38.36915839028938,19.134075708872256,10.460669643463717
40g,compound,1425370602,70,72,local_identity_shrinkage,width,100,31.152852157912623,24.73070686141158,22.351377906519552
40g,compound,1425370602,70,72,conditional_EA,center,100,36.90145934110796,21.013649205300496,13.024352067921377
40g,compound,1425370602,70,72,conditional_EA,width,100,26.570761600597123,18.51361720978468,13.408547459221552
40g,compound,1425370602,70,72,conditional_policy,center,100,38.36915839028938,19.134075708872256,10.460669643463717
40g,compound,1425370602,70,72,conditional_policy,width,100,31.152852157912623,24.73070686141158,22.351377906519552
40g,compound,1425370602,70,72,target_head_only,center,100,89.76748171406453,59.61334227999999,31.773564999999998
40g,compound,1425370602,70,72,target_head_only,width,100,35.57391334861268,23.409989699999993,15.021015500000003
40g,compound,1425370602,70,72,standard_shallow_finetune,center,100,43.070649039456114,25.636920365,13.9095115
40g,compound,1425370602,70,72,standard_shallow_finetune,width,100,17.164392755983997,11.946765489999997,7.56299850000002
40g,compound,1425370602,70,72,packing_mass_physical_scale,center,100,42.746743647597306,33.12391050863266,29.719908046722413
40g,compound,1425370602,70,72,packing_mass_physical_scale,width,100,59.64667820881037,48.29648828220368,41.127989292144775
40g,compound,1425370602,70,72,physics_scale_residual,center,100,36.56360554979564,21.090203065524,13.012588288709836
40g,compound,1425370602,70,72,physics_scale_residual,width,100,16.58718040782933,12.142982132296277,9.06297825073754
40g,compound,1425370602,70,72,raw_column_conditioned,center,100,70.73323507111377,42.122219465,21.79702275
40g,compound,1425370602,70,72,raw_column_conditioned,width,100,28.070085320909193,15.75257865,8.156187000000008
40g,compound,1425370602,70,72,mass_normalized_column_conditioned,center,100,38.466310141274434,25.387017049999994,17.501120499999995
40g,compound,1425370602,70,72,mass_normalized_column_conditioned,width,100,42.630779553695085,31.043716540000002,21.055874499999994
40g,compound,1425370602,100,99,scale_only,center,100,40.508504399946695,27.721138529036274,22.46741381165375
40g,compound,1425370602,100,99,scale_only,width,100,21.66368041618354,15.767276150949128,11.48986185819647
40g,compound,1425370602,100,99,local_identity_shrinkage,center,100,38.31755912658391,19.08192660202493,10.505194327023858
40g,compound,1425370602,100,99,local_identity_shrinkage,width,100,29.44395379850827,22.900842337332495,20.58846472664532
40g,compound,1425370602,100,99,conditional_EA,center,100,36.93620095099553,20.917715954288724,12.672112474806504
40g,compound,1425370602,100,99,conditional_EA,width,100,26.901016170281626,18.626167099866716,13.926556276579657
40g,compound,1425370602,100,99,conditional_policy,center,100,38.31755912658391,19.08192660202493,10.505194327023858
40g,compound,1425370602,100,99,conditional_policy,width,100,29.44395379850827,22.900842337332495,20.58846472664532
40g,compound,1425370602,100,99,target_head_only,center,100,89.76433362778701,59.587009365000014,31.7646435
40g,compound,1425370602,100,99,target_head_only,width,100,35.57852530106536,23.399168889999995,14.979332500000002
40g,compound,1425370602,100,99,standard_shallow_finetune,center,100,44.2195783187762,24.383199185000002,12.735135499999998
40g,compound,1425370602,100,99,standard_shallow_finetune,width,100,16.71846412579035,10.37075335,6.334515
40g,compound,1425370602,100,99,packing_mass_physical_scale,center,100,42.746743647597306,33.12391050863266,29.719908046722413
40g,compound,1425370602,100,99,packing_mass_physical_scale,width,100,59.64667820881037,48.29648828220368,41.127989292144775
40g,compound,1425370602,100,99,physics_scale_residual,center,100,38.657481411625156,21.72837517564174,13.589896404357745
40g,compound,1425370602,100,99,physics_scale_residual,width,100,16.609105100685117,11.69773035896038,8.887168585895754
40g,compound,1425370602,100,99,raw_column_conditioned,center,100,71.01208522665128,40.037049165,16.4388835
40g,compound,1425370602,100,99,raw_column_conditioned,width,100,28.307153401039866,15.59472223,6.932285999999996
40g,compound,1425370602,100,99,mass_normalized_column_conditioned,center,100,44.91497367950408,24.6283421825,12.426185625000002
40g,compound,1425370602,100,99,mass_normalized_column_conditioned,width,100,50.83622149833882,40.868497135000005,34.527069999999995
40g,compound,536279090,30,31,scale_only,center,105,41.75848004587866,26.87423112264549,20.282105132597636
40g,compound,536279090,30,31,scale_only,width,105,21.183797121884815,15.365045243489245,11.049584765538029
40g,compound,536279090,30,31,local_identity_shrinkage,center,105,40.142426438819115,20.929081901207468,10.27092847166574
40g,compound,536279090,30,31,local_identity_shrinkage,width,105,24.446892566308183,18.916760726914116,15.432822293433944
40g,compound,536279090,30,31,conditional_EA,center,105,39.72939768807905,23.164701597774062,15.619538655994262
40g,compound,536279090,30,31,conditional_EA,width,105,28.5497498798735,21.263567815332305,15.066466076093015
40g,compound,536279090,30,31,conditional_policy,center,105,40.142426438819115,20.929081901207468,10.27092847166574
40g,compound,536279090,30,31,conditional_policy,width,105,24.446892566308183,18.916760726914116,15.432822293433944
40g,compound,536279090,30,31,target_head_only,center,105,89.32340369455878,62.83067213809524,36.44931149999999
40g,compound,536279090,30,31,target_head_only,width,105,34.394026904599855,24.896629152380953,17.312244999999997
40g,compound,536279090,30,31,standard_shallow_finetune,center,105,44.61405610781011,26.060606490476186,12.910254000000002
40g,compound,536279090,30,31,standard_shallow_finetune,width,105,22.585948080309866,13.686527342857142,7.158380000000008
40g,compound,536279090,30,31,packing_mass_physical_scale,center,105,46.403284237707645,36.549299594334194,31.75433006286621
40g,compound,536279090,30,31,packing_mass_physical_scale,width,105,66.07564496818281,57.47122311183386,49.49844131469728
40g,compound,536279090,30,31,physics_scale_residual,center,105,38.48620204734469,20.83394684300222,10.713859046297358
40g,compound,536279090,30,31,physics_scale_residual,width,105,21.777104755948777,17.01577101941564,13.727845150750262
40g,compound,536279090,30,31,raw_column_conditioned,center,105,79.92373119593853,47.457663342857145,21.41785699999999
40g,compound,536279090,30,31,raw_column_conditioned,width,105,29.444177937628773,18.415758666666665,11.144127
40g,compound,536279090,30,31,mass_normalized_column_conditioned,center,105,62.037071173639205,34.75626929999999,13.519126999999997
40g,compound,536279090,30,31,mass_normalized_column_conditioned,width,105,26.325376699785785,19.982091495238095,15.73558300000002
40g,compound,536279090,50,52,scale_only,center,105,42.0487995996283,26.09542995916291,17.587976614585614
40g,compound,536279090,50,52,scale_only,width,105,21.186363916317344,15.922429888583958,12.31812814885518
40g,compound,536279090,50,52,local_identity_shrinkage,center,105,40.56121445124248,20.620374998272844,9.892071970233765
40g,compound,536279090,50,52,local_identity_shrinkage,width,105,23.552682973856257,17.51552156241014,12.654462057805524
40g,compound,536279090,50,52,conditional_EA,center,105,39.90457758144548,20.63512239465979,9.008009035798835
40g,compound,536279090,50,52,conditional_EA,width,105,24.246675291209673,18.09004112749537,13.047654293653935
40g,compound,536279090,50,52,conditional_policy,center,105,40.56121445124248,20.620374998272844,9.892071970233765
40g,compound,536279090,50,52,conditional_policy,width,105,23.552682973856257,17.51552156241014,12.654462057805524
40g,compound,536279090,50,52,target_head_only,center,105,89.44145336436986,62.972229554761896,36.6317925
40g,compound,536279090,50,52,target_head_only,width,105,34.18303291764338,24.48264622380952,16.662622999999996
40g,compound,536279090,50,52,standard_shallow_finetune,center,105,45.08912559723655,25.688350623809523,12.904664999999994
40g,compound,536279090,50,52,standard_shallow_finetune,width,105,21.55333914920909,13.321518352380952,7.344366000000001
40g,compound,536279090,50,52,packing_mass_physical_scale,center,105,46.403284237707645,36.549299594334194,31.75433006286621
40g,compound,536279090,50,52,packing_mass_physical_scale,width,105,66.07564496818281,57.47122311183386,49.49844131469728
40g,compound,536279090,50,52,physics_scale_residual,center,105,38.025117457649515,19.899894181456563,9.805642769650149
40g,compound,536279090,50,52,physics_scale_residual,width,105,18.981266194020545,14.385814564206902,11.35868221421211
40g,compound,536279090,50,52,raw_column_conditioned,center,105,74.33213444568702,43.5604672047619,18.55305299999999
40g,compound,536279090,50,52,raw_column_conditioned,width,105,27.697842080475862,16.49119600952381,9.27633999999999
40g,compound,536279090,50,52,mass_normalized_column_conditioned,center,105,46.11806053903748,25.643076057142856,13.643685000000005
40g,compound,536279090,50,52,mass_normalized_column_conditioned,width,105,31.53525389401871,22.25802137142857,14.686805999999997
40g,compound,536279090,70,72,scale_only,center,105,41.73086267276856,27.727322089138333,21.3392960850084
40g,compound,536279090,70,72,scale_only,width,105,21.937720501558292,16.35133944807756,12.921600714477165
40g,compound,536279090,70,72,local_identity_shrinkage,center,105,39.95472107165446,21.067338332743198,11.302913910752494
40g,compound,536279090,70,72,local_identity_shrinkage,width,105,24.7106885414941,18.424383194427413,13.179415378504913
40g,compound,536279090,70,72,conditional_EA,center,105,40.11803506692179,24.49572586200198,17.04734668183997
40g,compound,536279090,70,72,conditional_EA,width,105,30.395680458015633,23.07978754252203,17.93042646746627
40g,compound,536279090,70,72,conditional_policy,center,105,39.95472107165446,21.067338332743198,11.302913910752494
40g,compound,536279090,70,72,conditional_policy,width,105,24.7106885414941,18.424383194427413,13.179415378504913
40g,compound,536279090,70,72,target_head_only,center,105,89.24721170893345,62.489437585714285,36.31840199999999
40g,compound,536279090,70,72,target_head_only,width,105,34.44431214873371,24.912687590476192,17.268062
40g,compound,536279090,70,72,standard_shallow_finetune,center,105,48.96100875217567,25.524513780952383,10.257690999999994
40g,compound,536279090,70,72,standard_shallow_finetune,width,105,20.67678052022295,12.49071601904762,6.3953400000000045
40g,compound,536279090,70,72,packing_mass_physical_scale,center,105,46.403284237707645,36.549299594334194,31.75433006286621
40g,compound,536279090,70,72,packing_mass_physical_scale,width,105,66.07564496818281,57.47122311183386,49.49844131469728
40g,compound,536279090,70,72,physics_scale_residual,center,105,40.00949302836333,21.637216663624415,10.4748502801013
40g,compound,536279090,70,72,physics_scale_residual,width,105,16.939450887766856,11.584369776499933,7.595191238663567
40g,compound,536279090,70,72,raw_column_conditioned,center,105,70.65564363071032,41.61080422619047,20.007683500000013
40g,compound,536279090,70,72,raw_column_conditioned,width,105,28.780584092170702,17.791040080952378,10.844684000000004
40g,compound,536279090,70,72,mass_normalized_column_conditioned,center,105,42.50425025163547,24.488602792857144,13.746595
40g,compound,536279090,70,72,mass_normalized_column_conditioned,width,105,45.32579482601473,38.37785479523809,35.074138
40g,compound,536279090,100,100,scale_only,center,105,41.79664271580427,28.205569501353732,22.14045976313335
40g,compound,536279090,100,100,scale_only,width,105,22.02180779661067,16.33389183626807,12.478920934746228
40g,compound,536279090,100,100,local_identity_shrinkage,center,105,39.98941286837943,21.082862368316277,10.373613040799356
40g,compound,536279090,100,100,local_identity_shrinkage,width,105,25.43155278565388,19.121360991483186,15.198733933515157
40g,compound,536279090,100,100,conditional_EA,center,105,40.151696529592925,24.564679427922563,17.75468776092805
40g,compound,536279090,100,100,conditional_EA,width,105,29.50799217486053,22.165585105016792,16.864440613376246
40g,compound,536279090,100,100,conditional_policy,center,105,39.98941286837943,21.082862368316277,10.373613040799356
40g,compound,536279090,100,100,conditional_policy,width,105,25.43155278565388,19.121360991483186,15.198733933515157
40g,compound,536279090,100,100,target_head_only,center,105,89.18676870335628,62.571178609523805,36.334337000000005
40g,compound,536279090,100,100,target_head_only,width,105,34.466945289186604,24.967693238095233,17.357006
40g,compound,536279090,100,100,standard_shallow_finetune,center,105,46.49074514116228,24.107911309523807,10.046247000000001
40g,compound,536279090,100,100,standard_shallow_finetune,width,105,19.222328472277297,11.949654104761903,5.808450000000001
40g,compound,536279090,100,100,packing_mass_physical_scale,center,105,46.403284237707645,36.549299594334194,31.75433006286621
40g,compound,536279090,100,100,packing_mass_physical_scale,width,105,66.07564496818281,57.47122311183386,49.49844131469728
40g,compound,536279090,100,100,physics_scale_residual,center,105,40.88671007634589,22.090188060622935,11.37289539530893
40g,compound,536279090,100,100,physics_scale_residual,width,105,16.813728330411266,11.884615106729845,8.052679721422294
40g,compound,536279090,100,100,raw_column_conditioned,center,105,63.62679046639989,35.736105442857145,16.340757
40g,compound,536279090,100,100,raw_column_conditioned,width,105,26.82170377348843,14.997281247619046,7.124700000000001
40g,compound,536279090,100,100,mass_normalized_column_conditioned,center,105,46.25766335511628,29.851983371428574,20.87365600000001
40g,compound,536279090,100,100,mass_normalized_column_conditioned,width,105,40.94689634209076,32.80575114285715,27.935497999999995
40g,compound,2767143051,30,31,scale_only,center,99,34.537262624845084,23.738596174190178,18.739966338212014
40g,compound,2767143051,30,31,scale_only,width,99,19.732061291723657,12.88746327117706,8.755915381339037
40g,compound,2767143051,30,31,local_identity_shrinkage,center,99,31.838417149741623,17.27550023707534,10.609660838816183
40g,compound,2767143051,30,31,local_identity_shrinkage,width,99,22.691206383853025,15.194284952173268,10.169602890294165
40g,compound,2767143051,30,31,conditional_EA,center,99,32.23912061423284,20.028639388613474,14.007624800602784
40g,compound,2767143051,30,31,conditional_EA,width,99,23.08041659568638,15.898518574542525,10.10290161569192
40g,compound,2767143051,30,31,conditional_policy,center,99,31.838417149741623,17.27550023707534,10.609660838816183
40g,compound,2767143051,30,31,conditional_policy,width,99,22.691206383853025,15.194284952173268,10.169602890294165
40g,compound,2767143051,30,31,target_head_only,center,99,80.62871327667301,55.33290293686869,33.5001205
40g,compound,2767143051,30,31,target_head_only,width,99,31.724308362047534,21.936598186868686,14.927609000000004
40g,compound,2767143051,30,31,standard_shallow_finetune,center,99,44.68517261695228,34.17051206212121,26.354473499999997
40g,compound,2767143051,30,31,standard_shallow_finetune,width,99,18.687883721957924,14.066116663636361,10.569203999999996
40g,compound,2767143051,30,31,packing_mass_physical_scale,center,99,41.5371455414211,34.3826971680227,29.802444362640387
40g,compound,2767143051,30,31,packing_mass_physical_scale,width,99,60.64246386738428,50.53304588818792,42.99187755584717
40g,compound,2767143051,30,31,physics_scale_residual,center,99,32.760696643445264,17.608105673811856,9.947248270278862
40g,compound,2767143051,30,31,physics_scale_residual,width,99,18.77592372389514,13.483878375082137,9.231336986926749
40g,compound,2767143051,30,31,raw_column_conditioned,center,99,60.29498048849347,34.44860068686869,16.7100205
40g,compound,2767143051,30,31,raw_column_conditioned,width,99,22.96718981594234,14.274093555555556,8.487634000000003
40g,compound,2767143051,30,31,mass_normalized_column_conditioned,center,99,61.13503995548341,32.99546638888889,14.756060000000005
40g,compound,2767143051,30,31,mass_normalized_column_conditioned,width,99,25.005116616443786,19.082979606060608,15.797390000000007
40g,compound,2767143051,50,50,scale_only,center,99,34.20236095392539,20.869575557889423,14.874037704580921
40g,compound,2767143051,50,50,scale_only,width,99,18.94150557324712,12.371689332305197,8.447403357495062
40g,compound,2767143051,50,50,local_identity_shrinkage,center,99,31.999091152018398,16.211206644861235,8.615015352408179
40g,compound,2767143051,50,50,local_identity_shrinkage,width,99,22.461093314912386,14.832163152102346,9.323599317702968
40g,compound,2767143051,50,50,conditional_EA,center,99,30.627089806513787,16.526791703290574,10.521906208247557
40g,compound,2767143051,50,50,conditional_EA,width,99,19.64417491887908,12.347052760895739,6.639912768855627
40g,compound,2767143051,50,50,conditional_policy,center,99,31.999091152018398,16.211206644861235,8.615015352408179
40g,compound,2767143051,50,50,conditional_policy,width,99,22.461093314912386,14.832163152102346,9.323599317702968
40g,compound,2767143051,50,50,target_head_only,center,99,80.66971588756996,55.22204100252525,33.3391875
40g,compound,2767143051,50,50,target_head_only,width,99,31.718895734634973,21.92254484343434,15.033207000000004
40g,compound,2767143051,50,50,standard_shallow_finetune,center,99,36.8583798440541,22.711523580808077,14.633465000000001
40g,compound,2767143051,50,50,standard_shallow_finetune,width,99,15.828826989319138,10.683040656565659,6.970492000000004
40g,compound,2767143051,50,50,packing_mass_physical_scale,center,99,41.5371455414211,34.3826971680227,29.802444362640387
40g,compound,2767143051,50,50,packing_mass_physical_scale,width,99,60.64246386738428,50.53304588818792,42.99187755584717
