column,protocol,seed,budget,target,scale,train_rows,compounds,q50_min,q50_max,q50_q90,upper10_x2_leverage,without_upper10_scale,without_upper10_relative_change,leave_compound_min_scale,leave_compound_max_scale,leave_compound_max_relative_change,packing_mass_ratio,absolute_difference,relative_difference
40g,compound,2767143051,30,V2,7.312937418292309,24,4,7.9675756,60.29394,32.5147208,0.51545757694146,6.743121521583232,-0.0779188804875808,6.145912717706811,8.11490331014974,0.1595835754954425,10.0,2.687062581707691,0.2687062581707691
40g,compound,2767143051,50,V1,10.487230414343866,43,7,3.8860686,24.484686,12.395800400000002,0.5357838841779404,9.7708976714541,-0.0683052354709405,8.895104367268726,11.13125819854798,0.1518156828992254,10.0,0.48723041434386616,0.04872304143438662
40g,compound,2767143051,50,V2,6.934646622159909,43,7,6.9047575,60.29394,31.50237680000001,0.5345271541466795,5.93598314857805,-0.1440107229675691,5.934488150835077,7.352170036240054,0.1442263068068661,10.0,3.0653533778400908,0.3065353377840091
40g,compound,2767143051,70,V1,10.450089425122451,64,10,3.75889,24.484686,12.3198271,0.5324618925405002,9.430794301921702,-0.0975393684909835,9.382202549636384,10.907510306556134,0.102189257148252,10.0,0.4500894251224512,0.04500894251224512
40g,compound,2767143051,70,V2,6.834057735388408,64,10,6.9047575,60.29394,28.71505850000001,0.5199187363642467,6.0729911958842475,-0.1113637854657231,6.074850230716739,7.10352161303304,0.1110917604251875,10.0,3.1659422646115916,0.31659422646115915
40g,compound,2767143051,100,V1,11.267445735672624,92,14,3.4472919,24.484686,10.172157800000004,0.5026047406145833,11.013954328090351,-0.0224976816866064,10.62923583513104,11.76103543029337,0.0566419324764101,10.0,1.2674457356726236,0.12674457356726238
40g,compound,2767143051,100,V2,7.329354966106885,92,14,6.9047575,60.29394,24.1080653,0.4935371029188787,7.178827743405425,-0.0205375811920071,6.84181364388738,7.654957830394142,0.066518994437306,10.0,2.6706450338931154,0.26706450338931154
40g,row,536279090,30,V1,11.072524067047889,22,22,3.8192286,25.265863,12.355531500000003,0.6248818590239178,10.03001294228525,-0.0941529788917034,10.342289303598958,11.400058191130553,0.0659501626753855,10.0,1.0725240670478886,0.10725240670478886
40g,row,536279090,30,V2,7.1495935767854295,22,22,7.6277685,51.004417,27.354223500000007,0.5416567468702163,6.2726752088382005,-0.1226528974730204,6.795195247649653,7.284211894057013,0.0495690175014282,10.0,2.8504064232145705,0.28504064232145704
40g,row,536279090,50,V1,11.64469316247508,42,33,3.8192286,25.265863,14.7575289,0.5403245763076718,11.22544391700807,-0.036003460084121,11.075786906466307,12.078842447642057,0.0488554097622827,10.0,1.6446931624750807,0.16446931624750807
40g,row,536279090,50,V2,7.574701413284132,42,33,7.6277685,63.3673,28.5269645,0.5177652009587494,6.409288175706092,-0.1538559969551006,7.318174109197696,7.674517458939624,0.0338663255605761,10.0,2.4252985867158676,0.24252985867158677
40g,row,536279090,70,V1,11.64916314188158,62,43,3.5878193,25.265863,12.5351093,0.5449590839503428,11.445627611264394,-0.0174721160771992,11.17071157312064,12.009601511047892,0.0410717545057627,10.0,1.64916314188158,0.164916314188158
40g,row,536279090,70,V2,7.488136492615221,62,43,7.6277685,63.3673,27.5334154,0.4832335365852798,6.670007014906604,-0.1092567528003067,7.210023095344884,7.594038080084423,0.037140535237921,10.0,2.5118635073847786,0.25118635073847784
40g,row,536279090,100,V1,12.072844884876844,92,59,3.5878193,25.265863,12.326123250000007,0.537135453206256,11.07145235304816,-0.0829458625019765,11.713761451303249,12.37371241589587,0.0297430669405356,10.0,2.0728448848768437,0.20728448848768438
40g,row,536279090,100,V2,7.755133739056802,92,59,7.023175,63.3673,27.586216800000003,0.4887548937173626,6.83790036871992,-0.1182743458977972,7.528412649900476,7.856642799978605,0.0292349683171164,10.0,2.2448662609431977,0.22448662609431977
40g,row,769539383,30,V1,10.460480675339983,22,17,3.795789,25.265863,14.37359960000001,0.6007301576061383,10.123855956020154,-0.0321806167199757,10.033579346636248,10.802998330774814,0.040810871120878,10.0,0.4604806753399835,0.04604806753399835
40g,row,769539383,30,V2,7.450159839350342,22,17,6.3718677,51.004417,31.711197100000007,0.5506700590566903,6.1089030633806924,-0.1800306040261557,7.1319703173607225,7.569436409018183,0.0427090866304643,10.0,2.5498401606496577,0.2549840160649658
40g,row,769539383,50,V1,11.307623443353735,42,31,3.795789,25.265863,15.6018864,0.5473014317177589,9.723941727818614,-0.140054337984341,10.80245756030492,11.51667139722434,0.044674805946579,10.0,1.3076234433537355,0.13076234433537354
40g,row,769539383,50,V2,7.654752693360731,42,31,6.3718677,63.341267,32.97785879999999,0.5278116339056454,6.706695428792387,-0.1238521089506433,7.487062832550981,7.733170567287023,0.0219066333723876,10.0,2.345247306639269,0.23452473066392693
40g,row,769539383,70,V1,11.272223058358042,62,42,3.795789,25.265863,14.957238,0.5246319089529903,9.999874237449951,-0.1128747022056734,10.970018416276556,11.428855918945551,0.0268096754754519,10.0,1.2722230583580423,0.12722230583580424
40g,row,769539383,70,V2,7.522656590207819,62,42,6.3718677,63.341267,32.0504507,0.4963937576133923,6.555474144582515,-0.1285692672565005,7.429125962692978,7.594096281834788,0.0124331911729945,10.0,2.477343409792181,0.2477343409792181
40g,row,769539383,100,V1,11.566916122465573,92,56,3.1104646,39.051468,14.9693236,0.5423407154563475,11.24129895826004,-0.0281507327240932,11.362395280141602,11.66486966577036,0.0176815358699407,10.0,1.5669161224655728,0.15669161224655728
40g,row,769539383,100,V2,7.720043812954713,92,56,6.3718677,73.57818,32.97785880000001,0.516225279356021,6.884698184565343,-0.108204778188902,7.602115281053059,7.779623583825796,0.0152756298745044,10.0,2.279956187045287,0.22799561870452872
40g,row,1362771960,30,V1,9.244941649867414,22,21,3.820379,17.803343,8.0818245,0.4425379257135753,9.483917556994122,0.0258493688957068,8.987242609712998,9.708843532694344,0.0501789952166527,10.0,0.755058350132586,0.07550583501325861
40g,row,1362771960,30,V2,5.518392332081829,22,21,7.8815317,44.465275,23.36949060000001,0.4692713571059322,6.2118141045221895,0.1256564830320363,5.301854164628671,5.751695478542595,0.0422773758046215,10.0,4.481607667918171,0.4481607667918171
40g,row,1362771960,50,V1,9.395992439482844,42,37,3.820379,17.803343,8.0818245,0.3749254761716148,9.740619997128572,0.0366781433537102,9.08085282885954,9.686096671935,0.0335397897191847,10.0,0.6040075605171555,0.060400756051715555
40g,row,1362771960,50,V2,5.937271714592513,42,37,7.247487,44.465275,20.641615999999996,0.3961391412778224,6.256901917975091,0.0538345251400564,5.7002020874402275,6.1237372594872985,0.0399290513468704,10.0,4.062728285407487,0.4062728285407487
40g,row,1362771960,70,V1,10.376571720994386,62,50,3.7613037,25.992563,9.6732594,0.5299124060040497,9.21532171920966,-0.1119107575226631,9.686730294142984,10.578836627018164,0.0664806687025234,10.0,0.3765717209943862,0.03765717209943862
40g,row,1362771960,70,V2,6.638363773492982,62,50,7.247487,60.29394,23.4763396,0.5298167715431847,6.299624334969157,-0.0510275498725172,6.118163817015496,6.79348281893754,0.0783626770431964,10.0,3.3616362265070183,0.3361636226507018
40g,row,1362771960,100,V1,10.783597839958665,92,65,3.5799577,25.992563,9.7462384,0.5191472398305823,9.345751815527038,-0.1333363915987001,10.365801186704951,10.964942298743528,0.0387437161005359,10.0,0.7835978399586647,0.07835978399586647
40g,row,1362771960,100,V2,6.771935106488715,92,65,6.407406,60.29394,24.6931251,0.492229916359805,6.000128967398031,-0.1139712839762975,6.428545489968227,6.888087151815932,0.0507077535624137,10.0,3.2280648935112852,0.32280648935112854
40g,row,1425370602,30,V1,11.991417878714564,22,22,3.052225,25.265863,22.219959600000017,0.6588183205322233,10.062392898589223,-0.1608671301122336,11.122468880918476,12.378671515801685,0.0724642412252616,10.0,1.9914178787145644,0.19914178787145645
40g,row,1425370602,30,V2,7.675960052087147,22,22,7.114475,63.3673,45.00113700000003,0.6342898095776736,6.349869742443986,-0.1727588862689022,7.28389382916165,7.744229679159101,0.0510771578102325,10.0,2.324039947912853,0.23240399479128532
40g,row,1425370602,50,V1,11.346740380518014,42,36,3.052225,25.265863,10.7895418,0.6174513702853971,9.26864599754844,-0.1831446136317347,10.613464865972402,11.589668296040829,0.0646243317424114,10.0,1.346740380518014,0.1346740380518014
40g,row,1425370602,50,V2,7.269270599730672,42,36,7.114475,63.3673,28.581145899999996,0.5932591659945027,5.931915936821197,-0.1839737074802284,6.929467562948428,7.323403703849278,0.046745135171448,10.0,2.730729400269328,0.27307294002693283
40g,row,1425370602,70,V1,11.115807872159854,62,48,3.052225,25.265863,10.9061218,0.5767576349956188,9.306292707816972,-0.1627875531093795,10.627007936380968,11.25965595750714,0.0439734062877347,10.0,1.1158078721598539,0.11158078721598538
40g,row,1425370602,70,V2,7.203326371323027,62,48,6.407406,63.3673,28.581145899999996,0.545169209411774,6.076729116076758,-0.1563995850210724,6.993598329696319,7.249888116004538,0.0291154434514658,10.0,2.796673628676973,0.2796673628676973
40g,row,1425370602,100,V1,11.151777944302127,92,62,3.052225,32.385674,13.423385300000016,0.5927088650507463,9.714495120045068,-0.1288837377712872,10.583118164957538,11.250253859507614,0.0509927459266834,10.0,1.1517779443021272,0.11517779443021273
40g,row,1425370602,100,V2,7.346159945505925,92,62,6.407406,63.3673,27.355021000000004,0.5587624706283718,6.305287955395916,-0.1416892632111517,7.106412973764698,7.379950296069831,0.032635686334041,10.0,2.653840054494075,0.2653840054494075
40g,row,2767143051,30,V1,11.486475395057347,22,20,3.5799577,25.745,6.71713115,0.5950631158606424,8.347537053538353,-0.2732725430178248,8.763656335510152,11.666790797078455,0.237045652900526,10.0,1.4864753950573473,0.14864753950573473
40g,row,2767143051,30,V2,7.243646947636881,22,20,6.6064596,57.54671,19.672068300000003,0.5901909348235805,5.673123614630788,-0.2168138983524659,5.399370218039509,7.617682360128083,0.2546061042081897,10.0,2.756353052363119,0.2756353052363119
40g,row,2767143051,50,V1,11.15774265622529,42,31,3.5799577,25.745,8.459875929999999,0.6065954926684523,9.09970291611868,-0.1844494718614394,9.92301834306822,11.343776478281397,0.1106607627724927,10.0,1.15774265622529,0.11577426562252899
40g,row,2767143051,50,V2,7.347922921317045,42,31,6.6064596,57.54671,20.746754099999997,0.550935805568384,5.915623640710262,-0.1949257356050296,6.468029937152198,7.539170005257652,0.1197471712192559,10.0,2.6520770786829546,0.26520770786829545
40g,row,2767143051,70,V1,11.276700483571926,62,42,2.9470475,25.745,10.7070827,0.5508354509249511,9.242436658807144,-0.1803953051451823,10.54793196251062,11.411972027956384,0.0646260421763429,10.0,1.2767004835719256,0.12767004835719256
40g,row,2767143051,70,V2,7.310637260541338,62,42,5.9683657,57.54671,26.414097499999993,0.5155148968915259,5.921293020823344,-0.1900442041102057,6.768108567500289,7.440512424485981,0.0742108620228375,10.0,2.6893627394586623,0.2689362739458662
40g,row,2767143051,100,V1,10.988861923843356,92,55,2.9470475,26.085587,11.596718000000006,0.5490024403937118,10.065546591179984,-0.0840228350362641,10.547915874086897,11.098278687261596,0.040126634842841,10.0,0.9888619238433556,0.09888619238433556
40g,row,2767143051,100,V2,7.159775407047764,92,55,5.9683657,59.257137,28.539359000000008,0.5116004520141529,6.248288550396207,-0.12730662693055,6.838134177119398,7.233832889086062,0.0449233686313339,10.0,2.840224592952236,0.2840224592952236
8g,compound,536279090,30,V1,2.019973213941021,21,3,3.3554714,5.7852516,5.5975018,0.219663611914698,2.080885426821067,0.0301549606993076,1.9337483848363168,2.0912198303729763,0.0426861249988941,2.0,0.01997321394102114,0.00998660697051057
8g,compound,536279090,30,V2,1.61720177831208,21,3,7.327188,21.421564,16.761396,0.374456518346538,1.6461175777795922,0.0178801432544135,1.5492931270466046,1.747564127422745,0.0806098230034892,2.0,0.38279822168792,0.19139911084396
8g,compound,536279090,50,V1,2.228396655612663,46,7,3.3554714,24.012196,8.78597125,0.5135078294532526,2.0034488547571234,-0.1009460323362824,2.030998455620813,2.309714542559825,0.0885830623980982,2.0,0.22839665561266287,0.11419832780633143
8g,compound,536279090,50,V2,1.6941190400039128,46,7,7.327188,52.568775,25.1034985,0.4434691693378921,1.6438086807439365,-0.0296970626455271,1.6299312948307207,1.7458795976828354,0.0378885684284876,2.0,0.3058809599960872,0.1529404799980436
8g,compound,536279090,70,V1,2.2473134120325717,60,9,3.3554714,24.012196,8.416436650000001,0.4549034829367686,2.018749136958373,-0.1017055626733766,2.1175918815980936,2.3131478873160463,0.0577229369699494,2.0,0.24731341203257173,0.12365670601628587
8g,compound,536279090,70,V2,1.706665961639878,60,9,7.327188,52.568775,24.2470701,0.4214408743285043,1.6547570245342578,-0.030415405399978,1.6632861061716733,1.7492037304177903,0.025417894563575,2.0,0.29333403836012195,0.14666701918006098
8g,compound,536279090,100,V1,2.2208870725620007,90,14,3.3554714,33.312923,10.7731028,0.5416460579909919,2.018101669887442,-0.0913082908086031,2.1704409943825476,2.2479565967049293,0.0227143823757138,2.0,0.22088707256200069,0.11044353628100034
8g,compound,536279090,100,V2,1.7718167949864052,90,14,7.327188,63.780308,31.329919800000003,0.4550287058917761,1.7059277125720305,-0.0371872998386835,1.746188777777685,1.795107659196806,0.0144642591046874,2.0,0.2281832050135948,0.1140916025067974
8g,compound,769539383,30,V1,3.3768447520087266,24,4,3.924711,17.986702,12.4745676,0.4296464308021933,2.677516100026213,-0.2070952926001457,2.6114533677401366,3.862452057028099,0.2266587422514151,2.0,1.3768447520087266,0.6884223760043633
8g,compound,769539383,30,V2,2.309526155191254,24,4,7.6277685,32.736626,29.2839233,0.3809744794514559,1.8444146227030749,-0.2013882940631443,1.8805654862395456,2.4982682877218996,0.1857353587390681,2.0,0.30952615519125404,0.15476307759562702
8g,compound,769539383,50,V1,2.7708487764405607,44,7,3.924711,24.484686,13.722170600000004,0.4738983509115482,2.578606689380873,-0.0693802161612886,2.3403868869633255,3.1355131110056385,0.155353801022013,2.0,0.7708487764405607,0.38542438822028036
8g,compound,769539383,50,V2,1.940609463526422,44,7,7.6277685,60.29394,31.482115100000005,0.4640330001191195,2.240734649767129,0.1546551183437641,1.7207106387081008,2.2102129389195313,0.1389272187218924,2.0,0.05939053647357806,0.02969526823678903
8g,compound,769539383,70,V1,2.849532577722768,65,10,3.1805182,41.13798,13.5924108,0.6115396104935545,2.474596883550469,-0.1315779637346461,2.639235528104526,3.0366484701119356,0.0738005423283501,2.0,0.8495325777227678,0.4247662888613839
8g,compound,769539383,70,V2,2.0049544810112456,65,10,5.802376,97.11241,31.3393958,0.6299374537512933,2.1264553592211417,0.0606003175436753,1.894950623594832,2.138105116686079,0.0664108023079286,2.0,0.004954481011245626,0.002477240505622813
8g,compound,769539383,100,V1,2.6870548793530227,92,13,3.1805182,41.13798,10.2028325,0.5740108752982224,2.2134684670134552,-0.1762473911413359,2.494394433116197,2.8133453491040026,0.0716994832212781,2.0,0.6870548793530227,0.34352743967651134
8g,compound,769539383,100,V2,1.954587499841281,92,13,5.802376,97.11241,27.638561,0.5881331706803382,1.801610873442015,-0.0782654275706196,1.8663024111510689,2.0479330301386307,0.0477571509614838,2.0,0.045412500158718894,0.022706250079359447
8g,compound,1362771960,30,V1,2.0134735324080077,21,3,3.8860686,16.35561,11.1811905,0.465401184669832,1.9773117803518665,-0.0179598844852426,1.832303710147582,2.286748177439356,0.1357229884738171,2.0,0.013473532408007749,0.0067367662040038745
8g,compound,1362771960,30,V2,1.8963675500522368,21,3,6.943158,34.09411,25.578434,0.4610631328488004,1.8225906429381216,-0.0389043290221259,1.70486664106251,2.0207426246613056,0.1009830130158322,2.0,0.10363244994776322,0.05181622497388161
8g,compound,1362771960,50,V1,2.1948021110900724,41,6,3.8860686,51.551903,13.841956,0.7706998717613226,2.017709439206876,-0.0806873070644356,1.9687435028460536,2.2394102805130984,0.10299726207742,2.0,0.1948021110900724,0.0974010555450362
8g,compound,1362771960,50,V2,1.7831027535271375,41,6,6.943158,98.768875,28.387573,0.7240646339543434,1.8725365174229056,0.0501562592053992,1.7451330579497886,1.9649709287470924,0.1019953420296184,2.0,0.21689724647286246,0.10844862323643123
8g,compound,1362771960,70,V1,2.157918872486734,62,9,3.8860686,51.551903,11.45826225,0.7158504416047179,1.9679586174811976,-0.0880293774837933,1.9411844096754056,2.1932488988896632,0.1004367984240153,2.0,0.15791887248673397,0.07895943624336699
8g,compound,1362771960,70,V2,1.7526612463344409,62,9,6.675283,98.768875,25.5127857,0.6881871261736023,1.746688353218304,-0.0034078993465672,1.7156403077678717,1.8289424858537744,0.0435230936262613,2.0,0.24733875366555913,0.12366937683277957
8g,compound,1362771960,100,V1,2.1337410135196837,90,13,3.8860686,51.551903,11.521028500000003,0.6833202621244777,2.019675211456833,-0.0534581288638658,2.0024017263589915,2.1576848846205805,0.0615535279720022,2.0,0.1337410135196837,0.06687050675984185
8g,compound,1362771960,100,V2,1.7484599291544758,90,13,6.675283,98.768875,24.987599300000007,0.6559679582447533,1.7438602689063778,-0.0026306924004385,1.719454640837655,1.7896496845825631,0.0235577348621343,2.0,0.2515400708455242,0.1257700354227621
8g,compound,1425370602,30,V1,2.0235807029720907,24,4,3.924711,50.51095,13.331523299999995,0.8395272446764509,3.1912437612716613,0.5770281642756281,1.903348692094771,3.635756251429019,0.7966944664421243,2.0,0.023580702972090695,0.011790351486045347
8g,compound,1425370602,30,V2,1.653730383314615,24,4,8.957339,107.1606,31.485987499999997,0.7464339504763877,2.076300487530347,0.255525391853032,1.532828501082802,2.3536478164126375,0.4232355165992414,2.0,0.3462696166853849,0.17313480834269246
8g,compound,1425370602,50,V1,1.9577731940941097,45,7,3.924711,50.51095,9.223391000000005,0.7687505966747601,2.367677271292718,0.2093726068142827,1.8515906887086797,2.4544257602268047,0.2536823814070574,2.0,0.04222680590589034,0.02111340295294517
8g,compound,1425370602,50,V2,1.5815707900144922,45,7,5.802376,107.1606,27.145030600000005,0.7102259064818595,1.9321974175176209,0.22169518412762,1.476831755841514,1.841201599450761,0.1641600939240217,2.0,0.4184292099855078,0.2092146049927539
8g,compound,1425370602,70,V1,1.9645441614258992,56,9,3.924711,50.51095,10.29945,0.7196678642434616,2.455459274625187,0.2498875427890474,1.869873758797901,2.3211695090894944,0.1815308378737337,2.0,0.03545583857410084,0.01772791928705042
8g,compound,1425370602,70,V2,1.5723563537521486,56,9,5.802376,107.1606,25.592432,0.655835784953203,1.79674189657883,0.1427065450470088,1.4794188807831117,1.7516676756439733,0.1140398749074471,2.0,0.42764364624785145,0.21382182312392572
8g,compound,1425370602,100,V1,2.026280712166347,90,13,3.843772,50.51095,10.6272253,0.6442549719455062,2.2076524811017197,0.0895096951998637,1.9655523330775615,2.221048622525116,0.096120892425876,2.0,0.026280712166347087,0.013140356083173543
8g,compound,1425370602,100,V2,1.6090095976462495,90,13,5.802376,107.1606,27.73148800000001,0.6215552686623685,1.801018616196376,0.1193336688799171,1.5528826117770085,1.7041104856769531,0.0591052335360973,2.0,0.3909904023537505,0.19549520117687524
8g,compound,2767143051,30,V1,2.501975075791874,20,3,4.1034193,25.891094,15.038836000000009,0.5396107384772852,2.6272797621206,0.0500823079898455,2.333020602398143,2.994736225144204,0.1969488641673902,2.0,0.501975075791874,0.250987537895937
8g,compound,2767143051,30,V2,1.746060114446463,20,3,7.8815317,70.99702,37.67667120000002,0.58447172672753,1.9736162294359256,0.1303254756847833,1.6028287666825884,2.1994055961121957,0.2596391028664282,2.0,0.2539398855535371,0.12696994277676854
8g,compound,2767143051,50,V1,2.3898820400810186,40,6,4.1034193,25.891094,15.038836000000009,0.5107498825708237,2.4486233531345087,0.0245791683724685,2.3040432621964184,2.43780976250062,0.0359175793804827,2.0,0.38988204008101857,0.19494102004050928
8g,compound,2767143051,50,V2,1.7630160585118848,40,6,7.8815317,70.99702,42.3984442,0.5203871986405245,1.8101709871813425,0.0267467380355344,1.7000401757901022,1.8695841895775676,0.0604464891576961,2.0,0.2369839414881152,0.1184919707440576
8g,compound,2767143051,70,V1,2.380431023223201,64,10,4.1034193,42.69172,14.241925800000002,0.621592198289513,2.151463537454535,-0.0961874062028627,2.237375003150708,2.443722076925383,0.0600966878169775,2.0,0.3804310232232009,0.19021551161160044
8g,compound,2767143051,70,V2,1.771158043578632,64,10,6.675283,74.580315,35.44116090000001,0.5938377824662204,1.639587912096631,-0.0742848058980456,1.686522278531271,1.8377453179358556,0.0477855521443778,2.0,0.22884195642136795,0.11442097821068398
8g,compound,2767143051,100,V1,2.2691484309818084,91,14,4.037117,42.69172,14.473137,0.6086889357936633,2.0899266910969545,-0.0789819376457928,2.1282640784973137,2.3144809522690495,0.0620868827093594,2.0,0.2691484309818084,0.1345742154909042
8g,compound,2767143051,100,V2,1.709893161726166,91,14,5.966449,74.580315,33.325264,0.6195484106960438,1.7087847356364358,-0.0006482428929134,1.6312652006146984,1.756462263480197,0.045984136828813,2.0,0.2901068382738341,0.14505341913691705
8g,row,536279090,30,V1,2.1848425906996685,22,22,3.843772,11.619048,8.678694250000003,0.3337056646100966,2.0705331559277345,-0.0523192999159394,2.1012601343116466,2.2732689524279137,0.0404726464527258,2.0,0.18484259069966846,0.09242129534983423
8g,row,536279090,30,V2,1.796340902103014,22,22,6.966473,29.698877,19.119576,0.3474758569448301,1.6667778184591306,-0.0721261111920354,1.7317957065724034,1.848317510458075,0.0359314846391606,2.0,0.2036590978969861,0.10182954894849305
8g,row,536279090,50,V1,2.666237475418704,42,37,3.843772,25.891094,9.1398918,0.5759494904910728,2.0175826115732436,-0.2432847298208484,2.14895031591004,2.8169182883416473,0.1940139107179227,2.0,0.6662374754187042,0.3331187377093521
8g,row,536279090,50,V2,1.9415423091045991,42,37,6.966473,70.99702,20.8373686,0.6006443551415217,1.7426136477127934,-0.1024590916504661,1.702279290095694,2.105637502371436,0.1232334819009165,2.0,0.05845769089540087,0.029228845447700436
8g,row,536279090,70,V1,2.447871424236863,62,50,3.843772,25.891094,9.1398918,0.6144889702492378,1.9928800204591304,-0.1858722640710506,2.110584899098499,2.5390159688416256,0.1377876802673631,2.0,0.4478714242368631,0.22393571211843155
8g,row,536279090,70,V2,1.806082500268686,62,50,6.675283,70.99702,20.8373686,0.664591544340383,1.7875396186801311,-0.0102669072901133,1.659034907471341,1.9160548404141995,0.0814179821660798,2.0,0.193917499731314,0.096958749865657
8g,row,536279090,100,V1,2.3696829730683273,92,59,3.843772,25.891094,8.859207900000001,0.5441601168995773,1.981251804819337,-0.163916934317184,2.099002119423916,2.4269554987356923,0.1142266103612698,2.0,0.3696829730683273,0.18484148653416366
8g,row,536279090,100,V2,1.8002557113423872,92,59,6.675283,70.99702,20.691951100000004,0.5932891070926438,1.7728978200745096,-0.0151966696150502,1.6759485380928063,1.8809617225377488,0.0690497313611571,2.0,0.19974428865761285,0.09987214432880642
8g,row,769539383,30,V1,2.849022573874555,22,22,4.03005,41.13798,15.695322000000012,0.826234706871326,2.245091156114696,-0.2119784600156876,2.559962809957531,2.9221328260817434,0.1014592746886925,2.0,0.8490225738745552,0.4245112869372776
8g,row,769539383,30,V2,2.198879899366923,22,22,7.247487,106.010735,28.01736600000001,0.8452312346807189,1.7058133970025164,-0.2242353038500941,2.0806396219770975,2.2280260551567364,0.0537729584157223,2.0,0.19887989936692296,0.09943994968346148
8g,row,769539383,50,V1,2.6541636990985222,42,38,4.03005,42.69172,16.425144,0.7778293537627323,2.080403867490041,-0.2161734906567205,2.4904829399190875,2.730600051697207,0.0616694287677238,2.0,0.6541636990985222,0.3270818495492611
8g,row,769539383,50,V2,2.122938555793136,42,38,7.247487,106.010735,31.693171299999992,0.7896662723367172,1.650775560702279,-0.2224101087628772,2.0290542106232183,2.1481857929980532,0.0442237694132613,2.0,0.12293855579313595,0.061469277896567975
8g,row,769539383,70,V1,2.4350655824225425,62,51,3.5481272,49.712276,16.289499399999997,0.7961545328833708,2.062154367664647,-0.1531421648146749,2.2877510804867907,2.6030379629749363,0.0689806392751382,2.0,0.43506558242254245,0.21753279121127123
8g,row,769539383,70,V2,1.9751724285163417,62,51,6.819123,111.378914,30.329015199999997,0.7957067981524911,1.6647273780638596,-0.15717364518179,1.881083540577862,2.0908783615021775,0.0585801681490405,2.0,0.02482757148365833,0.012413785741829164
8g,row,769539383,100,V1,2.38289475526523,92,64,3.4472919,49.712276,16.289499400000004,0.7686942309103625,2.173333441358744,-0.0879440073647569,2.2729593576772227,2.4867035756033316,0.046135229994986,2.0,0.3828947552652302,0.1914473776326151
8g,row,769539383,100,V2,1.9068700788343371,92,64,6.819123,111.378914,35.66140680000002,0.7510159464370885,1.706523058293219,-0.1050658997510674,1.8284669301107264,1.9710839732451169,0.0411161460835015,2.0,0.09312992116566288,0.04656496058283144
8g,row,1362771960,30,V1,2.5686551405946263,22,20,3.9520576,39.750584,11.41113735,0.7710886620976523,2.1895326216805806,-0.147595725452768,2.345617536011237,2.6015411548179728,0.0868304978190875,2.0,0.5686551405946263,0.28432757029731315
8g,row,1362771960,30,V2,2.174698561946686,22,20,7.4416337,106.010735,32.80279760000003,0.8472160464301391,1.681349752242823,-0.226858479762014,1.8983271462832536,2.211521511630866,0.1270849305275845,2.0,0.17469856194668587,0.08734928097334294
8g,row,1362771960,50,V1,2.376162721292519,42,32,3.9520576,39.750584,11.11667925,0.7073979230097407,2.014667230516103,-0.1521341478582661,2.185779735369546,2.406578071833869,0.0801220321390338,2.0,0.37616272129251893,0.18808136064625947
8g,row,1362771960,50,V2,2.006857841080824,42,32,7.4416337,106.010735,22.2222512,0.7428356772333088,1.664052477726652,-0.1708169638809837,1.77814669834572,2.050548010141362,0.1139647951406106,2.0,0.006857841080824212,0.003428920540412106
8g,row,1362771960,70,V1,2.2770794869938507,62,43,3.7184713,39.750584,11.11667925,0.6659319625973781,1.9538161991360248,-0.1419639892696899,2.1012320225815055,2.3069046484829685,0.0772250004520022,2.0,0.27707948699385065,0.13853974349692533
8g,row,1362771960,70,V2,1.9520773852531672,62,43,7.305966,106.010735,22.270414,0.6854967431219763,1.6569532168230134,-0.151184666478721,1.7467972349331495,1.9906541906143376,0.1051598424687425,2.0,0.04792261474683279,0.023961307373416396
8g,row,1362771960,100,V1,2.3437261050610823,92,59,3.7184713,50.51095,12.351672900000006,0.7151606751195825,2.036358397930068,-0.1311448920875521,2.222322411484172,2.452784998382182,0.0517994373637555,2.0,0.34372610506108225,0.17186305253054113
8g,row,1362771960,100,V2,1.89112820894488,92,59,6.966473,107.1606,30.31369160000001,0.6981261053287863,1.6653297064889732,-0.1193988336633649,1.7751426599246096,1.9978543103736035,0.0613314044344895,2.0,0.10887179105512002,0.05443589552756001
8g,row,1425370602,30,V1,1.7577702586761417,22,21,3.755535,11.419816,8.0219976,0.3796123430982646,1.9126916614298204,0.0881351826207124,1.5262894145296009,2.050982163055477,0.166809003015085,2.0,0.24222974132385833,0.12111487066192916
8g,row,1425370602,30,V2,1.4449335977146545,22,21,6.675283,34.09411,16.2600692,0.5235193185012487,1.5687524684478156,0.0856917376196362,1.2228846473744608,1.748183653296895,0.209871274404491,2.0,0.5550664022853455,0.27753320114267277
8g,row,1425370602,50,V1,1.9998557815267517,42,37,3.7184713,21.334711,10.250233199999997,0.5380554676596109,1.8395149353953784,-0.0801762045105893,1.8943700694183867,2.120550552018172,0.0603517371634059,2.0,0.00014421847324830317,7.210923662415158e-05
8g,row,1425370602,50,V2,1.611526826978894,42,37,6.675283,42.1924,32.05351739999999,0.5668742000920283,1.623509272901788,0.0074354616518284,1.5466832932760906,1.7469500541850238,0.0840341128295119,2.0,0.38847317302110596,0.19423658651055298
8g,row,1425370602,70,V1,2.309311305461324,62,46,3.7184713,39.750584,11.11250135,0.6956004141283624,1.918092369863119,-0.1694093536341356,2.115311680191819,2.363255183840237,0.0840075674555926,2.0,0.3093113054613239,0.15465565273066195
