column,protocol,seed,budget,target,scale,train_rows,compounds,q50_min,q50_max,q50_q90,upper10_x2_leverage,without_upper10_scale,without_upper10_relative_change,leave_compound_min_scale,leave_compound_max_scale,leave_compound_max_relative_change,packing_mass_ratio,absolute_difference,relative_difference
40g,compound,1362771960,50,V1,12.057314407959426,42,6,3.75889,11.419816,6.945864799999999,0.306761049428696,8.865226469587668,-0.2647428631590263,9.88943421188164,12.893132131336625,0.1797979320043854,10.0,2.057314407959426,0.2057314407959426
40g,compound,1362771960,50,V2,6.764082423357306,42,6,7.247487,33.993675,22.4668024,0.394843796984732,5.752539203488729,-0.1495462586877385,5.9836479426607845,7.391824715496735,0.1153792091594824,10.0,3.235917576642694,0.3235917576642694
40g,compound,1362771960,70,V1,10.307521958134618,65,10,3.75889,39.051468,9.6118348,0.6647972871811284,9.005526583172761,-0.1263150716777598,9.661548346984407,10.85286238158898,0.0626701173932899,10.0,0.30752195813461825,0.030752195813461825
40g,compound,1362771960,70,V2,6.887046216984098,65,10,6.6064596,73.57818,28.274026600000003,0.582247637811322,5.734601427264834,-0.167335132277351,6.60978582075231,7.138544947076938,0.0402582453342679,10.0,3.112953783015902,0.3112953783015902
40g,compound,1362771960,100,V1,11.030391882278732,93,15,3.75889,39.051468,11.234712599999998,0.6196591917241876,9.435668961037225,-0.1445753639817245,10.65334512388533,11.484570745215374,0.0411752245780423,10.0,1.0303918822787317,0.10303918822787317
40g,compound,1362771960,100,V2,7.263447544723792,93,15,6.6064596,73.57818,31.64128859999999,0.5582769615601711,5.954958954419945,-0.180147042055028,7.090873930991293,7.442040091727806,0.0245878483880213,10.0,2.7365524552762084,0.2736552455276208
40g,compound,1425370602,30,V1,14.180788714184349,22,4,3.8860686,23.335115,15.971680000000006,0.5795012821130515,10.588090396027294,-0.2533496824872269,11.000792592617092,15.405849165506204,0.2242467739743179,10.0,4.180788714184349,0.41807887141843486
40g,compound,1425370602,30,V2,8.845164332529755,22,4,6.943158,63.780308,32.47518500000001,0.5965935916513851,6.149343940334653,-0.3047790058892083,7.376803930888478,9.238308683483154,0.1660071363785866,10.0,1.1548356674702447,0.11548356674702447
40g,compound,1425370602,50,V1,12.206198914118106,45,8,3.8860686,26.085587,14.043190000000005,0.5440877273182049,9.692876550961463,-0.2059054076408378,10.35070576658144,12.695790912090244,0.1520123636024429,10.0,2.206198914118106,0.22061989141181063
40g,compound,1425370602,50,V2,7.748528910449725,45,8,6.943158,63.780308,30.903299600000008,0.5271329172442681,6.002938750527358,-0.2252802022288709,6.809714710293146,8.011103344498537,0.1211603145586108,10.0,2.251471089550275,0.22514710895502751
40g,compound,1425370602,70,V1,11.675306234500512,65,11,3.8860686,32.385674,15.1960188,0.5932511503528896,10.301542803135533,-0.1176640170092935,10.583061887916772,12.09529120669093,0.0935516657675462,10.0,1.6753062345005123,0.16753062345005124
40g,compound,1425370602,70,V2,7.739172292014732,65,11,6.943158,63.780308,31.11154160000001,0.5372610632853322,6.361438018191234,-0.178020881541175,7.208211763085428,7.903274510132166,0.0686068882943914,10.0,2.2608277079852677,0.22608277079852676
40g,compound,1425370602,100,V1,11.554133654430396,92,15,3.8860686,32.385674,14.706226000000012,0.5951122252082649,9.951865243526996,-0.1386749070787332,10.723147191648907,11.846713342839156,0.0719211398825084,10.0,1.5541336544303963,0.15541336544303963
40g,compound,1425370602,100,V2,7.675368099508994,92,15,6.943158,63.780308,28.108230100000004,0.5439082347133533,6.207631390130199,-0.1912268819358237,7.25984180611647,7.801354431030077,0.0541376371797862,10.0,2.3246319004910063,0.23246319004910063
40g,compound,2767143051,30,V1,11.330999502186714,24,4,4.3043594,24.484686,15.411811,0.5502492555478989,9.943655123748693,-0.1224379524657366,9.513580858896413,12.776115061902871,0.160393497761567,10.0,1.3309995021867138,0.13309995021867138
