sample_id,canonical_index,source_canonical_index,V1_q50,V2_q50,V1_q10,V1_q90,V2_q10,V2_q90,checkpoint_sha256,ensemble_pred_V1,ensemble_pred_V2,ensemble_variance_V1,ensemble_variance_V2,ensemble_covariance_V1_V2,ensemble_score,V1_quantile_width,V2_quantile_width,quantile_width,member_0_seed,member_0_V1_q50,member_0_V2_q50,member_1_seed,member_1_V1_q50,member_1_V2_q50,member_2_seed,member_2_V1_q50,member_2_V2_q50,latent_distance,random_score,true_V1,true_V2,standardized_abs_error,ensemble_mean_standardized_abs_error,tail_flag,compound_id,round,strategy,seed
7fb4f90753d40dd25be0,1266,1266,31.822182,82.623566,20.147612,45.12751,35.19553,82.623566,266d9fc401cc3999c8a3b057b5e7cfab6e5b33d2399a41e41ce09cd17ac57243,30.024256388346355,68.32439931233723,0.15264227510290537,0.7209173507967345,0.2975087349769185,0.8735596258996399,24.979898,47.428036,2.8493524,110100,31.822181701660156,82.62356567382812,110101,26.30537986755371,52.554893493652344,110102,31.945207595825195,69.79473876953125,11.731291234960192,0.6623363526133248,38.94166666666667,71.05833333333334,0.6177093739856763,0.6177093739856763,False,Cc1cccc(C)n1,4,coverage,1101
3fe8b9db9fbe9d0dedc4,1995,1995,5.4681473,35.31862,5.2109246,16.826115,11.645781,35.31862,266d9fc401cc3999c8a3b057b5e7cfab6e5b33d2399a41e41ce09cd17ac57243,4.827046871185303,20.30682118733724,0.02301092806923435,0.5352415976978746,0.04877658090348853,0.5582525257671089,11.6151905,23.672838,1.3704689,110100,5.468147277832031,35.31861877441406,110101,5.627201557159424,12.737014770507812,110102,3.385791778564453,12.864830017089844,10.005228793660514,0.8498072936760072,4.816666666666666,9.45,0.3061068619821229,0.3061068619821229,False,Oc1ccc(I)cc1,4,coverage,1101
d5b6201c7690d729361c,2489,2489,16.339663,32.213158,10.915836,17.421707,13.776144,32.213158,266d9fc401cc3999c8a3b057b5e7cfab6e5b33d2399a41e41ce09cd17ac57243,12.984153111775717,29.03467305501302,0.13775013089880198,0.02557228516236059,0.059215404712427554,0.16332241606116257,6.505871,18.437014,0.91330075,110100,16.339662551879883,32.213157653808594,110101,12.265249252319336,28.15125846862793,110102,10.34754753112793,26.73960304260254,9.496798955334821,0.1860629333434084,6.108333333333333,11.158333333333331,0.9199601931139909,0.9199601931139909,False,Ic1ccc(I)cc1,4,coverage,1101
0b9a59526d7d4ce5f872,3152,3152,19.931425,47.98898,11.736176,27.598686,22.464275,47.98898,266d9fc401cc3999c8a3b057b5e7cfab6e5b33d2399a41e41ce09cd17ac57243,18.911563873291016,41.97208913167318,0.032160197754660946,0.1234859996795939,0.05926368180301604,0.15564619743425484,15.862511,25.524704,1.6801479,110100,19.931425094604492,47.98897933959961,110101,17.215843200683594,35.522361755371094,110102,19.58742332458496,42.40492630004883,10.087059296229501,0.10037843447128447,5.125,32.18333333333333,1.111493822415567,1.111493822415567,False,O=C(CC(=O)C(F)(F)F)c1ccc2ccccc2c1,4,coverage,1101
fe40c32169d87261e1e9,199,199,26.140516,48.98612,16.933163,28.76184,22.1937,48.98612,266d9fc401cc3999c8a3b057b5e7cfab6e5b33d2399a41e41ce09cd17ac57243,22.40121078491211,47.52496337890625,0.17148893701506265,0.026400107285407606,0.04713420366211232,0.19788904430047027,11.828678,26.792418,1.4711908,110100,26.14051628112793,48.98611831665039,110101,19.449583053588867,44.19911193847656,110102,21.61353302001953,49.3896598815918,9.556010075067402,0.09088373472640177,20.583333333333332,39.31666666666667,0.3411989310920821,0.3411989310920821,False,CCOC(=O)c1ccccc1N,4,coverage,1101
129036e0bccc4ff7e848,1659,1659,25.884167,65.33244,17.385996,35.182327,27.119171,65.33244,266d9fc401cc3999c8a3b057b5e7cfab6e5b33d2399a41e41ce09cd17ac57243,23.20482889811198,52.80837631225586,0.3716738414576961,0.3893281535220629,0.24185978466755423,0.7610019949797591,17.796331,38.213272,2.154439,110100,25.884166717529297,65.33244323730469,110101,26.32402801513672,48.849300384521484,110102,17.406291961669922,44.243385314941406,10.147195275990189,0.3010592959365336,0.1333333333333333,-0.1,2.887819365754703,2.887819365754703,False,CC(Br)C(=O)O,4,coverage,1101
27bac953781c17a3a74b,2060,2060,3.3449798,29.29141,3.3392339,14.42284,9.619194,29.29141,266d9fc401cc3999c8a3b057b5e7cfab6e5b33d2399a41e41ce09cd17ac57243,4.588854392369588,24.632486979166668,0.06575848910409159,0.07260642321077294,-0.06168226888734478,0.13836491231486453,11.083607,19.672216,1.2256665,110100,3.344979763031006,29.291410446166992,110101,7.03005313873291,19.724533081054688,110102,3.3915302753448486,24.88151741027832,9.21270063272946,0.9383982611376361,6.375,14.508333333333333,0.3931808823657051,0.3931808823657051,False,O=C(c1ccccc1)c1ccc([N+](=O)[O-])cc1,4,coverage,1101
c518e06b106674a1412d,1194,1194,24.68417,42.054832,14.724822,25.905159,16.97111,42.054832,266d9fc401cc3999c8a3b057b5e7cfab6e5b33d2399a41e41ce09cd17ac57243,21.318782806396484,37.20285669962565,0.1779142265619797,0.06979393662435396,0.11069935798100494,0.24770816318633365,11.180337,25.083723,1.3837956,110100,24.68416976928711,42.054832458496094,110101,17.738754272460938,32.68320846557617,110102,21.533424377441406,36.87052917480469,8.899478798075856,0.35055520820384367,19.3,32.74166666666667,0.24795058700398118,0.24795058700398118,False,CC(C=O)Cc1ccc2c(c1)OCO2,4,coverage,1101
419f6eb4080dcb9d293b,4094,4094,29.675035,63.57006,16.990982,33.48005,25.382023,63.57006,266d9fc401cc3999c8a3b057b5e7cfab6e5b33d2399a41e41ce09cd17ac57243,22.371477127075195,43.92405700683594,0.6926274070741854,1.0877189081286796,0.8679368706800134,1.780346315202865,16.489067,38.188038,2.0744517,110100,29.67503547668457,63.57006072998047,110101,21.37995147705078,41.4500617980957,110102,16.059444427490234,26.75204849243164,9.330295556463104,0.350718537636893,14.741666666666667,32.88333333333333,0.7733518996160261,0.7733518996160261,False,O=C(Cc1ccccc1F)C1CC1,4,coverage,1101
3f6b817d855e67b3b406,4075,4075,5.5448165,23.917246,5.217721,13.789703,6.636324,23.917246,266d9fc401cc3999c8a3b057b5e7cfab6e5b33d2399a41e41ce09cd17ac57243,7.293451468149821,20.395711263020832,0.14520742500985478,0.04264637951930626,-0.06987077509482367,0.18785380452916106,8.571982,17.280922,1.0060686,110100,5.544816493988037,23.917245864868164,110101,10.920516014099121,16.593852996826172,110102,5.415021896362305,20.676034927368164,8.810926430181505,0.3451095273148812,5.125,10.05,0.42259927776314543,0.42259927776314543,False,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,4,coverage,1101
