outer_seed,strategy,round,selected_mean_ensemble_uncertainty,selected_mean_quantile_width,selected_mean_latent_distance,batch_mean_pairwise_distance,batch_min_pairwise_distance,selected_unique_compounds,compound_hhi,condition_distribution,best_epoch,hit_max_epoch,best_epoch_ge_490,fit_time
42,pretrained_random,11,0.14241965429566664,0.2818827527285278,5.858784784814088,12.314287170137272,4.973534106858598,9,0.12000000000000002,"{""mean"": [86.65377044677734, 7.366946220397949, 2.4397759437561035, 0.0, 0.5602241158485413, 2.0215580463409424, 1.399999976158142, 123.8699951171875, 310.0], ""std"": [0.5787521004676819, 7.834323883056641, 0.5957661271095276, 0.0, 0.5957661271095276, 0.6008897423744202, 0.9165151119232178, 26.20030403137207, 30.0]}",221.33333333333334,False,False,124.51612741698045
42,pretrained_random,12,0.1558264487315695,0.19626584028627078,6.321089693651228,12.929912859969615,4.535427113325797,9,0.12000000000000002,"{""mean"": [86.46322631835938, 4.787509918212891, 2.6359305381774902, 0.0, 0.36406928300857544, 2.219399929046631, 1.2000000476837158, 110.33900451660156, 300.0], ""std"": [0.251764714717865, 3.4080286026000977, 0.2591657042503357, 0.0, 0.2591656744480133, 0.2613945007324219, 0.9797959327697754, 25.153188705444336, 0.0]}",239.0,False,False,150.75788195803761
42,pretrained_random,13,0.16978939120364495,0.16846454435389208,6.214255595353391,15.059931602261877,3.350875802306098,10,0.10000000000000003,"{""mean"": [86.41993713378906, 4.201503753662109, 2.6804940700531006, 0.0, 0.3195060193538666, 2.2643463611602783, 1.0, 123.4159927368164, 370.0], ""std"": [0.2728123962879181, 3.692939281463623, 0.280831903219223, 0.0, 0.28083187341690063, 0.28324705362319946, 1.0, 25.367101669311523, 155.2417449951172]}",274.6666666666667,False,False,182.7865804998437
42,pretrained_random,14,0.24655123874569043,0.11916116594769485,6.242578298519564,13.125275723229347,3.8017549609091454,10,0.10000000000000003,"{""mean"": [86.46330261230469, 4.788514614105225, 2.635854482650757, 0.0, 0.3641456961631775, 2.219322681427002, 1.0, 109.19999694824219, 310.0], ""std"": [0.35869935154914856, 4.855538368225098, 0.36924248933792114, 0.0, 0.36924248933792114, 0.37241798639297485, 1.0, 15.108805656433105, 30.0]}",293.6666666666667,False,False,223.81145591684617
42,pretrained_random,15,0.032349640409311375,0.15238512340403537,4.242163530213313,9.374331480703088,3.4100745470023157,10,0.10000000000000003,"{""mean"": [87.1550064086914, 14.15190601348877, 1.9238096475601196, 0.0, 1.0761903524398804, 1.5011541843414307, 1.2000000476837158, 112.19000244140625, 300.0], ""std"": [0.7652197480201721, 10.358484268188477, 0.7877175211906433, 0.0, 0.7877174615859985, 0.7944918870925903, 0.9797959327697754, 17.01108169555664, 0.0]}",271.3333333333333,False,False,213.28424841689412
42,pretrained_coverage,1,3.66780484936992,2.658710021141087,30.52398694561321,38.91440063558601,17.620022391592695,9,0.12000000000000002,"{""mean"": [86.61430358886719, 6.832508087158203, 2.4804177284240723, 0.0, 0.5195823907852173, 2.062549352645874, 2.0, 112.1679916381836, 390.0], ""std"": [0.7399632334709167, 10.016585350036621, 0.7617174983024597, 0.0, 0.7617175579071045, 0.7682682871818542, 0.0, 8.72119426727295, 211.8961944580078]}",280.6666666666667,False,False,86.57929512497503
42,pretrained_coverage,2,1.1988664708776395,0.1322391389470356,9.056889941624519,16.168502822925273,7.089918206212966,10,0.10000000000000003,"{""mean"": [86.44857788085938, 4.589272499084473, 2.651005983352661, 0.0, 0.3489941656589508, 2.234604597091675, 1.600000023841858, 121.58599853515625, 420.0], ""std"": [0.5470492243766785, 7.405185699462891, 0.5631319880485535, 0.0, 0.5631319880485535, 0.5679749250411987, 0.800000011920929, 28.561262130737305, 244.13111877441406]}",137.66666666666666,False,False,58.047434458043426
42,pretrained_coverage,3,1.4609902963489385,1.5978664903881181,6.2890059756579095,10.383056569180152,4.839136026640661,9,0.12000000000000002,"{""mean"": [86.36996459960938, 3.5250840187072754, 2.731933116912842, 0.0, 0.26806724071502686, 2.316227436065674, 1.399999976158142, 119.62199401855469, 400.0], ""std"": [0.2660661041736603, 3.60160231590271, 0.27388614416122437, 0.0, 0.27388614416122437, 0.27624160051345825, 0.9165151119232178, 27.17155647277832, 200.0]}",190.66666666666666,False,False,75.93215933407191
42,pretrained_coverage,4,1.0913694572950585,0.6999500112240512,5.966139044768714,11.384194238820053,4.526523947956894,9,0.12000000000000002,"{""mean"": [86.49483489990234, 5.215463161468506, 2.603386640548706, 0.0, 0.396613210439682, 2.1865761280059814, 1.600000023841858, 116.2389907836914, 320.0], ""std"": [0.3424158990383148, 4.635126113891602, 0.35248100757598877, 0.0, 0.35248103737831116, 0.3555123805999756, 0.800000011920929, 20.285079956054688, 60.0]}",167.66666666666666,False,False,77.43310795899015
42,pretrained_coverage,5,0.7344328663225241,0.9144992770484922,4.828612002060189,6.945325539966446,4.421868179645192,10,0.10000000000000003,"{""mean"": [86.26734924316406, 2.1360795497894287, 2.8375604152679443, 0.0, 0.1624395251274109, 2.4227633476257324, 1.2000000476837158, 118.20999908447266, 300.0], ""std"": [0.18383492529392242, 2.488477945327759, 0.18923789262771606, 0.0, 0.18923790752887726, 0.1908653825521469, 0.9797959327697754, 18.000858306884766, 0.0]}",235.66666666666666,False,False,109.69511679199059
42,pretrained_coverage,6,0.5608897515391871,0.6569571851219752,5.039306713708049,10.269788682080817,5.955154863644137,8,0.14,"{""mean"": [86.54649353027344, 5.914653778076172, 2.5502164363861084, 0.0, 0.4497835040092468, 2.132948398590088, 1.7999999523162842, 131.0389862060547, 410.0], ""std"": [0.5602065920829773, 7.583291530609131, 0.5766762495040894, 0.0, 0.5766761898994446, 0.581635594367981, 0.5999999642372131, 27.499006271362305, 230.0]}",341.6666666666667,True,True,134.27269237488508
42,pretrained_coverage,7,0.532699423551599,0.35977524802399713,4.740636933611695,7.961852321057324,3.924465325018761,10,0.10000000000000003,"{""mean"": [86.40148162841797, 3.9516968727111816, 2.699490785598755, 0.0, 0.30050933361053467, 2.283506393432617, 1.7999999523162842, 128.37998962402344, 360.0], ""std"": [0.34984487295150757, 4.735684871673584, 0.36012810468673706, 0.0, 0.36012813448905945, 0.3632252514362335, 0.5999999642372131, 29.36513900756836, 149.66629028320312]}",260.3333333333333,False,False,139.92569516715594
42,pretrained_coverage,8,0.3741466275161334,0.6913353463221993,4.423833692412171,7.77632256804253,4.443778296678483,10,0.10000000000000003,"{""mean"": [86.31444549560547, 2.773655414581299, 2.7890756130218506, 0.0, 0.21092438697814941, 2.373861789703369, 1.600000023841858, 118.45600891113281, 320.0], ""std"": [0.23565813899040222, 3.189983606338501, 0.24258431792259216, 0.0, 0.24258431792259216, 0.2446705847978592, 0.800000011920929, 18.590076446533203, 60.0]}",336.0,True,True,165.66582399909385
42,pretrained_coverage,9,0.22874464828504854,0.41671906161340616,4.323864389401228,7.04939651962003,4.180115418401677,10,0.10000000000000003,"{""mean"": [86.40397644042969, 3.985517978668213, 2.6969187259674072, 0.0, 0.3030812442302704, 2.280912399291992, 1.600000023841858, 123.23299407958984, 400.0], ""std"": [0.2897263467311859, 3.9218804836273193, 0.29824188351631165, 0.0, 0.29824185371398926, 0.30080679059028625, 0.800000011920929, 22.52627944946289, 167.33200073242188]}",326.0,True,False,162.65983041585423
42,pretrained_coverage,10,0.2269345755356095,0.3536511465301083,4.263771571295677,6.086111423495275,4.149874510020676,9,0.12000000000000002,"{""mean"": [86.43846893310547, 4.452314376831055, 2.661421060562134, 0.0, 0.33857911825180054, 2.2451090812683105, 1.2000000476837158, 110.89400482177734, 320.0], ""std"": [0.3017679452896118, 4.084894180297852, 0.31063833832740784, 0.0, 0.31063833832740784, 0.31330984830856323, 0.9797958731651306, 14.875872611999512, 60.0]}",413.6666666666667,True,True,205.22195062495302
42,pretrained_coverage,11,0.1037864444400262,0.3303105484338948,4.169345298585933,7.519402845141163,3.630016111001448,9,0.12000000000000002,"{""mean"": [86.76393127441406, 8.85808277130127, 2.326381206512451, 0.0, 0.6736185550689697, 1.9071884155273438, 2.0, 130.37899780273438, 410.0], ""std"": [0.6851558089256287, 9.27469253540039, 0.7052998542785645, 0.0, 0.7052998542785645, 0.7113653421401978, 0.0, 24.153533935546875, 170.0]}",427.6666666666667,True,True,213.13176595896948
42,pretrained_coverage,12,0.30820725575337227,0.4396836492686524,4.687409914285268,8.185581437111935,3.7416312949564206,9,0.12000000000000002,"{""mean"": [86.56123352050781, 6.114230632781982, 2.5350394248962402, 0.0, 0.464960515499115, 2.117640733718872, 1.7999999523162842, 105.04200744628906, 330.0], ""std"": [0.5214906334877014, 7.0592145919799805, 0.5368224382400513, 0.0, 0.5368223786354065, 0.5414390563964844, 0.5999999642372131, 6.614193916320801, 90.0]}",315.3333333333333,True,True,179.60028983396478
42,pretrained_coverage,13,0.1382833425985152,0.4697776500306777,4.781547104389981,8.616547081396432,4.062902958214993,10,0.10000000000000003,"{""mean"": [86.50406646728516, 5.340366363525391, 2.593888521194458, 0.0, 0.40611156821250916, 2.1769959926605225, 1.399999976158142, 110.3689956665039, 340.0], ""std"": [0.5610881447792053, 7.595221042633057, 0.577583372592926, 0.0, 0.5775833129882812, 0.582550585269928, 0.9165151119232178, 20.436479568481445, 91.6515121459961]}",450.0,True,True,241.12439529097173
42,pretrained_coverage,14,0.23055295133525894,0.37072016621199433,4.6134142716746585,7.1291210585615294,3.8923038505231133,10,0.10000000000000003,"{""mean"": [86.42288208007812, 4.241352081298828, 2.677464008331299, 0.0, 0.32253631949424744, 2.2612900733947754, 1.600000023841858, 129.88999938964844, 390.0], ""std"": [0.33209413290023804, 4.495412826538086, 0.3418565094470978, 0.0, 0.3418564796447754, 0.3447965085506439, 0.800000011920929, 25.693742752075195, 137.47726440429688]}",432.6666666666667,True,True,249.56159662501886
42,pretrained_coverage,15,0.15348938432211237,0.3854723664738823,4.290157513120732,7.593279015950955,4.241580167714727,9,0.12000000000000002,"{""mean"": [86.54869079589844, 5.944456577301025, 2.547950267791748, 0.0, 0.4520499110221863, 2.130662441253662, 1.0, 111.79400634765625, 340.0], ""std"": [0.4375573694705963, 5.9230146408081055, 0.4504193067550659, 0.0, 0.4504193663597107, 0.4542929530143738, 1.0, 17.70831298828125, 120.0]}",412.6666666666667,True,True,262.42633183300495
42,pretrained_ensemble,1,6.175890963457645,2.1709269809482508,21.33779298054558,25.15636410121656,7.5682175169351,8,0.14,"{""mean"": [86.22492980957031, 1.5617927312850952, 2.881232738494873, 0.0, 0.11876751482486725, 2.466811180114746, 2.0, 134.8300018310547, 350.0], ""std"": [0.17908000946044922, 2.42411732673645, 0.18434353172779083, 0.0, 0.18434353172779083, 0.18592888116836548, 0.0, 27.6901798248291, 150.0]}",75.33333333333333,False,False,40.1792608340038
42,pretrained_ensemble,2,1.9605908465851531,1.5056762363464422,8.437150386571522,14.477321149520083,5.456776799372834,8,0.14,"{""mean"": [86.2063980102539, 1.3109815120697021, 2.90030574798584, 0.0, 0.09969442337751389, 2.486048460006714, 1.600000023841858, 117.4990005493164, 300.0], ""std"": [0.08671526610851288, 1.173812747001648, 0.08926327526569366, 0.0, 0.08926332741975784, 0.09003105759620667, 0.800000011920929, 20.1605224609375, 0.0]}",128.33333333333334,False,False,59.11972954298835
42,pretrained_ensemble,3,1.8330791165717315,1.1631707042340458,10.101069228238728,18.404864575434914,4.55606165291133,9,0.12000000000000002,"{""mean"": [86.36149597167969, 3.4105613231658936, 2.7406415939331055, 0.0, 0.259358286857605, 2.3250112533569336, 1.7999999523162842, 122.3499984741211, 350.0], ""std"": [0.11545300483703613, 1.562827229499817, 0.118846096098423, 0.0, 0.11884617805480957, 0.11986837536096573, 0.5999999642372131, 24.077178955078125, 150.0]}",215.66666666666666,False,False,82.35280433308799
42,pretrained_ensemble,4,1.9677678805312744,0.47196234749955285,6.6054770400464635,15.874550132657857,4.290777594304576,9,0.12000000000000002,"{""mean"": [86.49862670898438, 5.266696929931641, 2.5994906425476074, 0.0, 0.4005092978477478, 2.1826465129852295, 1.7999999523162842, 109.89900207519531, 320.0], ""std"": [0.564245879650116, 7.637967109680176, 0.5808340311050415, 0.0, 0.5808340311050415, 0.5858292579650879, 0.5999999642372131, 11.56647777557373, 60.0]}",310.6666666666667,True,False,110.67088829202112
42,pretrained_ensemble,5,1.3716027121100756,0.3108465128602003,5.876770885536592,11.013446283356764,4.862124178029166,10,0.10000000000000003,"{""mean"": [86.94434356689453, 11.300226211547852, 2.140667200088501, 0.0, 0.8593328595161438, 1.719877004623413, 1.7999999523162842, 120.02400207519531, 420.0], ""std"": [0.7952330708503723, 10.764754295349121, 0.8186125755310059, 0.0, 0.8186125755310059, 0.8256526589393616, 0.5999999642372131, 25.634050369262695, 244.13111877441406]}",290.6666666666667,True,False,118.73729216586798
42,pretrained_ensemble,6,1.3346575256710682,0.6127551900538829,4.70259170261304,6.5023751373732415,1.9460564044706972,6,0.20000000000000004,"{""mean"": [86.23497009277344, 1.6977462768554688, 2.870893955230713, 0.0, 0.12910619378089905, 2.456383466720581, 2.0, 124.3179931640625, 390.0], ""std"": [0.10728232562541962, 1.4522171020507812, 0.11043470352888107, 0.0, 0.11043476313352585, 0.11138460785150528, 0.0, 17.386987686157227, 211.8961944580078]}",354.3333333333333,True,False,141.052160250023
42,pretrained_ensemble,7,0.713153472849908,0.14801052101408962,4.87232737003386,8.802301138326706,4.172891563869906,9,0.12000000000000002,"{""mean"": [86.34217834472656, 3.1490349769592285, 2.7605297565460205, 0.0, 0.23947033286094666, 2.3450703620910645, 1.0, 114.63899993896484, 320.0], ""std"": [0.18487410247325897, 2.5025463104248047, 0.19030767679214478, 0.0, 0.19030772149562836, 0.191944420337677, 1.0, 13.489856719970703, 60.0]}",159.33333333333334,False,False,100.20415337395389
42,pretrained_ensemble,8,0.48264249762091227,0.7669352295290647,3.731625665560724,6.312663096454894,0.7515068115201311,8,0.14,"{""mean"": [86.24806213378906, 1.8748878240585327, 2.8574230670928955, 0.0, 0.14257703721523285, 2.4427969455718994, 1.600000023841858, 121.55000305175781, 320.0], ""std"": [0.1892806589603424, 2.5621964931488037, 0.1948438435792923, 0.0, 0.1948438584804535, 0.19651953876018524, 0.800000011920929, 26.65116310119629, 40.0]}",156.33333333333334,False,False,101.82484187406953
42,pretrained_ensemble,9,0.3120747656814177,0.8624430817688941,4.476194574302489,7.748098009258889,2.7876980256978903,8,0.16000000000000003,"{""mean"": [86.35440826416016, 3.3144562244415283, 2.7479500770568848, 0.0, 0.25204992294311523, 2.3323826789855957, 1.7999999523162842, 116.76899719238281, 360.0], ""std"": [0.22742769122123718, 3.0785796642303467, 0.23411248624324799, 0.0, 0.23411253094673157, 0.2361259013414383, 0.5999999642372131, 17.1373291015625, 91.6515121459961]}",137.0,False,False,104.22023958398495
42,pretrained_ensemble,10,0.27078575292057,0.8893244622618844,4.6863337244068575,7.733582345181291,1.9541887696536608,7,0.22000000000000008,"{""mean"": [86.4300537109375, 4.338461399078369, 2.670078992843628, 0.0, 0.32992109656333923, 2.2538414001464844, 0.800000011920929, 101.97199249267578, 320.0], ""std"": [0.3070219159126282, 4.156009674072266, 0.3160463571548462, 0.0, 0.3160463571548462, 0.3187643885612488, 0.9797959327697754, 7.067492485046387, 60.0]}",141.33333333333334,False,False,97.01583862490952
42,pretrained_ensemble,11,0.21347554768806312,0.8379132126568154,4.426560883345826,8.677319428380452,2.4900154986121885,10,0.10000000000000003,"{""mean"": [86.33041381835938, 2.989640712738037, 2.772650957107544, 0.0, 0.2273491621017456, 2.357295513153076, 1.399999976158142, 105.20999908447266, 300.0], ""std"": [0.26428845524787903, 3.577549695968628, 0.2720569968223572, 0.0, 0.2720569968223572, 0.27439671754837036, 0.9165151119232178, 9.458589553833008, 0.0]}",143.33333333333334,False,False,98.32874358294066
42,pretrained_ensemble,12,0.1694584307217327,0.8021294857658852,4.173532988606605,8.308365570630983,3.5313209184898624,10,0.10000000000000003,"{""mean"": [86.35389709472656, 3.3074240684509277, 2.7484850883483887, 0.0, 0.2515151798725128, 2.3329219818115234, 1.7999999523162842, 121.99000549316406, 340.0], ""std"": [0.29279065132141113, 3.96335768699646, 0.30139607191085815, 0.0, 0.30139604210853577, 0.30398809909820557, 0.5999999642372131, 23.448474884033203, 120.0]}",145.33333333333334,False,False,104.20382066688035
42,pretrained_ensemble,13,0.11536316486892043,0.5266662385311984,4.252947982283996,7.383345242749992,2.382095375583934,9,0.12000000000000002,"{""mean"": [86.86357116699219, 10.206904411315918, 2.2238094806671143, 0.0, 0.7761905193328857, 1.8037341833114624, 1.0, 108.56001281738281, 300.0], ""std"": [0.5105502605438232, 6.911111354827881, 0.5255599021911621, 0.0, 0.5255598425865173, 0.5300796031951904, 1.0, 14.530810356140137, 0.0]}",140.33333333333334,False,False,106.38829195790458
42,pretrained_ensemble,14,0.09828579865672046,0.6811315744042817,4.5034757668436765,8.759453830043652,1.3657814554945482,8,0.16000000000000003,"{""mean"": [86.5797348022461, 6.364706993103027, 2.515991687774658, 0.0, 0.48400816321372986, 2.0984294414520264, 1.2000000476837158, 117.8699951171875, 310.0], ""std"": [0.546396791934967, 7.396348476409912, 0.5624600052833557, 0.0, 0.5624599456787109, 0.5672971606254578, 0.9797959327697754, 19.778121948242188, 30.0]}",139.66666666666666,False,False,110.84757620783057
42,pretrained_ensemble,15,0.08669584205038364,0.8375740476984813,4.659784106408948,14.160196015641297,2.5263215238163728,9,0.12000000000000002,"{""mean"": [86.58731079101562, 6.467174530029297, 2.508199691772461, 0.0, 0.49180036783218384, 2.0905699729919434, 0.800000011920929, 112.1500015258789, 310.0], ""std"": [0.3260459303855896, 4.413544178009033, 0.33563071489334106, 0.0, 0.33563077449798584, 0.3385171890258789, 0.9797959327697754, 19.734548568725586, 30.0]}",409.0,True,True,218.40756920806598
42,pretrained_hybrid,1,3.8271065182710884,3.014138686061277,31.165150587916504,34.12061386137525,16.92963456273819,9,0.12000000000000002,"{""mean"": [86.29048156738281, 2.4491748809814453, 2.813750982284546, 0.0, 0.1862490475177765, 2.398749351501465, 2.0, 109.64900207519531, 370.0], ""std"": [0.1886536329984665, 2.553706645965576, 0.19419822096824646, 0.0, 0.19419823586940765, 0.19586840271949768, 0.0, 4.713875770568848, 210.0]}",288.0,True,False,81.26077454199549
42,pretrained_hybrid,2,2.3359218818019367,0.12783028009583178,8.328319441053964,16.564567405874477,7.697574519687568,10,0.10000000000000003,"{""mean"": [86.54572296142578, 5.904272556304932, 2.5510060787200928, 0.0, 0.4489942193031311, 2.133744478225708, 1.399999976158142, 124.25599670410156, 370.0], ""std"": [0.5824931263923645, 7.8849687576293945, 0.5996174216270447, 0.0, 0.5996174216270447, 0.6047741174697876, 0.9165151119232178, 28.265832901000977, 155.2417449951172]}",137.66666666666666,False,False,54.424148457008414
42,pretrained_hybrid,3,2.126141616221203,1.4428527928129506,6.440488970190995,11.166364803478109,5.550463010193678,10,0.10000000000000003,"{""mean"": [86.6899642944336, 7.856848239898682, 2.4025208950042725, 0.0, 0.5974790453910828, 1.983982801437378, 1.600000023841858, 114.4310073852539, 420.0], ""std"": [0.7318222522735596, 9.906379699707031, 0.7533369064331055, 0.0, 0.7533368468284607, 0.7598155736923218, 0.800000011920929, 20.152976989746094, 244.13111877441406]}",192.66666666666666,False,False,72.68729945807718
42,pretrained_hybrid,4,1.4426157217454447,0.8967932073230648,5.5178334338019255,9.518709133155724,5.07379553038262,9,0.12000000000000002,"{""mean"": [86.48095703125, 5.027606010437012, 2.6176726818084717, 0.0, 0.38232749700546265, 2.200984477996826, 1.600000023841858, 132.50999450683594, 300.0], ""std"": [0.554720401763916, 7.509024620056152, 0.5710285305976868, 0.0, 0.5710285305976868, 0.575939416885376, 0.800000011920929, 29.167631149291992, 0.0]}",177.0,False,False,74.76706912508234
42,pretrained_hybrid,5,0.75457578837176,1.1050777865734118,5.164368393962902,7.7670579022545505,4.616181672233524,9,0.12000000000000002,"{""mean"": [86.31063842773438, 2.7220866680145264, 2.792997121810913, 0.0, 0.20700280368328094, 2.377817153930664, 1.7999999523162842, 131.05999755859375, 400.0], ""std"": [0.18964451551437378, 2.5671164989471436, 0.19521798193454742, 0.0, 0.1952180117368698, 0.19689695537090302, 0.5999999642372131, 25.685022354125977, 200.0]}",169.33333333333334,False,False,77.39704362512566
42,pretrained_hybrid,6,0.3824395532448139,0.8856952873830665,4.50108437437717,7.912702497184692,4.225444993553255,10,0.10000000000000003,"{""mean"": [86.49101257324219, 5.163559436798096, 2.6073338985443115, 0.0, 0.392666220664978, 2.1905570030212402, 1.600000023841858, 115.1090087890625, 320.0], ""std"": [0.305406779050827, 4.134146213531494, 0.31438377499580383, 0.0, 0.31438377499580383, 0.3170875012874603, 0.800000011920929, 19.979007720947266, 60.0]}",233.0,False,False,101.10997991706245
42,pretrained_hybrid,7,0.8955095229514172,0.4846134412443789,4.857867141935737,10.079276940084672,4.144718854906162,10,0.10000000000000003,"{""mean"": [86.6676025390625, 7.554133415222168, 2.4255411624908447, 0.0, 0.5744588971138, 2.0072009563446045, 2.0, 114.156982421875, 300.0], ""std"": [0.5990235805511475, 8.108728408813477, 0.6166333556175232, 0.0, 0.6166333556175232, 0.6219364404678345, 0.0, 19.59563636779785, 0.0]}",265.0,False,False,125.14424587588292
42,pretrained_hybrid,8,0.3672357955460594,0.2589295619461994,4.076437293803258,8.453461609161439,4.499251390047987,10,0.10000000000000003,"{""mean"": [86.53646087646484, 5.779034614562988, 2.5605294704437256, 0.0, 0.4394703507423401, 2.143350124359131, 1.600000023841858, 122.2919921875, 370.0], ""std"": [0.5704874992370605, 7.722458362579346, 0.5872591733932495, 0.0, 0.5872591733932495, 0.5923095345497131, 0.800000011920929, 28.14325523376465, 126.88577270507812]}",418.3333333333333,True,True,186.7309903340647
42,pretrained_hybrid,9,0.2596256516448604,0.56460477572327,4.646699577310302,7.520905060819171,4.082270021423995,10,0.10000000000000003,"{""mean"": [86.42928314208984, 4.328081130981445, 2.670868396759033, 0.0, 0.3291316628456116, 2.2546377182006836, 0.800000011920929, 104.2030029296875, 410.0], ""std"": [0.3457607924938202, 4.680395603179932, 0.3559236526489258, 0.0, 0.3559236526489258, 0.3589846193790436, 0.9797959327697754, 6.544208526611328, 216.56407165527344]}",288.6666666666667,True,False,153.5432471249951
