outer_seed,strategy,round,budget_after_reveal,query_rank,sample_id,canonical_smiles
42,pretrained_random,10,150,9,216e9e13c0587f197c0b,ClCCc1ccccc1
42,pretrained_random,10,150,10,8ea9d90b217f4096f42f,Cc1ccc(C(C)C)cc1
42,pretrained_random,11,160,1,b82c7c8060589ec1974b,CCCC(=O)c1ccc(-c2ccccc2)cc1
42,pretrained_random,11,160,2,226ebdbf914ce9333de8,O=Cc1ccc(Br)cc1O
42,pretrained_random,11,160,3,e15e8a4f329d3a08aff9,CCOC(=O)/C=C/c1ccccc1
42,pretrained_random,11,160,4,1e578360bd7749f6b397,CCOC(=O)CC(=O)c1ccccc1
42,pretrained_random,11,160,5,c2b0aff65443af0a8618,CC(C)(CCl)c1ccccc1
42,pretrained_random,11,160,6,194278dd9ee3d2407ed5,C=CC(=O)OCc1ccccc1
42,pretrained_random,11,160,7,3156893d5d2368c286a5,O=C(Cc1ccccc1F)C1CC1
42,pretrained_random,11,160,8,bcf8bb13e4fca185fe68,FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1
42,pretrained_random,11,160,9,fc58ac30a03fcb0ec051,CCOC(=O)C(Br)C(=O)OCC
42,pretrained_random,11,160,10,c72867f0f2e38c70aa8c,CCOC(=O)/C=C/c1ccccc1
42,pretrained_random,12,170,1,da10d2f67a989e8b16b5,C=CC(=O)OCCCCCCCCCCCC
42,pretrained_random,12,170,2,8cd132f293d2823adc8d,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1
42,pretrained_random,12,170,3,e584c52185ccefd22a26,O=CCCc1ccccc1
42,pretrained_random,12,170,4,c2be1e8f7c2c080f49f5,O=C(/C=C/c1ccccc1)c1ccccc1
42,pretrained_random,12,170,5,2cde006ff48a36a368d2,COc1cc(F)cc(Br)c1
42,pretrained_random,12,170,6,4e6d2ab0e823ac1d4b58,CC(=O)CC(=O)OC(C)(C)C
42,pretrained_random,12,170,7,e545485bf1a51a3ea557,Cc1ccc(C(C)C)cc1
42,pretrained_random,12,170,8,e1244cc412f81ac11bd3,COc1cc(F)cc(Br)c1
42,pretrained_random,12,170,9,f248b9b89d62a22b03c3,CCOC(=O)/C=C(/C)N
42,pretrained_random,12,170,10,ee0eba88726c692c7f0c,C1=Cc2ccccc2C1
42,pretrained_random,13,180,1,0dffde5d00d50ee96173,O=Cc1cc(Br)ccc1O
42,pretrained_random,13,180,2,a82e55e1cd19814ea307,BrCCCc1ccccc1
42,pretrained_random,13,180,3,efca00a284b2cadc5737,C=CC(=O)OCc1ccccc1
42,pretrained_random,13,180,4,1e8c03a5d84f08329475,BrC(=C(c1ccccc1)c1ccccc1)c1ccccc1
42,pretrained_random,13,180,5,f40ca479a9e86b5d5458,COC(=O)c1ccc(C(C)(C)C)cc1
42,pretrained_random,13,180,6,a074620f6970d8f89567,COc1ccc(C=O)cc1
42,pretrained_random,13,180,7,1254297404cc9db52ee2,CC(=O)c1ccc(Br)cc1
42,pretrained_random,13,180,8,10d51839b15b94f0ae56,CCOC(=O)/C=C(/C)N
42,pretrained_random,13,180,9,bb61793cbbbe2bfa4e12,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1
42,pretrained_random,13,180,10,f4b69d88ad1d916ee71a,CC(C)(CCl)c1ccccc1
42,pretrained_random,14,190,1,aeef2128392508cc81cc,C=CC(=O)OCC(CC)CCCC
42,pretrained_random,14,190,2,1bbec08f4838f06da0fb,CCOC(=O)C(Cc1ccccc1)C(C)=O
42,pretrained_random,14,190,3,ee96bcc328a38cb12519,COc1ccc(C)cc1OC
42,pretrained_random,14,190,4,7d6bcd84e5a6861fc8fc,CCCC(=O)c1ccc(-c2ccccc2)cc1
42,pretrained_random,14,190,5,e4f37e6e6def0eec724a,C1=Cc2ccccc2C1
42,pretrained_random,14,190,6,b8018c4bdaadd42a057a,COc1cc(Br)cc(OC)c1
42,pretrained_random,14,190,7,44348f5c4aea3b41ee9d,BrCCCc1ccccc1
42,pretrained_random,14,190,8,d29a94054067cd60dd70,CC(C)(CCl)c1ccccc1
42,pretrained_random,14,190,9,7e451fd74af5bfa51ac9,O=C(c1ccccc1)c1cccc(C(=O)c2ccccc2)c1
42,pretrained_random,14,190,10,1e73138aa057a5e2b67f,CC(C)COC(=O)c1ccccc1
42,pretrained_random,15,200,1,6cec450baf7517436df6,CCOC(=O)/C=C/c1ccccc1
42,pretrained_random,15,200,2,d9d3d24a75ff511e108a,COC(=O)c1ccc(C(C)(C)C)cc1
42,pretrained_random,15,200,3,1e86d81fe1995d367fe1,CC(=O)c1ccccc1
42,pretrained_random,15,200,4,934f00061cc32bab10e8,C=CC(=O)OCCOc1ccccc1
42,pretrained_random,15,200,5,09879f6853acb50e1280,COc1cc(F)cc(Br)c1
42,pretrained_random,15,200,6,0b6fe9b9da26ddc80e99,COC(=O)c1ccccc1O
42,pretrained_random,15,200,7,bbabdb9085edbb8c178b,CC(C)(CCl)c1ccccc1
42,pretrained_random,15,200,8,1773be1aaa4102ae19f0,CC(=O)CC(=O)OC(C)(C)C
42,pretrained_random,15,200,9,6cd5860914563da59932,O=Cc1ccc2c(c1)CCO2
42,pretrained_random,15,200,10,d7c72c92165e2c129547,O=C1CCCc2ccccc21
42,pretrained_coverage,1,60,1,07e9bc7a9d27fdd58c2f,O=C(c1ccccc1)c1cccc(C(=O)c2ccccc2)c1
42,pretrained_coverage,1,60,2,7ba2cf5e6ca289d9810f,CCOC(=O)c1cccnc1
42,pretrained_coverage,1,60,3,d31d42caff135d7154c4,CCOC(=O)/C=C(/C)N
42,pretrained_coverage,1,60,4,f95928e2618ed15e654f,COc1ccc(C=O)cc1
42,pretrained_coverage,1,60,5,118d66c0e53f510c51ed,CC(=O)c1ccc2c(c1)Cc1ccccc1-2
42,pretrained_coverage,1,60,6,e375bb01e53e46f8faee,O=C1CCCc2ccccc21
42,pretrained_coverage,1,60,7,bd0519702a5756bc3c94,CCOC(=O)C(Cc1ccccc1)C(C)=O
42,pretrained_coverage,1,60,8,7e451fd74af5bfa51ac9,O=C(c1ccccc1)c1cccc(C(=O)c2ccccc2)c1
42,pretrained_coverage,1,60,9,4c6a8ef1c87748df99f2,CCC(=O)c1cccnc1
42,pretrained_coverage,1,60,10,dc9f747c03c55d77bf72,BrC(=C(c1ccccc1)c1ccccc1)c1ccccc1
42,pretrained_coverage,2,70,1,3d5dc8831f4c74f7b7d1,COc1ccc(CCO)cc1
42,pretrained_coverage,2,70,2,454c1ea3beebbec4befe,COc1ccc(C=O)cc1
42,pretrained_coverage,2,70,3,546046afb5114d631360,CC(=O)c1ccc2c(c1)Cc1ccccc1-2
42,pretrained_coverage,2,70,4,d59d233a1606de5b6deb,CC(C)(O)CCc1ccccc1
42,pretrained_coverage,2,70,5,28c4b7ec4bf7f486b68c,CCOC(=O)C(Br)C(=O)OCC
42,pretrained_coverage,2,70,6,17bdb259a18419ca296f,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1
42,pretrained_coverage,2,70,7,99dd4a9a47de5c84b7c0,O=Cc1ccc(Br)cc1O
42,pretrained_coverage,2,70,8,47404d0982a587f0393e,COCCOC(=O)CC(C)=O
42,pretrained_coverage,2,70,9,3b03dfa8ff44ff554734,O=Cc1cc(Br)ccc1O
42,pretrained_coverage,2,70,10,4e6d2ab0e823ac1d4b58,CC(=O)CC(=O)OC(C)(C)C
42,pretrained_coverage,3,80,1,74097878150c8a5a8d79,COCCOC(=O)CC(C)=O
42,pretrained_coverage,3,80,2,e79c5aedcfa41a5f23c9,O=Cc1cc(Br)ccc1O
42,pretrained_coverage,3,80,3,9563dde5c28fb62e4f7e,C=CC(=O)OCCOc1ccccc1
42,pretrained_coverage,3,80,4,b2b26956a788c2a8c7e9,O=C(/C=C/c1ccccc1)c1ccccc1
42,pretrained_coverage,3,80,5,f248b9b89d62a22b03c3,CCOC(=O)/C=C(/C)N
42,pretrained_coverage,3,80,6,194278dd9ee3d2407ed5,C=CC(=O)OCc1ccccc1
42,pretrained_coverage,3,80,7,9b28c23ad1d4dda9fe1a,CC(O)c1ccccc1
42,pretrained_coverage,3,80,8,9e93bad2014e7ab1a680,COc1ccc(CCO)cc1
42,pretrained_coverage,3,80,9,826e9f40c328ce2478ec,COc1ccc(C)cc1OC
42,pretrained_coverage,3,80,10,7e19b816ecd8282ce2a1,O=Cc1cc(Br)ccc1O
42,pretrained_coverage,4,90,1,86f385aa0925171d22cc,CCOC(=O)CC(C)=O
42,pretrained_coverage,4,90,2,dd7fdbe3fa3800e6499f,FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1
42,pretrained_coverage,4,90,3,7a0a82051f50d5b0c89c,OCCCc1ccccc1
42,pretrained_coverage,4,90,4,96ccc1b8240fc2e9c1f3,COC(=O)c1ccccc1N
42,pretrained_coverage,4,90,5,0b9968c1280b5e4f726a,C=CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C
42,pretrained_coverage,4,90,6,f38afd5febe30c01c852,CC1CCC(=O)c2ccccc21
42,pretrained_coverage,4,90,7,b48dea92ecfc07816494,CCOC(=O)c1cccnc1
42,pretrained_coverage,4,90,8,82fa7e7b3bd183853280,CCOC(=O)c1cccnc1
42,pretrained_coverage,4,90,9,5ac5df671efee45d3ddf,BrC(=C(c1ccccc1)c1ccccc1)c1ccccc1
42,pretrained_coverage,4,90,10,8837a8a19c37b63d2e48,O=Cc1ccc(-c2ccccc2)cc1
42,pretrained_coverage,5,100,1,be7d68067464e72d0b8d,COC(=O)CS
42,pretrained_coverage,5,100,2,dd29d0f859e11f70f4ec,COc1ccc(C)cc1OC
42,pretrained_coverage,5,100,3,1bbec08f4838f06da0fb,CCOC(=O)C(Cc1ccccc1)C(C)=O
42,pretrained_coverage,5,100,4,f33380e15f0fd8b62027,COC(=O)c1ccccc1O
42,pretrained_coverage,5,100,5,155ad3f702726e253c4d,O=CCCc1ccccc1
42,pretrained_coverage,5,100,6,c9bf385316b464cd2e8d,CCOC(=O)/C=C(/C)N
42,pretrained_coverage,5,100,7,02c141e2551937d10f4e,COC(=O)C#CC(=O)OC
42,pretrained_coverage,5,100,8,848f6c84b4d5fc44c3c2,N#Cc1ccccc1Br
42,pretrained_coverage,5,100,9,35eae227e68fe7434e68,CC(O)c1ccccc1
42,pretrained_coverage,5,100,10,b8018c4bdaadd42a057a,COc1cc(Br)cc(OC)c1
42,pretrained_coverage,6,110,1,80e66bd0e8e9450537bb,COCCCCC(=O)c1ccc(C(F)(F)F)cc1
42,pretrained_coverage,6,110,2,3545611fd9950a160288,C/C(=N\O)c1ccccc1
42,pretrained_coverage,6,110,3,af2973fb82b6d79d8c5e,C/C(=N\O)c1ccccc1
42,pretrained_coverage,6,110,4,2cbca950d64fdcd81660,O=Cc1ccc2ccccc2c1Br
42,pretrained_coverage,6,110,5,1c04f02c0ea8c00b358d,OCc1cccc(Br)c1
42,pretrained_coverage,6,110,6,06c29062334b43b0d12f,COCCCCC(=O)c1ccc(C(F)(F)F)cc1
42,pretrained_coverage,6,110,7,ee0eba88726c692c7f0c,C1=Cc2ccccc2C1
42,pretrained_coverage,6,110,8,1bd5bb3744b78ada7307,FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1
42,pretrained_coverage,6,110,9,38aa81d53a6b39e9d8ef,CC(=O)c1ccc2c(c1)Cc1ccccc1-2
42,pretrained_coverage,6,110,10,ddecd252bb1099fb20f7,O=Cc1ccc(Br)cc1O
42,pretrained_coverage,7,120,1,c761659793c5929e2214,C=CC(=O)OCCCCCCCCCCCC
42,pretrained_coverage,7,120,2,0ffc20c3f979502b8a09,O=C(CCCCl)c1ccc(F)cc1
42,pretrained_coverage,7,120,3,a542d702abb1fa77a6fc,CC(=O)c1ccccc1
42,pretrained_coverage,7,120,4,4365d2fb106c18823aac,CCC(=O)c1cccnc1
42,pretrained_coverage,7,120,5,b8a4c06710d95c33cfe1,O=C(c1ccccc1)c1cccc(C(=O)c2ccccc2)c1
42,pretrained_coverage,7,120,6,b6f53d16978daf702470,C=CC(=O)OCCOc1ccccc1
42,pretrained_coverage,7,120,7,bcf8bb13e4fca185fe68,FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1
42,pretrained_coverage,7,120,8,aaf22f8324aad12a55fa,COC(=O)CS
42,pretrained_coverage,7,120,9,0f3bd8418ab9ba9d1ed2,O=Cc1ccc(Cl)cc1Br
42,pretrained_coverage,7,120,10,0dffde5d00d50ee96173,O=Cc1cc(Br)ccc1O
42,pretrained_coverage,8,130,1,283be89c092cfa4a5cbb,O=C(CCCCl)c1ccc(F)cc1
42,pretrained_coverage,8,130,2,0a1949b42050f41b0db4,CC(=O)c1ccc(C)cc1C
42,pretrained_coverage,8,130,3,9c357cc9e9b8199eb1e0,O=C(Cc1ccccc1F)C1CC1
42,pretrained_coverage,8,130,4,1254297404cc9db52ee2,CC(=O)c1ccc(Br)cc1
42,pretrained_coverage,8,130,5,9cf769277f6b42d15f11,OCCCc1ccccc1
42,pretrained_coverage,8,130,6,ad45b4b8aaed2c2b0b33,O=Cc1ccc2c(c1)CCO2
42,pretrained_coverage,8,130,7,d92ef85db0d1c0979197,O=C(Cc1ccccc1)c1ccccc1
42,pretrained_coverage,8,130,8,9c7a6ce4172638d2abc7,CCOC(=O)CC(C)=O
42,pretrained_coverage,8,130,9,97feb43dae8371e80d3b,BrC(=C(c1ccccc1)c1ccccc1)c1ccccc1
42,pretrained_coverage,8,130,10,d078d930aa37448ec4aa,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1
42,pretrained_coverage,9,140,1,240da69c823911ff5ccc,O=C(/C=C/c1ccccc1)c1ccccc1
42,pretrained_coverage,9,140,2,f81dc37125414986a0bb,COc1ccc(C=O)cc1
42,pretrained_coverage,9,140,3,b2b5155e06ff9134c6a4,c1ccc(COCc2ccccc2)cc1
42,pretrained_coverage,9,140,4,711f210d4869259d0651,O=C(c1ccccc1)c1ccc(Cl)cc1
42,pretrained_coverage,9,140,5,70e13ddfe9e6cc9b0f56,N#Cc1ccccc1Br
42,pretrained_coverage,9,140,6,2a9d111386ac232bbf79,CC(=O)c1ccc(C)cc1
42,pretrained_coverage,9,140,7,b07e3b186c5f9a698624,CCOC(=O)C(Br)C(=O)OCC
42,pretrained_coverage,9,140,8,27b234a05f8c66fd059f,O=Cc1cc(Br)ccc1O
42,pretrained_coverage,9,140,9,7396668aaa8d372aa464,CC(=O)c1ccc2c(c1)OCO2
42,pretrained_coverage,9,140,10,d71aab82a8179d05294a,CC(=O)CC(=O)c1ccccc1
42,pretrained_coverage,10,150,1,53d7fb31d852cbb33059,CCOC(=O)C(Br)C(=O)OCC
42,pretrained_coverage,10,150,2,509e53644c411798f5b0,BrC(=C(c1ccccc1)c1ccccc1)c1ccccc1
42,pretrained_coverage,10,150,3,2964279ae2fd8a820ae1,CC(C)(C)c1cc(C=O)cc(C(C)(C)C)c1
42,pretrained_coverage,10,150,4,e4f37e6e6def0eec724a,C1=Cc2ccccc2C1
42,pretrained_coverage,10,150,5,0c0f89307cc4aff87ab6,Cc1ccc(C=O)c(C)c1
42,pretrained_coverage,10,150,6,24b540d7814b4d9c5183,O=Cc1ccc(-c2ccccc2)cc1
42,pretrained_coverage,10,150,7,a074620f6970d8f89567,COc1ccc(C=O)cc1
42,pretrained_coverage,10,150,8,62763fd48ebc7554402f,COc1ccc(C)cc1OC
42,pretrained_coverage,10,150,9,f51bc35441c8ba7713b6,C1=Cc2ccccc2C1
42,pretrained_coverage,10,150,10,c9a57e8accca7da9758b,COC(=O)c1ccccc1N
42,pretrained_coverage,11,160,1,a2eeeea4e6525c9d22d4,COc1ccc(OC)c(Br)c1
42,pretrained_coverage,11,160,2,bacef06b4d4d7374a4e4,COCCOC(=O)CC(C)=O
42,pretrained_coverage,11,160,3,a9656ffd805f80fcf143,C=CC(=O)OCCCCCCCCCCCC
42,pretrained_coverage,11,160,4,2c51476c6fa3121c5dfc,O=Cc1ccc2ccccc2c1Br
42,pretrained_coverage,11,160,5,48b79e49508df9f5fd6d,CCOC(=O)/C=C/c1ccccc1
42,pretrained_coverage,11,160,6,1e0e33b1a77df72f4dd8,OCc1cccc(Br)c1
42,pretrained_coverage,11,160,7,26aa0143305ac532a560,O=C(CCCCl)c1ccc(F)cc1
42,pretrained_coverage,11,160,8,13bebd0b1ab22fc7e93b,Cc1ccc(Cl)cc1Br
42,pretrained_coverage,11,160,9,23a832560d234735d954,O=Cc1ccc2ccccc2c1Br
42,pretrained_coverage,11,160,10,26bb8ff67b7738527484,O=C(c1ccccc1)c1ccc(Cl)cc1
42,pretrained_coverage,12,170,1,c2be1e8f7c2c080f49f5,O=C(/C=C/c1ccccc1)c1ccccc1
42,pretrained_coverage,12,170,2,d26cffd9ef4da9800470,c1ccc(COCc2ccccc2)cc1
42,pretrained_coverage,12,170,3,4ce730c9ad4e20a0386e,CC(=O)c1c(C)cc(C)cc1C
42,pretrained_coverage,12,170,4,2fcaa537474ba2ae579f,Cc1ccc(C(=O)c2ccccc2)cc1C
42,pretrained_coverage,12,170,5,88f58ab7b7cf02f8f134,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1
42,pretrained_coverage,12,170,6,ef8527c6b63d54b73966,CCOC(=O)CC(C)=O
42,pretrained_coverage,12,170,7,e7e3cdff8a4b43574b19,CC(C)(C)c1cc(C=O)cc(C(C)(C)C)c1
42,pretrained_coverage,12,170,8,6624c43f78e6697c8ac9,O=C(c1ccccc1)c1ccc(Cl)cc1
42,pretrained_coverage,12,170,9,6c8de7fb3dbd4f5adabf,O=Cc1ccc2c(c1)CCO2
42,pretrained_coverage,12,170,10,bb61793cbbbe2bfa4e12,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1
42,pretrained_coverage,13,180,1,18e8a9c1ea6aa15c0d01,O=C(Cc1ccccc1)c1ccccc1
42,pretrained_coverage,13,180,2,f9b97e958092bd5cb81a,O=C(c1ccccc1)c1ccc(Cl)cc1
42,pretrained_coverage,13,180,3,fd3f8b6ec11d13a8412d,CC(=O)c1ccc(C)cc1
42,pretrained_coverage,13,180,4,a26a131344d4dbd9645b,CC(=O)c1ccc(Br)cc1
