outer_seed,strategy,round,member_seed,fit_seconds,reused_completed_fit,max_epoch,hit_max_epoch,best_epoch_ge_490,checkpoint,checkpoint_sha256,best_epoch,epochs_run,normalized_valid_score,train_rows,validation_rows,trainable_parameters,total_parameters,train_config_hash,labeled_ids_hash,validation_ids_hash,initialization_policy,trainable_scope,scaler_hash,init_source_checkpoint,init_source_sha256,frozen_parameters_sha256_before,frozen_parameters_sha256_after,trainable_parameters_sha256_before,trainable_parameters_sha256_after
42,pretrained_shared_round0,0,42,0.0,True,500,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e4_protocol_a_formal/runtime/seed_42/shared_round0/round_0/member_42/best.pt,ac1e739c86f6f223940c82c9ca06f56a3a862c2b9edfa6887ae901268397b04e,50,150,0.7970704653654408,42,8,186134,775476,799d258ac4e646a5dd7315ae817c1d3025d22a657ad9f22d4034bb2507661dc3,8c32ba248cabcbc94167c633a880923585fe0cefbbd810e86c112525e783c648,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,checkpoint,last2_head,6b59151b6d2e76be864a55ef5ae5f2b866051dad30933bfc957e638545925770,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e0_4g_baseline/checkpoints/best.pt,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,1407d460d85518d17cc27092cdd778eed21bf96b94faaa4d9dfc290c96180fd2
42,pretrained_shared_round0,0,525,0.0,True,500,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e4_protocol_a_formal/runtime/seed_42/shared_round0/round_0/member_525/best.pt,5c6b59b22c55f31db608aa70e4e92f308290acf1ca88c2f9cd16d0dd1fb1c21f,47,147,0.4289768477643742,42,8,186134,775476,799d258ac4e646a5dd7315ae817c1d3025d22a657ad9f22d4034bb2507661dc3,8c32ba248cabcbc94167c633a880923585fe0cefbbd810e86c112525e783c648,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,checkpoint,last2_head,6b59151b6d2e76be864a55ef5ae5f2b866051dad30933bfc957e638545925770,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e1_signal_qualification/source_members/member_seed_525/checkpoints/best.pt,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,6d5c250bee7ee9010ababe42ff758af7d2a53982019087e702207aa5b03193d6
42,pretrained_shared_round0,0,1101,0.0,True,500,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e4_protocol_a_formal/runtime/seed_42/shared_round0/round_0/member_1101/best.pt,fc766f84e8ba6af7ef68e5c78f7962c3b260124c2b90101eeae1bfbcfe331a75,41,141,0.35746501065593106,42,8,186134,775476,799d258ac4e646a5dd7315ae817c1d3025d22a657ad9f22d4034bb2507661dc3,8c32ba248cabcbc94167c633a880923585fe0cefbbd810e86c112525e783c648,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,checkpoint,last2_head,6b59151b6d2e76be864a55ef5ae5f2b866051dad30933bfc957e638545925770,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e1_signal_qualification/source_members/member_seed_1101/checkpoints/best.pt,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,bc252fe6d8612bce0c6e04c2efa4b62cf15ef7885fcae6d44813fe6fab169bea
42,full_data_pretrained,99,42,0.0,True,500,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e4_protocol_a_formal/runtime/seed_42/full_data/round_99/member_42/best.pt,2020ad086ce1ca6e3bca3e78092e02e0647f16ad5b096316cf52edb79e01c5c7,181,281,0.04554297623255445,508,8,186134,775476,799d258ac4e646a5dd7315ae817c1d3025d22a657ad9f22d4034bb2507661dc3,28f15f17e738d7ccfa0202821403d67240487e66d59a29744eeb2663579bc0e2,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,checkpoint,last2_head,6b59151b6d2e76be864a55ef5ae5f2b866051dad30933bfc957e638545925770,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e0_4g_baseline/checkpoints/best.pt,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,b98ad1c27586dc72ffcd6d02ce5d27805564cae98c3333dea842d7a78367dda3
42,full_data_pretrained,99,525,0.0,True,500,True,True,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e4_protocol_a_formal/runtime/seed_42/full_data/round_99/member_525/best.pt,973ef7f1acddc3ad0f9893035dea947741d141ff574790459e484892d7f219f5,497,500,0.2178884844838329,508,8,186134,775476,799d258ac4e646a5dd7315ae817c1d3025d22a657ad9f22d4034bb2507661dc3,28f15f17e738d7ccfa0202821403d67240487e66d59a29744eeb2663579bc0e2,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,checkpoint,last2_head,6b59151b6d2e76be864a55ef5ae5f2b866051dad30933bfc957e638545925770,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e1_signal_qualification/source_members/member_seed_525/checkpoints/best.pt,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,a9222e8813f7f3a2816f70f51dc410e232628d1cab775eeafbc2bf153904bda7
42,full_data_pretrained,99,1101,0.0,True,500,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e4_protocol_a_formal/runtime/seed_42/full_data/round_99/member_1101/best.pt,fc85a423f9a9b06d44484e9943a9c61bfdb393ffdfcafec7eeb5df150615d1a2,358,458,0.08848160923192151,508,8,186134,775476,799d258ac4e646a5dd7315ae817c1d3025d22a657ad9f22d4034bb2507661dc3,28f15f17e738d7ccfa0202821403d67240487e66d59a29744eeb2663579bc0e2,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,checkpoint,last2_head,6b59151b6d2e76be864a55ef5ae5f2b866051dad30933bfc957e638545925770,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e1_signal_qualification/source_members/member_seed_1101/checkpoints/best.pt,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,cb329680fd27ff2ff3f077530d2b53fdab68b6b7ac77d942a4daffe9aa1c7e9f
42,pretrained_random,1,42,0.0,True,500,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e4_protocol_a_formal/runtime/seed_42/random/round_1/member_42/best.pt,5f4da6cd1df0e8dad79c1a1b62a5ed0a123c18cc1a72673cbf5ea121c073be3a,55,155,0.7965542009565537,52,8,186134,775476,799d258ac4e646a5dd7315ae817c1d3025d22a657ad9f22d4034bb2507661dc3,2a7b612c5f1a22649b10caa16ab7a900b9656a11f0a9cb94b63c62f97bb8be90,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,checkpoint,last2_head,6b59151b6d2e76be864a55ef5ae5f2b866051dad30933bfc957e638545925770,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e0_4g_baseline/checkpoints/best.pt,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,d48857581ed355b3d17ba4dd364a6bba1613c0525a20a649f4a03a9804a6b694
42,pretrained_random,1,525,0.0,True,500,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e4_protocol_a_formal/runtime/seed_42/random/round_1/member_525/best.pt,d75f04bab35324e49c54c8da2c627d419a292314deb55258221bc090e35a9391,45,145,0.5007794846257397,52,8,186134,775476,799d258ac4e646a5dd7315ae817c1d3025d22a657ad9f22d4034bb2507661dc3,2a7b612c5f1a22649b10caa16ab7a900b9656a11f0a9cb94b63c62f97bb8be90,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,checkpoint,last2_head,6b59151b6d2e76be864a55ef5ae5f2b866051dad30933bfc957e638545925770,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e1_signal_qualification/source_members/member_seed_525/checkpoints/best.pt,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,0be87f19410e188465eacf718c4fb6e268f01177553ef4b9baae36eabd509ae1
42,pretrained_random,1,1101,0.0,True,500,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e4_protocol_a_formal/runtime/seed_42/random/round_1/member_1101/best.pt,527e1d0afcc79b60175a6ad335b5b38633e11672b87b50bf50a3cd7f478d89eb,40,140,0.41261123853761206,52,8,186134,775476,799d258ac4e646a5dd7315ae817c1d3025d22a657ad9f22d4034bb2507661dc3,2a7b612c5f1a22649b10caa16ab7a900b9656a11f0a9cb94b63c62f97bb8be90,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,checkpoint,last2_head,6b59151b6d2e76be864a55ef5ae5f2b866051dad30933bfc957e638545925770,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e1_signal_qualification/source_members/member_seed_1101/checkpoints/best.pt,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,dda8b3309862248fc9008676082e629d5d9f6e68811bb77c71d15d7417611322
42,pretrained_random,2,42,0.0,True,500,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e4_protocol_a_formal/runtime/seed_42/random/round_2/member_42/best.pt,ff5c2b93c99562db529514bd4aeebdbe70d71858012bb5a2d51315c469b3506d,50,150,0.8675385132414198,62,8,186134,775476,799d258ac4e646a5dd7315ae817c1d3025d22a657ad9f22d4034bb2507661dc3,42aa741738e0969640bd064d7b8ab5ed121392e80fdabc4e4756115f6f136d6f,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,checkpoint,last2_head,6b59151b6d2e76be864a55ef5ae5f2b866051dad30933bfc957e638545925770,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e0_4g_baseline/checkpoints/best.pt,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,f852afa345f2aa3e7138e518bb2e2419bc194f0ce033b9d7f53c12e5031d7d6d
42,pretrained_random,2,525,0.0,True,500,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e4_protocol_a_formal/runtime/seed_42/random/round_2/member_525/best.pt,6ed4832e2b3175fe9b496d58b25daaeb361f5a5b42c82e5a412184ac4c8813c6,53,153,0.5247961878735854,62,8,186134,775476,799d258ac4e646a5dd7315ae817c1d3025d22a657ad9f22d4034bb2507661dc3,42aa741738e0969640bd064d7b8ab5ed121392e80fdabc4e4756115f6f136d6f,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,checkpoint,last2_head,6b59151b6d2e76be864a55ef5ae5f2b866051dad30933bfc957e638545925770,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e1_signal_qualification/source_members/member_seed_525/checkpoints/best.pt,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,ca391a2cdcdcf697e55c7f46584d7bbadf45dab69137dc48c900601cd334c146
42,pretrained_random,2,1101,0.0,True,500,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e4_protocol_a_formal/runtime/seed_42/random/round_2/member_1101/best.pt,63f23c9d056371894c51efa32ff81c2ffd8e69210674b2904acbd6482effdf8d,43,143,0.4411730159551143,62,8,186134,775476,799d258ac4e646a5dd7315ae817c1d3025d22a657ad9f22d4034bb2507661dc3,42aa741738e0969640bd064d7b8ab5ed121392e80fdabc4e4756115f6f136d6f,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,checkpoint,last2_head,6b59151b6d2e76be864a55ef5ae5f2b866051dad30933bfc957e638545925770,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e1_signal_qualification/source_members/member_seed_1101/checkpoints/best.pt,23cdc24472d5458046eebaa20aa743228e55ee3d6f1c4c3730d4ff431ea08a60,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,8f935dd052c419b1588f9a9c48effd321031ce7739103c8575aab51212e6b3c4,13087ad6bd0d739d9f7999b51ab8e1d6fbc4bf8d41763963a49d2fcce020c45a,61cb725d1d868229ff3c9b434c37df51c33e68caa0a66b40045b7b7f33f628a5
42,pretrained_random,3,42,0.0,True,500,True,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e4_protocol_a_formal/runtime/seed_42/random/round_3/member_42/best.pt,dfa2ed782860d69402802c8cb35e72740d5063553ee96ebfb3e1083d40e03fcf,443,500,0.8766577873240058,72,8,186134,775476,799d258ac4e646a5dd7315ae817c1d3025d22a657ad9f22d4034bb2507661dc3,0bbf5f8477f006d6ba073296832021a31f017138c702b7a89a9ce73a5ff8d3db,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,checkpoint,last2_head,6b59151b6d2e76be864a55ef5ae5f2b866051dad30933bfc957e638545925770,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e0_4g_baseline/checkpoints/best.pt,7b9e3d0d4c8036c738ef220802e7ee46bc6ab8261cc541fb7d194e8c17044323,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,55d08c7a605e174a0fa27e7d33775e6d677cf47849881d19049390cda668a410,20e4a2e75f3577a5818db0a58fe275046254806e79793ad3c90c4e56dee436b7,1131372ec0087ecc629ad2d6224001680938c8b324c051d32ad18aeff60b5ea5
42,pretrained_random,3,525,0.0,True,500,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e4_protocol_a_formal/runtime/seed_42/random/round_3/member_525/best.pt,b83a8a3c46cb23d3bee43a2bc6a33dcb0d09354bb666141343694903f86e87bc,52,152,0.6611831144108362,72,8,186134,775476,799d258ac4e646a5dd7315ae817c1d3025d22a657ad9f22d4034bb2507661dc3,0bbf5f8477f006d6ba073296832021a31f017138c702b7a89a9ce73a5ff8d3db,cc204a4462997541609f7fb3e5f243ed2207e28efd71b6a3ee34db34302f4067,checkpoint,last2_head,6b59151b6d2e76be864a55ef5ae5f2b866051dad30933bfc957e638545925770,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e1_signal_qualification/source_members/member_seed_525/checkpoints/best.pt,719b2eb695e473c024c11eeb070a7835db78a3d5b01b6d50e8c3aa8f694d5916,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,85c98a0ee54c358aa2af2a691d997fe508f3fc923ee103a0ead59e62d0e2a12b,3c9655055304e2e47175ba1509d6ccb411df9f6779b86890e18bc31d291d091a,bf4a5e70c8e17ee75146fd001a55cd7317ba0282735aa889fd90e760b892478e
