model,folds,V1_RMSE_mean,V2_RMSE_mean,combined_NRMSE_mean,combined_NRMSE_std,improvement_vs_zero_shot
S0_zero_shot,5,15.609491463884078,22.56612664698996,0.802660749999325,0.2660352021909693,0.0
S1_global_offset,5,12.136275373630548,16.54658364790992,0.6076436832617291,0.2484653909491184,0.1950170667375959
S2_affine,5,7.6340048692768665,11.449537105919982,0.39934772339444796,0.12989685990880684,0.40331302660487706
S3_condition_ridge,5,7.975733911127452,12.843298806805905,0.43171650203643946,0.1753413410098801,0.37094424796288555
