canonical_smiles,count,V1_residual_mean,V1_residual_std,V2_residual_mean,V2_residual_std
BrC(=C(c1ccccc1)c1ccccc1)c1ccccc1,7,5.339092077527728,0.9998662927003715,10.206361752464657,2.4532881574237972
C/C(=N\O)c1ccccc1,6,14.03815378083123,13.93244256991921,26.41662622027927,17.226345898489487
C1=Cc2ccccc2C1,7,6.57157841637021,1.7310652666309017,12.742580695379347,4.17241444779384
C=CC(=O)OCC(CC)CCCC,7,2.9827188264755975,0.6801460828779204,1.7404304095676966,1.307483130032523
C=CC(=O)OCCOc1ccccc1,7,12.005012085324243,11.702710070436648,15.633072199140274,11.783910299029042
CC(=O)CC(=O)OC(C)(C)C,6,10.976364935768975,7.192925493916637,15.162360890706381,7.8725029224042276
CC(=O)CC(=O)c1ccccc1,4,5.891999689737956,3.255240586243395,18.76597129503886,5.403607208820051
CC(=O)CCCCl,3,3.5055567582448326,0.6768250961919215,6.154704009162056,3.0980068376536907
CC(=O)c1ccc(Br)cc1,7,14.778247928619384,15.077933668175215,23.46705716451009,18.69917474770121
CC(=O)c1ccc(C)cc1C,7,8.590029219218662,7.272524126397259,15.84418856302897,5.017228686126236
CC(=O)c1ccccc1,6,12.485220130284626,10.604416798560264,16.735175026787655,11.628179307949877
CC(=O)c1ccccc1C,7,8.81944160007295,7.645908134849092,15.256472260611398,9.232169297286976
CC(C)(O)CCc1ccccc1,5,18.13105395634969,16.05296817118375,20.549550666809086,16.739199721929058
CC(C)=CCBr,7,4.497167680377052,0.5150474633666624,6.993933114551362,1.486952640690056
CC(C)COC(=O)c1ccccc1,6,5.716580428017511,1.007335533203771,7.676213688320583,2.722935670529408
CC1CCC(=O)c2ccccc21,7,11.783758158910842,10.485726546789495,15.550608907427106,11.845463142281163
CCC(=O)c1cccnc1,3,20.43268658320109,11.740273154297865,35.28376998901367,21.382048730240943
CCCC(=O)c1ccc(-c2ccccc2)cc1,7,4.476190782728649,0.9696987806653563,10.985276839846657,3.8313016736117267
CCOC(=O)/C=C(/C)N,11,18.651374551021693,16.60144262822481,27.75241935036399,28.50003323830101
CCOC(=O)/C=C/c1ccccc1,14,6.105263001578194,5.661854700422153,13.503777767363049,9.804316970777286
CCOC(=O)C(Br)C(=O)OCC,7,8.35024163382394,15.829231582197535,8.812407375517346,24.174877862978057
CCOC(=O)C(C)(C)Br,7,4.2967449506123865,1.0414858295672307,6.819752961113339,1.7674008615694987
CCOC(=O)C(C)Br,6,5.248001670837401,3.0764092686553757,7.785776090621948,3.338887725596314
CCOC(=O)C(Cc1ccccc1)C(C)=O,7,15.277329145159042,19.387728730065113,22.05591141836984,26.429242926282466
CCOC(=O)CC(=O)c1ccccc1,7,6.129093828655425,5.116170831547984,11.854192125229607,7.678781669063935
CCOC(=O)CC(C)=O,6,17.46296353340149,14.894091217842114,25.424085723029247,19.656701156126648
CCOC(=O)Cc1ccccc1,7,8.305422069912865,4.914535948316669,10.900093777974448,5.773911047866152
CCOC(=O)c1ccccc1,7,6.99428159622919,1.521661297366777,9.178501655941918,1.8912509656778598
CCOC(=O)c1cccnc1,5,27.482397619883216,16.348244953827646,34.49213375091552,25.225530676087324
COC(=O)C(C)(C)Br,7,6.047324825468516,1.9000835777100613,8.37608673004877,2.256150051345024
COC(=O)CS,7,12.040765489850726,9.58354006545185,12.29023376646496,8.57014374959255
COC(=O)c1ccccc1N,6,6.377753337224324,6.286101272570733,16.53763084411621,19.849523535966657
COCCCCC(=O)c1ccc(C(F)(F)F)cc1,6,25.404810010062324,26.179290135695815,34.3853910446167,34.10668927484484
COCCOC(=O)CC(C)=O,4,30.112420399983723,36.78954870641428,62.79759589831035,76.64205644686903
COc1cc(Br)cc(OC)c1,7,6.77094209307716,3.3808370328920496,8.85073900676909,4.112992347295584
COc1cc(F)cc(Br)c1,7,4.163033794221424,0.5445926076875249,7.772656681424095,2.321144183017787
COc1ccc(CCO)cc1,4,28.630482467015582,36.42152076896437,29.21346557935079,34.252270392388205
COc1ccc(CO)cc1,4,30.715816712379457,39.60957015341028,34.65331066449483,40.69744003112962
COc1ccc(OC)c(Br)c1,7,8.374225525628953,4.540087976847286,11.929599012647357,4.872109867283277
COc1ccccc1,7,8.167021438053677,2.0079041729752634,12.412549895331974,2.226676478813078
CSc1ccc(C=O)cc1,4,4.369648996988931,3.7498437885589637,6.641098928451538,4.723447094492461
Cc1ccc(C(C)C)cc1,7,5.2582854134695864,0.6502735776380996,6.328395811716716,0.39141886284694904
Cc1ccc(C=O)c(C)c1,7,6.1602827753339495,3.372115081467307,11.025729034060523,3.201806251743476
Cc1ccccc1C=O,7,5.316291809082031,4.370377045135759,8.810153343563988,3.089857574178132
ClCCCc1ccccc1,7,6.951940245855423,5.441514388859044,7.696080221448625,3.872950542791418
ClCCc1ccccc1,7,6.245965962182908,1.5658539999515917,7.846363748822894,1.7000937841205546
N#Cc1ccccc1Br,6,7.120178810755412,4.382379305429399,7.245228311750623,2.5174809034141097
O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,7,11.040621830168224,9.875115355004082,20.236121649969192,20.750574823022724
O=C(/C=C/c1ccccc1)c1ccccc1,7,8.2723190897987,7.360709276422028,13.594513184683665,7.991130904713143
O=C(CCCCl)c1ccc(F)cc1,7,10.41199057896932,11.481500962566368,17.34645551953997,14.337274185714163
O=C(Cc1ccccc1)c1ccccc1,7,7.883987024852208,6.63360519617939,11.417777842567082,5.554640775146139
O=C(Cc1ccccc1F)C1CC1,7,11.396250924609957,9.505273384927186,14.388725634983606,10.859491033852889
O=C(c1ccccc1)c1ccc(Cl)cc1,6,17.518932281600105,14.867154955845951,36.3299919128418,31.106987893076887
O=C(c1ccccc1)c1cccc(C(=O)c2ccccc2)c1,7,24.280008225213912,33.115380652062996,32.00592311677478,43.921483334159454
O=C1CCCc2ccccc21,7,12.179093124752953,11.044310964040722,17.23152493976411,11.730187503470367
O=CCCc1ccccc1,7,13.352631609780447,11.56420557893844,13.457050754910423,8.32348553273855
O=Cc1cc(Br)ccc1O,7,5.107376371111188,5.618807811674744,14.502923565819149,7.660807189179448
O=Cc1ccc(Br)cc1O,7,8.024929854983375,7.964627695834256,18.20638334183466,11.114713269521408
O=Cc1ccc(Cl)cc1Br,7,3.9273588952564054,0.42262290120923673,6.593398303077334,1.3035964603182804
O=Cc1ccc2c(c1)CCO2,4,7.604070035616557,7.294615637930214,8.382503525416055,11.093424263782083
O=Cc1ccc2ccccc2c1Br,7,3.3842908178056987,1.2495653109209002,13.24805156162807,2.819614813865312
OCc1cccc(Br)c1,4,15.47647302945455,20.234588637874573,21.422454182306925,27.675761655552762
