target,count,mean,median,std,IQR,P10,P90,MAE,RMSE,ratio_valid_count,ratio_median
V1,402,10.157938315579745,5.74775422414144,12.603490142338245,6.327814451853431,3.223674014409383,22.313784224192318,10.357384011757315,16.187392458056376,402,2.042715330915156
V2,402,15.519422312715951,10.158829657236735,17.82287479921324,10.201840448379519,5.178471021652221,30.733234723409023,15.758991869488364,23.63275978443601,402,1.7898335127899503
