split_mode,seed,V1_r2,V1_rmse,V1_mae,V2_r2,V2_rmse,V2_mae,combined_normalized_rmse
row,42,0.482169508934021,5.65983772277832,4.23475456237793,0.5011574029922485,10.882891654968262,7.720042705535889,0.6979203104701148
row,525,0.47125697135925293,5.411566734313965,4.289863586425781,0.49516141414642334,11.080193519592285,8.289222717285156,0.6985240963719312
row,1101,0.3552137017250061,6.416657447814941,4.131248950958252,0.38016653060913086,13.108890533447266,7.450737953186035,0.8122884603704585
compound,42,0.18596625328063965,7.897414684295654,5.130354881286621,0.20269495248794556,15.197406768798828,9.20095443725586,0.9816725551038991
compound,525,0.382686972618103,5.625692844390869,3.9214096069335938,0.39582711458206177,10.73215103149414,6.363572597503662,0.6978747904522159
compound,1101,0.15627044439315796,6.723260879516602,4.15593957901001,0.19385236501693726,13.571341514587402,7.3521294593811035,0.8388171070140054
