column,protocol,seed,fold,method,n_train,n_valid,unique_train_compounds,unique_valid_compounds,selected_penalty,free_coefficients,physical_projection_frequency,V1_rmse,V1_mae,V1_r2,V2_rmse,V2_mae,V2_r2,combined_normalized_rmse,normalized_rmse,nrmse,combined_nrmse,all_outputs_finite
25g,row,536279090,0,M1_conditional_EA,261,65,63,14,0.0,6,,9.056818659007604,5.581822955160729,0.30174941318540405,12.054370538640077,8.48683631858985,0.5936466567789845,0.9703920537020104,0.9703920537020104,0.9496024362108209,0.9496024362108209,True
25g,row,536279090,0,M2_EA_source_magnitude,261,65,63,14,0.1,8,,9.546189830877994,5.610569917919251,0.2242530126261092,11.505605046116544,8.089724614071068,0.6298023250706597,0.9949678561605366,0.9949678561605366,0.9635879417713229,0.9635879417713229,True
25g,row,536279090,0,M3_center_width,261,65,63,14,1.0,8,0.0,8.628541972285488,5.3109340074736,0.3662254477518204,11.772902880628054,8.297594627500075,0.6124016802054324,0.9314995324866076,0.9314995324866076,0.9136723396345721,0.9136723396345721,True
25g,row,536279090,1,M0_scale_only,260,66,61,16,0.0,2,,7.698523219295652,5.071483018391768,0.4406292878803808,10.441769652815296,7.390862227202816,0.7005583950890355,0.829581020295256,0.829581020295256,0.8132584987636979,0.8132584987636979,True
25g,row,536279090,1,M1_conditional_EA,260,66,61,16,0.0,6,,6.597367128798846,4.598659651841397,0.5892040245629375,9.383942773174757,6.653668058563102,0.7581563847855884,0.721708187972281,0.721708187972281,0.710485396726549,0.710485396726549,True
25g,row,536279090,1,M2_EA_source_magnitude,260,66,61,16,0.0,8,,6.425805416284177,4.434662954116908,0.6102913763373935,9.450878190428593,6.518788234734338,0.7546939516417209,0.7108509906817027,0.7108509906817027,0.7016808072620639,0.7016808072620639,True
25g,row,536279090,1,M3_center_width,260,66,61,16,1.0,8,0.0,5.924499468475629,4.211319288549116,0.6687253488477425,9.501282227890705,6.73172388661462,0.7520704099236671,0.6762389158545289,0.6762389158545289,0.671438307816942,0.671438307816942,True
25g,row,536279090,2,M0_scale_only,260,66,61,16,0.0,2,,7.898791539727966,5.752339559740416,0.26169659467311635,8.580599069482691,5.98119537982084,0.6963331875551024,0.8030365300063241,0.8030365300063241,0.768081644830157,0.768081644830157,True
25g,row,536279090,2,M1_conditional_EA,260,66,61,16,0.0,6,,6.350437427524906,4.6354877799087415,0.5227775684490321,7.174640857627242,5.32302684757272,0.7876939141219892,0.6514163767758709,0.6514163767758709,0.6261044764505455,0.6261044764505455,True
25g,row,536279090,2,M2_EA_source_magnitude,260,66,61,16,0.0,8,,6.1695715576595305,4.480606224736584,0.5495738682980518,7.813557702438562,5.772000611486653,0.7481976619500579,0.6516393088980157,0.6516393088980157,0.6344988497679723,0.6344988497679723,True
25g,row,536279090,2,M3_center_width,260,66,61,16,1.0,8,0.0,5.803260808418332,4.06228723196915,0.6014730047675062,7.174512456600009,5.326815173302863,0.7877015131296952,0.6089218568323693,0.6089218568323693,0.5913796520304085,0.5913796520304085,True
25g,row,536279090,3,M0_scale_only,261,65,61,16,0.0,2,,4.685394736880132,3.7389105857286653,0.8078104708346173,7.761483003147421,5.593243996906463,0.8333933554984632,0.5415958801438812,0.5415958801438812,0.5387015288609572,0.5387015288609572,True
25g,row,536279090,3,M1_conditional_EA,261,65,61,16,0.0,6,,4.694008443374556,3.47070311131325,0.8071031725151193,7.90323865587861,5.6044444895538374,0.8272519755781076,0.5461433523054979,0.5461433523054979,0.5436568895181833,0.5436568895181833,True
25g,row,536279090,3,M2_EA_source_magnitude,261,65,61,16,0.1,8,,4.946816690198582,3.6388262385588046,0.7857657088469341,7.4968901120495754,5.3844264924174565,0.8445591414559208,0.552986089930791,0.552986089930791,0.5470607568500594,0.5470607568500594,True
25g,row,536279090,3,M3_center_width,261,65,61,16,1.0,8,0.0,4.698668094375237,3.4379764377824746,0.8067200125644938,7.632095740962025,5.391871814354107,0.8389018639123946,0.5389582472841739,0.5389582472841739,0.5355196741521758,0.5355196741521758,True
25g,row,536279090,4,M0_scale_only,262,64,62,15,0.0,2,,6.774973772785053,4.744772059258562,0.5574052298314526,8.289109173216337,6.2361284011308875,0.7181426191002063,0.708912079449491,0.708912079449491,0.6877046168396832,0.6877046168396832,True
25g,row,536279090,4,M1_conditional_EA,262,64,62,15,0.0,6,,5.709439842292259,3.9494596310131014,0.6856756371025913,8.202941936673296,6.107910479542555,0.7239721086724731,0.6266436123186799,0.6266436123186799,0.6174117590599812,0.6174117590599812,True
25g,row,536279090,4,M2_EA_source_magnitude,262,64,62,15,0.0,8,,5.61140356219263,3.9624043058322815,0.6963774326140335,7.803731593002317,5.88105465335565,0.7501850988911151,0.6094116856409191,0.6094116856409191,0.5987749616818954,0.5987749616818954,True
25g,row,536279090,4,M3_center_width,262,64,62,15,1.0,8,0.0,5.56815196175524,3.8157315211758887,0.7010399209758853,7.879234539253068,5.93953326838954,0.745327677330248,0.6080949625353197,0.6080949625353197,0.5983786901915751,0.5983786901915751,True
25g,row,2767143051,0,M0_scale_only,256,64,63,15,0.0,2,,7.386831314506755,5.422148399028064,0.4218488051153323,9.716219024532975,7.4030298889530055,0.7130929812503153,0.7886985252461576,0.7886985252461576,0.7709146857238114,0.7709146857238114,True
25g,row,2767143051,0,M1_conditional_EA,256,64,63,15,0.0,6,,6.494591318312781,4.729995021463379,0.5530811015504979,9.805208671392494,7.448981189056817,0.707813422338936,0.725028130534369,0.725028130534369,0.7170657147658073,0.7170657147658073,True
25g,row,2767143051,0,M2_EA_source_magnitude,256,64,63,15,0.0,8,,6.819862300353553,5.009975444412957,0.5071936716181176,9.93525324597386,7.657309130522606,0.7000115986894593,0.7520025909321536,0.7520025909321536,0.741750182076089,0.741750182076089,True
25g,row,2767143051,0,M3_center_width,256,64,63,15,1.0,8,0.0,5.718980130468621,4.293397967563817,0.6534529232988655,10.047712048076344,7.651639559448169,0.6931819247903683,0.6772696255912392,0.6772696255912392,0.6753918423850318,0.6753918423850318,True
25g,row,2767143051,1,M0_scale_only,256,64,63,15,0.0,2,,8.001753761382796,4.970390506597822,0.34438242775384287,10.712764338696184,6.844680359537908,0.6965847966876012,0.8588560325477,0.8588560325477,0.8409281291431929,0.8409281291431929,True
25g,row,2767143051,1,M1_conditional_EA,256,64,63,15,0.0,6,,7.136465879296546,4.623811893394069,0.47850925259833776,10.225606584100806,6.348697928690592,0.723552672821784,0.7825697728220636,0.7825697728220636,0.7708704709548575,0.7708704709548575,True
25g,row,2767143051,1,M2_EA_source_magnitude,256,64,63,15,0.0,8,,7.430707956376937,4.934887278247912,0.4346197862375043,11.794724855745303,7.255585853496861,0.63220157587797,0.8448533449005329,0.8448533449005329,0.8383430456739522,0.8383430456739522,True
25g,row,2767143051,1,M3_center_width,256,64,63,15,1.0,8,0.0,7.0014649235171476,4.315659736109096,0.4980527783260992,10.164219123443395,6.34965063397439,0.7268619063657928,0.771118561098481,0.771118561098481,0.7603948212878731,0.7603948212878731,True
25g,row,2767143051,2,M0_scale_only,256,64,62,16,0.0,2,,12.069068123680667,6.544575250852926,-0.26826226376905216,13.755347613654008,7.387975571045448,0.297968542958325,1.2405859014871488,1.2405859014871488,1.1936458487004349,1.1936458487004349,True
25g,row,2767143051,2,M1_conditional_EA,256,64,62,16,0.0,6,,10.68094904079129,5.331721361255939,0.006698070112861387,13.766383672007231,7.053216080145978,0.296841596790547,1.133724337023755,1.133724337023755,1.1059066509114897,1.1059066509114897,True
25g,row,2767143051,2,M2_EA_source_magnitude,256,64,62,16,1.0,8,,12.878456620506906,5.75367964223159,-0.4440732795168787,17.588906992525228,7.513769890167959,-0.14786585560420273,1.3907263092074373,1.3907263092074373,1.364233806794923,1.364233806794923,True
25g,row,2767143051,2,M3_center_width,256,64,62,16,1.0,8,0.0,11.245172412452265,5.140031262986529,-0.10101650692942932,13.954240641448145,7.002246513476061,0.2775199672196752,1.181113944357129,1.181113944357129,1.1475517673496274,1.1475517673496274,True
25g,row,2767143051,3,M0_scale_only,256,64,62,16,0.0,2,,8.63211286661481,6.0212972144586265,0.24472401121651666,9.421589939305017,6.862822578829722,0.7360859059676214,0.8785090813840547,0.8785090813840547,0.840770090536211,0.840770090536211,True
25g,row,2767143051,3,M1_conditional_EA,256,64,62,16,0.0,6,,7.677133986225998,5.7043964527812285,0.40259383748193267,9.034230826121627,6.773199968915192,0.7573409167174576,0.7953132792729508,0.7953132792729508,0.7681249982298555,0.7681249982298555,True
25g,row,2767143051,3,M2_EA_source_magnitude,256,64,62,16,0.0,8,,8.009114924995284,5.814505521258933,0.34980966606499864,8.95114802684476,6.829094901575953,0.7617835953424485,0.8194928044906588,0.8194928044906588,0.7866067088410926,0.7866067088410926,True
25g,row,2767143051,3,M3_center_width,256,64,62,16,1.0,8,0.0,7.055464978031382,5.145872799578577,0.4954284741484588,9.312675810133012,6.9584382145971695,0.7421523624586226,0.754089401217148,0.754089401217148,0.7373372832590861,0.7373372832590861,True
25g,row,2767143051,4,M0_scale_only,256,64,62,16,0.0,2,,6.262837762075372,4.421991740318789,0.4674214901518903,8.094804041824908,6.015032060486782,0.7856668415850858,0.6653021949304426,0.6653021949304426,0.6491641329287823,0.6491641329287823,True
25g,row,2767143051,4,M1_conditional_EA,256,64,62,16,0.0,6,,5.637740962533234,4.482350644230889,0.5684296995081788,7.581797990385604,5.629821602193235,0.8119726168531102,0.6059395423968392,0.6059395423968392,0.593543770068761,0.593543770068761,True
25g,row,2767143051,4,M2_EA_source_magnitude,256,64,62,16,0.0,8,,5.799973814529696,4.6073796619610885,0.5432344084068075,7.943571917898531,6.009588655592864,0.7936006393362409,0.6268743665524394,0.6268743665524394,0.6150898098476326,0.6150898098476326,True
25g,row,2767143051,4,M3_center_width,256,64,62,16,1.0,8,0.0,5.021252272822263,3.6064870738438293,0.6576538897222344,7.7519514872198085,5.7661070277342485,0.8034383557413567,0.5650602366596603,0.5650602366596603,0.5597167660371895,0.5597167660371895,True
25g,row,1362771960,0,M0_scale_only,252,63,63,14,0.0,2,,8.280662864988404,5.887397938315455,0.4420411756334809,12.144326974456241,9.550838746619867,0.5159885772839521,0.9151539361993579,0.9151539361993579,0.9031496012219684,0.9031496012219684,True
25g,row,1362771960,0,M1_conditional_EA,252,63,63,14,0.0,6,,7.236616347351779,4.798759071466264,0.5738690859103674,10.636264724649925,8.457709846494609,0.6287324572905658,0.8003631472634423,0.8003631472634423,0.7899974642379913,0.7899974642379913,True
25g,row,1362771960,0,M2_EA_source_magnitude,252,63,63,14,0.0,8,,7.135635101102577,4.941887653517275,0.5856787481494689,11.15253799820649,8.750066550811205,0.5918158554420025,0.8066323368853208,0.8066323368853208,0.7996465063281041,0.7996465063281041,True
25g,row,1362771960,0,M3_center_width,252,63,63,14,1.0,8,0.0,7.035167660330069,4.942158026722205,0.5972636334065122,10.327253713091167,8.149681271167353,0.6499916534056782,0.7777509546352059,0.7777509546352059,0.7676039965211456,0.7676039965211456,True
25g,row,1362771960,1,M0_scale_only,252,63,62,15,0.0,2,,8.723089426191349,5.432737177129337,0.1533391757870547,10.460195846843183,6.840959627029875,0.6875190535018938,0.9079872948498728,0.9079872948498728,0.8788449361872493,0.8788449361872493,True
25g,row,1362771960,1,M1_conditional_EA,252,63,62,15,0.0,6,,7.8500925327915905,4.968489186659417,0.3143249173091168,10.299303858894554,6.560558899329245,0.6970578857297032,0.8375359883694582,0.8375359883694582,0.8184453888230969,0.8184453888230969,True
25g,row,1362771960,1,M2_EA_source_magnitude,252,63,62,15,0.0,8,,7.87078286959643,5.158543213350588,0.3107057129899423,11.258906792345035,7.165364978653392,0.6379768380947067,0.8626164717610534,0.8626164717610534,0.849603162288413,0.849603162288413,True
25g,row,1362771960,1,M3_center_width,252,63,62,15,1.0,8,0.0,7.834405213489659,4.551318219211245,0.31706263188387074,10.141862246385351,6.517563327253502,0.706249019902655,0.8326218135647301,0.8326218135647301,0.8125533220414868,0.8125533220414868,True
25g,row,1362771960,2,M0_scale_only,252,63,61,16,0.0,2,,11.739652894332085,6.1607744557049395,-0.596557841729719,13.440019389135403,7.362484457103168,0.45830167513774067,1.2080167680205707,1.2080167680205707,1.1629358517694675,1.1629358517694675,True
25g,row,1362771960,2,M1_conditional_EA,252,63,61,16,0.0,6,,11.146739126693612,6.208053044306717,-0.43936129106822985,13.582827894378577,7.546134610065662,0.44672875696446424,1.1651156270575773,1.1651156270575773,1.1297543189590118,1.1297543189590118,True
25g,row,1362771960,2,M2_EA_source_magnitude,252,63,61,16,0.1,8,,11.850935993047148,6.16765441530744,-0.6269696425189437,16.708581391116848,8.077061112637736,0.16278527298774093,1.292704060627258,1.292704060627258,1.2716537245678885,1.2716537245678885,True
25g,row,1362771960,2,M3_center_width,252,63,61,16,1.0,8,0.0,10.953778567877919,5.600123599214829,-0.3899592218679173,14.08654740983107,7.748299232086569,0.404931687484991,1.1619448252572204,1.1619448252572204,1.1331764197816239,1.1331764197816239,True
25g,row,1362771960,3,M0_scale_only,252,63,61,16,0.0,2,,7.754139442355338,5.408363519874777,0.39492151409227527,8.5793666721319,6.5436884285520325,0.7993303011389565,0.7915762910719415,0.7915762910719415,0.7588644859572302,0.7588644859572302,True
25g,row,1362771960,3,M1_conditional_EA,252,63,61,16,0.0,6,,6.922166897843139,5.024613426753748,0.5177984182913015,8.008982093487035,6.3325223005762785,0.8251257015013862,0.7141146292703472,0.7141146292703472,0.6883323759716156,0.6883323759716156,True
25g,row,1362771960,3,M2_EA_source_magnitude,252,63,61,16,0.0,8,,7.644150960526873,5.445881246097729,0.4119652270592846,8.070536045118843,6.5134560528780625,0.8224273389008138,0.7723759119872017,0.7723759119872017,0.7360599363727937,0.7360599363727937,True
25g,row,1362771960,3,M3_center_width,252,63,61,16,1.0,8,0.0,6.193299776658359,4.3920764106142025,0.6139987581548167,8.240604118639887,6.537903153396914,0.8148646114061373,0.6635204146838984,0.6635204146838984,0.6492862020676987,0.6492862020676987,True
25g,row,1362771960,4,M0_scale_only,252,63,61,16,0.0,2,,7.922800245480984,5.613579246813194,0.4848253998704094,8.477380747471505,5.928662499693824,0.7571856998307724,0.8028202942199911,0.8028202942199911,0.7663948840117903,0.7663948840117903,True
25g,row,1362771960,4,M1_conditional_EA,252,63,61,16,0.0,6,,7.375253614085211,5.168795934898564,0.5535724910393397,8.480493631359357,5.885189996939478,0.7570073448602087,0.7597156116324526,0.7597156116324526,0.7317473887432476,0.7317473887432476,True
25g,row,1362771960,4,M2_EA_source_magnitude,252,63,61,16,0.0,8,,7.316852090000379,4.872823122125338,0.5606146407745319,8.876023784633297,6.20682941481293,0.7338124147732641,0.7638972308814772,0.7638972308814772,0.7403430413594888,0.7403430413594888,True
25g,row,1362771960,4,M3_center_width,252,63,61,16,1.0,8,0.0,6.607909104055593,4.442017000452904,0.6416353603354985,8.515692736737659,5.967064824427542,0.754986029892118,0.7013684979665548,0.7013684979665548,0.684150646590197,0.684150646590197,True
25g,compound,769539383,0,M0_scale_only,248,62,49,12,0.0,2,,12.09511834225727,6.711184840671887,-0.30456224972297585,12.944990359208496,6.708461795558684,0.4623747782073184,1.2256689791333708,1.2256689791333708,1.1700957062682946,1.1700957062682946,True
25g,compound,769539383,0,M1_conditional_EA,248,62,49,12,0.0,6,,11.790840185184468,5.625712525454591,-0.23974986306234336,13.510364242045862,6.724227542520915,0.41438756807656996,1.2135368161477196,1.2135368161477196,1.168371731716121,1.168371731716121,True
25g,compound,769539383,0,M2_EA_source_magnitude,248,62,49,12,0.1,8,,15.203458418681919,5.732724564927033,-1.061243715258065,17.57903788097941,7.167074332584349,0.008560138392352368,1.5681930873725742,1.5681930873725742,1.5114587432794186,1.5114587432794186,True
25g,compound,769539383,0,M3_center_width,248,62,49,12,1.0,8,0.0,11.02878829024028,4.90935591265335,-0.08467633059009683,14.10939509525398,6.713024887929521,0.3613058154768076,1.1681783340418077,1.1681783340418077,1.138646718108747,1.138646718108747,True
25g,compound,769539383,1,M0_scale_only,248,62,49,12,0.0,2,,7.14715001160525,4.667346595910115,0.5367026833929208,7.323259878530878,5.418674688335655,0.8402427945186156,0.717712117748676,0.717712117748676,0.6812817344417907,0.6812817344417907,True
25g,compound,769539383,1,M1_conditional_EA,248,62,49,12,0.0,6,,6.772513335278362,5.00314975130306,0.5839996200617938,8.654215802396074,6.610785465326532,0.7768961811440556,0.7171160631195308,0.7171160631195308,0.6989037738881452,0.6989037738881452,True
25g,compound,769539383,1,M2_EA_source_magnitude,248,62,49,12,0.1,8,,6.896680675105639,4.817087086472808,0.5686058755607365,9.232055809357226,6.9781953738337394,0.7461083574121115,0.7402149129473208,0.7402149129473208,0.7247543160746548,0.7247543160746548,True
25g,compound,769539383,1,M3_center_width,248,62,49,12,1.0,8,0.0,6.093717517977932,4.377091006337879,0.6632104359493743,8.897300986226197,6.7982792955004125,0.7641867911655491,0.6724422211764213,0.6724422211764213,0.6633913695434424,0.6633913695434424,True
25g,compound,769539383,2,M0_scale_only,248,62,49,12,0.0,2,,7.878428791014586,5.540085406772694,0.389280205018003,11.238219290159641,8.8115462287925,0.5132416345649091,0.8626566643208077,0.8626566643208077,0.8494449228138776,0.8494449228138776,True
