column,protocol,seed,fold,method,n_train,n_valid,unique_train_compounds,unique_valid_compounds,selected_penalty,free_coefficients,physical_projection_frequency,V1_rmse,V1_mae,V1_r2,V2_rmse,V2_mae,V2_r2,combined_normalized_rmse,normalized_rmse,nrmse,combined_nrmse,all_outputs_finite
25g,compound,769539383,2,M1_conditional_EA,248,62,49,12,0.0,6,,7.043353034622471,5.1675627174743815,0.5118855292534599,10.302869360011664,8.260579942008695,0.5908949827279231,0.7777219034123224,0.7777219034123224,0.7673650109820376,0.7673650109820376,True
25g,compound,769539383,2,M2_EA_source_magnitude,248,62,49,12,0.0,8,,7.1300986055073965,5.263858452779667,0.4997883057506075,10.805725146457169,8.74781787565992,0.5499857636842886,0.7970489814106504,0.7970489814106504,0.7885088675753446,0.7885088675753446,True
25g,compound,769539383,2,M3_center_width,248,62,49,12,1.0,8,0.0,6.643133479177321,4.849462366978872,0.5657810965783691,10.161041811524044,8.131042586254791,0.6020807983828915,0.7450675741067802,0.7450675741067802,0.7375582521963107,0.7375582521963107,True
25g,compound,769539383,3,M0_scale_only,248,62,49,12,0.0,2,,8.075916231924468,5.875572598756811,0.19843684928022143,9.343143813135002,6.1830694909519694,0.6207193830658687,0.8331235091827,0.8331235091827,0.8030371239593812,0.8030371239593812,True
25g,compound,769539383,3,M1_conditional_EA,248,62,49,12,0.0,6,,6.29994541790912,4.46917757559393,0.5122158254135443,8.097282466558571,5.5720754903023195,0.7151257726140194,0.6681756772639824,0.6681756772639824,0.6515958636814569,0.6515958636814569,True
25g,compound,769539383,3,M2_EA_source_magnitude,248,62,49,12,0.0,8,,6.617260922425504,4.699861361735125,0.4618409456456184,8.472692517656542,6.015272657890474,0.688098493284153,0.7010709920751932,0.7010709920751932,0.6834066999708732,0.6834066999708732,True
25g,compound,769539383,3,M3_center_width,248,62,49,12,1.0,8,0.0,6.431664062766365,4.223319670444228,0.4916055072760207,8.043412845899727,5.662429152222299,0.7189035880609391,0.6769648119471763,0.6769648119471763,0.6582785932983835,0.6582785932983835,True
25g,compound,769539383,4,M0_scale_only,248,62,48,13,0.0,2,,6.744759528393688,4.353579451067245,0.5049241324640807,9.6407013451369,7.026691308215943,0.6839524649271735,0.739018932624691,0.739018932624691,0.727823630873762,0.727823630873762,True
25g,compound,769539383,4,M1_conditional_EA,248,62,48,13,0.1,6,,6.231783057125386,4.4100220689396705,0.5773669375675458,10.900688930229585,7.9332999884366,0.5959426213775412,0.7366232284432052,0.7366232284432052,0.7344601786510638,0.7344601786510638,True
25g,compound,769539383,4,M2_EA_source_magnitude,248,62,48,13,0.0,8,,6.025106236734129,4.361441094611142,0.6049352925010639,9.838007752935514,7.521004943359445,0.6708836408899752,0.6925160382241919,0.6925160382241919,0.6882948565507627,0.6882948565507627,True
25g,compound,769539383,4,M3_center_width,248,62,48,13,1.0,8,0.0,5.126092955416169,3.905615733752545,0.7140357314280341,9.456601481540156,7.1118714003886145,0.6959077696606915,0.620169546466193,0.620169546466193,0.619386175589153,0.619386175589153,True
25g,compound,1425370602,0,M0_scale_only,253,65,49,12,0.0,2,,7.919033371250753,5.099928071140903,0.31097790158272354,9.902829029358037,6.488779112389819,0.7319885769985761,0.8335021995183779,0.8335021995183779,0.8104891227264628,0.8104891227264628,True
25g,compound,1425370602,0,M1_conditional_EA,253,65,49,12,0.0,6,,6.5997980588113165,3.995429180294776,0.5214248997414701,10.078872176338919,5.96372431483928,0.7223749708387122,0.7397883388380047,0.7397883388380047,0.7322528430945623,0.7322528430945623,True
25g,compound,1425370602,0,M2_EA_source_magnitude,253,65,49,12,0.0,8,,6.70696642130568,4.341466794059414,0.5057563835843466,10.866610962024653,6.586339109564078,0.6772821551779591,0.7685639432781359,0.7685639432781359,0.7635528436564092,0.7635528436564092,True
25g,compound,1425370602,0,M3_center_width,253,65,49,12,1.0,8,0.0,6.390031519803436,3.5935365333331335,0.5513632917542717,10.063606540042842,5.94940992308887,0.7232153254102008,0.7243956009678394,0.7243956009678394,0.7184674267603767,0.7184674267603767,True
25g,compound,1425370602,1,M0_scale_only,254,64,48,13,0.0,2,,11.998814606864226,6.2161314281505575,-0.47923552360065846,15.30329969900486,8.730885801501868,0.15958770506447417,1.2698256092178255,1.2698256092178255,1.2373312341716145,1.2373312341716145,True
25g,compound,1425370602,1,M1_conditional_EA,254,64,48,13,0.0,6,,10.406823786781267,4.813043594426234,-0.11274856641025743,14.86083703651037,8.088020630387959,0.20748265894917184,1.1399086987793128,1.1399086987793128,1.1225510626966018,1.1225510626966018,True
25g,compound,1425370602,1,M2_EA_source_magnitude,254,64,48,13,0.0,8,,10.965215207366672,4.831474444554402,-0.23536405595010135,18.18680233767829,8.515976336203746,-0.1869568297518982,1.268122755633188,1.268122755633188,1.261425296471149,1.261425296471149,True
25g,compound,1425370602,1,M3_center_width,254,64,48,13,1.0,8,0.0,10.627515149781022,4.538560576187269,-0.16044378528140224,14.777048086827794,7.882075893982104,0.21639426925608785,1.1541101490558647,1.1541101490558647,1.1339489842590273,1.1339489842590273,True
25g,compound,1425370602,2,M0_scale_only,255,63,49,12,0.0,2,,7.868351900463748,5.12275555112434,0.4189141976545081,9.000864040657,6.161897745202427,0.7637939984368242,0.8095041962684706,0.8095041962684706,0.7792208899492785,0.7792208899492785,True
25g,compound,1425370602,2,M1_conditional_EA,255,63,49,12,0.0,6,,7.624708436078378,5.5330169161853435,0.45434367070897885,9.255087288669685,6.9181183434140605,0.750262613247314,0.7961642075576316,0.7961642075576316,0.7716672783258649,0.7716672783258649,True
25g,compound,1425370602,2,M2_EA_source_magnitude,255,63,49,12,0.0,8,,7.879421514725759,5.611494981306836,0.4172780429720485,9.494774659119049,6.994562542207694,0.7371597638283206,0.8212025331661988,0.8212025331661988,0.7952845587046418,0.7952845587046418,True
25g,compound,1425370602,2,M3_center_width,255,63,49,12,1.0,8,0.0,6.775478752475957,4.850974786836567,0.5691236172600502,9.532536373672578,7.204525694728269,0.735064920021279,0.7385672311203789,0.7385672311203789,0.7264088356684268,0.7264088356684268,True
25g,compound,1425370602,3,M0_scale_only,255,63,49,12,0.0,2,,6.492822169875099,4.558730361246037,0.6289815132248651,8.990634193365036,6.845941372537538,0.7263972201894867,0.7041741030062818,0.7041741030062818,0.6916191466439641,0.6916191466439641,True
25g,compound,1425370602,3,M1_conditional_EA,255,63,49,12,0.0,6,,6.555839919417909,4.938124344371729,0.6217445326356603,8.603399466778503,6.4084735044527505,0.7494582961293206,0.6995017952602389,0.6995017952602389,0.6835744127842289,0.6835744127842289,True
25g,compound,1425370602,3,M2_EA_source_magnitude,255,63,49,12,0.1,8,,6.419853894589168,4.902111701968786,0.6372738870213468,8.909305012271071,6.661772065687873,0.731324846955428,0.6967475963222746,0.6967475963222746,0.6844595380853279,0.6844595380853279,True
25g,compound,1425370602,3,M3_center_width,255,63,49,12,1.0,8,0.0,5.982069185255826,4.471898170176939,0.6850574088104655,8.598668545664372,6.400073361600403,0.7497337609967015,0.6566683359938352,0.6566683359938352,0.647018927238258,0.647018927238258,True
25g,compound,1425370602,4,M0_scale_only,255,63,49,12,0.0,2,,7.672807549704572,5.081413012077674,0.37414154469345196,10.061784763841569,6.986968685102117,0.6003290523321514,0.8185041728619676,0.8185041728619676,0.7998087073982365,0.7998087073982365,True
25g,compound,1425370602,4,M1_conditional_EA,255,63,49,12,0.0,6,,7.1264250681288015,5.313741172333699,0.4601029439403366,9.978799892047695,7.39999269989767,0.6068944622843868,0.7756386011029209,0.7756386011029209,0.7625573324277338,0.7625573324277338,True
25g,compound,1425370602,4,M2_EA_source_magnitude,255,63,49,12,0.0,8,,7.1752664381638445,5.097239899993303,0.45267715234026906,10.243699020335214,7.830896610537547,0.5857465313038224,0.7858776820443035,0.7858776820443035,0.773895239780122,0.773895239780122,True
25g,compound,1425370602,4,M3_center_width,255,63,49,12,1.0,8,0.0,6.876437966212822,4.743515658113254,0.4973165671442249,9.962715809039334,7.437754266660262,0.6081606759753898,0.7568388840306738,0.7568388840306738,0.7461942847481289,0.7461942847481289,True
25g,compound,536279090,0,M0_scale_only,245,61,50,11,0.0,2,,6.556587693803727,4.68297306560079,0.6532391255216103,9.184649315508608,6.184606310127131,0.7524228328587507,0.7137113676056093,0.7137113676056093,0.7016994758403712,0.7016994758403712,True
25g,compound,536279090,0,M1_conditional_EA,245,61,50,11,0.0,6,,5.4483707975189875,3.8580582709214903,0.7605539627269651,8.230535467374036,5.749645975333319,0.8011884492100909,0.6083597171783925,0.6083597171783925,0.6017039416157581,0.6017039416157581,True
25g,compound,536279090,0,M2_EA_source_magnitude,245,61,50,11,0.0,8,,5.7313036163904085,4.289351992533029,0.7350394767522422,8.499232624453553,5.919097357434129,0.787995605312471,0.6358224704750399,0.6358224704750399,0.6280141335816602,0.6280141335816602,True
25g,compound,536279090,0,M3_center_width,245,61,50,11,1.0,8,0.0,4.7151096750416555,3.4101955385470415,0.8206679392550169,8.334425119485962,5.903028678802265,0.796137789248825,0.5598359634217254,0.5598359634217254,0.5584063083588009,0.5584063083588009,True
25g,compound,536279090,1,M0_scale_only,244,62,49,12,0.0,2,,12.733225787882095,7.267066334433044,-0.44470034759139465,14.678487887552468,8.704162349313966,0.2850288282582649,1.3124352785915305,1.3124352785915305,1.2645004987196602,1.2645004987196602,True
25g,compound,536279090,1,M1_conditional_EA,244,62,49,12,0.0,6,,11.706080492859893,6.015822685070211,-0.22102318122483733,14.62559625792245,8.22887878628457,0.29017211804464915,1.2318022855107236,1.2318022855107236,1.1976784873817639,1.1976784873817639,True
25g,compound,536279090,1,M2_EA_source_magnitude,244,62,49,12,0.1,8,,12.524998717058764,6.010543384877404,-0.39783618015763955,16.800384970703664,8.379705246219027,0.06337798764014368,1.3451216889205921,1.3451216889205921,1.3172812614170157,1.3172812614170157,True
25g,compound,536279090,1,M3_center_width,244,62,49,12,1.0,8,0.0,11.454033557078219,5.608401513475107,-0.1690088507490175,14.883898054980884,8.168254512012373,0.26487825932846754,1.2186362561483126,1.2186362561483126,1.1897184855846719,1.1897184855846719,True
25g,compound,536279090,2,M0_scale_only,244,62,48,13,0.0,2,,8.406773052200492,5.6918555043163055,0.41650449090542496,11.254776157148271,7.3857507608403905,0.6611205492256793,0.9023226382708484,0.9023226382708484,0.8834856952524468,0.8834856952524468,True
25g,compound,536279090,2,M1_conditional_EA,244,62,48,13,0.0,6,,7.767712083330372,5.378023038222486,0.501844292647992,9.572947872943821,6.555118567909795,0.7548324997455419,0.8143594035640112,0.8143594035640112,0.7906273769879087,0.7906273769879087,True
25g,compound,536279090,2,M2_EA_source_magnitude,244,62,48,13,0.0,8,,8.277491025043462,5.777449566247964,0.43431285717879164,10.41229796886258,7.208704448125098,0.7099554653071476,0.8726409592135977,0.8726409592135977,0.8490800172609227,0.8490800172609227,True
25g,compound,536279090,2,M3_center_width,244,62,48,13,1.0,8,0.0,7.252914473601223,4.599009958746694,0.5656858454224214,9.291025999667012,6.561130620293122,0.7690601594601006,0.7685198116723805,0.7685198116723805,0.749193009897096,0.749193009897096,True
25g,compound,536279090,3,M0_scale_only,245,61,48,13,0.0,2,,9.055052309191739,6.209970282474242,0.25436459511878073,12.581512684784741,9.031112527689704,0.6148786981929455,0.9831209166263205,0.9831209166263205,0.9658851479927559,0.9658851479927559,True
25g,compound,536279090,3,M1_conditional_EA,245,61,48,13,0.0,6,,8.252953292611526,5.731527946974263,0.3806111702842365,12.744872272867982,9.145407563520559,0.6048128667231727,0.9288345825950737,0.9288345825950737,0.9200690300863147,0.9200690300863147,True
25g,compound,536279090,3,M2_EA_source_magnitude,245,61,48,13,0.0,8,,8.043865691372307,5.632135828168848,0.411597898021395,13.210776374116444,9.449458157725259,0.5753916762646633,0.9266542536054461,0.9266542536054461,0.9212916894091288,0.9212916894091288,True
25g,compound,536279090,3,M3_center_width,245,61,48,13,1.0,8,0.0,7.980982598190797,5.295855976224245,0.42076163081993545,12.785454427954994,9.242436758859391,0.602292154310984,0.910594870814503,0.910594870814503,0.904073416494948,0.904073416494948,True
25g,compound,536279090,4,M0_scale_only,246,60,49,12,0.0,2,,5.842265293996374,4.106617140777286,0.5422644756034818,6.497211794624889,5.229441770334091,0.7747961384383305,0.5971011271652489,0.5971011271652489,0.5727897465536658,0.5727897465536658,True
25g,compound,536279090,4,M1_conditional_EA,246,60,49,12,0.0,6,,5.583064829735222,4.517489464334887,0.5819796618099793,7.459049399323564,6.007284651885963,0.703183013311103,0.598874324992686,0.598874324992686,0.5862566840713849,0.5862566840713849,True
25g,compound,536279090,4,M2_EA_source_magnitude,246,60,49,12,0.0,8,,5.683133759813099,4.510811903461254,0.5668604646905331,7.67629881922579,6.145987922029247,0.6856412669292733,0.6116293853721645,0.6116293853721645,0.5993632449271756,0.5993632449271756,True
25g,compound,536279090,4,M3_center_width,246,60,49,12,1.0,8,0.0,4.941672481641197,3.9677026139498652,0.6725085340149386,7.638399188283955,6.164810172465125,0.6887377249976898,0.5563518838706256,0.5563518838706256,0.5511354467354211,0.5511354467354211,True
25g,compound,2767143051,0,M0_scale_only,267,67,50,11,0.0,2,,7.464621789038428,5.153212997378845,0.47976995961253777,8.23431122953195,6.7655693111778765,0.7475003001271143,0.7615032215095686,0.7615032215095686,0.7297616161677853,0.7297616161677853,True
25g,compound,2767143051,0,M1_conditional_EA,267,67,50,11,0.0,6,,6.857430424096254,4.700587053731464,0.5609614754500294,8.399769055958176,6.553551645783646,0.737251042290304,0.7177612965237248,0.7177612965237248,0.6963785280853387,0.6963785280853387,True
25g,compound,2767143051,0,M2_EA_source_magnitude,267,67,50,11,0.0,8,,6.953529429224505,4.875026638926077,0.5485700130105895,8.681183863264714,6.721713049645109,0.7193505344858211,0.7315521261781044,0.7315521261781044,0.7112288048298456,0.7112288048298456,True
25g,compound,2767143051,0,M3_center_width,267,67,50,11,1.0,8,0.0,6.420629641558774,4.3575827828193345,0.6151113988998783,8.499840160051747,6.64130142272257,0.7309532016933555,0.6868383441425155,0.6868383441425155,0.6717738823576525,0.6717738823576525,True
25g,compound,2767143051,1,M0_scale_only,267,67,49,12,0.0,2,,8.783788577706371,5.915601968341655,0.28418352486368226,10.947879139356838,7.714091925525274,0.5518518853108816,0.9236861597798115,0.9236861597798115,0.8978641457231472,0.8978641457231472,True
25g,compound,2767143051,1,M1_conditional_EA,267,67,49,12,0.0,6,,7.993185736244936,5.5605386665686085,0.40724155320370226,10.486563946685287,7.572149493048906,0.5888237663358302,0.8527914091515959,0.8527914091515959,0.8333493278253303,0.8333493278253303,True
25g,compound,2767143051,1,M2_EA_source_magnitude,267,67,49,12,0.0,8,,8.052325277922026,5.560642812487818,0.3984377677689108,10.792344054820934,7.918484650709011,0.5644949963771659,0.8645706970844269,0.8645706970844269,0.8466121514771563,0.8466121514771563,True
25g,compound,2767143051,1,M3_center_width,267,67,49,12,1.0,8,0.0,7.730265014448121,5.134191457723976,0.4455955495499201,10.411749925745456,7.585092268403616,0.5946697262028278,0.8312264567409806,0.8312264567409806,0.8143390073219763,0.8143390073219763,True
25g,compound,2767143051,2,M0_scale_only,268,66,49,12,0.0,2,,11.670710418281,6.077568634023119,-0.3468302926319704,13.072923921573048,6.54598165604594,0.36329106218235996,1.1947713026402287,1.1947713026402287,1.1471440015334153,1.1471440015334153,True
25g,compound,2767143051,2,M1_conditional_EA,268,66,49,12,0.0,6,,10.255777651797532,5.2268998211788045,-0.04005302820295786,12.830885757624905,6.389878985582797,0.38664945561464614,1.0795880367294035,1.0795880367294035,1.0498324224063893,1.0498324224063893,True
25g,compound,2767143051,2,M2_EA_source_magnitude,268,66,49,12,0.1,8,,11.62624977386443,5.304720914460786,-0.3365880914960433,18.427667158829074,7.729012404175208,-0.26513303917517095,1.3211575756301919,1.3211575756301919,1.310862132987452,1.310862132987452,True
25g,compound,2767143051,2,M3_center_width,268,66,49,12,1.0,8,0.0,10.745788535737022,4.917657721660522,-0.14181270042904814,13.182535514537758,6.524106785875466,0.35256916618282763,1.1252022107743413,1.1252022107743413,1.0918625859767486,1.0918625859767486,True
25g,compound,2767143051,3,M0_scale_only,267,67,48,13,0.0,2,,6.136658095791498,4.1674951164574265,0.523077634126343,9.332693518273391,6.803203205983142,0.6836992594512583,0.6868500077757927,0.6868500077757927,0.6796574077670174,0.6796574077670174,True
25g,compound,2767143051,3,M1_conditional_EA,267,67,48,13,0.0,6,,5.585247981179749,3.8863093462551634,0.6049348182076377,8.211423555298323,6.0973076391367345,0.7551370321738833,0.6177828145526751,0.6177828145526751,0.6097950130209221,0.6097950130209221,True
25g,compound,2767143051,3,M2_EA_source_magnitude,267,67,48,13,0.0,8,,5.859136635386738,3.8547274022673617,0.5652384914129378,9.104699991435027,6.795612409028299,0.6989646613407778,0.660924894329222,0.660924894329222,0.654956525905388,0.654956525905388,True
25g,compound,2767143051,3,M3_center_width,267,67,48,13,1.0,8,0.0,4.755624626047312,3.3264096947352177,0.7135828823959789,8.159711857570427,6.033338360986288,0.7582113856376141,0.5576121523910587,0.5576121523910587,0.5555433594148995,0.5555433594148995,True
25g,compound,2767143051,4,M0_scale_only,267,67,48,13,0.0,2,,8.756660910807415,5.862992107863767,0.1512307746664847,11.715195556360058,7.902494510655576,0.6591047818613438,0.9396840521536561,0.9396840521536561,0.9200072941170125,0.9200072941170125,True
25g,compound,2767143051,4,M1_conditional_EA,267,67,48,13,0.0,6,,7.462611193170002,5.231472283836259,0.3835552053144009,11.84475601524029,8.012247291224584,0.6515230452106824,0.8484642258607873,0.8484642258607873,0.8419234833469929,0.8419234833469929,True
25g,compound,2767143051,4,M2_EA_source_magnitude,267,67,48,13,0.0,8,,7.59371246746818,5.490420879939763,0.36170586070604005,12.152447712096274,8.142766441836159,0.6331830913098511,0.8660668111166718,0.8660668111166718,0.8598120572198724,0.8598120572198724,True
25g,compound,2767143051,4,M3_center_width,267,67,48,13,1.0,8,0.0,7.1739504725048,4.865519493154036,0.4303221844153138,11.93287558116998,8.08772737149744,0.6463187398890641,0.8306150057164287,0.8306150057164287,0.8263472863639867,0.8263472863639867,True
25g,compound,1362771960,0,M0_scale_only,248,63,49,12,0.0,2,,6.4146800925654,4.486244783842204,0.5338287822390243,7.4492534467380045,5.435933014998366,0.7394288625875701,0.6623566475874124,0.6623566475874124,0.6387217666701425,0.6387217666701425,True
25g,compound,1362771960,0,M1_conditional_EA,248,63,49,12,0.0,6,,5.862688374790513,4.4792018218065905,0.6106061648182198,8.014780071374727,6.076276066534367,0.6983634069405147,0.633292933357181,0.633292933357181,0.6212839969193991,0.6212839969193991,True
25g,compound,1362771960,0,M2_EA_source_magnitude,248,63,49,12,0.0,8,,5.937658600346082,4.404201850555164,0.6005835960264121,8.375485536290741,6.328331550564967,0.6706021247163163,0.647782005820579,0.647782005820579,0.6372595978693076,0.6372595978693076,True
25g,compound,1362771960,0,M3_center_width,248,63,49,12,1.0,8,0.0,5.544480501264332,4.003730240481136,0.6517291130779976,8.050209984618922,6.173495637712038,0.6956906999010355,0.6106799874550067,0.6106799874550067,0.6021941839068288,0.6021941839068288,True
25g,compound,1362771960,1,M0_scale_only,249,62,49,12,0.0,2,,14.414873598313239,8.313583389790407,-1.0226460849179624,16.30883212733643,9.77118459761552,0.3397995769000759,1.4791440461509155,1.4791440461509155,1.421914447380216,1.421914447380216,True
25g,compound,1362771960,1,M1_conditional_EA,249,62,49,12,0.0,6,,13.839007953669377,7.037731235962443,-0.8642671160103077,15.6535759251909,9.463427036742164,0.39178489497072577,1.419973606132845,1.419973606132845,1.3649938623914597,1.3649938623914597,True
25g,compound,1362771960,1,M2_EA_source_magnitude,249,62,49,12,0.1,8,,16.883606011882787,7.43530827442467,-1.774780535962762,20.288353958172774,10.441260891272453,-0.02170072081826735,1.7583657048173174,1.7583657048173174,1.7023348999185581,1.7023348999185581,True
25g,compound,1362771960,1,M3_center_width,249,62,49,12,1.0,8,0.0,12.791097855990824,6.297561109574105,-0.5926262298990683,16.27601390470437,9.641651416338794,0.34245394288664466,1.3527926224976023,1.3527926224976023,1.3178578446342286,1.3178578446342286,True
25g,compound,1362771960,2,M0_scale_only,249,62,49,12,0.0,2,,7.369649101003494,4.8670126953498105,0.4891883328131682,7.281745771141787,5.547169584994418,0.8124838634176045,0.7348119180588918,0.7348119180588918,0.6941091660605567,0.6941091660605567,True
25g,compound,1362771960,2,M1_conditional_EA,249,62,49,12,0.0,6,,6.988289454965942,5.160691983093569,0.5406867658558331,7.814305634033472,6.183542124419921,0.7840523865096081,0.7151275759535346,0.7151275759535346,0.6864734644761317,0.6864734644761317,True
25g,compound,1362771960,2,M2_EA_source_magnitude,249,62,49,12,0.0,8,,7.240448438088175,5.282486486648882,0.5069418762027789,7.6981388593245805,6.093099173057702,0.7904251792484833,0.732676259595833,0.732676259595833,0.6988611570901406,0.6988611570901406,True
25g,compound,1362771960,2,M3_center_width,249,62,49,12,1.0,8,0.0,6.342485498563492,4.517550280260157,0.6216566069047232,8.1145105907152,6.424706136236356,0.7671413984694355,0.6718110002490457,0.6718110002490457,0.6548310408647924,0.6548310408647924,True
25g,compound,1362771960,3,M0_scale_only,249,62,49,12,0.0,2,,7.6263131104218065,5.583692945148395,0.2904426148550824,11.26546720698063,7.644650041298211,0.4691746864600518,0.8449164825985085,0.8449164825985085,0.8342944877832782,0.8342944877832782,True
25g,compound,1362771960,3,M1_conditional_EA,249,62,49,12,0.0,6,,6.833287760926081,4.972460628451695,0.43033743555013704,9.88066296149729,6.9420980208904535,0.5916567507010773,0.7515924814502344,0.7515924814502344,0.7409042606257654,0.7409042606257654,True
25g,compound,1362771960,3,M2_EA_source_magnitude,249,62,49,12,0.0,8,,7.226349096646274,5.274092147645503,0.36291682363464695,11.175926689732833,7.703863518256575,0.4775793946038064,0.8137307180237582,0.8137307180237582,0.8061301377896197,0.8061301377896197,True
25g,compound,1362771960,3,M3_center_width,249,62,49,12,1.0,8,0.0,6.639865966112474,4.698753867032061,0.46213053983983154,9.32491952227833,6.689819749086858,0.6362999219431344,0.7233648872283389,0.7233648872283389,0.7113464415862926,0.7113464415862926,True
25g,compound,1362771960,4,M0_scale_only,249,62,48,13,0.0,2,,5.112002283166909,3.7780297210535676,0.7338766303909516,8.4558304132652,6.34430172453716,0.6954883338722789,0.590566506825572,0.590566506825572,0.5873667990614988,0.5873667990614988,True
25g,compound,1362771960,4,M1_conditional_EA,249,62,48,13,0.0,6,,6.448566663158655,4.513071932615241,0.5765254422783624,8.877374911060851,6.2964636680797375,0.6643701879184836,0.6980930996883746,0.6980930996883746,0.6852884261306535,0.6852884261306535,True
25g,compound,1362771960,4,M2_EA_source_magnitude,249,62,48,13,0.0,8,,5.948568354669677,4.140275176300709,0.6396489031303172,9.666066450051455,6.925281147233835,0.6020844055635033,0.6824299953699918,0.6824299953699918,0.6780905874691552,0.6780905874691552,True
25g,compound,1362771960,4,M3_center_width,249,62,48,13,1.0,8,0.0,5.4940996727877565,3.808580658919218,0.6926069786625482,8.926600324952778,6.3807425289775646,0.6606377055509522,0.6302656641703319,0.6302656641703319,0.6262541525008751,0.6262541525008751,True
40g,row,769539383,0,M0_scale_only,291,73,65,15,0.0,2,,19.35211142185482,13.667019295288688,0.4550000934440478,21.605113736688956,12.787770918673724,0.6857521106442019,1.9796184992282857,1.9796184992282857,1.8999256440381949,1.8999256440381949,True
40g,row,769539383,0,M1_conditional_EA,291,73,65,15,0.0,6,,16.934834248789947,11.40031543458192,0.5826488479027272,19.902094497000423,11.217948786375352,0.7333406454688531,1.7537870657998027,1.7537870657998027,1.693572400167474,1.693572400167474,True
40g,row,769539383,0,M2_EA_source_magnitude,291,73,65,15,0.1,8,,16.658256553724947,10.721815354764452,0.5961697862637683,20.936667440651856,12.568166724039473,0.7048964968164113,1.7557578312076023,1.7557578312076023,1.7081988358348217,1.7081988358348217,True
40g,row,769539383,0,M3_center_width,291,73,65,15,1.0,8,0.0,14.71878939845879,9.260649085005344,0.6847290911603818,20.037769734893445,11.60337705327296,0.7296925480135726,1.5878825681245443,1.5878825681245443,1.5571740061258788,1.5571740061258788,True
40g,row,769539383,1,M0_scale_only,291,73,63,17,0.0,2,,18.681350086112655,13.290450549612801,0.5001003593729731,23.374554455077323,17.784213333278473,0.5242239976911999,1.966575305860301,1.966575305860301,1.9123946723644765,1.9123946723644765,True
40g,row,769539383,1,M1_conditional_EA,291,73,63,17,0.0,6,,17.133552321928835,11.315994321560021,0.5795047090699232,23.99195847887444,19.228578467963317,0.4987582331570867,1.8648283008951259,1.8648283008951259,1.8333819590626166,1.8333819590626166,True
40g,row,769539383,1,M2_EA_source_magnitude,291,73,63,17,0.1,8,,17.276906954130567,11.883262174867339,0.5724387924833985,22.523382459757194,17.718276805232787,0.5582433735020678,1.8398791687799947,1.8398791687799947,1.7968038670860202,1.7968038670860202,True
40g,row,769539383,1,M3_center_width,291,73,63,17,1.0,8,0.0,18.25928155055817,13.229736799184083,0.5224336954221125,22.52176781889648,17.889624825933385,0.5583067079265847,1.914717215539339,1.914717215539339,1.8590897604357934,1.8590897604357934,True
40g,row,769539383,2,M0_scale_only,291,73,64,16,0.0,2,,17.441720647285365,12.361719668896892,0.7023925735094605,18.43145606599302,13.046769942274215,0.7983331150503057,1.7626770400961476,1.7626770400961476,1.6799978991187163,1.6799978991187163,True
40g,row,769539383,2,M1_conditional_EA,291,73,64,16,0.0,6,,13.633173360161825,8.096269239013733,0.8181727266779522,17.392856585860805,13.136993937038136,0.8204203457106404,1.4429073589484307,1.4429073589484307,1.4060265787019703,1.4060265787019703,True
40g,row,769539383,2,M2_EA_source_magnitude,291,73,64,16,0.0,8,,13.643279798395936,7.8284649028785145,0.8179030451906123,17.279453844205364,12.484332291584886,0.8227544574122956,1.4410395369449545,1.4410395369449545,1.4031409076680545,1.4031409076680545,True
40g,row,769539383,2,M3_center_width,291,73,64,16,1.0,8,0.0,12.30906304843169,7.58722937616458,0.8517771689595905,16.99336003186007,12.870121591869747,0.8285751347673338,1.3337106075262515,1.3337106075262515,1.3095809378241974,1.3095809378241974,True
40g,row,769539383,3,M0_scale_only,291,73,64,16,0.0,2,,16.351396223039046,11.942060608483837,0.5625625163802332,21.224041869057224,14.805042814927372,0.6819627711297465,1.7391243617204284,1.7391243617204284,1.6976648722505108,1.6976648722505108,True
40g,row,769539383,3,M1_conditional_EA,291,73,64,16,0.0,6,,12.621704896630424,9.041064978642982,0.7393592278361514,19.686940808950393,14.059188812243866,0.7263608426737209,1.4257247133357465,1.4257247133357465,1.4131932827096019,1.4131932827096019,True
40g,row,769539383,3,M2_EA_source_magnitude,291,73,64,16,0.0,8,,12.282993430150666,8.849158499645839,0.7531604483315293,18.514992390942098,13.17253559196605,0.7579701960160675,1.3704553151340007,1.3704553151340007,1.3552514143354868,1.3552514143354868,True
40g,row,769539383,3,M3_center_width,291,73,64,16,1.0,8,0.0,11.285704807615309,8.240553287474862,0.7916163297757599,19.233137393639183,13.716602866339604,0.7388307503341878,1.3195865102907023,1.3195865102907023,1.3143041688789252,1.3143041688789252,True
40g,row,769539383,4,M0_scale_only,292,72,64,16,0.0,2,,17.134063505392398,13.165998955868835,0.595062521457248,18.219067665995844,13.512286159215302,0.7766126882805008,1.7338708491678942,1.7338708491678942,1.6538701113788075,1.6538701113788075,True
40g,row,769539383,4,M1_conditional_EA,292,72,64,16,0.0,6,,11.95352430725341,8.940338062824644,0.8029124604234461,16.938025422940516,12.504166669257895,0.8069224564168691,1.306018588484884,1.306018588484884,1.2852994197609189,1.2852994197609189,True
40g,row,769539383,4,M2_EA_source_magnitude,292,72,64,16,0.0,8,,12.03225115147756,8.838819794557425,0.8003078436286373,16.66521361675497,12.12228085553197,0.8130919640570097,1.3050502509986852,1.3050502509986852,1.2818101981076264,1.2818101981076264,True
