column,protocol,seed,method,target,variable,stratum,n,row_fraction,rmse,mae,signed_error,sse_fraction
25g,row,1425370602,M1_conditional_EA_OOF,V2,source_magnitude,0,109,0.3333333333333333,5.9169797857314546,3.752813514912925,0.35779469441619294,0.13921655025241128
25g,row,1425370602,M1_conditional_EA_OOF,V2,source_magnitude,1,109,0.3333333333333333,7.137408812995338,5.664814366747002,-1.1815727731749015,0.20256846736207906
25g,row,1425370602,M1_conditional_EA_OOF,V2,source_magnitude,2,109,0.3333333333333333,12.86585147178146,10.497917007524043,0.6579189347785673,0.6582149823855097
25g,row,1425370602,M1_conditional_EA_OOF,V2,source_width,0,109,0.3333333333333333,5.390772396865347,3.292074377236076,1.0707236767224404,0.11555605010248064
25g,row,1425370602,M1_conditional_EA_OOF,V2,source_width,1,109,0.3333333333333333,7.456587896189064,5.892941185734117,-0.8639403257417391,0.22109095713215154
25g,row,1425370602,M1_conditional_EA_OOF,V2,source_width,2,109,0.3333333333333333,12.915969121754692,10.73052932621378,-0.3726424949608425,0.6633529927653677
25g,row,1425370602,M1_conditional_EA_OOF,V2,loading solvent,DCM,263,0.8042813455657493,9.71457037555768,7.065863886080972,0.554776070642663,0.9054555702828097
25g,row,1425370602,M1_conditional_EA_OOF,V2,loading solvent,PE,64,0.19571865443425077,6.363497633300399,4.882377982527455,-2.562261769888371,0.09454442971719033
25g,row,536279090,M1_conditional_EA_OOF,V1,EA_fraction,0,141,0.4325153374233129,8.856306834957707,6.489019442826785,0.5171139216723408,0.7688314574942847
25g,row,536279090,M1_conditional_EA_OOF,V1,EA_fraction,1,121,0.37116564417177916,4.94391149125971,3.4586996618027253,-0.9924136315941907,0.20560490315179206
25g,row,536279090,M1_conditional_EA_OOF,V1,EA_fraction,2,64,0.19631901840490798,2.396999771826503,1.8309209481945292,0.5289558381722153,0.02556363935392312
25g,row,536279090,M1_conditional_EA_OOF,V1,source_magnitude,0,109,0.3343558282208589,3.3347311387437135,2.2270770293141,-0.43701358994636874,0.084266483383088
25g,row,536279090,M1_conditional_EA_OOF,V1,source_magnitude,1,108,0.3312883435582822,4.45909300609983,3.7956952925865615,-1.8969388369883011,0.14928753244625081
25g,row,536279090,M1_conditional_EA_OOF,V1,source_magnitude,2,109,0.3343558282208589,10.057132369570368,7.320613334005237,2.1943858979340876,0.7664459841706612
25g,row,536279090,M1_conditional_EA_OOF,V1,source_width,0,109,0.3343558282208589,3.322800862621396,2.6269657447262915,-1.069462525860301,0.08366462130733318
25g,row,536279090,M1_conditional_EA_OOF,V1,source_width,1,108,0.3312883435582822,5.024074677456459,3.638048426177864,-1.1644663769206016,0.1895145900207467
25g,row,536279090,M1_conditional_EA_OOF,V1,source_width,2,109,0.3343558282208589,9.793705940096627,7.076925183475057,2.1010823046066287,0.7268207886719201
25g,row,536279090,M1_conditional_EA_OOF,V1,loading solvent,DCM,254,0.7791411042944786,6.936999650554895,4.647642319326073,0.2422795353036738,0.8497355430978275
25g,row,536279090,M1_conditional_EA_OOF,V1,loading solvent,PE,72,0.22085889570552147,5.479091125869571,3.7518360012824132,-1.0396502054334502,0.15026445690217247
25g,row,536279090,M1_conditional_EA_OOF,V2,EA_fraction,0,141,0.4325153374233129,10.690662782975428,8.330770333088774,-0.35266115773219253,0.5963926264174837
25g,row,536279090,M1_conditional_EA_OOF,V2,EA_fraction,1,121,0.37116564417177916,7.066403078672715,4.80085737627933,-0.27675734804287794,0.22360735001663143
25g,row,536279090,M1_conditional_EA_OOF,V2,EA_fraction,2,64,0.19631901840490798,8.717548021146158,5.339984805151744,1.4923709309570903,0.1800000235658849
25g,row,536279090,M1_conditional_EA_OOF,V2,source_magnitude,0,109,0.3343558282208589,5.697508218630884,3.5450296202790517,0.15815125448646047,0.13094843420202704
25g,row,536279090,M1_conditional_EA_OOF,V2,source_magnitude,1,108,0.3312883435582822,7.729909721759667,6.028353044755759,-1.1689407694589502,0.2388231873981502
25g,row,536279090,M1_conditional_EA_OOF,V2,source_magnitude,2,109,0.3343558282208589,12.499245060817534,9.723220454871457,1.1128990237648515,0.6302283783998228
25g,row,536279090,M1_conditional_EA_OOF,V2,source_width,0,109,0.3343558282208589,5.528652937728555,3.38446576460676,1.1515119122809099,0.12330169445983319
25g,row,536279090,M1_conditional_EA_OOF,V2,source_width,1,108,0.3312883435582822,7.962476284718792,6.02895103093311,-0.7674246985397547,0.25341011756352505
25g,row,536279090,M1_conditional_EA_OOF,V2,source_width,2,109,0.3343558282208589,12.430232551398237,9.883191810478118,-0.2782940712706355,0.6232881879766418
25g,row,536279090,M1_conditional_EA_OOF,V2,loading solvent,DCM,254,0.7791411042944786,9.772233349689824,6.951894988607029,0.4041066546711292,0.8976876813786269
25g,row,536279090,M1_conditional_EA_OOF,V2,loading solvent,PE,72,0.22085889570552147,6.196490234675279,4.604445276650586,-1.2547807369255617,0.102312318621373
25g,row,2767143051,M1_conditional_EA_OOF,V1,EA_fraction,0,145,0.453125,10.574975064308424,7.509551789089614,0.6068821255227146,0.8504636503952764
25g,row,2767143051,M1_conditional_EA_OOF,V1,EA_fraction,1,113,0.353125,4.658341952719987,3.5285234594329036,-1.1807746799710181,0.12860866327587267
25g,row,2767143051,M1_conditional_EA_OOF,V1,EA_fraction,2,62,0.19375,2.536881835965713,1.6809268313890346,0.5047178340032275,0.02092768632885081
25g,row,2767143051,M1_conditional_EA_OOF,V1,source_magnitude,0,107,0.334375,3.80060220968006,2.816579016006085,-1.156315811416864,0.08106206459127864
25g,row,2767143051,M1_conditional_EA_OOF,V1,source_magnitude,1,106,0.33125,4.179122624302379,3.477449275618782,-1.8874839679225899,0.09709685074392599
25g,row,2767143051,M1_conditional_EA_OOF,V1,source_magnitude,2,107,0.334375,12.101452774047734,8.615346223848508,2.8940370793800714,0.8218410846647951
25g,row,2767143051,M1_conditional_EA_OOF,V1,source_width,0,107,0.334375,3.4986990273612713,2.8642514418669864,-1.595935008144268,0.0686951373525666
25g,row,2767143051,M1_conditional_EA_OOF,V1,source_width,1,106,0.33125,4.425363018383556,3.431016005142995,-1.4028216799162045,0.10887614109737312
25g,row,2767143051,M1_conditional_EA_OOF,V1,source_width,2,107,0.334375,12.105778421317114,8.613673112664555,2.8535235421946075,0.82242872155006
25g,row,2767143051,M1_conditional_EA_OOF,V1,loading solvent,DCM,251,0.784375,7.292703058840737,5.199118285961748,0.4082207337027564,0.7001318462991003
25g,row,2767143051,M1_conditional_EA_OOF,V1,loading solvent,PE,69,0.215625,9.102823090527208,4.157201943530919,-1.6898627403930888,0.29986815370089953
25g,row,2767143051,M1_conditional_EA_OOF,V2,EA_fraction,0,145,0.453125,13.458983678315601,9.522346818513885,-0.009166391044876552,0.7753444908860241
25g,row,2767143051,M1_conditional_EA_OOF,V2,EA_fraction,1,113,0.353125,5.66481015034719,4.085769015367655,-0.6235136785387853,0.10704128963925287
25g,row,2767143051,M1_conditional_EA_OOF,V2,EA_fraction,2,62,0.19375,8.016466564396426,4.609975577339639,1.2098129382126033,0.11761421947472306
25g,row,2767143051,M1_conditional_EA_OOF,V2,source_magnitude,0,107,0.334375,5.9058503346253675,3.8361752200815484,-0.11690373914150343,0.11016682208841504
25g,row,2767143051,M1_conditional_EA_OOF,V2,source_magnitude,1,106,0.33125,6.652834430298666,4.992766224791126,-1.4223233163081719,0.1384909728462722
25g,row,2767143051,M1_conditional_EA_OOF,V2,source_magnitude,2,107,0.334375,15.423250721953092,11.107913129341414,1.55604861130466,0.7513422050653128
25g,row,2767143051,M1_conditional_EA_OOF,V2,source_width,0,107,0.334375,5.514755759909457,3.442195195848261,0.34075690574678685,0.09605910012276825
25g,row,2767143051,M1_conditional_EA_OOF,V2,source_width,1,106,0.33125,6.920883463612986,5.302082598759244,-1.1354339704223986,0.14987565997013785
25g,row,2767143051,M1_conditional_EA_OOF,V2,source_width,2,107,0.334375,15.451174126886707,11.195467586839925,0.814179829370651,0.754065239907094
25g,row,2767143051,M1_conditional_EA_OOF,V2,loading solvent,DCM,251,0.784375,9.750495866209224,6.928627436863351,0.8012120978221476,0.7044161376499982
25g,row,2767143051,M1_conditional_EA_OOF,V2,loading solvent,PE,69,0.215625,12.046606636480991,5.640075167585724,-2.8678551704430073,0.2955838623500018
25g,row,1362771960,M1_conditional_EA_OOF,V1,EA_fraction,0,136,0.43174603174603177,11.424191107022843,8.064882582948231,0.5622427786295938,0.8273026419443663
25g,row,1362771960,M1_conditional_EA_OOF,V1,EA_fraction,1,115,0.36507936507936506,5.462886647571796,3.9415221062869894,-1.0678367895337437,0.15996199158300345
25g,row,1362771960,M1_conditional_EA_OOF,V1,EA_fraction,2,64,0.20317460317460317,2.0662289608012205,1.539526536458962,-0.02287277689378356,0.012735366472630329
25g,row,1362771960,M1_conditional_EA_OOF,V1,source_magnitude,0,105,0.3333333333333333,3.650278071822427,2.747522772130648,-1.4164876108624975,0.06521023750449587
25g,row,1362771960,M1_conditional_EA_OOF,V1,source_magnitude,1,105,0.3333333333333333,5.261631193842656,3.97657903158854,-1.7895917549939944,0.13548920363633743
25g,row,1362771960,M1_conditional_EA_OOF,V1,source_magnitude,2,105,0.3333333333333333,12.779772325553557,8.977124594731638,2.7508405980092734,0.7993005588591666
25g,row,1362771960,M1_conditional_EA_OOF,V1,source_width,0,105,0.3333333333333333,3.54111681322416,2.872171917453774,-1.6741863950065472,0.06136834194886875
25g,row,1362771960,M1_conditional_EA_OOF,V1,source_width,1,105,0.3333333333333333,5.266361551840685,3.8084228890877454,-1.3274486525563909,0.13573293053919958
25g,row,1362771960,M1_conditional_EA_OOF,V1,source_width,2,105,0.3333333333333333,12.808505035132931,9.020631591909307,2.5463962797157196,0.8028987275119316
25g,row,1362771960,M1_conditional_EA_OOF,V1,loading solvent,DCM,246,0.780952380952381,7.50166745538885,5.227074622404325,0.23245716249084442,0.6452459798783867
25g,row,1362771960,M1_conditional_EA_OOF,V1,loading solvent,PE,69,0.21904761904761905,10.502720920521675,5.257513256896709,-1.5215149651696476,0.3547540201216133
25g,row,1362771960,M1_conditional_EA_OOF,V2,EA_fraction,0,136,0.43174603174603177,13.39605388609398,9.757408694572822,-0.09691103702043471,0.7177119418067796
25g,row,1362771960,M1_conditional_EA_OOF,V2,EA_fraction,1,115,0.36507936507936506,7.288201771574169,4.944080880492214,-0.47123420027638846,0.17963712987932118
25g,row,1362771960,M1_conditional_EA_OOF,V2,EA_fraction,2,64,0.20317460317460317,7.3852075914920485,4.6202562882191245,0.2768103058809586,0.10265092831389917
25g,row,1362771960,M1_conditional_EA_OOF,V2,source_magnitude,0,105,0.3333333333333333,6.085247306107474,3.9112763600739537,-0.45759173258186975,0.11434133458469468
25g,row,1362771960,M1_conditional_EA_OOF,V2,source_magnitude,1,105,0.3333333333333333,7.324947200603593,5.8298564267085755,-1.979883761590252,0.16567454577392826
25g,row,1362771960,M1_conditional_EA_OOF,V2,source_magnitude,2,105,0.3333333333333333,15.269965753152944,11.128136605260636,1.9645614514084802,0.7199841196413771
25g,row,1362771960,M1_conditional_EA_OOF,V2,source_width,0,105,0.3333333333333333,5.599273182658104,3.5244508024636576,0.06174684719700074,0.09680774522898587
25g,row,1362771960,M1_conditional_EA_OOF,V2,source_width,1,105,0.3333333333333333,8.147479887847084,6.285048009417928,-0.8081665713193376,0.2049714557511533
25g,row,1362771960,M1_conditional_EA_OOF,V2,source_width,2,105,0.3333333333333333,15.03740840948584,11.05977058016158,0.2735056813586947,0.6982207990198608
25g,row,1362771960,M1_conditional_EA_OOF,V2,loading solvent,DCM,246,0.780952380952381,9.919280030537484,7.136993699197167,0.5745335004872789,0.7117916703197764
25g,row,1362771960,M1_conditional_EA_OOF,V2,loading solvent,PE,69,0.21904761904761905,11.917906466257016,6.3126497994497015,-2.7679886320297538,0.2882083296802237
25g,compound,769539383,M1_conditional_EA_OOF,V1,EA_fraction,0,139,0.4483870967741935,10.855682811882076,7.392429052464086,0.24211548656198176,0.8440333772393319
25g,compound,769539383,M1_conditional_EA_OOF,V1,EA_fraction,1,112,0.36129032258064514,4.465379846483637,3.3003887602404345,-0.9749396453440159,0.11507086261244871
25g,compound,769539383,M1_conditional_EA_OOF,V1,EA_fraction,2,59,0.19032258064516128,3.667734341182512,2.2491109858310607,-0.17971300938010648,0.040895760148219294
25g,compound,769539383,M1_conditional_EA_OOF,V1,source_magnitude,0,104,0.33548387096774196,3.5092694427241837,2.640331078472032,-0.7262064634808311,0.06599291299013381
25g,compound,769539383,M1_conditional_EA_OOF,V1,source_magnitude,1,103,0.33225806451612905,4.246716583421317,3.500122856535113,-1.7095919513759041,0.0957137453985685
25g,compound,769539383,M1_conditional_EA_OOF,V1,source_magnitude,2,103,0.33225806451612905,12.567940932065643,8.687200400187004,1.6065163882901354,0.8382933416112979
25g,compound,769539383,M1_conditional_EA_OOF,V1,source_width,0,104,0.33548387096774196,3.5105994057214764,2.832755573959917,-1.3643370644782042,0.06604294321165285
25g,compound,769539383,M1_conditional_EA_OOF,V1,source_width,1,103,0.33225806451612905,4.280161220770123,3.4593919079021935,-1.4411605198700146,0.09722725188056032
25g,compound,769539383,M1_conditional_EA_OOF,V1,source_width,2,103,0.33225806451612905,12.556214960242254,8.533638654346717,1.9824110005097495,0.8367298049077869
25g,compound,769539383,M1_conditional_EA_OOF,V1,loading solvent,DCM,264,0.8516129032258064,6.775340894631465,4.852805232241046,0.1829426090083884,0.6244486908068879
25g,compound,769539383,M1_conditional_EA_OOF,V1,loading solvent,PE,46,0.14838709677419354,12.587528278549023,5.407568397648541,-2.922589216914242,0.3755513091931121
25g,compound,769539383,M1_conditional_EA_OOF,V2,EA_fraction,0,139,0.4483870967741935,12.822587301035442,9.187252851959958,-0.6361499924327755,0.6726996687287448
25g,compound,769539383,M1_conditional_EA_OOF,V2,EA_fraction,1,112,0.36129032258064514,6.849020048634996,4.914123629986077,0.3234127689714515,0.1546428988115133
25g,compound,769539383,M1_conditional_EA_OOF,V2,EA_fraction,2,59,0.19032258064516128,9.971008607548981,5.912712704949479,-0.5898456322748469,0.1726574324597418
25g,compound,769539383,M1_conditional_EA_OOF,V2,source_magnitude,0,104,0.33548387096774196,5.581417145471878,4.025280499449553,0.14222352905930347,0.09536244731707688
25g,compound,769539383,M1_conditional_EA_OOF,V2,source_magnitude,1,103,0.33225806451612905,7.522490806746689,5.666314656210051,-0.9024243071391441,0.17155984310937486
25g,compound,769539383,M1_conditional_EA_OOF,V2,source_magnitude,2,103,0.33225806451612905,15.549944832532006,11.398062728548593,-0.08587431567383398,0.7330777095735481
25g,compound,769539383,M1_conditional_EA_OOF,V2,source_width,0,104,0.33548387096774196,4.979516711106653,3.60286154945823,0.9435725062977401,0.07590367649929311
25g,compound,769539383,M1_conditional_EA_OOF,V2,source_width,1,103,0.33225806451612905,7.565790958715122,5.957820797656788,-1.4083013241680207,0.1735405559422483
25g,compound,769539383,M1_conditional_EA_OOF,V2,source_width,2,103,0.33225806451612905,15.734224001771008,11.533076691947462,-0.3891263630410485,0.7505557675584587
25g,compound,769539383,M1_conditional_EA_OOF,V2,loading solvent,DCM,264,0.8516129032258064,9.818749760599388,7.201118732751651,0.10986327665033067,0.7491545039184601
25g,compound,769539383,M1_conditional_EA_OOF,V2,loading solvent,PE,46,0.14838709677419354,13.611208786641583,5.981841241879522,-2.521900351375141,0.25084549608153983
25g,compound,1425370602,M1_conditional_EA_OOF,V1,EA_fraction,0,144,0.4528301886792453,10.717834581910463,7.480136073186581,0.611235980344499,0.8556427640827808
25g,compound,1425370602,M1_conditional_EA_OOF,V1,EA_fraction,1,112,0.3522012578616352,4.752105434445065,3.529768288960003,-1.009296189922487,0.13082961043886904
25g,compound,1425370602,M1_conditional_EA_OOF,V1,EA_fraction,2,62,0.1949685534591195,2.0537945435379026,1.4469618892285436,-0.0905150967973165,0.0135276254783501
25g,compound,1425370602,M1_conditional_EA_OOF,V1,source_magnitude,0,106,0.3333333333333333,3.6747161861969806,2.728752013951058,-1.5199263845540127,0.07404050291808621
25g,compound,1425370602,M1_conditional_EA_OOF,V1,source_magnitude,1,106,0.3333333333333333,4.362676647505177,3.662182470821415,-1.9574954117169614,0.10435849461847088
25g,compound,1425370602,M1_conditional_EA_OOF,V1,source_magnitude,2,106,0.3333333333333333,12.241076232504394,8.346662496685617,3.18841115378848,0.8216010024634431
25g,compound,1425370602,M1_conditional_EA_OOF,V1,source_width,0,106,0.3333333333333333,3.466994013516204,2.7401643361852708,-1.6901033768379126,0.06590645296799766
25g,compound,1425370602,M1_conditional_EA_OOF,V1,source_width,1,106,0.3333333333333333,4.69767929022081,3.6225012720537157,-1.292504591737823,0.12100086747620922
25g,compound,1425370602,M1_conditional_EA_OOF,V1,source_width,2,106,0.3333333333333333,12.177528308578978,8.374931373219106,2.693597326093242,0.8130926795557935
25g,compound,1425370602,M1_conditional_EA_OOF,V1,loading solvent,DCM,266,0.8364779874213837,7.0973274116685205,4.9707851256412665,0.2359020479789694,0.6930861295829976
25g,compound,1425370602,M1_conditional_EA_OOF,V1,loading solvent,PE,52,0.16352201257861634,10.68190327602594,4.614546857961175,-1.7958667858759654,0.3069138704170026
25g,compound,1425370602,M1_conditional_EA_OOF,V2,EA_fraction,0,144,0.4528301886792453,13.81587631235079,9.684443750420268,-0.44933773712121966,0.7414787817750494
25g,compound,1425370602,M1_conditional_EA_OOF,V2,EA_fraction,1,112,0.3522012578616352,7.181645375169467,4.77057899233587,-0.11726828735445628,0.15582792855360308
25g,compound,1425370602,M1_conditional_EA_OOF,V2,EA_fraction,2,62,0.1949685534591195,7.835839053199746,4.5513787115549835,0.13275024559058343,0.10269328967134739
25g,compound,1425370602,M1_conditional_EA_OOF,V2,source_magnitude,0,106,0.3333333333333333,6.046590267395718,3.8358360738195105,-0.9724755529035538,0.10454573234911839
25g,compound,1425370602,M1_conditional_EA_OOF,V2,source_magnitude,1,106,0.3333333333333333,6.5874580213652685,5.193731838338642,-1.0932348889112884,0.12408547548574833
25g,compound,1425370602,M1_conditional_EA_OOF,V2,source_magnitude,2,106,0.3333333333333333,16.42435858593264,11.829396496507366,1.4090296200927805,0.7713687921651333
25g,compound,1425370602,M1_conditional_EA_OOF,V2,source_width,0,106,0.3333333333333333,5.4030326218445826,3.291311838979024,0.02301790377848833,0.08347576489524766
25g,compound,1425370602,M1_conditional_EA_OOF,V2,source_width,1,106,0.3333333333333333,7.360717659463846,5.8311826960135225,-1.5749293407303675,0.15492644190835564
25g,compound,1425370602,M1_conditional_EA_OOF,V2,source_width,2,106,0.3333333333333333,16.320002635699964,11.736469873672974,0.8952306152298175,0.7615977931963964
25g,compound,1425370602,M1_conditional_EA_OOF,V2,loading solvent,DCM,266,0.8364779874213837,10.204632111509552,7.328189387754473,0.06896050475895446,0.747232416580651
25g,compound,1425370602,M1_conditional_EA_OOF,V2,loading solvent,PE,52,0.16352201257861634,13.423610281274659,5.033689426458759,-1.6913781032388553,0.2527675834193489
25g,compound,536279090,M1_conditional_EA_OOF,V1,EA_fraction,0,133,0.434640522875817,11.365249819914263,8.047232364994699,1.0322930811342215,0.8558616659081921
25g,compound,536279090,M1_conditional_EA_OOF,V1,EA_fraction,1,112,0.3660130718954248,4.812536914848631,3.4687811592976394,-1.356546553928744,0.12922904391096565
25g,compound,536279090,M1_conditional_EA_OOF,V1,EA_fraction,2,61,0.19934640522875818,2.214963560337291,1.6991338952500086,0.1243614048461375,0.01490929018084229
25g,compound,536279090,M1_conditional_EA_OOF,V1,source_magnitude,0,102,0.3333333333333333,3.22239373698221,2.624493543674056,-1.621513959067437,0.05276565605895124
25g,compound,536279090,M1_conditional_EA_OOF,V1,source_magnitude,1,102,0.3333333333333333,4.350343220906357,3.5747001015500146,-2.030685222552847,0.09617034560765111
25g,compound,536279090,M1_conditional_EA_OOF,V1,source_magnitude,2,102,0.3333333333333333,12.941482915408665,9.118772648853197,3.583060078154073,0.8510639983333975
25g,compound,536279090,M1_conditional_EA_OOF,V1,source_width,0,102,0.3333333333333333,3.593823023331714,2.9175538350210037,-1.840264194951933,0.06563077096290819
25g,compound,536279090,M1_conditional_EA_OOF,V1,source_width,1,102,0.3333333333333333,5.217218806615347,3.8378556616843817,-1.1790058253223579,0.13831594076163123
25g,compound,536279090,M1_conditional_EA_OOF,V1,source_width,2,102,0.3333333333333333,12.5162435093966,8.56255679737188,2.95013091680808,0.7960532882754606
25g,compound,536279090,M1_conditional_EA_OOF,V1,loading solvent,DCM,251,0.8202614379084967,7.364857294937759,5.195130025842266,0.38973973113699056,0.6782602330255609
25g,compound,536279090,M1_conditional_EA_OOF,V1,loading solvent,PE,55,0.17973856209150327,10.836125999352396,4.699180463808591,-1.9068520194352383,0.321739766974439
25g,compound,536279090,M1_conditional_EA_OOF,V2,EA_fraction,0,133,0.434640522875817,13.93829089038512,9.704810804867021,-0.06281069563079092,0.7113613928710204
25g,compound,536279090,M1_conditional_EA_OOF,V2,EA_fraction,1,112,0.3660130718954248,7.22968908027835,5.011329106707611,-0.7231852117974756,0.16116727615406606
25g,compound,536279090,M1_conditional_EA_OOF,V2,EA_fraction,2,61,0.19934640522875818,8.712274320837539,5.469417769585717,0.6831331052678492,0.1274713309749136
25g,compound,536279090,M1_conditional_EA_OOF,V2,source_magnitude,0,102,0.3333333333333333,6.048755489117251,4.103903708920542,-0.5340555481084742,0.10274290304481554
25g,compound,536279090,M1_conditional_EA_OOF,V2,source_magnitude,1,102,0.3333333333333333,7.676465479682842,5.860216130004221,-1.8853255973783467,0.16547880532374118
25g,compound,536279090,M1_conditional_EA_OOF,V2,source_magnitude,2,102,0.3333333333333333,16.142837455255023,11.463754484048712,1.9519355884390401,0.7317782916314434
25g,compound,536279090,M1_conditional_EA_OOF,V2,source_width,0,102,0.3333333333333333,5.918766392174532,3.821746050158846,-0.11465937010876487,0.0983744172168059
25g,compound,536279090,M1_conditional_EA_OOF,V2,source_width,1,102,0.3333333333333333,8.166175864304915,6.271228073399413,-1.090394363985217,0.187265265788529
25g,compound,536279090,M1_conditional_EA_OOF,V2,source_width,2,102,0.3333333333333333,15.949562454273849,11.33490019941522,0.7376081770462005,0.7143603169946652
