phase,column,protocol,outer_seed,inner_fold,arm,loss_recipe,n_inner_train,n_inner_validation,inner_train_group_sha256,inner_validation_group_sha256,inner_train_scales,best_epoch,epochs_run,validation_score,runtime_seconds,trainable_parameter_count,total_parameter_count,all_outputs_finite,V1_r2,V1_rmse,V1_mae,V2_r2,V2_rmse,V2_mae,combined_normalized_rmse
loss_screen,25g,row,536279090,0,L0,raw_quantile,261,65,f33cb2e42f7ec0506a2f67b233922a16afafb33cb47e19633cd11fd1620f34a4,48b3740f0d5f99ce0ca943f8685661217b02553e58754e8bb31aa154e3dc2982,"{""V1"": 10.144014048582012, ""V2"": 17.57334399650317}",187,267,0.7140195878839767,749.1461369991302,36387,458952,True,0.5055463910102844,7.621365070343018,5.12578010559082,0.6069039702415466,11.856101989746094,8.268732070922852,0.7140195878839767
loss_screen,25g,row,536279090,0,L1,endpoint_normalized_quantile,261,65,f33cb2e42f7ec0506a2f67b233922a16afafb33cb47e19633cd11fd1620f34a4,48b3740f0d5f99ce0ca943f8685661217b02553e58754e8bb31aa154e3dc2982,"{""V1"": 10.144014048582012, ""V2"": 17.57334399650317}",119,199,0.7121923305334185,418.11709690093994,36387,458952,True,0.5174577832221985,7.529006481170654,5.148721694946289,0.5996615886688232,11.964821815490724,8.333866119384766,0.7121923305334185
loss_screen,25g,row,536279090,0,L2,q50_weak_quantile,261,65,f33cb2e42f7ec0506a2f67b233922a16afafb33cb47e19633cd11fd1620f34a4,48b3740f0d5f99ce0ca943f8685661217b02553e58754e8bb31aa154e3dc2982,"{""V1"": 10.144014048582012, ""V2"": 17.57334399650317}",163,243,0.7087399165085454,482.657171010971,36387,458952,True,0.5137958526611328,7.557520389556885,5.07089376449585,0.6117452383041382,11.78286838531494,8.2616548538208,0.7087399165085454
loss_screen,25g,row,536279090,1,L0,raw_quantile,260,66,3b286bb0f982690e5fc40d1992f3dc414b6736b9ef32b94326607e3e02fd7d43,fbd9531b67968aaddb2023f17d3da52518246f37592d4f239bada207220d0264,"{""V1"": 10.30187733160101, ""V2"": 17.63468292024751}",143,223,0.5713072831380882,487.45132994651794,36387,458952,True,0.6738866567611694,5.878166198730469,4.317698001861572,0.7205368280410767,10.087425231933594,7.347879409790039,0.5713072831380882
loss_screen,25g,row,536279090,1,L1,endpoint_normalized_quantile,260,66,3b286bb0f982690e5fc40d1992f3dc414b6736b9ef32b94326607e3e02fd7d43,fbd9531b67968aaddb2023f17d3da52518246f37592d4f239bada207220d0264,"{""V1"": 10.30187733160101, ""V2"": 17.63468292024751}",107,187,0.56385528430115,350.15635204315186,36387,458952,True,0.6585114002227783,6.015139102935791,4.444831848144531,0.7480965852737427,9.577122688293455,6.816763877868652,0.56385528430115
loss_screen,25g,row,536279090,1,L2,q50_weak_quantile,260,66,3b286bb0f982690e5fc40d1992f3dc414b6736b9ef32b94326607e3e02fd7d43,fbd9531b67968aaddb2023f17d3da52518246f37592d4f239bada207220d0264,"{""V1"": 10.30187733160101, ""V2"": 17.63468292024751}",138,218,0.567305074470583,307.6813859939575,36387,458952,True,0.6652045845985413,5.955898761749268,4.372409820556641,0.7357237935066223,9.809504508972168,7.067256927490234,0.567305074470583
loss_screen,25g,row,536279090,2,L0,raw_quantile,260,66,79cd4ebe7a42764d6fa89707d289a868109a977cb657000c9f22641a32c7047f,ca5fa26d8064e64f7741b5f1031a33c507c17a4e69d559dfa85dd5183dd0add2,"{""V1"": 10.517836581884355, ""V2"": 18.42881817330098}",225,305,0.4199640844635132,421.2722330093384,36387,458952,True,0.7062869071960449,4.98201322555542,3.7138795852661137,0.8201819658279419,6.602912902832031,4.761157512664795,0.4199640844635132
loss_screen,25g,row,536279090,2,L1,endpoint_normalized_quantile,260,66,79cd4ebe7a42764d6fa89707d289a868109a977cb657000c9f22641a32c7047f,ca5fa26d8064e64f7741b5f1031a33c507c17a4e69d559dfa85dd5183dd0add2,"{""V1"": 10.517836581884355, ""V2"": 18.42881817330098}",218,298,0.4190142927882314,562.7874910831451,36387,458952,True,0.7033034563064575,5.007252216339111,3.7461018562316895,0.825606644153595,6.502552509307861,4.633132457733154,0.4190142927882314
loss_screen,25g,row,536279090,2,L2,q50_weak_quantile,260,66,79cd4ebe7a42764d6fa89707d289a868109a977cb657000c9f22641a32c7047f,ca5fa26d8064e64f7741b5f1031a33c507c17a4e69d559dfa85dd5183dd0add2,"{""V1"": 10.517836581884355, ""V2"": 18.42881817330098}",211,291,0.421973537431907,693.1010570526123,36387,458952,True,0.7012150883674622,5.024843692779541,3.739027500152588,0.8208692669868469,6.590281963348389,4.7011189460754395,0.421973537431907
loss_screen,25g,row,536279090,3,L0,raw_quantile,261,65,da5b6abbc83fd6b3c83c4a521cb14342440ad47b1c28bc8708cc13aca06bebd6,4b5c2546f561e281c42553f3bacb47aa255704faa42a75033e70608bb14dbba0,"{""V1"": 10.198145715870224, ""V2"": 17.619704758738983}",162,242,0.4282611237245437,672.2216439247131,36387,458952,True,0.7880006432533264,4.920945644378662,3.5135324001312256,0.8849651217460632,6.449310779571533,4.598948001861572,0.4282611237245437
