CAS,name,Purity,Density g/ml,V/ul,loading solvent,Volume of loading solvent/ul,PE/EA,Flow mL/min,Ending time,column_specs,t1,t2,smiles,verified t1,verified t2,source_row_1based,sample_id,V1_ml,V2_ml,decision,decision_reason,quality_flags,reviewer,canonical_smiles,threshold_excluded,over_v1_threshold,over_v2_threshold
98-85-1,DL-1-Phenethylalcohol,0.98,1.012,100,PE,300,0/1,10,2023-08-23_19-48-05.xlsx,Silica-CS 4g+4g,1082,1766,CC(C1=CC=CC=C1)O,1082,1766,206,31162ac7e21c9688cbdc,9.016666666666667,14.716666666666669,keep,,,user_confirmed_protocol_2026-08-13,CC(O)c1ccccc1,False,False,False
98-85-1,DL-1-Phenethylalcohol,0.98,1.012,100,PE,300,1/1,10,2023-08-23_19-53-52.xlsx,Silica-CS 4g+4g,1523,2430,CC(C1=CC=CC=C1)O,1523,2430,207,82ffe9abc3d02f4b970f,12.691666666666666,20.25,keep,,,user_confirmed_protocol_2026-08-13,CC(O)c1ccccc1,False,False,False
98-85-1,DL-1-Phenethylalcohol,0.98,1.012,100,PE,300,5/1,10,2023-08-23_20-05-20.xlsx,Silica-CS 4g+4g,2205,3210,CC(C1=CC=CC=C1)O,2205,3210,208,35eae227e68fe7434e68,18.375,26.75,keep,,,user_confirmed_protocol_2026-08-13,CC(O)c1ccccc1,False,False,False
98-85-1,DL-1-Phenethylalcohol,0.98,1.012,100,PE,300,10/1,10,2023-08-23_20-13-33.xlsx,Silica-CS 4g+4g,1110,3862,CC(C1=CC=CC=C1)O,1110,3862,209,82b6a0a8f122317d79d4,9.25,32.18333333333333,keep,,,user_confirmed_protocol_2026-08-13,CC(O)c1ccccc1,False,False,False
98-85-1,DL-1-Phenethylalcohol,0.98,1.012,100,PE,300,20/1,10,2023-08-23_20-28-27.xlsx,Silica-CS 4g+4g,3913,7884,CC(C1=CC=CC=C1)O,3913,7884,210,9b28c23ad1d4dda9fe1a,32.608333333333334,65.7,keep,,,user_confirmed_protocol_2026-08-13,CC(O)c1ccccc1,False,False,False
100-66-3,Anisole,0.99,0.995,100,PE,300,0/1,10,2023-08-23_21-01-24.xlsx,Silica-CS 4g+4g,1128,2278,COC1=CC=CC=C1,1128,2278,211,4455212440cbaf6d51e2,9.4,18.983333333333334,keep,,,user_confirmed_protocol_2026-08-13,COc1ccccc1,False,False,False
100-66-3,Anisole,0.99,0.995,100,PE,300,1/1,10,2023-08-23_21-06-45.xlsx,Silica-CS 4g+4g,1406,2151,COC1=CC=CC=C1,1406,2151,212,fcea8574ae051fe11483,11.716666666666669,17.925,keep,,,user_confirmed_protocol_2026-08-13,COc1ccccc1,False,False,False
100-66-3,Anisole,0.99,0.995,100,PE,300,2/1,10,2023-08-23_21-12-26.xlsx,Silica-CS 4g+4g,1565,2350,COC1=CC=CC=C1,1565,2350,213,04d4a16ff682bc7c55c8,13.041666666666666,19.583333333333332,keep,,,user_confirmed_protocol_2026-08-13,COc1ccccc1,False,False,False
100-66-3,Anisole,0.99,0.995,100,PE,300,5/1,10,2023-08-23_21-18-13.xlsx,Silica-CS 4g+4g,1607,2439,COC1=CC=CC=C1,1607,2439,214,62ca5eadee5ef28e9aeb,13.391666666666667,20.325,keep,,,user_confirmed_protocol_2026-08-13,COc1ccccc1,False,False,False
100-66-3,Anisole,0.99,0.995,100,PE,300,10/1,10,2023-08-23_21-24-24.xlsx,Silica-CS 4g+4g,1687,2657,COC1=CC=CC=C1,1687,2657,215,42f031acb8211bfbf67f,14.058333333333334,22.141666666666666,keep,,,user_confirmed_protocol_2026-08-13,COc1ccccc1,False,False,False
100-66-3,Anisole,0.99,0.995,100,PE,300,20/1,10,2023-08-23_21-31-26.xlsx,Silica-CS 4g+4g,1989,3181,COC1=CC=CC=C1,1989,3181,216,472b8f06caf25ffe6c7a,16.575,26.508333333333333,keep,,,user_confirmed_protocol_2026-08-13,COc1ccccc1,False,False,False
100-66-3,Anisole,0.99,0.995,100,PE,300,50/1,10,2023-08-23_21-39-18.xlsx,Silica-CS 4g+4g,2012,3686,COC1=CC=CC=C1,2012,3686,217,d532e4ccbab971232d40,16.766666666666666,30.716666666666665,keep,,,user_confirmed_protocol_2026-08-13,COc1ccccc1,False,False,False
685-87-0,DIETHYL BROMOMALONATE,0.96,1.402,100,PE,300,0/1,10,2023-08-24_09-06-19.xlsx,Silica-CS 4g+4g,927,1460,CCOC(=O)C(C(=O)OCC)Br,927,1460,218,bae9f1ce7c04e7ccf16b,7.725,12.166666666666666,keep,,,user_confirmed_protocol_2026-08-13,CCOC(=O)C(Br)C(=O)OCC,False,False,False
685-87-0,DIETHYL BROMOMALONATE,0.96,1.402,100,PE,300,1/1,10,2023-08-24_09-11-25.xlsx,Silica-CS 4g+4g,1482,2039,CCOC(=O)C(C(=O)OCC)Br,1482,2039,219,fc58ac30a03fcb0ec051,12.35,16.991666666666667,keep,,,user_confirmed_protocol_2026-08-13,CCOC(=O)C(Br)C(=O)OCC,False,False,False
685-87-0,DIETHYL BROMOMALONATE,0.96,1.402,100,PE,300,2/1,10,2023-08-24_09-18-02.xlsx,Silica-CS 4g+4g,2023,2911,CCOC(=O)C(C(=O)OCC)Br,2023,2911,220,c4b569d1149e4ec87b12,16.858333333333334,24.258333333333333,keep,,,user_confirmed_protocol_2026-08-13,CCOC(=O)C(Br)C(=O)OCC,False,False,False
685-87-0,DIETHYL BROMOMALONATE,0.96,1.402,100,PE,300,5/1,10,2023-08-24_09-26-49.xlsx,Silica-CS 4g+4g,2451,4245,CCOC(=O)C(C(=O)OCC)Br,2451,4245,221,53d7fb31d852cbb33059,20.425,35.375,keep,,,user_confirmed_protocol_2026-08-13,CCOC(=O)C(Br)C(=O)OCC,False,False,False
685-87-0,DIETHYL BROMOMALONATE,0.96,1.402,100,PE,300,10/1,10,2023-08-24_09-38-27.xlsx,Silica-CS 4g+4g,3697,5929,CCOC(=O)C(C(=O)OCC)Br,3697,5929,222,265addbdd355a85c628d,30.808333333333337,49.40833333333333,keep,,,user_confirmed_protocol_2026-08-13,CCOC(=O)C(Br)C(=O)OCC,False,False,False
685-87-0,DIETHYL BROMOMALONATE,0.96,1.402,100,PE,300,20/1,10,2023-08-24_09-51-11.xlsx,Silica-CS 4g+4g,5449,6550,CCOC(=O)C(C(=O)OCC)Br,5449,6550,223,b07e3b186c5f9a698624,45.40833333333333,54.583333333333336,keep,,,user_confirmed_protocol_2026-08-13,CCOC(=O)C(Br)C(=O)OCC,False,False,False
685-87-0,DIETHYL BROMOMALONATE,0.96,1.402,100,PE,300,50/1,10,2023-08-24_09-54-01.xlsx,Silica-CS 4g+4g,342,732,CCOC(=O)C(C(=O)OCC)Br,342,732,224,28c4b7ec4bf7f486b68c,2.85,6.1,keep,,,user_confirmed_protocol_2026-08-13,CCOC(=O)C(Br)C(=O)OCC,False,False,False
103-50-4,Benzyl ether,0.95,1.043,100,PE,300,0/1,10,2023-08-24_10-26-34.xlsx,Silica-CS 4g+4g,921,1741,C1=CC=C(C=C1)COCC2=CC=CC=C2,921,1741,225,c9d7d885160197c7f67c,7.675,14.508333333333333,keep,,,user_confirmed_protocol_2026-08-13,c1ccc(COCc2ccccc2)cc1,False,False,False
103-50-4,Benzyl ether,0.95,1.043,100,PE,300,1/1,10,2023-08-24_10-31-35.xlsx,Silica-CS 4g+4g,1386,1982,C1=CC=C(C=C1)COCC2=CC=CC=C2,1386,1982,226,e2869f5cf5635b6ae9c1,11.55,16.516666666666666,keep,,,user_confirmed_protocol_2026-08-13,c1ccc(COCc2ccccc2)cc1,False,False,False
103-50-4,Benzyl ether,0.95,1.043,100,PE,300,2/1,10,2023-08-24_10-36-56.xlsx,Silica-CS 4g+4g,1501,2158,C1=CC=C(C=C1)COCC2=CC=CC=C2,1501,2158,227,49865eda3c0e936157be,12.508333333333333,17.983333333333334,keep,,,user_confirmed_protocol_2026-08-13,c1ccc(COCc2ccccc2)cc1,False,False,False
103-50-4,Benzyl ether,0.95,1.043,100,PE,300,5/1,10,2023-08-24_10-42-48.xlsx,Silica-CS 4g+4g,1538,2491,C1=CC=C(C=C1)COCC2=CC=CC=C2,1538,2491,228,d26cffd9ef4da9800470,12.816666666666666,20.758333333333333,keep,,,user_confirmed_protocol_2026-08-13,c1ccc(COCc2ccccc2)cc1,False,False,False
103-50-4,Benzyl ether,0.95,1.043,100,PE,300,10/1,10,2023-08-24_11-03-20.xlsx,Silica-CS 4g+4g,1630,2423,C1=CC=C(C=C1)COCC2=CC=CC=C2,1630,2423,229,ce9ac115ce41ab41f01d,13.583333333333334,20.191666666666663,keep,,,user_confirmed_protocol_2026-08-13,c1ccc(COCc2ccccc2)cc1,False,False,False
103-50-4,Benzyl ether,0.95,1.043,100,PE,300,20/1,10,2023-08-24_11-09-46.xlsx,Silica-CS 4g+4g,1898,2845,C1=CC=C(C=C1)COCC2=CC=CC=C2,1898,2845,230,b2b5155e06ff9134c6a4,15.816666666666666,23.708333333333332,keep,,,user_confirmed_protocol_2026-08-13,c1ccc(COCc2ccccc2)cc1,False,False,False
103-50-4,Benzyl ether,0.95,1.043,100,PE,300,50/1,10,2023-08-24_11-17-53.xlsx,Silica-CS 4g+4g,2130,3813,C1=CC=C(C=C1)COCC2=CC=CC=C2,2130,3813,231,f1aabb6243aed53011cb,17.75,31.775,keep,,,user_confirmed_protocol_2026-08-13,c1ccc(COCc2ccccc2)cc1,False,False,False
141-97-9,Ethyl acetoacetate,0.995,1.029,100,DCM,300,0/1,10,2023-08-24_13-14-49.xlsx,Silica-CS 4g+4g,1096,2204,CCOC(=O)CC(=O)C,1096,2204,232,ebc9c107c2207e99cf79,9.133333333333333,18.366666666666667,keep,,,user_confirmed_protocol_2026-08-13,CCOC(=O)CC(C)=O,False,False,False
141-97-9,Ethyl acetoacetate,0.995,1.029,100,DCM,300,1/1,10,2023-08-24_13-20-56.xlsx,Silica-CS 4g+4g,1561,2645,CCOC(=O)CC(=O)C,1561,2645,233,f373e0ffa24cb51dd13a,13.008333333333333,22.041666666666668,keep,,,user_confirmed_protocol_2026-08-13,CCOC(=O)CC(C)=O,False,False,False
141-97-9,Ethyl acetoacetate,0.995,1.029,100,DCM,300,2/1,10,2023-08-24_13-28-18.xlsx,Silica-CS 4g+4g,1760,3376,CCOC(=O)CC(=O)C,1760,3376,234,bcb35848089ca50a1eef,14.666666666666666,28.133333333333333,keep,,,user_confirmed_protocol_2026-08-13,CCOC(=O)CC(C)=O,False,False,False
141-97-9,Ethyl acetoacetate,0.995,1.029,100,DCM,300,5/1,10,2023-08-24_13-41-11.xlsx,Silica-CS 4g+4g,3571,6666,CCOC(=O)CC(=O)C,3571,6666,235,ef8527c6b63d54b73966,29.758333333333333,55.55,keep,,,user_confirmed_protocol_2026-08-13,CCOC(=O)CC(C)=O,False,False,False
141-97-9,Ethyl acetoacetate,0.995,1.029,100,DCM,300,10/1,10,2023-08-24_13-58-11.xlsx,Silica-CS 4g+4g,5130,9133,CCOC(=O)CC(=O)C,5130,9133,236,86f385aa0925171d22cc,42.75,76.10833333333333,keep,,,user_confirmed_protocol_2026-08-13,CCOC(=O)CC(C)=O,False,False,False
141-97-9,Ethyl acetoacetate,0.995,1.029,100,DCM,300,20/1,10,2023-08-24_14-23-53.xlsx,Silica-CS 4g+4g,7951,14081,CCOC(=O)CC(=O)C,7951,14081,237,9c7a6ce4172638d2abc7,66.25833333333334,117.34166666666668,drop,over_v1_legacy_threshold,,user_confirmed_protocol_2026-08-13,CCOC(=O)CC(C)=O,True,True,False
104-53-0,3-Phenylprpanal,0.9873,1.019,100,PE,300,0/1,10,2023-08-24_15-18-14.xlsx,Silica-CS 4g+4g,1024,1690,C1=CC=C(C=C1)CCC=O,1024,1690,238,982585c1a4e89f10713f,8.533333333333333,14.083333333333334,keep,,,user_confirmed_protocol_2026-08-13,O=CCCc1ccccc1,False,False,False
104-53-0,3-Phenylprpanal,0.9873,1.019,100,PE,300,1/1,10,2023-08-24_15-22-56.xlsx,Silica-CS 4g+4g,1198,1777,C1=CC=C(C=C1)CCC=O,1198,1777,239,36af0c588eb2e094a55e,9.983333333333333,14.808333333333334,keep,,,user_confirmed_protocol_2026-08-13,O=CCCc1ccccc1,False,False,False
104-53-0,3-Phenylprpanal,0.9873,1.019,100,PE,300,2/1,10,2023-08-24_15-28-23.xlsx,Silica-CS 4g+4g,1436,2200,C1=CC=C(C=C1)CCC=O,1436,2200,240,afcb9ffea06f12f9e0f5,11.966666666666669,18.333333333333332,keep,,,user_confirmed_protocol_2026-08-13,O=CCCc1ccccc1,False,False,False
104-53-0,3-Phenylprpanal,0.9873,1.019,100,PE,300,5/1,10,2023-08-24_15-35-46.xlsx,Silica-CS 4g+4g,2041,3369,C1=CC=C(C=C1)CCC=O,2041,3369,241,e584c52185ccefd22a26,17.008333333333333,28.075,keep,,,user_confirmed_protocol_2026-08-13,O=CCCc1ccccc1,False,False,False
104-53-0,3-Phenylprpanal,0.9873,1.019,100,PE,300,10/1,10,2023-08-24_15-45-39.xlsx,Silica-CS 4g+4g,2957,4854,C1=CC=C(C=C1)CCC=O,2957,4854,242,39e40f336da135e6a7b5,24.641666666666666,40.45,keep,,,user_confirmed_protocol_2026-08-13,O=CCCc1ccccc1,False,False,False
104-53-0,3-Phenylprpanal,0.9873,1.019,100,PE,300,20/1,10,2023-08-24_15-57-08.xlsx,Silica-CS 4g+4g,4102,5894,C1=CC=C(C=C1)CCC=O,4102,5894,243,e3c9408f01aa7642870f,34.18333333333333,49.11666666666667,keep,,,user_confirmed_protocol_2026-08-13,O=CCCc1ccccc1,False,False,False
104-53-0,3-Phenylprpanal,0.9873,1.019,100,PE,300,50/1,10,2023-08-24_16-14-43.xlsx,Silica-CS 4g+4g,7798,9816,C1=CC=C(C=C1)CCC=O,7798,9816,244,155ad3f702726e253c4d,64.98333333333333,81.8,drop,over_v1_legacy_threshold,,user_confirmed_protocol_2026-08-13,O=CCCc1ccccc1,True,True,False
48145-04-6,2-PHENOXYETHYL ACRYLATE,0.9,1.104,100,DCM,300,0/1,10,2023-08-24_16-25-55.xlsx,Silica-CS 4g+4g,1104,1998,C=CC(=O)OCCOC1=CC=CC=C1,1104,1998,245,f84aa17604ca7f927b8c,9.2,16.65,keep,,,user_confirmed_protocol_2026-08-13,C=CC(=O)OCCOc1ccccc1,False,False,False
48145-04-6,2-PHENOXYETHYL ACRYLATE,0.9,1.104,100,DCM,300,1/1,10,2023-08-24_16-30-26.xlsx,Silica-CS 4g+4g,1124,1671,C=CC(=O)OCCOC1=CC=CC=C1,1124,1671,246,6b8023df74ccc51e5c76,9.366666666666667,13.925,keep,,,user_confirmed_protocol_2026-08-13,C=CC(=O)OCCOc1ccccc1,False,False,False
48145-04-6,2-PHENOXYETHYL ACRYLATE,0.9,1.104,100,DCM,300,2/1,10,2023-08-24_16-36-23.xlsx,Silica-CS 4g+4g,1243,2509,C=CC(=O)OCCOC1=CC=CC=C1,1243,2509,247,b056b793f5b571e6cdee,10.358333333333333,20.908333333333335,keep,,,user_confirmed_protocol_2026-08-13,C=CC(=O)OCCOc1ccccc1,False,False,False
48145-04-6,2-PHENOXYETHYL ACRYLATE,0.9,1.104,100,DCM,300,5/1,10,2023-08-24_16-43-09.xlsx,Silica-CS 4g+4g,1541,3032,C=CC(=O)OCCOC1=CC=CC=C1,1541,3032,248,934f00061cc32bab10e8,12.841666666666669,25.266666666666666,keep,,,user_confirmed_protocol_2026-08-13,C=CC(=O)OCCOc1ccccc1,False,False,False
48145-04-6,2-PHENOXYETHYL ACRYLATE,0.9,1.104,100,DCM,300,10/1,10,2023-08-24_17-09-29.xlsx,Silica-CS 4g+4g,2722,3824,C=CC(=O)OCCOC1=CC=CC=C1,2722,3824,249,b983d4c3094d909b570e,22.683333333333337,31.866666666666667,keep,,,user_confirmed_protocol_2026-08-13,C=CC(=O)OCCOc1ccccc1,False,False,False
48145-04-6,2-PHENOXYETHYL ACRYLATE,0.9,1.104,100,DCM,300,20/1,10,2023-08-24_17-20-52.xlsx,Silica-CS 4g+4g,4278,5794,C=CC(=O)OCCOC1=CC=CC=C1,4278,5794,250,b6f53d16978daf702470,35.65,48.28333333333333,keep,,,user_confirmed_protocol_2026-08-13,C=CC(=O)OCCOc1ccccc1,False,False,False
48145-04-6,2-PHENOXYETHYL ACRYLATE,0.9,1.104,100,DCM,300,50/1,10,2023-08-24_17-43-13.xlsx,Silica-CS 4g+4g,8987,12321,C=CC(=O)OCCOC1=CC=CC=C1,8987,12321,251,9563dde5c28fb62e4f7e,74.89166666666667,102.675,drop,over_v1_legacy_threshold,,user_confirmed_protocol_2026-08-13,C=CC(=O)OCCOc1ccccc1,True,True,False
3066-71-5,Cyclohexyl acrylate,0.9984,0.975,100,PE,300,0/1,10,2023-08-24_17-51-10.xlsx,Silica-CS 4g+4g,986,1246,C=CC(=O)OC1CCCCC1,986,1246,252,de2563a5f711307823f1,8.216666666666667,10.383333333333333,keep,,,user_confirmed_protocol_2026-08-13,C=CC(=O)OC1CCCCC1,False,False,False
3066-71-5,Cyclohexyl acrylate,0.9984,0.975,100,PE,300,1/1,10,2023-08-24_17-55-26.xlsx,Silica-CS 4g+4g,1182,1536,C=CC(=O)OC1CCCCC1,1182,1536,253,e2e681b0653ec64f7c14,9.85,12.8,keep,,,user_confirmed_protocol_2026-08-13,C=CC(=O)OC1CCCCC1,False,False,False
3066-71-5,Cyclohexyl acrylate,0.9984,0.975,100,PE,300,2/1,10,2023-08-24_17-59-48.xlsx,Silica-CS 4g+4g,1195,1559,C=CC(=O)OC1CCCCC1,1195,1559,254,fbf392edaddff6347b58,9.958333333333334,12.991666666666667,keep,,,user_confirmed_protocol_2026-08-13,C=CC(=O)OC1CCCCC1,False,False,False
3066-71-5,Cyclohexyl acrylate,0.9984,0.975,100,PE,300,5/1,10,2023-08-24_18-04-08.xlsx,Silica-CS 4g+4g,1246,1594,C=CC(=O)OC1CCCCC1,1246,1594,255,3955ae590ac179d279b6,10.383333333333333,13.283333333333331,keep,,,user_confirmed_protocol_2026-08-13,C=CC(=O)OC1CCCCC1,False,False,False
3066-71-5,Cyclohexyl acrylate,0.9984,0.975,100,PE,300,10/1,10,2023-08-24_18-08-55.xlsx,Silica-CS 4g+4g,1335,1824,C=CC(=O)OC1CCCCC1,1335,1824,256,db51f6df02555cb9c264,11.125,15.2,keep,,,user_confirmed_protocol_2026-08-13,C=CC(=O)OC1CCCCC1,False,False,False
3066-71-5,Cyclohexyl acrylate,0.9984,0.975,100,PE,300,20/1,10,2023-08-24_18-14-06.xlsx,Silica-CS 4g+4g,1420,2095,C=CC(=O)OC1CCCCC1,1420,2095,257,2195290d04210cdb253f,11.833333333333334,17.458333333333332,keep,,,user_confirmed_protocol_2026-08-13,C=CC(=O)OC1CCCCC1,False,False,False
3066-71-5,Cyclohexyl acrylate,0.9984,0.975,100,PE,300,50/1,10,2023-08-24_18-20-48.xlsx,Silica-CS 4g+4g,1550,2960,C=CC(=O)OC1CCCCC1,1550,2960,258,8063e3de9de70b75def1,12.916666666666666,24.666666666666668,keep,,,user_confirmed_protocol_2026-08-13,C=CC(=O)OC1CCCCC1,False,False,False
2495-35-4,Benzyl acrylate,0.97,1.08,100,PE,300,0/1,10,2023-08-24_18-28-35.xlsx,Silica-CS 4g+4g,957,1612,C=CC(=O)OCC1=CC=CC=C1,957,1612,259,88771c5c64ed839a4436,7.975,13.433333333333334,keep,,,user_confirmed_protocol_2026-08-13,C=CC(=O)OCc1ccccc1,False,False,False
2495-35-4,Benzyl acrylate,0.97,1.08,100,PE,300,1/1,10,2023-08-24_18-33-01.xlsx,Silica-CS 4g+4g,1162,1615,C=CC(=O)OCC1=CC=CC=C1,1162,1615,260,b5365d56777fde5c4dfc,9.683333333333334,13.458333333333334,keep,,,user_confirmed_protocol_2026-08-13,C=CC(=O)OCc1ccccc1,False,False,False
2495-35-4,Benzyl acrylate,0.97,1.08,100,PE,300,2/1,10,2023-08-24_18-37-38.xlsx,Silica-CS 4g+4g,1247,1738,C=CC(=O)OCC1=CC=CC=C1,1247,1738,261,4513e318c9d037303b13,10.391666666666667,14.483333333333333,keep,,,user_confirmed_protocol_2026-08-13,C=CC(=O)OCc1ccccc1,False,False,False
2495-35-4,Benzyl acrylate,0.97,1.08,100,PE,300,5/1,10,2023-08-24_18-42-44.xlsx,Silica-CS 4g+4g,1348,2036,C=CC(=O)OCC1=CC=CC=C1,1348,2036,262,efca00a284b2cadc5737,11.233333333333333,16.966666666666665,keep,,,user_confirmed_protocol_2026-08-13,C=CC(=O)OCc1ccccc1,False,False,False
2495-35-4,Benzyl acrylate,0.97,1.08,100,PE,300,10/1,10,2023-08-24_18-48-35.xlsx,Silica-CS 4g+4g,1708,2454,C=CC(=O)OCC1=CC=CC=C1,1708,2454,263,b473ef06a415d0f114b0,14.233333333333333,20.45,keep,,,user_confirmed_protocol_2026-08-13,C=CC(=O)OCc1ccccc1,False,False,False
2495-35-4,Benzyl acrylate,0.97,1.08,100,PE,300,20/1,10,2023-08-24_18-55-22.xlsx,Silica-CS 4g+4g,2116,3029,C=CC(=O)OCC1=CC=CC=C1,2116,3029,264,df02863943321996441f,17.633333333333333,25.241666666666667,keep,,,user_confirmed_protocol_2026-08-13,C=CC(=O)OCc1ccccc1,False,False,False
2495-35-4,Benzyl acrylate,0.97,1.08,100,PE,300,50/1,10,2023-08-24_19-05-09.xlsx,Silica-CS 4g+4g,3247,4820,C=CC(=O)OCC1=CC=CC=C1,3247,4820,265,194278dd9ee3d2407ed5,27.058333333333337,40.166666666666664,keep,,,user_confirmed_protocol_2026-08-13,C=CC(=O)OCc1ccccc1,False,False,False
23426-63-3,Methyl 2-bromo-2-methylpropionate,0.9976,1.399,100,PE,300,0/1,10,2023-08-24_19-24-21.xlsx,Silica-CS 4g+4g,982,1548,CC(C)(C(=O)OC)Br,982,1548,266,cc31b914acbab022eb9a,8.183333333333334,12.9,keep,,,user_confirmed_protocol_2026-08-13,COC(=O)C(C)(C)Br,False,False,False
23426-63-3,Methyl 2-bromo-2-methylpropionate,0.9976,1.399,100,PE,300,1/1,10,2023-08-24_19-29-08.xlsx,Silica-CS 4g+4g,1321,1819,CC(C)(C(=O)OC)Br,1321,1819,267,a9eea85ddeee2da33706,11.008333333333333,15.158333333333331,keep,,,user_confirmed_protocol_2026-08-13,COC(=O)C(C)(C)Br,False,False,False
23426-63-3,Methyl 2-bromo-2-methylpropionate,0.9976,1.399,100,PE,300,2/1,10,2023-08-24_19-33-39.xlsx,Silica-CS 4g+4g,1221,1682,CC(C)(C(=O)OC)Br,1221,1682,268,640353c89b3ce64ee98b,10.175,14.016666666666667,keep,,,user_confirmed_protocol_2026-08-13,COC(=O)C(C)(C)Br,False,False,False
23426-63-3,Methyl 2-bromo-2-methylpropionate,0.9976,1.399,100,PE,300,5/1,10,2023-08-24_19-50-47.xlsx,Silica-CS 4g+4g,1377,1951,CC(C)(C(=O)OC)Br,1377,1951,269,b11bb6293c307f7f7282,11.475,16.258333333333333,keep,,,user_confirmed_protocol_2026-08-13,COC(=O)C(C)(C)Br,False,False,False
23426-63-3,Methyl 2-bromo-2-methylpropionate,0.9976,1.399,100,PE,300,10/1,10,2023-08-24_19-56-28.xlsx,Silica-CS 4g+4g,1699,2395,CC(C)(C(=O)OC)Br,1699,2395,270,77b0577e6b0adb649e63,14.158333333333331,19.958333333333332,keep,,,user_confirmed_protocol_2026-08-13,COC(=O)C(C)(C)Br,False,False,False
23426-63-3,Methyl 2-bromo-2-methylpropionate,0.9976,1.399,100,PE,300,20/1,10,2023-08-24_20-02-55.xlsx,Silica-CS 4g+4g,1952,2842,CC(C)(C(=O)OC)Br,1952,2842,271,543561ac99bc28db6f2f,16.266666666666666,23.683333333333337,keep,,,user_confirmed_protocol_2026-08-13,COC(=O)C(C)(C)Br,False,False,False
23426-63-3,Methyl 2-bromo-2-methylpropionate,0.9976,1.399,100,PE,300,50/1,10,2023-08-24_20-11-22.xlsx,Silica-CS 4g+4g,2651,4009,CC(C)(C(=O)OC)Br,2651,4009,272,056255620b7acc9c630f,22.091666666666665,33.40833333333333,keep,,,user_confirmed_protocol_2026-08-13,COC(=O)C(C)(C)Br,False,False,False
2365-48-2,Methyl thioglycolate,0.9947,1.187,100,DCM,300,0/1,10,2023-08-25_09-17-19.xlsx,Silica-CS 4g+4g,1219,1522,COC(=O)CS,1219,1522,273,7b1589ae321d27608509,10.158333333333331,12.683333333333334,keep,,,user_confirmed_protocol_2026-08-13,COC(=O)CS,False,False,False
2365-48-2,Methyl thioglycolate,0.9947,1.187,100,DCM,300,1/1,10,2023-08-25_09-21-41.xlsx,Silica-CS 4g+4g,1236,1571,COC(=O)CS,1236,1571,274,0fee19a828ef997229fd,10.3,13.091666666666669,keep,,,user_confirmed_protocol_2026-08-13,COC(=O)CS,False,False,False
2365-48-2,Methyl thioglycolate,0.9947,1.187,100,DCM,300,2/1,10,2023-08-25_09-26-47.xlsx,Silica-CS 4g+4g,1505,2027,COC(=O)CS,1505,2027,275,222dede783147d5efa63,12.541666666666666,16.891666666666666,keep,,,user_confirmed_protocol_2026-08-13,COC(=O)CS,False,False,False
2365-48-2,Methyl thioglycolate,0.9947,1.187,100,DCM,300,5/1,10,2023-08-25_09-33-28.xlsx,Silica-CS 4g+4g,2225,2996,COC(=O)CS,2225,2996,276,d9a40ac35b79fbcf214a,18.541666666666668,24.966666666666665,keep,,,user_confirmed_protocol_2026-08-13,COC(=O)CS,False,False,False
2365-48-2,Methyl thioglycolate,0.9947,1.187,100,DCM,300,10/1,10,2023-08-25_09-41-36.xlsx,Silica-CS 4g+4g,2993,3830,COC(=O)CS,2993,3830,277,aaf22f8324aad12a55fa,24.941666666666663,31.916666666666668,keep,,,user_confirmed_protocol_2026-08-13,COC(=O)CS,False,False,False
2365-48-2,Methyl thioglycolate,0.9947,1.187,100,DCM,300,20/1,10,2023-08-25_09-52-04.xlsx,Silica-CS 4g+4g,4143,5231,COC(=O)CS,4143,5231,278,a9bfabe931467745353e,34.525,43.59166666666667,keep,,,user_confirmed_protocol_2026-08-13,COC(=O)CS,False,False,False
2365-48-2,Methyl thioglycolate,0.9947,1.187,100,DCM,300,50/1,10,2023-08-25_10-08-44.xlsx,Silica-CS 4g+4g,7154,9239,COC(=O)CS,7154,9239,279,be7d68067464e72d0b8d,59.61666666666667,76.99166666666666,keep,,,user_confirmed_protocol_2026-08-13,COC(=O)CS,False,False,False
5891-21-4,5-Chloro-2-pentanone,0.95,1.057,100,DCM,300,0/1,10,2023-08-25_10-16-01.xlsx,Silica-CS 4g+4g,811,1437,CC(=O)CCCCl,811,1437,280,b418a712463f5abf8b81,6.758333333333334,11.975,keep,,,user_confirmed_protocol_2026-08-13,CC(=O)CCCCl,False,False,False
5891-21-4,5-Chloro-2-pentanone,0.95,1.057,100,DCM,300,1/1,10,2023-08-25_10-20-33.xlsx,Silica-CS 4g+4g,1017,1653,CC(=O)CCCCl,1017,1653,281,850a69ce73ac04035aa3,8.475,13.775,keep,,,user_confirmed_protocol_2026-08-13,CC(=O)CCCCl,False,False,False
5891-21-4,5-Chloro-2-pentanone,0.95,1.057,100,DCM,300,2/1,10,2023-08-25_10-26-04.xlsx,Silica-CS 4g+4g,1088,2278,CC(=O)CCCCl,1088,2278,282,7c4153fe9561da818ae1,9.066666666666666,18.983333333333334,keep,,,user_confirmed_protocol_2026-08-13,CC(=O)CCCCl,False,False,False
870-63-3,1-Bromo-3-methyl-2-butene,0.9,1.29,100,PE,300,0/1,10,2023-08-25_11-20-05.xlsx,Silica-CS 4g+4g,894,2237,CC(=CCBr)C,894,2237,283,a67016d937c499be9d64,7.45,18.641666666666666,keep,,,user_confirmed_protocol_2026-08-13,CC(C)=CCBr,False,False,False
