gradient_norm_mean,gradient_norm_std,gradient_norm_p50,gradient_norm_p90,gradient_norm_p95,gradient_norm_max,gradient_effective_rank_participation_ratio,coverage_nearest_distance_mean,coverage_nearest_distance_median,coverage_nearest_distance_p90,coverage_nearest_distance_max,active_label_count,candidate_pool_size,recent_validation_nrmse,recent_validation_last_step_delta,recent_validation_2step_linear_slope_per_label,recent_validation_3step_linear_slope_per_label,seed,source_trajectory,anchor_budget,state_kind,gradient_bank_hash,ivr_integrated_variance_before,ivr_predicted_total_reduction_B32,ivr_predicted_relative_reduction_B32,maxdet_total_marginal_logdet_gain_B32,lcmd_largest_cluster_score_first,strategy,rollout_step,gradient_extraction_seconds
146.4645978287516,142.33803223265235,97.43025435167088,310.24872357154624,440.7646618478232,1345.9334085162857,5.918337489924446,60.65981582295431,47.17950093984815,132.8671287623044,539.054376643262,429,2901,0.6515450624375811,-0.0893517809295513,-0.0020572014346423,-0.0020291675635092,157,gradient_lcmd,429,anchor,3449ab6321d039f8b0ad2f8cf537bd007866970e2bafa6d92913b1d382d9dfc5,0.1306154563185,0.0179638067636079,0.1375320139739359,14.068117511105246,640383.1599688816,,,
183.72625287814577,149.79574800712106,124.7503058340327,376.5407750023126,505.7388847257359,1274.4820524186437,8.712205093119318,54.24855786822692,58.705120690232526,113.012711875371,369.05846112399314,653,2677,0.4039460504307658,-0.035750774862851,-0.0007215774318896,-0.0007753617423123,157,gradient_lcmd,653,anchor,76e6520c10e0a2fea8933d6b0dc5a6170e0884a534090e27d14fde9d1c2903ad,0.1219525778589517,0.0073840857557859,0.0605488287777425,10.539750819005192,240270.00542543828,,,
151.205048259335,146.42371547517047,100.41150195610102,324.4055757652482,474.3242539769274,1449.5834333138644,5.993277036984136,62.18260675712989,51.54122741022374,129.20639492287629,426.0848626428347,429,2901,0.6301707147879916,-0.1166645488701066,-0.0020089959524457,-0.0021345585764706,157,kernel_ivr,429,anchor,5cf88f2406797905e2ff6e54a3d90da66671e3d39d651ad04df263a8a08a8669,0.1193423028499193,0.0124098738781888,0.1039855405990876,11.620349955115556,501278.0610206672,,,
174.84140249521985,154.0493353876872,117.46598358201588,370.2319461930677,515.8466503935625,1238.8936738392342,7.368644990663929,59.15401871427962,58.96995751716544,121.19881618598144,284.21801734402646,653,2677,0.4500117188989112,-0.0286618270560811,-0.001038500677211,-0.0008569315953749,157,kernel_ivr,653,anchor,52ba049623090646b8745c62c469370a454470b68c18693c409dfc38fd939ff9,0.1002813720128085,0.0039772087736702,0.0396604942058659,6.4567567849077285,377184.79644694785,,,
171.19031472070878,187.36934329470722,104.46600078043818,368.55497535716717,566.5382487333816,1611.8809385616946,4.641154314814492,63.474885387960036,52.069015599506784,130.9462964091226,505.9961425841772,461,2869,,,,,157,gradient_lcmd,429,branch_after_1,220a6cee89d6c64d10f58c53f15e19ac62e027aec04b9c0a621daba492b7f5a2,,,,,,gradient_lcmd,1.0,40.74998495900218
141.68267008798102,138.93253324628387,88.74435494582706,304.20692379860327,447.5346757052527,1297.8337778040975,6.198286285692199,50.896541115066114,40.14362311494267,113.92300876345281,360.1217693527263,461,2869,,,,,157,gradient_lcmd,429,branch_after_1,b12ea6154de7019b70abf521add0560a008b50fee9b75cea32e36547ee82a50c,,,,,,kernel_ivr,1.0,39.04167329100164
160.3374404334803,154.21367064273585,104.77883079867154,341.7315609235502,477.3383746587771,1268.9122016135411,5.8851961101204076,65.44012767312326,52.76672124735625,138.08227277752314,582.3783898413379,461,2869,,,,,157,gradient_lcmd,429,branch_after_1,0888d50bbdf9d2cfdb22fb5f43f118c83ff695148909852e34273609dec5072a,,,,,,gradient_maxdet,1.0,42.98103429200273
182.36803167892316,161.57923173387908,124.95050966543786,368.5417100321407,521.0928932575682,1359.0932888012392,6.935227224887757,48.04528813279316,51.04289628126238,101.58028398946121,389.70111500383837,685,2645,,,,,157,gradient_lcmd,653,branch_after_1,b8e46ad4f1d937b74775d71212e15059a449e39efcaf6d18bf0de535265bb9a5,,,,,,gradient_lcmd,1.0,43.92846195900347
178.28789078531003,161.12016094495905,116.97647797424662,372.46350179026007,490.51766118759394,1409.7477481232113,8.498194001429486,49.0392778345176,52.80062108991304,105.1485682389793,309.5023944981889,685,2645,,,,,157,gradient_lcmd,653,branch_after_1,5daa08e201c39b44c7aceefa69a1abc2a14a9cbe1a945dc71047712e8a421a3b,,,,,,kernel_ivr,1.0,42.035460416002024
169.36376462874097,156.85426413169108,106.65341338254545,373.50088388795683,507.03483637490456,1189.7044146491976,8.08215322367001,44.69081810102804,45.5431306606952,93.4651387837584,279.9839541311894,685,2645,,,,,157,gradient_lcmd,653,branch_after_1,711d541e525dbcbdf7344f8a463204ff34b15e85d68777480f450a9349746f7b,,,,,,gradient_maxdet,1.0,41.71001708400581
159.09075639000332,163.69445818547703,96.00937533487831,356.3366501908703,520.8705344070356,1367.841913602718,5.384086711027087,59.88195622732037,48.06084954251717,130.45996183235604,439.5634598413802,461,2869,,,,,157,kernel_ivr,429,branch_after_1,68fd7219c994730a773cf5e4b00f63285fbf23dcba19b299f0e1fecaaf07cc4f,,,,,,gradient_lcmd,1.0,40.78873495899461
156.2541609916458,150.76028267943997,99.68209943737449,343.36913972934394,482.6876710021883,1374.4284154524164,5.815092292231369,59.31535159591376,48.74667905913961,129.70236750422697,468.5897051328335,461,2869,,,,,157,kernel_ivr,429,branch_after_1,37db370201f85c72e5829fc40808ee4bb742d029440fa755d55c30fff772e94b,,,,,,kernel_ivr,1.0,40.09486966699478
144.4724922712745,133.5755182672034,95.59281699480604,306.7197344046476,440.8412397752267,1094.414461227034,7.336961834670695,60.06515230282935,49.31370830157567,127.97648093295112,394.889171390951,461,2869,,,,,157,kernel_ivr,429,branch_after_1,a272cdd655d5525f33f936f41fec9e27558f3fd355a79931f3ff06c8ee879e13,,,,,,gradient_maxdet,1.0,49.17614620899985
180.54856682998414,165.31074491803085,112.60072491512352,390.79859536851615,528.4063611872872,1429.4357437818815,7.851240633472693,56.14083833860523,54.92483754739784,115.61116137278971,318.82871982061687,685,2645,,,,,157,kernel_ivr,653,branch_after_1,cdf405c847c07c8830851da2556beda84e61c5097cf9564b221a84b387f6f87a,,,,,,gradient_lcmd,1.0,39.43284729200241
171.4384261142638,162.58050684089855,107.7168162696274,387.17950644263897,509.1173923798044,1397.4362750056632,5.870113079145884,54.61318075476313,49.790950125006304,113.70899022811341,258.8285430737741,685,2645,,,,,157,kernel_ivr,653,branch_after_1,67c7700fdd7b7c31e187d5cb077e304721daff8d6e101c1dc217352fd3789741,,,,,,kernel_ivr,1.0,38.85992850000184
