protocol,seed,path,target_data_path,target_data_sha256,rows,role_counts,unique_sample_ids,role_union_rows,all_pairwise_disjoint,unique_test_compounds,sha256,ok
A,42,experiments/d28_al_engineering/partitions/e4_8g_protocol_a_row_seed_42.csv,experiments/g0_3_threshold_sensitivity/canonical_8g_no_threshold.csv,4cc533b00c4528053c7f033645c50a7d03b35bfff3fcfe4c3f684376ac136203,574,"{""l0_train"": 42, ""l0_validation"": 8, ""test"": 58, ""u0"": 466}",574,574,True,47,37b1a5972c66176b7baa1416cc88abca6fbb83b55f5ef99bd4c4230a487915f4,True
A,525,experiments/d28_al_engineering/partitions/e4_8g_protocol_a_row_seed_525.csv,experiments/g0_3_threshold_sensitivity/canonical_8g_no_threshold.csv,4cc533b00c4528053c7f033645c50a7d03b35bfff3fcfe4c3f684376ac136203,574,"{""l0_train"": 42, ""l0_validation"": 8, ""test"": 58, ""u0"": 466}",574,574,True,44,3cc11a5cdc96e9d4aca4699c7256af8449109d12d2ae6d8e0a4d3d2647d41878,True
A,1101,experiments/d28_al_engineering/partitions/e4_8g_protocol_a_row_seed_1101.csv,experiments/g0_3_threshold_sensitivity/canonical_8g_no_threshold.csv,4cc533b00c4528053c7f033645c50a7d03b35bfff3fcfe4c3f684376ac136203,574,"{""l0_train"": 42, ""l0_validation"": 8, ""test"": 58, ""u0"": 466}",574,574,True,45,8e1aae991d1854b4ce36faa1486587c3627cf4573ebcf26bab1584de7f1c5cf0,True
B,42,experiments/d28_al_engineering/partitions/e4_8g_protocol_b_compound_seed_42.csv,experiments/g0_3_threshold_sensitivity/canonical_8g_no_threshold.csv,4cc533b00c4528053c7f033645c50a7d03b35bfff3fcfe4c3f684376ac136203,574,"{""l0_train"": 42, ""l0_validation"": 8, ""test"": 87, ""u0"": 437}",574,574,True,13,62df5924d8d9199a94dd00572555622680a975624dfe25e9a39ddc42b25b9fd8,True
B,525,experiments/d28_al_engineering/partitions/e4_8g_protocol_b_compound_seed_525.csv,experiments/g0_3_threshold_sensitivity/canonical_8g_no_threshold.csv,4cc533b00c4528053c7f033645c50a7d03b35bfff3fcfe4c3f684376ac136203,574,"{""l0_train"": 42, ""l0_validation"": 8, ""test"": 89, ""u0"": 435}",574,574,True,14,669531bbd7efce03e5de5cf74d7ab74bf039aa12e5e112b80c8a5e22295d9cca,True
B,1101,experiments/d28_al_engineering/partitions/e4_8g_protocol_b_compound_seed_1101.csv,experiments/g0_3_threshold_sensitivity/canonical_8g_no_threshold.csv,4cc533b00c4528053c7f033645c50a7d03b35bfff3fcfe4c3f684376ac136203,574,"{""l0_train"": 42, ""l0_validation"": 8, ""test"": 85, ""u0"": 439}",574,574,True,12,27ebc27f5e733afc2a9603080344c423a098971b52a20f93a0da365fda616457,True
