outer_seed,strategy,round,budget_before,mean_transfer_prediction_shift,mean_target_ensemble_uncertainty,mean_quantile_width,mean_latent_distance,mean_target_representativeness,mean_pool_knn10_distance,mean_true_standardized_error_after_reveal,mean_label_extremeness_after_reveal,next_round_delta_test_NRMSE_posthoc,test_usage
42,pretrained_coverage,3,70,3.2510077378149043,1.4609902963489385,1.5978664903881181,6.2890059756579095,-5.175968469651908,5.175968469651908,1.5468353779500998,0.34622835624073284,-0.11443973470096869,posthoc_mechanism_only
42,pretrained_coverage,4,80,2.3945910982114484,1.0913694572950585,0.6999500112240512,5.966139044768714,-5.631264211639934,5.631264211639934,1.3384365631279853,0.661118415902973,-0.049126791696345484,posthoc_mechanism_only
42,pretrained_coverage,5,90,1.894764526781639,0.7344328663225241,0.9144992770484922,4.828612002060189,-4.5324262879752215,4.5324262879752215,0.7780555486383158,0.39618122582359283,-0.0027342691479010917,posthoc_mechanism_only
42,pretrained_coverage,6,100,1.6772618229686216,0.5608897515391871,0.6569571851219752,5.039306713708049,-5.143817288436952,5.143817288436952,1.158673714325064,0.7047281264899163,0.02500555129623283,posthoc_mechanism_only
42,pretrained_coverage,7,110,1.707532185226723,0.532699423551599,0.35977524802399713,4.740636933611695,-4.368426939950149,4.368426939950149,0.6581563773934672,0.4531602275858339,-0.13221661919824135,posthoc_mechanism_only
42,pretrained_coverage,8,120,1.7947887430518414,0.3741466275161334,0.6913353463221993,4.423833692412171,-4.40366506750273,4.40366506750273,0.6865229507286787,0.4208347216815397,-0.013048203341689768,posthoc_mechanism_only
42,pretrained_coverage,9,130,1.3172423887248834,0.22874464828504854,0.41671906161340616,4.323864389401228,-4.075749143966866,4.075749143966866,0.823739156815629,0.4708314617148236,0.009164232382782522,posthoc_mechanism_only
42,pretrained_coverage,10,140,0.9335954659934748,0.2269345755356095,0.3536511465301083,4.263771571295677,-3.6719191274114715,3.6719191274114715,0.4367130989891697,0.5206911951875555,0.017971164582143095,posthoc_mechanism_only
42,pretrained_coverage,11,150,0.7860666123024688,0.1037864444400262,0.3303105484338948,4.169345298585933,-3.3100912038227195,3.3100912038227195,0.5126398504553443,0.5658659704529468,0.02988788333958292,posthoc_mechanism_only
42,pretrained_coverage,12,160,1.488338602725876,0.30820725575337227,0.4396836492686524,4.687409914285268,-4.407796605521591,4.407796605521591,0.9725822991188207,0.4848064917390185,0.01638905480853592,posthoc_mechanism_only
42,pretrained_coverage,13,170,1.3746769614713474,0.1382833425985152,0.4697776500306777,4.781547104389981,-4.317446828132394,4.317446828132394,0.7378198403370184,0.5306508086282938,0.025960353431328298,posthoc_mechanism_only
42,pretrained_coverage,14,180,1.4182087144485567,0.23055295133525894,0.37072016621199433,4.6134142716746585,-4.368511625649847,4.368511625649847,0.6063429836504491,0.43249790078900735,-0.024378256109920726,posthoc_mechanism_only
42,pretrained_coverage,15,190,1.0482633632326608,0.15348938432211237,0.3854723664738823,4.290157513120732,-3.9890072692442082,3.9890072692442082,0.4064691733126461,0.6122578431758716,-0.006223691199492842,posthoc_mechanism_only
42,pretrained_ensemble,1,50,3.7937253125294617,6.175890963457645,2.1709269809482508,21.33779298054558,-14.860341313487975,14.860341313487975,2.207931953224625,2.329443007263922,-0.15518527450438813,posthoc_mechanism_only
42,pretrained_ensemble,2,60,2.449585477026388,1.9605908465851531,1.5056762363464422,8.437150386571522,-7.692270422499119,7.692270422499119,1.6577907805581824,0.7541924123355443,0.023087736624078037,posthoc_mechanism_only
42,pretrained_ensemble,3,70,3.646799534171335,1.8330791165717315,1.1631707042340458,10.101069228238728,-10.16341180966707,10.16341180966707,1.8706888024666046,1.4401983504349254,-0.017673215212332005,posthoc_mechanism_only
42,pretrained_ensemble,4,80,2.624804341541064,1.9677678805312744,0.47196234749955285,6.6054770400464635,-7.136329548331223,7.136329548331223,1.5368221662731796,0.7933795349140113,0.013301371269015094,posthoc_mechanism_only
42,pretrained_ensemble,5,90,1.8985330426963212,1.3716027121100756,0.3108465128602003,5.876770885536592,-5.7763337507906405,5.7763337507906405,0.6584798675598622,0.571363600896252,-0.0361547977936586,posthoc_mechanism_only
42,pretrained_ensemble,6,100,1.9515846851888896,1.3346575256710682,0.6127551900538829,4.70259170261304,-3.947038404354803,3.947038404354803,0.6488378481601145,0.48061473412514344,-0.06291267602151929,posthoc_mechanism_only
42,pretrained_ensemble,7,110,1.6804749312102878,0.713153472849908,0.14801052101408962,4.87232737003386,-5.109101933310873,5.109101933310873,0.5003871588423485,0.5150157679321546,0.0025409057687210135,posthoc_mechanism_only
42,pretrained_ensemble,8,120,1.2652216803526173,0.48264249762091227,0.7669352295290647,3.731625665560724,-2.9272342687450443,2.9272342687450443,0.3603022465519534,0.5378856510997932,-0.009052188339120137,posthoc_mechanism_only
42,pretrained_ensemble,9,130,1.278257390075656,0.3120747656814177,0.8624430817688941,4.476194574302489,-4.089270155965492,4.089270155965492,0.37311661364717286,0.5672826217632656,-0.007844472159940885,posthoc_mechanism_only
42,pretrained_ensemble,10,140,1.3939002451240452,0.27078575292057,0.8893244622618844,4.6863337244068575,-4.5589712044329245,4.5589712044329245,0.34284936779306835,0.45448486421465956,-0.010241168455360161,posthoc_mechanism_only
42,pretrained_ensemble,11,150,1.3871507948939545,0.21347554768806312,0.8379132126568154,4.426560883345826,-4.656210623053631,4.656210623053631,0.5413894902734099,0.4812507642715123,0.002698394502386847,posthoc_mechanism_only
42,pretrained_ensemble,12,160,1.1547989313518738,0.1694584307217327,0.8021294857658852,4.173532988606605,-4.449899044665633,4.449899044665633,0.322487197859738,0.5041891116062678,-0.010892821043731349,posthoc_mechanism_only
42,pretrained_ensemble,13,170,0.6314744872944814,0.11536316486892043,0.5266662385311984,4.252947982283996,-3.600152591235859,3.600152591235859,0.27551193358174875,0.6249713595235686,-0.014507207445557335,posthoc_mechanism_only
42,pretrained_ensemble,14,180,0.8664791893702468,0.09828579865672046,0.6811315744042817,4.5034757668436765,-4.676033027908939,4.676033027908939,0.6651643105304643,0.45699242711825,0.0031770011128291475,posthoc_mechanism_only
42,pretrained_ensemble,15,190,1.352760242723101,0.08669584205038364,0.8375740476984813,4.659784106408948,-6.6410717436537805,6.6410717436537805,0.5066020703548434,0.8547643346253373,-0.011183896678583771,posthoc_mechanism_only
42,pretrained_hybrid,1,50,5.099772617520613,3.8271065182710884,3.014138686061277,31.165150587916504,-21.338728512028823,21.338728512028823,2.6083920210145566,4.103049545507864,0.02142163215382753,posthoc_mechanism_only
42,pretrained_hybrid,2,60,4.052568789241514,2.3359218818019367,0.12783028009583178,8.328319441053964,-7.5869413380123705,7.5869413380123705,1.6957935639062853,0.871170189288879,0.05658615722633398,posthoc_mechanism_only
42,pretrained_hybrid,3,70,2.8065836461024634,2.126141616221203,1.4428527928129506,6.440488970190995,-5.640807547638866,5.640807547638866,1.7020777894110004,0.6071422248429945,-0.04165844041294986,posthoc_mechanism_only
42,pretrained_hybrid,4,80,2.7793442383204527,1.4426157217454447,0.8967932073230648,5.5178334338019255,-5.051142236725856,5.051142236725856,1.6009526554592781,0.567959972535182,-0.14247361548672322,posthoc_mechanism_only
42,pretrained_hybrid,5,90,2.481853019614689,0.75457578837176,1.1050777865734118,5.164368393962902,-4.648847942285308,4.648847942285308,0.922726767141377,0.2978623067493658,-0.050525718708270606,posthoc_mechanism_only
42,pretrained_hybrid,6,100,1.6024464785067694,0.3824395532448139,0.8856952873830665,4.50108437437717,-4.057036966788127,4.057036966788127,0.5937913899807221,0.4828735225100361,0.023174910379641367,posthoc_mechanism_only
42,pretrained_hybrid,7,110,1.8404877464840248,0.8955095229514172,0.4846134412443789,4.857867141935737,-5.420851294694597,5.420851294694597,0.4824577395972489,0.4767939849314894,-0.0468425774632103,posthoc_mechanism_only
42,pretrained_hybrid,8,120,1.260079190185344,0.3672357955460594,0.2589295619461994,4.076437293803258,-4.019267976620528,4.019267976620528,0.5155156550794596,0.5096470857019993,-0.07549695933733935,posthoc_mechanism_only
42,pretrained_hybrid,9,130,1.0041483681638455,0.2596256516448604,0.56460477572327,4.646699577310302,-4.000458211408178,4.000458211408178,0.5414298217655972,0.4998296811789418,0.0014209913133558238,posthoc_mechanism_only
42,pretrained_hybrid,10,140,1.17977437634556,0.21549882042295457,0.6157444812103304,4.262429120373087,-3.795493677344011,3.795493677344011,0.42833156661466176,0.5165310532240368,-0.04117585766047416,posthoc_mechanism_only
42,pretrained_hybrid,11,150,0.7720109695500045,0.34535953420127397,0.44903380271986004,4.005618971594109,-3.5332836813843884,3.5332836813843884,0.4794705208446941,0.5217209714089835,-0.00018309093656376785,posthoc_mechanism_only
42,pretrained_hybrid,12,160,1.5692694215979548,0.2573794140013376,0.7718545957611772,4.345625240931444,-4.57123541091031,4.57123541091031,0.4907932086440554,0.4267893402159254,0.02257428539212769,posthoc_mechanism_only
42,pretrained_hybrid,13,170,0.9603625333635213,0.14892353917135134,0.4145332093397629,4.097506129691353,-3.400011480227924,3.400011480227924,0.3323226296345083,0.583039962727897,-0.007092287173488421,posthoc_mechanism_only
42,pretrained_hybrid,14,180,0.9642253383344537,0.1951296170983497,0.4103403266057586,4.3384139514778095,-4.393333168473646,4.393333168473646,0.71504723359766,0.5537727968631527,0.0631760430050633,posthoc_mechanism_only
42,pretrained_hybrid,15,190,1.2224193026041776,0.19245664701023238,0.5696441279685387,5.005517173538442,-4.492668705070068,4.492668705070068,0.6040692472975102,0.5775333057635537,0.05257116967214348,posthoc_mechanism_only
42,pretrained_quantile_width,1,50,6.670591957576318,2.299017619159299,3.75502671954636,32.47915946604631,-22.816372308375932,22.816372308375932,2.473270291008103,4.4102980503308915,0.10298330942998768,posthoc_mechanism_only
42,pretrained_quantile_width,2,60,4.569772205417438,4.487710186585177,2.1087045944261216,6.270920073473258,-6.8476692375447765,6.8476692375447765,2.4919621416909585,0.5713933167470601,-0.12728157442757582,posthoc_mechanism_only
42,pretrained_quantile_width,3,70,2.6377616808872406,3.552993121731975,0.8877520263479746,7.682890479423017,-8.223937104778795,8.223937104778795,1.68558795433587,0.6582621193403756,-0.01542018259040323,posthoc_mechanism_only
42,pretrained_quantile_width,4,80,0.8643396548726969,0.19159683946868572,0.34702267504819967,6.783633763402738,-3.783607955038395,3.783607955038395,0.46506373099435383,0.7383726806913208,-0.004643926184630387,posthoc_mechanism_only
42,pretrained_quantile_width,5,90,2.698526707516594,1.954927118707118,1.2620795883296243,5.719158550462378,-5.219171918650316,5.219171918650316,1.285384168156799,0.3842853982349714,-0.1013453379267143,posthoc_mechanism_only
42,pretrained_quantile_width,6,100,1.0320361671106393,0.38293157473750966,0.340045185519918,5.529542903671695,-4.346211333125931,4.346211333125931,0.6879959535972803,0.45972991478255565,-0.010903712751273997,posthoc_mechanism_only
42,pretrained_quantile_width,7,110,2.105300330658546,0.42753445774416904,1.2146637166830556,4.807318732292199,-4.904550739868115,4.904550739868115,1.298859974998548,0.4471440704599702,0.1472971974666174,posthoc_mechanism_only
42,pretrained_quantile_width,8,120,1.4913817627726698,0.4807729201294479,0.3161362823742021,4.562642028109533,-4.501720028186177,4.501720028186177,0.3949304059087261,0.5805405420603138,-0.036729756318805595,posthoc_mechanism_only
42,pretrained_quantile_width,9,130,0.5867997598218262,0.09494521608733612,0.2459152600763347,3.456054058615634,-2.9883755483841736,2.9883755483841736,0.22458885268652465,0.7789162783876362,-0.007457523201529037,posthoc_mechanism_only
42,pretrained_quantile_width,10,140,2.265851009319074,0.2922740163045108,0.6786639284515732,4.945779582298883,-5.637643666769673,5.637643666769673,0.4769561268901522,0.26801525887843675,-0.03219542951253662,posthoc_mechanism_only
42,pretrained_quantile_width,11,150,1.1427020870181415,0.2452973435977659,0.31559019529877136,4.351394046258436,-3.907708508319466,3.907708508319466,0.32963728868572684,0.49850353129619335,-0.004928874944041706,posthoc_mechanism_only
42,pretrained_quantile_width,12,160,1.286365576754417,0.156582499447293,0.5541706513640394,4.411911207018308,-4.461876074640398,4.461876074640398,0.6650258307654149,0.2772813350845766,-0.031735303811518456,posthoc_mechanism_only
42,pretrained_quantile_width,13,170,1.1657741752714563,0.21801141336468746,0.7018758745367705,3.977056273201911,-3.8000604714453523,3.8000604714453523,0.3942401521561855,0.3749781408414789,0.008535338537696946,posthoc_mechanism_only
42,pretrained_quantile_width,14,180,1.0090282602088538,0.053069283668848555,0.468120793291654,4.321380301142233,-4.372649992959249,4.372649992959249,0.24633438479905637,0.44327678449703106,-0.003704497715431465,posthoc_mechanism_only
42,pretrained_quantile_width,15,190,0.9511539536142888,0.2522712514424769,0.45660816537517634,5.108067315823066,-4.521049139096324,4.521049139096324,0.25565300497518806,0.5320031244719646,-0.006534239077784387,posthoc_mechanism_only
525,pretrained_random,1,50,0.5431464805391373,0.1645971084584435,0.6210112383360124,5.879860272134163,-4.09463602671469,4.09463602671469,0.28777117532467755,0.4982844627018882,-0.0005625045222770186,posthoc_mechanism_only
525,pretrained_random,2,60,0.4106774943600257,0.15117761305968874,0.5728859110415395,5.5419389047648515,-3.4369032035990097,3.4369032035990097,0.3944983972448815,0.3645989318704904,-0.010786104559644571,posthoc_mechanism_only
525,pretrained_random,3,70,0.944230947245307,0.1061441580904636,0.9811500241463553,5.455742085713084,-4.277513155802274,4.277513155802274,0.4170509013054054,0.32389691033573975,-0.00900487356138091,posthoc_mechanism_only
525,pretrained_random,4,80,0.7015178005648486,0.09291974352387697,0.8651302681181081,6.047518833605255,-5.011125461469989,5.011125461469989,0.5261671166668116,0.6893386969372084,0.003814909559863744,posthoc_mechanism_only
525,pretrained_random,5,90,0.40931298027980006,0.07059695854151041,0.5729108847328963,4.600082217873837,-3.707132749315499,3.707132749315499,0.3878031384214515,0.47853574044036823,0.004397102102612349,posthoc_mechanism_only
525,pretrained_random,6,100,0.8918894484704933,0.22951113272080198,0.9490068239516918,5.750519149471165,-5.20048500217821,5.20048500217821,0.39333104685674314,0.35693189236795886,-0.0096146636484572,posthoc_mechanism_only
525,pretrained_random,7,110,0.9100610472046423,0.09520909635650603,0.9160686725516916,5.536909952514174,-5.018063137250997,5.018063137250997,0.6174152509672594,0.5751438074545546,-0.008578089930422417,posthoc_mechanism_only
525,pretrained_random,8,120,0.9466198215263308,0.1319371763795444,0.9975837475812595,5.520773916935631,-5.078793782238943,5.078793782238943,0.5037273128071604,0.476427434731961,-0.0037912400912731847,posthoc_mechanism_only
525,pretrained_random,9,130,1.3908233998360484,0.5402241212080692,1.415445293549569,8.80025363960564,-7.6304186476131886,7.6304186476131886,1.4845790273739217,1.8295903177877257,0.07386655176434642,posthoc_mechanism_only
525,pretrained_random,10,140,1.0817298170397838,0.45134930292612446,1.1841057264660766,7.555931415102874,-6.4540788334906996,6.4540788334906996,0.9970882100580274,1.213698077284199,0.07731278405041964,posthoc_mechanism_only
525,pretrained_random,11,150,0.19050203499011803,0.060859574518595215,0.49008877586325744,3.4220645676543198,-3.3535888422784454,3.3535888422784454,0.497399123679109,0.3626111920426223,-0.009462728613478188,posthoc_mechanism_only
525,pretrained_random,12,160,1.0966350108324403,0.2076487074862628,1.1432147914483797,5.405727141970149,-5.336733606345816,5.336733606345816,0.9380230243768495,0.6453722503038027,-0.0077158189627714036,posthoc_mechanism_only
525,pretrained_random,13,170,0.49083659695405696,0.13799269839933426,0.6888910723363244,4.555242758160473,-4.683241227777705,4.683241227777705,0.3889220696263184,0.36295497812316574,-0.0059126769328919915,posthoc_mechanism_only
525,pretrained_random,14,180,0.3247074722473049,0.055772816802190595,0.5823924084206585,3.5482974076246547,-3.371396427043803,3.371396427043803,0.3773152738575525,0.3769288359784598,-0.007034810513169565,posthoc_mechanism_only
525,pretrained_random,15,190,0.47565837617672574,0.08376164124965951,0.6414513273190641,3.828259871093512,-3.778691786571342,3.778691786571342,0.48002308063853016,0.35207664455571963,-0.02089355017526362,posthoc_mechanism_only
525,pretrained_coverage,1,50,2.898475544836711,1.3909750984488873,2.44223805253,15.796556726467847,-11.309871507853282,11.309871507853282,3.5672734862180775,2.804955603981128,0.22044511351496165,posthoc_mechanism_only
525,pretrained_coverage,2,60,3.1011302803293384,4.522455381208345,1.7656643110800498,7.178955752055558,-6.534202861588417,6.534202861588417,1.7982825731489822,0.7327941633739546,-0.002293564851119534,posthoc_mechanism_only
525,pretrained_coverage,3,70,2.446881088640792,6.331755812534597,1.7814487084749242,5.967147304865446,-5.490903185846209,5.490903185846209,1.8090539077050156,0.505984095738899,-0.0790479220044149,posthoc_mechanism_only
525,pretrained_coverage,4,80,1.7562329030577666,0.7502550453797511,1.297129993933801,4.958356062859352,-4.938878507982581,4.938878507982581,0.9488210917408224,0.5675681079003686,-0.04013088112588037,posthoc_mechanism_only
525,pretrained_coverage,5,90,2.249888316082897,0.8289109240481617,1.3068291833936234,4.59392382692966,-5.046462439577289,5.046462439577289,0.8779314644710219,0.5492192865748794,0.002498884602362361,posthoc_mechanism_only
525,pretrained_coverage,6,100,1.2428383763937605,0.5011470593296188,0.8828511858136713,4.247941911635889,-3.607758921178614,3.607758921178614,0.5023489945224207,0.45838840629266214,-0.013260437151246585,posthoc_mechanism_only
525,pretrained_coverage,7,110,1.1062416124606311,0.2470713698125533,0.8410793242790977,4.241587584198024,-3.5767522985241262,3.5767522985241262,0.7621851091396273,0.5129312647669387,0.0006050826157290023,posthoc_mechanism_only
525,pretrained_coverage,8,120,0.8404311238643126,0.24588126124081627,0.701247516243144,4.019935231105823,-3.4075038539273543,3.4075038539273543,0.6433113451437753,0.4163643639216817,0.000985106033744465,posthoc_mechanism_only
525,pretrained_coverage,9,130,0.9605210379673096,0.40627238124820914,0.8323081223177663,4.092634454620406,-3.8571041093625267,3.8571041093625267,0.39787171054686343,0.5154835349210984,-0.003757952819894883,posthoc_mechanism_only
525,pretrained_coverage,10,140,0.5102333219638922,0.23953745422141354,0.6169254421071922,3.9607212028811305,-3.143990422769043,3.143990422769043,0.46926550723387167,0.5857955617592803,-0.014152192201880354,posthoc_mechanism_only
525,pretrained_coverage,11,150,0.940339312887288,0.499432592048377,0.8555930487816081,3.9645054444464436,-3.95518296180256,3.95518296180256,0.403445945025856,0.40452882712110805,-0.0010018281454216016,posthoc_mechanism_only
525,pretrained_coverage,12,160,0.8156021066667579,0.16404067029001262,0.8063265128917706,3.8971809693220565,-3.886837223044073,3.886837223044073,0.56233968009199,0.48203032560036296,0.02393385091736644,posthoc_mechanism_only
525,pretrained_coverage,13,170,0.5198945810855302,0.2985558453009341,0.6723170444709627,3.9172414860142126,-3.4819174244412627,3.4819174244412627,0.4584848627077046,0.4252971910830959,-0.10575025034451002,posthoc_mechanism_only
525,pretrained_coverage,14,180,0.7640660430263737,0.2794907600999002,0.6514253589993186,3.727130264639187,-3.2415086806493116,3.2415086806493116,0.43553590722722346,0.4864686001350161,-0.020982982310378206,posthoc_mechanism_only
525,pretrained_coverage,15,190,0.5915604881402482,0.3783860850716407,0.6311671306628972,3.8294632887601123,-3.359336328200122,3.359336328200122,0.35636867156824514,0.5262198360057159,0.004994069051543315,posthoc_mechanism_only
525,pretrained_ensemble,1,50,3.0453930637267654,2.341483749421544,2.4368350285317133,13.427408080989167,-10.205708064821481,10.205708064821481,3.2930064503436376,2.7917679177759216,0.2794066231915231,posthoc_mechanism_only
525,pretrained_ensemble,2,60,3.4067341463672163,3.5905598361318356,1.600190920963339,6.051215497060549,-4.864678457699,4.864678457699,2.4600748705143607,0.4495730650231768,-0.07236923751203395,posthoc_mechanism_only
525,pretrained_ensemble,3,70,3.8047265918511615,5.612987187431673,2.040633283474615,7.085031933552145,-6.97542837313523,6.97542837313523,1.8724591948550349,0.7283288575236027,0.02272121790055137,posthoc_mechanism_only
525,pretrained_ensemble,4,80,1.8700490877908151,1.479039295512669,1.1378092521497423,6.234545481683777,-5.0979000495748545,5.0979000495748545,0.9726200082632431,0.7659066713005666,-0.04477422114041296,posthoc_mechanism_only
525,pretrained_ensemble,5,90,1.4569002652246195,1.0062782508101844,1.0461891061770099,4.488662614180294,-4.065402544175885,4.065402544175885,0.44617748051226885,0.41348426037973873,-0.005235058100314216,posthoc_mechanism_only
525,pretrained_ensemble,6,100,1.2688189832391497,0.7325679172685935,0.959380934494774,3.8855040386886395,-3.5303544875632227,3.5303544875632227,0.6438969045854148,0.4583121744784163,-0.043325100429878916,posthoc_mechanism_only
525,pretrained_ensemble,7,110,0.5657162809021761,0.7000117922630407,0.6814829327289622,3.440477306064299,-3.217678463508777,3.217678463508777,0.4591596003135524,0.5659751287312089,-0.012731991971720369,posthoc_mechanism_only
525,pretrained_ensemble,8,120,0.8540613346227401,0.736289949542802,0.7962601630821402,4.341303338313703,-4.161242658830686,4.161242658830686,0.7142227357638771,0.5104246485714654,-0.019773201859607625,posthoc_mechanism_only
525,pretrained_ensemble,9,130,1.7040812112031198,0.6523619527078608,1.343885465377538,4.664883397394473,-5.873304250146637,5.873304250146637,0.8011838881267369,0.4611069056934027,-0.02466989758220517,posthoc_mechanism_only
525,pretrained_ensemble,10,140,0.4473263049952938,0.45738750989020016,0.6706019196138722,3.4530117859017024,-3.254187955844344,3.254187955844344,0.5453406765331086,0.6017646898315492,-0.014811329216456226,posthoc_mechanism_only
525,pretrained_ensemble,11,150,0.8016852379061395,0.4002146245294364,0.7278200073397554,3.876841628737041,-3.545736562777153,3.545736562777153,0.7196705041261645,0.38025056460430673,-0.017199459719638432,posthoc_mechanism_only
525,pretrained_ensemble,12,160,0.4666042242046376,0.42370833159884863,0.599447486288627,3.6809340623946207,-3.2696234146822105,3.2696234146822105,0.5191143826716086,0.610219035673986,0.04479496120656745,posthoc_mechanism_only
525,pretrained_ensemble,13,170,1.0193297059680013,0.5241490547695075,0.9152460606832025,4.337738175011647,-4.545378937670317,4.545378937670317,0.4835943113591238,0.4653574862421035,-0.05890808195315789,posthoc_mechanism_only
525,pretrained_ensemble,14,180,1.0042256398479055,1.246229272765707,0.6299791562200204,4.009745306636276,-3.8629805597451905,3.8629805597451905,0.47430293384874017,0.49700699281333016,-0.00016168442323394316,posthoc_mechanism_only
525,pretrained_ensemble,15,190,1.3520458223475242,0.4287469766564686,0.8205986736041521,4.507007776971562,-5.553956457577313,5.553956457577313,0.3335724192712121,0.5539820891070765,-0.04344947218337314,posthoc_mechanism_only
525,pretrained_hybrid,1,50,2.811837351968141,1.5705168133639096,2.3790785151976603,14.840190636508897,-11.113894255318515,11.113894255318515,3.5390742546025296,2.8008040213462255,0.19566244796577426,posthoc_mechanism_only
525,pretrained_hybrid,2,60,3.434498290084572,3.9122982965154685,2.012531875115893,7.347351058524794,-6.4386449985610925,6.4386449985610925,1.646870827658892,0.7125686486100424,0.00821403193790271,posthoc_mechanism_only
525,pretrained_hybrid,3,70,2.1838189778700263,2.088602905407478,1.4506898880524797,5.869887231328616,-5.606669766186575,5.606669766186575,1.6823545735434102,0.62323187590212,0.002698737835822085,posthoc_mechanism_only
525,pretrained_hybrid,4,80,1.956369285625375,1.3881076088579571,1.3522162943389273,5.281463043814341,-5.24447862882459,5.24447862882459,0.989883656898255,0.4340858303863637,-0.008124118407548675,posthoc_mechanism_only
525,pretrained_hybrid,5,90,1.3639559219147508,1.070916372685441,1.2008309552049468,4.491481370687668,-4.311417712136925,4.311417712136925,0.9498937085294497,0.515591795603654,-0.0754577817504315,posthoc_mechanism_only
525,pretrained_hybrid,6,100,1.3223637909602868,0.674988488861187,0.9206278664825216,4.131517113616118,-3.547680080192003,3.547680080192003,0.5121414707630733,0.5301425394499506,-0.022153695994879596,posthoc_mechanism_only
525,pretrained_hybrid,7,110,1.4216563326668856,0.4537229720088205,1.006397577159323,3.9790185762720887,-4.061882238889952,4.061882238889952,0.7051182524357232,0.42463125655593326,-0.017231484280956777,posthoc_mechanism_only
525,pretrained_hybrid,8,120,0.8824675252886026,0.40914931206530214,0.7519072829607243,4.261917098571967,-3.834218883227423,3.834218883227423,0.5047051367922291,0.5097714500250173,0.0448658200872476,posthoc_mechanism_only
