protocol,outer_seed,inner_fold,arm,column,regime,n,V1_rmse,V2_rmse
compound,769539383,3,A1,4g,high,134,6.236055996037089,12.326715601268628
compound,769539383,3,A1,25g,low,23,2.206051706242993,5.347364424632931
compound,769539383,3,A1,25g,mid,18,9.641973039299543,11.328819649184688
compound,769539383,3,A1,25g,high,19,10.069652395937068,17.645559380064594
compound,769539383,3,A1,40g,low,24,4.952862238219088,5.758493829626879
compound,769539383,3,A1,40g,mid,27,9.271078299109174,14.195215448323212
compound,769539383,3,A1,40g,high,24,22.622492690237163,38.578884768017026
compound,769539383,3,A2,4g,low,155,1.5702299410541125,4.4860515125860205
compound,769539383,3,A2,4g,mid,127,1.893611913812588,3.631237790353681
compound,769539383,3,A2,4g,high,134,5.669279759226077,7.637925553719086
compound,769539383,3,A2,25g,low,23,4.0972914270759135,6.338031395018897
compound,769539383,3,A2,25g,mid,18,8.816982300655441,9.932941066788324
compound,769539383,3,A2,25g,high,19,9.282958536228747,15.25416960603566
compound,769539383,3,A2,40g,low,24,5.60251089604203,7.765963788451767
compound,769539383,3,A2,40g,mid,27,8.0190562143678,13.001585589796695
compound,769539383,3,A2,40g,high,24,21.83510547525137,30.790748045476633
compound,769539383,4,A1,4g,low,155,2.5875826029409374,9.259079496455486
compound,769539383,4,A1,4g,mid,127,3.90167497478622,10.868089483262947
compound,769539383,4,A1,4g,high,134,7.11155148300352,16.126290164491373
compound,769539383,4,A1,25g,low,22,3.1783698498416397,7.21928128082176
compound,769539383,4,A1,25g,mid,22,3.758519369827901,6.794136680311382
compound,769539383,4,A1,25g,high,21,8.17102180442749,11.668298237416472
compound,769539383,4,A1,40g,low,23,6.49334784335012,10.194556592968402
compound,769539383,4,A1,40g,mid,25,5.716637346984469,13.43610978483392
compound,769539383,4,A1,40g,high,23,28.253354760889913,41.531673110611464
compound,769539383,4,A2,4g,low,155,1.8413785826364837,3.914336088714448
compound,769539383,4,A2,4g,mid,127,2.4045757196848054,3.5053250425581823
compound,769539383,4,A2,4g,high,134,5.363776888876932,7.626253489247845
compound,769539383,4,A2,25g,low,22,2.7282569659482276,7.890094116664791
compound,769539383,4,A2,25g,mid,22,3.617268832214439,7.429600725836049
compound,769539383,4,A2,25g,high,21,6.99240162072069,8.566882220718346
compound,769539383,4,A2,40g,low,23,5.606282809532643,12.256838330795375
compound,769539383,4,A2,40g,mid,25,7.422812995094494,12.511380405271373
compound,769539383,4,A2,40g,high,23,22.45978018402809,25.759148594590467
compound,769539383,5,A1,4g,low,155,1.954039791976168,3.138902365830563
compound,769539383,5,A1,4g,mid,127,2.7926531786539464,2.55383261325855
compound,769539383,5,A1,4g,high,134,5.260914369661036,6.1213000905952635
compound,769539383,5,A1,25g,low,21,3.603442190649086,4.037077928969824
compound,769539383,5,A1,25g,mid,18,4.58191372729188,8.040178052103007
compound,769539383,5,A1,25g,high,20,11.090880824484367,15.802946843989613
compound,769539383,5,A1,40g,low,32,6.844241248451992,5.893844912680564
compound,769539383,5,A1,40g,mid,23,9.446062784757146,15.15587661908922
compound,769539383,5,A1,40g,high,22,26.265459838103563,33.55861748116893
compound,769539383,5,A2,4g,low,155,1.2999299735548189,3.4925261439907196
compound,769539383,5,A2,4g,mid,127,1.7698773732053448,2.466700806498937
compound,769539383,5,A2,4g,high,134,4.920707386216608,6.49568115336987
compound,769539383,5,A2,25g,low,21,3.104081658744299,4.069098541979301
compound,769539383,5,A2,25g,mid,18,5.58122454361914,9.803887478237955
compound,769539383,5,A2,25g,high,20,11.440763916761496,15.369206268799129
compound,769539383,5,A2,40g,low,32,6.960517868764452,6.724599219145223
compound,769539383,5,A2,40g,mid,23,10.213297347214631,14.535928758810604
compound,769539383,5,A2,40g,high,22,21.86046392655549,27.764645610768145
compound,1425370602,1,A1,4g,low,155,1.9488961179674855,3.1976490677370855
compound,1425370602,1,A1,4g,mid,127,2.8112149041623145,2.6954087778318248
compound,1425370602,1,A1,4g,high,134,5.310907774549495,6.116422438281592
compound,1425370602,1,A1,25g,low,27,11.506126748330225,15.979997637251788
compound,1425370602,1,A1,25g,mid,28,4.055550502140921,5.447388079391052
compound,1425370602,1,A1,25g,high,31,8.929250016643396,13.8754395757937
compound,1425370602,1,A1,40g,low,19,5.588521027442676,11.503855323291448
compound,1425370602,1,A1,40g,mid,16,5.047879205861699,12.7828789784366
compound,1425370602,1,A1,40g,high,16,24.330701323793388,32.30502879957871
compound,1425370602,1,A2,4g,low,155,1.8253236454594584,4.428265530073874
compound,1425370602,1,A2,4g,mid,127,3.3944892545534833,5.679624993844453
compound,1425370602,1,A2,4g,high,134,7.00128443722827,10.487445482768145
compound,1425370602,1,A2,25g,low,27,7.951292293394038,10.70935412676048
compound,1425370602,1,A2,25g,mid,28,5.414241698472342,7.380157773374605
compound,1425370602,1,A2,25g,high,31,9.747427620831203,11.577278024431374
compound,1425370602,1,A2,40g,low,19,7.749343679199763,13.227718247657172
compound,1425370602,1,A2,40g,mid,16,7.802066931383372,12.709588114375691
compound,1425370602,1,A2,40g,high,16,26.262838077594488,32.47410197934951
compound,1425370602,2,A1,4g,low,155,1.9490231210006277,6.741805707705335
compound,1425370602,2,A1,4g,mid,127,3.055131225293482,7.822637118846327
compound,1425370602,2,A1,4g,high,134,6.483155273002049,13.071752360885142
compound,1425370602,2,A1,25g,low,22,4.705479672923008,5.563545036199382
compound,1425370602,2,A1,25g,mid,18,11.0344789660257,11.614718480186625
compound,1425370602,2,A1,25g,high,16,10.928003104238028,20.196487341897296
compound,1425370602,2,A1,40g,low,22,5.3784334023023,7.003703561621985
compound,1425370602,2,A1,40g,mid,29,9.241324917387573,14.325454519541204
compound,1425370602,2,A1,40g,high,29,31.513547395089468,44.90051743679731
compound,1425370602,2,A2,4g,low,155,1.662077888223865,3.459546191086625
compound,1425370602,2,A2,4g,mid,127,1.964638702752966,3.14572482217146
compound,1425370602,2,A2,4g,high,134,5.335050242689588,7.966370408225833
compound,1425370602,2,A2,25g,low,22,3.3564332349150363,5.149229036073511
compound,1425370602,2,A2,25g,mid,18,10.03115619133064,10.493522294505858
compound,1425370602,2,A2,25g,high,16,12.172797861648784,17.265326792613966
compound,1425370602,2,A2,40g,low,22,5.54370039145709,10.324322280932908
compound,1425370602,2,A2,40g,mid,29,8.011199457396016,11.77651811712139
compound,1425370602,2,A2,40g,high,29,26.034018823085187,31.457499256243192
compound,1425370602,3,A1,4g,low,155,2.0839333670091924,3.39443730122993
compound,1425370602,3,A1,4g,mid,127,3.0110363470965877,2.5644151903574555
compound,1425370602,3,A1,4g,high,134,5.649914051943483,6.080211469724993
compound,1425370602,3,A1,25g,low,19,2.183359292725916,3.979246625462639
compound,1425370602,3,A1,25g,mid,17,4.47532441218175,8.309218197027384
compound,1425370602,3,A1,25g,high,20,9.13732278483912,16.363953660829505
compound,1425370602,3,A1,40g,low,21,4.681822397450824,5.954929443306419
compound,1425370602,3,A1,40g,mid,30,8.414994429205784,18.120458848293737
compound,1425370602,3,A1,40g,high,29,27.6276524579643,34.08298188871467
compound,1425370602,3,A2,4g,low,155,1.9255258697779591,3.9730602404817303
compound,1425370602,3,A2,4g,mid,127,2.3897263766053203,3.637607089343763
compound,1425370602,3,A2,4g,high,134,5.731658836568826,7.470808873117745
compound,1425370602,3,A2,25g,low,19,2.785403622852749,6.7080788926354815
compound,1425370602,3,A2,25g,mid,17,5.560096859827714,7.103065410911976
compound,1425370602,3,A2,25g,high,20,8.106901825802101,11.319765896647516
compound,1425370602,3,A2,40g,low,21,8.275607735210423,13.14398921150634
compound,1425370602,3,A2,40g,mid,30,11.9330844116987,15.457359160800728
compound,1425370602,3,A2,40g,high,29,25.83122544035646,28.92512248215493
compound,1425370602,4,A1,4g,low,155,1.964164951458568,3.4661650312554113
compound,1425370602,4,A1,4g,mid,127,2.808352327693502,3.109253239372216
compound,1425370602,4,A1,4g,high,134,5.874976314503793,8.099997329649268
compound,1425370602,4,A1,25g,low,20,2.834895774845554,4.855239743368866
compound,1425370602,4,A1,25g,mid,25,2.3773354209323956,4.498757811363752
compound,1425370602,4,A1,25g,high,20,6.909701938830794,10.938697989284838
compound,1425370602,4,A1,40g,low,25,6.069468605136903,7.416626214365428
compound,1425370602,4,A1,40g,mid,21,6.189219489689472,13.443606991456951
compound,1425370602,4,A1,40g,high,25,17.55221038881766,22.005324507820045
compound,1425370602,4,A2,4g,low,155,1.449961764429275,3.348136741031289
compound,1425370602,4,A2,4g,mid,127,1.6532855430765594,2.82492702210923
compound,1425370602,4,A2,4g,high,134,5.248671228135409,7.506310896814071
compound,1425370602,4,A2,25g,low,20,2.019734147486818,2.692037404999148
compound,1425370602,4,A2,25g,mid,25,1.8521088465005295,3.547578645186154
compound,1425370602,4,A2,25g,high,20,6.809295856477139,10.979241888795196
compound,1425370602,4,A2,40g,low,25,6.815064507527414,8.803110140845096
compound,1425370602,4,A2,40g,mid,21,7.927296132042448,13.70866277288044
compound,1425370602,4,A2,40g,high,25,18.579054737332235,20.205620757959736
compound,1425370602,5,A1,4g,low,155,1.841351297316406,3.2116757802474467
compound,1425370602,5,A1,4g,mid,127,2.818939039655946,2.650947083289484
compound,1425370602,5,A1,4g,high,134,5.655596840296144,6.5069915141878445
compound,1425370602,5,A1,25g,low,18,3.830773997619398,7.521712438235216
compound,1425370602,5,A1,25g,mid,18,4.521654400277343,7.535479215447571
compound,1425370602,5,A1,25g,high,19,7.56547113711485,8.286410219743503
compound,1425370602,5,A1,40g,low,34,8.068721628357164,13.148936245983013
compound,1425370602,5,A1,40g,mid,25,21.946655188618692,20.543995619235
compound,1425370602,5,A1,40g,high,22,22.97707386375031,28.608470966428175
compound,1425370602,5,A2,4g,low,155,1.4279842254188804,3.368162138115975
compound,1425370602,5,A2,4g,mid,127,1.9175335072666544,3.8079524677806647
compound,1425370602,5,A2,4g,high,134,6.4268085707033,8.949260796899004
compound,1425370602,5,A2,25g,low,18,2.284612067132503,6.780526269730263
compound,1425370602,5,A2,25g,mid,18,3.6092850653159743,9.315438342788994
compound,1425370602,5,A2,25g,high,19,8.840234766656039,9.319796905372314
compound,1425370602,5,A2,40g,low,34,9.29726966713707,14.177141203296646
compound,1425370602,5,A2,40g,mid,25,19.82618446669855,20.30185197494701
compound,1425370602,5,A2,40g,high,22,21.589306221738955,24.341332305691893
compound,536279090,1,A1,4g,low,155,1.7962148434723944,3.501963703218654
compound,536279090,1,A1,4g,mid,127,2.832759837709265,2.26142762141807
compound,536279090,1,A1,4g,high,134,5.580801387779835,6.326036655622934
compound,536279090,1,A1,25g,low,16,2.3720558768750366,4.184599604493892
compound,536279090,1,A1,25g,mid,22,9.745581951115176,10.280591873789929
compound,536279090,1,A1,25g,high,26,7.973095501684726,17.52334200589132
compound,536279090,1,A1,40g,low,15,5.863398797436926,6.817553701718197
compound,536279090,1,A1,40g,mid,26,6.497249293847047,11.417898076138997
compound,536279090,1,A1,40g,high,28,20.075282446156997,27.844939276499865
compound,536279090,1,A2,4g,low,155,1.7038416803548269,3.783414013159284
compound,536279090,1,A2,4g,mid,127,2.0245677606504726,3.3775772966430297
compound,536279090,1,A2,4g,high,134,5.7880235957423745,8.168023951554105
compound,536279090,1,A2,25g,low,16,2.63947533837786,3.851485601244135
compound,536279090,1,A2,25g,mid,22,8.707971728088268,9.618488327755314
compound,536279090,1,A2,25g,high,26,9.09393877060068,16.750613668913864
compound,536279090,1,A2,40g,low,15,7.488920165333308,10.65622060818905
compound,536279090,1,A2,40g,mid,26,6.300000479366495,12.004302444150404
compound,536279090,1,A2,40g,high,28,21.154344177671213,28.361927083527416
compound,536279090,2,A1,4g,low,155,2.0514232944409305,7.529421097675793
compound,536279090,2,A1,4g,mid,127,3.0311156467922715,8.69709350105948
compound,536279090,2,A1,4g,high,134,6.351493896785208,12.698879278083568
compound,536279090,2,A1,25g,low,29,8.476679700784187,10.680689846984038
compound,536279090,2,A1,25g,mid,26,4.903612945212892,5.612941019656019
compound,536279090,2,A1,25g,high,16,12.16828595237575,17.086866000513293
compound,536279090,2,A1,40g,low,15,6.092892780827713,8.733559404894363
compound,536279090,2,A1,40g,mid,23,10.637694220081142,13.301853095016911
compound,536279090,2,A1,40g,high,25,28.5320815156394,35.869468819607704
compound,536279090,2,A2,4g,low,155,1.5265360919024602,3.0827926533269268
compound,536279090,2,A2,4g,mid,127,1.7707404542891567,2.6164851758625796
compound,536279090,2,A2,4g,high,134,5.11290371712737,6.858508854524906
compound,536279090,2,A2,25g,low,29,9.548868345863443,14.738072799735551
compound,536279090,2,A2,25g,mid,26,4.877736352594652,5.978172427360786
compound,536279090,2,A2,25g,high,16,10.415892914215387,13.073401606530114
compound,536279090,2,A2,40g,low,15,5.680117472523206,13.427707029653272
compound,536279090,2,A2,40g,mid,23,11.24461487219347,12.5410806243446
compound,536279090,2,A2,40g,high,25,23.137380971681836,25.53215739833941
compound,536279090,3,A1,4g,low,155,1.8304798109146152,3.370010394122652
compound,536279090,3,A1,4g,mid,127,2.8815407124977135,2.480249375919963
compound,536279090,3,A1,4g,high,134,5.692070219628171,6.5775927442259885
compound,536279090,3,A1,25g,low,25,3.6023827073035664,6.798511674791602
compound,536279090,3,A1,25g,mid,17,3.649819938555898,7.405515258665813
compound,536279090,3,A1,25g,high,16,5.174756881432862,9.588967555007653
compound,536279090,3,A1,40g,low,30,7.625424725606417,10.469843972320172
compound,536279090,3,A1,40g,mid,21,11.564564365163896,16.256936630807903
compound,536279090,3,A1,40g,high,25,20.439986815636132,22.72641450372696
compound,536279090,3,A2,4g,low,155,1.3215883650282687,3.2488637310596067
compound,536279090,3,A2,4g,mid,127,1.711290529568611,2.7220436181537497
compound,536279090,3,A2,4g,high,134,5.343110939393773,7.057110952099157
compound,536279090,3,A2,25g,low,25,2.3529535763131815,4.888866609640097
compound,536279090,3,A2,25g,mid,17,3.877769524535504,7.2895244457061485
compound,536279090,3,A2,25g,high,16,5.830705152429105,8.966472743432968
compound,536279090,3,A2,40g,low,30,7.143740734118274,9.02285048625912
compound,536279090,3,A2,40g,mid,21,11.75890631233137,15.522761289900744
compound,536279090,3,A2,40g,high,25,21.511392031726164,18.680122513929543
compound,536279090,4,A1,4g,low,155,2.019045013622823,4.781002676704187
compound,536279090,4,A1,4g,mid,127,2.943936352619679,4.094568549702701
compound,536279090,4,A1,4g,high,134,6.15430686744159,8.672519284174804
compound,536279090,4,A1,25g,low,17,3.274360325904966,6.472030727751735
compound,536279090,4,A1,25g,mid,13,3.1671693318632257,6.692431343693819
compound,536279090,4,A1,25g,high,18,8.747414483701405,14.661190265018275
compound,536279090,4,A1,40g,low,32,4.929291959474639,7.2817691330349374
compound,536279090,4,A1,40g,mid,26,6.639745178122615,12.742171851022706
compound,536279090,4,A1,40g,high,26,26.808354523404972,33.426866909786554
compound,536279090,4,A2,4g,low,155,1.340675116668958,3.301243557063417
compound,536279090,4,A2,4g,mid,127,1.812308908210444,2.813624199994718
compound,536279090,4,A2,4g,high,134,5.414746227271982,6.897066026544309
compound,536279090,4,A2,25g,low,17,2.77767954574011,5.7345770004466505
compound,536279090,4,A2,25g,mid,13,2.4208492773290646,6.116626478349743
compound,536279090,4,A2,25g,high,18,7.2517854578665695,13.11257377492571
compound,536279090,4,A2,40g,low,32,4.059659686186794,9.65810994719362
compound,536279090,4,A2,40g,mid,26,5.527761445513667,9.849486559803026
compound,536279090,4,A2,40g,high,26,22.968810592581757,25.4237697717635
compound,536279090,5,A1,4g,low,155,2.0927215068140783,3.384925742846994
compound,536279090,5,A1,4g,mid,127,3.0805732192565447,3.081222482445965
compound,536279090,5,A1,4g,high,134,6.015031260045658,7.603214465635679
compound,536279090,5,A1,25g,low,15,2.7161741359426608,6.469931012321799
compound,536279090,5,A1,25g,mid,24,3.925192310933129,6.037254339779782
compound,536279090,5,A1,25g,high,26,9.942977979160665,15.027518556958452
compound,536279090,5,A1,40g,low,28,7.29480637907377,10.289164253926256
compound,536279090,5,A1,40g,mid,23,7.299594732203686,13.3474666821927
compound,536279090,5,A1,40g,high,16,23.89150643532239,37.65678790194052
compound,536279090,5,A2,4g,low,155,1.775747676568705,3.5245698085441517
compound,536279090,5,A2,4g,mid,127,2.2259954013409433,3.400083320388253
compound,536279090,5,A2,4g,high,134,6.083423113970143,8.778121841705701
compound,536279090,5,A2,25g,low,15,2.256207098488549,4.492116949462797
compound,536279090,5,A2,25g,mid,24,4.249517971899662,5.670776540042417
compound,536279090,5,A2,25g,high,26,9.992630812848828,12.179630181149788
compound,536279090,5,A2,40g,low,28,5.229320608432095,7.990301216195822
compound,536279090,5,A2,40g,mid,23,9.064359315705037,13.243711546272552
compound,536279090,5,A2,40g,high,16,21.012929389561567,30.83893871853584
compound,2767143051,1,A1,4g,low,155,2.271289979012963,5.80377943253306
compound,2767143051,1,A1,4g,mid,127,3.24756422824757,6.188242942555277
compound,2767143051,1,A1,4g,high,134,6.267626661802627,10.604534600921577
compound,2767143051,1,A1,25g,low,26,2.4200007717915475,7.851763609098298
compound,2767143051,1,A1,25g,mid,30,8.553444200910324,11.030409898463342
compound,2767143051,1,A1,25g,high,33,8.39095693391391,12.552449916900008
compound,2767143051,1,A1,40g,low,12,9.157943339604758,15.702966790619575
compound,2767143051,1,A1,40g,mid,16,9.09177612376462,11.61839286377507
compound,2767143051,1,A1,40g,high,23,27.82573809054419,36.06353915703823
compound,2767143051,1,A2,4g,low,155,1.718284324613245,3.5400592500636967
compound,2767143051,1,A2,4g,mid,127,2.384866102052884,3.301821166060999
compound,2767143051,1,A2,4g,high,134,5.506508419941215,7.423401616240531
compound,2767143051,1,A2,25g,low,26,2.5588812201810103,7.2698967561903
compound,2767143051,1,A2,25g,mid,30,8.004082620024501,10.71516057420158
compound,2767143051,1,A2,25g,high,33,8.131924675542038,10.37123725201377
compound,2767143051,1,A2,40g,low,12,7.539563559688127,18.969920153107047
compound,2767143051,1,A2,40g,mid,16,8.061167180240936,11.422860451572191
compound,2767143051,1,A2,40g,high,23,24.61090028810584,30.917696550210813
compound,2767143051,2,A1,4g,low,155,2.3672759226628197,9.755107360815003
compound,2767143051,2,A1,4g,mid,127,3.916928617392744,12.137632337490798
compound,2767143051,2,A1,4g,high,134,6.944755773860431,16.873606425108107
compound,2767143051,2,A1,25g,low,18,9.509022621733438,11.752658090304314
compound,2767143051,2,A1,25g,mid,18,7.159279039856161,8.688284864393937
compound,2767143051,2,A1,25g,high,19,11.27540057045648,19.5744939426138
compound,2767143051,2,A1,40g,low,23,4.775884441224005,7.951566000624619
compound,2767143051,2,A1,40g,mid,31,8.574992729022757,12.305605589190264
compound,2767143051,2,A1,40g,high,29,33.07408488717581,36.24685030257673
compound,2767143051,2,A2,4g,low,155,1.666239579017394,3.2055672936080053
compound,2767143051,2,A2,4g,mid,127,1.9769568783082825,3.23208106628346
compound,2767143051,2,A2,4g,high,134,5.076272885455435,7.0688889979869876
compound,2767143051,2,A2,25g,low,18,11.253539678983689,15.191040548253868
compound,2767143051,2,A2,25g,mid,18,6.163680047211819,6.686478310997956
compound,2767143051,2,A2,25g,high,19,11.5827290114608,16.80027519598978
compound,2767143051,2,A2,40g,low,23,3.919278468589051,6.527340744940037
compound,2767143051,2,A2,40g,mid,31,9.668335398945286,13.793330919439308
compound,2767143051,2,A2,40g,high,29,29.842207012666098,28.98675985493555
compound,2767143051,3,A1,4g,low,155,2.1578295718929055,3.12384431249765
compound,2767143051,3,A1,4g,mid,127,3.332637922406664,2.8274165407323566
compound,2767143051,3,A1,4g,high,134,5.638181775806565,6.195722260490438
compound,2767143051,3,A1,25g,low,17,3.241842117228847,5.989012791289169
compound,2767143051,3,A1,25g,mid,18,2.7158450701918504,4.1786760280828865
compound,2767143051,3,A1,25g,high,13,8.756775202091509,11.645547106204871
compound,2767143051,3,A1,40g,low,36,5.833862992990087,6.938442153927387
compound,2767143051,3,A1,40g,mid,28,7.466955824078806,15.229073039830062
compound,2767143051,3,A1,40g,high,27,23.636945943072767,31.67411822929139
compound,2767143051,3,A2,4g,low,155,1.4177610537871097,3.134741735025699
compound,2767143051,3,A2,4g,mid,127,2.410287570458256,3.3746575245110857
compound,2767143051,3,A2,4g,high,134,5.6337459441714515,7.647220028258103
compound,2767143051,3,A2,25g,low,17,3.654907490920403,4.993491201927268
compound,2767143051,3,A2,25g,mid,18,2.3548632398373455,3.620806909730063
compound,2767143051,3,A2,25g,high,13,8.946584185310277,11.272785182337246
compound,2767143051,3,A2,40g,low,36,5.772507525488165,6.4585630332070805
compound,2767143051,3,A2,40g,mid,28,8.290708799555931,12.643948274599598
compound,2767143051,3,A2,40g,high,27,21.466625660961935,24.747622232943808
compound,2767143051,4,A1,4g,low,155,2.1237442748581024,3.497868781660273
compound,2767143051,4,A1,4g,mid,127,3.051732849085723,3.0288246068776923
compound,2767143051,4,A1,4g,high,134,5.884626633556062,6.543066950315139
compound,2767143051,4,A1,25g,low,27,3.88874615167085,4.234956213014218
compound,2767143051,4,A1,25g,mid,28,3.143346303056701,6.3761247327440245
compound,2767143051,4,A1,25g,high,25,5.71359036690596,12.497206445330704
compound,2767143051,4,A1,40g,low,13,6.916984737319595,7.45005597244434
compound,2767143051,4,A1,40g,mid,25,19.613900007706302,17.7498688774016
compound,2767143051,4,A1,40g,high,20,19.095632382448255,24.18976347552353
compound,2767143051,4,A2,4g,low,155,1.7186929953202263,3.8020492893623774
compound,2767143051,4,A2,4g,mid,127,2.090488871738732,3.281166796993258
compound,2767143051,4,A2,4g,high,134,5.860626069530929,7.920908860644347
compound,2767143051,4,A2,25g,low,27,2.4390532258019753,2.53120272070999
compound,2767143051,4,A2,25g,mid,28,2.537528244729925,5.776438962911058
compound,2767143051,4,A2,25g,high,25,7.345965585154932,12.32713609535259
compound,2767143051,4,A2,40g,low,13,6.107506731399985,5.311632454573494
compound,2767143051,4,A2,40g,mid,25,19.37799759077816,19.462286534609273
compound,2767143051,4,A2,40g,high,20,20.01073941244252,23.41168615376176
compound,2767143051,5,A1,4g,low,155,2.0258431298660717,3.459691590404598
compound,2767143051,5,A1,4g,mid,127,3.152509465114216,2.6609032442518363
compound,2767143051,5,A1,4g,high,134,5.7130752744308655,6.3962663132649835
compound,2767143051,5,A1,25g,low,23,3.786701388985227,6.350041764040345
compound,2767143051,5,A1,25g,mid,17,5.922300060327449,8.113087536619215
compound,2767143051,5,A1,25g,high,22,11.380192651185162,17.29888633269032
compound,2767143051,5,A1,40g,low,36,5.375047829877183,9.290364820174206
compound,2767143051,5,A1,40g,mid,20,12.534187938846138,17.359998960103283
compound,2767143051,5,A1,40g,high,21,21.894719099820907,39.10910456069633
compound,2767143051,5,A2,4g,low,155,1.6751546351955122,3.4821834629040365
compound,2767143051,5,A2,4g,mid,127,2.3803098891314076,3.558815790375065
compound,2767143051,5,A2,4g,high,134,5.551331624141404,8.018472021195935
compound,2767143051,5,A2,25g,low,23,3.505741502751756,6.099589929418609
compound,2767143051,5,A2,25g,mid,17,5.1718654836099525,7.234824513420741
compound,2767143051,5,A2,25g,high,22,11.09370723611053,16.38881558491545
compound,2767143051,5,A2,40g,low,36,5.708949149022664,10.6470141987772
compound,2767143051,5,A2,40g,mid,20,11.872708343590064,14.296485717355123
compound,2767143051,5,A2,40g,high,21,20.954260233801666,32.84846625955389
compound,1362771960,1,A1,4g,low,155,2.3680657274575174,10.38322571658961
compound,1362771960,1,A1,4g,mid,127,3.780626052034905,12.461029295194589
compound,1362771960,1,A1,4g,high,134,7.339530513622294,17.190925857009862
compound,1362771960,1,A1,25g,low,15,2.2696768391211175,4.889868486382213
compound,1362771960,1,A1,25g,mid,23,3.016719525427071,6.4243778910548235
compound,1362771960,1,A1,25g,high,22,9.330092780993905,15.0219897179441
compound,1362771960,1,A1,40g,low,21,5.532570819988413,7.486186634895721
compound,1362771960,1,A1,40g,mid,23,9.439615254123924,18.680495419690896
compound,1362771960,1,A1,40g,high,30,25.955772192589183,36.260427086001805
compound,1362771960,1,A2,4g,low,155,1.5789836211473616,3.9885591892955783
compound,1362771960,1,A2,4g,mid,127,1.9196100200152553,3.504238485991023
compound,1362771960,1,A2,4g,high,134,5.767367468407047,7.601351250940445
compound,1362771960,1,A2,25g,low,15,3.3246494933134865,9.25382007081626
compound,1362771960,1,A2,25g,mid,23,3.07582229132688,5.66302498771277
compound,1362771960,1,A2,25g,high,22,8.356649567016813,13.915055558780557
compound,1362771960,1,A2,40g,low,21,7.386690107252096,12.217751842455424
compound,1362771960,1,A2,40g,mid,23,10.165154334887756,12.426886118634815
compound,1362771960,1,A2,40g,high,30,23.94486609413066,27.35182794191608
compound,1362771960,2,A1,4g,low,155,2.3143947264694003,3.210752144923754
compound,1362771960,2,A1,4g,mid,127,2.8680842117400323,2.7335053225324266
compound,1362771960,2,A1,4g,high,134,5.500324210537816,6.84586886818125
compound,1362771960,2,A1,25g,low,19,13.784881001396355,19.06069100464556
compound,1362771960,2,A1,25g,mid,13,3.9413345525222274,4.583169992228836
compound,1362771960,2,A1,25g,high,23,8.380352519281608,10.306250389123838
