epoch,step,grad_norm_4g,grad_norm_25g,grad_norm_40g,cos_4g_25g,cos_4g_40g,cos_25g_40g,protocol,outer_seed,inner_fold,arm
180,0,428.54925537109375,385.4796447753906,833.952392578125,-0.2176726162433624,-0.5749627947807312,-0.0152487913146615,compound,769539383,1,A1
1,0,1614.236328125,2199.59814453125,5263.8134765625,-0.171844482421875,-0.3492329716682434,0.8672412633895874,compound,769539383,1,A2
10,0,961.859130859375,1980.697998046875,5436.59765625,-0.2733985185623169,-0.4919099509716034,0.8159742951393127,compound,769539383,1,A2
20,0,935.9344482421876,1452.632568359375,5350.810546875,-0.4676448106765747,-0.596792459487915,0.6818462014198303,compound,769539383,1,A2
30,0,695.8099365234375,1103.3831787109375,3963.0283203125,-0.2584756016731262,-0.4404630959033966,0.3987934589385986,compound,769539383,1,A2
40,0,633.1060791015625,890.4988403320312,1881.996826171875,0.1996678709983825,-0.2438459396362304,-0.1765700131654739,compound,769539383,1,A2
50,0,648.3186645507812,662.4055786132812,1482.052001953125,0.3237666189670563,0.0722144693136215,-0.224052608013153,compound,769539383,1,A2
60,0,485.6647338867187,714.8538818359375,859.8134155273438,0.5270299911499023,-0.4334017336368561,-0.1630834490060806,compound,769539383,1,A2
70,0,484.4697265625,382.4903259277344,777.5169067382812,0.2898853123188019,-0.5670498609542847,0.0054249474778771,compound,769539383,1,A2
80,0,466.1365356445313,317.9219665527344,589.7399291992188,0.1881317049264907,-0.4923231601715088,-0.2640903890132904,compound,769539383,1,A2
90,0,291.21142578125,264.0566711425781,596.3796997070312,0.2122830301523208,-0.3965506255626678,-0.2017680555582046,compound,769539383,1,A2
100,0,288.0833435058594,294.3813171386719,643.8634643554688,0.3385120034217834,-0.1075789481401443,0.0339466966688632,compound,769539383,1,A2
110,0,270.7118225097656,238.0995178222656,557.1793212890625,-0.0426586866378784,-0.2083425670862198,-0.0512039810419082,compound,769539383,1,A2
120,0,188.61016845703125,236.64390563964844,523.2932739257812,-0.0691197291016578,-0.3688410818576813,0.1014834344387054,compound,769539383,1,A2
130,0,192.59027099609375,220.91026306152344,468.645751953125,0.1985422521829605,-0.3291599750518799,-0.2328948527574539,compound,769539383,1,A2
1,0,1833.9044189453125,2166.49853515625,5079.28271484375,-0.0900358781218528,-0.354055643081665,0.8392534852027893,compound,769539383,2,A1
10,0,1484.334228515625,2014.526611328125,5122.78564453125,-0.283632218837738,-0.51737380027771,0.8655862808227539,compound,769539383,2,A1
20,0,1395.889892578125,1605.1417236328125,4946.34130859375,-0.3741722404956817,-0.6824107766151428,0.7994167804718018,compound,769539383,2,A1
30,0,1500.61572265625,1081.2818603515625,4745.54931640625,-0.3535670340061188,-0.8015505075454712,0.6345043778419495,compound,769539383,2,A1
40,0,1570.4290771484375,777.3012084960938,4303.44677734375,0.0012979480670765,-0.7678073048591614,0.1896694451570511,compound,769539383,2,A1
50,0,1416.3848876953125,759.7672119140625,3771.34716796875,0.4050862491130829,-0.8450605869293213,-0.3890751004219055,compound,769539383,2,A1
60,0,1527.241943359375,743.0509643554688,3236.566162109375,0.4836887419223785,-0.8449221849441528,-0.5303362011909485,compound,769539383,2,A1
70,0,1798.3065185546875,776.0963745117188,2669.40185546875,0.5080248117446899,-0.7972896695137024,-0.6332760453224182,compound,769539383,2,A1
80,0,1418.4969482421875,694.7578735351562,2205.57763671875,0.4572010338306427,-0.8045021295547485,-0.6427505612373352,compound,769539383,2,A1
90,0,1180.0458984375,538.0111083984375,1832.78857421875,0.3992521464824676,-0.788007915019989,-0.5644209980964661,compound,769539383,2,A1
100,0,1162.5802001953125,465.0025939941406,1369.2506103515625,0.2970809936523437,-0.7369368076324463,-0.4919570386409759,compound,769539383,2,A1
110,0,1087.7613525390625,445.7302551269531,1104.77978515625,0.2622081935405731,-0.7289775609970093,-0.5014508962631226,compound,769539383,2,A1
120,0,785.7566528320312,474.8402404785156,1272.882080078125,-0.0657988414168357,-0.7732415795326233,-0.167884886264801,compound,769539383,2,A1
130,0,724.6506958007812,489.2209167480469,766.4138793945312,-0.0184290912002325,-0.2160255163908004,-0.6503321528434753,compound,769539383,2,A1
140,0,578.9086303710938,478.6964416503906,716.669677734375,0.0073023526929318,-0.4643314778804779,-0.4862780272960663,compound,769539383,2,A1
150,0,646.2991943359375,495.4037780761719,695.57763671875,-0.0622565150260925,-0.3484483957290649,-0.6025158762931824,compound,769539383,2,A1
160,0,779.6080932617188,514.218017578125,859.0188598632812,-0.3462705910205841,-0.3421597182750702,-0.2702956199645996,compound,769539383,2,A1
170,0,428.7666320800781,434.7567138671875,723.1265869140625,0.0313750095665454,-0.3440197706222534,-0.6290047764778137,compound,769539383,2,A1
180,0,364.8182067871094,469.3157043457031,584.2322998046875,0.0432535782456398,-0.3115776479244232,-0.449650377035141,compound,769539383,2,A1
190,0,433.9251708984375,461.0686340332031,694.222900390625,0.1573138386011123,0.1356535255908966,-0.5606478452682495,compound,769539383,2,A1
200,0,336.9727478027344,469.8063659667969,535.0311889648438,-0.1034027114510536,-0.3198454082012176,-0.5087750554084778,compound,769539383,2,A1
210,0,332.93109130859375,413.2925720214844,615.7149047851562,-0.1880876719951629,-0.1604251414537429,-0.6932946443557739,compound,769539383,2,A1
220,0,403.6935424804687,444.6366882324219,618.5857543945312,-0.2061061859130859,-0.123608224093914,-0.3806171119213104,compound,769539383,2,A1
230,0,243.13084411621097,505.9999084472656,568.3637084960938,0.3286526501178741,0.0317553952336311,-0.1907205134630203,compound,769539383,2,A1
240,0,418.5621948242187,423.5914611816406,640.4165649414062,-0.3776889443397522,-0.068991407752037,-0.4342857897281647,compound,769539383,2,A1
250,0,215.43817138671875,496.84564208984375,905.2606811523438,0.1965173035860061,0.2922609448432922,-0.1266229450702667,compound,769539383,2,A1
260,0,269.559814453125,478.7455139160156,1147.476318359375,0.2439405173063278,0.4452401101589203,0.1288482844829559,compound,769539383,2,A1
270,0,282.513427734375,499.8309631347656,626.7003784179688,-0.3301721215248108,-0.2546167075634002,-0.3496257066726684,compound,769539383,2,A1
280,0,388.3965148925781,391.6387634277344,620.21923828125,-0.1085856184363365,-0.0138648562133312,-0.2522767782211303,compound,769539383,2,A1
290,0,396.74847412109375,390.4397888183594,432.5036926269531,-0.2525120377540588,0.0826331600546836,-0.3988097608089447,compound,769539383,2,A1
300,0,236.5872344970703,394.2104797363281,684.49072265625,-0.1574593782424926,0.0033918106928467,-0.0319411866366863,compound,769539383,2,A1
310,0,205.7777557373047,612.1959838867188,1622.2735595703125,0.2517431080341339,0.3814155161380768,0.2347275167703628,compound,769539383,2,A1
320,0,204.3472137451172,482.16497802734375,451.1567077636719,0.2542765438556671,-0.1560393720865249,-0.6446908712387085,compound,769539383,2,A1
330,0,377.65472412109375,565.5773315429688,747.7938842773438,-0.4955306649208069,-0.3563004434108734,0.1821913868188858,compound,769539383,2,A1
340,0,208.8131561279297,462.2538146972656,829.3502197265625,0.1484295129776001,0.3295116722583771,-0.0993114113807678,compound,769539383,2,A1
350,0,202.67996215820312,382.5459899902344,530.238037109375,-0.0538973808288574,-0.2582754492759704,-0.0310221910476684,compound,769539383,2,A1
360,0,178.770263671875,406.9884643554687,584.4745483398438,0.0702962949872016,0.1294393837451934,-0.0683342292904853,compound,769539383,2,A1
370,0,250.49090576171875,433.4071350097656,1111.8880615234375,0.3913079500198364,0.3465313613414764,0.4040260314941406,compound,769539383,2,A1
380,0,242.0143585205078,471.1662292480469,1120.8662109375,-0.0148989437147974,0.078241042792797,0.3298777043819427,compound,769539383,2,A1
390,0,360.3094177246094,338.33978271484375,995.5661010742188,-0.2843949496746063,0.0616936981678009,-0.0555424727499485,compound,769539383,2,A1
400,0,201.2601623535156,333.72332763671875,1068.9412841796875,0.1005506739020347,0.2803856134414673,0.2164598107337951,compound,769539383,2,A1
410,0,202.3824462890625,407.5776062011719,905.513916015625,-0.0187746938318014,-0.0042258948087692,0.2380517125129699,compound,769539383,2,A1
420,0,220.2059783935547,370.9400939941406,787.659912109375,0.022068103775382,0.4165975749492645,-0.0262356214225292,compound,769539383,2,A1
430,0,257.4642333984375,388.2687683105469,917.7340087890624,-0.0473339594900608,0.0718906819820404,0.2365750670433044,compound,769539383,2,A1
440,0,215.4651641845703,406.5125732421875,745.68896484375,-0.2344128489494323,-0.273236483335495,0.0047389566898345,compound,769539383,2,A1
450,0,214.24197387695312,427.2484436035156,778.953125,-0.1376575976610183,0.2387983947992324,0.3078082501888275,compound,769539383,2,A1
1,0,1833.9044189453125,2166.49853515625,5079.28271484375,-0.0900358781218528,-0.354055643081665,0.8392534852027893,compound,769539383,2,A2
10,0,1298.33642578125,1863.0985107421875,5173.6640625,-0.2834815979003906,-0.5002717971801758,0.8425652384757996,compound,769539383,2,A2
20,0,1059.530517578125,1237.8834228515625,4800.07861328125,-0.2918057739734649,-0.5696071982383728,0.6595369577407837,compound,769539383,2,A2
30,0,1040.16455078125,702.43798828125,3241.393798828125,0.0999340265989303,-0.4571239352226257,0.1629344671964645,compound,769539383,2,A2
40,0,731.6696166992188,639.5847778320312,1727.62744140625,0.4919250011444092,-0.393943041563034,-0.2636600434780121,compound,769539383,2,A2
50,0,432.38372802734375,580.9737548828125,1993.0274658203125,0.4213966727256775,0.0706978291273117,-0.0967601239681243,compound,769539383,2,A2
60,0,492.7985534667969,577.732666015625,912.3494873046876,0.233905017375946,-0.3640324771404266,-0.362527996301651,compound,769539383,2,A2
70,0,703.299072265625,374.6144714355469,839.9642333984375,0.3048013150691986,-0.4619114995002746,-0.2587578594684601,compound,769539383,2,A2
80,0,370.28863525390625,521.5189208984375,653.9177856445312,0.2555978000164032,-0.3907288014888763,-0.4226569831371307,compound,769539383,2,A2
90,0,285.52264404296875,335.740234375,664.7518310546875,-0.1783500909805297,-0.211802139878273,-0.2789925634860992,compound,769539383,2,A2
100,0,297.5744323730469,352.1471252441406,537.2550659179688,0.2944666445255279,-0.1206329464912414,-0.3927940130233764,compound,769539383,2,A2
110,0,276.0026550292969,278.9140625,559.5374755859375,0.0254161600023508,-0.168628841638565,-0.4610263109207153,compound,769539383,2,A2
120,0,284.25634765625,310.623291015625,670.3751831054688,-0.0236146599054336,-0.3243255615234375,-0.0488689504563808,compound,769539383,2,A2
130,0,243.44691467285156,291.4113464355469,526.2390747070312,-0.2635996639728546,0.2467284351587295,-0.4253184795379638,compound,769539383,2,A2
140,0,286.4639892578125,286.0299072265625,530.8069458007812,-0.1411293447017669,0.0747547447681427,-0.20909383893013,compound,769539383,2,A2
150,0,306.3790588378906,273.6204528808594,506.2876892089844,-0.009164641611278,0.1656827479600906,-0.1951481401920318,compound,769539383,2,A2
160,0,437.9840393066406,276.1162109375,543.3854370117188,-0.3336896896362304,-0.0587370656430721,-0.119315929710865,compound,769539383,2,A2
170,0,172.53134155273438,276.4857177734375,455.0517272949219,-0.2073387205600738,-0.3305476903915405,-0.0716812908649444,compound,769539383,2,A2
1,0,1605.71044921875,2224.83349609375,5211.40576171875,-0.130233883857727,-0.3221716284751892,0.8290443420410156,compound,769539383,3,A1
10,0,1428.0875244140625,2108.72412109375,5347.83642578125,-0.2471916228532791,-0.4467398524284363,0.8247413039207458,compound,769539383,3,A1
20,0,1548.3438720703125,1643.51708984375,5145.5703125,-0.3612756729125976,-0.6990322470664978,0.7605642676353455,compound,769539383,3,A1
30,0,1605.5157470703125,1244.8314208984375,5011.25927734375,-0.2543741166591644,-0.765417754650116,0.5433863997459412,compound,769539383,3,A1
40,0,1302.5196533203125,890.5501708984375,4709.85205078125,-0.0344253964722156,-0.8651555180549622,0.1353376656770706,compound,769539383,3,A1
50,0,1595.37451171875,905.4255981445312,4051.150146484375,0.4865161478519439,-0.8381569385528564,-0.3313995003700256,compound,769539383,3,A1
60,0,1724.5068359375,796.7493286132812,3448.37255859375,0.4361471831798553,-0.8141024112701416,-0.3647513389587402,compound,769539383,3,A1
70,0,1460.8419189453125,867.3861694335938,2888.029541015625,0.5501007437705994,-0.7872385382652283,-0.6337241530418396,compound,769539383,3,A1
80,0,1289.3018798828125,847.1427612304688,2208.550048828125,0.6439263224601746,-0.8012105822563171,-0.6657651662826538,compound,769539383,3,A1
90,0,1190.21142578125,554.618408203125,1888.205810546875,0.5312666893005371,-0.7991003394126892,-0.6514412760734558,compound,769539383,3,A1
100,0,1132.826904296875,435.967041015625,1403.453857421875,0.3949769735336303,-0.745918333530426,-0.3794410824775696,compound,769539383,3,A1
110,0,936.0120239257812,480.0107116699219,1076.9188232421875,0.3848128020763397,-0.7311832904815674,-0.5181246995925903,compound,769539383,3,A1
120,0,777.1843872070312,408.6886291503906,1068.4613037109375,-0.1318627893924713,-0.7184465527534485,-0.065367691218853,compound,769539383,3,A1
130,0,770.9733276367188,365.0939331054687,766.480712890625,-0.1356427520513534,-0.5368097424507141,-0.303261935710907,compound,769539383,3,A1
140,0,730.2908935546875,430.2309265136719,540.908447265625,-0.0865566879510879,-0.2218931317329406,-0.3641639947891235,compound,769539383,3,A1
150,0,715.6259765625,413.8601684570313,727.31103515625,-0.0789423286914825,-0.6227778196334839,-0.1772626191377639,compound,769539383,3,A1
160,0,1069.1802978515625,535.2420043945312,1342.9952392578125,-0.57127845287323,-0.3410435616970062,0.2613156139850616,compound,769539383,3,A1
170,0,526.4837646484375,366.841796875,864.410888671875,-0.3118288516998291,-0.257945716381073,0.0179284270852804,compound,769539383,3,A1
180,0,401.3345947265625,488.3948364257813,837.510498046875,-0.311772346496582,-0.628677487373352,0.0543369017541408,compound,769539383,3,A1
190,0,372.9724426269531,377.40869140625,759.8295288085938,0.0821445733308792,0.4217563569545746,0.2563676834106445,compound,769539383,3,A1
200,0,453.12347412109375,485.5787963867187,643.1627807617188,-0.1312507390975952,-0.0334315858781337,-0.0022548879496753,compound,769539383,3,A1
210,0,365.4135437011719,362.1961975097656,657.3126831054688,-0.1407387405633926,-0.0643295869231224,0.1004977747797966,compound,769539383,3,A1
220,0,382.676513671875,357.2973937988281,1112.859619140625,0.5355597138404846,0.4907967150211334,0.2807217836380005,compound,769539383,3,A1
230,0,567.5363159179688,309.8305969238281,591.1455688476562,-0.4466143548488617,0.0439136289060115,-0.2027931809425354,compound,769539383,3,A1
240,0,287.59368896484375,303.0201416015625,605.2498779296875,-0.1765828877687454,0.1691946983337402,-0.1230127736926078,compound,769539383,3,A1
1,0,1605.71044921875,2224.83349609375,5211.40576171875,-0.130233883857727,-0.3221716284751892,0.8290443420410156,compound,769539383,3,A2
10,0,1093.5980224609375,2111.077880859375,5607.43994140625,-0.2383942157030105,-0.401128739118576,0.7445908188819885,compound,769539383,3,A2
20,0,920.5575561523438,1807.016845703125,5172.28759765625,-0.3488189578056335,-0.4933348894119262,0.4798069596290588,compound,769539383,3,A2
30,0,719.4926147460938,1654.4927978515625,2976.61376953125,-0.290562629699707,-0.3277918696403503,0.1677207499742508,compound,769539383,3,A2
40,0,544.3690795898438,1263.47412109375,1627.8582763671875,-0.1504933089017868,0.2174058109521865,-0.2153386920690536,compound,769539383,3,A2
50,0,447.8276062011719,601.363525390625,1130.1551513671875,0.2828038930892944,-0.0055242017842829,-0.237392321228981,compound,769539383,3,A2
60,0,383.0908508300781,417.6605529785156,977.5145874023438,0.2358272671699524,-0.3479509055614471,-0.1425314098596573,compound,769539383,3,A2
70,0,398.1174011230469,356.3458557128906,727.8274536132812,0.0477528013288974,-0.1792889833450317,-0.0498347505927085,compound,769539383,3,A2
80,0,347.3289489746094,281.2634582519531,602.827392578125,0.1482871919870376,-0.148388385772705,-0.2366037666797638,compound,769539383,3,A2
90,0,248.3563690185547,265.15234375,632.6505126953125,-0.2117194086313247,-0.2677897810935974,-0.2188693732023239,compound,769539383,3,A2
100,0,389.578857421875,259.7599792480469,487.4732666015625,-0.0250301156193017,-0.0330374687910079,-0.2543123066425323,compound,769539383,3,A2
110,0,288.7948913574219,412.6285705566406,501.8253784179687,0.3417453169822693,-0.119229219853878,-0.1942342668771743,compound,769539383,3,A2
120,0,229.80760192871097,353.5206298828125,548.019287109375,-0.3226279318332672,-0.1854680329561233,-0.1542467474937439,compound,769539383,3,A2
130,0,284.5276794433594,255.7175140380859,421.075927734375,-0.1743658035993576,-0.0129593536257743,-0.3515307009220123,compound,769539383,3,A2
140,0,238.4066467285156,310.3174133300781,437.193359375,-0.3674138784408569,0.0674209296703338,-0.3126498162746429,compound,769539383,3,A2
150,0,317.7868347167969,312.6426086425781,394.1351013183594,0.0600911565124988,-0.2377346754074096,-0.1543122977018356,compound,769539383,3,A2
1,0,1822.8621826171875,2242.67138671875,5024.3935546875,-0.0764514431357383,-0.3006720542907715,0.8675529360771179,compound,769539383,4,A1
10,0,1468.482177734375,1951.201416015625,5163.9853515625,-0.3438263833522796,-0.5399569272994995,0.8461934328079224,compound,769539383,4,A1
20,0,1208.5059814453125,1646.0335693359375,5217.40869140625,-0.4346110820770263,-0.7139944434165955,0.8167824149131775,compound,769539383,4,A1
30,0,1407.5184326171875,1082.977294921875,4814.57763671875,-0.3243455588817596,-0.7995903491973877,0.6591770052909851,compound,769539383,4,A1
40,0,1902.51708984375,875.652587890625,4328.5458984375,0.2002673745155334,-0.8089413642883301,0.1038733646273613,compound,769539383,4,A1
50,0,1408.8182373046875,775.7058715820312,3986.952392578125,0.3891240954399109,-0.8523880839347839,-0.3039623200893402,compound,769539383,4,A1
60,0,1558.557861328125,800.5411987304688,3391.69482421875,0.6550112962722778,-0.8386518359184265,-0.6239044070243835,compound,769539383,4,A1
70,0,1484.1207275390625,773.5711669921875,2872.658203125,0.6126056909561157,-0.8128664493560791,-0.7255198359489441,compound,769539383,4,A1
80,0,1361.359619140625,784.13916015625,2371.879150390625,0.6155263781547546,-0.8111198544502258,-0.6977378129959106,compound,769539383,4,A1
90,0,1234.482421875,512.3505859375,1892.4100341796875,0.4386549890041351,-0.761278510093689,-0.6482991576194763,compound,769539383,4,A1
100,0,1101.682861328125,365.22796630859375,1530.31494140625,0.2087486088275909,-0.7571616172790527,-0.3329459428787231,compound,769539383,4,A1
110,0,976.4724731445312,395.6954650878906,1123.8291015625,0.2501396834850311,-0.7551136016845703,-0.3415783643722534,compound,769539383,4,A1
120,0,905.0037231445312,373.9033203125,1083.3748779296875,0.0106557114049792,-0.5847152471542358,-0.3796658813953399,compound,769539383,4,A1
130,0,809.1580810546875,362.0552673339844,947.3920288085938,-0.335561066865921,-0.6865037083625793,0.0003721592365764,compound,769539383,4,A1
140,0,622.8368530273438,395.6720581054687,959.3868408203124,-0.2651779055595398,-0.5036101341247559,-0.2087902277708053,compound,769539383,4,A1
150,0,600.2232055664062,387.64398193359375,645.5792236328125,0.0206278543919324,-0.5073804259300232,-0.4302556812763214,compound,769539383,4,A1
160,0,584.4356079101562,524.3605346679688,593.725830078125,-0.1313776224851608,-0.0068008517846465,-0.4829587936401367,compound,769539383,4,A1
170,0,475.7472229003906,398.7533874511719,689.6784057617188,-0.2871370017528534,-0.5333854556083679,-0.2275334447622299,compound,769539383,4,A1
180,0,405.8135681152344,363.5519409179687,610.2516479492188,-0.0297825578600168,-0.0311391074210405,-0.5874180793762207,compound,769539383,4,A1
190,0,382.4817810058594,342.61773681640625,498.2508850097656,0.0239206571131944,-0.0820126011967659,-0.62513667345047,compound,769539383,4,A1
200,0,395.51361083984375,412.2916259765625,784.637939453125,-0.2414877712726593,-0.5610785484313965,0.0747216641902923,compound,769539383,4,A1
1,0,1822.8621826171875,2242.67138671875,5024.3935546875,-0.0764514431357383,-0.3006720542907715,0.8675529360771179,compound,769539383,4,A2
10,0,1221.716552734375,1772.7493896484375,5276.81201171875,-0.3685287535190582,-0.5337251424789429,0.8208268880844116,compound,769539383,4,A2
20,0,881.800048828125,1233.3779296875,5222.45703125,-0.3915188610553741,-0.5440841913223267,0.693146824836731,compound,769539383,4,A2
30,0,819.47998046875,763.7777709960938,3662.031494140625,0.1702277809381485,-0.3746150135993957,0.208476185798645,compound,769539383,4,A2
40,0,887.6871337890625,743.92919921875,1719.101318359375,0.5006535053253174,-0.2705998420715332,-0.3359176814556122,compound,769539383,4,A2
50,0,452.8708190917969,732.5087890625,1701.6160888671875,0.0829564705491066,0.2217063009738922,-0.3253546953201294,compound,769539383,4,A2
60,0,322.0243225097656,700.3458862304688,909.7965087890624,0.5411019921302795,-0.2835598886013031,-0.3113975822925567,compound,769539383,4,A2
70,0,324.50799560546875,534.6651611328125,976.8790893554688,0.2870385646820068,-0.412539005279541,-0.2886736094951629,compound,769539383,4,A2
80,0,251.83560180664065,390.3425903320313,667.2868041992188,0.0243852790445089,-0.2753685712814331,-0.3098596334457397,compound,769539383,4,A2
90,0,357.85711669921875,312.7641296386719,588.29638671875,-0.2937100529670715,-0.0375452972948551,-0.3745573461055755,compound,769539383,4,A2
100,0,233.41390991210935,315.8128662109375,609.2706909179688,-0.1272050142288208,-0.1792200058698654,-0.1325540989637375,compound,769539383,4,A2
110,0,317.26605224609375,292.343505859375,567.2302856445312,0.1588484346866607,-0.1626081019639969,-0.3026322424411773,compound,769539383,4,A2
120,0,288.7757263183594,292.1032409667969,533.2709350585938,-0.2379980534315109,-0.0596041269600391,-0.2134318351745605,compound,769539383,4,A2
130,0,267.7983703613281,391.7811584472656,488.74066162109375,-0.0812976583838462,-0.3083158731460571,-0.1145121529698371,compound,769539383,4,A2
140,0,255.1758575439453,316.86761474609375,524.4608764648438,-0.0451092459261417,-0.2084050625562667,-0.1070797145366668,compound,769539383,4,A2
150,0,237.4313812255859,252.2593688964844,407.1391906738281,-0.00760845746845,-0.2234915792942047,-0.3519904017448425,compound,769539383,4,A2
160,0,339.3761901855469,385.97607421875,474.073486328125,-0.3294779062271118,0.0988963097333908,-0.2966462671756744,compound,769539383,4,A2
170,0,181.79489135742188,273.6180114746094,492.5773010253906,-0.2123433351516723,-0.4270019233226776,0.0111315986141562,compound,769539383,4,A2
1,0,1711.508056640625,2339.287109375,5450.7001953125,-0.1173930242657661,-0.2808594703674316,0.8578310608863831,compound,769539383,5,A1
10,0,1307.32373046875,2162.94873046875,5569.4267578125,-0.3122116923332214,-0.5152119994163513,0.8519667387008667,compound,769539383,5,A1
20,0,1451.8526611328125,1583.4002685546875,5442.4765625,-0.4916600584983825,-0.6955168843269348,0.7942755222320557,compound,769539383,5,A1
30,0,1534.8619384765625,1167.797607421875,5124.7734375,-0.292276918888092,-0.8219323754310608,0.5798295736312866,compound,769539383,5,A1
40,0,1563.947998046875,881.3019409179688,4610.6630859375,0.0718666315078735,-0.7980589866638184,0.1940788626670837,compound,769539383,5,A1
50,0,1671.6435546875,726.0821533203125,4030.708251953125,0.346187949180603,-0.8300828337669373,-0.25025075674057,compound,769539383,5,A1
60,0,1561.885498046875,813.817626953125,3407.423828125,0.5050274133682251,-0.7884801626205444,-0.5782246589660645,compound,769539383,5,A1
70,0,1556.3807373046875,891.6383056640625,2721.935791015625,0.6505724191665649,-0.8197625279426575,-0.7051003575325012,compound,769539383,5,A1
80,0,1409.88232421875,786.4837036132812,2236.782958984375,0.4563787281513214,-0.7301533818244934,-0.7436893582344055,compound,769539383,5,A1
90,0,1078.1309814453125,638.3388061523438,1758.1378173828125,0.4670382142066955,-0.7851676940917969,-0.6446317434310913,compound,769539383,5,A1
100,0,1189.241943359375,502.4099426269531,1375.32763671875,0.3111829161643982,-0.7257286906242371,-0.5653401613235474,compound,769539383,5,A1
110,0,952.8619384765624,408.0939331054687,1027.91943359375,0.0616487190127372,-0.6099161505699158,-0.4293565154075622,compound,769539383,5,A1
120,0,822.4553833007812,337.9908447265625,836.8902587890625,0.015798470005393,-0.4776648283004761,-0.4046995341777801,compound,769539383,5,A1
130,0,969.2518310546876,398.78515625,931.1763305664062,-0.2949171066284179,-0.5055626630783081,-0.1152823492884635,compound,769539383,5,A1
140,0,755.6932373046875,407.4115295410156,712.325439453125,-0.1272086352109909,-0.542695164680481,-0.3309096693992615,compound,769539383,5,A1
150,0,842.564697265625,409.8240051269531,1064.133056640625,-0.4617825150489807,-0.4766696095466614,0.1591086387634277,compound,769539383,5,A1
160,0,880.9064331054688,540.91015625,1485.8233642578125,-0.3848568499088287,-0.4227274060249328,0.485314667224884,compound,769539383,5,A1
170,0,684.1566162109375,343.4479675292969,715.5369873046875,-0.2463868260383606,-0.1801973283290863,-0.3422997295856476,compound,769539383,5,A1
180,0,530.2266845703125,410.5150451660156,743.4769287109375,-0.3161871135234833,-0.5922881960868835,0.0808731466531753,compound,769539383,5,A1
190,0,483.2460021972656,379.0214538574219,929.8798217773438,-0.2494938671588897,-0.4098478555679321,-0.0634183287620544,compound,769539383,5,A1
200,0,485.54339599609375,489.4515075683594,1042.5010986328125,-0.3459709584712982,-0.2859776616096496,0.2781795263290405,compound,769539383,5,A1
210,0,435.0293884277344,571.6669921875,621.3519287109375,-0.4219062030315399,-0.4034850895404815,-0.2328622341156005,compound,769539383,5,A1
220,0,415.6256103515625,436.2165222167969,928.5839233398438,-0.3626302480697632,-0.294569581747055,0.0795006975531578,compound,769539383,5,A1
230,0,330.07861328125,495.066650390625,491.8840942382813,-0.3693122863769531,0.2430230975151062,-0.5815296769142151,compound,769539383,5,A1
