protocol,outer_seed,inner_fold,arm,column,best_epoch,epochs_run,runtime_seconds,per_task_batch_size,steps_per_epoch,trainable_parameters,total_parameters,V1_r2,V1_rmse,V1_mae,V2_r2,V2_rmse,V2_mae,combined_normalized_rmse,all_outputs_finite,Center_rmse,Width_rmse,Center_error_variance,Width_error_variance,Center_Width_error_covariance,inner_train_count,inner_validation_count,inner_train_ids_sha256,inner_validation_ids_sha256,scale_V1,scale_V2
row,769539383,1,A1,4g,468,500,671.6976498329896,295,1,130615,460500,0.7044470214523688,3.6922862544976303,2.5580462122259613,0.917747294507977,4.296146936480039,2.777288220692903,0.3814341581234248,True,3.413232631942439,4.192741891761416,11.649812735213064,17.04742204338344,2.4254793098991665,3330,416,5f0fbc143e13c77d15714729b0b2b4438de33b5c0ad776201ee6f4f0b5283d77,9827fcc7b736b9984f545771e97efee5e6503c32214cff5b868697d4c293db3d,7.879659034631744,16.076509553562957
row,769539383,1,A1,25g,468,500,671.6976498329896,295,1,130615,460500,0.5926897524942217,6.632035063177562,4.290009801528033,0.7305230456407923,8.695172427693441,6.644410391414867,0.5821199073251531,True,7.254099583510074,5.356489725851216,51.31127352530783,28.67575500930124,15.956905328319523,252,68,4fb6c69a76b9d93a3715e87aa39bd3c1d0aa6f00ee8ceccf1119d85ab8e8be73,8538ef7c1cd4c6698c2ca55c83b55713b9a3042380d6ac3a2da115c0af7c93ec,9.835786128103583,18.409791845627147
row,769539383,1,A1,40g,468,500,671.6976498329896,295,1,130615,460500,0.4778144867070437,20.012422893125063,13.666549295618914,0.6706942394622948,19.71331095551532,14.101801488019415,0.6275183642129598,True,19.14695342870113,10.573556419712006,320.36585748065664,108.32540658970365,-18.61676785896896,295,69,8fee3b68fa18338be95bcfdc09bfd7c0a48048ea2b3cc410e59777bc7f06bdd0,23708c45e2bd5e95abe9c0987570d53b5b88095f35185bdde5da4127278f62cd,27.454884982084504,38.94407264449386
row,769539383,1,A2,4g,84,164,226.77289399999427,295,1,139367,469252,0.6985441429561654,3.728975726961329,2.411617174522999,0.8597401068994633,5.610102323654042,3.595351893840692,0.4157714376606247,True,4.307776273622689,4.065620544753799,18.51761141077982,16.37583281637822,8.706315644103077,3330,416,5f0fbc143e13c77d15714729b0b2b4438de33b5c0ad776201ee6f4f0b5283d77,9827fcc7b736b9984f545771e97efee5e6503c32214cff5b868697d4c293db3d,7.879659034631744,16.076509553562957
row,769539383,1,A2,25g,84,164,226.77289399999427,295,1,139367,469252,0.6502169945001932,6.145871814666736,3.828790538451251,0.823363466742301,7.0397566982022175,5.27538703469669,0.5180051706750621,True,6.075294159819926,5.198368296978157,34.51157100029023,26.660846205237412,6.825090991678326,252,68,4fb6c69a76b9d93a3715e87aa39bd3c1d0aa6f00ee8ceccf1119d85ab8e8be73,8538ef7c1cd4c6698c2ca55c83b55713b9a3042380d6ac3a2da115c0af7c93ec,9.835786128103583,18.409791845627147
row,769539383,1,A2,40g,84,164,226.77289399999427,295,1,139367,469252,0.4724633217412174,20.11470150503085,13.352887101104296,0.6814834264531398,19.387683712786444,13.103132087596949,0.6263418863505174,True,19.141714204954027,9.764532858796423,358.1786937658076,95.33892721128623,-14.60241535227836,295,69,8fee3b68fa18338be95bcfdc09bfd7c0a48048ea2b3cc410e59777bc7f06bdd0,23708c45e2bd5e95abe9c0987570d53b5b88095f35185bdde5da4127278f62cd,27.454884982084504,38.94407264449386
row,769539383,2,A1,4g,234,314,442.10089900001185,297,1,130615,460500,0.6124429413484423,4.228102613918679,2.8217181856643694,0.849752354134921,5.806412271901023,3.9463052589006913,0.4573670956225158,True,4.410442580541511,5.037314298830568,18.69969969762429,22.060045060001524,6.339702443996538,3330,416,5f0fbc143e13c77d15714729b0b2b4438de33b5c0ad776201ee6f4f0b5283d77,9827fcc7b736b9984f545771e97efee5e6503c32214cff5b868697d4c293db3d,7.879659034631744,16.076509553562957
row,769539383,2,A1,25g,234,314,442.10089900001185,297,1,130615,460500,0.7295364698492148,5.345824762099177,4.03412622368854,0.7205858456398526,9.875599289082611,7.179548269078351,0.5481227746072771,True,6.871169509340515,7.959819451899669,45.21780248198786,63.3570192290455,34.41645957460862,251,69,dc104903fd8b07c7adb8f2822dd7dd742107b7b25925ae74c9d09db389654566,3363cc8ec4eac388d26e74a3c6f6b4dffe5c0c3b22bc1d099e86e2b301d3dc9c,9.859586127628145,17.82642644079661
row,769539383,2,A1,40g,234,314,442.10089900001185,297,1,130615,460500,0.6668129223081458,16.88186696128442,11.430218243954789,0.6063846155983679,24.949432255268423,16.705802951641935,0.6439551100880774,True,20.678393866170012,10.225424801916024,426.8884775792003,100.44170071291504,170.44517611165168,297,67,9490a040a6ccdd15ad3a30c435051e4bd8f55b32842bc4dd24621f69035aec2b,6f257e0a382fa651d8c86bdf37f53a8e76053a7c6097646b10706a60abf8f48c,27.04418926767075,37.62594472914616
row,769539383,2,A2,4g,61,141,219.5729662499507,297,1,139367,469252,0.7374231315854852,3.4802138058615255,2.0737692453616705,0.834212258616771,6.099303414413669,3.823120336104662,0.4117107113664581,True,4.283919772905929,5.021842895630773,18.009088360729553,22.781275519943264,11.630577603105277,3330,416,5f0fbc143e13c77d15714729b0b2b4438de33b5c0ad776201ee6f4f0b5283d77,9827fcc7b736b9984f545771e97efee5e6503c32214cff5b868697d4c293db3d,7.879659034631744,16.076509553562957
