protocol,outer_seed,inner_fold,arm,column,regime,n,V1_rmse,V2_rmse
row,1362771960,2,A2,40g,mid,19,9.14427627447944,12.48978592150022
row,1362771960,2,A2,40g,high,25,18.043611567393725,24.25390943462823
row,1362771960,3,A1,4g,low,155,2.12615300640198,7.788520646220987
row,1362771960,3,A1,4g,mid,127,3.2704580004009847,9.007027758751793
row,1362771960,3,A1,4g,high,134,6.8890200551392535,14.26403519109208
row,1362771960,3,A1,25g,low,21,9.618442111033366,11.734858947636006
row,1362771960,3,A1,25g,mid,16,4.589383552718387,7.608057143981784
row,1362771960,3,A1,25g,high,18,12.728221645248412,16.815917655851727
row,1362771960,3,A1,40g,low,32,5.965062075594109,6.219489431697558
row,1362771960,3,A1,40g,mid,27,8.170394788953242,11.357762071737074
row,1362771960,3,A1,40g,high,21,33.20364087604184,38.638180857792406
row,1362771960,3,A2,4g,low,155,1.5720245412733342,4.30437508203756
row,1362771960,3,A2,4g,mid,127,1.9735187815992463,3.1626835890035023
row,1362771960,3,A2,4g,high,134,6.289078536233734,8.31221527634918
row,1362771960,3,A2,25g,low,21,9.551501830195768,14.471739045955331
row,1362771960,3,A2,25g,mid,16,4.803134950931874,6.321141344191222
row,1362771960,3,A2,25g,high,18,10.9254596751606,12.937352893326986
row,1362771960,3,A2,40g,low,32,6.953315944868534,8.335277589727232
row,1362771960,3,A2,40g,mid,27,9.378800802123031,10.381999056224068
row,1362771960,3,A2,40g,high,21,31.66053677749851,33.367291175843796
row,1362771960,4,A1,4g,low,155,1.857639382786129,3.0315211225584715
row,1362771960,4,A1,4g,mid,127,2.8190964767401745,2.590301602610856
row,1362771960,4,A1,4g,high,134,5.487606724307977,6.083059214183684
row,1362771960,4,A1,25g,low,17,2.249904050542467,4.720050002980419
row,1362771960,4,A1,25g,mid,26,4.106545471774298,7.964392910657568
row,1362771960,4,A1,25g,high,18,9.269287560443566,16.344086128580294
row,1362771960,4,A1,40g,low,25,5.2886365994852955,6.674556157405292
row,1362771960,4,A1,40g,mid,25,8.674432147586217,15.806634712575622
row,1362771960,4,A1,40g,high,24,22.04851633911468,29.237767483060903
row,1362771960,4,A2,4g,low,155,1.5476501501796318,3.4235193543219435
row,1362771960,4,A2,4g,mid,127,1.9839368529594263,2.9513937370476295
row,1362771960,4,A2,4g,high,134,5.3797290089354215,7.370431718138045
row,1362771960,4,A2,25g,low,17,2.972698036686703,6.114407316289941
row,1362771960,4,A2,25g,mid,26,4.760036483773415,8.050765034025686
row,1362771960,4,A2,25g,high,18,8.995870735978134,15.269561676459196
row,1362771960,4,A2,40g,low,25,5.884921423059019,8.625790772060492
row,1362771960,4,A2,40g,mid,25,9.173560077194947,17.296869149168796
row,1362771960,4,A2,40g,high,24,22.74765255059028,25.713671114311396
row,1362771960,5,A1,4g,low,155,1.6180816274185994,5.201959119345568
row,1362771960,5,A1,4g,mid,127,3.155575202994685,6.369263239558874
row,1362771960,5,A1,4g,high,134,6.211201314690001,11.094433625069843
row,1362771960,5,A1,25g,low,20,1.5875532376495065,3.320076982882285
row,1362771960,5,A1,25g,mid,20,3.2928433575459666,3.662725360703794
row,1362771960,5,A1,25g,high,22,7.766183448052984,13.67943656369005
row,1362771960,5,A1,40g,low,25,5.533870850799183,6.7160847609119205
row,1362771960,5,A1,40g,mid,25,8.915910027021328,12.351147264390582
row,1362771960,5,A1,40g,high,23,24.619579285256293,29.59161072761652
row,1362771960,5,A2,4g,low,155,1.443661740685778,3.112864727628702
row,1362771960,5,A2,4g,mid,127,2.3483458239887844,3.342806303086908
row,1362771960,5,A2,4g,high,134,5.22388833007905,7.261880702121004
row,1362771960,5,A2,25g,low,20,1.6745854991372244,3.865870472683689
row,1362771960,5,A2,25g,mid,20,2.9831065604384963,3.081109149924812
row,1362771960,5,A2,25g,high,22,6.201287435512961,10.754548944028466
row,1362771960,5,A2,40g,low,25,6.5038640042787295,8.730247078474095
row,1362771960,5,A2,40g,mid,25,8.903977673504986,12.448658624487248
row,1362771960,5,A2,40g,high,23,23.60517739705541,26.776672773060955
