protocol,outer_seed,inner_fold,arm,column,regime,n,V1_rmse,V2_rmse
row,769539383,5,A2,4g,low,155,1.5529160998333864,3.5860578841034996
row,769539383,5,A2,4g,mid,127,2.339106696243009,3.2979806949158395
row,769539383,5,A2,4g,high,134,5.670032499016649,7.772789907080019
row,769539383,5,A2,25g,low,25,3.898508601673442,7.628656450793276
row,769539383,5,A2,25g,mid,27,5.382017697091985,9.317926216009337
row,769539383,5,A2,25g,high,20,10.71531528569297,17.656500121631748
row,769539383,5,A2,40g,low,27,6.723305221642653,10.87468280655739
row,769539383,5,A2,40g,mid,19,11.520607846432126,12.890593952890296
row,769539383,5,A2,40g,high,19,26.6448925579421,35.72081045423615
row,1425370602,1,A1,4g,low,155,1.8391549509331069,4.8880708870871
row,1425370602,1,A1,4g,mid,127,3.5014324345249,6.404127752102319
row,1425370602,1,A1,4g,high,134,6.4241348701913665,11.311517947171955
row,1425370602,1,A1,25g,low,24,2.838339732462399,4.965225891169373
row,1425370602,1,A1,25g,mid,22,5.350512003333716,7.339120358018341
row,1425370602,1,A1,25g,high,23,12.077536431192446,15.777106358516738
row,1425370602,1,A1,40g,low,29,8.145060534240573,9.393960143454846
row,1425370602,1,A1,40g,mid,18,13.88903561396821,16.45501220346854
row,1425370602,1,A1,40g,high,21,21.56696475384059,29.78024463614509
row,1425370602,1,A2,4g,low,155,1.3791529527925757,3.280289563666381
row,1425370602,1,A2,4g,mid,127,2.4646913031173594,2.7586184049250027
row,1425370602,1,A2,4g,high,134,5.284242515195623,6.949598767393525
row,1425370602,1,A2,25g,low,24,2.580788905820392,7.390013791175221
row,1425370602,1,A2,25g,mid,22,5.448570036803551,7.936832325487654
row,1425370602,1,A2,25g,high,23,11.076945075794912,12.572555859933038
row,1425370602,1,A2,40g,low,29,6.448536333111793,9.704632147120948
row,1425370602,1,A2,40g,mid,18,12.477874361952972,14.2723484261676
row,1425370602,1,A2,40g,high,21,19.266667032675834,22.12727913396996
row,1425370602,2,A1,4g,low,155,2.1984432484131355,3.2584614673887624
row,1425370602,2,A1,4g,mid,127,3.020478009839384,2.8040077897412496
row,1425370602,2,A1,4g,high,134,5.595143457353778,5.749594240707566
row,1425370602,2,A1,25g,low,16,2.3196278047743877,4.797675889029263
row,1425370602,2,A1,25g,mid,20,7.717822992659402,8.101363789640198
row,1425370602,2,A1,25g,high,22,8.791413450261652,18.905965930307424
row,1425370602,2,A1,40g,low,22,5.43041002162708,12.06552496274975
row,1425370602,2,A1,40g,mid,28,10.872417337530509,16.119857637414853
row,1425370602,2,A1,40g,high,28,24.643218528855197,31.640589561620548
row,1425370602,2,A2,4g,low,155,1.5179485836914777,3.904453587896204
row,1425370602,2,A2,4g,mid,127,1.918601388206329,3.0119305659458835
row,1425370602,2,A2,4g,high,134,5.963035313470166,7.854978202931899
row,1425370602,2,A2,25g,low,16,2.423998217348155,4.889673967205691
row,1425370602,2,A2,25g,mid,20,8.319289525229317,9.887457128985158
row,1425370602,2,A2,25g,high,22,9.025108602726212,16.921436090801365
row,1425370602,2,A2,40g,low,22,7.197198154476309,11.197604453807152
row,1425370602,2,A2,40g,mid,28,8.943739398255744,15.159114772104868
row,1425370602,2,A2,40g,high,28,21.371108194819033,25.883996931290547
row,1425370602,3,A1,4g,low,155,1.9184638641673513,3.055371013139853
row,1425370602,3,A1,4g,mid,127,3.0985640802173644,2.8920662203501024
row,1425370602,3,A1,4g,high,134,5.359391800264072,6.866272599503148
row,1425370602,3,A1,25g,low,17,3.568864766134193,6.330936203808376
row,1425370602,3,A1,25g,mid,25,4.265412253401065,7.085090704025345
row,1425370602,3,A1,25g,high,23,10.45280936650716,17.252174294185057
row,1425370602,3,A1,40g,low,15,4.894568074215777,5.6660649634935885
row,1425370602,3,A1,40g,mid,30,8.94611926412073,14.897459007415458
row,1425370602,3,A1,40g,high,26,29.237513720434933,34.59515723254454
row,1425370602,3,A2,4g,low,155,1.6585850837472262,3.229244627504687
row,1425370602,3,A2,4g,mid,127,2.227713972581196,3.1076016030615907
row,1425370602,3,A2,4g,high,134,5.277505528361436,7.0894720412372765
row,1425370602,3,A2,25g,low,17,2.7537257659171335,4.339833956148597
row,1425370602,3,A2,25g,mid,25,5.698988440688411,7.029700805921957
row,1425370602,3,A2,25g,high,23,10.960882018762666,15.871962410298613
row,1425370602,3,A2,40g,low,15,6.373973215928358,11.27245416551725
row,1425370602,3,A2,40g,mid,30,9.10201340937986,12.15805520278948
row,1425370602,3,A2,40g,high,26,27.63093931124613,29.828453443126016
row,1425370602,4,A1,4g,low,155,2.2519108122920515,3.088209812934433
row,1425370602,4,A1,4g,mid,127,3.016229984692177,2.609776443135195
row,1425370602,4,A1,4g,high,134,5.395440396490608,6.022881020044379
row,1425370602,4,A1,25g,low,23,2.255566689679228,6.783193677119558
row,1425370602,4,A1,25g,mid,23,4.10510863136597,6.648999651514645
row,1425370602,4,A1,25g,high,20,9.068821266913654,14.925592359232729
row,1425370602,4,A1,40g,low,28,5.687895215017213,11.516821653937203
row,1425370602,4,A1,40g,mid,22,7.857549454112935,11.704926558319084
row,1425370602,4,A1,40g,high,20,32.54296454795219,37.281319738134805
row,1425370602,4,A2,4g,low,155,1.544766409431218,3.0633702874653017
row,1425370602,4,A2,4g,mid,127,2.005875167341824,3.0761807827756815
row,1425370602,4,A2,4g,high,134,5.565382036514155,7.561476909399796
row,1425370602,4,A2,25g,low,23,2.261437946009703,3.926049017627004
row,1425370602,4,A2,25g,mid,23,4.469306116674507,5.290170792498913
row,1425370602,4,A2,25g,high,20,10.194679770296048,12.595472895388758
row,1425370602,4,A2,40g,low,28,7.737629940090617,11.966996581604304
row,1425370602,4,A2,40g,mid,22,7.040264151768215,10.026995031758515
row,1425370602,4,A2,40g,high,20,29.664385822455134,31.1830716476164
row,1425370602,5,A1,4g,low,155,2.0309937458228275,5.507509958057562
row,1425370602,5,A1,4g,mid,127,3.217401504508349,6.330132993512369
row,1425370602,5,A1,4g,high,134,6.257404480869209,11.374693002682289
row,1425370602,5,A1,25g,low,29,3.8906934986527166,6.518218725410489
row,1425370602,5,A1,25g,mid,19,4.366496694531577,7.047189495689486
row,1425370602,5,A1,25g,high,21,7.166643417159755,13.925863078775375
row,1425370602,5,A1,40g,low,24,7.089758725602377,10.04540805009762
row,1425370602,5,A1,40g,mid,20,9.633762898396675,16.007727201870157
row,1425370602,5,A1,40g,high,23,10.779394942335587,23.77364136832237
row,1425370602,5,A2,4g,low,155,1.6774600946196483,4.3205169754620965
row,1425370602,5,A2,4g,mid,127,2.520063567547313,4.469244232698041
row,1425370602,5,A2,4g,high,134,6.556075177610783,9.079500442940908
row,1425370602,5,A2,25g,low,29,2.9790218418744714,5.859659767718219
row,1425370602,5,A2,25g,mid,19,4.13096029532722,7.7742925803135075
row,1425370602,5,A2,25g,high,21,5.879461952774194,10.94121841944073
row,1425370602,5,A2,40g,low,24,7.293265089418331,13.114283917415504
row,1425370602,5,A2,40g,mid,20,13.352110885822624,17.80484562773447
row,1425370602,5,A2,40g,high,23,11.558818989018205,19.744599217118058
row,536279090,1,A1,4g,low,155,2.2802408637408846,2.8935737089821316
row,536279090,1,A1,4g,mid,127,3.0359280758293012,2.7514807016249554
row,536279090,1,A1,4g,high,134,5.259773801464973,5.630286581009714
row,536279090,1,A1,25g,low,19,2.5875360699979044,4.739628414455452
row,536279090,1,A1,25g,mid,22,3.6388184469691662,7.485748155018016
row,536279090,1,A1,25g,high,20,10.10658117514904,13.241258169278344
row,536279090,1,A1,40g,low,19,5.997272461673794,13.38068277160566
row,536279090,1,A1,40g,mid,27,10.22581022290968,18.199960778640342
row,536279090,1,A1,40g,high,28,25.62156469675222,33.40343638337487
row,536279090,1,A2,4g,low,155,1.7790408540484064,3.659956637918451
row,536279090,1,A2,4g,mid,127,2.1519810496718583,3.3167794336016834
row,536279090,1,A2,4g,high,134,5.255376328932158,7.289610112458787
row,536279090,1,A2,25g,low,19,2.03771516303544,4.12875747302347
row,536279090,1,A2,25g,mid,22,4.325791994366297,8.878791204323376
row,536279090,1,A2,25g,high,20,9.01879342689487,10.477838144466048
row,536279090,1,A2,40g,low,19,7.4638715730035985,14.596806448175894
row,536279090,1,A2,40g,mid,27,9.580425035417402,15.543881355576035
row,536279090,1,A2,40g,high,28,23.501748482950912,27.99386600096287
row,536279090,2,A1,4g,low,155,2.144282240850115,5.1754500506774335
row,536279090,2,A1,4g,mid,127,3.1559382694412608,5.902130721949195
row,536279090,2,A1,4g,high,134,5.952481198554417,10.78794162641848
row,536279090,2,A1,25g,low,26,2.0456730597031054,5.733328371630488
row,536279090,2,A1,25g,mid,25,3.3112245948290564,5.992829920262411
row,536279090,2,A1,25g,high,22,7.143599715074308,10.292357498439712
row,536279090,2,A1,40g,low,22,5.10410633106853,7.235847669726557
row,536279090,2,A1,40g,mid,19,7.603808137186752,10.24214466447938
row,536279090,2,A1,40g,high,21,15.180766928989708,21.92785786386441
row,536279090,2,A2,4g,low,155,1.632964864801784,3.323039432411305
row,536279090,2,A2,4g,mid,127,2.023074490291729,2.9810322533692295
row,536279090,2,A2,4g,high,134,5.057834785782903,7.176812685306248
row,536279090,2,A2,25g,low,26,2.227926123748857,6.571102932239399
row,536279090,2,A2,25g,mid,25,3.1013672427355674,4.8213093649738585
row,536279090,2,A2,25g,high,22,6.58530003906364,8.820268341172646
row,536279090,2,A2,40g,low,22,8.504660641963254,12.707553229563858
row,536279090,2,A2,40g,mid,19,8.047759427009135,9.819469296664304
row,536279090,2,A2,40g,high,21,14.95169341227982,20.406333694292176
row,536279090,3,A1,4g,low,155,2.193529167285347,3.3551769738272545
row,536279090,3,A1,4g,mid,127,3.040097878243572,2.372433786858432
row,536279090,3,A1,4g,high,134,5.135472275025287,6.2513345062224905
row,536279090,3,A1,25g,low,18,5.07120224426261,8.373246177812602
row,536279090,3,A1,25g,mid,21,5.38324863647424,9.48873559686684
row,536279090,3,A1,25g,high,25,10.95791861610394,14.755846990171085
row,536279090,3,A1,40g,low,30,6.379074707029085,9.546794842264038
row,536279090,3,A1,40g,mid,21,20.719275656597716,19.650572501786435
row,536279090,3,A1,40g,high,19,30.487230266002378,39.47223555226227
row,536279090,3,A2,4g,low,155,1.727631882075577,3.4812234694521553
row,536279090,3,A2,4g,mid,127,2.030814339150029,2.9100582554243077
row,536279090,3,A2,4g,high,134,5.417768229522753,7.542322750476239
row,536279090,3,A2,25g,low,18,3.701066257465267,5.573624513186497
row,536279090,3,A2,25g,mid,21,4.726474319652183,8.579089467691468
row,536279090,3,A2,25g,high,25,11.358492692423102,14.624046368573495
row,536279090,3,A2,40g,low,30,6.116342032933524,8.372738309876226
row,536279090,3,A2,40g,mid,21,19.422350522036847,20.42215137316752
row,536279090,3,A2,40g,high,19,26.865060822934524,34.6415450913938
row,536279090,4,A1,4g,low,155,2.0216255024592034,3.050533761221295
row,536279090,4,A1,4g,mid,127,3.1166598276846074,2.578390109927832
row,536279090,4,A1,4g,high,134,5.3443727138558925,5.623605706813702
row,536279090,4,A1,25g,low,21,3.885622726062352,7.216263329475631
row,536279090,4,A1,25g,mid,20,5.495473434169839,7.7761708438578605
row,536279090,4,A1,25g,high,20,9.675695267296495,16.498604395506447
row,536279090,4,A1,40g,low,23,6.271231549737711,11.425691596172756
row,536279090,4,A1,40g,mid,27,10.681848570770937,16.97591591183951
row,536279090,4,A1,40g,high,24,23.54873062088469,36.361209911525854
row,536279090,4,A2,4g,low,155,1.3875206239483808,3.624985697880128
row,536279090,4,A2,4g,mid,127,2.4098281532270596,2.7746552462952705
row,536279090,4,A2,4g,high,134,4.759987836975357,6.0890954886347535
row,536279090,4,A2,25g,low,21,4.441832777805196,7.068593527366363
row,536279090,4,A2,25g,mid,20,5.23846040942099,7.693582682296982
row,536279090,4,A2,25g,high,20,8.79882534186408,15.142730143501623
row,536279090,4,A2,40g,low,23,6.182475570791791,10.322301121964802
row,536279090,4,A2,40g,mid,27,11.006903039331451,16.905969240897512
row,536279090,4,A2,40g,high,24,21.959831918354688,34.020969658185145
row,536279090,5,A1,4g,low,155,1.954554384289072,2.515332265495086
row,536279090,5,A1,4g,mid,127,3.2450147970038534,2.536126135288624
row,536279090,5,A1,4g,high,134,5.263511496803545,6.209369737659726
row,536279090,5,A1,25g,low,25,2.4682787644847064,3.9580791006751497
row,536279090,5,A1,25g,mid,20,5.295597116279994,5.985247011683558
row,536279090,5,A1,25g,high,22,8.516978893400797,15.123503043718134
row,536279090,5,A1,40g,low,22,5.244916198730456,5.292866767781746
row,536279090,5,A1,40g,mid,22,9.419826419802146,15.850957236453374
row,536279090,5,A1,40g,high,24,30.65075817897554,28.090388635024368
row,536279090,5,A2,4g,low,155,1.3669480804785763,3.0894033944308004
row,536279090,5,A2,4g,mid,127,2.243878078681741,2.545999455936634
row,536279090,5,A2,4g,high,134,4.62097920867654,5.901338152513952
row,536279090,5,A2,25g,low,25,2.3388989817570556,3.481440029186825
row,536279090,5,A2,25g,mid,20,6.612426968463171,7.081551793499651
row,536279090,5,A2,25g,high,22,5.368567169070966,10.702954712377323
row,536279090,5,A2,40g,low,22,5.157642844723717,6.556990473236732
row,536279090,5,A2,40g,mid,22,11.609785592829873,17.05090148588779
row,536279090,5,A2,40g,high,24,29.152770031503938,24.652875441630137
row,2767143051,1,A1,4g,low,155,1.933896662744469,3.305843095036674
row,2767143051,1,A1,4g,mid,127,2.8283939884221234,3.0825187806893415
row,2767143051,1,A1,4g,high,134,5.618533470618543,7.982701945485439
row,2767143051,1,A1,25g,low,21,4.302044222895865,5.7881634282519725
row,2767143051,1,A1,25g,mid,21,3.8711718945084135,6.998209823711565
row,2767143051,1,A1,25g,high,29,9.477411456900589,18.40583964152925
row,2767143051,1,A1,40g,low,20,6.904105408820519,8.194065785500378
row,2767143051,1,A1,40g,mid,24,7.274164222884121,9.577003264304166
row,2767143051,1,A1,40g,high,21,24.23085636767226,29.13346299840251
row,2767143051,1,A2,4g,low,155,1.6494538825855023,3.7526529357839857
row,2767143051,1,A2,4g,mid,127,1.989525833026316,3.2383378905984728
row,2767143051,1,A2,4g,high,134,5.240497023841167,7.550057461955613
row,2767143051,1,A2,25g,low,21,2.4320729332236786,3.553653645034526
row,2767143051,1,A2,25g,mid,21,4.361059657966183,7.978203890554508
row,2767143051,1,A2,25g,high,29,9.67007151793533,17.43615519200766
row,2767143051,1,A2,40g,low,20,4.897537642459413,6.443805968118851
row,2767143051,1,A2,40g,mid,24,10.952958088727264,14.045868294828736
row,2767143051,1,A2,40g,high,21,24.256545872452723,27.495048944823388
row,2767143051,2,A1,4g,low,155,2.0376116145520093,7.381541176255617
row,2767143051,2,A1,4g,mid,127,3.11226752865716,8.227308922469472
row,2767143051,2,A1,4g,high,134,6.222698990991575,13.14904687592101
row,2767143051,2,A1,25g,low,20,10.143056551751298,12.51292929653522
row,2767143051,2,A1,25g,mid,15,6.147800066904057,7.717715727942188
row,2767143051,2,A1,25g,high,19,8.171790231280001,15.133207454194292
row,2767143051,2,A1,40g,low,24,8.834263446986967,10.402994941866652
row,2767143051,2,A1,40g,mid,28,12.046580664578814,14.868944910884489
row,2767143051,2,A1,40g,high,30,24.65032626141308,40.49935469349855
row,2767143051,2,A2,4g,low,155,1.7269629165525695,3.8270655588449856
row,2767143051,2,A2,4g,mid,127,2.0272088817532596,3.259806784748729
row,2767143051,2,A2,4g,high,134,5.058198611741575,6.832226406663121
row,2767143051,2,A2,25g,low,20,11.07388739428648,15.72675877149834
row,2767143051,2,A2,25g,mid,15,5.317015170274483,7.396163424966714
row,2767143051,2,A2,25g,high,19,8.22937416169753,14.544459445628542
row,2767143051,2,A2,40g,low,24,8.154581327833396,14.442718437392674
row,2767143051,2,A2,40g,mid,28,10.47097144490234,12.93593822805852
row,2767143051,2,A2,40g,high,30,22.912456815030904,30.384394852169912
row,2767143051,3,A1,4g,low,155,2.115149240470239,2.5991037188599813
row,2767143051,3,A1,4g,mid,127,2.607070903148116,2.6318182558007126
row,2767143051,3,A1,4g,high,134,5.672432866361195,6.705290492635859
row,2767143051,3,A1,25g,low,14,3.0936959554392107,5.59564990057253
row,2767143051,3,A1,25g,mid,29,8.072885116836114,10.759853323377191
row,2767143051,3,A1,25g,high,18,8.313402258618142,14.972555394553344
row,2767143051,3,A1,40g,low,22,6.0341979726388235,7.017565669974096
row,2767143051,3,A1,40g,mid,27,7.281116206494475,11.66757646316025
row,2767143051,3,A1,40g,high,26,23.16876412399094,29.46983345807979
row,2767143051,3,A2,4g,low,155,1.605653540097741,3.0497351472342453
row,2767143051,3,A2,4g,mid,127,1.8982144157998089,3.098425984126511
row,2767143051,3,A2,4g,high,134,5.556681372720181,8.016402140208125
row,2767143051,3,A2,25g,low,14,2.283428285448346,4.322949137035486
row,2767143051,3,A2,25g,mid,29,8.371759061628255,8.929340256258554
row,2767143051,3,A2,25g,high,18,8.220377917914636,12.555294373231872
row,2767143051,3,A2,40g,low,22,7.6896582879482365,11.14795154079976
row,2767143051,3,A2,40g,mid,27,5.997099006641724,9.167586971638055
row,2767143051,3,A2,40g,high,26,23.33492394924752,27.73225444716191
row,2767143051,4,A1,4g,low,155,2.852419024278818,11.113078353539004
row,2767143051,4,A1,4g,mid,127,5.298642042951513,14.709161331544172
row,2767143051,4,A1,4g,high,134,8.15902715576807,19.192869967102755
row,2767143051,4,A1,25g,low,32,4.031930876141264,5.687607863372549
row,2767143051,4,A1,25g,mid,19,4.4966611663903535,7.682543532453155
row,2767143051,4,A1,25g,high,17,9.866003019875288,13.486954323230565
row,2767143051,4,A1,40g,low,24,7.608534232119836,10.05492871635458
row,2767143051,4,A1,40g,mid,17,10.673393259109156,17.364169523709087
row,2767143051,4,A1,40g,high,27,30.80774981327538,44.86464439953861
row,2767143051,4,A2,4g,low,155,1.4939778911607298,3.3050139906979523
row,2767143051,4,A2,4g,mid,127,2.1550659040614786,3.0923536721861176
row,2767143051,4,A2,4g,high,134,5.371835457900972,7.682730203245468
row,2767143051,4,A2,25g,low,32,2.1210723230905293,3.4550513673730303
row,2767143051,4,A2,25g,mid,19,3.8016060249312496,5.618890962771144
row,2767143051,4,A2,25g,high,17,9.848943080365062,12.44947864960892
row,2767143051,4,A2,40g,low,24,7.253839093037532,12.644480670965388
row,2767143051,4,A2,40g,mid,17,9.686905266732335,14.92850684857062
row,2767143051,4,A2,40g,high,27,24.77815175776224,30.88536408443685
row,2767143051,5,A1,4g,low,155,1.7018670092571488,3.3237124965389255
row,2767143051,5,A1,4g,mid,127,2.713428638715709,2.7363114106673225
row,2767143051,5,A1,4g,high,134,5.73563813765349,7.497662009201645
row,2767143051,5,A1,25g,low,20,2.0901670397127687,3.462221117783794
row,2767143051,5,A1,25g,mid,22,4.045969515529946,4.722865946583653
row,2767143051,5,A1,25g,high,24,6.4153890244969904,9.830204895241936
row,2767143051,5,A1,40g,low,29,6.091656800349621,8.47866909450388
row,2767143051,5,A1,40g,mid,24,22.048044616342235,21.886419065457687
row,2767143051,5,A1,40g,high,16,24.288593039998524,24.98604710515532
row,2767143051,5,A2,4g,low,155,1.5784636397302725,3.770236871514667
row,2767143051,5,A2,4g,mid,127,1.856840254505849,3.501856567413129
row,2767143051,5,A2,4g,high,134,5.932125738492762,8.481160940109353
row,2767143051,5,A2,25g,low,20,2.6338123480304096,3.153620387159211
row,2767143051,5,A2,25g,mid,22,3.559324994187503,4.548996292215317
row,2767143051,5,A2,25g,high,24,6.893402727885214,8.157178814889502
row,2767143051,5,A2,40g,low,29,7.367500864120709,9.17326534347484
row,2767143051,5,A2,40g,mid,24,20.44896295808115,22.54471240652727
row,2767143051,5,A2,40g,high,16,25.585412384190764,26.79447386631024
row,1362771960,1,A1,4g,low,155,2.156280392204347,7.253941911036186
row,1362771960,1,A1,4g,mid,127,3.701289992981765,9.048442393082832
row,1362771960,1,A1,4g,high,134,6.333655132342967,12.829110167310636
row,1362771960,1,A1,25g,low,19,3.5997808572138625,6.966676473704664
row,1362771960,1,A1,25g,mid,17,7.3172379305090915,8.936998179391166
row,1362771960,1,A1,25g,high,24,12.679892807736396,18.123948928829023
row,1362771960,1,A1,40g,low,24,6.10329802119058,10.036239703166572
row,1362771960,1,A1,40g,mid,24,9.722482975305692,12.93779248192144
row,1362771960,1,A1,40g,high,28,27.75424945358136,40.2674229301006
row,1362771960,1,A2,4g,low,155,1.706051888548089,4.270754024540199
row,1362771960,1,A2,4g,mid,127,2.4304652875242425,4.439350955767279
row,1362771960,1,A2,4g,high,134,5.986562348479141,8.37329201098135
row,1362771960,1,A2,25g,low,19,2.9622289427334194,6.2537416259546275
row,1362771960,1,A2,25g,mid,17,6.865931145128484,9.535486342060697
row,1362771960,1,A2,25g,high,24,12.054804886974194,15.55121866595852
row,1362771960,1,A2,40g,low,24,4.629371382507299,12.6627167008478
row,1362771960,1,A2,40g,mid,24,11.513260918743203,15.741434733619906
row,1362771960,1,A2,40g,high,28,23.926853433499236,28.865532461497143
row,1362771960,2,A1,4g,low,155,1.815475854116931,4.976473603140227
row,1362771960,2,A1,4g,mid,127,3.1290177797629637,5.598582807938033
row,1362771960,2,A1,4g,high,134,6.545695689366151,10.141147415533489
row,1362771960,2,A1,25g,low,28,2.1071087984396577,4.378010843764404
row,1362771960,2,A1,25g,mid,26,8.539977619042675,9.69308270811844
row,1362771960,2,A1,25g,high,23,11.794718204850293,15.41829967719863
row,1362771960,2,A1,40g,low,14,9.171989960120795,14.21205593771272
row,1362771960,2,A1,40g,mid,19,10.597276887976216,13.121082992127327
row,1362771960,2,A1,40g,high,25,19.48128594842493,28.452737497595084
row,1362771960,2,A2,4g,low,155,1.43454076234055,3.828243181467303
row,1362771960,2,A2,4g,mid,127,2.0876569291119345,3.8129941763171313
row,1362771960,2,A2,4g,high,134,5.953198829539683,8.120611969938526
row,1362771960,2,A2,25g,low,28,2.3180403615349388,4.279998643614767
row,1362771960,2,A2,25g,mid,26,7.886849960418096,10.006952242475682
row,1362771960,2,A2,25g,high,23,11.133604238381777,12.977913490891188
row,1362771960,2,A2,40g,low,14,8.852675409731978,17.190273864578735
