epoch,step,grad_norm_4g,grad_norm_25g,grad_norm_40g,cos_4g_25g,cos_4g_40g,cos_25g_40g,protocol,outer_seed,inner_fold,arm
170,0,405.9348449707031,556.0470581054688,844.056884765625,-0.162610113620758,-0.417779803276062,-0.5335041284561157,row,769539383,2,A1
180,0,395.5208435058594,656.8670654296875,526.63134765625,0.2293512970209121,-0.2637830078601837,-0.4772480726242065,row,769539383,2,A1
190,0,404.4035034179687,684.1554565429688,952.766845703125,0.1541171371936798,0.1372346878051757,-0.5980878472328186,row,769539383,2,A1
200,0,361.88720703125,528.9995727539062,658.1653442382812,-0.2562959194183349,-0.138549268245697,-0.4331270754337311,row,769539383,2,A1
210,0,347.82598876953125,595.5223388671875,621.12353515625,-0.1835228353738784,-0.3689315021038055,-0.5875968337059021,row,769539383,2,A1
220,0,376.2044372558594,628.25830078125,841.3923950195312,-0.269849568605423,-0.1286808848381042,-0.227223128080368,row,769539383,2,A1
230,0,236.9590759277344,737.4124145507812,479.16851806640625,0.1200168281793594,-0.2824337780475616,-0.6880531907081604,row,769539383,2,A1
240,0,493.2708740234375,642.3419189453125,668.9707641601562,-0.3619877994060516,0.0472742393612861,-0.4246990084648132,row,769539383,2,A1
250,0,233.6611328125,595.5604858398438,983.97216796875,0.2627588808536529,0.1621519923210144,-0.444850742816925,row,769539383,2,A1
260,0,296.42779541015625,595.4736328125,668.786865234375,-0.1294230371713638,0.0504708215594291,-0.6138604283332825,row,769539383,2,A1
270,0,288.0028991699219,636.7965087890625,687.84521484375,0.0138270379975438,-0.3126173317432403,-0.1432565748691558,row,769539383,2,A1
280,0,336.2494201660156,728.8887939453125,752.46240234375,-0.0844198763370513,0.1186530590057373,-0.8590717315673828,row,769539383,2,A1
290,0,382.05810546875,635.1223754882812,687.9246826171875,-0.0673525035381317,0.0121102854609489,-0.4332960844039917,row,769539383,2,A1
300,0,190.01284790039065,606.513427734375,838.9301147460938,0.0218977816402912,-0.0141462683677673,-0.0755187794566154,row,769539383,2,A1
310,0,193.0150909423828,742.18896484375,1406.1824951171875,0.2759331166744232,0.2826711237430572,0.0491410233080387,row,769539383,2,A1
1,0,1692.0345458984375,2056.788818359375,4905.1474609375,-0.2847718894481659,-0.3316134810447693,0.9244471192359924,row,769539383,2,A2
10,0,1265.641845703125,1778.5533447265625,5036.55078125,-0.4275432825088501,-0.488225519657135,0.8968104720115662,row,769539383,2,A2
20,0,1050.994140625,1269.3995361328125,4735.64892578125,-0.4976559281349182,-0.5618777275085449,0.7963965535163879,row,769539383,2,A2
30,0,972.8246459960938,655.6666870117188,3478.55224609375,-0.1010421514511108,-0.4326238334178924,0.3791934847831726,row,769539383,2,A2
40,0,819.9642944335938,687.8267211914062,1977.939453125,0.6091088652610779,-0.5279175043106079,-0.4750090837478637,row,769539383,2,A2
50,0,569.0894775390625,874.1927490234375,2122.885986328125,0.6664164662361145,-0.3015646636486053,-0.364647626876831,row,769539383,2,A2
60,0,620.6674194335938,670.0374755859375,1128.829345703125,0.5900946259498596,-0.6465959548950195,-0.6106982827186584,row,769539383,2,A2
70,0,749.0968017578125,440.9404296875,1021.1370849609376,0.3757396340370178,-0.5959429740905762,-0.5407912135124207,row,769539383,2,A2
80,0,434.668701171875,433.0066223144531,778.8609008789062,0.2180358320474624,-0.6201636791229248,-0.4402400553226471,row,769539383,2,A2
90,0,304.1038818359375,490.5606994628906,711.6058959960938,-0.0141329430043697,-0.4155383706092834,-0.4585132002830505,row,769539383,2,A2
100,0,373.2799987792969,362.2578430175781,711.286865234375,0.2794475555419922,-0.2411052584648132,-0.4444580972194671,row,769539383,2,A2
110,0,334.8268127441406,445.8996276855469,643.4365234375,0.0515550822019577,-0.3467547297477722,-0.5391595959663391,row,769539383,2,A2
120,0,387.9485778808594,385.27978515625,568.4532470703125,0.0446349494159221,-0.36593759059906,-0.2860019505023956,row,769539383,2,A2
130,0,230.65414428710935,344.65118408203125,556.6019287109375,-0.0959159061312675,-0.1255464851856231,-0.5309132933616638,row,769539383,2,A2
140,0,323.2622985839844,373.8771362304687,555.0059204101562,0.1682629138231277,-0.2218118160963058,-0.1578348726034164,row,769539383,2,A2
1,0,1643.9471435546875,2095.176513671875,5042.962890625,-0.2132159769535064,-0.2926749587059021,0.9036043882369996,row,769539383,3,A1
10,0,1455.3062744140625,1955.982666015625,5166.8583984375,-0.3435988128185272,-0.4361122548580169,0.9037768244743348,row,769539383,3,A1
20,0,1544.2652587890625,1485.69091796875,4993.53466796875,-0.4767508208751678,-0.6832272410392761,0.8508242964744568,row,769539383,3,A1
30,0,1482.1436767578125,1021.0643920898438,4749.57177734375,-0.4151971638202667,-0.7835585474967957,0.7063194513320923,row,769539383,3,A1
40,0,1203.984375,720.4923706054688,4478.01611328125,-0.0419331565499305,-0.8536857962608337,0.1513943672180175,row,769539383,3,A1
50,0,1456.030517578125,846.1214599609375,3922.760986328125,0.490176260471344,-0.8349331617355347,-0.4015277624130249,row,769539383,3,A1
60,0,1625.2430419921875,751.4332275390625,3374.274169921875,0.5622898936271667,-0.7998751997947693,-0.5423465967178345,row,769539383,3,A1
70,0,1308.5048828125,831.7927856445312,2912.646728515625,0.6015661358833313,-0.7955663800239563,-0.6761986017227173,row,769539383,3,A1
80,0,1248.3153076171875,781.28369140625,2214.935546875,0.6484884023666382,-0.7928165793418884,-0.7160093784332275,row,769539383,3,A1
90,0,1148.451171875,611.6636962890625,1937.145263671875,0.4689482152462005,-0.8070069551467896,-0.5539721846580505,row,769539383,3,A1
100,0,1085.759033203125,518.1417236328125,1368.5015869140625,0.3224944174289703,-0.7249287366867065,-0.3913973867893219,row,769539383,3,A1
110,0,978.6368408203124,410.9241638183594,1093.65380859375,0.209259808063507,-0.6806290745735168,-0.4710618853569031,row,769539383,3,A1
120,0,817.4329223632812,461.8067321777344,1061.8160400390625,-0.0518734045326709,-0.6907657384872437,-0.3062353432178497,row,769539383,3,A1
130,0,753.889892578125,479.7762145996094,908.7821655273438,-0.1830699294805526,-0.5561918020248413,-0.271058589220047,row,769539383,3,A1
140,0,723.3817749023438,465.8246765136719,634.788818359375,-0.077468492090702,-0.0858634933829307,-0.571809709072113,row,769539383,3,A1
150,0,629.1537475585938,514.629150390625,757.2896118164062,0.0210678540170192,-0.6418975591659546,-0.2568667829036712,row,769539383,3,A1
160,0,1018.7448120117188,613.8003540039062,1511.3170166015625,-0.4174196124076843,-0.2836770415306091,0.1005068570375442,row,769539383,3,A1
170,0,431.63275146484375,452.2966003417969,1044.3133544921875,-0.2470940202474594,-0.3925406634807586,-0.2295092493295669,row,769539383,3,A1
180,0,371.8523864746094,508.7102966308594,780.7505493164062,-0.2402302473783493,-0.4510522186756134,-0.2796560227870941,row,769539383,3,A1
190,0,357.060546875,921.6976318359376,767.6241455078125,-0.2022999823093414,0.2518482208251953,-0.1990599036216735,row,769539383,3,A1
200,0,446.3611145019531,488.3483581542969,712.8071899414062,-0.1745687276124954,0.0795889198780059,-0.5262652039527893,row,769539383,3,A1
210,0,313.1661376953125,558.843505859375,505.99310302734375,-0.1405267417430877,-0.3597464561462402,-0.4577833414077759,row,769539383,3,A1
220,0,382.9755554199219,624.3346557617188,983.2677612304688,0.5400574207305908,0.3393678069114685,-0.1638349890708923,row,769539383,3,A1
230,0,533.1393432617188,498.50970458984375,729.448974609375,-0.4051340818405151,-0.075889803469181,-0.3643020987510681,row,769539383,3,A1
240,0,335.958740234375,518.93115234375,697.7825317382812,-0.2510169446468353,0.1327369809150695,-0.4442284107208252,row,769539383,3,A1
250,0,273.69464111328125,566.2442626953125,826.37841796875,0.308335393667221,0.0719095841050148,-0.5005477666854858,row,769539383,3,A1
260,0,282.74627685546875,494.2330932617187,853.4361572265625,-0.2124737948179245,-0.1882890611886978,-0.314241498708725,row,769539383,3,A1
270,0,368.8107299804687,582.5507202148438,621.297607421875,-0.3236598074436188,0.1508033126592636,-0.6938688158988953,row,769539383,3,A1
280,0,384.8404235839844,464.7976684570313,728.2037353515625,-0.2159147709608078,-0.0425564497709274,-0.5057642459869385,row,769539383,3,A1
290,0,267.43011474609375,503.0381164550781,965.4815673828124,-0.0913268998265266,0.0695481598377227,-0.1661219596862793,row,769539383,3,A1
1,0,1643.9471435546875,2095.176513671875,5042.962890625,-0.2132159769535064,-0.2926749587059021,0.9036043882369996,row,769539383,3,A2
10,0,1124.011962890625,1970.215576171875,5426.1318359375,-0.336290568113327,-0.3817266225814819,0.8073991537094116,row,769539383,3,A2
20,0,915.4822998046876,1660.5869140625,5002.5458984375,-0.4614372551441192,-0.4756568074226379,0.5306134819984436,row,769539383,3,A2
30,0,645.9266357421875,1474.1617431640625,2818.74609375,-0.4073838591575622,-0.3608067333698272,0.250363677740097,row,769539383,3,A2
40,0,511.0936279296875,1087.0655517578125,1706.3154296875,-0.1151584833860397,0.2080870568752288,-0.2224845439195633,row,769539383,3,A2
50,0,451.9862976074219,752.1248779296875,1230.0003662109375,0.4561306834220886,-0.2089249193668365,-0.2140540033578872,row,769539383,3,A2
60,0,427.0333862304687,471.25634765625,1068.83837890625,0.3559831380844116,-0.5028681755065918,-0.3390340507030487,row,769539383,3,A2
70,0,339.3235778808594,355.0838928222656,823.767333984375,0.0950666591525077,-0.3186852931976318,-0.2948408126831054,row,769539383,3,A2
80,0,387.7325439453125,309.0404968261719,668.2171630859375,0.0671329647302627,-0.3241493701934814,-0.4014872014522552,row,769539383,3,A2
90,0,342.5140380859375,299.64697265625,631.2520141601562,0.0006551061524078,-0.4447461068630218,-0.230316013097763,row,769539383,3,A2
100,0,434.6188049316406,306.90625,499.0582885742187,-0.0128126703202724,-0.0061081144958734,-0.2769692242145538,row,769539383,3,A2
110,0,284.1617736816406,300.67987060546875,547.6514892578125,0.1092541068792343,-0.1429749727249145,-0.2415952533483505,row,769539383,3,A2
120,0,244.8682098388672,288.1159973144531,562.844482421875,-0.2531619966030121,-0.3052141070365906,-0.0922025740146637,row,769539383,3,A2
130,0,290.1545715332031,287.170654296875,500.4858703613281,-0.0578736700117588,-0.1442313492298126,-0.1975670456886291,row,769539383,3,A2
140,0,252.9540252685547,248.49252319335935,487.6741943359375,-0.1982877999544143,0.0264776144176721,-0.4943628311157226,row,769539383,3,A2
150,0,292.3213806152344,256.5419921875,449.5503845214844,0.0567992962896823,-0.2697961628437042,-0.2585214376449585,row,769539383,3,A2
160,0,702.8172607421875,405.0177917480469,1206.8466796875,0.0415463410317897,-0.0855688378214836,0.1928511410951614,row,769539383,3,A2
170,0,258.4898986816406,321.11474609375,720.31201171875,-0.2497139126062393,-0.477896511554718,0.2791048288345337,row,769539383,3,A2
180,0,207.0682678222656,244.462890625,595.955810546875,0.0056623551063239,-0.2927257716655731,-0.025367397814989,row,769539383,3,A2
190,0,263.31005859375,446.1356201171875,603.612548828125,0.0826171189546585,-0.0869808569550514,-0.1306627839803695,row,769539383,3,A2
200,0,271.3799743652344,253.5753936767578,554.1507568359375,-0.0035517811775207,-0.1520405858755111,-0.1550691276788711,row,769539383,3,A2
210,0,264.97869873046875,287.3347473144531,665.1188354492188,0.3193530440330505,0.2339141070842743,0.2413399964570999,row,769539383,3,A2
220,0,462.673583984375,389.58538818359375,1189.885986328125,0.4986804723739624,0.4434234499931335,0.3354376554489136,row,769539383,3,A2
230,0,335.990478515625,256.49224853515625,602.9347534179688,-0.073756918311119,-0.1900905519723892,0.0056950487196445,row,769539383,3,A2
240,0,216.2227478027344,280.0169372558594,818.8663330078125,-0.009538042359054,0.0605529211461544,0.1923100799322128,row,769539383,3,A2
250,0,261.3175964355469,288.1398620605469,682.3923950195312,0.1885974556207656,0.2947873771190643,-0.0031503133941441,row,769539383,3,A2
260,0,223.0888214111328,288.40966796875,698.6732177734375,-0.381108283996582,-0.4385346174240112,0.3022895157337188,row,769539383,3,A2
270,0,286.2921142578125,250.2019805908203,397.3148193359375,-0.103348396718502,0.0611837096512317,-0.2338732331991195,row,769539383,3,A2
1,0,1731.5546875,2211.682861328125,5193.1875,-0.1904425472021103,-0.3284266889095306,0.9092565774917604,row,769539383,4,A1
10,0,1486.4378662109375,2015.854736328125,5256.57421875,-0.4137954413890838,-0.5860750675201416,0.8942236304283142,row,769539383,4,A1
20,0,1238.1827392578125,1690.05224609375,5262.9248046875,-0.5236570835113525,-0.7349141240119934,0.8865299224853516,row,769539383,4,A1
30,0,1548.6668701171875,1089.6905517578125,4887.591796875,-0.3782409131526947,-0.8015736937522888,0.7171648740768433,row,769539383,4,A1
40,0,1986.62890625,817.8006591796875,4449.07568359375,0.1196415349841117,-0.7992720007896423,0.2744843959808349,row,769539383,4,A1
50,0,1442.237548828125,735.2597045898438,4112.36181640625,0.35492604970932,-0.8632107973098755,-0.2381192594766616,row,769539383,4,A1
60,0,1553.6829833984375,752.1632690429688,3603.16552734375,0.6504870653152466,-0.8545975089073181,-0.6365587115287781,row,769539383,4,A1
70,0,1548.0535888671875,812.9098510742188,2987.02587890625,0.6449865698814392,-0.8340754508972168,-0.70668625831604,row,769539383,4,A1
80,0,1415.0166015625,634.141845703125,2580.114990234375,0.6395095586776733,-0.8328715562820435,-0.7100052237510681,row,769539383,4,A1
90,0,1326.8590087890625,550.73046875,1958.9530029296875,0.4993816316127777,-0.8032342791557312,-0.6222991347312927,row,769539383,4,A1
100,0,1258.3856201171875,360.6543273925781,1764.480224609375,0.1597781479358673,-0.8077751994132996,-0.2170851975679397,row,769539383,4,A1
110,0,1095.6790771484375,360.5538024902344,1314.8619384765625,0.2019861489534378,-0.8034809231758118,-0.3091287910938263,row,769539383,4,A1
120,0,870.34326171875,339.0740966796875,1084.4747314453125,-0.0369253605604171,-0.6703158020973206,-0.2099945098161697,row,769539383,4,A1
130,0,870.8403930664062,355.5000915527344,934.228515625,-0.1203369125723838,-0.732513964176178,-0.1768000721931457,row,769539383,4,A1
140,0,630.4207763671875,350.001708984375,824.2222290039062,-0.2460160255432129,-0.6142311096191406,-0.0868900939822197,row,769539383,4,A1
150,0,635.7206420898438,329.9454040527344,586.5634765625,0.0681617110967636,-0.3929838240146637,-0.4015854597091675,row,769539383,4,A1
160,0,542.4072265625,330.923828125,608.7382202148438,0.0310764778405427,-0.1528365015983581,-0.4740282297134399,row,769539383,4,A1
170,0,439.7298889160156,420.2436828613281,710.5948486328125,-0.1293028444051742,-0.5658153891563416,0.0819891169667244,row,769539383,4,A1
180,0,405.7706298828125,309.1490478515625,823.4988403320312,0.0220393650233745,-0.0671676471829414,-0.2776647806167602,row,769539383,4,A1
190,0,410.9357604980469,335.30023193359375,518.46728515625,-0.0335994772613048,-0.2375953644514084,-0.557542622089386,row,769539383,4,A1
1,0,1731.5546875,2211.682861328125,5193.1875,-0.1904425472021103,-0.3284266889095306,0.9092565774917604,row,769539383,4,A2
10,0,1247.6278076171875,1853.5904541015625,5343.3662109375,-0.4482384026050567,-0.580939769744873,0.8729004859924316,row,769539383,4,A2
20,0,915.7796630859376,1282.3543701171875,5241.50146484375,-0.4873630404472351,-0.5529145002365112,0.7817667126655579,row,769539383,4,A2
30,0,930.4564208984376,746.8340454101562,3727.110107421875,0.1134857088327407,-0.3875684142112732,0.3026722073554992,row,769539383,4,A2
40,0,874.4601440429688,729.7047729492188,1941.3876953125,0.5455986261367798,-0.3084081709384918,-0.2162346094846725,row,769539383,4,A2
50,0,402.3764953613281,808.3212890625,1686.4658203125,0.5754560232162476,-0.1785313636064529,-0.2886751592159271,row,769539383,4,A2
60,0,376.9265441894531,610.6541748046875,1099.3463134765625,0.561991274356842,-0.465614378452301,-0.2651259005069732,row,769539383,4,A2
70,0,484.401123046875,387.6492614746094,857.9213256835938,0.4987770318984985,-0.4848068952560425,-0.3301897346973419,row,769539383,4,A2
80,0,295.4521789550781,310.7433166503906,763.6041259765625,0.0454838424921035,-0.4942792654037475,-0.1096588298678398,row,769539383,4,A2
90,0,256.9192199707031,307.04888916015625,604.2863159179688,0.1733727902173996,-0.1916573792695999,-0.3696293830871582,row,769539383,4,A2
100,0,290.5329284667969,352.0683898925781,701.810302734375,-0.0720190554857254,-0.3804678618907928,0.1348145008087158,row,769539383,4,A2
110,0,385.4147033691406,237.1398162841797,590.6073608398438,0.1500319689512252,-0.4240883588790893,-0.2989259362220764,row,769539383,4,A2
