protocol,outer_seed,column,method,classification,V1_r2,V1_rmse,V1_mae,V2_r2,V2_rmse,V2_mae,combined_normalized_rmse,all_outputs_finite,Center_rmse,Width_rmse,Center_error_variance,Width_error_variance,Center_Width_error_covariance
compound,1425370602,40g,A2,DEVELOPMENTAL CONFIRMATION,0.5444695958651316,18.238554251746336,10.778939539887185,0.6091689281864076,22.28539618125307,13.721862943782368,0.6391444295398044,True,19.825297643427856,9.295040704406956,361.08109534350916,85.93572495823346,85.83991973955068
compound,1425370602,40g,paper_style_current_v2,DEVELOPMENTAL CONFIRMATION,0.6327515133862534,16.376147155820373,10.879148627906977,0.5450980841227147,24.04278098778613,16.070052325581397,0.6268823612858627,True,19.60315569766325,12.463232861667917,374.22406914950517,139.0356158849402,142.1347502479779
compound,1425370602,40g,HIER_CW_SHARED_LAMBDA_CORRECTED,DEVELOPMENTAL CONFIRMATION,0.7044835976270962,14.690024508107854,9.54907873760953,0.6940172686074894,19.718518213731393,12.645458893907739,0.5374760452027767,True,16.703838961483076,9.651974771179825,278.5472449090869,93.09760086618331,86.33929130853524
compound,536279090,25g,A1,DEVELOPMENTAL CONFIRMATION,0.2854156384530301,7.389583112313585,4.61567049528423,0.6695317467504605,9.14548976101584,6.691563925492136,0.6141385468618576,True,7.7987817858111645,5.7626255920779235,59.13792682982784,31.27901424704856,12.715252836126695
compound,536279090,25g,A2,DEVELOPMENTAL CONFIRMATION,0.4209468251090044,6.652002563229257,4.353836342661004,0.7522315228853295,7.918904785050109,5.921347575940582,0.5458593762528426,True,6.776963271956212,5.496131133262967,44.12775017682567,27.49211706851778,7.019481608709111
compound,536279090,25g,paper_style_current_v2,DEVELOPMENTAL CONFIRMATION,0.30297697667678836,7.298216560392217,5.105643505263158,0.6380294317585584,9.571471823090398,7.46903703157895,0.6189295281118291,True,7.558246267050897,7.825965059443979,50.52145102480292,49.09882443030397,10.216985858349537
compound,536279090,25g,HIER_CW_SHARED_LAMBDA_CORRECTED,DEVELOPMENTAL CONFIRMATION,0.5630270483127755,5.778571109618794,3.9272851624542717,0.7520354458490469,7.922037565149006,6.217356727117174,0.4982096991007123,True,6.207395501484135,6.178518500233209,36.89008499888404,31.07358799683993,11.269205073674852
compound,536279090,40g,A1,DEVELOPMENTAL CONFIRMATION,0.5668903963520746,19.607613242838738,11.086337030198838,0.6681842461350589,22.804493625876734,13.855444988674586,0.6918944418278834,True,20.704774690800047,9.708556702189,428.67341246711754,93.37973481061888,67.68133982263808
compound,536279090,40g,A2,DEVELOPMENTAL CONFIRMATION,0.5937017155905226,18.99102123210895,11.464342829386391,0.6786523996851506,22.44189173949049,15.008469255235461,0.6745544317441637,True,20.160816987322576,10.13709120929622,398.0246865972719,98.88708251618598,65.77414267404717
compound,536279090,40g,paper_style_current_v2,DEVELOPMENTAL CONFIRMATION,0.5527753533863113,19.924557720890004,12.04349392222222,0.5805287258328917,25.640296621341985,17.37409583333333,0.7346001318110332,True,22.19436452777577,11.76717278023025,463.0868684513589,122.5020480228132,108.51600602688441
compound,536279090,40g,HIER_CW_SHARED_LAMBDA_CORRECTED,DEVELOPMENTAL CONFIRMATION,0.5891053812348337,19.098139086474912,10.828267916485911,0.6575462101574354,23.16716654832033,14.615562870813214,0.6859116790713387,True,20.591508201440117,10.337901375424513,424.010134924706,106.17794805119865,85.99656465970942
compound,2767143051,25g,A1,DEVELOPMENTAL CONFIRMATION,0.8490003053067394,4.231071507381083,2.7446771986344283,0.8342692226025649,7.907351289453586,5.562509946262136,0.4438496652205679,True,5.710004346463759,5.517222352257569,30.5864473566368,30.391023800353505,21.998591168618113
compound,2767143051,25g,A2,DEVELOPMENTAL CONFIRMATION,0.8442938129133453,4.296504446148541,3.1054675438824826,0.8416607261259146,7.729008301943954,5.710196192124311,0.4417988843752228,True,5.594053138287901,5.587603915689676,31.084200348326217,31.15026724515636,20.516883802793352
compound,2767143051,25g,paper_style_current_v2,DEVELOPMENTAL CONFIRMATION,0.4364442007382011,8.173927704814409,6.4825303529411755,0.6819037701093452,10.954907382803041,8.584964838235292,0.7381587452217215,True,9.30706611082007,5.211550768624293,34.26924715277321,23.27424381178431,12.33515187704908
compound,2767143051,25g,HIER_CW_SHARED_LAMBDA_CORRECTED,DEVELOPMENTAL CONFIRMATION,0.6804746294335849,6.154815009354441,4.255879614687896,0.8020700580241051,8.641421676392266,6.251651599639807,0.5657490525542165,True,7.132420737290419,4.650390358052969,45.467879250041904,20.83766906830502,16.332115490416744
compound,2767143051,40g,A1,DEVELOPMENTAL CONFIRMATION,0.6964595300835175,14.498415369770349,8.747138814176067,0.7060181649731363,19.995553020969954,11.946826669071495,0.5369138876365416,True,16.910337573591097,8.730080772043292,283.54333357333377,72.72566392007784,97.71235620072598
compound,2767143051,40g,A2,DEVELOPMENTAL CONFIRMATION,0.76468130276759,12.765577144301899,8.505469598662987,0.7377836681530903,18.88439346846992,13.227225288648285,0.49026048454139126,True,15.430119911006619,9.316981867861143,231.15323404625192,76.37856470856816,88.32611276534004
compound,2767143051,40g,paper_style_current_v2,DEVELOPMENTAL CONFIRMATION,0.743013725183804,13.3403493036734,9.904087022471911,0.7210143339350029,19.478886047727112,14.221845943820224,0.5087831317998243,True,16.07391118642987,9.016726628426378,240.3796862729918,70.48035294931371,86.77826307878541
compound,2767143051,40g,HIER_CW_SHARED_LAMBDA_CORRECTED,DEVELOPMENTAL CONFIRMATION,0.7344257519504127,13.56142158153902,9.132302736768796,0.7216984929046903,19.454987266298254,12.445142488756021,0.5124354198629686,True,16.184780853775987,8.776607804220497,261.9438971788035,76.71465060116448,97.26031021351595
compound,1362771960,25g,A1,DEVELOPMENTAL CONFIRMATION,0.7192977279021641,5.744333232144707,3.294733462490878,0.7942983438771514,9.054520842163043,6.392049114520733,0.5629009509522626,True,6.788391980360665,6.755320955370961,44.03209398258049,44.17231615972956,22.762179081651183
compound,1362771960,25g,A2,DEVELOPMENTAL CONFIRMATION,0.6663846073801618,6.262384106754541,4.015161862216153,0.7515855485788135,9.950273247539146,6.927719367729439,0.6159235852128442,True,7.589722334750862,6.784927731964858,52.2821883269898,43.57266124980753,26.275141989534795
compound,1362771960,25g,paper_style_current_v2,DEVELOPMENTAL CONFIRMATION,0.4070098575100536,8.349114146695689,5.930031543956043,0.6240660513205207,12.240590011036279,9.163591384615385,0.7924930005551859,True,9.899894036290522,6.859146738957243,54.63383350523772,39.2438664436767,21.664004770689044
compound,1362771960,25g,HIER_CW_SHARED_LAMBDA_CORRECTED,DEVELOPMENTAL CONFIRMATION,0.6193768025143627,6.689047628552513,4.607666028389959,0.7821173396649039,9.318755417906214,7.089208919577369,0.6217830073943748,True,7.512293830478789,6.117751797008611,55.752870129270576,37.02340517238127,20.523471094338074
compound,1362771960,40g,A1,DEVELOPMENTAL CONFIRMATION,0.6230839407416233,17.133817651326424,10.12800532807695,0.6432115164249123,22.901787169138057,13.600977585163523,0.6328090246808402,True,19.686217053586986,9.269873687113904,363.82883473519547,85.85599429978475,114.13221363610614
compound,1362771960,40g,A2,DEVELOPMENTAL CONFIRMATION,0.6633428795951943,16.192940564842342,10.331050511623951,0.7009257212890776,20.967830272489667,13.873889801350042,0.5891081269458772,True,18.18917790782622,8.963129425300517,326.79271438026194,78.6918475877321,91.3021932074727
compound,1362771960,40g,paper_style_current_v2,DEVELOPMENTAL CONFIRMATION,0.7031740538543692,15.20487135585422,10.773001914893618,0.6789766471506486,21.723623818631744,15.718043234042552,0.5805723698717039,True,17.9375547227212,10.917161343523803,318.67012166972086,106.31083116852284,114.06111220547699
compound,1362771960,40g,HIER_CW_SHARED_LAMBDA_CORRECTED,DEVELOPMENTAL CONFIRMATION,0.7330254196663284,14.420050320142105,9.75337565540587,0.7105465079074669,20.627821146897688,14.295565968788416,0.5509571230845622,True,16.963625098313237,10.762500039636171,287.76095886855836,108.52507240242336,108.62199949134057
