column,arm,outer_seed,inner_fold,best_epoch,epochs_run,runtime_seconds,per_task_batch_size,steps_per_epoch,trainable_parameters,total_parameters,V1_r2,V1_rmse,V1_mae,V2_r2,V2_rmse,V2_mae,combined_normalized_rmse,all_outputs_finite,Center_rmse,Width_rmse,Center_error_variance,Width_error_variance,Center_Width_error_covariance,inner_train_count,inner_validation_count,scale_V1,scale_V2
25g,A1,1372220817.2,3.0,296.4,360.12,467.67525208504406,285.76,1.0,130615.0,460500.0,0.5238588222241167,6.737023965387571,4.550475710268679,0.6323798965539748,10.567746944110826,7.480106145095626,0.6306503846178712,1.0,7.830014448105763,8.037842248524488,60.26359533298674,68.51617771417273,32.14825418473454,257.28,64.32,10.102088646996595,17.977610129730575
25g,A2,1372220817.2,3.0,113.72,193.72,246.10427868831437,285.76,1.0,139367.0,469252.0,0.5359978528369163,6.612005151643068,4.445198091214908,0.6897764857207419,9.656896124164557,6.839197678946597,0.6008491144140164,1.0,7.326729251383658,7.464007779062804,55.14090888570962,59.43528008211294,25.767099944612692,257.28,64.32,10.102088646996595,17.977610129730575
40g,A1,1372220817.2,3.0,296.4,360.12,467.67525208504406,285.76,1.0,130615.0,460500.0,0.6175338721435285,16.30906319583887,10.696154140706051,0.6454948466105093,21.64635298405151,14.304734320293301,0.5969543987077444,1.0,18.26627145320588,11.673413814858263,309.28542600563003,124.91485420168648,85.06268583233647,285.76,71.44,26.971483233265975,37.14127013641712
40g,A2,1372220817.2,3.0,113.72,193.72,246.10427868831437,285.76,1.0,139367.0,469252.0,0.6485133874141801,15.598877362379483,10.397793903925265,0.7112175403775826,19.416862565990233,13.599611932708788,0.5531603378091576,1.0,16.85339466183248,10.3359050802041,278.7864166547087,104.96027863902658,64.51188615976417,285.76,71.44,26.971483233265975,37.14127013641712
4g,A1,1372220817.2,3.0,296.4,360.12,467.67525208504406,285.76,1.0,130615.0,460500.0,0.6445998382198015,4.023809949410767,2.7151497521066195,0.765732863806598,6.613614182893702,4.914966157414669,0.4694545785192758,1.0,4.739007782401865,5.68612662560393,19.084916860851,21.028220002736262,8.504501769041315,3330.0,416.0,7.879659034631744,16.076509553562957
4g,A2,1372220817.2,3.0,113.72,193.72,246.10427868831437,285.76,1.0,139367.0,469252.0,0.7356198693028324,3.4844637507639886,2.109768248188954,0.8786282794262589,5.194017115284712,3.2906965386158378,0.3873686474614436,1.0,3.9701757719252786,3.8938029556227165,15.799202640198219,14.9648784739915,7.4500249937796745,3330.0,416.0,7.879659034631744,16.076509553562957
