protocol,outer_seed,inner_fold,method,column,endpoint,threshold,tail_count,tail_sse,total_sse,tail_rmse,tail_sse_fraction
compound,1425370602,4,A2_ADAM_FROZEN,4g,V2,22.503333333333337,75,6239.120843848807,10301.23029354099,9.120760819031716,0.6056675432021765
compound,1425370602,4,A2_ADAM_FROZEN,25g,V1,34.11,11,779.5255846739332,1094.6744012333586,8.418192338209245,0.7121072565464668
compound,1425370602,4,A2_ADAM_FROZEN,25g,V2,56.35000000000002,12,1957.8127933238627,2870.449212946314,12.77306017015194,0.6820579805048372
compound,1425370602,4,A2_ADAM_FROZEN,40g,V1,72.255,13,6296.977801071076,11110.341982630678,22.00870072890942,0.5667672346103692
compound,1425370602,4,A2_ADAM_FROZEN,40g,V2,109.29500000000002,13,5621.530209890131,16090.522594590297,20.79484072458309,0.3493690261980747
compound,1425370602,5,A2_ADAM_FROZEN,4g,V1,9.958333333333334,73,4622.783275715109,6317.755616584638,7.957750831577177,0.7317128987357339
compound,1425370602,5,A2_ADAM_FROZEN,4g,V2,22.503333333333337,75,8612.089577519926,14331.925783504645,10.71577626836241,0.6009024682106592
compound,1425370602,5,A2_ADAM_FROZEN,25g,V1,34.11,14,1288.8030027132131,1813.280301502296,9.594652538610145,0.7107577364875385
compound,1425370602,5,A2_ADAM_FROZEN,25g,V2,56.35000000000002,10,992.3896161948676,4039.866377020859,9.96187540674379,0.2456491189509815
compound,1425370602,5,A2_ADAM_FROZEN,40g,V1,72.255,11,8387.563201173598,23020.032502639213,27.61350657850676,0.3643593118390243
compound,1425370602,5,A2_ADAM_FROZEN,40g,V2,109.29500000000002,11,7201.386676905588,30172.84523721032,25.586549514976145,0.2386711170355442
compound,536279090,1,A2_ADAM_FROZEN,4g,V1,9.958333333333334,73,3676.221485613261,5459.69702694646,7.096421523067691,0.6733380016270474
compound,536279090,1,A2_ADAM_FROZEN,4g,V2,22.503333333333337,75,7102.639377853035,12607.550399963402,9.731487983416194,0.5633639487868835
compound,536279090,1,A2_ADAM_FROZEN,25g,V1,34.9375,12,605.9891061132276,3929.895038017829,7.106271327222336,0.1541998196518953
compound,536279090,1,A2_ADAM_FROZEN,25g,V2,59.7625,15,5193.5345856860695,9567.839566446391,18.607408176469335,0.5428116294820994
compound,536279090,1,A2_ADAM_FROZEN,40g,V1,70.42000000000004,15,10256.236359090864,14403.374808127925,26.148596341028664,0.7120717537186633
compound,536279090,1,A2_ADAM_FROZEN,40g,V2,102.19000000000008,16,17634.98309533806,27973.180192149543,33.199193415783895,0.6304246772873962
compound,536279090,2,A2_ADAM_FROZEN,4g,V1,9.958333333333334,73,2860.5377552296845,4262.408803613856,6.259828168710104,0.6711082599126568
compound,536279090,2,A2_ADAM_FROZEN,4g,V2,22.503333333333337,75,5099.206488516339,8645.746214835537,8.245569710267722,0.589793681402125
compound,536279090,2,A2_ADAM_FROZEN,25g,V1,34.9375,13,1585.4901260836805,4998.699027179798,11.043585420030665,0.3171805538726731
compound,536279090,2,A2_ADAM_FROZEN,25g,V2,59.7625,12,2451.7773467617953,9962.936363561505,14.293872075012295,0.2460898330866529
compound,536279090,2,A2_ADAM_FROZEN,40g,V1,70.42000000000004,14,12718.562143343388,16775.567336594526,30.140814928009625,0.7581598814603955
compound,536279090,2,A2_ADAM_FROZEN,40g,V2,102.19000000000008,14,13393.614293013774,22619.236450657612,30.930352975924304,0.5921337938277037
compound,536279090,3,A2_ADAM_FROZEN,4g,V1,9.958333333333334,73,3163.021351686708,4468.187614576389,6.582481265613043,0.7078980617036111
compound,536279090,3,A2_ADAM_FROZEN,4g,V2,22.503333333333337,75,5175.96123065822,9250.629343165738,8.307395284249827,0.5595253078086155
compound,536279090,3,A2_ADAM_FROZEN,25g,V1,34.9375,11,312.7105376208161,937.9943647522148,5.3318130774438695,0.3333821069419999
compound,536279090,3,A2_ADAM_FROZEN,25g,V2,59.7625,11,966.0982938165578,2787.2193864682754,9.371612327646032,0.3466172410061751
compound,536279090,3,A2_ADAM_FROZEN,40g,V1,70.42000000000004,15,8092.968396844642,16003.200059760233,23.227811486584557,0.5057093810377508
compound,536279090,3,A2_ADAM_FROZEN,40g,V2,102.19000000000008,14,6424.00874452912,16226.107834635091,21.42096560536816,0.3959057101060853
compound,536279090,4,A2_ADAM_FROZEN,4g,V1,9.958333333333334,73,3222.0302847422745,4624.535267186825,6.643598509908096,0.6967252055799078
compound,536279090,4,A2_ADAM_FROZEN,4g,V2,22.503333333333337,75,5005.179789650521,9068.931152984822,8.169193995044653,0.5519040452747495
compound,536279090,4,A2_ADAM_FROZEN,25g,V1,34.9375,11,705.6584494385195,1153.941269990722,8.00941746513281,0.6115202461249983
compound,536279090,4,A2_ADAM_FROZEN,25g,V2,59.7625,9,2234.4377029456887,4140.334538593969,15.756613084126116,0.5396756426606265
compound,536279090,4,A2_ADAM_FROZEN,40g,V1,70.42000000000004,19,12621.139338238228,15038.569349111292,25.77344547176847,0.8392513307114601
compound,536279090,4,A2_ADAM_FROZEN,40g,V2,102.19000000000008,18,14788.341561378373,22312.822635450342,28.66312144878306,0.6627732314728677
compound,536279090,5,A2_ADAM_FROZEN,4g,V1,9.958333333333334,73,3896.302622166049,6077.12735158308,7.305751742484998,0.6411421707578778
compound,536279090,5,A2_ADAM_FROZEN,4g,V2,22.503333333333337,75,8456.627987038131,13719.120459429929,10.618617604338857,0.6164118182390776
compound,536279090,5,A2_ADAM_FROZEN,25g,V1,34.9375,16,2277.2156418178047,3105.928163522299,11.930045163938518,0.7331836159517974
compound,536279090,5,A2_ADAM_FROZEN,25g,V2,59.7625,15,3018.278812666157,4931.399853014001,14.18515377114669,0.6120531497403173
compound,536279090,5,A2_ADAM_FROZEN,40g,V1,70.42000000000004,9,5313.479737460052,9720.113482709638,24.297873106417388,0.5466479117668526
compound,536279090,5,A2_ADAM_FROZEN,40g,V2,102.19000000000008,10,13018.40253538474,21038.405436264955,36.08102345469809,0.6187922642152464
compound,2767143051,1,A2_ADAM_FROZEN,4g,V1,9.958333333333334,73,3207.7352489233144,5243.060208542743,6.62884445076019,0.6118059151212519
compound,2767143051,1,A2_ADAM_FROZEN,4g,V2,22.503333333333337,75,5986.886854339432,10711.343412674723,8.934492602149218,0.5589295967539565
compound,2767143051,1,A2_ADAM_FROZEN,25g,V1,34.01,22,1791.9422175417658,4274.435422865973,9.02507168831202,0.4192231348158451
compound,2767143051,1,A2_ADAM_FROZEN,25g,V2,56.30250000000003,21,2911.5802809350707,8368.14090445446,11.77483248477562,0.3479363354631376
compound,2767143051,1,A2_ADAM_FROZEN,40g,V1,72.55499999999999,15,13036.167041187318,15652.876383766648,29.480125555123088,0.8328288502110016
compound,2767143051,1,A2_ADAM_FROZEN,40g,V2,108.365,15,20196.69966517407,28391.793381051662,36.69395923506944,0.7113569542476701
compound,2767143051,2,A2_ADAM_FROZEN,4g,V1,9.958333333333334,73,2849.6167387028677,4379.68166982946,6.2478672949780005,0.650644716563117
compound,2767143051,2,A2_ADAM_FROZEN,4g,V2,22.503333333333337,75,5468.028314341948,9615.285441088648,8.538562185240908,0.5686808101375361
compound,2767143051,2,A2_ADAM_FROZEN,25g,V1,34.01,7,229.19909773867312,5512.428542261211,5.722126199969892,0.0415786065944457
compound,2767143051,2,A2_ADAM_FROZEN,25g,V2,56.30250000000003,12,4183.8097404684995,10321.316379117306,18.67219354295869,0.4053562149236534
compound,2767143051,2,A2_ADAM_FROZEN,40g,V1,72.55499999999999,19,23839.16816831409,29077.23735862911,35.42164679246598,0.8198567103982267
compound,2767143051,2,A2_ADAM_FROZEN,40g,V2,108.365,17,18636.304362095452,31244.61254880411,33.109714552836614,0.5964645691472579
compound,2767143051,3,A2_ADAM_FROZEN,4g,V1,9.958333333333334,73,3392.063006700925,5302.400447461064,6.816642614230972,0.6397221485459739
compound,2767143051,3,A2_ADAM_FROZEN,4g,V2,22.503333333333337,75,6112.165100979273,10805.756230825553,9.027487728029524,0.5656397359347342
compound,2767143051,3,A2_ADAM_FROZEN,25g,V1,34.01,8,628.9266600547087,1367.446576455205,8.866556970258443,0.4599277740597796
compound,2767143051,3,A2_ADAM_FROZEN,25g,V2,56.30250000000003,9,1258.2063060057624,2311.862507691796,11.8237346328183,0.5442392451192859
compound,2767143051,3,A2_ADAM_FROZEN,40g,V1,72.55499999999999,15,10120.616144961326,15566.222686150866,25.97513701595088,0.6501651909403526
compound,2767143051,3,A2_ADAM_FROZEN,40g,V2,108.365,17,14167.44854543673,22514.023062503085,28.868310068345888,0.6292721876541245
compound,2767143051,4,A2_ADAM_FROZEN,4g,V1,9.958333333333334,73,3667.7208157375303,5615.35330488888,7.088212108882896,0.653159403620127
compound,2767143051,4,A2_ADAM_FROZEN,4g,V2,22.503333333333337,75,6733.970628861876,12015.170590552576,9.475561991327568,0.5604556820988242
compound,2767143051,4,A2_ADAM_FROZEN,25g,V1,34.01,16,1115.8725806144705,1689.9961252894411,8.351169755693174,0.6602811473448543
compound,2767143051,4,A2_ADAM_FROZEN,25g,V2,56.30250000000003,14,2565.850411536459,4906.228681176152,13.537910820930287,0.5229781525229186
compound,2767143051,4,A2_ADAM_FROZEN,40g,V1,72.55499999999999,12,6731.340365685128,17881.184902521956,23.684278128618583,0.3764482276974688
compound,2767143051,4,A2_ADAM_FROZEN,40g,V2,108.365,10,4602.023414841853,20798.430611447857,21.4523271810819,0.2212678206743546
compound,2767143051,5,A2_ADAM_FROZEN,4g,V1,9.958333333333334,73,3142.9871136734105,5284.0342147651145,6.561601785808567,0.5948082442182147
compound,2767143051,5,A2_ADAM_FROZEN,4g,V2,22.503333333333337,75,6564.029818862644,12103.594563462542,9.355233700172072,0.542320695264997
compound,2767143051,5,A2_ADAM_FROZEN,25g,V1,34.01,14,2315.397219930952,3444.941899295809,12.860230002194896,0.67211502765961
compound,2767143051,5,A2_ADAM_FROZEN,25g,V2,56.30250000000003,11,5133.473306684918,7654.59267372247,21.602763515735916,0.6706396441325573
compound,2767143051,5,A2_ADAM_FROZEN,40g,V1,72.55499999999999,11,7967.878433430769,13213.241143003135,26.91379915317313,0.603022252239
compound,2767143051,5,A2_ADAM_FROZEN,40g,V2,108.365,13,21578.37993651813,30828.167333599515,40.74156820413475,0.6999566241811567
compound,1362771960,1,A2_ADAM_FROZEN,4g,V1,9.958333333333334,73,3623.251749173374,5311.6056587285075,7.04511075889618,0.6821386943925931
compound,1362771960,1,A2_ADAM_FROZEN,4g,V2,22.503333333333337,75,6173.2572712810925,11767.946451163984,9.07249122074056,0.5245823727104475
compound,1362771960,1,A2_ADAM_FROZEN,25g,V1,34.0875,15,1332.4251346622054,1919.734141151072,9.42487890165246,0.6940675305504979
compound,1362771960,1,A2_ADAM_FROZEN,25g,V2,55.325,13,2803.584777699164,6281.937351296082,14.685379379345989,0.4462930177297505
compound,1362771960,1,A2_ADAM_FROZEN,40g,V1,70.445,16,8946.771281174124,20723.12371452555,23.646843448405175,0.4317288939844056
compound,1362771960,1,A2_ADAM_FROZEN,40g,V2,104.95999999999998,16,10883.008287531313,29130.24988261264,26.080414451666737,0.3735981782300878
compound,1362771960,2,A2_ADAM_FROZEN,4g,V1,9.958333333333334,73,3998.305038004962,5390.695591557337,7.400763601850753,0.7417048449678602
compound,1362771960,2,A2_ADAM_FROZEN,4g,V2,22.503333333333337,75,7499.784486391448,12640.051326430466,9.999856323228816,0.5933349709355474
compound,1362771960,2,A2_ADAM_FROZEN,25g,V1,34.0875,17,1298.4789870229656,3794.179204376779,8.739629104470271,0.3422292193065377
compound,1362771960,2,A2_ADAM_FROZEN,25g,V2,55.325,14,1261.1280691495076,6244.130598542974,9.49107877787462,0.2019701620981123
compound,1362771960,2,A2_ADAM_FROZEN,40g,V1,70.445,13,6494.409627718591,10299.03016294906,22.351061973941384,0.6305845817485167
compound,1362771960,2,A2_ADAM_FROZEN,40g,V2,104.95999999999998,13,9316.100221975608,16112.833618641793,26.769816846555447,0.5781788878647216
compound,1362771960,3,A2_ADAM_FROZEN,4g,V1,9.958333333333334,73,2806.295696769184,3876.963420120442,6.200194094143934,0.7238385800096105
compound,1362771960,3,A2_ADAM_FROZEN,4g,V2,22.503333333333337,75,4409.299447402817,8448.740669521869,7.667506719834305,0.5218883641805931
compound,1362771960,3,A2_ADAM_FROZEN,25g,V1,34.0875,9,766.2851786151225,2527.3177557147287,9.22728549595722,0.3032009635046528
compound,1362771960,3,A2_ADAM_FROZEN,25g,V2,55.325,11,4806.016168465035,6242.5511548190525,20.902405621591708,0.7698801418319082
compound,1362771960,3,A2_ADAM_FROZEN,40g,V1,70.445,19,22468.398914433055,28068.352468897316,34.38818563527233,0.8004886977007433
compound,1362771960,3,A2_ADAM_FROZEN,40g,V2,104.95999999999998,18,21050.012203135328,37029.24466230092,34.19715079354429,0.5684699322145808
compound,1362771960,4,A2_ADAM_FROZEN,4g,V1,9.958333333333334,73,2747.168122251679,4399.611505327284,6.1345285092535775,0.624411523364111
compound,1362771960,4,A2_ADAM_FROZEN,4g,V2,22.503333333333337,75,6111.373755369481,10055.175100977707,9.026903312040426,0.6077839216121902
compound,1362771960,4,A2_ADAM_FROZEN,25g,V1,34.0875,11,856.6575000952791,2139.5784592837763,8.824848698652929,0.4003861117493421
compound,1362771960,4,A2_ADAM_FROZEN,25g,V2,55.325,11,1598.7957471738844,5053.081450876325,12.055914230156857,0.3164001535927379
compound,1362771960,4,A2_ADAM_FROZEN,40g,V1,70.445,13,9209.467074173244,14187.987154062426,26.61617072696921,0.6491031443834026
compound,1362771960,4,A2_ADAM_FROZEN,40g,V2,104.95999999999998,12,13996.95113212576,24615.676185450902,34.152783112710054,0.5686194044264629
compound,1362771960,5,A2_ADAM_FROZEN,4g,V1,9.958333333333334,73,3795.4615432869255,5574.339540978216,7.210591090933033,0.6808809394163451
compound,1362771960,5,A2_ADAM_FROZEN,4g,V2,22.503333333333337,75,6847.774164277999,11732.039350836778,9.555294633014029,0.5836814861850584
compound,1362771960,5,A2_ADAM_FROZEN,25g,V1,34.0875,11,461.67717940833313,2655.2623949207605,6.478476107348458,0.173872525853367
compound,1362771960,5,A2_ADAM_FROZEN,25g,V2,55.325,14,1457.2539090963987,3658.2221335123863,10.202429364394396,0.3983503067642419
compound,1362771960,5,A2_ADAM_FROZEN,40g,V1,70.445,10,5830.1193466119275,8579.72462385495,24.145640075615987,0.6795228987189103
compound,1362771960,5,A2_ADAM_FROZEN,40g,V2,104.95999999999998,12,10400.588333915892,16923.404638945747,29.440035572210014,0.6145683185983197
