protocol,outer_seed,inner_fold,method,column,endpoint,threshold,tail_count,tail_sse,total_sse,tail_rmse,tail_sse_fraction
compound,536279090,3,A2_PCGRAD,25g,V1,34.9375,11,302.3084513382954,890.4467886505413,5.242383664450703,0.3395019839382422
compound,536279090,3,A2_PCGRAD,25g,V2,59.7625,11,1029.142401430509,2820.7397205846064,9.672559130346336,0.36484840977005
compound,536279090,3,A2_PCGRAD,40g,V1,70.42000000000004,15,8186.518172451898,15948.615237519169,23.361675414307506,0.5133058921123815
compound,536279090,3,A2_PCGRAD,40g,V2,102.19000000000008,14,6770.985518437203,16646.837919039055,21.99185810124998,0.4067430434156627
compound,536279090,4,A2_PCGRAD,4g,V1,9.958333333333334,73,3050.1943715610637,4343.552934379088,6.46401458398203,0.7022348795196829
compound,536279090,4,A2_PCGRAD,4g,V2,22.503333333333337,75,4689.352401619373,8636.264742926842,7.907256078328203,0.5429838641132423
compound,536279090,4,A2_PCGRAD,25g,V1,34.9375,11,734.9726578219935,1161.042062477741,8.17408687044833,0.6330284505399512
compound,536279090,4,A2_PCGRAD,25g,V2,59.7625,9,2177.9951223489093,4226.931977690869,15.556331766800543,0.5152661868807092
compound,536279090,4,A2_PCGRAD,40g,V1,70.42000000000004,19,12779.43636147956,15143.696964270082,25.934569858821295,0.8438782413324343
compound,536279090,4,A2_PCGRAD,40g,V2,102.19000000000008,18,15180.749433576972,22497.558075752815,29.040918865147052,0.674773207939324
compound,536279090,5,A2_PCGRAD,4g,V1,9.958333333333334,73,3296.910390545169,5060.90568228735,6.7203538623249095,0.6514467167574406
compound,536279090,5,A2_PCGRAD,4g,V2,22.503333333333337,75,6584.188937133012,10940.064535608786,9.369588348931886,0.6018418735741597
compound,536279090,5,A2_PCGRAD,25g,V1,34.9375,16,2034.0443394459228,2801.0756566057744,11.2750951754462,0.7261654409972961
compound,536279090,5,A2_PCGRAD,25g,V2,59.7625,15,3156.435075020184,4991.246401043243,14.506171272990873,0.6323941599758415
