protocol,outer_seed,inner_fold,method,column,best_epoch,epochs_run,runtime_seconds,per_task_batch_size,steps_per_epoch,trainable_parameters,total_parameters,V1_r2,V1_rmse,V1_mae,V2_r2,V2_rmse,V2_mae,combined_normalized_rmse,all_outputs_finite,Center_rmse,Width_rmse,Center_error_variance,Width_error_variance,Center_Width_error_covariance,inner_train_count,inner_validation_count,inner_train_ids_sha256,inner_validation_ids_sha256,scale_V1,scale_V2
compound,769539383,5,A2_PCGRAD,25g,157,237,304.4265406659688,290,1,139367,469252,0.2065948898153677,7.532869620259448,5.609932682877879,0.4642404562609715,11.196826362853944,8.317742628970388,0.6863614562126087,True,9.117341725155487,5.632265094827536,82.30649243195708,31.53819313950726,33.92387190793205,251,59,a39ad8156fdbee73c4fb1116fc43889fd72ef5f012532e4d73fd81f4a3c04af9,32ea81796f25c4eafa6986ba908743fa3243938decfb07fa264fc93eebcd1f1d,10.354101202074007,17.42517488603804
compound,769539383,5,A2_PCGRAD,40g,157,237,304.4265406659688,290,1,139367,469252,0.6799325073329163,14.67588049308728,9.654599043610808,0.7277663648115551,18.745583675205197,11.58564319362888,0.5195905290183399,True,16.05019585419084,10.154880763035049,244.76400060916848,103.02773758692872,66.9096825731166,290,77,3c82638f86b099869e5d437c55119c30d06e1d953aa34a7891970e1fd1ab87c8,6178ccba741edaf1c3b1965ec9db8a8d8ebc8e17b9522bf3112dd428385d2e08,27.22724684646408,37.535333503438174
compound,1425370602,1,A2_PCGRAD,4g,50,130,241.5937417499954,312,1,139367,469252,0.7443853523604698,3.433764937533016,2.151120067128004,0.8658254809139903,5.487051727494867,3.780196288976913,0.3914027111770049,True,4.172483749812355,3.762774779744112,17.40295641435288,14.027406531461605,9.128943086110954,3330,416,5f0fbc143e13c77d15714729b0b2b4438de33b5c0ad776201ee6f4f0b5283d77,9827fcc7b736b9984f545771e97efee5e6503c32214cff5b868697d4c293db3d,7.879659034631744,16.076509553562957
compound,1425370602,1,A2_PCGRAD,25g,50,130,241.5937417499954,312,1,139367,469252,0.4144233565753491,8.05684889147222,4.698361445582189,0.7019266114361862,10.398709298856112,6.66904573218767,0.7213237593185085,True,8.847004629104203,5.745778855360045,78.19877459570128,32.01182762984055,21.876381219642138,232,86,f6fc8b661ea75cee7f569da97d18c1ef2196903cbb013bf7fa1039f28356bef0,4b1ca3cbb762cab6d36c181d08eede59cd42807bba95d5a4d60200b42af6dd53,9.841961230162958,17.084445246897236
compound,1425370602,1,A2_PCGRAD,40g,50,130,241.5937417499954,312,1,139367,469252,0.6807778407983973,14.75977495669677,9.596409719130572,0.7145093368973744,19.72449473346351,14.001626841227212,0.5372717228959465,True,16.626410056781218,10.395347662323898,276.3408468082691,106.78188173775916,85.95430990180371,312,51,8dc65192d9c6dd581eddece5675262b16d38e8dcaf6c710274e9634c317f4231,891ac304a2dd2ca640945ac591491b01663ee3cee2bfb12bd563b23142678712,26.97426926115844,37.4152837959575
compound,1425370602,2,A2_PCGRAD,4g,87,167,349.5307277080137,283,1,139367,469252,0.7707497076510359,3.251866008190853,1.9128682572948628,0.8825939604567488,5.132739814480782,3.127181996198801,0.3689492328082709,True,3.8636638148517815,3.7586844480464943,14.87588067826346,14.055434101350643,7.823877641414421,3330,416,5f0fbc143e13c77d15714729b0b2b4438de33b5c0ad776201ee6f4f0b5283d77,9827fcc7b736b9984f545771e97efee5e6503c32214cff5b868697d4c293db3d,7.879659034631744,16.076509553562957
compound,1425370602,2,A2_PCGRAD,25g,87,167,349.5307277080137,283,1,139367,469252,-0.0063423090323573,8.779156506591864,5.5064955881663735,0.6182079292435901,11.457481727571594,7.837730850492205,0.7648107089731699,True,7.839990203129774,13.07031627272497,61.05600240973853,169.19654951944747,27.918747696849486,262,56,4b8014ef718d13e70ee907cb92a4ba6d4c401783b464c719aac198ba7c3a47f2,f6517eab78493a386eb40827cbabb5f7d7c95b583037c2d9b2cd5558e985393c,10.210864332179616,17.459524555345848
compound,1425370602,2,A2_PCGRAD,40g,87,167,349.5307277080137,283,1,139367,469252,0.6788342799034329,16.404936022591087,11.384743456840516,0.7437554763585955,20.479555968116305,14.697217416763303,0.5954647803456824,True,18.005364515824215,8.960785217949523,293.0613624985115,78.56018941171376,67.79472373579611,283,80,b67ed29efceacfbed0d41247433d70a2d0e4698cb83deb56788cc322bf3ece6e,4ff3139a49850aed4923f4bc7b2288921033bd292894246dd8d0242f0207506e,26.207828983744612,36.35471028904682
compound,1425370602,3,A2_PCGRAD,4g,56,136,329.9446235829964,283,1,139367,469252,0.7463051873487543,3.4208457114748954,2.1574425931618766,0.8900213902318721,4.967731829055875,3.2886618205981373,0.3768015176257817,True,3.8240422042631166,3.7772866841583457,14.095680548826907,14.136030181493153,6.751856139425991,3330,416,5f0fbc143e13c77d15714729b0b2b4438de33b5c0ad776201ee6f4f0b5283d77,9827fcc7b736b9984f545771e97efee5e6503c32214cff5b868697d4c293db3d,7.879659034631744,16.076509553562957
compound,1425370602,3,A2_PCGRAD,25g,56,136,329.9446235829964,283,1,139367,469252,0.6793843048641077,5.858154761787006,4.240666348593575,0.7633000720269966,8.8382619159137,6.638219206673759,0.5473201046707068,True,6.831250450225493,6.180758121772157,46.429210866444976,37.81929355528256,21.59751655133686,262,56,f9e14aaf5ced8576b5f8cb1fb7b33603e6fd6b98f88a8d93287cfbb2f4cd182f,f2caf3a0e87abcd02f765ae813b887f07493e83dbf95383e5aa0b40bcc8bc4dc,9.96756721316548,17.547086467960735
compound,1425370602,3,A2_PCGRAD,40g,56,136,329.9446235829964,283,1,139367,469252,0.6320886593091337,17.802389336325927,11.90493754863739,0.7145557080413704,21.74051341646754,15.827466173171995,0.6438830899028969,True,18.768351744693295,13.043997490698349,347.01628559389184,159.39510941602651,70.36059854312961,283,80,11a96622c801ec3194e3082f6996210bdae27e1441cdb87087c18ba1845aa3a1,48b190e06d71214ac079182ccc81dd1aa25c7257ba5394e4fac1f9c0a2b98b94,26.02836075978425,36.165543722893766
compound,1425370602,4,A2_PCGRAD,4g,105,185,403.7589232500177,292,1,139367,469252,0.7818283664999753,3.1723188727963234,1.8395015063461584,0.896150119637808,4.827330471933759,2.8634224485739685,0.3551386757336291,True,3.608199675935116,3.82845052550595,12.69023190471771,14.646444677570786,6.56074475798497,3330,416,5f0fbc143e13c77d15714729b0b2b4438de33b5c0ad776201ee6f4f0b5283d77,9827fcc7b736b9984f545771e97efee5e6503c32214cff5b868697d4c293db3d,7.879659034631744,16.076509553562957
compound,1425370602,4,A2_PCGRAD,25g,105,185,403.7589232500177,292,1,139367,469252,0.7939879441038163,4.272839957542128,2.804096042926495,0.8214889783385257,6.844659431722274,4.41239858187162,0.4001126807622533,True,4.467072245339712,7.0988809186891615,19.343217929871933,48.33124489378677,15.4192553201625,253,65,5258d3ed2feac136f7fc0730648e0d2d5790f51b9972e76d8457701e91dce725,9d8044636d5069adb7dec88df205a495c2b9d2a96cfeba63670f4218b8b53d04,10.191293585523658,18.012372478351
compound,1425370602,4,A2_PCGRAD,40g,105,185,403.7589232500177,292,1,139367,469252,0.7444129604829022,12.580115815343596,9.246959380028954,0.8004096545221493,15.287687792047567,11.50394248425121,0.4321742728803695,True,12.947268168829368,10.649808062440757,161.46915675872464,113.14164201851877,39.033036008652545,292,71,5126f1dae52b211d5fc2aba2430b0aca961e260d8f941183b7ef271673dbe4eb,fcfe230609be88e46c5fadef2e524951c141f9731ae04ebc94a88ff0624855a0,27.296265281072944,38.083179170394104
compound,1425370602,5,A2_PCGRAD,4g,62,142,307.9282465839642,282,1,139367,469252,0.7538289812964627,3.3697381496440455,2.048918432883727,0.8711505341288025,5.377065688205696,3.739901870168172,0.3838965137074248,True,4.053982203351491,3.8466679613047576,15.46724402913468,14.485314318682256,8.229829476269181,3330,416,5f0fbc143e13c77d15714729b0b2b4438de33b5c0ad776201ee6f4f0b5283d77,9827fcc7b736b9984f545771e97efee5e6503c32214cff5b868697d4c293db3d,7.879659034631744,16.076509553562957
compound,1425370602,5,A2_PCGRAD,25g,62,142,307.9282465839642,282,1,139367,469252,0.734916138568737,5.3557903794376225,3.680993496287953,0.6882950038499343,8.486610865218966,6.415996544577859,0.5049092407691159,True,6.450906860229486,5.912470875601419,41.316672894510134,23.609127516768332,19.83154255457146,263,55,97fd3eacd7a5c8fca53d4ec6da93cec0e0a41f9764584fb2d79aa82cb329a0de,59be06df0f90fdfd4b0bdca604b1b1dd1d97ec964a148788df4a24f58cf8e58f,9.93319561453223,18.12854830251089
compound,1425370602,5,A2_PCGRAD,40g,62,142,307.9282465839642,282,1,139367,469252,0.4717082980178227,17.02383740815085,11.037486789844657,0.6258923205355813,19.27864807187674,13.579427224618415,0.5606057467851039,True,17.478624452903873,10.047157413630435,300.42801064986344,93.43458850108198,34.75412517997453,282,81,1cd1f15d883045132e44bae48fa08bd5bf88f1bdaff7992dc8f2ab264c4998a9,4b9416daa6875405a03f82fef4ed8e04f3f73a5986bf9205476a260f6241da02,27.666381299677894,38.562556279718166
compound,536279090,1,A2_PCGRAD,4g,72,152,268.48112329200376,290,1,139367,469252,0.7530783620273301,3.3748717051575627,2.027587415457536,0.8862616453533869,5.051932060357368,3.1738442764679595,0.3756268788415702,True,3.865369697451811,3.749562847261623,14.6611370761511,14.033801178392483,7.150487574694379,3330,416,5f0fbc143e13c77d15714729b0b2b4438de33b5c0ad776201ee6f4f0b5283d77,9827fcc7b736b9984f545771e97efee5e6503c32214cff5b868697d4c293db3d,7.879659034631744,16.076509553562957
compound,536279090,1,A2_PCGRAD,25g,72,152,268.48112329200376,290,1,139367,469252,0.3226310133314096,7.700538913381621,4.373668855428696,0.5863311119006362,12.051382478256876,8.459982973337173,0.6962351938221334,True,7.920334182971798,12.575430971051318,62.69987085562919,154.51582548339115,42.62908716512189,242,64,6cc337e1309420fa830734e54e9d0d7fccd76adc271baba00db36b9b2857b3ef,dd11592ae02cd674c5f774ec9eaf26216550bcdce927c60a67786f72db7c1611,10.704170173526874,17.926221773399543
compound,536279090,1,A2_PCGRAD,40g,72,152,268.48112329200376,290,1,139367,469252,0.6490622276903275,14.523514339251609,9.735386193316918,0.6700293582102985,20.0627244864938,14.264697641566178,0.5485010766334406,True,16.447974563805857,12.031097047251862,258.6897157694629,128.86266335142588,82.07265107898728,290,69,ecf37da273611fa93a1a9137ba2e98b2f27cf0d4ecae57c8d2aba418df008e63,4534c8f9021347785d9c7f3519c41170a61b6b424ef6a33d93c5e465da8e9edb,26.413969331955776,36.66723773476131
compound,536279090,2,A2_PCGRAD,4g,88,168,373.3354634999996,296,1,139367,469252,0.8029428662301231,3.014905986196362,1.7323479081078983,0.9161386743313542,4.33795350063299,2.6341985149108447,0.331063721507115,True,3.3101340994142605,3.462231409668209,10.605853298605124,11.842867405295468,4.639088589716141,3330,416,5f0fbc143e13c77d15714729b0b2b4438de33b5c0ad776201ee6f4f0b5283d77,9827fcc7b736b9984f545771e97efee5e6503c32214cff5b868697d4c293db3d,7.879659034631744,16.076509553562957
compound,536279090,2,A2_PCGRAD,25g,88,168,373.3354634999996,296,1,139367,469252,0.3855835805263802,8.518700488483184,4.629278910999566,0.5193594843599443,11.764953525184996,6.60136251852546,0.7401427753650162,True,9.92504948132758,5.285674043798918,98.34908819416862,25.05040129941382,32.24846889644658,235,71,6fed905525927640edc31c5c1e8b0e0c1345fee6f9cb40306ac632f136bd0cb4,a0e65779e89460c1dd82f983ddd0aa3e77507c6ee3f437193bf7d0205be190aa,10.278274136926694,18.40291441385633
compound,536279090,2,A2_PCGRAD,40g,88,168,373.3354634999996,296,1,139367,469252,0.6787665303241353,16.725739854965948,11.025934921749052,0.7434251282470827,19.021518875396048,14.096075608995225,0.5997427121935148,True,17.38240898137427,8.633918001871773,288.3585486315212,68.55203087961227,50.12424241101706,296,63,fac25ac4f20eed7da5462970489405b4516ca57dddba5cf16f6fddd0b9c03dd8,75f433e9e057d6b63934dfb3240bfcc7d590e18851232f88500f24d969c4697d,25.13929368488097,36.159152942651815
compound,536279090,3,A2_PCGRAD,4g,138,218,496.3834508330328,283,1,139367,469252,0.7731046632673584,3.2351206242335246,1.8798684294903891,0.903834499179588,4.645299069339674,2.797060879209103,0.3550044349474003,True,3.56710255457317,3.6321805096289688,12.722850403290842,12.82657769381356,5.533999873665276,3330,416,5f0fbc143e13c77d15714729b0b2b4438de33b5c0ad776201ee6f4f0b5283d77,9827fcc7b736b9984f545771e97efee5e6503c32214cff5b868697d4c293db3d,7.879659034631744,16.076509553562957
compound,536279090,3,A2_PCGRAD,25g,138,218,496.3834508330328,283,1,139367,469252,0.8387185211178457,3.918230574992038,3.0076504444253858,0.8660357669544357,6.973768239506908,4.915886523805815,0.379697654566884,True,5.034761920861045,5.155253455971478,25.307068529576377,26.473254228742913,16.70616185227305,248,58,78a0fa766162730323a627415121cdf5fc098d6438454bb1971aa99efb4adc13,4d057bf560ebd337df307597b584de657f277a5033bd5f627967ca38da4ec684,10.580885397812168,17.93403219365014
compound,536279090,3,A2_PCGRAD,40g,138,218,496.3834508330328,283,1,139367,469252,0.6849840894962131,14.48620725012842,10.818758462604722,0.8326355710359752,14.799910169997236,10.646704643651058,0.4858316123437223,True,13.738217408678215,10.14004994045318,184.96117637674055,93.89773831981256,-1.212085037619491,283,76,f2d8908c66e6556de223ec8d1db5d97d394b94693aeed9c68f601e4cc9a7601d,98088d22dfc7ae22520bf0d28e9ea9045d0f93b3c23963c9289af87ae12ba273,26.11290163358585,36.51084207504779
compound,536279090,4,A2_PCGRAD,4g,159,239,514.4187192500103,275,1,139367,469252,0.7736417115890215,3.23128968298021,1.897531949090652,0.9074823580758576,4.55634193030789,2.810845414858598,0.3524841906764931,True,3.5202981999638467,3.582313768468301,12.359671973127472,12.741991988055652,5.104859233429782,3330,416,5f0fbc143e13c77d15714729b0b2b4438de33b5c0ad776201ee6f4f0b5283d77,9827fcc7b736b9984f545771e97efee5e6503c32214cff5b868697d4c293db3d,7.879659034631744,16.076509553562957
compound,536279090,4,A2_PCGRAD,25g,159,239,514.4187192500103,275,1,139367,469252,0.7558318899540319,4.918167982249041,3.498880871136983,0.6896337751584474,9.384086682707048,6.8917961994806936,0.4889157621414742,True,6.454673507115043,7.605766102540066,39.618872271622834,57.579645933768155,31.196190538976097,258,48,2d521a00b7705b5c49a0d26a1eac5e2672b81256e9009515dca3d26562ab780b,da649bb1ebfd58e4650e4b54e42fc973baeb0fdf2b25e0db369522ab57512b51,10.525779208555416,18.412389081971305
compound,536279090,4,A2_PCGRAD,40g,159,239,514.4187192500103,275,1,139367,469252,0.7715807675935733,13.42691724549984,7.39249545051938,0.8351739928927652,16.365453624339004,10.699406196957543,0.4981018939789103,True,14.124652142984887,9.909448292133773,196.88071731745453,97.33108455484442,45.280806528898175,275,84,1df70dac6aea33dd5d4096bd194182d4b853e8e71fea4a68ae729f64eb0103b6,f52ea0b668cc0354c1660ae09f3adb32282b3f8e4992f9e036555b0f821e4adc,25.379711701792747,35.186288237990404
compound,536279090,5,A2_PCGRAD,4g,78,158,299.55227820796426,292,1,139367,469252,0.7362578595543879,3.487927559360227,2.1365558975094405,0.8828024610800149,5.128180189575235,3.249541330322241,0.3858047725276748,True,3.989279326762598,3.642848232420776,15.88302494375474,13.250907588286786,7.090970859619597,3330,416,5f0fbc143e13c77d15714729b0b2b4438de33b5c0ad776201ee6f4f0b5283d77,9827fcc7b736b9984f545771e97efee5e6503c32214cff5b868697d4c293db3d,7.879659034631744,16.076509553562957
compound,536279090,5,A2_PCGRAD,25g,78,158,299.55227820796426,292,1,139367,469252,0.6734149614193805,6.5645618010716325,4.518131473247821,0.7657854126201189,8.76289941571259,6.248848959115836,0.5747365038667239,True,7.2026912595839585,5.678794774987137,45.91291829127175,32.200700677219814,16.31228817172162,241,65,927969b919ee7c64866b308fa3613692786737c9018ae982856131175c90df8d,990e2251cff8c9e13796a18b918e90796de04bf59636c16d12c0205790cab413,10.0457387043926,18.129614149589493
compound,536279090,5,A2_PCGRAD,40g,78,158,299.55227820796426,292,1,139367,469252,0.6369234887079701,11.912347147236757,8.032691067368237,0.6578992236405494,17.429283144513516,11.894213366152634,0.4519355896217382,True,14.077827083635206,9.931112192945646,193.17881036971335,98.60351015459068,80.59509755467677,292,67,7f7031096deec5978c51937cd90c3dcf3dc4d7175f67c7682be8d7f23cec1f15,3beae64ccf7652245ed80f42a309ef3462252d01cf66f2c8a10fb3f4a7a75501,27.12229011976638,37.53773041008666
compound,2767143051,1,A2_PCGRAD,4g,110,190,376.40602491697064,309,1,139367,469252,0.758319596765583,3.338861556457817,2.016403091018781,0.897289493009777,4.80077627141693,2.9025778885682425,0.3665534187103248,True,3.722070131283371,3.6021763357748435,13.824633282090288,12.93205532561396,5.985400111807347,3330,416,5f0fbc143e13c77d15714729b0b2b4438de33b5c0ad776201ee6f4f0b5283d77,9827fcc7b736b9984f545771e97efee5e6503c32214cff5b868697d4c293db3d,7.879659034631744,16.076509553562957
compound,2767143051,1,A2_PCGRAD,25g,110,190,376.40602491697064,309,1,139367,469252,0.5967810742361661,6.928817496420499,4.542807969082607,0.7099315084197946,9.580073752166482,7.413056315732805,0.6559209965391972,True,7.572834471653904,7.083880451491643,53.74090073022228,41.07171036477818,16.15247853634601,245,89,04175d60567440a3c13ee47c05608bdf29b71248ac620cc65f89e83767e9f16d,a955bee1c3bab01dcce3738e4809d9ab5b4470ecfc077e7359dd0e78ac7905a2,9.39385053111429,17.030749579116367
compound,2767143051,1,A2_PCGRAD,40g,110,190,376.40602491697064,309,1,139367,469252,0.7207779554678841,17.400964784063078,11.869375026927276,0.6960716082709606,23.443299096693615,16.227086818919464,0.6669027648980387,True,19.839437704050184,11.41711619696174,384.2304793962144,121.42331710178888,132.54465288514484,309,51,04297b49c51a803dd65613061bcaa0ed069b4122040b6fd857e0964f410a8c00,78f2b1d7adc7834208865ff1dc37609d7de03ce24cbcce337e99c1f9f6ba108c,25.579135117008388,35.88706680488467
compound,2767143051,2,A2_PCGRAD,4g,76,156,356.98473787499825,279,1,139367,469252,0.8083802065578956,2.973020317171636,1.7770160325330038,0.9099252606117144,4.495785040080071,2.9026205573937833,0.3320853997438587,True,3.325369819467527,3.724181537055389,10.643631779170663,13.383000177365393,5.237570115846324,3330,416,5f0fbc143e13c77d15714729b0b2b4438de33b5c0ad776201ee6f4f0b5283d77,9827fcc7b736b9984f545771e97efee5e6503c32214cff5b868697d4c293db3d,7.879659034631744,16.076509553562957
compound,2767143051,2,A2_PCGRAD,25g,76,156,356.98473787499825,279,1,139367,469252,-0.4675629927715301,9.849576528798938,5.443404201160779,0.4088448389534853,13.762527802353338,8.133783680308948,0.8915721572386341,True,10.063464927937572,12.951808877184405,99.24129543684934,157.2254982678424,50.82087693198315,279,55,215c1346b1506c9726e413d5e27ee9fb75926ac279ee499bff234df30266ba9c,cc4e9afb318aeec96186c36fe78bdeb08a525c8ee2cf452a77edf7151ac36d06,10.139833402187676,17.119992400025108
compound,2767143051,2,A2_PCGRAD,40g,76,156,356.98473787499825,279,1,139367,469252,0.6045529376011085,18.574254874905275,11.405568543399674,0.7186351267550606,19.270020491535583,13.792149601212468,0.6201340788615971,True,18.175845768934515,10.546458653970438,316.9026693544931,104.33044062356775,22.80017213512173,277,83,6fb8b879ecfa06a65206454dc63bab297ca39e5e66cfb00729124ba15af8e330,6a2f2917375bb0bc22153d44e3940a2867cfa6fe613092b42a80254b36626d2c,26.158402740690057,37.437957907806506
compound,2767143051,3,A2_PCGRAD,4g,112,192,432.0768674580031,286,1,139367,469252,0.7592520957151496,3.332414004389967,1.959090022482933,0.9006408000598761,4.721805281708495,2.9040797795087863,0.364088183824009,True,3.676349540833986,3.569127714790852,13.509686429709932,12.564002875042773,5.563239130206504,3330,416,5f0fbc143e13c77d15714729b0b2b4438de33b5c0ad776201ee6f4f0b5283d77,9827fcc7b736b9984f545771e97efee5e6503c32214cff5b868697d4c293db3d,7.879659034631744,16.076509553562957
compound,2767143051,3,A2_PCGRAD,25g,112,192,432.0768674580031,286,1,139367,469252,0.6322804399532198,5.389713094525717,3.581171902020772,0.7830645634867859,6.918775160242341,4.611916057268778,0.4712592593199078,True,6.019590493087575,2.982454542938677,34.32643196022786,8.858041186143984,9.144471771388435,286,48,957e673fb2fbda02074d0a852dbc382de8e359f0f883254044bde33ca9653368,15f50b212a8fce1e19d45a50d0b0bdd8264754ee59c6619d1b2a59383327309f,10.017443272128665,17.591233777253485
