protocol,outer_seed,inner_fold,method,column,best_epoch,epochs_run,runtime_seconds,per_task_batch_size,steps_per_epoch,trainable_parameters,total_parameters,V1_r2,V1_rmse,V1_mae,V2_r2,V2_rmse,V2_mae,combined_normalized_rmse,all_outputs_finite,Center_rmse,Width_rmse,Center_error_variance,Width_error_variance,Center_Width_error_covariance,inner_train_count,inner_validation_count,inner_train_ids_sha256,inner_validation_ids_sha256,scale_V1,scale_V2
compound,769539383,1,A2_PCGRAD,4g,95,175,323.83505900000455,294,1,139367,469252,0.7876078570071031,3.130018588390744,1.982153058900283,0.9057949904380376,4.59770423017594,2.9023644373814266,0.3461065626307372,True,3.461255699525269,3.7350551580551,11.493983429506356,13.828035578993816,5.426757710036284,3330,416,5f0fbc143e13c77d15714729b0b2b4438de33b5c0ad776201ee6f4f0b5283d77,9827fcc7b736b9984f545771e97efee5e6503c32214cff5b868697d4c293db3d,7.879659034631744,16.076509553562957
compound,769539383,1,A2_PCGRAD,25g,95,175,323.83505900000455,294,1,139367,469252,0.4567486420620585,7.98370231219412,4.200276854730422,0.6094413531227691,11.182373556192736,6.94026806123795,0.7437879469331948,True,9.177455298199336,6.377085456394353,81.95029149351538,40.52295612103127,30.080052673159976,248,62,521bf7d21dae0afc14537dc3048b1b6c52b827752caeffd0eaa377106a4ad2d9,235d565303458493b74e3a38a3207ed9ee75865783051b2b5f1f3165580d4880,9.784171404390012,16.84628749250819
compound,769539383,1,A2_PCGRAD,40g,95,175,323.83505900000455,294,1,139367,469252,0.5314053834378524,18.104340740220024,10.858985618695822,0.6306766524588352,21.645255995652263,15.0295661299196,0.6226769238051035,True,19.207105545469087,10.812812204577709,365.68014979077594,115.88829901596122,68.55145303468663,294,73,2c93b939cb10a64355046ace7d2227b96b3a0c6ee62ecbd5425622c6aa47ad9c,70d9bd3d4067a1ac36a313f9f3ec08aac224f3e9102bcf5b91ab9cc68f87c888,27.106802689745127,37.715165017414016
compound,769539383,2,A2_PCGRAD,4g,243,323,757.408564375015,296,1,139367,469252,0.7668557644099149,3.2793670926184784,1.9775554023224575,0.8971616930002208,4.8037620833715815,2.8509213099724207,0.3622789720380439,True,3.62282739616864,3.893744212689721,13.124641490170887,15.14868049303155,6.162665832615053,3330,416,5f0fbc143e13c77d15714729b0b2b4438de33b5c0ad776201ee6f4f0b5283d77,9827fcc7b736b9984f545771e97efee5e6503c32214cff5b868697d4c293db3d,7.879659034631744,16.076509553562957
compound,769539383,2,A2_PCGRAD,25g,243,323,757.408564375015,296,1,139367,469252,0.7601929665818992,5.33338830268062,3.969935068488121,0.8125050812307402,8.064292187951763,5.706355196237564,0.5159056064049827,True,6.197825797656364,5.770918478654992,38.40224508583702,33.25776309700936,18.31611357100649,246,64,c2766dd26d142cac3ab54e2e64f32c0473edee77ef3b3f9b3e95ac910ec5e2a6,300751aedf1c6cd106d038758625185cbf91dacb8fc45ee27c9f8fc795f4fbc9,9.777789541775451,16.64276302094934
compound,769539383,2,A2_PCGRAD,40g,243,323,757.408564375015,296,1,139367,469252,0.7334911829660568,15.250359837448624,9.865776040520464,0.7981386120335258,17.76988696165974,12.57657969300176,0.5364460251361907,True,16.19991011357875,6.851011958210067,258.97237632745725,45.007187245202495,44.18305545952387,296,71,c816a7dd258072b0c9c87fc31c62a090f4edffc2e8970c17fce5f023549e793d,40c3974b28b5116b0da7adc4b6295ed340fb532176cb78d49ff5df234080f418,26.117860941901498,36.68746703244712
compound,769539383,3,A2_PCGRAD,4g,75,155,346.56696554098744,292,1,139367,469252,0.7873727770913672,3.1317502932631975,1.9171439590247776,0.8906255453482497,4.954068200431627,3.222463956880264,0.3556152462638877,True,3.66690901118016,3.8621776865735873,13.299256725838898,14.857710320838558,7.2745802387258225,3330,416,5f0fbc143e13c77d15714729b0b2b4438de33b5c0ad776201ee6f4f0b5283d77,9827fcc7b736b9984f545771e97efee5e6503c32214cff5b868697d4c293db3d,7.879659034631744,16.076509553562957
compound,769539383,3,A2_PCGRAD,25g,75,155,346.56696554098744,292,1,139367,469252,0.4341190160676773,7.485353144102827,4.866178687413534,0.614212614035275,11.03979437437837,7.864514166514079,0.7019651818044629,True,8.539163954863918,8.009110989915419,72.11520977133632,61.300889891978905,31.412651123251823,250,60,f96949527352f062bc6981765d1c454579ac0e6ee5b9c7e530eb88a1828106c6,b59903db494bf8e8abdaa926e26a68cdbda6561350d5bc8093749dd7da3efde4,10.012620646464145,16.902153646872936
compound,769539383,3,A2_PCGRAD,40g,75,155,346.56696554098744,292,1,139367,469252,0.7000345978610345,13.42365247098616,9.56460965983073,0.7220419262356074,19.241055941378384,13.946596323649093,0.5007090379694846,True,15.483044082859776,11.913301075479206,238.18367101055952,126.95390931348877,90.2084700160026,292,75,acb3e39677ebce45525e08ebb4a42c77f19097f390b4969ba74bc63b9424ab0a,7cce7bd6c7de308ea252edc87814d28675a72420cb969ec38a916c049a6103ae,27.494240691733808,37.515728265842185
compound,769539383,4,A2_PCGRAD,4g,93,173,361.18081729201367,296,1,139367,469252,0.772388440424755,3.240222627819896,2.0158315032796983,0.8935858331141336,4.886565847681672,2.96973676947447,0.3615842788096101,True,3.699286330717493,3.7438295229078977,13.630658814006049,13.929141219316165,6.6211145805336615,3330,416,5f0fbc143e13c77d15714729b0b2b4438de33b5c0ad776201ee6f4f0b5283d77,9827fcc7b736b9984f545771e97efee5e6503c32214cff5b868697d4c293db3d,7.879659034631744,16.076509553562957
compound,769539383,4,A2_PCGRAD,25g,93,173,361.18081729201367,296,1,139367,469252,0.7343149582773254,4.889342289142813,3.695308655958909,0.7039374454017866,8.299378152429009,6.3507625169020425,0.477366470754317,True,6.2651413512578635,5.3444089355014395,39.23178467604747,26.78430537808039,22.67659418776489,245,65,5c64d0778b659a8c271e70351617403bcaeb1cab35de609f88fb99e85c4de27d,70a51d6aed49955ef755240a82c625d88f5b0ebf9c952d7140785d9a2c381dd4,10.16172804690268,17.525873997650088
compound,769539383,4,A2_PCGRAD,40g,93,173,361.18081729201367,296,1,139367,469252,0.7369799030298783,14.05212175793496,7.939650011734224,0.7726128083258166,18.24914222508428,12.635564202322088,0.507930984234035,True,15.511037935146478,9.930631621410289,226.82940819479893,96.39579160136007,62.254943324197264,296,71,a3ad4455e0d03b4ab8e732831b5b24d4f98735b187896583e1897de0058c8538,ac0a56a818986310ba16c6f131d6db1bd3d60348268eb0683ab157aeb48b68e3,26.875232390312743,37.050767590491816
compound,769539383,5,A2_PCGRAD,4g,157,237,304.4265406659688,290,1,139367,469252,0.7595458092196636,3.3303806041235706,1.9965699511346149,0.89006266336046,4.966799588345366,3.058412101498017,0.3701933583553642,True,3.7646318515999457,3.8511367576206657,14.031131533380732,14.740878923255034,6.675818395247721,3330,416,5f0fbc143e13c77d15714729b0b2b4438de33b5c0ad776201ee6f4f0b5283d77,9827fcc7b736b9984f545771e97efee5e6503c32214cff5b868697d4c293db3d,7.879659034631744,16.076509553562957
